ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
52,Minería,Estimula la producción de pedidos cuando se asigna a la mina.,5,1,4620679,0,33
53,Herboristería,Otorga beneficios herboristas y aumenta los pedidos cuando se le asigna al Herbario.,5,1,4620675,0,33
54,Alquimia,Ofrece varios beneficios de alquimia cuando se le asigna al laboratorio de alquimia. También aumenta la probabilidad de éxito de las misiones de alquimia.,5,1,4620669,0,33
55,Herrería,Puede reducir tu daño en durabilidad y aumentar la cantidad de pedidos cuando se le asigna a la forja. También aumenta la probabilidad de éxito de las misiones de herrería.,5,1,4620670,0,33
56,Encantamiento,Ofrece una variedad de beneficios de encantamiento cuando se le asigna al estudio del encantador. También aumenta la probabilidad de éxito de las misiones de encantamiento.,5,1,4620672,0,33
57,Ingeniería,Vende artefactos de ingeniería e impulsa los pedidos cuando se le asigna a las obras de ingeniería. También aumenta la probabilidad de éxito de las misiones de ingeniería.,5,1,136243,0,33
58,Inscripción,Te permite crear documentos especiales e impulsar los pedidos cuando se le asignan al Scriptorium. También aumenta la probabilidad de éxito de las misiones de inscripción.,5,1,4620676,0,33
59,Joyería,Ofrece una variedad de beneficios de joyería cuando se le asigna a la boutique de gemas. También aumenta la probabilidad de éxito de las misiones de joyería.,5,1,4620677,0,33
60,Peletería,Puede producir tiendas e impulsa los pedidos cuando se le asigna a la peletería. También aumenta la probabilidad de éxito de las misiones de peletería.,5,1,4620678,0,33
61,Sastrería,Ofrece una variedad de beneficios de sastrería cuando se le asigna al emporio de sastrería. También aumenta la probabilidad de éxito de las misiones de sastrería.,5,1,4620681,0,33
62,Desuello,Estimula la producción de pedidos según el nivel del seguidor cuando se asigna a la granja.,5,1,4620680,0,33
63,Amante de gnomos,Aumenta la probabilidad de éxito en una misión con un gnomo.,4,1,236446,73,9
64,Humanista,Aumenta la probabilidad de éxito en una misión con un humano.,4,1,236447,71,9
65,Espíritu de enano,Aumenta la probabilidad de éxito en una misión con un enano.,4,1,236443,70,9
66,Hijo de la Luna,Aumenta la probabilidad de éxito en una misión con un elfo de la noche.,4,1,236450,74,9
67,Aliado de Argus,Aumenta la probabilidad de éxito en una misión con un draenei.,4,1,236442,72,9
68,Compañero canino,Aumenta la probabilidad de éxito en una misión con un huargen.,4,1,528692,75,9
69,Bebedor empedernido,Aumenta la probabilidad de éxito en una misión con un pandaren.,4,1,626190,0,1
70,Hijo de Draenor,Aumenta la probabilidad de éxito en una misión con un orco.,4,1,236451,65,5
71,Fascinación con la muerte,Aumenta la probabilidad de éxito en una misión con un no-muerto.,4,1,236457,64,5
72,Totemista,Aumenta la probabilidad de éxito en una misión con un tauren.,4,1,236454,67,5
73,Fanático vudú,Aumenta la probabilidad de éxito en una misión con un trol.,4,1,236456,63,5
74,Raza de los elfos,Aumenta la probabilidad de éxito en una misión con un elfo de sangre.,4,1,236440,66,5
75,Economista,Aumenta la probabilidad de éxito en una misión con un goblin.,4,1,632354,68,5
76,Aguante alto,Aumenta la probabilidad de éxito en misiones con una duración de más de 7 horas.,8,1,135987,0,1
77,Ráfaga de poder,Aumenta la probabilidad de éxito en misiones con una duración de menos de 7 horas.,8,1,136088,0,1
78,Lobo solitario,Aumenta la probabilidad de éxito en una misión solitaria.,9,1,538568,0,3
79,Carroñero,Aumenta un 100% la cantidad de recursos de fortaleza que se obtienen de una misión.,7,1,413571,0,1
80,Entrenamiento adicional,Aumenta en 30% la experiencia obtenida por todos los seguidores en una misión.,7,1,975743,0,1
100,Provocar,Obliga a un enemigo a atacar al guerrero.,0,1,136080,0,0
101,Multidisparo,Usado por un cazador para dañar a muchos enemigos.,0,1,132330,0,0
102,Salto heroico,Usado por un guerrero para escapar rápidamente del peligro.,0,1,236171,0,0
103,Fuego rápido,Aumenta significativamente el daño repentino del cazador.,0,1,132208,0,0
104,Porrazo,Usado por un pícaro para neutralizar a un enemigo peligroso (o solo para hacerte enojar).,0,1,132310,0,0
105,Patada,Usado por un pícaro para interrumpir un hechizo (súper frustrante).,0,1,132219,0,0
106,Sanación en cadena,Lanzado por un chamán para sanar a un grupo de aliados.,0,1,136042,0,0
107,Purificar espíritu,Lanzado por un chamán para eliminar un efecto mágico dañino.,0,1,236288,0,0
108,Bramido,Obliga al objetivo a atacar al druida.,0,1,132270,0,0
114,Orden oscura,Obliga al objetivo a atacar al caballero de la Muerte.,0,1,136088,0,0
115,Escudo óseo,Protege al caballero de la Muerte con un escudo de hueso.,0,1,458717,0,0
116,Muerte y descomposición,Lanzado por un caballero de la Muerte para dañar a muchos enemigos.,0,1,136144,0,0
117,Helada mental,"Congela la mente del oponente, interrumpiendo un hechizo.",0,1,237527,0,0
118,Potenciar arma de runas,Aumenta significativamente el daño repentino del caballero de la Muerte.,0,1,135372,0,0
119,Caparazón antimagia,Protege al caballero de la Muerte de los efectos mágicos dañinos.,0,1,136120,0,0
120,Rajar,Usado por un guerrero para dañar a múltiples enemigos. También es usado para describir a cada equipo de la arena.,0,1,132338,0,0
121,Zurrar,Usado por un guerrero para interrumpir un hechizo.,0,1,132938,0,0
122,Temeridad,Usado por un guerrero para aumentar exponencialmente el daño repentino.,0,1,603532,0,0
123,Expiación,Obliga al objetivo a atacar al paladín.,0,1,135984,0,0
124,Escudo divino,Lanzado por un paladín para prevenir daño. También es usado para escapar de forma cobarde (qué vergüenza).,0,1,524354,0,0
125,Limpiar,Lanzado por un paladín para eliminar un efecto mágico dañino.,0,1,135949,0,0
126,Reprimenda,Lanzado por un paladín para interrumpir un hechizo.,0,1,523893,0,0
127,Arrepentimiento,Lanzado por un paladín para neutralizar a un enemigo peligroso.,0,1,135942,0,0
128,Radiancia Sagrada,Lanzado por un paladín para sanar a un grupo de aliados.,0,1,457654,0,0
129,Súplica divina,Lanzado por un paladín para regenerar maná rápidamente.,0,1,237537,0,2
130,Tormenta divina,Lanzado por un paladín para infligir daño a muchos enemigos.,0,1,236250,0,0
131,Cólera vengativa,Lanzado por un paladín para aumentar exponencialmente el daño repentino.,0,1,135875,0,0
132,Piel de corteza,"El druida endurece su piel, reduciendo el daño recibido significativamente.",0,1,136097,0,0
133,Inervar,Lanzado por un druida para regenerar rápidamente el maná del objetivo.,0,1,136048,0,2
134,Raíces enredadoras,Lanzado por un druida para neutralizar a un enemigo peligroso.,0,1,136100,0,0
135,Crecimiento salvaje,Lanzado por un druida para sanar a un grupo de aliados.,0,1,236153,0,0
136,Cura de la Naturaleza,Lanzado por un druida para eliminar un efecto mágico dañino.,0,1,236288,0,0
137,Huracán,Lanzado por el druida para dañar a muchos enemigos.,0,1,136018,0,0
138,Rabia,Aumenta significativamente el daño repentino del druida.,0,1,236149,0,0
139,Alineación celestial,Aumenta significativamente el daño repentino del druida.,0,1,136060,0,0
140,Burla,Obliga al enemigo a atacar al monje.,0,1,620830,0,0
141,Guardia,Usado por un monje para reducir el daño significativamente.,0,1,611417,0,0
142,Ola de chi,Lanzado por un monje para sanar a un grupo de aliados.,0,1,606541,0,0
143,Rodar,Usado por un monje para quitarse del peligro rápidamente.,0,1,574574,0,0
144,Parálisis,Usado por un monje para neutralizar a un enemigo peligroso.,0,1,629534,0,0
145,Depuración,Lanzado por un monje para eliminar un efecto mágico dañino.,0,1,460692,0,0
146,Té de maná,Lanzado por un monje para regenerar rápidamente el maná del objetivo.,0,1,608949,0,2
147,Golpe de mano de lanza,Usado por un monje para interrumpir un hechizo.,0,1,608940,0,0
148,Disipar magia,Lanzado por un sacerdote para eliminar un efecto mágico dañino.,0,1,135894,0,0
149,Maligno de las Sombras,Lanzado por un sacerdote para aumentar exponencialmente el daño repentino y la regeneración de maná.,0,1,136199,0,2
150,Abrasamiento mental,Lanzado por un sacerdote para dañar a muchos enemigos.,0,1,237565,0,0
151,Subyugar mente,Lanzado por un sacerdote para neutralizar a un enemigo peligroso. Muy popular en Cuenca de Arathi y Ojo de la Tormenta.,0,1,136206,0,0
152,Infusión de poder,Lanzado por un sacerdote para aumentar exponencialmente el daño repentino.,0,1,135939,0,0
153,Escudo de agua,Lanzado por un chamán para aumentar exponencialmente la regeneración de maná.,0,1,132315,0,2
154,Cadena de relámpagos,Lanzado por un chamán para dañar a muchos enemigos.,0,1,136015,0,0
155,Corte de viento,Lanzado por un chamán para interrumpir un hechizo.,0,1,463565,0,0
156,Lobo fantasmal,Lanzado por un chamán para quitarse del peligro rápidamente.,0,1,136095,0,0
157,Maleficio,Lanzado por un chamán para neutralizar a un enemigo peligroso. También lo hará sentirse tonto.,0,1,237579,0,0
158,Ascensión,Lanzado por un chamán para aumentar exponencialmente el daño repentino A veces parece injusto.,0,1,135791,0,0
159,Evasión,Usado por un pícaro para evitar daño significativo.,0,1,136205,0,0
160,Sprint,Usado por un pícaro para escapar del peligro o para moverse rápidamente entre el buzón y la casa de subastas.,0,1,132307,0,0
161,Abanico de cuchillos,Usado por un pícaro para dañar a muchos enemigos.,0,1,236273,0,0
162,Marcado para morir,Usado por un pícaro para aumentar exponencialmente el daño repentino.,0,1,236364,0,0
163,Fingir muerte,Usado por un cazador para obligar al enemigo a atacar a un objetivo diferente.,0,1,132293,0,0
164,Disuasión,Usado por un cazador para prevenir daño.,0,1,132369,0,0
165,Separación,Usado por un cazador para quitarse del peligro rápidamente.,0,1,132294,0,0
166,Contradisparo,Usado por un cazador para interrumpir un hechizo.,0,1,249170,0,0
167,Trampa congelante,Usado por un cazador para neutralizar a un enemigo peligroso. ¡Cuidado con donde pisas!,0,1,135834,0,0
168,Bloque de hielo,Lanzado por un mago para prevenir mucho daño. Por un rato.,0,1,135841,0,0
169,Crear comida,¡Tu cuerpo necesita energía para rendir al máximo!,0,1,609812,0,2
170,Traslación,Lanzado por un mago para teletransportarse lejos del peligro rápidamente. Hax.,0,1,135736,0,0
171,Contrahechizo,Lanzado por un mago para interrumpir un hechizo.,0,1,135856,0,0
172,Polimorfia,Lanzado por un mago para neutralizar a un enemigo peligroso.,0,1,136071,0,0
173,Distorsión temporal,Lanzado por un mago para aumentar exponencialmente el daño repentino.,0,1,458224,0,0
174,Resolución inagotable,Lanzado por un brujo para prevenir daño significativo.,0,1,136150,0,0
175,Drenar vida,Lanzado por un brujo para recobrar vida. Dah.,0,1,136169,0,0
176,Carbonizar magia,Lanzado por un diablillo molesto para eliminar un efecto mágico dañino.,0,1,841219,0,0
177,Metamorfosis,Lanzado por un brujo pretendiendo ser un cazador de demonios. Aumenta exponencialmente el daño repentino.,0,1,236293,0,0
178,Lluvia de Fuego,Lanzado por un brujo para dañar a muchos enemigos.,0,1,135804,0,0
179,Bloqueo de hechizo,Lanzado por un brujo para interrumpir un hechizo.,0,1,136174,0,0
180,Miedo,Usado para neutralizar a un oponente peligroso. A veces hace que este viole las leyes básicas de la física. Qué raro.,0,1,136183,0,0
181,Invocar infernal,Lanzado por un brujo para sentirse poderoso e infligir un daño significativo. Pone nerviosos a los inocentes cercanos.,0,1,136219,0,0
182,Carrerilla,"Usado por un druida para salir corriendo del peligro rápidamente, como si no se movieran ya lo suficientemente rápido.",0,1,132120,0,0
183,Brebaje de energía,"Usado por un monje para aumentar significativamente el daño repentino. Además, su sabor es increíble.",0,1,608938,0,0
199,Entrenamiento adicional,Otorga experiencia adicional por misión terminada.,0,1,236221,0,2
200,Entrenamiento adicional,Otorga experiencia adicional por misión terminada.,0,1,236221,0,2
201,Experiencia de combate,Otorga una probabilidad adicional de éxito en la misión.,11,1,458725,0,51
202,Experiencia de combate,Otorga una probabilidad adicional de éxito en la misión.,0,1,236221,0,2
203,Teletransporte,Reduce el tiempo de viaje de las misiones.,0,1,236221,0,2
204,Teletransporte,Reduce el tiempo de viaje de las misiones.,0,1,236221,0,2
205,Armas de recuperación,Da recursos de fortaleza adicionales por misión terminada.,0,1,236221,0,2
206,Armas de recuperación,Da recursos de fortaleza adicionales por misión terminada.,0,1,236221,0,2
221,Montura épica,Reduce el tiempo de misión un 50%.,8,1,631718,0,1
222,Potenciado por la muerte,Reduce la duración de una misión un 25%.,0,1,575534,0,3
227,Pescador,"Con el conocimiento de Nat, tu habilidad de pesca en Draenor te permite atrapar añoñadores sin carnada.",5,1,236574,0,19
228,Siempreverde,"Cuando se asigna al aserradero, puede procesar madera de forma más humana y eficiente.",5,1,236160,0,19
231,Guardaespaldas,Puede acompañarte como guardián en Draenor cuando se le asigna a un cuartel nivel 2 o 3.,5,1,1037260,0,19
232,Danzante,Tus ágiles movimientos te ayudan a sortear las zonas de peligro un poco más rápido.,12,1,132171,0,3
236,Profesional de Hearthstone,Un maestro táctico al que no debes perder de vista. Los miembros del grupo ganan un 35% de experiencia más rápido.,7,1,1061040,0,3
244,Bruto,Aumenta enormemente la probabilidad de éxito en una misión solitaria.,9,1,1035504,0,19
248,Mentor,Los seguidores que acompañan obtienen la eficacia en combate de este seguidor.,7,1,442732,0,19
249,Expedicionario extraordinario,"Experto en tradición de bestias y exploración de terrenos, Harrison puede anticipar todos los peligros al acecho.



|cFFFFD200""Fortuna y gloria, pequeño. Fortuna y gloria"". - Harrison Jones |r",0,1,646781,0,18
250,Velocidad de la Luz,La pluma de Rukhmar tocada por el Sol infunde a un jugador con velocidad épica.,8,1,642580,0,3
252,Amigo ogro,Aumenta la probabilidad de éxito en una misión con un ogro.,4,1,1030796,0,3
253,Loco por las máquinas,Aumenta la probabilidad de éxito en una misión con un ensamblaje o máquina.,4,1,254104,0,3
254,Cuidador de aves,Aumenta la probabilidad de éxito en una misión con un arakkoa.,4,1,1042646,0,3
255,Salvaje,Aumenta la probabilidad de éxito en una misión con un compañero bestial.,4,1,134176,0,3
256,Carroñero extremo,Aumenta un 200% la cantidad de recursos de fortaleza que se obtiene de una misión.,7,1,1005027,0,1
257,Test - Temporary Follower Ability,Descripción temporal de habilidad de seguidor. Dura por una misión.,0,1,463852,0,65
260,Grupo de abordaje,Permite a los transportes realizar misiones que requieran efectivos sobre el terreno.,0,2,1141393,0,51
261,Submarino,Permite que los submarinos sean invisibles para los radares y se acerquen con sigilo a las naves enemigas.,0,2,1141396,0,51
262,Acorazado,Dispara rondas perforadoras de armadura que cortan limpiamente a través de una armadura.,0,2,1141390,0,51
263,Destructor,Lanza cartuchos explosivos al agua que destruyen naves sumergidas.,0,2,1141395,0,51
264,Portanaves,Una flota de bombarderos que puede atacar desde el aire.,0,2,1141394,0,51
265,Cortador de hielo,Corta un camino en las aguas gélidas.,0,2,892834,0,0
266,Bomba de sentina,"Se deshace del exceso de agua, lo que permite que la nave se mantenga a flote durante climas tormentosos.",0,2,986488,0,0
267,Luces para niebla de alta intensidad,Destruye la niebla (y quizás algunas retinas) con estas luces superluminosas.,0,2,460953,0,0
268,Estabilizador interno giroscópico,"Mantiene la nave derecha y estable, lo que permite que se mueva fácilmente entre remolinos caóticos.",0,2,657937,0,0
269,Alto horno,Un enorme horno capaz de producir una potencia de 11 sobre 10.,0,2,900306,0,0
270,Timón de hierro genuino,Refuerza el timón para permitir giros más precisos a mayores velocidades.,0,2,986491,0,0
271,Tanque de tiburones entrenados,Las minas no son competencia para un tanque de tiburones entrenados.,0,2,294472,0,0
272,Lanzador de humo vil,Crea una barrera de humo alrededor de tu nave que bloquea la vista del primer golpe.,0,2,627487,0,0
273,Tanques de combustible nitro,"Permite que la nave queme combustible nitro, lo que hace que llegue más rápido a su destino. Reduce el tiempo de misión un 50%.",0,2,237030,0,18
274,Tripulación salada,La tripulación lo ha visto todo y tienen los sombreros para probarlo. Otorga una bonificación a la probabilidad de éxito en la misión.,0,2,669453,0,18
275,Inhundible,"Salva a la nave de un golpe devastador, rodeándola con un escudo impenetrable. Inhundible se destruye cuando se activa.",0,2,1030102,0,2
276,Almacén de comida,Agrega espacio para llevar más alimentos en la nave. Esto mejora el éxito en misiones largas.,0,2,651578,0,18
277,Escáner aéreo automatizado,Aumenta la probabilidad de éxito en una misión con un portanaves.,0,2,133873,0,0
278,Reservas de munición,Aumenta la probabilidad de éxito en una misión con un Acorazado.,0,2,249177,0,0
279,Campo de amplificación sónica,Aumenta la probabilidad de éxito en una misión con un Destructor.,0,2,252188,0,0
280,Cuarteles adicionales,Aumenta la probabilidad de éxito en una misión con un transporte.,0,2,133004,0,0
281,Minas ruidosas Q-43,Aumenta la probabilidad de éxito en una misión con un Submarino.,0,2,948864,0,0
282,Equipo de orcos,Las aguas gélidas que rodean Pirofrío han servido desde hace mucho como campo de entrenamiento para navegar en aguas gélidas.,0,2,236452,284,5
283,Equipo de enanos,Permite que se recupere equipo naval luego de misiones exitosas.,0,2,236443,286,9
284,Equipo draénico,Los draenei son expertos navegantes de la densa niebla que rodea al Valle Sombraluna.,0,2,236442,282,9
285,Equipo tauren,Aumenta un 50% la experiencia que obtienen todos los barcos en una misión.,0,2,236453,291,5
286,Tripulante goblin,Permite que se recupere equipo naval luego de misiones exitosas.,0,2,632354,283,5
287,Equipo de gnomos,Permite que se recupere equipo naval luego de misiones exitosas.,0,2,236446,290,9
288,Equipo de elfos de la noche,Reduce en 50% el tiempo de misión.,0,2,236450,289,9
289,Equipo de elfos de sangre,Reduce en 50% el tiempo de misión.,0,2,236439,288,5
290,Equipo de trols,Permite que se recupere equipo naval luego de misiones exitosas.,0,2,236456,287,5
291,Equipo de huargen,Aumenta un 50% la experiencia que obtienen todos los barcos en una misión.,0,2,463876,285,9
292,Equipo humano,Aumenta la probabilidad de éxito en misiones.,0,2,236447,293,9
293,Equipo no-muerto,Aumenta la probabilidad de éxito en misiones.,0,2,236457,292,5
294,Tripulación pandaren,"Las tripulaciones pandaren guardan suministros adicionales en sus naves, lo que ayuda en misiones largas.",0,2,626190,0,1
299,Depósito de equipo vacío,Agregar equipo de naves a este depósito.,0,2,0,0,2
300,Depósito de equipo vacío,Agregar equipo de naves a este depósito.,0,2,0,0,2
303,Conocimiento demoníaco,Otorga una gran probabilidad adicional de éxito en la misión.,11,1,1020342,0,51
304,Módulo de recuperación de restos,"Cuando se utiliza en una misión exitosa, filtra las aguas circundantes y devuelve una caja llena de chatarra útil.",0,2,236815,0,18
305,Red de pesca Tuskarr,"Una red de pesca amarrada a la parte trasera del barco, cortesía de los colmillarr. Suministra pescado al volver de una misión exitosa.",0,2,134325,0,2
306,Catalejo fantasmal,Un catalejo largo que parece no mostrar nada cuando lo usas. Quizás sea útil.,0,2,134441,0,2
307,Acometida vil,Te lanzas hacia un enemigo. A veces se usa contra alimañas para viajar más rápido.,0,4,135788,0,0
308,Nova de caos,Usado por los cazadores de demonios para controlar a varios enemigos peligrosos a la vez.,0,4,135795,0,0
309,Piel de piedra,Los cazadores de demonios pueden cubrir su piel con piedra vil para absorber golpes fuertes. También es muy incómodo.,0,4,538745,0,0
310,Inmolación,"Algunos cazadores de demonios se toman muy en serio el mantra de ""combatir el fuego con fuego"".",0,4,135817,0,0
311,Devorar magia,La magia es una delicia entre los Illidari. Sabe a pollo.,0,4,236298,0,0
312,Retirada vengativa,Usado por los cazadores de demonios que... no están preparados.,0,4,236171,0,0
313,Metamorfosis,Los cazadores de demonios pueden desatar a su demonio interior para derrotar a los enemigos más fuertes.,0,4,237558,0,0
314,Mecánico,Aumenta un 100% la cantidad de petróleo que se obtiene de una misión.,7,1,252178,0,1
315,Tripulación múrloc,"Los múrlocs pueden salir de su nave y nadar a la costa incluso estando bajo el agua, siempre utilizándose como transporte. Ser anfibio tiene sus ventajas.",0,2,134169,0,3
317,Tormenta de ápices,El kraken liberado en esta área otorga cristales de ápices al completar con éxito cualquier misión.,0,2,1061300,0,2
318,Superioridad aérea,"Una aeronave ubica y ataca naves hostiles en el área, lo que aumenta la probabilidad de éxito de las misiones.",0,2,342918,0,2
319,Orden de la Capitana Reania,Aumenta un 50% la experiencia que obtienen todos los barcos en una misión.,0,2,1139028,0,2
320,Mapa de tesoro,Otorga cristales de ápices adicionales al completar con éxito cualquier misión.,0,2,237386,0,2
321,Orden del Capitán Thokash,Aumenta un 50% la experiencia que obtienen todos los barcos en una misión.,0,2,1126434,0,2
322,Corsario audaz,Aumenta la probabilidad de tener éxito en misiones.,0,2,1126433,0,2
323,Grupo de abordaje,Permite a los transportes realizar misiones que requieran efectivos sobre el terreno.,0,2,1141392,0,51
324,Superpredador,Aumenta enormemente la probabilidad de éxito al luchar contra varios tipos de criaturas.,1,1,236186,0,19
325,Exorcista,Otorga una probabilidad adicional de éxito en la misión y ofrece una gran probabilidad de éxito al luchar contra demonios.,1,1,236262,0,19
326,Atenuación de ápice,Aumenta un 100% la cantidad de cristales de ápices que se obtienen de una misión.,7,1,1061300,0,19
327,Tripulación arakkoa,Puede atacar desde el cielo.,0,2,1042646,0,3
331,Elemental,Un taumaturgo que emplea las fuerzas destructivas de la naturaleza y de los elementos para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136048,0,560
332,Mejora,Un guerrero totémico que ataca a los enemigos con armas imbuidas con poder elemental para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,132314,0,560
333,Restauración,Un sanador que invoca espíritus ancestrales y el poder purificador del agua para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136052,0,560
334,Viajero del viento,Un especialista sin igual en artes marciales que contrarresta a algunos |C00b3ffffJefes|R a puños.,0,4,608953,0,560
335,Maestro cervecero,Un alborotador tenaz que contrarresta a algunos |C00b3ffffJefes|R fortaleciendo la bebida y mediante movimientos impredecibles.,0,4,608951,0,560
336,Tejedor de niebla,Un sanador que domina el misterioso arte de la manipulación de energías vitales para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,608952,0,560
337,Aflicción,Un maestro de la magia de las Sombras que se especializa en los hechizos de drenado y de daño con el tiempo para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136145,0,560
338,Demonología,Un maestro de los demonios que invoca poderes demoníacos para que lo ayuden a contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136172,0,560
339,Destrucción,Un maestro del caos que invoca fuego para quemar y contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136186,0,560
340,Sagrado,Invoca el poder de la Luz para proteger y para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,135920,0,560
341,Reprensión,Un cruzado justo que juzga y contrarresta a algunos |C00b3ffffJefes|R con armas y magia Sagrada.,0,4,135873,0,560
342,Protección,Utiliza magia Sagrada para escudarse y defender a sus aliados del enemigo y así contrarrestar a algunos |C00b3ffffJefes|R.,0,4,236264,0,560
343,Furia,Un violento guerrero con un arma en cada mano que desata un aluvión de ataques para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,132347,0,560
344,Armas,Un experimentado maestro de armas a dos manos que usa movilidad y ataques aplastantes para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,132355,0,560
345,Protección,Un firme protector que usa un escudo para contrarrestar |C00b3ffffJefes|R.,0,4,132341,0,560
346,Arcano,Manipula lo arcano para contrarrestar a algunos |C00b3ffffJefes|R con un poder aplastante.,0,4,135932,0,560
347,Fuego,Prende a los enemigos con bolas de fuego y llamas comburentes para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,135812,0,560
348,Escarcha,Contrarresta a algunos |C00b3ffffJefes|R congelándolos en el sitio y los hace añicos con magia de Escarcha.,0,4,135846,0,560
349,Forajido,Un despiadado fugitivo que usa su destreza y astucia para enfrentarse codo a codo con algunos |C00b3ffffJefes|R y contrarrestarlos.,0,4,135340,0,560
350,Sutileza,Un acechador oscuro que aparece de las sombras para asaltar por sorpresa y contrarrestar a algunos |C00b3ffffJefes|R.,0,4,132320,0,560
351,Asesinato,Un maestro letal de venenos que contrarresta a algunos |C00b3ffffEnemigos|R con brutales golpes con dagas.,0,4,236270,0,560
352,Sagrado,Un sanador versátil que puede contrarrestar a algunos |C00b3ffffJefes|R.,0,4,237542,0,560
353,Sombra,Usa magia de las Sombras siniestras para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136207,0,560
354,Disciplina,Usa magia para que los aliados no reciban daño y así contrarrestar a algunos |C00b3ffffJefes|R.,0,4,135940,0,560
355,Equilibrio,"Puede tomar la forma de un poderoso lechúcico lunar, lo que le permite equilibrar el poder de lo Arcano y de la magia de Naturaleza para contrarrestar a algunos |C00b3ffffJefes|R.",0,4,136096,0,560
356,Feral,"Toma la forma de un gran felino para infligir daño mediante sangrados y mordeduras, con lo que contrarresta a algunos |C00b3ffffJefes|R.",0,4,132115,0,560
357,Restauración,Usa hechizos de Naturaleza poderosos para mantener con vida a los aliados y contrarrestar a algunos |C00b3ffffJefes|R.,0,4,136041,0,560
358,Caos,Un inquietante maestro de las gujas de guerra que usa el poder destructivo de la magia vil para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,1247264,0,560
359,Venganza,"Acoge al demonio en su interior para incinerar a sus enemigos y proteger a los aliados, lo que le permite contrarrestar a algunos |C00b3ffffJefes|R.",0,4,1247265,0,560
360,Desterrados,"Aliados de los Cazadores de demonios conformados por nagas, tábidos y hasta demonios, los desterrados emplean una variedad de técnicas para contrarrestar a algunos |C00b3ffffJefes|R.",0,4,1391770,0,560
361,Escarcha,Un presagista de la Fatalidad que canaliza el poder rúnico e inflige golpes feroces con arma para contrarrestar a algunos |C00b3ffffJefes|R.,0,4,135773,0,560
362,Sangre,"Un guardián oscuro que manipula y corrompe la energía vital para obtener sustento ante el ataque del enemigo, lo que le permite contrarrestar a algunos |C00b3ffffJefes|R.",0,4,135770,0,560
