ID,Description_lang,Color
13242,Cólera de Helya,-1651584
13243,Segadora de Escarcha,-1651584
13244,Emisaria Gélida,-1651584
13245,Verus,-1651584
13246,Muramas,-1651584
13247,Al'burq,-1651584
13248,Alra'ed,-1651584
13249,Angustia,-1651584
13250,Pena,-1651584
13251,Destino,-1651584
13252,Fortuna,-1651584
13253,Mandisangre,-1651584
13254,Voluntad de Akaari,-1651584
13256,Obliterium: 0/10,65280
13257,Obliterium: 1/10,65280
13258,Obliterium: 2/10,65280
13259,Obliterium: 3/10,65280
13260,Obliterium: 4/10,65280
13261,Obliterium: 5/10,65280
13262,Obliterium: 6/10,65280
13263,Obliterium: 7/10,65280
13264,Se puede hacer trizas,-7820545
13265,Mítico 2,-16711936
13266,Mítico 3,-16711936
13267,Mítico 4,-16711936
13268,Mítico 5,-16711936
13269,Mítico 6,-16711936
13270,Mítico 7,-16711936
13271,Mítico 8,-16711936
13272,Mítico 9,-16711936
13273,Mítico 10,-16711936
13274,Mítico 2 ganador,-16711936
13275,Mítico 3 ganador,-16711936
13276,Mítico 4 ganador,-16711936
13277,Mítico 5 ganador,-16711936
13278,Mítico 6 ganador,-16711936
13279,Mítico 7 ganador,-16711936
13280,Mítico 8 ganador,-16711936
13281,Mítico 9 ganador,-16711936
13282,Obliterium: 8/10,65280
13284,Veterano,-16711936
13285,Obliterium: 9/10,65280
13286,Obliterium: 10/10,65280
13287,"Legion, temporada 2",65280
13288,"Legion, temporada de élite 2",65280
13289,Mítico 11,-16711936
13290,Mítico 12,-16711936
13291,25 jugadores (normal),0
13292,25 jugadores (heroico),0
13293,10 jugadores (normal),65280
13294,Rango 8,-16711681
13295,Legion Temporada 3,65280
13296,Legion Temporada 3 Élite,65280
13297,Legion Temporada 4,65280
13298,Legion Temporada 4 Élite,65280
13299,Legion Temporada 5,65280
13300,Legion Temporada 5 Élite,65280
13301,Gladiador,-16711936
13302,Combatiente I,-16711936
13303,Aspirante,-16711936
13304,Honor,-16711936
13305,La Fuente del Sol,-16711936
13306,JcJ Poco común,65280
13307,JcJ Épico,65280
13308,Mítico 13,-16711936
13309,Mítico 14,-16711936
13310,Mítico 15,-16711936
13311,"Legion, temporada 6",65280
13312,"Legion, temporada 7",65280
13313,Legion Temporada 6 Élite,65280
13314,Legion Temporada 7 Élite,65280
13315,Legion Temporada 1 y 2,65280
13316,Legion Temporada 1 y 2 de élite,65280
13317,Legion Temporada 3 y 4,65280
13318,Legion Temporada 3 y 4 de élite,65280
13319,Objeto creado,-10044417
13320,Del sacrificio,65280
13321,Intrépido,65280
13322,Obliterium primigenio: 0/10,65280
13323,Obliterium primigenio: 1/10,65280
13324,Obliterium primigenio: 2/10,65280
13325,Obliterium primigenio: 3/10,65280
13326,Obliterium primigenio: 4/10,65280
13327,Obliterium primigenio: 5/10,65280
13328,Obliterium primigenio: 6/10,65280
13329,Obliterium primigenio: 7/10,65280
13330,Obliterium primigenio: 8/10,65280
13331,Obliterium primigenio: 9/10,65280
13332,Obliterium primigenio: 10/10,65280
13333,Shatug,-6081042
13334,F'harg,-6081042
13335,"Legion Temporada 5, 6 y 7",65280
13336,"Legion Temporada 5, 6 y 7 Élite",65280
13337,Confiscado,65280
13338,Inmaculado,65280
13339,Inmaculado,-16711936
13343,Azerita nivel 3,15923845
13445,Contendiente I,-16711936
13446,Rival I,-16711936
13447,Duelista,-16711936
13448,Frente de batalla,-1
13449,Poder de artefacto,-6447715
13450,Recuerdo,65280
13451,Combatiente siniestro,-16711936
13452,Combatiente atroz,-16711936
13453,Contendiente siniestro,-16711936
13454,Contendiente atroz,-16711936
13455,Rival siniestro,-16711936
13456,Rival atroz,-16711936
13457,Duelista siniestro,-16711936
13458,Duelista atroz,-16711936
13459,Gladiador siniestro,-16711936
13460,Gladiador atroz,-16711936
13461,Temporada 1 de Battle for Azeroth,65280
13462,Temporada 2 de Battle for Azeroth,65280
13463,Élite atroz,-16711936
13464,Élite siniestro,65280
13465,Chatarrería de Mecalópolis,-10044417
13486,Don insidioso sellado,-6081042
13487,Don insidioso abierto,-6081042
13488,Temporada 4 del Desafío de estilos,65280
13489,Temporada 2 del Desafío de estilos,65280
13490,Temporada 1 del Desafío de estilos,65280
13491,Calibración: 0.75 de celeridad: 0.25 de versatilidad,-14614752
13492,Temporada 3 del Desafío de estilos,65280
13493,Contendiente infame,-16711936
13494,Combatiente infame,-16711936
13495,Duelista infame,-16711936
13496,Élite infame,-16711936
13497,Gladiador infame,-16711936
13498,Rival infame,-16711936
13499,Equipo de montura,-9316865
13500,Coalescencia de poder,-11776
13501,Tarjeta perforada roja,-14614752
13502,Tarjeta perforada amarilla,-14614752
13503,Tarjeta perforada azul,-14614752
13504,Componente arcano,-14614752
13505,Perlado,-14614752
13506,Temporada 3 de Battle for Azeroth,65280
13507,Bentónico,-14614752
13508,Temporada 4 de Battle for Azeroth,65280
13509,Reliquia del Imperio Negro de nivel 1,-16711681
13510,Reliquia del Imperio Negro de nivel 2,-16711681
13511,Reliquia del Imperio Negro de nivel 3,-16711681
13512,Reliquia del Imperio Negro de nivel 4,-16711681
13513,25 p. de corrupción,14417920
13516,5 p. de corrupción,16580611
13517,10 p. de corrupción,16580611
13518,15 p. de corrupción,16580611
13519,20 p. de corrupción,16580611
13520,30 p. de corrupción,16580611
13521,Entre 5 y 30 p de corrupción,16580611
13524,Rango 10,-16711681
13525,Rango 11,-16711681
13526,Rango 12,-16711681
13527,Rango 13,-16711681
13528,Rango 14,-16711681
13529,Rango 15,-16711681
13530,Contendiente corrupto,-16711936
13531,Combatiente corrupto,-16711936
13532,Duelista corrupto,-16711936
13533,Élite corrupto,-16711936
13534,Gladiador corrupto,-16711936
13535,Rival corrupto,-16711936
13536,Corrupto,-57312
13538,Cifrado de alma,-10044417
13543,del artesano crítico,0
13544,del artesano maestro,0
13545,del artesano veloz,0
13546,del artesano versátil,0
13547,del matabestias,0
13549,Componente de fabricación opcional,-10044417
13551,IV,0
13552,III,0
13553,II,0
13554,I,0
13555,Costura abominable,-10044417
13556,Vivero de la Reina,-7820545
13557,Potenciador de vaina catalizadora,-7820545
13558,Vaina catalizadora,-7820545
13559,Conducto,-14614752
13565,66 p. de corrupción,11962111
13566,35 p. de corrupción,11962111
13567,15 p. de corrupción,11962111
13568,20 p. de corrupción,11962111
13569,10 p. de corrupción,11962111
13570,75 p. de corrupción,11962111
13571,50 p. de corrupción,11962111
13572,25 p. de corrupción,11962111
13573,45 p. de corrupción,11962111
13574,28 p. de corrupción,11962111
13575,17 p. de corrupción,11962111
13576,30 p. de corrupción,11962111
13577,12 p. de corrupción,11962111
13578,16 p. de corrupción,11962111
13579,8 p. de corrupción,11962111
13580,60 p. de corrupción,11962111
13581,Creación ascendida,3650303
13583,Historia de las Fauces,-7820545
13584,Corte de Brasas,-7820545
13585,Ánima,-10044417
13586,The Coldest of Fronts (DNT),0
13587,Show them snow mercy! (DNT),0
13588,A Triple Threat (DNT),0
13589,"It's like double trouble, but better! (DNT)",0
13590,Campaña,65280
13591,Reconocimiento,-14614752
13592,Vivero de la Reina,-14614752
13593,Prestigio,-14614752
13594,Costura abominable,-14614752
13595,Unidad,-14614752
13596,Red de transporte,-7820545
13597,Etéreo,713192
13599,Contemplación mesurada,0
13600,Mellizos de la sacerdotisa del sol,0
13601,"X'anshi, regreso del Arzobispo Benedictus",0
13602,Llamado eterno del Vacío,0
13603,Prisma de pirosombra,0
13604,Salmo doloroso,0
13605,Claridad mental,0
13606,Beso de la muerte,0
13607,Reflejo cristalino,0
13608,Aparato armonioso,0
13609,En penitencia,0
13610,Sombras cauterizantes,0
13611,Concentración relámpago,0
13612,Imagen divina,0
13613,Bóveda celestial,0
13614,Estratagema de Talbadar,0
13615,Juramento del druida anciano,0
13616,Atisbo fugaz de Lycara,0
13617,Círculo de la vida y la muerte,0
13618,Jarabe de concentración profunda,0
13619,Visión clara de Oneth,0
13620,Púlsar arcano primordial,0
13621,Equilibrio de todas las cosas,0
13622,Vinculasueños desgastado,0
13623,Curiosidad de ojo de gato,0
13624,Ansia del superpredador,0
13625,Sortija frenética,0
13626,Abrazo infundido con lufa,0
13627,Cebo de phantasma estable,0
13628,Voluntad del orden natural,0
13629,Tercer ojo del Carcelero,0
13630,Sagacidad de Norgannon,0
13631,Proclamación de Sephuz,0
13632,Sentencia de la Árbitra,0
13633,Sacrificio de vitalidad,0
13634,Furia de Ursoc recordada,0
13635,Repiqueteo de las Fauces,0
13636,Eco de Eonar,0
13637,Legado del durmiente,0
13638,Recuerdo del Árbol Madre,0
13639,La lección del titán oscuro,0
13640,Infusión glauca,0
13641,Visión de crecimiento eterno,0
13642,Ojo de simetría temible,0
13643,Toque fatal,0
13644,Sobrevestes de certeza rauda,0
13645,Delicia del invocador,0
13646,Trecho Celestial de Keefer,0
13647,Condensador del último emperador,0
13648,Tesoro de Xuen,0
13649,Ignición jade,0
13650,Infusión celestial,0
13651,Último barril de Cerveza de trueno,0
13652,Poder de Shaohao,0
13653,Pasiones calcinadas,0
13654,Despuntar del alba,0
13655,Susurro de Yu'lon,0
13656,Enseñanzas ancestrales del monasterio,0
13657,Enfoque nublado,0
13658,Escape de la realidad,0
13659,Aumenta la duración de Caparazón antimagia y cualquier daño que absorba te sanará.,-16711936
13660,Sin rango,-16711936
13661,Abrazo de la muerte,0
13662,Supercepa,0
13663,Espiral letal,0
13664,Certeza de la muerte,0
13665,Monstruosidad frenética,0
13666,Arrastrapiés reanimado,0
13667,Dominación de Sanguino,0
13668,Aura vampírica,0
13669,Runa carmesí,0
13670,Poder de Bryndaor,0
13671,Favor de Koltira,0
13672,Ira del campeón congelado,0
13673,Cero absoluto,0
13674,Frío cortante,0
13675,Yugo de la eternidad,0
13676,Pesadilla,0
13678,Bendición del Rey del Sol,0
13679,Rompecielos fundido,0
13680,Tormenta de fuego,0
13681,Diadema de encantador,0
13682,Carámbano macabro,0
13683,Protector de trinidad,0
13684,Orden disciplinaria,0
13685,Potencial expandido,0
13686,Vientos congelantes,0
13687,Embozo de Frente frío,0
13688,Emisaria Gélida,0
13689,Abrasión de escarcha,0
13690,Tormenta succionante,0
13691,Armonía arcana,0
13692,Distorsión cronológica,0
13693,Sacrificio arcánico,0
13694,El Dechado demente,0
13695,Guardia de Uther,0
13696,Sello de reyes atormentados,0
13697,Del crepúsculo y el amanecer,0
13698,Barrera de choque,0
13699,La sentencia del magistrado,0
13700,"Quiebrasombras, primera alborada",0
13701,Inflorescencia de la Fuente del Sol,0
13702,Sigilo grabado del vengador sagrado,0
13703,El sagrario del protector ardiente,0
13704,Baluarte de furia recta,0
13705,Reinado de reyes eternos,0
13706,Veredicto final,0
13707,Impulso de la vanguardia,0
13708,Cadencia de Fujieda,0
13709,Inquisidor incansable,0
13710,Matador,0
13711,Voluntad del destructor,0
13712,Voluntad inquebrantable,0
13713,Represalia,0
13714,El muro,0
13715,Tempestad del iluminado,0
13716,Señor del trueno,0
13717,Aliento moribundo de Maraad,0
13718,Veredicto final,0
13719,Defensor temerario,0
13720,Volátil,0
13721,Espejo deforme,0
13722,Señor de la batalla,0
13723,Reverberación sísmica,0
13724,Sortija de Recordatorio ancestral,0
13725,Petrobotines de temblores profundos,0
13726,Yelmo de elementos profundos,0
13727,Cadenas de devastación,0
13728,Sortija de magma del rompecielos ardiente,0
13729,Escarpines de Equilibrio elemental,0
13730,Guanteletes del Gran Cataclismo,0
13731,Capa del hablavientos,0
13732,Vientos de perdición,0
13733,Legado de la bruja de Escarcha,0
13734,Huesos de lobo de médico brujo,0
13735,Accionadores de lava primigenios,0
13736,Ajustador de Jonat de Concentración natural,0
13737,Musleras de las mareas de caminaespíritus,0
13738,Núcleo de marea primigenio,0
13739,Peto de Armonía terránea,0
13740,Estratagema infalible,0
13741,El verdugo,0
13742,Golpe persistente,0
13743,Sortija de llamada salvaje,0
13744,Botas de trampero de Nessingwary,0
13745,Máscara de Ascuas almaforjadas,0
13746,Jubón de anillas de Estratagema cobarde,0
13747,Camisote de Orden temible,0
13748,Escarpines de cobra de despiertallamas,0
13749,"Qa'pla, guanteletes de guerra Eredun",0
13750,Botines de acecharylak,0
13751,Enfoque certero de Garra de Águila,0
13752,Dije de Disparos a mansalva,0
13753,Sortija de artimaña de acechaserpientes,0
13754,Manijas de la vigilia insomne,0
13755,Equipo de batalla táctico de fuego salvaje,0
13756,Embozo del acecharylak,0
13757,Inyectores de veneno latente,0
13758,Fragmentos de hueso de carnicero,0
13759,Invocación del Sigilo de los Grandes de Wilfred,0
13760,Fajín de Endereth,0
13761,Reliquia de sinergia demoníaca,0
13762,Togas ornamentadas del Portal Oscuro,0
13763,Anillo de Azj'Aqir de Agonía perpetua,0
13764,Zapatillas oscuras de Sacrolátigo,0
13765,Sobrevestes acolchadas de Cólera maléfica,0
13766,Capa de consunción colérica,0
13767,Visiones de Potencial implosivo,0
13768,Llamada aterradora de inquisidor siniestro,0
13769,Sortija de la pesadilla astada,0
13770,Sobrevestes ardientes de araña corpulenta,0
13771,Capa cinérea de Azj'Aqir,0
13772,Locura de Azj'Aqir,0
13773,Ascuas de vestiduras diabólicas,0
13774,Ataduras de los ymirjar,0
13775,Angustia colectiva,0
13776,Poderío de medio gigante,0
13777,Favor de Mirada oscura,0
13778,Vestiduras de La hora más oscura,0
13779,Demonios internos,0
13780,Dígitos del caos,0
13781,Núcleo vil errático,0
13782,Bombardero vil,0
13783,Medallón de la Llama de la Oscuridad,0
13784,Profanación de Razelikh,0
13785,Latigazo de llamas viles espiraladas,0
13786,Grillete de alma agostada,0
13787,Invernato,-14614752
13789,Celeridad,0
13790,Marca del maestro asesino,0
13791,Faja con cuchillas tóxicas,0
13792,Caperuza con colmillos ensangrentados,0
13793,Guardapelo de polvo de sombra,0
13794,Ladronzuelo presto,0
13795,Guantes de Espada apocalíptica sangrientos,0
13796,Grilletes de entrenamiento de la familia Zoldyck.,0
13797,Parche del crepusculante,0
13798,Varas de mimbre verdes,0
13799,Astucia del bandido,0
13800,Trabuco oculto,0
13801,Finalización,0
13802,Fragmento de alma de Akaari,0
13803,La podredumbre,0
13804,Sombras mortales,0
13805,Cosmético,-16711681
13806,Las runas están dispuestas en cascada sobre la superficie de esta armadura.,-11776
13808,,0
13809,Bufas de señor de la calamidad vencido,0
13810,Permaardor,0
13811,Mejora permanente: Torghast,-16724737
13812,Mejora permanente: Las Fauces,-16724737
13813,Senda de Ascensión,-7820545
13815,Rango 1 de 7,-16711681
13816,Rango 2 de 7,-16711681
13817,Rango 3 de 7,-16711681
13818,Rango 4 de 7,-16711681
13819,Rango 5 de 7,-16711681
13820,Rango 6 de 7,-16711681
13821,Rango 7 de 7,-16711681
13822,Nivel de mejora: 1/7,65535
13823,Nivel de mejora: 2/7,65535
13824,Nivel de mejora: 3/7,65535
13825,Nivel de mejora: 4/7,65535
13826,Nivel de mejora: 5/7,65535
13827,Nivel de mejora: 6/7,65535
13828,Nivel de mejora: 1/6,65535
13829,Fabricación con estigia,-10044417
13830,Reliquias korthianas,-7820545
13831,Mejorado,65280
13832,Frenesí de la abominación,0
13833,Transferencia desenfrenada,0
13834,Sentencia final,0
13835,Hambre insaciable,0
13836,Gloria,0
13837,Oleada pecaminosa,0
13838,Furia de la naturaleza,0
13839,Indulgencia pecaminosa,0
13840,Eco armónico,0
13841,Enjambre de langostas,0
13842,Escrutinio de la muerte,0
13843,Placer pecaminoso,0
13844,Afinidad de almas,0
13845,Embate tóxico,0
13846,Espíritus celestiales,0
13847,Obediencia,0
13848,Púa mortal,0
13849,Avanzada de la Muerte,0
13850,Korthia,0
13851,Claridad resonante,0
13852,Fragmento de dominación,-10044417
13853,Ascuas radiantes,0
13854,Mazo de lealtad,0
13855,Mirada de agonía,0
13856,De las Fauces,-16711936
13857,Matanza abrasadora,0
13858,Fe ciega,0
13859,Intendente de reconocimiento,-14614752
13860,Juramento demoníaco,0
13861,Estaciones de abundancia,0
13862,Pacto de Bwonsamdi,0
13863,Palabra de las sombras: manipulación,0
13864,Grilletes de jurafauces de Gladiador desencadenado,0
13865,Grilletes de imprecación de Gladiador desencadenado,0
13866,Brebaje abundante,0
13867,Escisión elemental,0
13868,Semillas de crecimiento desenfrenado,0
13869,Conducto elemental,0
13870,Detritus de alma languideciente,0
13871,Fragmento de aniquilación,0
13872,Cartera de alma decadente,0
13873,Explosión perpetua contenida,0
13874,Pacto de los acechadores de almas,0
13875,Bolsa de municiones,0
13876,Fragmentos de las astas antiguas,0
13877,Faltriquera de fragmentos filosos,0
13878,Llamamiento a las armas,0
13879,El frío devorador,0
13881,Armonía de línea feérica,0
13882,Test 1 Override,0
13883,Test 2 Override,0
13884,Vórtice de carillón resonante,0
13885,Enseñanzas siniestras,0
13886,Corazón de los feéricos,0
13887,Armonía esférica,0
13888,Orden cadavérica,0
13889,Poderío elíseo,0
13890,Resonancia divina,0
13891,Invaluable,-16711936
13892,Material de construcción,-7820545
13895,Combatiente II,-16711936
13896,Contendiente II,-16711936
13897,Rival II,-16711936
13898,Módulo de progenitor,-10044417
13899,Códigos de los Primeros,-10044417
13900,Se puede usar con:,-11776
13901,Recetas de Shadowlands de armaduras raras (azules) y superiores.,-1
13902,Ofensivo,-1
13903,Utilidad,-1
13904,Arma,-1
13906,Wildcard,8719357
13907,Apoyo,-11776
13908,Predestinado,1496809
13910,Consumible,-1
13911,Temporada 2 de Shadowlands,65280
13912,Calidad: 4 de 5,65280
13914,Síntesis de protoformas,-10044417
13915,Unidad,0
13916,Equipo del Código,-10044417
13920,Búsqueda de tesoros,-7820545
13922,Predestinado,-16711936
13923,Predestinado heroico,65280
13924,Predestinado mítico,65280
13925,Artefactos de las Islas Dragón,-7820545
13926,Manuscrito de los vigías dracónicos,-10044417
13927,Componente culinario colmillarr,-7820545
13929,Tóxico,10405150
13932,Buscador de bandas predestinadas,-16711936
13933,Gema de aire,14286079
13934,Gema de fuego,16341785
13935,Gema de escarcha,1872097
13936,Gema de tierra,8411981
13937,Rubí de aire,14286079
13938,Zafiro de aire,14286079
13939,Esmeralda de aire,14286079
13940,Ónice de aire,14286079
13941,Ámbar de aire,14286079
13942,Rubí de tierra,8411981
13943,Zafiro de tierra,8411981
13944,Esmeralda de tierra,8411981
13945,Ónice de tierra,8411981
13946,Ámbar de tierra,8411981
13947,Rubí de fuego,16341785
13948,Zafiro de fuego,16341785
13949,Esmeralda de fuego,16341785
13950,Ónice de fuego,16341785
13951,Ámbar de fuego,16341785
13952,Rubí de escarcha,1872097
13953,Zafiro de escarcha,1872097
13954,Esmeralda del escarcha,1872097
13955,Ónice de escarcha,1872097
13956,Ámbar de escarcha,1872097
13957,Grupo de caza,-10044417
13958,Temporada 3 de Shadowlands,-16711936
13959,[PH] Radiant - Equip Limit 2,-10044417
13960,[PH] Radiant (2),-10044417
13961,Esencias arcanas de la Asamblea Cobalto,-7820545
13962,Componente culinario colmillarr,65280
13963,Temporada 4 de Shadowlands,-16711936
13964,Bronce,65280
13965,Rojo,65280
13966,Negro,65280
13967,Azul,65280
13968,Verde,65280
13969,Primigenio infundido,65280
13970,Material para equipo de pesca iskaareño,-10044417
13971,Suministros de las Islas Dragón,-7820545
13976,Primigenio infundido,-16711936
13978,Puesto de venta,-11776
13979,Tormentas primigenias,65280
13980,Modo de guerra,65280
13981,Obsidiana,65280
13982,Sabellian,-16711936
13983,Esmeralda,65280
13984,Carmesí,65280
13985,Cobalto,65280
13986,Arenado,65280
13987,Misiones de mundo y semanales,-14614752
13988,Calabozos,-14614752
13989,Recompensas de misión,-14614752
13990,Objetos del mundo,-14614752
13991,Profesiones,-14614752
13992,Botín del mundo,65280
13993,Fabricado,65280
13994,Módulo de artilugio,-32704
13995,Temporada 3 y 4 de Shadowlands,-16711936
13996,Temporada 1 de Shadowlands,65280
13997,Componente elemental,5435969
13998,Místico,-10044417
13999,Temporada 1 de Dragonflight,-16711936
14000,Impresionante,65535
14001,Notable,65535
14002,Potenciación primigenia,65280
14003,Bóvedas de Zskera,-10044417
14004,Piedra primordial,16755456
14005,Curiosidades artesanales,8956671
14006,Pasivo,-1
14007,Mano izquierda,-1
14008,Temporada 2 de Dragonflight,-15073511
14009,El Confín Prohibido,65280
14011,Fabricado con ingenio,-16711936
14012,Fabricado con pirosombra,-15073511
14014,Azur,130816
14015,Púrpura,65280
14016,Misiones de mundo y objetos del mundo,65280
14017,Campamentos de Coalescencia y JcJ,65280
14018,Tesoros y criaturas únicas,65280
14019,Fabricado con sueños,-15073511
14020,Finiquiplaga,-15073511
14021,Demonicidio,-15073511
14022,Golpe de tiempo,-15073511
14023,Espíritu,-15073511
14024,Nivel 10,-12032
14025,Fallas temporales,0
14026,Los Secretos de Azeroth,-7820545
14027,Divergente,-16711936
14028,Fallas temporales y El Alba del Infinito,0
14029,El Alba del Infinito,0
14030,Soridormi,65280
14031,Temporada 3 de Dragonflight,-15073511
14032,Amirdrassil,65280
14033,Legado,65280
14034,Cosecha esmeralda,65280
14035,|nCubierto por la llama de las sombras,15025839
14036,Atronador,65280
14037,Criaturas únicas,16754944
14038,Máscara resistente de Combatiente prototipo,0
14039,Máscara resistente de Aspirante prototipo,0
14040,Máscara resistente de Gladiador prototipo,0
14041,Superflorecimiento,65466
14042,Creación JcJ,-32704
14043,Temporada 2 de Dragonflight,-8355712
14044,|nNivel de mejora: Aventurero 1/8,-8355712
14045,Temporada 3 de Dragonflight,-7885825
14046,|nNivel de mejora: Aventurero 2/8,-8355712
14047,|nNivel de mejora: Aventurero 3/8,-8355712
14048,|nNivel de mejora: Aventurero 4/8,-8355712
14049,|nNivel de mejora: Aventurero 5/8,-8355712
14050,|nNivel de mejora: Aventurero 6/8,-8355712
14051,|nNivel de mejora: Aventurero 7/8,-8355712
14052,|nNivel de mejora: Aventurero 8/8,-8355712
14053,|nNivel de mejora: Campeón 1/8,-8355712
14054,|nNivel de mejora: Campeón 2/8,-8355712
14055,|nNivel de mejora: Campeón 3/8,-8355712
14056,|nNivel de mejora: Campeón 4/8,-8355712
14057,|nNivel de mejora: Campeón 5/8,-8355712
14058,|nNivel de mejora: Campeón 6/8,-8355712
14059,|nNivel de mejora: Campeón 7/8,-8355712
14060,|nNivel de mejora: Campeón 8/8,-8355712
14061,|nNivel de mejora: Veterano 1/8,-8355712
14062,|nNivel de mejora: Veterano 2/8,-8355712
14063,|nNivel de mejora: Veterano 3/8,-8355712
14064,|nNivel de mejora: Veterano 4/8,-8355712
14065,|nNivel de mejora: Veterano 5/8,-8355712
14066,|nNivel de mejora: Veterano 6/8,-8355712
14067,|nNivel de mejora: Veterano 7/8,-8355712
14068,|nNivel de mejora: Veterano 8/8,-8355712
14069,|nNivel de mejora: Explorador 1/8,-8355712
14070,|nNivel de mejora: Explorador 2/8,-8355712
14071,|nNivel de mejora: Explorador 3/8,-8355712
14072,|nNivel de mejora: Explorador 4/8,-8355712
14073,|nNivel de mejora: Explorador 5/8,-8355712
14074,|nNivel de mejora: Explorador 6/8,-8355712
14075,|nNivel de mejora: Explorador 7/8,-8355712
14076,|nNivel de mejora: Explorador 8/8,-8355712
14077,|nNivel de mejora: Héroe 1/5,-8355712
14078,|nNivel de mejora: Héroe 2/5,-8355712
14079,|nNivel de mejora: Héroe 3/5,-8355712
14080,|nNivel de mejora: Héroe 4/5,-8355712
14081,|nNivel de mejora: Héroe 5/5,-8355712
14082,|nNivel de mejora: Mito 1/3,-8355712
14083,|nNivel de mejora: Mito 2/3,-8355712
14084,|nNivel de mejora: Mito 3/3,-8355712
