Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
|cnWHITE_FONT_COLOR:Gambito de Raen|r|nRaen Albajinete busca ayuda para recuperar las reliquias que robaron los kobismales.,29,122402,53
|cnWHITE_FONT_COLOR:Terror acechante|r|nLos kobismales intentan controlar algo de las profundidades del mundo.,30,122403,53
|cnWHITE_FONT_COLOR:Travesuras de goblins|r|nInvestiga la presencia de goblins en Fosa Tak-Rethan.,31,122404,54
|cnWHITE_FONT_COLOR:Siesta de olfatopos|r|n¡Los kobismales han secuestrado a varios olfatopos!,32,122406,54
|cnWHITE_FONT_COLOR:Furia de feromonas|r|nLos kobismales han robado cajas de feromonas para tender emboscadas a los aliados de la Tejedora.,33,122407,54
|cnWHITE_FONT_COLOR:NYI|r|n,34,122408,54
|cnWHITE_FONT_COLOR:Terráneos secuestrados|r|n¡Los nerubianos han secuestrado a los mineros de la Aldea Bosques de Freya!,35,122341,56
|cnWHITE_FONT_COLOR:Menas preciosas|r|nAyuda a devolver el vigor a los terráneos debilitados para que puedan contraatacar a los nerubianos.,36,122372,56
|cnWHITE_FONT_COLOR:Tierra ardiente|r|nAyuda a una farolera perdida a frenar la amenaza nerubiana.,37,122373,56
|cnWHITE_FONT_COLOR:En busca de tesoros|r|nUn enano Hierro Negro no se detendrá ante nada para conseguir un tesoro.,38,122374,56
|cnWHITE_FONT_COLOR:Gemas perdidas|r|n¡Los nerubianos han robado un alijo de gemas de recuerdos!,39,122409,63
|cnWHITE_FONT_COLOR:Machaque de skardyn|r|n¡Los nerubianos están usando skardyn para secuestrar tecnóglotas!,40,122410,63
|cnWHITE_FONT_COLOR:Secuestro de kóbolds|r|nUn par de kóbolds aliados necesitan ayuda para rescatar a sus amigos de los nerubianos.,41,122411,63
|cnWHITE_FONT_COLOR:NYI|r|n,42,122412,63
|cnWHITE_FONT_COLOR:Rituales antiguos|r|nLos faroleros necesitan ayuda para detener un ritual nerubiano que se está llevando a cabo en las profundidades de un templo prohibido.,43,122413,64
|cnWHITE_FONT_COLOR:El llamado del Renilash|r|nLa Orden de la Noche ha invadido la Grieta Arácnida bajo la creencia de que es la clave para la llegada del Renilash.,44,122414,64
|cnWHITE_FONT_COLOR:NYI|r|n,45,122415,64
"|cnWHITE_FONT_COLOR:Reino de las sombras|r|nLa Grieta Arácnida está extrañamente tranquila, salvo por un portal singular que se cierne en su interior.",46,122416,64
|cnWHITE_FONT_COLOR:Rehenes torturados|r|nHan traído rehenes de toda Azeroth al Tejido Descendente para su tortura.,47,122417,57
"|cnWHITE_FONT_COLOR:Con amor, la Tejedora|r|nLa Tejedora tiene un plan para detener las operaciones del Tejido Descendente.",48,122418,57
|cnWHITE_FONT_COLOR:Alteraciones extrañas|r|nParece que los nerubianos del Tejido Descendente están actuando de forma extraña.,49,122419,57
|cnWHITE_FONT_COLOR:NYI|r|n,50,122420,57
"|cnWHITE_FONT_COLOR:El poder de Zekvir|r|nZekvir, la Mano de la Emisaria, tiene aquí su vil hogar. Solo los más fuertes pueden desafiar su poder.",52,34450,61
|cnWHITE_FONT_COLOR:Excavadores perdidos|r|nHay goblins que excavaban en el área que no han vuelto a reportarse.,53,129109,65
|cnWHITE_FONT_COLOR:Ganancias de sangre negra|r|nUn goblin quiere conseguir ganancias con la sangre negra del área.,54,129110,65
|cnWHITE_FONT_COLOR:Fallas feroces|r|nHan aparecido unas fallas extrañas en el Sitio de Excavación 9.,55,129111,65
|cnWHITE_FONT_COLOR:Todo lo que brilla|r|n¡Los Mechaoscura han robado oro a los ciudadanos y lo están usando para animar un elemental!,60,130367,66
|cnWHITE_FONT_COLOR:Sr. ABISMAL|r|nVarios mecánicos goblin han desaparecido en los Canales Cloacales.,61,130368,66
|cnWHITE_FONT_COLOR:Traspiés de teletransportación|r|nSe están usando teletransportadores experimentales para optimizar las operaciones de los Mechaoscura en el área.,62,130369,66
|cnWHITE_FONT_COLOR:Un espectáculo histórico|r|nNo sería la primera vez que el Capo de Minahonda aplasta a sus rivales en un espectáculo agotado en el Domo de Demolición.,64,34450,68
|cnWHITE_FONT_COLOR:Velas profanadas|r|nLos goblins mechaoscura están saqueando Descanso de Kriegval. Ayuda a los kóbolds a restaurar el orden.,65,133756,51
"|cnWHITE_FONT_COLOR:Operación opacada|r|nHay una operación gnómica de perforación en curso aquí, pero los goblins mechaoscura llegaron para causar problemas.",67,133769,50
|cnWHITE_FONT_COLOR:Bichos y larvas|r|nAyuda al equipo de exterminio a lidiar con una infestación considerable.,68,133773,56
|cnWHITE_FONT_COLOR:¡Prueba con una llave inglesa!|r|nLos goblins han solucionado todos los viejos problemas... ¡y creado toda una avalancha de nuevos!,69,133774,52
|cnWHITE_FONT_COLOR:Molestias mechaoscura|r|nLos goblins mechaoscura están levantando un campamento. ¡Acaba con sus planes!,70,133778,63
|cnWHITE_FONT_COLOR:Reliquias de los dioses antiguos|r|nLos matones de Gallywix han estado jugando con reliquias de los dioses antiguos. ¡Ocúpate de esto antes de que todo sea peor!,71,133782,64
|cnWHITE_FONT_COLOR:Con la mira en la justicia|r|nAyuda a Nimsi a saldar cuentas con la Orden de la Noche.,73,133783,59
|cnWHITE_FONT_COLOR:Festividad de la huérfana|r|nAyuda a Alyza Llamarco con los siguientes pasos de su venganza contra los kobismales.,75,133786,53
|cnWHITE_FONT_COLOR:Operación de terceros|r|nAyuda a la señora Goya a mantener la valiosa sangre negra lejos de las manos de Gallywix.,76,133788,60
|cnWHITE_FONT_COLOR:Freno de emergencia|r|nAyuda a Pamsy y a su equipo a sabotear la operación de bombeo de Gallywix.,77,133792,54
|cnWHITE_FONT_COLOR:Pieza por pieza|r|nDerriba mecas goblin con poder de fuego nerubiano.,78,133850,57
|cnWHITE_FONT_COLOR:Recuperación de reliquias|r|nAyuda a recuperar los artefactos que los etéreos están sacando de los Archivos Azur.,79,136927,69
|cnWHITE_FONT_COLOR:Alas sombrías|r|nRescata a los dracos azules que los etéreos invasores están infundiendo con Vacío.,80,136928,69
|cnWHITE_FONT_COLOR:Desalojo violento|r|nExpulsa a la amenaza de los etéreos usando su propia infraestructura para combatirlos.,81,136929,69
|cnWHITE_FONT_COLOR:Catástrofe culinaria|r|nUn cocinero goblin tiene ideas para explotar los recursos desaprovechados del área.,82,137352,65
|cnWHITE_FONT_COLOR:Reintroducción de crocoliscos|r|nLibera a los crocoliscos de las cloacas de Minahonda para que pueblen su hábitat natural y así proteger a la especie.,83,137516,66
|cnWHITE_FONT_COLOR:Una gesta noble|r|nLos caballeros kóbold han arrinconado a una bestia feroz y necesitan ayuda para encontrarla en su guarida.,84,137714,65
"|cnWHITE_FONT_COLOR:Demolición explosiva|r|nDeshazte de manera ""segura"" de los explosivos inestables que están almacenando en las cloacas.",85,138372,66
|cnWHITE_FONT_COLOR:Cuchillos en la oscuridad|r|nKy'veza solo les da la bienvenida a su hogar a los objetivos más dignos e imprudentes.,86,34450,70
"|cnWHITE_FONT_COLOR:¡Entra en Tazavesh, el Mercado Velado!|r|n|nLucha en el Mercado Velado y echa por tierra las ambiciones de poder de So'leah.",107,92044,75
|cnWHITE_FONT_COLOR:Tretas de portales|r|nReconstruye la red de portales de la bóveda. ¡Y deconstruye las fuerzas etéreas en su interior!,118,138779,69
