ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
19,Mordedura abrasadora,Muerde al enemigo más cercano con fauces flamígeras que infligen $s1 p. de daño de fuego.,4,0,0,4,236167
20,Lanzamiento de piedra,Tirapiedras lanza una piedra de pecados que se rompe en pedazos y les inflige $s1 p. de daño físico a todos los enemigos que están al alcance.,1,0,0,1,236399
21,Espíritus de rejuvenecimiento,Kaletar otorga $s1 p. de salud a todos los aliados.,4,4,0,1,1022944
22,Hambre insaciable,"Ayeleth drena el ánima de todos los enemigos adyacentes, les inflige $s1 p. de daño de las sombras y $s2 p. más de daño por ronda.",3,2,0,32,460700
23,DNT JasonTest Taunt Spell,Provocar,0,2,0,0,0
24,Lanza brillante,"Teliah potencia su lanza, lo que inflige $s1 p. de daño sagrado al enemigo más lejano y sana por $s2 p. de salud al aliado más cercano.",2,0,0,2,1508065
25,Remolino de puños,"Kythekios golpea a todos los enemigos en un radio cuerpo a cuerpo rápidamente, lo que les inflige $s1 p. de daño sagrado y lo potencia para infligir un $s2% más de daño.",2,3,0,2,2065583
26,Poción del físico,"Telethakas vierte una poción en la garganta del aliado más cercano, le otorga $s1 p. de salud y aumenta $s2 p. su salud máxima.",3,2,0,8,236882
27,XX - Test - Physical,,0,0,0,1,1059120
28,XX - Test - Melee - Holy,,0,0,0,2,0
29,XX - Test - Melee - Fire,,0,0,0,4,0
30,XX - Test - Melee - Nature,,0,0,0,8,0
31,XX - Test - Melee - Frost,,0,0,0,16,0
32,XX - Test - Melee - Shadow,,0,0,0,32,0
33,XX - Test - Melee - Arcane,,0,0,0,64,0
34,XX - Test - Ranged - Physical,,0,0,0,1,0
35,XX - Test - Ranged - Holy,,0,0,0,2,0
36,XX - Test - Ranged - Fire,,0,0,0,4,0
37,XX - Test - Ranged - Nature,,0,0,0,8,0
38,XX - Test - Ranged - Frost,,0,0,0,16,0
39,XX - Test - Ranged - Shadow,,0,0,0,32,0
40,XX - Test - Ranged - Arcane,,0,0,0,64,0
41,Golpe con bolso,El contrabandista ataca con su bolso e inflige daño a todos los enemigos adyacentes.,3,0,0,1,133634
42,JasonTest Passive,,0,0,0,0,0
43,Succión de ánima,"Absorbe ánima del enemigo más lejano, le inflige $s1 p. de daño de las sombras y te otorga $s2 p. de salud.",1,0,0,32,136212
44,Doble cuchillada,Apuñala dos veces al enemigo más cercano y le inflige $s1 p. de daño físico con la primera puñalada y $s2 p. con la segunda.,3,0,0,1,333546
45,Succión de alma,Inflige $s1 p. de daño arcano al enemigo más lejano y recupera $s2 p. de salud.,2,0,0,64,136211
46,Escudo del mañana,La falange recibe un 10% menos daño y otorga la misma protección a todos los aliados con ataque a distancia.,2,1,0,2,517159
47,Aura protectora,"Draven se cubre con sus alas y protege a todos los aliados, lo que reduce todo el daño recibido un 20%.",0,0,0,32,2182687
48,Andar de las sombras,Nadjia no puede seleccionarse como objetivo y recupera $s2 p. de salud.,4,1,0,32,451170
49,Desangramiento,"Theotar les arranca la sangre a todos los enemigos a su alcance, lo que aumenta un $s1% el daño que reciben.",4,4,0,32,999949
50,Golpe de alabarda,La alabardera ataca al enemigo más lejano con su arma y le inflige $s1 p. de daño físico.,3,0,0,1,135576
51,Tormenta de huesos,Gira en el lugar e inflige $s1 p. de daño de las sombras a todos los enemigos en un radio cuerpo a cuerpo.,5,0,0,32,1535071
52,Canción de la plaga,Les grita a los enemigos que están al alcance y les inflige $s1 p. de daño de naturaleza por ronda durante 4 rondas.,5,4,0,8,136147
53,Trampa de zarzas,"Unos zarcillos sinuosos atrapan a todos los enemigos, les infligen $s1 p. de daño de naturaleza y reducen un 20% su daño cada dos rondas.",6,6,0,8,1535071
54,Sombras filosas,Rahel corta alegremente al enemigo más cercano y lanza una daga al enemigo más lejano. Inflige $s1 p. de daño de las sombras a los dos.,3,0,0,32,1455921
55,Saludo cordial,Cefalopétreo sonríe y aplasta cortésmente a todos los enemigos en un radio cuerpo a cuerpo. Inflige $s1 p. de daño físico.,4,0,0,1,236550
56,Espejo de tormento,Simone blande su espejo con precisión y le inflige $s1 p. de daño arcano al enemigo más lejano.,1,0,0,64,458243
57,Lección de etiqueta,Bogdan le recuerda al enemigo más cercano que sea educado y le inflige $s1 p. de daño de las sombras durante los próximos tres turnos.,5,3,0,32,1544136
58,Partetesta,"Sybille, la Perdida, golpea la cabeza de todos los enemigos adyacentes y les inflige $s1 p. de daño físico.",2,0,0,1,132094
59,Espejos de remordimiento,Vulca invoca el poder de la pérdida y les inflige $s1 p. de daño arcano a todos los enemigos a su alcance.,3,0,0,64,1020341
60,Flema de ácido,Escupe ácido al enemigo más lejano y le inflige $s1 p. de daño de naturaleza.,2,0,0,8,136007
61,Mandibulazo,Golpea al enemigo más cercano y le inflige $s1 p. de daño de naturaleza.,4,0,0,8,1508493
62,Cornada,Apuñala con sus astas a todos los enemigos en un radio cuerpo a cuerpo y les inflige $s1 p. de daño de naturaleza.,3,0,0,8,454039
63,Alarido sónico,Emite un alarido fuerte que inflige $s1 p. de daño de naturaleza a todos los enemigos y reduce su daño un 20% durante dos rondas.,5,2,0,8,133707
64,Temblor masivo,Golpea el caparazón contra el suelo e inflige $s1 p. de daño de naturaleza a todos los enemigos.,2,0,0,8,451165
65,Duda persistente,Muerde al enemigo más cercano y le inflige $s1 p. de daño de las sombras.,2,0,0,32,1398088
66,Embate de goliat,Aplasta a un enemigo cercano y les inflige $s1 p. de daño de las sombras al objetivo y a un enemigo que esté atrás.,1,0,0,32,132323
67,Ataque acrobático,Salta por los aires y golpea al enemigo más lejano con una lanza de sombras que inflige $s1 p. de daño de las sombras.,3,0,0,32,376832
68,Atropello brillazuña,"Golpea a todos los enemigos en un radio cuerpo a cuerpo, les inflige $s1 p. de daño sagrado y reduce un 80% su daño durante una ronda.",3,1,1,2,132368
69,DNT JasonTest Ability Spell2,"DNT Test test  Effect 0 Attack points $s0, Effect 1 Attack points % $s1, Effect 2 Flat points $s2, Effect 3 Flat points % $s3",3,2,0,0,461809
70,DNT JasonTest Spell Tooltip,DNT test test test,0,0,0,0,0
71,Enredaderas revitalizantes,Sana $s1 p. al aliado más cercano.,2,0,0,8,134413
72,Golpe resonador,Hala ataca al enemigo más cercano y le inflige $s1 p. de daño sagrado. La fuerza del ataque genera una segunda ola de choque que inflige $s2 p. de daño sagrado a todos los enemigos que están al alcance.,4,0,0,2,135891
73,Rayo purificador,Molako purifica a todos los enemigos en una línea y les inflige $s1 p. de daño sagrado.,2,0,0,2,135949
74,Reconfiguración: Defensa,"Ispiron se reconfigura y redistribuye recursos para protegerse, lo que reduce un 40% todo el daño recibido e infligido durante 3 rondas.",5,3,0,2,1405810
75,Salto de lerión,Nemea recluta un lerión aliado para que salte a la batalla e inflija $s1 p. de daño físico al enemigo más lejano.,2,0,0,1,3155392
76,Falince fugaz,Pelodis recluta un falince para que arremeta a la batalla e inflija $s1 p. de daño sagrado al enemigo más lejano.,3,0,0,2,3061647
77,Pociones del penúltimo poder,Sika reparte pociones en el grupo y aumenta $s1 p. el daño sagrado durante 3 rondas.,5,3,0,2,134749
78,Rajar,Clora ataca salvajemente a todos los enemigos cuerpo a cuerpo e inflige $s1 p. de daño sagrado.,1,0,0,2,132338
79,Nova sagrada,"Kosmas estalla en luz, inflige $s1 p. de daño sagrado a los enemigos y sana $s2 p. a los aliados.",2,0,0,2,135922
80,Ardor del alba,La luz de Apolon prende fuego al enemigo más lejano y le inflige $s1 p. de daño de fuego y $s2 p. de daño de fuego durante las próximas dos rondas.,3,2,0,4,236216
81,Reconfiguración: Reflejo,Bron se reconfigura y se envuelve en frecuencias de luz que infligen $s1 p de daño sagrado a todos los que lo atacan durante las próximas 3 rondas.,5,3,0,2,461858
82,Maza en mano,La determinación de Kleia (y su maza) hace que sus enemigos paguen e inflige $s1 p. de daño físico a quien sea que la ataque.,0,0,0,1,3054888
83,Dirige la carga,Kleia arremete a la batalla e inflige $s1 p. de daño físico a todos los enemigos adyacentes.,3,0,0,1,132337
84,Núcleo de esfera de corrientes reluciente,Mikanikos enceguece a todos los enemigos durante dos rondas y reduce su daño un 100%. No se puede lanzar al comienzo de la batalla.,4,2,1,64,1990984
85,Plumaje resiliente,Mikanikos potencia la durabilidad del aliado más cercano y reduce el daño que recibe un 50% durante dos rondas.,3,2,1,2,1596903
86,[PH]Placeholder Punch,[PH] Powerfully punches the nearest enemy for $s1 Physical damage.,2,0,0,1,2447782
87,Incertidumbre desafiada,"Pelagos enfrenta sus miedos y arroja luz en el rostro de sus enemigos, lo que inflige $s1 p. de daño sagrado a todos los enemigos que están al alcance.",2,0,0,2,132351
88,Meditación de combate,"Pelagos medita, aumenta su daño un 30%, inflige un Recuerdo apesadumbrado a todos los enemigos, e inflige $s2 p. de daño sagrado.",3,3,0,2,3528283
89,Trampa de tornos con pinchos,La trampa de tornos de Niya inflige $s1 p. de daño de naturaleza al enemigo más lejano cada turno durante 2 turnos.,4,2,0,8,132309
90,Hierbas vigorizantes,"Niya vigoriza a los aliados adyacentes, lo que aumenta todo el daño que infligen un 20%.",0,0,0,8,960671
91,Polvo enceguecedor,Alajúbilo modifica en $s1 p. el daño del enemigo más lejano durante 3 rondas.,4,3,0,8,1387618
92,Tormento de la tramposa,Hojaocaso inflige $s1 p. de daño de las sombras a todos los enemigos que están al alcance durante 2 rondas.,2,2,0,32,1396977
93,Semilla robavida,"Karynmwylyann le roba fuerzas al enemigo más cercano, inflige $s1 p. de daño de naturaleza y se sana $s2 p. de salud.",3,0,0,8,464030
94,Lanza de espora helada,Chalkyth ataca a todos los enemigos cuerpo a cuerpo con su lanza e implanta una espora helada que inflige $s1 p. de daño de escarcha por ronda durante 3 rondas.,4,3,0,16,135127
95,Ataque de luz estelar,Lloth'wellyn invoca las estrellas e inflige $s1 p. de daño arcano al enemigo más lejano y $s2 p. de daño arcano a todos los enemigos que están al alcance.,3,0,0,64,651082
96,Enjambre de insectos,"Yira'lya invoca un enjambre de insectos para que atormenten al enemigo más lejano e inflijan $s1 p. de daño de naturaleza, además de reducir un 30% su daño durante dos rondas.",4,2,0,8,136045
97,Flechas voladoras,Kota desata una aluvión de flechas que inflige $s1 p. de daño físico en un cono que emana desde su enemigo más cercano.,2,1,0,1,133580
98,Descarga de ánima,Sha'lor golpea al enemigo más lejano con ánima moldeada y le inflige $s1 p. de daño arcano.,1,0,0,64,1391777
99,Agresión,"Tez'an muerde y desgarra con los dientes, lo que inflige $s1 p. de daño de naturaleza a todos los enemigos en un radio cuerpo a cuerpo.",3,1,0,9,1027879
100,Corazón del bosque,Qadarin se sana por $s1 p. de naturaleza.,1,0,0,0,136081
101,Semilla asfixiacorazones,Vigía Carriflor implanta una semilla en el enemigo más cercano que inflige $s1 p. de daño de naturaleza y aumenta un 20% el daño recibido por tres rondas.,4,3,0,16,960689
102,Toque del bosque,Groonoomcrooek azota con sus ramas e inflige $s1 p. de daño de naturaleza a todos los enemigos en una línea.,2,0,0,8,133749
103,Mariposa social,Tejesueños duplica el daño de todos los aliados por 2 rondas.,4,2,0,8,237573
104,Cápsula rejuvenecedora,"Sana $s1 p. de salud a un aliado adyacente, pero reduce un 10% su daño durante la siguiente ronda.",1,1,0,8,656440
105,¡Firmes!,Korayn y los aliados reciben un 10% menos de daño.,0,0,0,1,136088
106,Enfrenta a tus enemigos,Korayn aumenta su determinación y corta a su opositor e inflige $s1 p. de daño físico a todos los enemigos adyacentes.,2,0,0,1,132344
107,Solvente volátil,"Marileth empapa al enemigo más cercano, le inflige $s1 p. de daño de las sombras y $s2 p. de daño de las sombras más cuando golpean al objetivo por tres rondas.",5,3,0,32,1500943
108,Coraza antifricción de Ooz,Marileth sana $s1 p. de salud a un aliado cercano y aumenta su salud máxima un 10%.,4,2,0,32,3459800
109,Omóplatos dentados,Los enemigos que atacan a Heirmir reciben $s1 p. de daño físico.,0,0,0,1,134427
110,Broche voraz,El broche de Heirmir le restituye $s1 p. de salud.,1,0,0,32,237519
111,Emisión sulfúrica,Las emanaciones de Emeni infligen $s1 p. de daño de naturaleza a todos los enemigos en el radio de ataques cuerpo a cuerpo.,3,0,0,8,136182
112,Mordisqueadores rechinantes,"La masticación maravillosa de Emeni inspira a los aliados adyacentes, lo que aumenta su daño en $s1 p. de daño de las sombras.",5,3,0,32,132103
113,Sentencia del secutor,Mevix determina que su adversario es deficiente y les inflige $s1 p. de daño de friosombra a todos los enemigos en un cono frente a él.,4,0,0,48,135401
114,Reconstrucción,"Cada ronda, Gunn se sana $s1 p. de salud.",1,0,0,32,1045943
115,Puño dinámico,Rencissa ataca e inflige $s1 p. de daño de las sombras a los enemigos adyacentes.,2,0,0,32,1280877
116,Acometida onírica,El ciervo de ciénaga juvenil baja la cornamenta y arremete hacia adelante. Inflige $s1 p. de daño de naturaleza al enemigo más cercano.,3,0,0,8,1247261
117,Corte veloz,Azota a la fila frontal de enemigos y les inflige $s1 p. de daño de naturaleza.,2,0,0,8,1373911
118,Explosión traviesa,Azota al enemigo más lejano con $s1 p. de daño de naturaleza.,4,0,1,8,136006
119,Estocada corrosiva,Realiza un veloz ataque corrosivo en forma de cono que inflige $s1 p. de daño de naturaleza en un cono desde la posición del enemigo más cercano.,2,0,0,8,136016
120,Motivación provocadora,El tramposo provoca a un aliado aleatorio para que se esfuerce más.,2,2,0,8,1058933
121,Polvo hipnótico,El tramposo sopla un polvo brillante de distracción a todos los enemigos y reduce su daño un 50% durante una ronda.,3,1,0,64,463521
122,Llama caprichosa,¡Caos y fuego! Este ataque inflige $s1 p. de daño de fuego durante tres turnos a un enemigo aleatorio.,2,0,0,4,463567
123,Vientos sanadores,El tramposo sana $s1 p. a los aliados de la primera línea.,4,0,0,8,136041
124,Patada,Patea a todos los enemigos adyacentes en un radio cuerpo a cuerpo con sus pezuñas poderosas e inflige $s1 p. de daño de naturaleza.,3,0,0,8,132368
125,Extirpación desquiciada,"El carroñero azota a un enemigo aleatorio, le inflige $s1 p. de daño de naturaleza y reduce el daño del objetivo un 50% durante una ronda.",3,1,0,8,132155
126,Sanación posesiva,"La cuidadora de arboledas usa su conocimiento de magias nutritivas, lo que sana $s1 p. a aliados de la primera línea.",3,1,0,8,136044
127,Mordisco,"El gormulino prueba a todos los enemigos en un radio cuerpo a cuerpo, lo que inflige $s1 p. de daño de naturaleza.",4,1,0,8,1392547
128,Regurgitar,"El gormulino regurgita un flujo enorme de líquido ácido sobre todos los enemigos que tiene a su alcance, lo que inflige $s1 p. de daño de naturaleza.",5,1,0,8,136007
129,Orden de la reina,"La reina ordena a sus esbirros que se esfuercen más, lo que los sana $s1 p. y aumenta su daño un $s2% durante un turno.",5,1,0,8,132176
130,Caparazón de espinas,"El gormulino forma un escudo protector con espinas, que inflige $s1 p. de daño de naturaleza a todos los atacantes durante tres turnos.",4,3,0,8,415052
131,Astas arcanas,Las astas del venado rúnico disparan descargas arcanas que infligen $s1 p. de daño arcano a todos los enemigos que están al alcance.,3,0,0,64,236205
132,Erupción arbórea,"Este ataque explota con la fuerza de un árbol derribado, lo que inflige $s1 p. de daño a todos los enemigos en un radio cuerpo a cuerpo y reduce un 25% el daño que infligen durante una ronda.",4,1,0,8,136025
133,Poder oculto,La manifestación se alimenta de un poder ancestral para infligir $s1 p. de daño arcano a todos los enemigos que tiene a su alcance y sanar parte del daño.,4,0,0,64,3578232
134,Maldición del bosque oscuro,Maldice a todos los enemigos y aumenta un 25% el daño que reciben durante dos turnos.,4,2,0,32,136214
135,Fuegos de dominación,Una salva de proyectiles ardientes atraviesa el campo de batalla e inflige $s1 p. de daño de fuego a todos los enemigos que están a su alcance.,3,0,0,4,1035051
136,Fauces abrasadoras,Muerde al enemigo más cercano con fauces flamígeras que infligen $s1 p. de daño de fuego durante tres turnos.,4,3,0,4,236167
137,Grito efusivo,Un grito de batalla efusivo que aumenta el daño infligido un $s1% durante dos turnos.,4,2,0,8,132333
138,Latigazo de cola,Ataca salvajemente a todos los enemigos adyacentes en un radio cuerpo a cuerpo e inflige $s1 p. de daño arcano.,2,0,0,64,236222
139,Frenesí hambriento,"Empieza en tiempo de reutilización. La criatura entra en un frenesí y golpea a todos los enemigos que están a su alcance, lo que inflige $s1 p. de daño arcano.",6,0,1,64,135739
140,Abanico de cuchillos,"Khaliiq lanza dagas energizadas a todos los enemigos que están a su alcance, lo que inflige $s1 p. de daño de las sombras y reduce su daño un 10% durante 2 rondas.",4,2,0,32,135640
141,Inmunidad de rebaño,La criatura comparte parte de su ánima restante para proteger a su rebaño. Todos los aliados obtienen un 50% de mitigación de daño durante dos turnos.,4,2,0,64,135739
142,Restauración arcana,La criatura emite oleadas de ánima concentrada que sanan $s1 p. en un cono desde la posición del aliado más cercano.,3,0,0,64,1717106
143,Alarde arrogante,"La manifestación proclama su creencia en su propia habilidad, lo que aumenta el daño infligido un $s1% durante dos turnos.",4,2,0,32,132333
144,Defensa candente,La manifestación defiende su posición y reduce un 75% el daño que reciben sus aliados durante dos rondas.,4,2,1,32,135733
145,Azote de escudo,Azota al enemigo más cercano y le inflige $s1 p. de daño de las sombras.,4,0,0,32,236318
146,Jabalina oscura,Lanza una jabalina al enemigo más lejano y le inflige $s1 p. de daño de las sombras.,4,0,0,32,135131
147,Cerrar filas,La pretora inspira a los Rechazados y reduce un 50% el daño que reciben los aliados durante dos rondas.,5,2,0,32,136051
148,Mantenimiento divino,Libera ánima restauradora que sana $s1 p. a los aliados de la primera línea.,4,1,0,32,136044
149,Tajo de falince,Azota a la fila frontal de enemigos y les inflige $s1 p. de daño de las sombras.,3,0,0,32,1373911
150,Garras devastadoras,Un aluvión de garras furioso que inflige $s1 p. de daño de las sombras en un cono desde la posición del enemigo más cercano.,3,0,0,32,1508486
151,Bombardeo en picada,Desciende sobre el enemigo más cercano y le inflige $s1 p. de daño físico.,2,1,0,32,3386321
152,Oleada de ánima,"La matriarca envía una oleada de ánima pura, lo que sana $s1 p. a los aliados y aumenta su daño un $s2% durante un turno.",5,1,1,8,3528289
153,Investigación prohibida,"Proyecta una corriente condensada de ánima, lo que inflige $s1 p. de daño de las sombras en un cono desde la posición del enemigo más cercano.",4,0,0,32,3528286
154,Resguardos robados,Se forma un escudo reflector que inflige $s1 p. de daño de las sombras a todos los atacantes durante tres turnos.,5,3,0,32,3528283
155,Rugido conmocionante,Un rugido conmocionante que hace temblar a todos los enemigos y reduce el daño que infligen un 75% durante una ronda.,4,1,0,32,132121
156,Conocimiento maldito,Maldice a todos los enemigos y aumenta un $s1% el daño que reciben durante dos turnos.,5,2,0,32,136214
157,Aleteo frenético,Un aleteo frenético con alas filosas que golpea a todos los enemigos adyacentes en un radio cuerpo a cuerpo y les inflige $s1 p. de daño.,4,0,0,1,1373911
158,Explosión de conocimiento oscuro,Empieza en tiempo de reutilización. Azota a todos los enemigos que tiene a su alcance con $s1 p. de daño de las sombras.,3,0,1,32,3528287
159,Proclamación de duda,"La criatura hace que todos los enemigos duden de sí mismos, lo que reduce un 25% su daño durante dos rondas.",4,2,0,32,132333
160,Golpe sísmico,Golpea el suelo con su puño gigante e inflige $s1 p. de daño de naturaleza a todos los enemigos.,3,0,0,8,451165
161,Orden oscura,"El sobrestante reúne a sus tropas, las sana $s1 p. y aumenta su daño un $s2% durante un turno.",4,1,0,8,458226
162,Maldición de oscuridad,Maldice a todos los enemigos y reduce su daño un 50% durante dos rondas.,5,2,0,32,236287
163,Oleada de convicción,Empieza en tiempo de reutilización. Libera una poderosa oleada de ánima que inflige $s1 p. de daño de las sombras a todos los enemigos.,6,0,1,32,237510
164,Llama oscura,Exhala una llama oscura que inflige $s1 p. de daño de las sombras durante tres turnos en un cono desde la posición del enemigo más cercano.,6,3,0,32,463567
165,Asalto alado,Azota al enemigo más cercano y le inflige $s1 p. de daño de las sombras.,4,0,0,32,1373911
166,Mordedura robavida,"Muerde a un enemigo aleatorio, le inflige $s1 p. de daño de las sombras y recupera $s2 p. de salud.",2,0,0,32,459148
167,Fragmentos afilados,Lanza una serie de fragmentos de piedra afilados a todos los enemigos que están al alcance y les inflige $s1 p. de daño de naturaleza.,4,0,0,8,136018
168,Aullido del más allá,"Emite un aullido aterrador que infunde miedo en el enemigo más cercano, lo que reduce un 50% el daño que inflige durante dos rondas.",4,2,0,32,1033494
169,Golpe acuciante,"Golpea al enemigo más cercano, le inflige $s1 p. de daño de las sombras y le aplica un efecto de daño con el tiempo de $s2 p. durante tres turnos.",5,3,0,32,1398088
170,Azote de piedra,Unos puños de piedra voladores infligen $s1 p. de daño de naturaleza a todos los enemigos en un radio cuerpo a cuerpo.,4,1,0,8,136025
171,Roca voleada,Arroja una roca gigante que inflige $s1 p. de daño de naturaleza a todos los enemigos que están a su alcance.,3,1,0,8,132153
172,Tajo viscoso,"Golpea a todos los enemigos en un radio cuerpo a cuerpo, les inflige $s1 p. de daño de las sombras y reduce un 50% su daño durante una ronda.",3,1,1,32,132133
173,Explosión helada,Azota al enemigo más lejano con $s1 p. de daño de escarcha y reduce su daño un 25% durante dos rondas.,4,2,0,16,135849
174,Barrera de hielo pulida,Se forma un escudo reflector congelado que inflige $s1 p. de daño de escarcha a todos los atacantes durante tres turnos.,4,3,0,16,236214
175,Arrebato,"El animal de las fiestas se pierde en el momento y azota a un objetivo aleatorio, lo que inflige $s1 p. de daño de las sombras.",3,0,0,32,1392547
176,Negación arrogante,"El noble pregona una defensa apasionada de la aristocracia, lo que distrae a todos los enemigos y aumenta un $s1% el daño recibido.",3,1,0,32,841384
177,Carga de hombro,Carga contra el enemigo más cercano y le inflige $s1 p. de daño.,3,0,0,1,413576
178,Extraer ánima,"Extrae ánima del enemigo más lejano, le inflige $s1 p. de daño de las sombras y se sana $s2 p. de salud.",4,0,0,32,538040
179,Consejo médico,Emite una niebla sanadora que sana $s1 p. a todos los aliados y aumenta un $s2% el daño que infligen durante dos turnos.,6,2,0,2,627487
180,Asalto mental,Aflige a un enemigo aleatorio con visiones de fatalidad e inflige $s1 p. de daño de las sombras.,3,0,0,32,460687
181,Explosión de ánima,Empieza en tiempo de reutilización. Azota a todos los enemigos que tiene a su alcance con $s1 p. de daño de las sombras.,6,0,1,32,3528311
182,Práctica engañosa,"Confunde a todos los enemigos con reflejos exactos, lo que reduce un 50% el daño que infligen durante dos rondas.",5,2,0,32,132171
183,Flagelo de las sombras,"Flagela a todos los enemigos en un radio cuerpo a cuerpo con sus garras, lo que inflige $s1 p. de daño de las sombras.",3,0,0,32,236222
184,Latigazo de ánima,Proyecta un cono de ánima desde la posición del enemigo más cercano e inflige $s1 p. de daño de las sombras.,4,0,0,32,3528310
185,Berrinche,Giganto da golpes con toda su fuerza e inflige $s1 p. de daño de las sombras a todos los enemigos.,4,0,0,32,236260
186,Rabia feral,Empieza en tiempo de reutilización. Araña y muerde salvajemente a todos los enemigos en un radio cuerpo a cuerpo y les inflige $s1 p. de daño de las sombras.,5,0,1,32,132139
187,Miasma tóxico,Emite una onda de magia tóxica que alcanza a todos los enemigos y causa un efecto de daño con el tiempo que inflige $s1 p. de daño durante dos turnos.,5,2,0,32,136160
188,Machaque enfadado,"Brillante Grande vapulea al enemigo más cercano, le inflige $s1 p. de daño y reduce un 50% el daño del objetivo durante una ronda.",3,1,0,1,132298
189,Azote enfadado,Azota al enemigo más cercano e inflige $s1 p. de daño.,3,0,0,1,135906
190,Oleada de ánima,Golpea a todos los enemigos en un radio cuerpo a cuerpo y les inflige $s1 p. de daño de las sombras.,3,0,0,32,3528313
191,Dispersión tóxica,Inflige $s1 p. de daño de naturaleza por ronda a todos los enemigos y sana $s2 p. a todos los aliados.,1,0,0,8,132104
192,Descarga de las sombras,Rathan azota al enemigo más cercano y le inflige $s1 p. de daño de las sombras.,2,0,0,32,135640
193,Erupción de carne,"Tragabrazos sacrifica su propia carne, inflige $s1 p. de daño físico a los enemigos en un radio cuerpo a cuerpo y $s2 p. de daño a sí mismo.",2,0,0,32,134084
194,Poder potenciado,"Ashraka sacrifica su propia salud para potenciar a un aliado adyacente, lo que otorga $s1 p. de daño de las sombras y reduce un 20% el daño que recibe durante dos rondas.",3,2,0,32,236294
195,Escalofrío espeluznante,Talethi inflige $s1 p. de daño de escarcha por turno durante 2 turnos a los enemigos en un cono frente a él.,4,2,0,16,135837
196,Granizo de espadas,"Velkein golpea a un enemigo adyacente varias veces e inflige $s1 p. de daño físico, después $s2 p., después $s3 p. y por último $s4 p.",5,0,0,1,458731
197,Reensamblaje,El ensamblador Xertora reconstruye a todos los aliados cercanos y los sana $s1 p.,2,0,0,32,3386320
198,Escudo óseo,"Cascabolsa se rodea de huesos arremolinados, lo que reduce $s1 p. el daño recibido e inflige $s2 p. de daño de las sombras a los enemigos que lo atacan.",3,2,0,32,136127
199,Flagelo descomunal,Un golpe salvaje que golpea a todos los enemigos en un radio cuerpo a cuerpo y les inflige $s1 p. de daño.,3,0,0,1,236316
200,Flagelo impactante,"Ataca salvajemente, inflige $s1 p. de daño de naturaleza a todos los enemigos en un radio cuerpo a cuerpo y reduce un 50% su daño durante un ronda.",4,1,0,8,132105
201,Ira monstruosa,"Entra en frenesí y ataca a todos los enemigos que están a su alcance, lo que inflige $s1 p. de daño de naturaleza.",4,0,0,8,136217
202,Muro giratorio,Llama la atención de todos los enemigos y la concentra sobre sí.,4,2,0,8,136018
203,Vientos cortantes,Unos vientos mortales de magia infundida con ánima desgarran a todos los enemigos en un radio cuerpo a cuerpo y les infligen $s1 p. de daño de naturaleza.,4,0,0,8,136022
204,Explosión de muerte,Azota al enemigo más cercano con $s1 p. de daño de las sombras y reduce su daño un 50% durante dos rondas.,5,2,0,32,460686
