ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
86,Arqueros,Arqueros,Arqueros,3477,0,3,3
87,Reclutas de la Mano de plata,Reclutas de la Mano de plata,Reclutas de la Mano de plata,3486,0,3,3
88,Oficiales de la Mano de plata,Oficiales de la Mano de plata,Oficiales de la Mano de plata,3486,0,2,3
89,Tropa de paladines C,Tropa de paladines C,Tropa de paladines C,3486,0,4,3
90,Tropa de sacerdotes C,Tropa de sacerdotes C,Tropa de sacerdotes C,3479,0,4,3
91,Acólitos,Acólitas,Acólitas,3479,0,3,3
92,Zelotes,Zelotes,Zelotes,3479,0,2,3
93,Salteadores,Salteadores,Salteadores,3481,0,3,3
94,Bucaneros,Bucaneros,Bucaneros,3481,0,2,3
95,Tropa de pícaros C,Tropa de pícaros C,Tropa de pícaros C,3481,0,4,3
96,Anciano de la Guerra,Anciano de la Guerra,Anciano de la Guerra,3485,0,1,3
97,Elementales,Elementales,Elementales,3484,0,3,3
98,Invocadores de tierra,Invocadores de tierra,Invocadores de tierra,3484,0,2,3
99,Valarjar,Valarjar,Valarjar,3478,0,3,3
100,Doncellas escuderas,Doncellas escuderas,Doncellas escuderas,3478,0,2,3
101,Tropa de guerreros C,Tropa de guerreros C,Tropa de guerreros C,3478,0,4,3
102,Horda demoníaca,Horda demoníaca,Horda demoníaca,3483,0,3,3
103,Sirvientes de la Cosecha Oscura,Sirvientes de la Cosecha Oscura,Sirvientes de la Cosecha Oscura,3483,0,2,3
104,Guardia vil,Guardia vil,Guardia vil,3483,0,1,3
105,Celestial,Celestial,Celestial,3480,0,1,3
108,Caballero de la Muerte de sangre,Caballero de la Muerte de sangre,Caballero de la Muerte de sangre,5936,6,0,0
109,Caballero de la Muerte de Escarcha,Caballero de la Muerte de Escarcha,Caballero de la Muerte de Escarcha,5937,7,0,0
110,Caballero de la Muerte profano,Caballero de la Muerte profano,Caballero de la Muerte profano,5938,8,0,0
111,Druida de equilibrio,Druida de equilibrio,Druida de equilibrio,5941,0,0,0
112,Druida feral,Druida feral,Druida feral,5942,0,0,0
113,Druida guardián,Druida guardián,Druida guardián,5943,0,0,0
114,Druida de restauración,Druida de restauración,Druida de restauración,5944,0,0,0
115,Cazador con Maestría de bestias,Cazador con Maestría de bestias,Cazadora con Maestría de bestias,5945,0,0,0
116,Cazador de puntería,Cazador de puntería,Cazadora de puntería,5946,0,0,0
117,Cazador de supervivencia,Cazador de supervivencia,Cazadora de supervivencia,5947,0,0,0
118,Mago arcano,Mago arcano,Maga arcana,5948,0,0,0
119,Mago de Fuego,Mago de Fuego,Maga de fuego,5949,0,0,0
120,Mago de escarcha,Mago de escarcha,Maga de escarcha,5950,0,0,0
121,Paladín sagrado,Paladín sagrado,Paladín sagrado,5954,0,0,0
122,Paladín de protección,Paladín de protección,Paladín de protección,5955,0,0,0
123,Paladín de reprensión,Paladín de reprensión,Paladín de reprensión,5956,0,0,0
124,Sacerdote de disciplina,Sacerdote de disciplina,Sacerdotisa de disciplina,5957,0,0,0
125,Sacerdote sagrado,Sacerdote sagrado,Sacerdotisa sagrada,5958,0,0,0
126,Sacerdote de las sombras,Sacerdote de las sombras,Sacerdotisa de las sombras,5959,0,0,0
127,Pícaro de asesinato,Pícaro de asesinato,Pícara de asesinato,5960,0,0,0
128,Pícaro forajido,Pícaro forajido,Pícara forajida,5961,0,0,0
129,Pícaro de sutileza,Pícaro de sutileza,Pícara de sutileza,5962,0,0,0
130,Chamán elemental,Chamán elemental,Chamán elemental,5963,0,0,0
131,Chamán de mejora,Chamán de mejora,Chamán de mejora,5964,0,0,0
132,Chamán de restauración,Chamán de restauración,Chamán de restauración,5965,0,0,0
133,Brujo de aflicción,Brujo de aflicción,Bruja de aflicción,5966,0,0,0
134,Brujo de demonología,Brujo de demonología,Bruja de demonología,5967,0,0,0
135,Brujo de destrucción,Brujo de destrucción,Bruja de destrucción,5968,0,0,0
136,Guerrero de armas,Guerrero de armas,Guerrera de armas,5969,0,0,0
137,Guerrero de furia,Guerrero de furia,Guerrera de furia,5970,0,0,0
138,Guerrero de protección,Guerrero de protección,Guerrera de protección,5971,0,0,0
139,Ascendientes,Ascendientes,Ascendientes,3484,0,1,3
140,Desterrado,Desterrado,Desterrada,6163,0,0,0
141,Administrador de la torre,Administrador de la torre,Administradora de la torre,6219,0,0,0
142,Invitado a cenar,Invitado a cenar,Invitada a cenar,6219,0,1,1
143,Camorrista,Camorrista,Camorrista,6219,0,0,0
144,Bruto Cicatriz espiral,Bruto Cicatriz espiral,Bruta Cicatriz espiral,5940,0,1,3
145,Guerreros tótem siniestro,Guerreros tótem siniestro,Guerreras tótem siniestro,3484,0,1,3
146,avagner - test,,,6159,0,0,1
147,Guardianes del Kirin Tor,Elementales,Guardianas del Kirin Tor,3482,0,2,3
148,Atracahielos caballero de ébano,Elementales,Atracahielos caballero de ébano,3487,0,2,3
149,Fuerza de choque,Elementales,Fuerza de choque,3478,0,2,3
150,Celadores de la Arboleda,Elementales,Celadoras de la Arboleda,3485,0,2,3
151,Shivarra,Elementales,Shivarra,5940,0,2,3
152,Protectores del Anillo de la Tierra,Elementales,Protectoras del Anillo de la Tierra,3484,0,2,3
153,Maestros de la serenidad,Elementales,Maestras de la serenidad,3480,0,2,3
154,Brutos guardia vil,Elementales,Brutos guardia vil,3483,0,2,3
155,Sacerdotes encapuchados,Elementales,Sacerdotisas encapuchadas,3479,0,2,3
156,Cruzados de la Mano de plata,Elementales,Cruzadas de la Mano de plata,3486,0,2,3
157,Asesinos de Ravenholdt,Elementales,Asesinas de Ravenholdt,3481,0,2,3
158,Cazadores natonocturno,,,3477,0,2,1
160,Acechacrestas krokul,,,6817,0,2,3
161,Krokul purgado por el Vacío,,,6816,0,2,3
162,Baluarte templeluz,,,6818,0,2,3
164,Técnico,,Técnica,3581,0,0,0
165,Fusilero,,Fusilera,5946,278,1,3
166,Operario,,Operaria,3481,0,0,0
167,Explorador,,Exploradora,3481,0,0,0
168,Centinela,,,5947,277,1,3
169,Operario,,Operaria,5962,279,1,3
170,Infiltrado,,Infiltrada,3481,280,0,0
171,Técnico,,,3581,282,1,3
172,Especialista de combate,,,5947,281,0,0
173,Pacificador,,Pacificadora,5956,283,1,3
174,Acechador,,Acechadora,5960,0,1,3
175,Chamán elemental,Chamán elemental,,5963,0,0,1
176,Especialista,,,5960,290,1,1
177,Chamán,,,5963,291,1,3
178,Guardia del terror,,,3487,0,0,1
179,Hechicera,,,5949,0,1,3
180,Zapador,,Zapadora,3581,0,1,3
181,Monje,,,5953,0,1,3
182,Arcanista,,,5948,0,0,0
183,Ingeniero,,Ingeniera,8390,0,0,0
184,Pícaro de sutileza,Pícaro de sutileza,Pícara de sutileza,5962,0,0,0
185,Cazador de supervivencia,Cazador de supervivencia,Cazadora de supervivencia,5947,0,0,0
186,Cazador de las sombras,,Cazadora de las sombras,5946,0,0,0
187,Gran señor feudal de Pico Nidal,,,5964,0,0,0
188,Lobo solitario,,,5947,281,0,0
189,Magíster,,Magíster,5959,0,0,0
190,Técnico de operaciones especiales,,Técnica de operaciones especiales,8390,0,0,0
191,Piloto,,,3581,0,0,3
192,General del ejército centinela,,,5946,0,0,0
193,División de la Alianza,,,7709,0,4,7
194,División de la Horda,,,7710,0,4,7
295,Capitán,,,7709,0,0,0
296,Capitán,,,7710,0,0,0
297,Hojaniebla,,,6557,0,0,0
298,Comandante,,,6557,0,0,0
299,Duque demente,,,6557,0,0,0
300,Puño errante,,,6036,0,0,0
301,Tomaalmas,,,6557,0,0,0
302,Cavatumbas,,,6557,0,0,0
303,Monje Puño Oscuro,,,6557,0,0,0
304,Lanzador de piedra de pecados,,,6557,0,0,0
305,Ensalmadora mendaz,,,6557,0,0,0
306,Carente,,,6557,0,0,0
307,Lanza brillante,,,6557,0,0,0
308,Puño inquebrantable,,,6557,0,0,0
309,Médico entusiasta,,,6557,0,0,0
310,Hoja de la noche,,,6557,0,3,1
311,Taumaturga de almas,,,6557,0,3,1
312,Falange,,,6557,0,3,1
313,Alabardera,,,6557,0,3,1
314,Soldado de choque,,,6557,0,3,1
315,Cantaplagas,,,6557,0,3,1
316,Cuidadora de arboledas,,,6557,0,3,1
317,Trampero,,,6557,0,3,1
318,Asesina alegre,,,6557,0,0,0
319,Anfitrión,,,6557,0,0,0
320,Fabricante de espejos,,,6557,0,0,0
321,Mayordomo,,,6557,0,0,0
322,Reparadora,,,6557,0,0,0
323,Camorrista,,,2117,0,0,0
325,Cuidadora de arboledas,,,6557,0,3,9
326,Trampero,,,6557,0,3,9
327,Hoja de la noche,,,6557,0,3,9
328,Taumaturga de almas,,,6557,0,3,9
329,Falange,,,6557,0,3,9
330,Alabardera,,,6557,0,3,9
331,Soldado de choque,,,6557,0,3,9
332,Cantaplagas,,,6557,0,3,9
333,Secutor,,,6558,0,1,0
334,Abonimación,,,6558,0,1,0
335,Dínamo,,,6558,0,1,0
336,Amo del conocimiento,,,6558,0,1,0
337,Moco,,,6558,0,1,0
338,Esqueleto,,,6558,0,1,0
339,Abominación,,,6558,0,1,0
340,Exánime,,,6558,0,1,0
341,Gladiador,,,6558,0,1,0
342,Ensamblador,,,6558,0,1,0
343,Esqueleto,,,6558,0,1,0
344,Hoja Oculta,,,6558,0,1,0
345,Maestro de plagas,,,6558,0,1,0
346,Oseadora,,,6558,0,1,0
347,Hija asesina,,,6558,0,1,0
348,Espada reverente,,,6557,0,0,0
349,Mano generosa,,,6557,0,0,0
350,Ensamblaje obediente,,,6557,0,0,0
351,Maestra de leriones,,,6557,0,0,0
352,Maestro de falinces,,,6557,0,0,0
353,Asistente diligente,,,6557,0,0,0
354,Aspirante,,,6557,0,0,0
355,Discípulo,,,6557,0,0,0
356,Compañero de Mikanikos,,,6557,0,0,0
357,Mano del valor,,,6557,0,0,0
358,Encantador,,,6557,0,0,0
359,Tramposa,,,6557,0,0,0
360,Cuidadora gentil,,,6557,0,0,0
361,Lanza escalofriante,,,6557,0,0,0
362,Moldeador de luz estelar,,,6557,0,0,0
363,Amiga de los inadvertidos,,,6557,0,0,0
364,Protectora de Tirna Vaal,,,6557,0,0,0
365,Artesano de Tirna Vaal,,,6557,0,0,0
366,Colmillos del espíritu,,,6557,0,0,0
367,Cuernos de la noche,,,6557,0,0,0
368,Ojos del bosque,,,6557,0,0,0
369,Rama del alba,,,6557,0,0,0
370,Cuidador,,,6557,0,0,0
371,Capitana de los Cazadores,,,6557,0,0,0
372,Cuidadora de arboleda,,,6557,0,0,0
373,Ascendida,,,6557,0,0,0
374,Aspirante,,,6557,0,0,0
375,Forjalita supremo,,,6557,0,0,0
376,Bárbaro,,,2117,0,0,0
377,Maestra cristalera,,,6557,0,0,0
378,Exánime,,,6558,0,1,0
379,Herrero,,,6558,0,1,0
380,Compañero fiel,,,6558,0,1,0
381,Gladiadora apasionada,,,6558,0,1,0
382,Indestructible,,,6558,0,1,0
383,Forjadora de armas,,,6557,0,0,0
384,Intendente,,,6557,0,0,0
385,Emisaria,,,6557,0,0,0
386,Espora,,,6557,0,0,0
387,Sastrón,,,6557,0,0,0
388,Mensajero,,,6557,0,0,0
389,Místico,,,6557,0,0,0
390,Guía espiritual,,,6557,0,0,0
391,Protectora,,,6557,0,0,0
392,Alas de alivio,,,6557,0,0,0
393,Granjero,,,6557,0,0,0
394,Gran artista,,,6557,0,0,0
395,Aristócrata,,,6557,0,0,0
396,Recuperadora,,,6557,0,0,0
397,Masajista,,,6557,0,0,0
398,Sirviente imperturbable,,,6557,0,0,0
400,Arqueólogo,Cazador de supervivencia,,5946,0,0,0
