ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
77,Zul'Aman,"Los ecos de una venganza insatisfecha resuenan en la antigua capital de la tribu Amani, Zul'Aman. A pesar de que los trols Amani acudieron al llamamiento a las armas de su señor de la guerra, Zul'jin no pudo lograr su objetivo de devolverle al imperio su antigua gloria. Allí donde él fracasó, triunfará la tribu Zandalar. Si nada se interpone en su camino, las tribus unidas reclamarán sus tierras y disfrutarán infligiendo un castigo despiadado.",568,522347,522363,136367,526415,0,3508,0
78,Tierras de Fuego,"Las Tierras de Fuego son los dominios de magma forjados por los titanes para acoger a Ragnaros y a sus indisciplinados esbirros. Tras la aparición de Alamuerte en Azeroth, Ragnaros y sus sirvientes irrumpieron en las laderas del Monte Hyjal antes de ser rechazado por los valientes defensores de la montaña sagrada. Ahora Ragnaros está reuniendo a sus seguidores para defender las Tierras de Fuego de los campeones de Azeroth.",720,522337,522353,529270,526405,0,0,0
184,Fin de los Días,"Entre un número infinito de resultados posibles, este portal del tiempo describe el desolado futuro de Azeroth en caso de que no se derrotara a Alamuerte. Nozdormu identifica en ese momento una poderosa anomalía que impide acceder al pasado y, por tanto, a toda esperanza de recuperar el Alma de demonio. Parece ser una poderosa criatura de otra época que habita en soledad entre los ecos del pasado distorsionados en el tiempo.",938,571739,571754,575262,571758,1,0,0
185,Pozo de la Eternidad,"Hace 10000 años, la capital de los elfos de la noche, Zin-Azshari, era una metrópolis que rebosaba magnificencia y resplandor. Situada al borde del Pozo de la Eternidad, fue aquí donde los primeros aristócratas Altonato abrieron un portal al Vacío Abisal e invitaron a la Legión Ardiente a invadir Azeroth. Bajo las órdenes de la reina elfa de la noche Azshara, ahora vierten sus energías en el portal y lo preparan para la terrorífica y gloriosa entrada del dios demoníaco Sargeras.",939,571741,571756,575266,571760,0,0,0
186,Hora del Crepúsculo,"Una vez recuperada el Alma de dragón del pasado, los héroes de Azeroth se preparan para el enfrentamiento final con Alamuerte. En los helados baldíos de Rasganorte, la impresionante torre del Templo del Reposo del Dragón se encuentra bajo el asalto de las fuerzas Crepusculares de Alamuerte. Para salvar Azeroth, Thrall debe llegar sano y salvo al templo con el Alma de dragón.",940,571740,571755,575264,571759,0,0,0
187,Alma de Dragón,"Forjada por Alamuerte durante la Guerra de los Ancestros, el Alma de dragón controlaba el poder conjunto de todos los Vuelos hasta su destrucción. A través de las Cavernas del Tiempo, Thrall y los Vuelos todavía existentes consiguieron recuperar el poderoso artefacto antes de su destrucción. Ahora se han reunido en el Templo del Reposo del Dragón, en un intento desesperado por utilizar el poder del Alma de dragón contra el propio Alamuerte.",967,571738,571753,575261,571757,0,0,0
226,Sima Ígnea,"Sima Ígnea se extiende por las profundidades bajo la ciudad de Orgrimmar. Antes, los bárbaros troggs y los malvados cultores de la Hoja Abrasadora infestaban las cuevas volcánicas, pero ha surgido una amenaza nueva: los chamanes oscuros. Aunque el jefe de guerra Garrosh ha convocado a varios chamanes para utilizar los elementos como arma contra la Alianza, parecen haberse convertido en renegados. Estas figuras sombrías reúnen un ejército de fuego que podría arrasar Orgrimmar si llegara a formarse.",389,608172,608211,136350,608250,0,0,0
227,Cavernas de Brazanegra,"Otrora dedicadas a Elune, diosa de los elfos de la noche, las Cavernas de Brazanegra parecían haber quedado destrozadas durante el Cataclismo, perdidas en el océano. Tras milenios, los miembros del Martillo Crepuscular llegaron al templo guiados por susurros y sueños abyectos. Después de sacrificar a muchos inocentes, se les asignó una nueva tarea: proteger a una de las mascotas más queridas de los dioses antiguos, a la que deben criar antes de que desate sus oscuros poderes contra el mundo.",48,608156,608195,136325,608234,0,0,0
228,Profundidades de Roca Negra,"En las abrasadoras Profundidades de Roca Negra habitan los enanos Hierro Negro y su emperador, Dagran Thaurissan. Como sus predecesores, obedece las órdenes de Ragnaros, el Señor del Fuego, un ser despiadado que fue invocado al mundo siglos atrás. La presencia de elementales del caos ha atraído al Martillo Crepuscular. Junto con los siervos de Ragnaros, han llevado a los enanos hasta unos extremos tan destructivos que podrían augurar la perdición de todo Azeroth.",230,608157,608196,136326,608235,0,0,0
229,Cumbre de Roca Negra inferior,"Esta fortaleza, tallada en el núcleo ígneo de la Montaña Roca Negra, representó el poder del clan Hierro Negro durante siglos. Más recientemente, el dragón Negro Nefarian y su progenie tomaron la cumbre del bastión y se lanzaron a una guerra brutal contra los enanos. Los ejércitos dracónicos se han aliado con el Jefe de Guerra Rend Puño Negro y su falsa Horda. Juntos dominan la cumbre y llevan a cabo horribles experimentos para reforzar sus filas mientras planean la caída de los molestos Hierro Negro.",229,608158,608197,136327,608236,0,0,0
230,La Masacre - Jardines de la Capital,"Construida hace milenios para albergar los secretos arcanos de los kaldorei, la otrora majestuosa ciudad de Eldre'Thalas yace en ruinas rezumando fuerzas maléficas. Hubo un tiempo en que aquelarres compitieron por controlar la energía corrupta de La Masacre, pero acabaron por alcanzar treguas precarias. Prefirieron explotar el poder de sus propios territorios en lugar de continuar la lucha en todo el complejo.",429,608161,608200,136333,608239,1,0,0
231,Gnomeregan,"La espectacular ciudad de Gnomeregan, construida en lo más profundo de las montañas de Dun Morogh, era prueba fehaciente de la inteligencia y el ingenio de los gnomos. Sin embargo, cuando los troggs invadieron la capital, el manitas mayor de los gnomos fue traicionado por su consejero, Sicco Termochufe. Como resultado, Gnomeregan quedó irradiada y la mayoría de sus habitantes murieron. Los gnomos supervivientes huyeron y juraron volver algún día para retomar su hogar.",90,608163,608202,136336,608241,0,0,0
232,Maraudon,"Según cuenta la leyenda, Zaetar, hijo de Cenarius, y la princesa elemental de la tierra Theradras engendraron la raza de bárbaros centauros. Poco después de su creación, las despiadadas criaturas asesinaron a su padre. Se dice que la desconsolada Theradras encerró el espíritu de su amado en Maraudon, lo que corrompió la zona. Ahora, fantasmas centauros salvajes vagan por los rincones de estas descomunales cuevas.",349,608170,608209,136345,608248,0,0,0
233,Zahúrda Rajacieno,"Las leyendas cuentan que cuando el semidiós Agamaggan cayó, de su sangre surgió una gran masa de vides espinosas. Desde hace poco, los exploradores afirman haber visto no muertos vagando por la región, lo que despertó el miedo a que la temida Plaga se esté preparando para invadir Kalimdor.",129,608173,608212,136352,608251,0,0,0
234,Horado Rajacieno,"Las leyendas cuentan que cuando el semidiós Agamaggan cayó, de su sangre surgió una gran masa de vides espinosas. Muchos jabaespines se asentaron en el núcleo de espinos más grande, Rajacieno, al que veneran como lugar de descanso de Agamaggan.",47,608174,608213,136353,608252,0,0,0
236,Stratholme - Entrada Principal,"Stratholme fue antiguamente la joya del norte de Lordaeron, pero hoy se la recuerda por caer en una angustiosa ruina. Fue aquí donde el príncipe Arthas dio la espalda al noble paladín Uther el Iluminado y mató a incontables habitantes que creían que habían sido infectados por la horrible peste de los no-muertos. Desde entonces, la muerte, la traición y la desesperanza han contaminado este Stratholme maldito.",329,608177,608216,136359,608255,1,0,0
237,El Templo de Atal'Hakkar,"Hace miles de años, el imperio Gurubashi se sumió en una guerra civil de manos de una poderosa secta de sacerdotes, los Atal'ai, que pretendían invocar en Azeroth a un avatar de su dios sangriento Hakkar, el Cazador de Almas. Los Gurubashi exiliaron a los Atal'ai al Pantano de las Penas, donde construyeron el Templo de Atal'Hakkar. Ysera, Aspecto del Vuelo Verde, hundió el templo y ordenó a sus guardianes que se aseguraran de que los rituales de invocación no se volvieran a realizar.",109,608178,608217,136360,608256,0,0,0
238,Las Mazmorras,"Las Mazmorras de Ventormenta son una prisión bien custodiada construida bajo los canales de la ciudad de Ventormenta. El celador Thelagua mantiene vigilada la prisión y a los peligrosos criminales que la consideran su hogar. Recientemente, los presos se han rebelado, han derrotado a sus guardianes y han sumido la prisión en el caos.",34,608184,608223,136358,608262,0,0,0
239,Uldaman,"Uldaman es una antigua cámara de los titanes enterrada profundamente. Se dice que los titanes encerraron un experimento fallido allí y luego pasaron a otro proyecto relacionado con la génesis de los enanos. Las historias sobre un tesoro de gran conocimiento han alentado a los buscadores de tesoros a profundizar en los secretos de Uldaman, una tarea peligrosa debido a defensores de piedra, troggs salvajes, invasores Hierro Negro y demás misterios que se ocultan en la ciudad perdida.",70,608186,608225,136363,608264,0,0,0
240,Cuevas de los Lamentos,"Hace años, el célebre druida Naralex y sus seguidores descendieron a las sombrías Cuevas de los Lamentos, bautizadas por los gritos acongojados que se escuchan cuando el vapor sale de golpe por las fisuras de la cueva. Naralex planeó usar los manantiales subterráneos para restaurar la exuberancia perdida de Los Baldíos. Pero, al entrar en el Sueño Esmeralda, tuvo una visión en la que el crecimiento se convertía en una pesadilla viviente, que ha asolado las cuevas desde entonces.",43,608190,608229,136364,608313,0,0,0
241,Zul'Farrak,"Zul'Farrak fue la joya de la corona de Tanaris bajo la protección de los Furiarena. A pesar de su tenacidad, este grupo aislado se vio obligado a abandonar gran parte de su territorio a lo largo de la historia. Ahora los habitantes de Zul'Farrak están creando un espantoso ejército de trols no-muertos para conquistar la región. Otros rumores hablan de una antigua criatura que duerme en el interior de la ciudad... Una criatura que, de despertarse, sembrará la muerte y la destrucción en Tanaris.",209,608191,608230,136368,608267,1,0,0
246,Scholomance,"Aquellos que desean dominar los poderes de la nigromancia han oído muchas historias de Scholomance, la infame escuela ubicada en las criptas oscuras y ominosas bajo Castel Darrow. Estos últimos años han cambiado varios de los instructores, pero la institución sigue bajo el control del maestro oscuro Gandling, un practicante de la magia nigromántica especialmente sádico e insidioso.",1007,608176,608215,136355,608254,1,0,0
247,Criptas Auchenai,"A los primeros exiliados de Draenor la muerte les parecía una consecuencia perturbadora y desafortunada de la vida. Por ello, los draenei ocultaban a sus muertos en la necrópolis subterránea de Auchindoun, una maravilla laberíntica situada bajo el Bosque de Terokkar.",558,608154,608193,136323,608232,0,0,0
248,Murallas del Fuego Infernal,"En el corazón de la yerma Península del Fuego Infernal, en Terrallende, se encuentra la Ciudadela del Fuego Infernal, un bastión prácticamente inexpugnable que fue el centro de operaciones de la Horda durante la Primera y Segunda Guerra.",543,608168,608207,136338,608246,0,0,0
249,Bancal del Magister,"Tras su derrota en El Castillo de la Tempestad, Kael'thas Caminante del Sol hizo pública su alianza con la despiadada Legión Ardiente. Kael'thas, decidido a invocar al señor de los demonios Kil'jaeden, volvió a la Isla de Quel'Danas para preparar la llegada de su maestro.",585,608169,608208,136344,608247,1,0,0
250,Tumbas de Maná,"A los primeros exiliados de Draenor la muerte les parecía una consecuencia perturbadora y desafortunada de la vida. Por ello, los draenei ocultaban a sus muertos en la necrópolis subterránea de Auchindoun, una maravilla laberíntica situada bajo el Bosque de Terokkar.",557,608154,608193,136323,608232,1,0,0
251,Antiguas Laderas de Trabalomas,"En lo más profundo de las Cavernas del Tiempo, el dragón Nozdormu se ha despertado. Desde que el mundo era joven, el Vuelo Bronce ha protegido este largo laberinto y ha controlado las vías temporales cambiantes para preservar el delicado equilibrio del tiempo.",560,608159,608198,136330,608237,0,0,0
252,Salas Sethekk,"A los primeros exiliados de Draenor la muerte les parecía una consecuencia perturbadora y desafortunada de la vida. Por ello, los draenei ocultaban a sus muertos en la necrópolis subterránea de Auchindoun, una maravilla laberíntica situada bajo el Bosque de Terokkar.",556,608154,608193,136323,608232,0,0,0
253,Laberinto de las Sombras,"A los primeros exiliados de Draenor la muerte les parecía una consecuencia perturbadora y desafortunada de la vida. Por ello, los draenei ocultaban a sus muertos en la necrópolis subterránea de Auchindoun, una maravilla laberíntica situada bajo el Bosque de Terokkar.",555,608154,608193,136323,608232,0,0,0
254,El Arcatraz,"El poderoso Castillo de la Tempestad fue creado por los enigmáticos naaru, seres vivos de energía pura y los peores enemigos de la Legión Ardiente. Además de hacer las veces de base de operaciones de los naaru, la estructura misma cuenta con la tecnología necesaria para teletransportarse a dimensiones alternativas. Puede desplazarse de un lugar a otro en un abrir y cerrar de ojos.",552,608179,608218,136362,608257,0,0,0
255,La Ciénaga Negra,"En lo más profundo de las Cavernas del Tiempo, el dragón Nozdormu se ha despertado. Desde que el mundo era joven, el Vuelo Bronce ha protegido este largo laberinto y ha controlado las vías temporales cambiantes para preservar el delicado equilibrio del tiempo.",269,608159,608198,136330,608237,0,0,0
256,El Horno de Sangre,"En el corazón de la yerma Península del Fuego Infernal, en Terrallende, se encuentra la Ciudadela del Fuego Infernal, un bastión prácticamente inexpugnable que fue el centro de operaciones de la Horda durante la Primera y Segunda Guerra.",542,608168,608207,136338,608246,1,0,0
257,El Invernáculo,"El poderoso Castillo de la Tempestad fue creado por los enigmáticos naaru, seres vivos de energía pura y los peores enemigos de la Legión Ardiente. Además de hacer las veces de base de operaciones de los naaru, la estructura misma cuenta con la tecnología necesaria para teletransportarse a dimensiones alternativas. Puede desplazarse de un lugar a otro en un abrir y cerrar de ojos.",553,608179,608218,136362,608257,1,0,0
258,El Mechanar,"El poderoso Castillo de la Tempestad fue creado por los enigmáticos naaru, seres vivos de energía pura y los peores enemigos de la Legión Ardiente. Además de hacer las veces de base de operaciones de los naaru, la estructura misma cuenta con la tecnología necesaria para teletransportarse a dimensiones alternativas. Puede desplazarse de un lugar a otro en un abrir y cerrar de ojos.",554,608179,608218,136362,608257,0,0,0
259,Las Salas Arrasadas,"En el corazón de la yerma Península del Fuego Infernal, en Terrallende, se encuentra la Ciudadela del Fuego Infernal, un bastión prácticamente inexpugnable que fue el centro de operaciones de la Horda durante la Primera y Segunda Guerra.",540,608168,608207,136338,608246,1,0,0
260,Recinto de los Esclavos,"Reserva Colmillo Torcido es el nombre de un complejo dominado por los nagas que se oculta bajo las aguas más profundas de la Marisma de Zangar. La reserva, atravesada por tuberías y pistones gigantes, parece lo bastante grande para albergar ejércitos... pero su propósito no es solo militar.",547,608160,608199,136331,608238,0,0,0
261,La Cámara de Vapor,"Reserva Colmillo Torcido es el nombre de un complejo dominado por los naga que se oculta bajo las aguas más profundas de la Marisma de Zangar. La reserva, atravesada por tuberías y pistones gigantes, parece lo bastante grande para albergar ejércitos... pero su propósito no es solo militar.",545,608160,608199,136331,608238,0,0,0
262,La Sotiénaga,"Reserva Colmillo Torcido es el nombre de un complejo dominado por los naga que se oculta bajo las aguas más profundas de la Marisma de Zangar. La reserva, atravesada por tuberías y pistones gigantes, parece lo bastante grande para albergar ejércitos... pero su propósito no es solo militar.",546,608160,608199,136331,608238,1,0,0
271,Ahn'kahet: El Antiguo Reino,"Cuando el Rey Exánime llegó a Rasganorte, Azjol-Nerub era un imperio de gran fuerza. Sin embargo, a pesar de una resistencia feroz, las tropas de la Plaga consiguieron invadir el reino subterráneo y masacrar a sus habitantes, los nerubianos. Ahora este extenso dominio, marcado por años de guerra y abandono, está ocupado en dos frentes.",619,608153,608192,237592,608231,0,0,0
272,Azjol-Nerub,"Cuando el Rey Exánime llegó a Rasganorte, Azjol-Nerub era un imperio de gran fuerza. Sin embargo, a pesar de una resistencia feroz, las tropas de la Plaga consiguieron invadir el reino subterráneo y masacrar a sus habitantes, los nerubianos. Ahora este extenso dominio, marcado por años de guerra y abandono, está ocupado en dos frentes.",601,608155,608194,237593,608233,1,0,0
273,Fortaleza de Drak'Tharon,"La Fortaleza de Drak'Tharon sirvió antaño como una avanzada de los trols Drakkari en la frontera de su reino, Zul'Drak, pero una reciente invasión de la Plaga ha colocado la fortaleza en manos del Rey Exánime. Los defensores de la fortaleza caída ahora son esbirros no-muertos del Rey Exánime y avanzan hacia el corazón del territorio Drakkari.",600,608162,608201,237595,608240,0,0,0
274,Gundrak,"Los trols de Zul'Drak, desesperados por salvar su reino del desastre, se han vuelto contra sus antiguos dioses. Ahora las deidades salvajes se consideran una fuente de poder, y su poderosa sangre un medio para rechazar a los esbirros del Rey Exánime que han invadido partes de la nación trol. Los héroes se han introducido en esta sufrida región para derrocar a los salvajes Drakkari y a sus profetas dementes.",604,608164,608203,237596,608242,1,0,0
275,Cámaras de Relámpagos,"Antes de marcharse de Azeroth, los titanes confiaron a sus leales protectores la custodia de Ulduar, una enigmática ciudad situada en las montañas de Las Cumbres Tormentosas. El guardián llamado Loken fue nombrado el primero entre sus hermanos, pero con el poder del complejo titánico en sus manos acabó por sucumbir a la oscuridad y llevó a la región al caos.",602,608165,608204,237598,608243,1,0,0
276,Cámaras de Reflexión,"Durante muchos años, los campeones de todas las razas de Azeroth se han enfrentado al Rey Exánime, solo para ser masacrados sin piedad y obligados a unirse a su ejército de horrores no-muertos. En su esfuerzo por detener al Rey Exánime, Tirion Vadín, de la Cruzada Argenta, se ha aliado con Darion Mograine, de los Caballeros de la Espada de Ébano, para asaltar la Ciudadela de la Corona de Hielo con un ejército llamado Veredicto Cinéreo.",668,608166,608205,336389,608244,0,0,0
277,Cámaras de Piedra,"Antes de marcharse de Azeroth, los titanes confiaron a sus leales protectores la custodia de Ulduar, una enigmática ciudad situada en las montañas de Las Cumbres Tormentosas. El guardián llamado Loken fue nombrado el primero entre sus hermanos, pero con el poder del complejo titánico en sus manos acabó por sucumbir a la oscuridad y llevó a la región al caos.",599,608167,608206,237599,608245,0,0,0
278,Foso de Saron,"Durante muchos años, los campeones de todas las razas de Azeroth se han enfrentado al Rey Exánime, solo para ser masacrados sin piedad y obligados a unirse a su ejército de horrores no-muertos. En su esfuerzo por detener al Rey Exánime, Tirion Vadín, de la Cruzada Argenta, se ha aliado con Darion Mograine, de los Caballeros de la Espada de Ébano, para asaltar la Ciudadela de la Corona de Hielo con un ejército llamado Veredicto Cinéreo.",658,608171,608210,336391,608249,0,0,0
279,La Matanza de Stratholme,"En lo más profundo de las Cavernas del Tiempo, el dragón Nozdormu se ha despertado. Desde que el mundo era joven, el Vuelo Bronce ha protegido este largo laberinto y ha controlado las vías temporales cambiantes para preservar el delicado equilibrio del tiempo.",595,608180,608219,237601,608258,0,0,0
280,La Forja de Almas,"Durante muchos años, los campeones de todas las razas de Azeroth se han enfrentado al Rey Exánime, solo para ser masacrados sin piedad y obligados a unirse a su ejército de horrores no-muertos. En su esfuerzo por detener al Rey Exánime, Tirion Vadín, de la Cruzada Argenta, se ha aliado con Darion Mograine, de los Caballeros de la Espada de Ébano, para asaltar la Ciudadela de la Corona de Hielo con un ejército llamado Veredicto Cinéreo.",632,608181,608220,336392,608259,1,0,0
281,El Nexo,"Para restablecer su dominio de la magia, el dragón Aspecto azul, Malygos, ha lanzado una campaña despiadada para cercenar el vínculo entre los mortales y las energías arcanas que recorren Azeroth. Para ello, su Vuelo Azul está redirigiendo las líneas Ley del mundo hacia El Nexo, la guarida flotante de Malygos.",576,608182,608221,237602,608260,1,0,0
282,El Oculus,"Para restablecer su dominio de la magia, el dragón Aspecto azul, Malygos, ha lanzado una campaña despiadada para cercenar el vínculo entre los mortales y las energías arcanas que recorren Azeroth. Para ello, su Vuelo Azul está redirigiendo las líneas Ley del mundo hacia El Nexo, la guarida flotante de Malygos.",578,608183,608222,237603,608261,0,0,0
283,El Bastión Violeta,"Entre las torres ornamentadas y las calles encantadas de Dalaran, dentro de los resistentes muros del Bastión Violeta, habita una presencia oscura. La torre, acostumbrada desde hace tiempo a encerrar a las amenazas de la ciudad, alberga a una gran cantidad de prisioneros bajo la atenta vigilancia del Kirin Tor. Sin embargo, un asalto repentino ha puesto a prueba la integridad del bastión y pone en peligro toda la ciudad.",608,608189,608228,237604,608312,0,0,0
284,Prueba del Campeón,"Las nubes cubren los cielos de Corona de Hielo y los héroes se reúnen ante los estandartes desgastados por las batallas preparándose para la tormenta que se avecina. Dicen que no hay mal que por bien no venga. Esta es la esperanza que guía a los miembros de la Cruzada Argenta: la esperanza de que la Luz les iluminará a través de estos tiempos oscuros, de que el bien prevalecerá, de que un héroe bendecido por la Luz se alzará para poner fin al siniestro reinado del Rey Exánime.",650,608185,608224,311220,608263,0,0,0
285,Fortaleza de Utgarde,"La Fortaleza de Utgarde se creía abandonada desde hace mucho, una reliquia de una civilización perdida en los riscos centrales del Fiordo Aquilonal. Sin embargo, algo ha despertado a los residentes de la fortaleza, los vrykuls.",574,608187,608226,237605,608265,1,0,0
286,Pináculo de Utgarde,"La Fortaleza de Utgarde se creía abandonada desde hace mucho, una reliquia de una civilización perdida en los riscos centrales del Fiordo Aquilonal. Sin embargo, algo ha despertado a los residentes de la fortaleza, los vrykuls.",575,608188,608227,237606,608266,0,0,0
302,Cervecería del Trueno,"Cuando Chen Cerveza de Trueno llegó al Valle de los Cuatro Vientos, se dirigió a la reputada cervecería que lleva su apellido, con la esperanza de conocer a sus parientes. Se encontró su hogar ancestral sumido en el caos. Bajo la dirección del incompetente tío Gao, los desagradables mures y los rebeldes hozen se han infiltrado en la cervecería y han dado comienzo a una fiesta destructora que no tardará en arruinar el suministro de cerveza de toda la región.",961,632268,632275,632362,632282,1,0,0
303,Puerta del Sol Poniente,"Durante generaciones, una gran muralla llamada Espinazo del Dragón ha protegido a los habitantes de Pandaria de los asaltos periódicos de los insectos salvajes conocidos como mántides. El brutal ciclo de agresión de esta raza ha comenzado antes de lo que se esperaba y ha pillado desprevenidos a los defensores de la muralla. Los feroces guerreros mántides cargan contra las puertas desgastadas por la batalla y Pandaria debe repeler al ejército más devastador de toda su historia.",962,632263,632270,632357,632277,1,0,0
311,Cámaras Escarlata,"Los guerreros más feroces de la Cruzada, aquellos que se han quedado para luchar y defender su monasterio en esta época oscura, están preparando un ejército dentro de estas Cámaras Escarlata. A los soldados los une el odio por los no-muertos, y están dispuestos a sacrificarlo todo por la causa de su orden.",1001,643259,643262,643268,643265,0,0,0
