ID,Name_lang,Quantity,Flags
190,Vórtice transfigurador de almas,1,1
191,Fetiche de vínculo de huesos,1,1
192,Vial de sombras,1,1
193,Orgullo indómito,1,1
194,Astucia del cruel,1,1
195,Corazón guardavientos,1,1
196,Brújula cazaestrellas,1,1
197,Sello de los siete símbolos,1,1
198,Insignia de la mente corrupta,1,1
201,Tesoro mogu,1,0
203,Faceta de joyero,2,1
204,Piedra de familiar,1,0
205,Gema de maná brillante,1,0
206,Naipe de Nieblas de la Luna Negra,1,1
207,Cristal del miedo,1,1
208,Botella de estrellas infinitas,1,1
209,Vórtice Niebla Negra,1,1
210,Esencia de terror,1,1
211,Figurilla de bandido de jade,1,1
212,Figurilla de auriga de jade,1,1
213,Figurilla de cortesana de jade,1,1
214,Figurilla de magistrado de jade,1,1
215,Figurilla de señor de la guerra de jade,1,1
216,Últimas órdenes de Lei Shen,1,1
217,Luz del cosmos,1,1
218,Sello polarizante de Qin-xi,1,1
219,Espíritus del sol,1,1
220,Cualidad de pesadillas,1,1
221,Terror en la niebla,1,1
222,Vial de sangre de dragón,1,1
223,Sortija de novas explosivas,1,1
224,Circuito del Alma débil,1,1
225,Anillo de sombras aterrador,1,1
226,Anillo de sueños de Feng,1,1
227,Sello de vinculación de Feng,1,1
228,Fragmento de miedo hecho carne,1,1
229,Anillo espinado doloroso,1,1
230,Sortija del eterno de Regail,1,1
231,Anillo de la tempestad de hojas,1,1
232,Anillo del caparazón destrozado,1,1
233,Sello del profano,1,1
234,Sello de rubí de visir,1,1
235,Sello de alma acuosa,1,1
236,Curiosidades del Loto Dorado,1,1
237,Curiosidades del Shadopan,1,1
238,Curiosidades del Shadopan,1,1
239,Anillos de diamantes negros fastuosos,1,1
240,Trampa robusta,1,0
241,Insignia brutal de la Ofensiva de Dominancia,1,1
242,Insignia superior de la Operación: Muro de escudos,1,1
243,Insignia inferior de la Ofensiva de Dominancia,1,1
244,Insignia inferior de la Operación: Muro de escudos,1,1
245,Curiosidades de la Operación: Muro de escudos,1,1
246,Curiosidades de la Ofensiva de Dominancia,1,1
247,Carta de desafío,1,0
249,Engranaje empapado en sangre,1,1
250,Curiosidades del Asalto del Shadopan,1,1
251,Cristalma de Jin'rokh,1,1
252,Anillo de Shamuru,1,1
253,Picasueños de Jin'rokh,1,1
254,Globo ocular cautivo de Durumu,1,1
255,Sello de espinaescama,1,1
256,Signo del dios ensangrentado,1,1
257,Tentáculo cortado de Durumu,1,1
258,Recuerdo de Ro'shak,1,1
259,Sortija del tirano escamado,1,1
260,Ojo petrificado del basilisco,1,1
261,Mal Juju,1,1
262,Aliento de la hidra,1,1
263,Esencia de resplandor de Cha Ye,1,1
264,Vial delicado del Sanguinario,1,1
265,Pluma de fábula de Ji Kun,1,1
266,Entereza de los Zandalari,1,1
267,Mirada de las Gemelas,1,1
268,Último aliento de Horridonte,1,1
269,Bolsa de engendro de hidra con inscripciones,1,1
270,Vientos crecientes de Ji Kun,1,1
271,Cáliz imbuido de relámpagos,1,1
272,Dije de ira de Primordius,1,1
273,Talismán de alma de Renataki,1,1
274,Runa de reoriginación,1,1
275,Barrera de alma,1,1
276,Chispa de Zandalar,1,1
277,Reliquia robada de Zuldazar,1,1
278,Dije de ansia de sangre,1,1
279,Visión infalible de Lei Shen,1,1
280,Decisión final de Wushoolay,1,1
281,Curiosidades de la Ofensiva del Kirin Tor,1,1
282,Curiosidades del Embate de los Atracasol,1,1
283,Dijes del Asalto del Shadopan,1,1
287,Capa de virtud,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,Disciplina de Xuen,1,1
296,Mordisco de Yu'lon,1,1
297,Reflexión de Chi-Ji,1,1
298,Prontitud de Xuen,1,1
299,Resolución de Niuzao,1,1
300,Anillo de poleo petrificado,1,1
301,Ascua apagada de Galakras,1,1
302,Sello hereditario de Iyyokuk,1,1
303,Sello de pena eterna,1,1
304,Sello de furia resentida,1,1
305,Sello tallado con láser,1,1
306,Sello de los dinománticos,1,1
307,Sello del camino de la pena,1,1
308,Sello de sangre de Asgorath,1,1
309,Sello de los reyes olvidados,1,1
310,PH,1,1
311,Sortija de Garrasangre,1,1
312,Sortija de control de Galakrond,1,1
313,Anillo de la tumba de hierro,1,1
314,Sortija de colmillo demoníaco,1,1
315,PH,1,1
316,Anillo de destripador de realidad,1,1
317,Sello de dragón presto,1,1
318,Anillo de energía incansable,1,1
319,Sortija de ascendencia de Kil'ruk,1,1
320,Garantía de consecuencias,1,1
321,Ataduras purificadas de Immerseus,1,1
322,Insignia bruñida de Nazgrim,1,1
323,Núcleo ígneo de fusión,1,1
324,Dije de desgracia de Rook,1,1
325,Cristal de enfoque del gigante,1,1
326,Ojo malvado de Galakras,1,1
327,Prisión prismática de orgullo,1,1
328,Tótem tóxico de Kardris,1,1
329,Dije de Haromm,1,1
330,Sigilo de desenfreno,1,1
331,Cristal de ira demente,1,1
332,Diente con marcas de ácido de Thok,1,1
333,Punta de la cola de Thok,1,1
334,Vial de corrupción viviente,1,1
335,Maldición de soberbia,1,1
336,Dije empapado de sangre de Skeer,1,1
337,Churumbele dismórfico de discontinuidad,1,1
338,Sangre negra de Y'Shaarj,1,1
339,Detonador de ébano que hace tic-tac,1,1
340,Crisol de Roca Negra,3,0
341,Fabricado - Warlords,3,1
342,Objeto de Taller de ingeniería,1,0
343,Fruta de la fortaleza,5,0
344,Ilusión del encantador,1,0
345,Banda del Archimago,1,1
346,Fabricado - Legion,3,1
347,Anillo de pirata fantasma,1,1
348,Ojo del sable,1,1
349,Demonicidio,1,1
350,Reliquia fabricada,1,1
351,Vial carmesí,3,0
352,Brebaje avezado,2,0
353,Test Item Limit Category Crafted,3,1
357,Legendario de Legion,1,1
358,Bandas invasoras,1,1
359,Abalorios invasores,1,1
360,Sellos violeta,1,1
361,Ojos de los canes,1,1
362,Senda de los Titanes,1,1
463,Ojo de kraken,1,1
464,Aro de ojo de kraken,1,1
465,Tarjeta perforada roja,1,1
466,Tarjeta perforada amarilla,1,1
467,Tarjeta perforada azul,1,1
468,Ojo de leviatán,1,1
469,Aro de ojo de leviatán,1,1
471,Ampolla de serenidad,3,0
472,Baraja de la Luna Negra,1,1
473,Objeto legendario fabricado de Shadowlands,1,1
474,Medallones de Gladiador,1,1
481,Objeto fabricado de Shadowlands,1,1
482,Fragmento de sangre de Rev,1,1
483,Fragmento de sangre de Jas,1,1
484,Fragmento de sangre de Bek,1,1
486,Fragmento de escarcha de Cor,1,1
487,Fragmento de escarcha de Kyr,1,1
488,Fragmento de escarcha de Tel,1,1
489,Fragmento profano de Dyz,1,1
490,Fragmento profano de Oth,1,1
491,Fragmento profano de Zed,1,1
492,Melodía personal,1,1
493,Ritmos de batalla,1,1
494,Armonía de Pocopoc,1,1
496,Legendario de los Iluminados,1,1
501,Gema primalista,1,1
502,Ídolo de los Aspectos,1,1
503,Inscripción de cabeza,1,1
504,Postre conjurado,1,0
505,Juego de herramientas,1,1
506,Cabeza,1,1
507,Enfoque de encantamientos,1,1
508,Espalda,1,1
509,Lupa,1,1
510,Pecho,1,1
511,Manos,1,1
512,Ornamentados,2,1
513,Espalda,1,1
514,Pecho,1,1
515,Manos,1,1
516,Cabeza,1,1
517,Juego de herramientas,1,1
518,Espalda,1,1
519,Pecho,1,1
520,Manos,1,1
521,Cabeza,1,1
522,Espalda,1,1
523,Pecho,1,1
524,Manos,1,1
525,Cabeza,1,1
526,Juego de herramientas,1,1
527,Espalda,1,1
528,Pecho,1,1
529,Manos,1,1
530,Cabeza,1,1
531,Juego de herramientas,1,1
532,Espalda,1,1
533,Pecho,1,1
534,Manos,1,1
535,Cabeza,1,1
536,Espalda,1,1
537,Pecho,1,1
538,Manos,1,1
539,Cabeza,1,1
540,Espalda,1,1
541,Pecho,1,1
542,Manos,1,1
543,Cabeza,1,1
544,Juego de herramientas,1,1
545,Espalda,1,1
546,Pecho,1,1
547,Manos,1,1
548,Cabeza,1,1
549,Juego de herramientas,1,1
550,Espalda,1,1
551,Pecho,1,1
552,Manos,1,1
553,Cabeza,1,1
554,Juego de herramientas,1,1
555,Espalda,1,1
556,Pecho,1,1
557,Manos,1,1
558,Cabeza,1,1
559,Espalda,1,1
560,Pecho,1,1
561,Manos,1,1
562,Cabeza,1,1
563,Espalda,1,1
564,Pecho,1,1
565,Manos,1,1
566,Cabeza,1,1
567,Juego de herramientas,1,1
568,Anillo de poder de cobalto,1,1
569,Torreta de alarma,1,1
570,Correctores vitales de Arcoluz,1,1
571,Aliento de Neltharion,1,1
572,Circuito con descarga a tierra,1,1
573,Desplazador de planos,1,1
574,Amplificador de polaridad,1,1
575,Supercolision-A-Trón,1,1
596,Cristal de mojo,1,0
597,Caldero resistente a la putrefacción,1,0
598,Ampolla fugaz,2,0
599,Cohetes de llama de las sombras,1,1
600,Piedra angular de abismo,5,0
607,Frasco fugaz,1,0
608,Poción fugaz,20,0
614,Diamante algari,1,1
643,Prototipo,1,0
644,Pies,1,1
645,Collar de relámpagos,1,1
646,Cámara S.E.L.F.I.E. revolucionada,1,1
647,Taladro de entregas terráneo,1,1
648,Inyector de salud buscacorazones,1,1
649,Bolsa de profesión,2,0
650,Hilos de tejesedal,100,0
651,Hilo de habilidad de tejesedal,100,0
652,Pez demonio,1,0
653,Mejor amigo,1,0
680,Tocado por el Vacío,1,1
681,Tomo sacralizado,1,1
682,Fragmento maligno,1,1
