ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
110,Aves de rapiña,Pináculos de Arak,"Nos gustaría dejar solos a los sanguinarios arakkoa, pero capturar su templo en los Pináculos de Arak nos daría una ventaja estratégica.",0,0,0,0,2,3,1,3,15,824,0,107,0,14,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
111,Talador en llamas,Talador,"Los abisales, los esbirros de Sargeras, merodean los bosques de Talador, prendiéndolos fuego. Destrúyelos antes de que el bosque se vuelva cenizas.",0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
112,En la guarida de los saberon,Pináculos de Arak,"Muchos de los prisioneros draenei están perdidos y creemos que es culpa de los saberon. Ve a investigar, pero ve bien armado.",0,0,0,0,2,3,1,3,15,824,0,107,0,21,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
113,Vanguardia de la Legión Ardiente,Talador,"Con infernales y guardias viles invadiendo Talador, el resto de La Legión Ardiente no puede estar muy lejos. Véncelos y trata de encontrar su fuente.",0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
114,Vaciando el abismo,Valle Sombraluna,Alguien está invocando a los señores del vacío y los clamavacíos que acosan el Valle Sombraluna. Encuentra y mata al responsable.,0,0,0,0,2,3,1,3,15,824,0,106,0,19,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
115,Criaturas endurecidas,Cresta Pirofrío,Los magnaron y los goren cultivan en sus guaridas placas rocosas con propiedades mágicas. Reúne estas placas para que podamos usarlas.,0,0,0,0,2,3,1,3,10,824,0,101,0,23,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
116,Aliados de la Horda de Hierro,Cresta Pirofrío,"Numerosos y poderosos, los señores de la guerra ogro son excelentes aliados para la Horda de Hierro. Trata de hacer que se vayan, a la fuerza, si es necesario.",0,0,0,0,2,3,1,3,20,824,0,101,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
117,Robo de uñagrietas,Cresta Pirofrío,"Para debilitar al clan del Señor del Trueno, debemos eliminar a sus más salvajes guerreros, los jinetes uñagrieta. Ve a su campamento y libera sus monturas.",0,0,0,0,2,3,1,3,10,824,0,101,0,11,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
118,La corrupción se esparce,Valle Sombraluna,La magia vil corrompió a algunos ancestrales del Valle Sombraluna. Debes eliminarlos para acabar con su furia loca.,0,0,0,0,2,3,1,3,15,824,0,106,0,26,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
119,Corazón de la Horda de Hierro,Nagrand,"El clan Grito de Guerra es un símbolo del poder de la Horda de Hierro. Al abrigo de la noche, incendia su campamento. Esto acabará con su confianza.",0,0,0,0,2,3,1,2,15,824,0,104,0,11,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
120,Emboscada saberon,Nagrand,Las patrullas informaron que las bandas errantes de saberon están abordando a los mercaderes que viajan por Nagrand. Encuéntralos y detenlos.,0,0,0,0,2,3,1,2,10,824,0,104,0,29,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
125,Las plumas deben volar,Pináculos de Arak,"Los sacerdotes de la Garra arakkoa ya comenzaron a sacrificar draenei para su dios, Terokk. Interrumpe el ritual y libera a los prisioneros.",0,0,0,0,2,3,1,2,20,824,0,107,0,14,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
126,Culto a Sargeras,Talador,"En un extremo remoto de Talador, una pequeña fracción de draenei ha adoptado el culto a Sargeras. Detén este culto antes de que se esparza.",0,0,0,0,2,3,1,2,10,824,0,105,0,26,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
127,¡A la libertad!,Gorgrond,Los esclavistas ogros han capturado a muchos de los draenei desplazados por la Horda de Hierro. Envía a alguien a su campamento y libéralos.,0,0,0,0,2,3,1,2,15,824,0,103,0,12,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
128,Por las cabezas,Nagrand,"Sin su líder, el ataque de los altos ogros del que nos previnieron nuestros espías fallará. Envía a un asesino a matar a su señor de la guerra en Nagrand.",0,0,0,0,2,3,1,3,10,824,0,104,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
129,Secretos de Hojaluna,Valle Sombraluna,La corteza endurecida de los genesaurio y los botani ofrece la oportunidad de fortalecer nuestra armadura. Haz lo que se tenga que hacer.,0,0,0,0,2,3,1,3,10,824,0,106,0,20,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
130,Plaga devastadora,Pináculos de Arak,¡Plagas! Los devastadores están por doquier: ¡en nuestros suministros y cuarteles! Erradica su nido en los Pináculos de Arak antes de que nos invadan.,0,0,0,0,2,3,1,2,15,824,0,107,0,15,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
131,La furia de los infernales,Talador,"No es común ver a los infernales en Talador y nos gustaría que siguiera así. Entre más sean destruidos, mejor.",0,0,0,0,2,3,1,2,15,824,0,105,0,16,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
132,La mirada de basilisco,Pináculos de Arak,"Los basiliscos han convertido a algunos arakkoa de los Pináculos de Arak en piedra. Por macabro que sea, esta piedra es un valioso recurso. Reúnela con cuidado.",0,0,0,0,2,3,1,2,0,824,0,107,0,15,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
133,Territorio elemental,Cresta Pirofrío,Un grupo de elementales territoriales reclamó un área cerca de nuestra ruta de suministros en la Cresta Pirofrío. Mátalos y recupera los suministros perdidos.,0,0,0,0,2,3,1,2,0,824,0,101,0,18,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
135,Flora y fauna,Valle Sombraluna,"La magia negra anda suelta en el Valle Sombraluna, haciendo que se alcen criaturas enloquecidas y no naturales. Termina con su sufrimiento.",0,0,0,0,2,3,1,1,10,824,0,106,0,15,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
136,"Hechicería, te presento a la espada",Valle Sombraluna,Los lanzahechizos de Sombraluna están experimentando con magia del vacío inestable cerca del Observatorio Teluuna. Como si eso fuera a terminar bien.,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
137,Segador de malas hierbas,Valle Sombraluna,"Que no te engañen, solo son adorables hasta que te atrapan en enjambre y roen tu rostro.",0,0,0,0,2,3,1,1,10,824,0,106,0,26,31532,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
138,Un poco fresco,Cresta Pirofrío,"Últimamente, las planicies están más frías de lo usual. Descubre qué está causando este clima antes de que empiece a cobrar vidas.",0,0,0,0,2,3,1,1,10,824,0,101,0,18,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
139,Helado y delicioso,Cresta Pirofrío,"Hay elementales en abundancia en la Cresta Pirofrío. A los goren les encanta comerlos. Si los goren comen algo, heredan sus poderes. Nada bueno.",0,0,0,0,2,3,1,1,10,824,0,101,0,23,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
140,Señor de la Guerra,Cresta Pirofrío,"Los ogros Machacasangre han empezado a atacar los puestos de avanzada de la Horda, costándonos soldados y suministros. Creemos que es culpa del nuevo señor de la guerra.",0,0,0,0,2,3,1,1,10,824,0,101,0,12,31531,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
141,Angustia ancestral,Valle Sombraluna,"Es hora de cortar algunos árboles ancestrales. Solo los que estén corrompidos demoníacamente, si te importa. Al resto puedes abrazarlos si quieres.",0,0,0,0,2,3,1,1,10,824,0,106,0,20,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
142,Ningún enano se quedará atrás,Valle Sombraluna,Las fuerzas de Sombraluna secuestraron un chamán Martillo Salvaje cerca de El Bosque maldito. Rescata a nuestro imprudente aliado y trae a los orcos ante la justicia.,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
143,El vacío aullador,Valle Sombraluna,"Tenemos informes de Sombraluna merodeando la Arboleda Penumbra, envolviendo la tierra en magia infame. Interrumpe sus rituales oscuros a cualquier costo.",0,0,0,0,2,3,1,1,10,824,0,106,0,19,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
144,Silencia el trueno,Cresta Pirofrío,"Se han visto al norte grupos de caza Señor del Trueno. Organiza una emboscada en los riscos, ¡y demuéstrales de qué está hecha la verdadera Horda!",0,0,0,0,2,3,1,1,10,824,0,101,0,11,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
145,La sombra bajo nosotros,Cresta Pirofrío,El Consejo de la Sombra se abrió paso en una red de cuevas al oeste de la fortaleza. ¡No podemos permitirle tener un punto de apoyo en la región!,0,0,0,0,2,3,1,1,10,824,0,101,0,23,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
146,Abatimiento rylak,Cresta Pirofrío,Matar rylak desarrollados no disminuyó su número en lo más mínimo. Explora sus nidos y acaba con la amenaza de raíz.,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
147,Aflicción ancestral,Gorgrond,"Una extraña enfermedad se expande entre los ancestros de Gorgrond, volviéndolos locos. Destrúyelos antes de que la infección aumente.",0,0,0,0,2,3,1,1,10,824,0,103,0,20,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
148,Rompiendo la Roca Negra,Gorgrond,Los exploradores recuperaron un mapa de alijos de suplementos Roca Negra escondidos por todo Gorgrond. Destruirlos le daría un golpe mortal a nuestro enemigo.,0,0,0,0,2,3,1,1,10,824,0,103,0,11,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
149,Genesaurio voraz,Gorgrond,Los genesaurio de Gorgrond han cazado de más en su territorio y están asaltando los campos draenei en busca de comida. Atácalos y aléjalos.,0,0,0,0,2,3,1,1,10,824,0,103,0,20,31533,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
150,Pequeños mordedores,Gorgrond,Un grupo de goren se estableció en una valiosa cantera cercana. Necesitamos sacarlos si planeamos usar la cantera en el futuro.,0,0,0,0,2,3,1,1,10,824,0,103,0,22,27786,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
151,Fastidio gronnito,Gorgrond,Los gronnitos siguen interrumpiendo nuestros esfuerzos por expandirnos en Gorgrond. Necesitamos aminorar su número si queremos tener un punto de apoyo.,0,0,0,0,2,3,1,1,10,824,0,103,0,21,27786,34,93,0,1800,0,86400,35,400,0,0,0,0,1,0,0
152,Más seguro de cerca,Gorgrond,"Las armas de asedio de la Horda de Hierro son letales a cierta distancia, pero vulnerables de cerca. Fijar su armamento como objetivo con una pequeña fuerza puede ser sabio.",0,0,0,0,2,3,1,1,10,824,0,103,0,11,31534,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
153,Avistamiento shivaísta,Talador,Se han visto shivaístas en las afueras de Talador. Puede ser la primer ola de una incursión de la Legión Ardiente. La investigación está justificada.,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
154,Apetito de estalactita,Talador,Una cueva bajo una sección inhabitada de Talador se ha vuelto inestable por el apetito del goren en su interior. Debemos proteger a los que están arriba.,0,0,0,0,2,3,1,2,10,824,0,105,0,26,27787,34,94,0,1800,0,86400,35,500,0,0,0,0,1,0,0
155,Dirigiendo a la bandada,Talador,Un carismático alto sacerdote arakkoa está incitando a su congregación a atacar poblados cercanos en nombre de Terokk. Debemos defender a nuestros aliados.,0,0,0,0,2,3,1,1,10,824,0,105,0,14,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
156,Un llamado a la acción,Talador,"El poder absoluto corrompe, esa es la razón por la que debemos neutralizar a este poderoso brujo. Acábalo con extremo prejuicio.",0,0,0,0,2,3,1,1,10,824,0,105,0,11,27788,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
157,Zona libre de matones,Talador,"Desde Azeroth hasta Draenor, los matones y sus compinches son los mismos. Muéstrales a nuestros nuevos ""amigos"" cómo tratamos a los de su tipo en Azeroth.",0,0,0,0,2,3,1,1,10,824,0,105,0,12,27788,19,95,0,1800,0,86400,35,600,0,0,0,0,1,0,0
158,Solo puede haber uno,Talador,"Se dice que los ogron son la violencia encarnada, pero oí que a tus aliados les dicen lo mismo. Descubramos quién hace justicia a su fama.",0,0,0,0,2,3,1,1,10,824,0,105,0,17,31535,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
159,Duele tan bien,Pináculos de Arak,Los orcos Mano Destrozada aceptan el dolor porque dicen que los fortalece. Los hace muy fuertes y luego muy muertos.,0,0,0,0,2,3,1,1,10,824,0,107,0,11,27789,43,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
160,Machaca a los pálidos,Pináculos de Arak,"Los pálidos son unos desdichados retorcidos y cobardes, pero hasta los carroñeros pueden ser letales en un número suficiente. Aun así, es fácil de resolver, ¿no?",0,0,0,0,2,3,1,2,10,824,0,107,0,21,27789,19,96,0,2700,0,86400,35,700,0,0,0,0,1,0,0
161,Aplastar insectos,Pináculos de Arak,Los devastadores se reproducen rápido y comen cualquier cosa. Igual que los grillos. También son homicidas y alcanzan el tamaño de un caballo. A diferencia de los grillos.,0,0,0,0,2,3,1,1,10,824,0,107,0,15,27789,19,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
162,Irritado,Pináculos de Arak,"Nuestro ganado se perdió. El rastro lleva a los rylak. Lidia con la amenaza, pero no los tomes a la ligera.",0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,5400,0,86400,35,800,0,0,0,0,1,0,0
163,Golpe por golpe,Pináculos de Arak,"Una feroz serpiente alada parece actuar bajo las órdenes de un maestro invisible, agotando nuestras defensas. Busca y acaba con esta amenaza.",0,0,0,0,2,3,1,1,10,824,0,107,0,15,27790,19,97,0,2700,0,86400,35,800,0,0,0,0,1,0,0
164,Bajomano,Pináculos de Arak,Nuestros informantes en Mano Destrozada resultaron ser agentes dobles. Arregla una reunión encubierta y elimínalos.,0,0,0,0,2,3,1,1,10,824,0,107,0,11,31536,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
165,Protección de oleada,Nagrand,Los espíritus acuáticos succionadores de energía se están midiendo con nuestros lanzahechizos. Hora de traer a los refuerzos.,0,0,0,0,2,3,1,1,10,824,0,104,0,19,27791,19,98,0,7200,0,86400,35,900,0,0,0,0,1,0,0
166,Peritaje arcano,Nagrand,La causa de nuestro reciente letargo comunal se asocia a los hechiceros Gran Magullador. Encuéntralos y pon fin a sus siniestros ritos arcanos.,0,0,0,0,2,3,1,2,10,824,0,104,0,12,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
167,Canto del cisne Grito de Guerra,Nagrand,¡El chamán Grito de Guerra lanzó un hechizo para abrir un abismo bajo nuestros pies! ¡Mátalos antes de que se acabe la arena de nuestros relojes!,0,0,0,0,2,3,1,1,10,824,0,104,0,11,31537,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
168,Matanza de ogros,Nagrand,"Los altos guerreros ogros están en formación de batalla, gritando que van a ""destruir a los intrusos"". ¿Crees que se refieran a nosotros?",0,0,0,0,2,3,1,1,10,824,0,104,0,12,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
169,Anhelo ardiente,Nagrand,Los orcos Filo Ardiente están atacando a los buscatesoros de Oshu'gun y saqueando sus cristales. ¿Podrían estarse preparando para un ritual oscuro?,0,0,0,0,2,3,1,2,10,824,0,104,0,26,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
170,Lo que el gronn se llevó.,Nagrand,¡Nuestros exploradores desaparecieron sin dejar huella! La última vez se les vio entrando a tierras gronn. Averigua qué les pasó.,0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
171,Espíritus inquietos,Valle Sombraluna,El Valle Sombraluna está embrujado con espíritus de orcos que sueltan golpes en su confusión e ira. Nadie está seguro hasta que los pongan a descansar.,0,0,0,0,2,3,1,1,10,824,0,106,0,26,33098,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
172,El efecto observador,Cresta Pirofrío,Los orcos Señor del Trueno se están volviendo audaces: sus exploradores siguen a grupos de la Horda con poco sigilo o miedo. Esa arrogancia merece una respuesta.,0,0,0,0,2,3,1,1,10,824,0,101,0,11,33097,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
173,Patrulla vainita,Valle Sombraluna,Las vainitas caprichosas robaron un cajón de nuestros elixires de crecimiento gigantesco. Recupera las pociones antes de que las criaturas las consuman y anden sueltas.,0,0,0,0,2,3,1,1,0,824,0,106,0,26,33098,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
174,Inteligencia Roca Negra,Cresta Pirofrío,Se ha visto mensajeros Roca Negra cruzando por la región. Cualquier misiva que traigan puede ser invaluable para nuestra causa.,0,0,0,0,2,3,1,1,0,824,0,101,0,11,33097,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
175,Rompe sus cadenas,Gorgrond,Los esclavistas ogros secuestran a nuestros aliados para pelear en sus arenas. Finge ser un gladiador y libera a los luchadores reticentes.,0,0,0,0,2,3,1,1,0,824,0,103,0,12,27788,19,92,0,2700,0,86400,50,300,0,0,0,0,1,0,0
176,Ogron está en evidencia,Gorgrond,Sabemos que los ogron atacarán pronto porque nos lo dijeron. Nadie dijo que fueran listos. Detenlos antes de que hagan un daño real.,0,0,0,0,2,3,1,1,0,824,0,103,0,22,27788,19,93,0,2700,0,86400,35,400,0,0,0,0,1,0,0
