ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1261,Alfanje de plata de amo del saqueo,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Alfanje de plata de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Resplandece de forma perfecta al sol cuando lo sostienes en alto.""",23,36,5581315,0,0,439384
1262,Bufas con borlas de amo del saqueo,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Bufas con borlas de amo del saqueo.|n|nTambién desbloquea el atuendo de Bisoño corpulento en Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro.",23,37,5559634,0,0,439380
1263,Tricornio de almirantazgo de amo del saqueo,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia Tricornio de almirantazgo de amo del saqueo.|n|n""Un fino yelmo emplumado hecho a medida para tu cabeza.""",23,38,5559631,0,0,439355
1264,Loro pirata,"|cFF00ccffMontura de Dragonflight|r|n|nDesbloquea la montura de dracoequitación Loro pirata.|n|n""El capitán te ha cedido su propio loro enorme y temperamental. ¡Buena suerte!""",23,39,5578050,0,0,437164
1265,Amo del saqueo,"|cFF00ccffTítulo de Dragonflight|r|n|nDesbloquea el título Amo del saqueo.|n|n""El capitán te ha otorgado el título 'Amo del saqueo'. ¡Que todo aquel que te desafíe se hunda en las profundidades del mar!""",23,40,4203076,0,0,439552
1266,Félix,"|cFF00ccffMascota de Dragonflight|r|n|cFF1eff00Mascota de Plunderstorm|r|n|nDesbloquea la mascota Félix. En Plunderstorm, Da'kash Registro Siniestro puede invocar a tu mascota por ti.|n|n""Está muy emocionado de estar aquí"".",23,6,237309,0,1,439475
1267,Bisoño,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Bisoño"" en Plunderstorm con Da'kash Registro Siniestro.|n|n""¡El capitán te ha declarado un ""bisoño"" oficial!""",23,2,1063033,0,1,438007
1268,Espadachín,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Espadachín"" en Plunderstorm con Da'kash Registro Siniestro.|n|n""Has demostrado tu capacidad con la espada""",23,10,2060684,0,1,438036
1269,Bucanero,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Bucanero"" en Plunderstorm con Da'kash Registro Siniestro.|n|n""¡Eres una fuerza temible en la tormenta!""",23,20,2055037,0,1,438034
1270,Contramaestre,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Contramaestre"" en Plunderstorm con Da'kash Registro Siniestro.|n|n""¡Tu predilección por el saqueo es legendaria!""",23,30,2055032,0,1,438029
1271,Un pequeño tricornio emplumado,"|cFF00ccffAmigo de Dragonflight|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nCuando lo invoquen, Pepe aparecerá vestido a veces como un amo del saqueo. Para invocar al pequeño capitán en Plunderstorm, consulta a Da'kash Registro Siniestro.",23,24,1044996,0,1,438055
1272,Señal de advertencia salobre,"|cFF00ccffJuguete de Dragonflight|r|n|nDesbloquea el juguete Señal de advertencia salobre.|n|n""Perfecto para crear tu propio lugar de reunión para piratas.""",23,16,2055035,0,1,443715
1273,Un paquete estampillado con un barril,|cFF00ccffMisión de Dragonflight|r|n|nUna nueva misión aguarda a los personajes de nivel 70 en Valdrakken en las Islas Dragón.,23,5,236664,0,1,443716
1274,Tenacitas,"|CFFa335eeMascota de Classic|r|n|nDesbloquea la mascota Tenacitas el Saqueador en Wrath of the Lich King: Classic.|n|n""¡Cuidado con la punta afilada!""",23,11,5559624,0,1,440575
1275,Loro pirata,|CFFa335eeMontura de Classic|r|n|nDesbloquea la montura voladora Loro pirata en Wrath of the Lich King: Classic.,23,39,5578050,0,1,440578
1311,Monóculo de amo del saqueo,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia Monóculo de amo del saqueo.|n|n""El elemento ideal para ver con un solo ojo.""",23,38,5689350,0,0,443376
1312,Tabardo de amo del saqueo,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia Tabardo de amo del saqueo.|n|n""Has demostrado ser un auténtico bucanero, y te has ganado un lugar en el corazón del capitán Pata de Barril. Exhibe el favor de tu capitán con orgullo.""",23,40,5690395,0,1,443375
