Name_lang,Description_lang,ID,UiTextureAtlasElementID,TraitTreeID
Líder de manada,"Los líderes de la manada han desarrollado un profundo vínculo con sus compañeros animales e incluso con la naturaleza, lo que permite que el cazador y su manada ataquen con brutal coordinación en el campo de batalla e invoquen bestias poderosas para que los ayuden.",43,27068,774
Forestal oscuro,Abrazas el odio y el golpe desde las Sombras para atacar a tus enemigos con habilidades necróticas y potenciadas por las sombras. Los enemigos que caen ante tus habilidades potencian más tus energías ocultas.,44,26679,774
Templario,Los Templarios son imparables a la hora de enfrentar a los malvados e impartir justicia. Invocan martillos de Luz y desatan combinaciones devastadoras de ataques físicos y sagrados para derrotar a sus enemigos.,48,26681,790
Fragualuz,Los Fragualuz han desarrollado un control tan superior sobre la Luz que pueden darle forma y usar construcciones para potenciar sus armas y defensas y para proteger a sus aliados.,49,26680,790
Heraldo del Sol,"Los Heraldos del Sol desarrollan un profundo vínculo con el sol y la energía solar, lo que les permite quemar a los enemigos y cauterizar las heridas de sus aliados. Pueden manifestar potentes rayos solares cuando su conexión con la Luz llega al máximo.",50,26702,790
Tramposo,Los trucos sucios y las espadas veloces están a la orden del día cuando un Tramposo entra a la pelea. Los Tramposos distraen a los adversarios con fintas de espadas y después los hieren con una hoja que nunca vieron.,51,27018,852
Sinoatado,"Los Sinoatados son apasionados cuando actúan como la Mano del Destino y siembran el caos en planes bien concebidos. Guiados por los caprichos de una moneda sinoatada, les dan a sus enemigos al final que merecen.",52,27433,852
Mortacechador,"Los mortacechadores, los presagistas de la muerte, atacan desde las sombras para aniquilar rápidamente a sus objetivos.",53,27432,852
Totémico,"Los chamanes totémicos destacan a la hora de liberar todo el poder de sus tótems, fortalecerlos y acceder a otros nuevos. También perfeccionaron sus habilidades de infusión para conservar la amenaza en el combate cuerpo a cuerpo.",54,26703,786
Portador de tormentas,"Los portadores de tormentas canalizan el poder de la tormenta para potenciar su dominio sobre los relámpagos y doblegarla a su voluntad. Invoca una violenta Tempestad que desata el caos sobre tus enemigos, despierta a la tormenta y crea un camino de destrucción.",55,26683,786
Clarividente,Explota tu magia espiritual para mejorar tus lanzamientos de hechizos y potenciar tu capacidad de invocar a los espíritus de tus ancestros para que acudan a ayudarlos a ti y a tus aliados en combate.,56,27019,786
Cosechador de almas,"Pocos comprenden el poder que guardan las almas, pero muchos conocen el hambre que el espíritu de los caídos despierta en los demonios. Los Cosechadores de almas firman pactos con demonios del Vacío Abisal y se comprometen a alimentarlos con las almas de sus rivales a cambio de un poder increíble.",57,27530,720
Clamainfierno,"Entre las sectas de sátiros de todo Azeroth, los clamainfierno son los más temidos. Los brujos clamainfierno han aprendido a manipular la más nefasta magia de las sombras y el fuego vil entrópico a costa de corromper su propia alma.",58,27746,720
Diabolista,La derrota de la Legión dejó libres a muchos demonios poderosos. Los Diabolistas están al mando de demonios superiores que antes se consideraban incontrolables y dominan poderes vastos del Vacío Abisal en el campo de batalla.,59,26935,720
Destripador,Un guerrero despiadado que fija la mirada en un objetivo y lo persigue sin descanso. Abruma a sus enemigos con un embate de fuerza y acero.,60,26704,850
Señor feudal montés,"Los Señores feudales monteses son fieros luchadores que viven para ponerse a prueba contra oponentes dignos. Con la fuerza de la tierra y el poder de la tormenta, asestan golpes que impactan como un trueno para abrumar a sus enemigos.",61,26684,850
Coloso,Un veterano que vivió innumerables batallas y sobrevive a ataques que matarían a cualquiera con su pericia para asestar los golpes más poderosos y aplastar a sus enemigos.,62,26765,850
Conducto de los Celestiales,Los Conductos de los Celestiales se consagran a las enseñanzas de los Augustos Celestiales para encarnar su sabiduría y aprovechar su fortaleza. Los Conductos Maestros pueden canalizar brevemente el poder de todos los Celestiales a la vez.,64,27069,1000
Shadopan,Los Shadopan aprenden de sus antepasados y se enfrentan a sus enemigos con orgullo para defender a su familia y amigos. Ganan tiempo para cargar su poder antes de desatar un aluvión de golpes que aplasta a sus oponentes.,65,27070,1000
Maestro de la armonía,"Los Maestros de la armonía aspiran a la perfección física y el refinamiento del cuerpo para lograr la fuerza absoluta, lo que les permite sacar provecho del flujo de chi y de los ciclos naturales de poder.",66,27745,1000
Portador de tormentas,"Los portadores de tormentas canalizan el poder de la tormenta para potenciar su dominio sobre los relámpagos y doblegarla a su voluntad. Invoca una violenta Tempestad que desata el caos sobre tus enemigos, despierta a la tormenta y crea un camino de destrucción.",70,26683,1033
Totémico,"Los chamanes totémicos destacan a la hora de liberar todo el poder de sus tótems, fortalecerlos y acceder a otros nuevos. También perfeccionaron sus habilidades de infusión para conservar la amenaza en el combate cuerpo a cuerpo.",71,26703,1033
Clarividente,Explota tu magia espiritual para mejorar tus lanzamientos de hechizos y potenciar tu capacidad de invocar a los espíritus de tus ancestros para que acudan a ayudarlos a ti y a tus aliados en combate.,72,27019,1033
Portador de tormentas,"Los portadores de tormentas canalizan el poder de la tormenta para potenciar su dominio sobre los relámpagos y doblegarla a su voluntad. Invoca una violenta Tempestad que desata el caos sobre tus enemigos, despierta a la tormenta y crea un camino de destrucción.",73,26683,1034
Totémico,"Los chamanes totémicos destacan a la hora de liberar todo el poder de sus tótems, fortalecerlos y acceder a otros nuevos. También perfeccionaron sus habilidades de infusión para conservar la amenaza en el combate cuerpo a cuerpo.",74,26703,1034
Clarividente,Explota tu magia espiritual para mejorar tus lanzamientos de hechizos y potenciar tu capacidad de invocar a los espíritus de tus ancestros para que acudan a ayudarlos a ti y a tus aliados en combate.,75,27019,1034
PH,¡Daño!,79,24179,1054
PH,¡Protección!,80,24199,1054
Tanque,"Brann deposita su confianza en sus aliados, la tecnología avanzada que encuentra y su infalible escopeta para lanzarse al frente de batalla.",81,24199,874
Tanque,"Brann deposita su confianza en sus aliados, la tecnología avanzada que encuentra y su infalible escopeta para lanzarse al frente de batalla.",82,24199,1060
Sanador,Brann usa sus suministros médicos y las reliquias recolectadas para sanar a los jugadores heridos.,83,24186,1060
DPS,Brann derriba enemigos desde lejos empuñando la vieja y confiable.,84,24179,1060
Sanador,Brann usa sus suministros médicos y las reliquias recolectadas para sanar a los jugadores heridos.,98,24186,1151
Tanque,"Brann deposita su confianza en sus aliados, la tecnología avanzada que encuentra y su infalible escopeta para lanzarse al frente de batalla.",99,24199,1151
DPS,Brann derriba enemigos desde lejos empuñando la vieja y confiable.,100,24179,1151
