Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
La Condesa te considera: %s.,,,371,2449,604882,0
Alexandros Mograine te considera: %s.,,,372,2450,604882,0
La Capitana de los Cazadores Korayn te considera: %s.,,,373,2451,604882,0
El polemarca Adrestes te considera: %s.,,,375,2452,604882,0
Rendle y Garrotero te consideran: %s.,,,376,2453,604882,0
Chufa te considera: %s.,,,377,2454,604882,0
El guardián de criptas Kassir te considera: %s.,,,379,2455,604882,0
La droman Aliothe te considera: %s.,,,381,2456,604882,0
El gran maestro Vole te considera: %s.,,,382,2457,604882,0
Kleia y Pelagos te consideran: %s.,,,383,2458,604882,0
Sika te considera: %s.,,,384,2459,604882,0
Cefalopétreo te considera: %s.,,,385,2460,604882,0
El maestro de plagas Marileth te considera: %s.,,,387,2461,604882,0
Has alcanzado la reputación %s con los Maestros de puntadas.,,,389,2462,604882,8
Has alcanzado la reputación %s con Marasmius.,,,390,2463,604882,8
Tu tropa ha alcanzado la reputación %s con la Corte de la Noche.,,,391,2464,604882,8
Rango %s,El Conocimiento fragmentado ha aumentado en %d.,,392,2469,3762255,24
Investigación: %s,,,393,2472,4191562,16
Wrathion considera que tu tropa es %s.,,Tu tropa ahora es considerada %s de Wrathion.,396,2517,604882,0
Sabellian considera que tu tropa es %s.,,Tu tropa ahora es considerada %s de Sabellian.,397,2518,604882,0
Alcanza la reputación %s con la Sociedad de Artesanos de las Islas Dragón.,,,398,2544,604882,0
Nivel de poder arcano de la Asamblea Cobalto: %s,El poder arcano de la Asamblea Cobalto aumenta.,El nivel de poder arcano de la Asamblea Cobalto ahora es %s.,400,2550,4191562,0
Briggul te considera un entrenador de caracoles %s.,,,408,2568,604882,0
Soridormi considera que tu tropa es %s.,,Ahora Soridormi te considera %s.,411,2553,604882,0
Brann Barbabronce ha alcanzado el %s.,Brann Barbabronce ha obtenido %d p. de experiencia.,Brann Barbabronce ha alcanzado el %s.,412,2640,604882,1
"La viuda Arak'nai, que una vez fue la tejedora real, ahora observa cuidadosamente su antiguo hogar con ojo crítico. Gracias a su red de orfarañas y espías, hay pocas cosas que se le escapan.",,Tu reputación con la Tejedora ahora es %s.,416,2601,5862764,0
"Si bien antes fue el líder militar más reconocido de Azj-Kahet, Anub'azal fue reemplazado por uno de los ascendidos favoritos de Ansurek. Esto no puede quedar así.",,Tu reputación con el General ahora es %s.,417,2605,5862762,0
"El ejecutor Nizrek pasa los días como el consejero más fiel de la reina Ansurek, en una posición verdaderamente peligrosa. Afortunadamente, Ansurek aún no ha descubierto que él también se dedica a ponerle fin a su reinado.",,Tu reputación con el Visir ahora es %s.,418,2607,5862763,4
Has obtenido el rango de archivista %s.,,Ahora tienes el rango de archivista %s.,419,2615,1391545,0
