ID,Name_lang,Description_lang,DescriptionShort_lang,Icon,Order,ChrRacesID
512,Gastronomía,Aumenta la habilidad en cocina.,Aumenta la habilidad en cocina,571693,3,24
513,Mullido,Usa Mullido y recibe menos daño de caída.,Recibes menos daño por caída,572033,4,24
514,Furia sangrienta,Puede enfurecerse para aumentar el daño.,Te enfureces para aumentar el daño,135726,0,2
515,Firmeza,Resistencia a los efectos de aturdimiento.,Resistencia a los efectos de aturdimiento,133125,1,2
516,Ordenar,Aumenta el daño infligido con mascotas.,Aumenta el daño infligido con mascotas,132366,2,2
517,Pisotón de guerra,Puede dar un pisotón que aturde a los enemigos cercanos.,Das un pisotón que aturde a los enemigos cercanos,132368,0,6
518,Robustez,Aumenta el aguante.,Aumenta el aguante,136112,1,6
519,Cultivo,Aumenta la velocidad y habilidad en herboristería.,Aumenta la velocidad y habilidad en herboristería,133938,2,6
520,Resistencia a la naturaleza,Resistente al daño de naturaleza.,Resistente al daño de naturaleza,136094,3,6
521,Mole,Aumenta el efecto de golpes críticos.,Aumenta el efecto de golpes críticos,134174,4,6
522,Rabiar,La rabia aumenta la velocidad de ataques y hechizos.,La rabia aumenta la velocidad de ataques y hechizos,135727,0,8
523,Regeneración,Aumenta la regeneración.,Aumenta la regeneración,136077,1,8
524,Matanza de bestias,Aumenta la experiencia que se obtiene al matar bestias.,Aumenta la experiencia que se obtiene al matar bestias,134357,2,8
525,La marcha vudú,Reduce la duración de los efectos de reducción de movimiento.,Reduce la duración de los efectos de reducción de movimiento,134231,3,8
526,Afinidad arcana,Aumenta la habilidad de encantamiento.,Aumenta la habilidad de encantamiento,132876,0,10
527,Torrente arcano,"Puede restaurar recursos, como maná o energía.",Restaura recursos como maná o energía,136222,1,10
528,Torrente arcano,Puede disipar hechizos de los enemigos cercanos.,Disipa enemigos cercanos,136222,2,10
529,Resistencia a lo arcano,Resistente al daño arcano.,Resistente al daño arcano,136120,3,10
530,Salto con cohete,Puede saltar con cohete hacia delante.,Salta con cohete hacia delante,370769,0,9
531,Tromba de cohetes,Puede lanzar cohetes a los enemigos.,Lanza cohetes a los enemigos,133032,1,9
532,Los mejores precios del mercado,Recibe descuentos de vendedores.,Recibe descuentos de vendedores,369760,2,9
533,Hobgoblin de bolsillo,Puede invocar un banco personal de forma periódica.,Invoca un banco personal,370211,3,9
534,El tiempo es oro,Aumenta la celeridad.,Aumenta la celeridad,369214,4,9
535,Es cuestión de química,Aumenta la sanación de pociones y la habilidad de alquimia.,Aumenta la sanación de pociones y la habilidad de alquimia,370670,5,9
606,Elevarse / Planear,Usa tus alas para planear por los aires y elevarte en lugares altos.,Usa tus alas para planear por los aires y elevarte en lugares altos.,4622485,0,52
607,Despegue acelerado,Usa la cielonáutica para llegar a nuevas alturas y alzar vuelo más a menudo,Usa la cielonáutica para llegar a nuevas alturas y alzar vuelo más a menudo,4622483,1,52
608,Sacudida de alas,Repele a los enemigos con tus alas.,Repele a los enemigos con tus alas,4622486,2,52
609,Despierto,Maestría aumentada.,Maestría aumentada.,4622481,3,52
610,Ojo entrenado,Encuentras componentes raros adicionales durante la recolección.,Encuentras componentes raros adicionales durante la recolección,4630415,4,52
611,Elevarse / Planear,Usa tus alas para planear por los aires y elevarte en lugares altos.,Usa tus alas para planear por los aires y elevarte en lugares altos.,4622485,0,70
612,Despegue acelerado,Usa la cielonáutica para llegar a nuevas alturas y alzar vuelo más a menudo,Usa la cielonáutica para llegar a nuevas alturas y alzar vuelo más a menudo,4622483,1,70
613,Sacudida de alas,Repele a los enemigos con tus alas.,Repele a los enemigos con tus alas,4622488,2,70
614,Despierto,Maestría aumentada.,Maestría aumentada.,4622481,3,70
615,Ojo entrenado,Encuentras componentes raros adicionales durante la recolección.,Encuentras componentes raros adicionales durante la recolección,4630415,4,70
616,Oleada de azerita,Inflige daño de fuego a los enemigos y sana a tus aliados.,Inflige daño de fuego a los enemigos y sana a tus aliados.,5788297,0,84
617,Ingerir minerales,Come gemas para estar Bien alimentado indefinidamente.,Come gemas para estar Bien alimentado,5788301,1,84
618,Hiperproductividad,"Aumenta la delicadeza, lo que otorga una oportunidad de recoger materiales adicionales.",Probabilidad de recoger materiales adicionales.,5788298,2,84
619,Estructura forjada por los titanes,Aumenta la armadura.,Aumenta la armadura,5788302,3,84
620,Maravilla asombrosa,Otorga más experiencia de exploración.,Aumenta la experiencia de exploración,5788303,4,84
621,Oleada de azerita,Inflige daño de fuego a los enemigos y sana a tus aliados.,Inflige daño de fuego a los enemigos y sana a tus aliados.,5788297,0,85
622,Ingerir minerales,Come gemas para estar Bien alimentado indefinidamente.,Come gemas para estar Bien alimentado,5788301,1,85
623,Hiperproductividad,"Aumenta la delicadeza, lo que otorga una oportunidad de recoger materiales adicionales.",Probabilidad de recoger materiales adicionales.,5788298,2,85
624,Estructura forjada por los titanes,Aumenta la armadura.,Aumenta la armadura,5788302,3,85
625,Maravilla asombrosa,Otorga más experiencia de exploración.,Aumenta la experiencia de exploración,5788303,4,85
634,Contemplación silenciosa,Actívala para restaurar salud y maná mientras estás fuera de combate.,Restaura salud y maná fuera de combate,1499566,5,84
635,Contemplación silenciosa,Actívala para restaurar salud y maná mientras estás fuera de combate.,Restaura salud y maná fuera de combate,1499566,5,85
