Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
Feral,Feral,"Adopta la forma de un gran felino para infligir daño mediante sangrados y mordeduras.

Arma preferida: bastón y arma de asta",103,11,1,0,2,260,132115,3,363,77493,0
Guardián,Guardián,"Adopta la forma de un imponente oso para absorber el daño y proteger a los aliados.

Arma preferida: bastón y arma de asta",104,11,2,0,0,4,132276,3,363,155783,0
Restauración,Restauración,"Canaliza magia de naturaleza poderosa para regenerar y revitalizar a los aliados.

Arma preferida: bastón, daga y maza",105,11,3,0,1,3,136041,0,363,77495,0
Sangre,Sangre,"$gUn guardián oscuro:Una guardiana oscura; que manipula y corrompe la energía vital para sostenerse frente al ataque del enemigo.

Arma preferida: Hacha, maza, espada de dos manos",250,6,0,0,0,4,135770,5,0,77513,0
Escarcha,Escarcha,"$gUn presagista de fatalidad gélido:Una presagista de fatalidad gélida; que canaliza el poder rúnico y asesta golpes feroces.

Armas preferidas: Hachas, mazas, espadas dobles",251,6,1,0,2,4,135773,5,0,77514,0
Profano,Profano,"$gUn maestro:Una maestra; de la muerte y la descomposición que extiende infecciones y controla esbirros no-muertos.

Arma preferida: hacha, maza, espada de dos manos",252,6,2,0,2,68,135775,5,0,77515,0
Bestias,Bestias,"$gUn maestro:Una maestra; de lo salvaje que puede domesticar una gran variedad de bestias para que $glo:la; ayuden en combate.

Arma preferida: arco, ballesta y arma de fuego",253,3,0,0,2,66,461112,2,0,76657,0
Puntería,Puntería,"$gUn tirador experto:Una tiradora experta; que se especializa en derribar a sus enemigos desde lejos.

Arma preferida: arco, ballesta y arma de fuego",254,3,1,0,2,2,236179,2,0,193468,0
Supervivencia,Supervivencia,"$gUn forestal:Una forestal; versátil que utiliza explosivos y veneno animal, y lanza ataques coordinados con su bestia.

Arma preferida: arma de asta y bastón",255,3,2,0,2,260,461113,2,0,263135,0
Disciplina,Disciplina,"Azota a los enemigos para proteger a los aliados del daño y curar sus heridas.
Arma preferida: bastón, varita, daga, maza.",256,5,0,0,1,67,135940,0,353,271534,0
Sagrado,Sagrado,"$gUn sanador:Una sanadora; versátil que puede revertir el daño infligido y que sana incluso desde el más allá.

Arma preferida: bastón, varita, daga y maza",257,5,1,0,1,3,237542,0,353,77485,0
Sombra,Sombra,"Usa magia de las sombras siniestra y magia del Vacío temible para erradicar a sus enemigos.

Arma preferida: bastón, varita, daga y maza",258,5,2,0,2,11,136207,0,353,343690,0
Asesinato,Asesinato,"$gUn maestro:Una maestra; letal de venenos que se deshace de sus víctimas con golpes brutales de dagas.

Arma preferida: dagas",259,4,0,0,2,68,236270,3,0,76803,0
Forajido,Forajido,"$gUn fugitivo despiadado:Una fugitiva despiadada; que usa su sagacidad y agilidad para enfrentarse cara a cara con sus enemigos.

Armas preferidas: hachas, mazas, espadas y armas de puño",260,4,1,0,2,4,236286,3,0,76806,0
Sutileza,Sutileza,"$gUn acechador oscuro:Una acechadora oscura; que ataca desde las sombras para tomar a su víctima por sorpresa.

Armas preferidas: dagas",261,4,2,0,2,4,132320,3,0,76808,0
Elemental,Elemental,"$gUn taumaturgo:Una taumaturga; que canaliza las fuerzas destructivas de la naturaleza y de los elementos.

Arma preferida: maza o daga y escudo",262,7,0,0,2,75,136048,0,369,168534,0
Mejora,Mejora,"$gUn guerrero totémico:Una guerrera totémica; que ataca con armas imbuidas con poder elemental.

Armas preferidas: Dos hachas, mazas, o armas de puño",263,7,1,0,2,260,237581,2,369,77223,0
Restauración,Restauración,"$gUn sanador:Una sanadora; que invoca espíritus ancestrales y el poder purificador del agua para sanar a sus aliados.

Arma preferida: maza o daga y escudo",264,7,2,0,1,3,136052,0,369,77226,0
Aflicción,Aflicción,"$gUn maestro:Una maestra; de la magia de las sombras que usa hechizos de drenado y de daño con el tiempo.

Arma preferida: bastón, varita, daga y espada",265,9,0,0,2,67,136145,0,357,77215,0
Demonología,Demonología,"$GUn:Una; comandante de demonios que retuerce las almas de su ejército para atacar con un poder devastador.

Arma preferida: bastón, varita, daga y espada",266,9,1,0,2,3,136172,0,357,77219,0
Destrucción,Destrucción,"$gUn maestro:Una maestra; del caos que invoca el poder del fuego para hacer arder a sus enemigos y destrozarlos.

Arma preferida: bastón, varita, daga y espada",267,9,2,0,2,3,136186,0,357,77220,0
Maestro cervecero,Maestro cervecero,"$gUn luchador:Una luchadora; tenaz que usa movimientos impredecibles y brebajes místicos para evitar el daño y proteger aliados.

Arma preferida: bastón, arma de asta",268,10,0,0,0,4,608951,2,618,117906,0
Viajero del viento,Viajero del viento,"$gUn:Una; especialista en artes marciales sin igual que asesta a sus enemigos golpes de manos y puños.

Armas preferidas: armas de puño, hachas, mazas y espadas",269,10,2,0,2,68,608953,2,618,115636,0
Tejedor de niebla,Tejedor de niebla,"$gUn sanador:Una sanadora; que domina el arte de manipular las energías vitales con la ayuda del dragón de jade.

Arma preferida: bastón, maza y espada",270,10,1,0,1,5,608952,0,618,117907,0
Ferocidad,Ferocidad,"Llevadas por una rabiosa perseverancia al cazar, estas bestias carnívoras son imparables. Hasta la muerte es temporal para ellos.",535,0,0,0,2,32,236159,0,0,0,0
Astucia,Astucia,Criaturas astutas que pueden mitigar hábilmente golpes letales infligidos a ellos mismos y a sus aliados.,536,0,2,2,2,32,132150,0,0,0,0
Tenacidad,Tenacidad,"Defensores leales y veteranos que, sin dudarlo, protegen a sus aliados con sus pellejos gruesos y sus exteriores protectores.",537,0,1,1,0,32,132121,0,0,0,0
Caos,Caos,"$gUn inquietante maestro:Una inquietante maestra; de las gujas de guerra y el poder destructivo de la magia vil.

Armas preferidas: gujas de guerra, espadas, hachas, armas de puño",577,12,0,0,2,68,1247264,3,364,185164,0
Venganza,Venganza,"Se entrega al demonio interior para incinerar a sus enemigos y proteger a sus aliados.

Armas preferidas: gujas de guerra, espadas, hachas, armas de puño",581,12,1,0,0,4,1247265,3,364,203747,0
Inicial,Inicial,,1444,7,4,0,2,3,136048,0,369,0,0
Inicial,Inicial,,1446,1,4,0,2,68,132355,5,0,0,0
Inicial,Inicial,,1447,11,4,0,2,331,136096,0,363,0,0
Inicial,Inicial,,1448,3,4,0,2,66,461112,2,0,0,0
Inicial,Inicial,,1449,8,4,0,2,67,135846,0,362,0,0
Inicial,Inicial,,1450,10,4,0,2,68,608953,2,618,0,0
Inicial,Inicial,,1451,2,4,0,2,68,135873,5,0,0,0
Inicial,Inicial,,1452,5,4,0,1,67,135940,0,353,0,0
Inicial,Inicial,,1453,4,4,0,2,68,236270,3,0,0,0
Inicial,Inicial,,1454,9,4,0,2,67,136145,0,357,0,0
Inicial,Inicial,,1455,6,4,0,2,68,135775,5,0,0,0
Inicial,Inicial,,1456,12,4,0,2,68,1247264,3,364,0,0
Inicial,Inicial,,1465,13,4,0,2,3,4574311,0,0,0,0
Devastación,Devastación,"Emana el poder innato en forma de llamas rojas o magia azul concentrada para cubrir el campo de batalla con destrucción.

Arma preferida: bastón, espada, daga, maza",1467,13,0,0,2,67,4511811,0,0,362980,0
Preservación,Preservación,"Invoca el Sueño Esmeralda para rejuvenecer la vida y las arenas del tiempo de bronce para prevenir el daño.

Arma preferida: bastón, espada, daga, maza",1468,13,1,0,1,3,4511812,0,0,363510,0
Aumento,Aumento,"Imbuye a los aliados con el poder de los dragones negros y curva el tiempo y el destino en su favor con la magia de bronce.

Arma preferida: bastón, espada, daga, maza",1473,13,2,0,2,3,5198700,0,0,406380,0
Aventurero,Aventurera,,1478,14,4,0,2,2,2055034,4,0,0,0
