ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
249,Brazalete grabado de Angustia colectiva,512,13775
250,Guardahombros de medio gigante,8,13776
251,Pretina de Mirada oscura,64,13777
253,Bufas del señor de la calamidad caído,8,13779
254,Cordón de la teoría del caos,64,13780
255,Núcleo vil errático,2048,13781
256,Colgante de bombardero vil,4,13782
258,Avambrazos perdidos de profanador,512,13784
259,Latigazo de llamas viles espiraladas,64,13785
260,Grillete de alma agostada,512,13786
261,Ajustador de envenenador tóxico,64,13791
262,Leotardos de entrenamiento de la familia Zoldyck,128,13796
263,Aro del crepusculante,2048,13797
264,Pretina calada de mimbre verde,64,13798
265,Brazalete de astucia,512,13799
266,Manto de celeridad,8,13789
267,Avambrazos de silbido de pájaro,512,13800
268,Finalización,32,13801
269,Visión retorcida de Akaari,2,13802
270,Secuelas podridas,128,13803
271,Sobreveste de sombras mortales,64,13804
273,Guardahombros siempreardientes,8,13810
274,Yugo solemne de Angustia colectiva,512,13775
275,Vestiduras de La hora más oscura,128,13778
276,Guardahombros de bombardero vil,8,13782
277,Permaardor,0,13810
278,Medallón de la Llama de la Oscuridad ornamentado,4,13783
280,Ciclo del caos sin fin,64,13780
282,Manto del crepúsculo y el amanecer,8,13697
283,Guardarrenes de Transferencia desenfrenada,64,13833
284,Quijotes de finalización,128,13834
285,Quijotes del hambre insaciable,128,13835
286,Guardarrenes de la abominación,64,13832
287,Guardarrenes de gloria,64,13836
288,Yelmo de los pecaminosos,2,13837
289,Cordón de indulgencia pecaminosa,64,13839
290,Ataduras del enjambre colérico,512,13841
291,Talismán de afinidad de almas,4,13844
292,Leotardos de Espíritus celestiales,128,13846
293,Ataduras de Enjambre de langostas,512,13841
294,Guardarrenes de Claridad resonante,64,13851
295,Guardarrenes de Resonancia divina,64,13853
296,Espaldares del Mazo de lealtad,8,13854
297,Bufas de Matanza abrasadora,8,13857
298,Brazales de Ascuas radiantes,512,13853
299,Leotardos de las estaciones de abundancia,128,13861
300,Broche del Pacto de Bwonsamdi,64,13862
301,Brazales del Pacto de Bwonsamdi,512,13863
302,Espaldares de la abundancia,8,13866
303,Amuleto de Escisión elemental,4,13867
304,Cubremuñecas de conductividad elemental,512,13869
305,Cinturón de los Fragmentos de aniquilación,64,13871
306,Manijas de Cartera de alma decadente,1024,13872
307,Guardahombros de energía explosiva perpetua,8,13873
308,Pretina del acecho de almas,64,13874
309,Caperuza de anillas de municiones,2,13875
310,Musleras de cable navaja,128,13877
312,Guardamuñecas de la abominación,512,13832
313,Guardarrenes de Transferencia desenfrenada,64,13833
314,Correa de armonía feérica,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,Escarpes de Poderío elíseo,256,13889
320,Grebas de Poderío elíseo,128,13889
321,Guardarrenes de Resonancia divina,64,13890
322,Peto de Resonancia divina,32,13890
323,Talismán de congelación profunda,4,13682
324,Guantes de encantador,1024,13681
325,Musleras de señor de la calamidad,128,13809
326,Guardarrenes de la runa carmesí,64,13669
327,Colgante trampero de Nessingwary,4,13744
328,Sortija de Ascuas almaforjadas,2048,13745
329,Grebas de acecharylak,128,13750
330,Gargantilla del crepúsculo y el amanecer,4,13697
331,Sortija con colmillos ensangrentados,2048,13792
332,Embozo sangriento,65536,13795
333,Sello de temblores profundos,2048,13725
334,Cubremuñecas de elementos profundos,512,13726
335,Manto de sinergia demoníaca,8,13761
336,Escarpes de Reverberación sísmica,256,13723
337,Sortija del Volátil,2048,13720
338,Capa de finalización,65536,13834
339,Colgante de los pecaminosos,4,13837
340,Anillo del Mazo de lealtad,2048,13854
341,Embozo de Matanza abrasadora,65536,13857
342,Mandiletes del Pacto de Bwonsamdi,1024,13862
343,Gargantilla de la abundancia,0,13866
344,Talismán de explosión perpetua,4,13873
