ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID,UiScenarioDisplayInfoID
608,Salas Arrasadas,0,3,10,0,0
609,Laberinto de las Sombras,0,3,10,0,0
610,La Ciénaga Negra,0,3,10,0,0
611,La Ciénaga Negra,0,3,10,0,0
612,El Invernáculo,0,3,10,0,0
613,El Invernáculo,0,3,10,0,0
614,El Mechanar,0,3,10,0,0
615,El Mechanar,0,3,10,0,0
616,El Bancal del Magister,0,3,10,0,0
617,El Bancal del Magister,0,3,10,0,0
618,La Cámara de Vapor,0,3,10,0,0
619,La Cámara de Vapor,0,3,10,0,0
620,El Arcatraz,0,3,10,0,0
621,El Arcatraz,0,3,10,0,0
622,Salas Sethekk,0,3,10,0,0
623,Salas Sethekk,0,3,10,0,0
624,Antiguas Laderas de Trabalomas,0,3,10,0,0
625,Antiguas Laderas de Trabalomas,0,3,10,0,0
626,Criptas Auchenai,0,3,10,0,0
627,Criptas Auchenai,0,3,10,0,0
628,Tumbas de Maná,0,3,10,0,0
629,Tumbas de Maná,0,3,10,0,0
630,La Sotiénaga,0,3,10,0,0
631,La Sotiénaga,0,3,10,0,0
632,Recinto de los Esclavos,0,3,10,0,0
633,Recinto de los Esclavos,0,3,10,0,0
634,El Horno de Sangre,0,3,10,0,0
635,El Horno de Sangre,0,3,10,0,0
636,Stratholme - Entrada Principal,0,3,10,0,0
637,Stratholme - Entrada de Servicio,0,3,10,0,0
638,Murallas del Fuego Infernal,0,3,10,0,0
639,Murallas del Fuego Infernal,0,3,10,0,0
640,El Templo de Atal'Hakkar,0,3,10,0,0
641,Minas de la Muerte,0,3,10,0,0
643,Minas de la Muerte,0,3,10,0,0
644,Zul'Farrak,0,3,10,0,0
645,Scholomance,0,3,10,0,0
646,Scholomance,0,3,10,0,0
647,Zahúrda Rajacieno,0,3,10,0,0
648,Uldaman,0,3,10,0,0
649,Gnomeregan,0,3,10,0,0
650,Cámaras Escarlata,0,3,10,0,0
651,Cámaras Escarlata,0,3,10,0,0
652,Monasterio Escarlata,0,3,10,0,0
653,Monasterio Escarlata,0,3,10,0,0
654,Horado Rajacieno,0,3,10,0,0
661,La Gruta Maldita,0,3,10,0,0
662,Grutas de la Espora Fétida,0,3,10,0,0
663,Cascadas del Canto de la Tierra,0,3,10,0,0
664,Maraudon,0,3,10,0,0
665,Barrio Alabeo,0,3,10,0,0
666,Jardines de la Capital,0,3,10,0,0
667,Ágora de Gordok,0,3,10,0,0
668,La Masacre,0,3,10,0,0
669,Bloque de Detención,0,3,10,0,0
670,Ciudad superior,0,3,10,0,0
671,Profundidades de Roca Negra,0,3,10,0,0
673,Invasión depuradora,0,0,0,0,0
674,El Núcleo Pétreo,0,3,10,0,0
675,El Núcleo Pétreo,0,3,10,0,0
676,Prueba del Campeón,0,3,10,0,0
677,Prueba del Campeón,0,3,10,0,0
678,Auchindoun,0,3,26,0,0
679,Auchindoun,0,3,26,0,0
680,Minas de escoria Machacasangre,0,3,26,0,0
681,Minas de escoria Machacasangre,0,3,26,0,0
682,Depósito Riel siniestro,0,3,26,0,0
683,Depósito Riel siniestro,0,3,26,0,0
684,Muelles de Hierro,0,3,26,0,0
685,Muelles de Hierro,0,3,26,0,0
686,Cementerios de Sombraluna,0,3,26,0,0
687,Cementerios de Sombraluna,0,3,26,0,0
688,Trecho Celestial,0,3,26,0,0
689,Trecho Celestial,0,3,26,0,0
696,Invasión depuradora,0,0,0,0,0
704,La Ola de Hierro,0,0,0,0,0
705,Gesta de prueba,0,0,0,0,0
707,Cuando el bosque camina,0,0,0,0,0
708,El Sempibrote,0,3,26,0,0
709,El Sempibrote,0,3,26,0,0
715,Contra el Vacío,0,0,0,0,0
723,El Acceso Férreo,7415,0,0,0,0
724,Asalto Gorian,0,0,0,0,0
731,Cumbre de Roca Negra superior,0,3,10,0,0
733,Entre las sombras,0,0,0,0,0
734,Cumbres de Roca Negra inferiores,0,3,10,0,0
736,"Luchar, matar, rendir pleitesía: el último gladiador en pie",0,0,0,0,0
742,Un trueno en Pirofrío,0,0,0,0,0
744,Cumbre de Roca Negra superior,0,3,26,0,0
745,Contra el Vacío,0,0,0,0,0
775,La Leyenda de la Crematoria,0,0,0,0,0
776,Acantilado de la Realidad,0,0,2,0,0
785,Jeremy's Test Scenario,0,0,2,0,0
786,La batalla por la Costa Quebrada,0,4,0,0,0
795,Mareas de gloria,0,0,0,0,0
806,Invasión: Tanaris,440,4,0,0,0
824,La flota solitaria,0,0,0,0,0
826,La estrategia de Cringris,0,0,0,0,0
873,Invasión de la Legión: Azsuna,7693,0,0,0,0
874,Templo de Elune,0,0,0,0,0
876,Invasión: Los Humedales,11,4,0,0,0
897,Invasión: Páramos de Poniente,40,4,0,0,0
900,Las Espadas Gemelas del Falsario,0,0,0,0,0
901,Las Espadas del Príncipe Caído,0,0,0,0,0
907,Invasión: Los Baldíos del Norte,17,4,0,0,0
908,Test Faction Criteria,0,0,0,0,0
909,Legado del Rompehielo,0,0,0,0,0
910,Guarida de Neltharion,0,3,26,0,0
911,Colmillos del Can manáfago,7737,0,0,0,0
916,Invasión: Laderas de Trabalomas,267,4,0,0,0
918,Ojo de Azshara,0,3,26,0,0
920,Ojo de Azshara,0,3,26,0,0
929,Salones del Valor,0,3,26,0,0
932,Salones del Valor,0,3,26,0,0
933,La segunda batalla de La Costa Quebrada,0,0,0,0,0
940,La cosecha de El Desgarrador,0,0,0,0,0
942,Guarida de Neltharion,0,3,26,0,0
943,El fin de la serenidad,0,0,0,0,0
944,Cazador de héroes,0,0,0,0,0
950,Purificando las profundidades,0,0,0,0,0
957,La Escarcha y la Llama,0,0,0,0,0
958,Invasión: Azshara,16,4,0,0,0
959,Invasión: Dun Morogh,1,4,0,0,0
961,Las Hojas de Guerra Aldrachi,0,0,0,0,0
962,A la boca del vacío,0,0,0,0,0
967,El Arco,0,3,26,0,0
972,Legado de los Brisaveloz,0,0,0,0,0
973,La lanza en las sombras,0,0,0,0,0
975,Defensa del Martillo vil,0,0,0,0,0
976,Maestro de las tormentas,0,0,0,0,0
977,Matorral Corazón Oscuro,0,3,26,0,0
978,Matorral Corazón Oscuro,0,3,18,0,0
983,El cielo estruendoso,0,0,0,0,0
988,Los jinetes oscuros,0,0,0,0,0
989,Regreso a Karazhan,0,0,0,0,0
990,Guarida de Ursoc,0,0,0,0,0
991,La espada en el Crepúsculo,0,0,0,0,0
992,Fauces de almas,0,3,26,0,0
995,Fauces de almas,0,3,26,0,0
997,PRUEBA,7976,0,0,0,0
998,El corazón de la Cicatriz Aterradora,0,0,0,0,0
1005,Bóveda de las Celadoras,0,3,10,0,0
1007,La promesa del emperador,0,0,0,0,0
1012,El almirante del terror,0,0,0,0,0
1014,Los jinetes oscuros,0,0,0,0,0
1017,Costa Quebrada - Horda,0,0,0,0,0
1018,DNT - Broken Shore - Alliance,0,0,2,0,0
1023,Fuerte Torre Oscura,0,3,26,0,0
1025,Mareas de gloria,0,0,0,0,0
1026,Los jinetes oscuros,0,0,0,0,0
1027,El Bastión Violeta,0,3,26,0,0
1029,El Bastión Violeta,0,3,26,0,0
1034,La Forja del Guardián,0,0,0,0,0
1037,La espada de los reyes,0,0,0,0,0
1038,Pelea en La Vorágine,0,0,0,0,0
1046,Salones del Valor,0,1,19,0,0
1050,Corte de Estrellas,0,3,10,0,0
1051,Corte de Estrellas,0,3,10,0,0
1061,Purificando al Árbol Madre,0,0,0,0,0
1065,Bóveda de El Nexo,0,0,0,0,0
1066,La reina oscura y el mar,0,0,0,0,0
1068,Trueno de los titanes,0,0,0,0,0
1073,Instrucción de combate,0,5,2,0,0
1078,Los Colmillos del Devorador,0,0,0,0,0
1082,En busca de la Veraguardia,0,0,0,0,0
1083,Instrucción de combate,0,5,2,0,0
1084,Instrucción de combate,0,5,2,0,0
1085,El regreso de la Luz,0,0,0,0,0
1090,Instrucción de combate,0,5,2,0,0
1091,Instrucción de combate,0,5,2,0,0
1092,La Mano de plata,0,0,0,0,0
1093,Instrucción de combate,0,5,2,0,0
1094,Instrucción de combate,0,5,2,0,0
1095,Instrucción de combate,0,5,2,0,0
1096,Instrucción de combate,0,5,2,0,0
1097,Susurros oscuros,0,0,0,0,0
1099,Nunca vayas de cacería a solas,0,0,0,0,0
1101,Bóveda de El Nexo,0,0,0,0,0
1108,Los Colmillos de Ashamane,0,0,0,0,0
1122,El cazador de magos,0,0,0,0,0
1123,La espada oculta,0,0,0,0,0
1124,Confrontación en el Templo Oscuro,0,0,0,0,0
1125,Buscando a Magni,0,0,0,0,0
1131,Confrontación en el Templo Oscuro,0,0,0,0,0
1132,Instrucción de combate,0,5,2,0,0
1133,Instrucción de combate,0,5,2,0,0
1134,Rescatar a Koltira,0,0,0,0,0
1135,El Oculus,0,0,0,0,0
1136,Bastión Violeta,0,0,0,0,0
1137,La serpiente y el demonio,0,0,0,0,0
1138,Batalla por el Exodar,0,0,2,0,0
1144,La invasión de Niskara,0,0,0,0,0
1145,La invasión de Niskara,0,0,0,0,0
1146,El destino de Hodir,0,0,0,0,0
1148,Gesta Guerrero Ulduar,0,0,0,0,0
1150,El derrumbamiento,0,0,0,0,0
1155,Un ojo por cetro,0,0,0,0,0
1157,El cuarto jinete,0,0,0,0,0
1159,Apostar todo,0,0,0,0,0
1160,La defensa del Templo Luz Abisal,0,0,0,0,0
1166,Fuerte Torre Oscura,0,1,19,0,0
1168,La defensa del Templo Luz Abisal,0,0,0,0,0
1169,Ojo de Azshara,0,1,19,0,0
1170,Destino incompleto,0,0,0,0,0
1172,Matorral Corazón Oscuro,0,1,19,0,0
1173,Bóveda de las Celadoras,0,1,19,0,0
1174,Guarida de Neltharion,0,1,19,0,0
1175,Fauces de almas,0,1,19,0,0
1177,El Arco,0,1,19,0,0
1178,Corte de Estrellas,0,1,19,0,0
1179,Legado de Cresta Cuervo,0,0,2,0,0
1181,Instrucción de combate,0,5,2,0,0
1182,Instrucción de combate,0,5,2,0,0
1189,La batalla por la Costa Quebrada,0,4,0,0,0
1202,Asalto al Sagrario de la Orden,0,0,0,0,0
1203,Asedio de Suramar,0,0,0,0,0
1204,El juicio del Archimago,0,0,0,0,0
1214,Instrucción de combate,0,5,2,0,0
1219,BUG - Live Update Test,0,0,0,0,0
1220,Lanzamiento inminente,0,0,0,0,0
1221,Un enemigo imposible,0,0,0,0,0
1230,Dispersión de los discos,0,0,0,0,0
1235,Alimañas gemebundas,0,0,0,0,0
1236,Pánico en la cervecería,0,0,0,0,0
1244,Acorazado: Ruina,0,0,2,0,0
1251,El Bastión Violeta,0,3,26,0,0
1252,Corte de Estrellas,0,3,10,0,0
1253,Matorral Corazón Oscuro,0,3,18,0,0
1254,Ojo de Azshara,0,3,26,0,0
1255,Salones del Valor,0,3,26,0,0
1256,Fauces de almas,0,3,26,0,0
1257,Guarida de Neltharion,0,3,26,0,0
1258,Bóveda de las Celadoras,0,3,10,0,0
1259,Intenciones Kruueles,0,0,2,0,0
1265,La furia de la Reina divina,0,0,0,0,0
1266,La caída de Viltótem,0,0,0,0,0
1271,Revierte las mareas: Val'sharah,0,0,0,0,0
1273,Frustración gemela,0,0,0,0,0
1274,La Bóveda sumergida,0,0,2,0,0
1275,Agitación en las sombras,0,0,0,0,0
1280,El asalto a la Costa Quebrada,0,4,0,0,0
1281,La amenaza no regresará,0,0,0,0,0
1282,Revierte las mareas: Stormheim,0,0,0,0,0
1283,Torneo de valor,0,0,0,0,0
1288,Regreso superior a Karazhan,0,3,26,0,0
1289,Regreso inferior a Karazhan,0,3,26,0,0
1290,Revierte las mareas: Azsuna,0,0,0,0,0
1292,Cataclismo de Crestanevada,0,0,0,0,0
1293,Las Minas de la Muerte,0,0,0,0,0
1298,Invocación al corcel iracundo,0,0,0,0,0
1299,Revierte las mareas: Altamontaña,0,0,0,0,0
1303,Cornisa Alavil,0,0,0,0,0
1304,La Advertencia de Azeroth,0,0,0,0,0
1305,Noche de la naturaleza,0,0,0,0,0
1306,Defensa de Aviana,0,0,0,0,0
1307,Acumulación de las tormentas,0,0,0,0,0
1308,Regreso superior a Karazhan,0,1,19,0,0
1309,Regreso inferior a Karazhan,0,1,19,0,0
1310,Sombrero de Akazamzarak,0,0,0,0,0
1312,No puedes quitarme el cielo,0,0,0,0,0
1321,Catedral de la Noche eterna,0,3,26,0,0
1323,Catedral de la Noche eterna,0,1,11,0,0
1328,El Glaciar Perdido,0,0,0,0,0
1329,La prueba de estilo,0,0,2,0,0
1335,Catedral de la Noche eterna,0,1,27,0,0
1336,Tumba de Sargeras,0,3,26,0,0
1337,Tumba de Sargeras,0,3,26,0,0
1338,Tumba de Sargeras,0,3,26,0,0
1339,Tumba de Sargeras,0,3,26,0,0
1340,El Arcatraz,0,0,0,0,0
1346,La batalla por Stromgarde,9439,6,2,5117,0
1351,Las muertes de Cromi,0,0,0,0,0
1352,Trono del Triunvirato,0,3,26,0,0
1354,Trono del Triunvirato,0,3,27,0,0
1360,Las muertes de Cromi,0,0,0,0,0
1361,Las muertes de Cromi,0,0,0,0,0
1371,El asedio de Lordaeron,0,0,2,5116,0
1376,Ciudad de oro,0,3,18,0,0
1377,Ciudad de oro,0,3,18,0,0
1378,Ciudad de oro,0,3,18,0,0
1379,Punto de invasión: Esporino,9025,4,0,0,0
1380,Recoge ingredientes,0,0,0,0,0
1391,Punto de invasión: Aurinor,9100,4,0,0,0
1394,Punto de invasión: Sangua,9128,4,0,0,0
1402,Punto de invasión: Reavivamiento,9126,4,0,0,0
1404,Punto de invasión: Cen'gar,9126,4,0,0,0
1406,Punto de invasión: Val,9127,4,0,0,0
1409,Punto de invasión: Bonich,9180,4,0,0,0
1410,Falla de Telogrus,0,0,0,0,0
1411,Punto de invasión: Naigtal,9102,4,0,0,0
1412,Punto de invasión superior: Matrona Folnuna,9295,4,0,0,0
1418,Punto de invasión superior: Sotanathor,9299,4,0,0,0
1419,Punto de invasión superior: Occularus,9298,4,0,0,0
1420,Punto de invasión superior: Inquisidor Meto,9297,4,0,0,0
1421,Punto de invasión superior: Señor del foso Vilemus,9296,4,0,0,0
1422,Punto de invasión superior: Señora Alluradel,9300,4,0,0,0
1423,Suramar,0,0,0,0,0
1424,Puerto Libre,0,3,18,0,0
1426,Erasis: Poder de absorción,9128,4,0,0,0
1428,Trono del Triunvirato,0,1,18,0,0
1434,Forja de los Eones,0,0,2,0,0
1435,"Antorus, el Trono Ardiente",0,3,26,0,0
1436,"Antorus, el Trono Ardiente",0,3,26,0,0
1437,"Antorus, el Trono Ardiente",0,3,26,0,0
1438,"Antorus, el Trono Ardiente",0,3,26,0,0
1443,Recuerda la Fuente del Sol,0,0,2,0,0
1448,¡¡El FILÓN!!,0,3,18,0,0
1449,¡¡El FILÓN!!,0,3,18,0,0
1450,¡¡El FILÓN!!,0,3,10,0,0
1451,Calabozo de Boralus,0,3,18,0,0
1452,Calabozo de Boralus,0,3,18,0,0
1453,Calabozo de Boralus,0,3,18,0,0
1458,Calabozo de Boralus,0,3,18,0,0
1459,Calabozo de Boralus,0,3,18,0,0
1460,Calabozo de Boralus,0,3,18,0,0
1461,Punto de partida de combate,0,0,0,0,0
1482,La caída de Lordaeron,0,0,2,5117,0
1484,Instrucción de combate,0,5,2,0,0
1489,Tol Dagor,0,3,26,0,0
1490,Tol Dagor,0,3,26,0,0
1491,Tol Dagor,0,3,26,0,0
1496,Mansión Tarjasenda,0,3,26,0,0
1497,Mansión Tarjasenda,0,3,26,0,0
1498,Mansión Tarjasenda,0,3,26,0,0
1500,¡Contraataca!,0,0,0,0,0
1516,Bardoma,0,3,18,0,0
1522,La extracción de Ventormenta,0,0,0,0,0
1523,Santuario de la Tormenta,0,3,26,0,0
1524,¡Por Zandalar!,0,0,0,0,0
1525,Templo de Sethraliss,0,3,18,0,0
1528,Atal'Dazar,0,1,19,0,0
1529,Tol Dagor,0,1,19,0,0
1534,Puerto Libre,0,1,19,0,0
1548,Uldir,0,3,26,0,0
1549,Uldir,0,3,26,0,0
1550,Uldir,0,3,26,0,0
1551,"Thros, Las Tierras Plagadas",0,0,0,0,0
1553,¡¡El FILÓN!!,0,1,19,0,0
1554,Mansión Tarjasenda,0,1,19,0,0
1560,Reposo de los Reyes,0,1,18,0,0
1562,Templo de Sethraliss,0,1,18,0,0
1563,Bardoma,0,1,19,0,0
1564,Santuario de la Tormenta,0,1,19,0,0
1565,Reposo de los Reyes,0,3,18,0,0
1568,La batalla por Stromgarde,9679,6,2,5116,0
1570,Isla Inexplorada,0,0,0,0,0
1571,Profundidades de Roca Negra,0,0,2,0,0
1573,Isla Inexplorada,0,0,0,0,0
1575,Tiranía de la Luz,9786,0,2,0,0
1685,Asedio de Boralus,0,1,19,0,0
1690,Gorgrond,0,0,0,0,0
1691,Tierras de Fuego,0,0,2,0,0
1697,La batalla por Costa Oscura,10058,6,2,5116,0
1699,La caída de la Fuente del Sol,0,0,2,0,0
1700,El ascenso de Tyrande,0,0,0,5116,0
1701,La batalla por Costa Oscura,10084,6,2,5117,0
1702,Asalto a la tesorería,0,0,2,0,0
1703,Gnomeregan,0,0,0,0,0
1704,Carcelero de los malditos,0,0,0,5117,0
1705,Escape de Tol Dagor,0,0,2,5117,0
1710,Prototype [DNT],10348,0,2,0,0
1711,Caza de espíritus,0,0,0,5117,0
1712,"Torghast, la Torre de los Condenados",0,0,2,5281,0
1713,Batalla de Dazar'alor,0,3,26,0,0
1714,Batalla de Dazar'alor,0,3,26,0,0
1715,Batalla de Dazar'alor,0,3,26,0,0
1716,Batalla de Dazar'alor,0,3,26,0,0
1718,Batalla de Dazar'alor,0,3,26,0,0
1719,Batalla de Dazar'alor,0,3,26,0,0
1720,Defiende la plataforma,10428,0,2,0,0
1721,Vientos Alisios y Cuervo: Detectives de Arboleda de los Sueños,0,0,0,0,0
1722,El aprendiz perdido,0,0,0,0,0
1724,Stratholme,0,0,0,0,0
1729,Bajo la sombra de alas carmesí,0,0,0,0,0
1731,Visión de Ventormenta,10488,0,2,5278,0
1732,El sueño de un gilneano,0,0,2,0,0
1733,Visión de Orgrimmar,10492,0,2,5278,0
1734,Ejecución pospuesta,0,0,10,0,0
1735,Crisol de Tormentas,0,3,26,0,0
1736,Esencia de eternidad,0,0,0,0,0
1737,Conchafilada endurecido descomunal,10052,0,0,0,0
1738,Ejecución pospuesta,0,0,10,0,0
1739,Ejecución pospuesta,0,0,10,0,0
1741,Triturador cantaespín primigenio,10052,0,0,0,0
1742,Boca de dragón alfa atroz,10052,0,0,0,0
1743,Rextil colosal Espiral Profundo,10052,0,0,0,0
1744,Caparazón titilante de caverna imponente,10052,0,0,0,0
1745,Planeazanjas mayor,10052,0,0,0,0
1746,Trotaarrecifes invasivo,10052,0,0,0,0
1747,Gran anguila monstruosa,10052,0,0,0,0
1754,Invocaciones desde las profundidades,10356,0,0,0,0
1755,Recuperación de la forja,0,0,0,0,0
1756,Operación: Mecalópolis,0,3,18,0,0
1757,El Motor de Nalak'sha,0,0,0,0,0
1759,Plano de tormento,0,0,2,0,0
1760,La Gran Recepción,0,3,18,0,0
1761,Profundidades de los Devotos,0,3,26,0,0
1762,El Círculo de las Estrellas,0,3,25,0,0
1763,La Hoja Radiante,0,0,0,0,0
1764,Descenso de Alanegra,0,0,0,0,0
1765,Chatarrópolis,0,0,0,0,0
1766,Visiones de N'Zoth,0,0,0,0,0
1767,El amo de las mentiras,0,0,0,0,0
1768,Chatarrería de Mecalópolis,0,1,19,0,0
1769,Operación: Mecalópolis - Taller,0,1,19,0,0
1770,Operación: Mecalópolis - Chatarrería,0,3,18,0,0
1771,Operación: Mecalópolis - Taller,0,3,18,0,0
1773,Visión del Destino,0,3,26,0,0
1774,Salones de la Devoción,0,3,26,0,0
1775,Don de la Carne,0,3,26,0,0
1776,El Despertar del Sueño,0,3,26,0,0
1777,Profundidades de Roca Negra,0,0,0,0,0
1779,Ciudadela Mazoscuro,0,0,18,0,0
1780,Atravesando el Corazón,0,0,0,0,0
1781,El fin del sueño,0,0,0,0,0
1782,La espada del Primus,0,0,0,0,0
1783,La batalla por Tirna Glayn,0,0,0,0,0
1784,El camino a la totalidad,0,0,0,0,0
1785,El rescate de Tyrande Susurravientos,0,0,0,0,0
1786,Profundidades Sanguíneas,0,3,18,0,0
1788,Profundidades Sanguíneas,0,3,18,0,0
1789,Profundidades Sanguíneas,0,3,18,0,0
1790,El bien común,0,0,0,5361,0
1791,La Corte de Brasas,0,0,2,5349,0
1792,Asalto a la Casa de Rituales,0,0,0,0,0
1793,La Destrucción Necrótica,0,3,18,0,0
1794,Batalla por la Arboleda del Despertar,0,0,2,0,0
1795,Torres de Ascensión,0,3,18,0,0
1796,Torres de Ascensión,0,1,19,0,0
1798,Salones de Expiación,0,3,18,0,0
1799,Salones de Expiación,0,3,18,0,0
1800,Salones de Expiación,0,3,18,0,0
1801,La Destrucción Necrótica,0,3,18,0,0
1802,La Destrucción Necrótica,0,3,18,0,0
1803,Senda de Ascensión,0,0,2,5361,0
1804,Plaga Abrumadora,0,3,18,0,0
1805,Plaga Abrumadora,0,3,18,0,0
1806,Plaga Abrumadora,0,3,18,0,0
1808,El Medallón de dominio,0,0,0,0,0
1809,El Teatro del Dolor,0,3,18,0,0
