ID,Text_lang
34,"Clérigos devotos que se someten a presiones físicas estrictas, que incluyen la autoflagelación dolorosa, los Zelotes del Cónclave soportan el tormento a fin de alcanzar la iluminación espiritual."
35,Los ritos oscuros y secretos de los Zelotes oscuros llevan a sus fieles practicantes hasta su punto de quiebre y más allá. Quienes logran sobrevivir son capaces de ocultarse por completo entre las sombras.
36,"A menudo llamados delincuentes comunes, los Descoronados suelen utilizar Bandidos para obtener información y productos gracias a sus tácticas de sigilo o armafuerte."
37,"Los forajidos endurecidos de la Hermandad Defias, en rebeldía contra la nobleza corrupta, utilizan pañuelos rojos para simbolizar el derramamiento de sangre de los oprimidos."
38,"""¿Un campo de duelo aquí? Supongo que si son apostadores degenerados, quizás estén en buena forma para pelear"". - Jorach Ravenholdt"
39,"Los Bucaneros Velasangre pueden luchar en tierra o altamar, sobrios o no. La sola visión de sus velas carmesí en el horizonte es suficiente para convencer a sus enemigos de rendirse antes de disparar un cañón."
40,"De rango inferior en la jerarquía elemental, los elementales inferiores abruman a sus enemigos atacando en grandes cantidades."
41,Solo los chamanes más poderosos pueden invocar y comandar a un elemental superior o este podría volverse en su contra y castigarlos por su arrogancia.
42,"""No necesitas oídos para escuchar a la tierra bajo tus pies, ya que no habla con palabras"". - Clamatierras Yevaa"
43,"""Es difícil para tus enemigos derrotarte cuando dominas el mismísimo suelo que pisan"". - Geomante Jakara"
44,"Los chamanes diestros en el aire actúan como un conducto vivo para los elementos, se envuelven en la furia de la tempestad mientras se convierten en Ascendientes de aire."
45,"Al imbuir sus cuerpos de llamas, los Ascendientes de fuego se convierten en uno con el infierno, y reducen a cenizas a sus enemigos."
46,"Al trascender la carne y aceptar el elemento del agua, los Ascendientes de agua aprovechan el poder versátil y purificador de los mares, con una fuerza más profunda que el propio océano."
47,"Humildes entre los demonios, a menudo se subestima a los diablillos debido a su particular falta de resistencia. Pero en grupo, reemplazan rápidamente a los caídos y su verdadera amenaza radica en lo difícil que es matarlos a todos."
48,"""No tengo idea de dónde vinieron. Estaba desatando el infierno sobre mis enemigos y, de repente, esos seres malignos estaban por doquier lanzando descargas viles en todo el lugar"". - Lulubelle Chispobang"
49,"Los Acólitos de la Cosecha Oscura están preparados para sacrificar todo por el conocimiento prohibido que ansían, incluyéndose a sí mismos. Se suele encontrar a muchos de los nuevos acólitos muertos tras realizar sus rituales experimentales."
50,"Es muy raro que los acólitos de la Cosecha Oscura alcancen el rango de Invocadores, ya que suelen verse consumidos por las oscuras energías a las que invocan como parte de su ascenso."
51,"""Los prisioneros vrykul que atrapamos observaron a sus camaradas con una extraña tristeza. Era como si envidiaran a los muertos"". - Rey Varian Wrynn"
52,Los Valarjar que se someten a prueba en la otra vida son recompensados con cuerpos forjados de metales puros y cubiertos de rayos de los cielos.
53,"Directas en su disposición y tácticas, las Doncellas escuderas buscan probar su valor en batalla, de modo que su nombre sea recordado por siempre en el Salón del valor de Odyn."
54,"Las Valkyra eligen a las Doncellas escuderas más poderosas para servir a Eyir, una vigía de titanes. Si muere con valentía, una Doncella escudera Valkyra puede ser elegida para convertirse en una Val'kyr legendaria."
55,"El eco de Niuzao es fuerte e inflexible, capaz de soportar al más fuerte de los enemigos."
56,"El eco de Chi-Ji restaura el espíritu de los aliados con su hermosa canción, y los vigoriza con energía y propósito."
57,"El eco de Xuen personifica la ferocidad y astucia del tigre celestial, e inflige un daño increíble en el campo de batalla."
58,"Este guardián invoca las energías olvidadas de los conflictos de épocas pasadas, lo que le proporciona un vínculo con el lado brutal de la naturaleza y el ciclo de la vida y la muerte que domina a toda la creación."
59,"Poderosos ecos de los celestiales dan poder a sus aliados escogidos con fuerza, restauración y ferocidad."
61,"Cosido a partir de diversos cuerpos diferentes, las abominaciones son brutos no muertos enormes y rudos que portan cuchillas y ganchos, listos para desgarrar a sus enemigos de un solo golpe."
64,"Montados sobre las alas heladas de sus corceles, descienden con furia y saña sobre sus enemigos. Quienes se enfrentan a los Atracahielos rápidamente se vuelven temerosos del cielo que se eleva sobre ellos."
65,"Estas sacerdotisas demoníacas se alzan enormes sobre el campo de batalla y destripan a sus enemigos con la furia de 6 espadas, una por cada uno de sus brazos. La idea de una pelea limpia debe descartarse de inmediato cuando se enfrenta a una de estas monstruosidades."
66,"Los Celadores de la Arboleda de los Sueños son apartados de su familia y comienzan su entrenamiento a una edad muy temprana. Sin lazos familiares, desarrollan un vínculo muy poderoso con la arboleda, que hace que lleguen a experimentar dolor físico si la arboleda sufre algún tipo de daño."
67,"Los cazadores, que raramente se ven entre los Natonocturno, son expertos en atacar desde posiciones ocultas. A menudo aprovechan los senderos de los arcos para atacar, y desaparecen antes de que sus enemigos se hayan percatado de su presencia."
68,Estos Guardianes altamente entrenados hicieron un juramento para proteger al Kirin Tor y son una incorporación aterradora en cualquier batalla. Coordinan asaltos brutales sobre las líneas enemigas con una precisión inigualable.
69,"Si bien muchos de los estudiantes de los caminos del monje deciden concentrarse y especializarse en un solo celestial, los Maestros de la serenidad creen que un enfoque más equilibrado los acercará más a la iluminación."
70,Los Cruzados son el recurso que la Mano de plata utiliza para derribar barreras inamovibles y solo aparecen en los campos de batalla más viscerales.
71,"Si ves que un Sacerdote encapuchado se te acerca, date la vuelta y camina hacia el otro lado. Mejor dicho: ¡corre!"
72,"La guardia personal de Ravenholdt. Salen de la mansión cuando alguna circunstancia ""especial"" lo amerita."
73,"Aunque aún no se termina de recuperar del gran cataclismo, el Anillo de la Tierra responde al llamado de la batalla en la Isla Quebrada. La Legión representa una amenaza demasiado grande y hay que convocar a todas las fuerzas posibles."
74,"Brutos inmensos que se alimentan de la destrucción. Muchos piensan que no tienen la capacidad de razonar, pero lo cierto es que para ser demonios son bastante inteligentes."
75,Solo los soldados de más alto nivel y con mayor experiencia en el campo de batalla logran entrar en las Fuerzas de choque.
76,"Los Templeluz son soldados implacables en una guerra imposible. Forjados en la Luz y armados con fuego sagrado, se abren camino a la fuerza por entre decenas de demonios inferiores sin esfuerzo alguno."
77,Los krokul han eludido la extinción y han resistido en las tierras infernales de Argus. No hay quien los supere.
78,"La vileza le perdonó la vida a los tábidos de Eredath, solo para que sucumbieran ante el Vacío. Unos pocos de los tocados por el Vacío han recuperado la cordura, pero conservan su vínculo inextricable con las Sombras."
79,"Los guerreros del clan Tótem siniestro tienen fama de ser de los más agresivos de esta poderosa tribu tauren. Conocidos por su crueldad y por atacar sin provocación, estos soldados furiosos convierten a Magtha en una fuerza formidable."
80,"Los Guerreros Tótem siniestro luchan para eliminar enemigos de los tauren. Para los Tótem siniestro, casi todas las razas son enemigos de los tauren. Sin embargo, mientras Magatha permanezca en la Vorágine, asistirán al Anillo de la Tierra."
181,Una tropa veterana contratada.
182,"A Tirapiedras le encanta lanzar su piedra de pecados. Los trozos de carne y el crujido de los huesos hacen que se ría de alegría, mientras sus oponentes sucumben bajo el peso de sus crímenes pasados."
