ID,AllowableRace,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
57,-1,Toga de acólito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,-1,Zapatos de acólito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,-1,Guerrera a capas,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,-1,Pantalones de cuero enano,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,-1,Calzones de paño enano,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,-1,Zapatos de pelaje suave,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,-1,Jubón de cuero sucio,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,-1,Pantalones de matón,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,-1,Botas de matón,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,-1,Camisa de trampero,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,-1,Botas de trampero bastas,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,-1,Pantalones de camorrista,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,-1,Botas de camorrista,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,-1,Pantalones de trampero bastos,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,-1,Camisa de trampero basta,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,-1,Falda primitiva,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,-1,Cubretorso primitivo,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,-1,Jubón de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,-1,Pantalones de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,-1,Botas de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,-1,Jubón de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,-1,Pantalones de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,-1,Zapatos de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,-1,Guantes de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,-1,Pantalones de cuero sucios,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,-1,Botas de cuero sucias,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,-1,Armadura de cuero curado,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,-1,Pantalones de cuero curado,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,-1,Botas de cuero curado,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,-1,Guantes de cuero curado,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,-1,Jubón de malla de escamas,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,-1,Pantalones de malla de escamas,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,-1,Botas de malla de escamas,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,-1,Destino,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,-1,Brazales de La Milicia Popular,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,-1,Guantes de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,-1,Guantes de cuero sucios,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,-1,Guantes de malla de escamas,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,-1,Guantes de cuidador de conejos,1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,-1,Guantes de camorrista,3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,-1,Espada corta despuntada,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,-1,Espada corta Faucedraco,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,-1,Espada corta de Venganza,3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,-1,Pico de túnel,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,-1,Brazales cubiertos de hielo,1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,-1,Maza rebordeada,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,-1,Bastón largo bo,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,-1,Hacha de leñador,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,-1,Vendetta,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,-1,Pico de excavación de kóbold,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,-1,Martillo gnoll de piedra,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,-1,Martillo de batalla recio,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,-1,Hacha de silvicultor,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,-1,Bastón nudoso de fresno,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,-1,Sandalias tricotadas,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,-1,Guantes tricotados,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,-1,Pantalones tricotados,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,-1,Guerrera tricotada,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,-1,Botas de cuero férreo,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,-1,Guantes de cuero férreo,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,-1,Pantalones de cuero férreo,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,-1,Jubón de cuero férreo,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,-1,Cuchilla de sangre,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,-1,Martillo del Viento del Norte,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,-1,Hacha del Bosque Profundo,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,-1,Bastón Madera brillante resplandeciente,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,-1,Hoja de mano pequeña,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,-1,Hoja cercenadora,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,-1,Jubón de cuero Zarparrío,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,-1,Hacha Zarparrío tosca,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,-1,Porra maligna,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,-1,Cinturón de plata Defias,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,-1,Armadura de tejido pesado,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,-1,Pantalones de tejido pesado,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
839,-1,Guantes de tejido pesado,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
840,-1,Zapatos de tejido pesado,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
843,-1,Botas de cuero curtido,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
844,-1,Guantes de cuero curtido,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
845,-1,Pantalones de cuero curtido,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
846,-1,Chaleco de cuero curtido,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
847,-1,Armadura de malla de anillas,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
848,-1,Pantalones de malla de anillas,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
849,-1,Botas de malla de anillas,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
850,-1,Guantes de malla de anillas,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
851,-1,Alfanje,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
852,-1,Maza,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
853,-1,Hachuela,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
854,-1,Bastón de intendente,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
859,-1,Camisa de paño refinado,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
860,-1,Botas de hidalgo,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
863,-1,Segadora penumbra,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
864,-1,Tizona de Caballero,2,0,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
865,-1,Maza plomiza,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
866,-1,Bastón de monje,2,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
867,-1,Guantes de Poderío Sagrado,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
868,-1,Custodiador candente,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
869,-1,Tizona deslumbrante,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
870,-1,Hacha de guerra ígnea,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
871,-1,Hacha aluvión,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
872,-1,Cercenarrocas,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
873,-1,Bastón de Jordan,4,0,0,0,-1,0,0,0,0,22,0,8704,0,0,0,-1,-1
876,-1,Rodela de madera desgastada,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
880,-1,Bastón de Horrores,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
885,-1,Hacha de metal negro,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
886,-1,Espada corta de metal negro,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
888,-1,Guantes de batalla naga,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
890,-1,Bastón de corista retorcido,3,0,0,0,-1,9,0,0,0,15,0,8704,0,0,0,-1,-1
892,-1,Guantes de lanzamiento gnoll,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
897,-1,Brazales de lobo demente,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
899,-1,Colmillo de telaraña venenosa,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
911,-1,Rama de árbol de maderaférrea,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
914,-1,Armadura de anillas de ogro grande,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
920,-1,Maza con pinchos maligna,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
922,-1,Dalle dacio,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
923,-1,Tizona,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
924,-1,Gran maza,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
925,-1,Mayal,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
926,-1,Hacha de batalla,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
927,-1,Hacha doble,1,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
928,-1,Bastón largo,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
934,-1,Segadora de Stalvan,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
935,-1,Espada corta de guardia nocturno,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
936,-1,Maza de medianoche,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
937,-1,Bastón negro del Bosque del Ocaso,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
940,-1,Togas de Perspicacia,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
943,-1,Bastón de celador,4,0,0,0,-1,19,0,0,0,25,0,8192,0,0,0,-1,-1
944,-1,Bastón de mago elemental,4,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
983,-1,Fajín de lino rojo,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1008,-1,Espada bien usada,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1009,-1,Martillo compacto,2,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1010,-1,Bastón corto nudoso,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1011,-1,Hacha afilada,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1121,-1,Patas de lince,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1131,-1,Tótem de castigo,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1154,-1,Cinturón de La Milicia Popular,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
1155,-1,Vara del Insomne,3,0,0,0,-1,10,0,0,0,16,0,8704,0,0,0,-1,-1
1156,-1,Anillo con una piedra magnífica,3,0,0,0,-1,7,0,0,0,12,524288,24576,0,0,0,-1,-1
1158,-1,Garrote de metal sólido,2,0,0,0,-1,0,0,0,0,5,0,8704,0,0,0,-1,-1
1159,-1,Lanza larga de intendente de milicia,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1161,-1,Espada corta de milicia,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1168,-1,Escudo Llamacráneos,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1169,-1,Escudo de cráneo negro,4,0,0,0,-1,18,0,0,0,24,0,8192,0,0,0,-1,-1
1171,-1,Toga bien cosida,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1172,-1,Antorcha de Grisillo,2,0,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
1173,-1,Botas deterioradas,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1182,-1,Brazales de tachas de latón,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1183,-1,Guardamuñecas elásticos,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1190,-1,Capa de sobrestante,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1194,-1,Espada bastarda,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1195,-1,Pala de minería de kóbold,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1196,-1,Tabar,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1197,-1,Maza gigante,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1198,-1,Mandoble,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1200,-1,Escudo de madera grande,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1201,-1,Escudo romboide mate,1,0,0,0,-1,3,0,0,0,5,0,8194,0,0,0,-1,-1
1202,-1,Aspis,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1203,-1,Égida de Ventormenta,3,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
1204,-1,La torre verde,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
1207,-1,Murfestar,2,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1211,-1,Arnés de guerra gnoll,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1213,-1,Brazales afines a los gnoll,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1214,-1,Castigador gnoll,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1215,-1,Faja de sujeción,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1218,-1,Garrote de guerra gnoll pesado,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1219,-1,Machete Crestagrana,2,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
1220,-1,Hacha lupina,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1263,-1,Rebanasesos,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1264,-1,Azotacabezas,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1265,-1,Puya de escorpión,3,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1270,-1,Capa tejida con cuidado,2,0,0,0,-1,0,0,0,0,8,0,8192,8388608,0,0,-1,-1
1273,-1,Cota de malla de bosque,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1275,-1,Abrigo de anillas de diputado,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1276,-1,Rodela endurecida con fuego,2,0,0,0,-1,0,0,0,0,17,0,8192,8388608,0,0,-1,-1
1280,-1,Caperuza invisible,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1282,-1,Almófar de metal brillante,2,0,0,0,-1,0,0,0,0,19,0,8192,8388608,0,0,-1,-1
1287,-1,Colmillo de tarántula gigante,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1292,-1,Cuchilla de carnicero,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1296,-1,Maza Roca Negra,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1297,-1,Togas del taumaturgo umbrío,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
1299,-1,Cinturón de la Espiral inferior,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1300,-1,Bastón de la Espiral inferior,2,0,0,0,-1,7,0,0,0,12,0,8704,0,0,0,-1,-1
1302,-1,Guantes de cría negra,2,0,0,0,-1,0,0,0,0,11,0,8192,8388608,0,0,-1,-1
1303,-1,Guantes de puente,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1304,-1,Guantes de jinete,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1306,-1,Guardamuñecas crin de lobo,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1310,-1,Calzas de Smith,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1314,-1,Dedos de necrófago,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1317,-1,Bastón de raíz endurecido,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1318,-1,Espetadora de la noche,3,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1351,-1,Brazales de falanges,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
1355,-1,Manteo de piel de ciervo,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1359,-1,Guantes con estampado de león,1,0,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
1360,-1,Guantes de placas de Ventormenta,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1364,-1,Jubón de cuero harapiento,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1366,-1,Pantalones de cuero harapiento,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1367,-1,Botas de cuero harapiento,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1368,-1,Guantes de cuero harapiento,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1369,-1,Cinturón de cuero harapiento,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1370,-1,Brazales de cuero harapiento,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1372,-1,Capa harapienta,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1374,-1,Zapatos deshilachados,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1376,-1,Capa deshilachada,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1377,-1,Guantes deshilachados,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1378,-1,Pantalones deshilachados,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1380,-1,Toga deshilachada,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1382,-1,Maza de roca,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1383,-1,Tomahawk de piedra,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1384,-1,Hoja mate,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1386,-1,Hacha Cardoleño,1,0,0,0,-1,0,0,0,0,2,0,8192,0,0,0,-1,-1
1387,-1,Diente de necrófago,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1388,-1,Bastón retorcido,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1389,-1,Marra de minería de kóbold,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1391,-1,Bastón místico Zarparrío,2,0,0,0,-1,6,0,0,0,11,0,8704,0,0,0,-1,-1
1394,-1,Garrote de madera a la deriva,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1395,-1,Pantalones de aprendiz,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1396,-1,Pantalones de acólito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1405,-1,Bastón de escupitajo,2,0,0,0,-1,6,0,0,0,10,0,8704,0,0,0,-1,-1
1406,-1,Lanza taraceada con perlas,2,0,0,0,-1,10,0,0,0,13,0,8192,0,0,0,-1,-1
1411,-1,Bastón seco,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1412,-1,Espada bastarda rudimentaria,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1413,-1,Espada débil,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1414,-1,Almádena rajada,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1415,-1,Marra de carpintero,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1416,-1,Hacha herrumbrada,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1417,-1,Hacha de batalla golpeada,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1418,-1,Cinturón de cuero desgastado,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1419,-1,Botas de cuero desgastadas,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1420,-1,Brazales de cuero desgastados,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1421,-1,Capa de pellejo desgastada,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1422,-1,Guantes de cuero desgastados,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1423,-1,Pantalones de cuero desgastados,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1425,-1,Jubón de cuero desgastado,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1427,-1,Zapatos de retales,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
