DisplayName_lang,VerboseName_lang,ID,ClassID,SubClassID,AuctionHouseSortOrder,PrerequisiteProficiency,Flags,DisplayFlags,WeaponSwingSize,PostrequisiteProficiency
Lanza,Lanzas,46,2,17,0,-1,3,2,2,-1
Dinero (OBSOLETO),,47,10,0,0,-1,0,1,0,-1
Cabeza,,48,8,0,0,-1,0,1,0,-1
Misión,,49,12,0,0,-1,0,1,0,-1
Componente,,50,5,0,0,-1,0,1,0,-1
Permanente,,51,14,0,0,-1,0,1,0,-1
Chatarra,,52,15,0,0,-1,0,1,0,-1
Llave,,53,13,0,0,-1,0,1,0,-1
Ganzúa,,54,13,1,0,-1,0,1,0,-1
Ballesta,Ballestas,55,2,18,0,-1,160,0,1,-1
Varita,Varitas,56,2,19,0,-1,256,0,1,-1
Caña de pescar,Cañas de pescar,57,2,20,0,-1,0,0,8,-1
Devices (OBSOLETE),,77,7,3,0,-1,0,3,0,-1
Ingeniería,,99,9,3,0,-1,0,1,0,-1
Herrería,,100,9,4,0,-1,0,1,0,-1
Cocina,,101,9,5,10,-1,0,1,0,-1
Alquimia,,102,9,6,0,-1,0,1,0,-1
Primeros auxilios,,103,9,7,11,-1,0,1,0,-1
Encantamiento,,104,9,8,0,-1,0,1,0,-1
Pesca,,105,9,9,12,-1,0,1,0,-1
Joyería,,106,9,10,0,-1,0,1,0,-1
Bolsa de almas,,107,1,1,0,-1,0,6,0,-1
Bolsa de hierbas,,109,1,2,0,-1,0,0,0,-1
Bolsa de encantamiento,,110,1,3,0,-1,0,0,0,-1
Bolsa de ingeniería,,111,1,4,0,-1,0,0,0,-1
Tratado,Tratados,112,4,7,0,-1,0,2,0,-1
Ídolo,Ídolos,113,4,8,0,-1,0,2,0,-1
Tótem,Tótems,114,4,9,0,-1,0,2,0,-1
Joyería,,115,7,4,1,-1,0,1,0,-1
Bolsa de gemas,,116,1,5,0,-1,0,0,0,-1
Bolsa de minería,,118,1,6,0,-1,0,0,0,-1
Agilidad,,119,3,1,2,-1,0,1,0,-1
Fuerza,,120,3,2,3,-1,0,1,0,-1
Aguante,,121,3,3,4,-1,0,1,0,-1
Espíritu,,122,3,4,5,-1,0,3,0,-1
Golpe crítico,,123,3,5,6,-1,0,1,0,-1
Maestría,,124,3,6,7,-1,0,1,0,-1
Celeridad,,125,3,7,8,-1,0,1,0,-1
Versatilidad,,126,3,8,9,-1,0,1,0,-1
Frascos y ampollas,,131,0,3,0,-1,0,1,0,-1
Scroll (OBSOLETE),,132,0,4,0,-1,0,3,0,-1
Comida y bebida,,133,0,5,0,-1,0,1,0,-1
Item Enhancement (OBSOLETE),,134,0,6,0,-1,0,3,0,-1
Vendas,,135,0,7,0,-1,0,1,0,-1
Otros,,136,0,8,10,-1,0,1,0,-1
Tela,,137,7,5,0,-1,0,1,0,-1
Cuero,,138,7,6,0,-1,0,1,0,-1
Metal y piedra,,139,7,7,0,-1,0,1,0,-1
Cocina,,140,7,8,0,-1,0,1,0,-1
Hierba,,141,7,9,0,-1,0,1,0,-1
Elemental,,142,7,10,20,-1,0,1,0,-1
Otros,,143,7,11,30,-1,0,1,0,-1
Componente,,144,15,1,0,-1,0,1,0,-1
Mascotas de compañía,,145,15,2,0,-1,0,1,0,-1
Temporada,,146,15,3,0,-1,0,1,0,-1
Otros,,147,15,4,30,-1,0,1,0,-1
Encantamiento,,148,7,12,0,-1,0,1,0,-1
Bolsa de peletería,,149,1,7,0,-1,0,0,0,-1
Materials (OBSOLETE),,150,7,13,0,-1,0,3,0,-1
Montura,Montura,152,15,5,0,-1,0,0,0,-1
Guerrero,Guerrero,153,16,1,0,-1,0,0,0,-1
Paladín,Paladín,154,16,2,0,-1,0,0,0,-1
Cazador,Cazador,155,16,3,0,-1,0,0,0,-1
Pícaro,Pícaro,156,16,4,0,-1,0,0,0,-1
Sacerdote,Sacerdote,157,16,5,0,-1,0,0,0,-1
Chamán,Chamán,158,16,7,0,-1,0,0,0,-1
Mago,Mago,159,16,8,0,-1,0,0,0,-1
Brujo,Brujo,160,16,9,0,-1,0,0,0,-1
Druida,Druida,161,16,11,0,-1,0,0,0,-1
Caballero de la Muerte,Caballero de la Muerte,162,16,6,0,-1,0,0,0,-1
Item Enchantment (OBSOLETE),,163,7,14,0,-1,0,3,0,-1
Encantamiento de armas - Obsoleto,Encantamiento de armas - Obsoleto,164,7,15,0,-1,0,3,0,-1
Sigilo,Sigilo,165,4,10,0,-1,0,2,0,-1
Bolsa de inscripción,,167,1,8,0,-1,0,0,0,-1
Inscripción,Inscripción,168,9,11,0,-1,0,1,0,-1
Otros,,169,3,9,10,-1,0,1,0,-1
Estadísticas múltiples,,170,3,10,11,-1,0,0,0,-1
Caja de aparejos,,171,1,9,0,-1,0,0,0,-1
Reliquia,,173,4,11,0,-1,0,2,0,-1
Monje,Monje,177,16,10,0,-1,0,0,0,-1
Mascota de duelo,Mascota de duelo,178,17,0,0,-1,0,0,0,-1
Bolsa de cocina,Bolsa de cocina,179,1,10,0,-1,0,0,0,-1
Ficha de WoW,,180,18,0,0,-1,0,0,0,-1
Piedra angular,,181,5,1,0,-1,0,1,0,-1
Cazador de demonios,Cazador de demonios,183,16,12,0,-1,0,0,0,-1
Runas vantus,,184,0,9,0,-1,0,1,0,-1
Inscripción,,185,7,16,0,-1,0,1,0,-1
Explosives and Devices (OBSOLETE),,186,7,17,11,-1,0,3,0,-1
Reliquia de artefacto,,187,3,11,0,-1,0,1,0,-1
Cuello,,188,8,1,0,-1,0,1,0,-1
Hombro,,189,8,2,0,-1,0,1,0,-1
Capa,,190,8,3,0,-1,0,1,0,-1
Pecho,,191,8,4,0,-1,0,1,0,-1
Muñecas,,192,8,5,0,-1,0,1,0,-1
Manos,,193,8,6,0,-1,0,1,0,-1
Cintura,,194,8,7,0,-1,0,1,0,-1
Piernas,,195,8,8,0,-1,0,1,0,-1
Pies,,196,8,9,0,-1,0,1,0,-1
Dedo,,197,8,10,0,-1,0,1,0,-1
Arma,,198,8,11,0,-1,0,1,0,-1
Arma de dos manos,,199,8,12,0,-1,0,1,0,-1
Escudo/Mano izquierda,,200,8,13,0,-1,0,1,0,-1
Varias,,201,8,14,0,-1,0,1,0,-1
Equipo de montura,,326,15,6,0,-1,0,0,0,-1
Componentes opcionales,,327,7,18,25,-1,0,1,0,-1
Ficha contextual,,328,5,2,0,-1,0,1,0,-1
Herrería,,329,19,0,0,-1,0,0,0,-1
Peletería,,330,19,1,0,-1,0,0,0,-1
Alquimia,,331,19,2,0,-1,0,0,0,-1
Herboristería,,332,19,3,0,-1,0,0,0,-1
Cocina,,333,19,4,0,-1,0,0,0,-1
Minería,,334,19,5,0,-1,0,0,0,-1
Sastrería,,335,19,6,0,-1,0,0,0,-1
Ingeniería,,336,19,7,0,-1,0,0,0,-1
Encantamiento,,337,19,8,0,-1,0,0,0,-1
Pesca,,338,19,9,0,-1,0,0,0,-1
Desuello,,339,19,10,0,-1,0,0,0,-1
Joyería,,340,19,11,0,-1,0,0,0,-1
Inscripción,,341,19,12,0,-1,0,0,0,-1
Arqueología,,342,19,13,0,-1,0,0,0,-1
Componentes de retoque,,343,7,19,25,-1,0,1,0,-1
Bolsa de componentes,,344,1,11,0,-1,0,0,0,-1
Singularidad de utilidad,,345,0,10,0,-1,0,2,0,-1
Singularidad de combate,,346,0,11,0,-1,0,2,0,-1
