ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
35,Aturde a todos los enemigos en un radio de $A@effectindex m y los incapacita para moverse o atacar durante $d.,Aturdido.,6,12,0,7,0,0,0
36,Aturde a todos los enemigos en un radio de $A@effectindex m de la zona de impacto y los incapacita para moverse o atacar durante $d.,Aturdido.,6,12,0,5,0,0,0
37,Sana a un aliado por un $s@effectindex% de su salud máxima.,,136,0,1,2,0,0,0
38,Inmoviliza a un enemigo hasta $d.,Inmovilizado.,6,26,0,3,0,20,0
42,Inflige daño de las sombras a un enemigo cada $t@effectindex s durante $d.,Inflige daño de las sombras cada $t@effectindex s.,6,70,1,3,32,50,50
43,Inflige daño físico a un enemigo.,,31,0,1,3,1,50,50
44,Inflige daño sagrado a un enemigo.,,31,0,1,3,2,50,50
45,Inflige daño de fuego a un enemigo.,,31,0,1,3,4,50,50
46,Inflige daño de naturaleza a un enemigo.,,31,0,1,3,8,50,50
47,Inflige daño de escarcha a un enemigo.,,31,0,1,3,16,50,50
48,Inflige daño de las sombras a un enemigo.,,31,0,1,3,32,50,50
49,Inflige daño arcano a un enemigo.,,31,0,1,3,64,50,50
50,Inflige daño de caos a un enemigo.,,31,0,1,3,127,50,50
51,Inflige daño físico a un enemigo cada $t@effectindex s durante $d.,Inflige daño físico cada $t@effectindex s.,6,70,1,3,1,50,50
52,Inflige daño sagrado a un enemigo cada $t@effectindex s durante $d.,Inflige daño sagrado cada $t@effectindex s.,6,70,1,3,2,50,50
53,Inflige daño de fuego a un enemigo cada $t@effectindex s durante $d.,Inflige daño de fuego cada $t@effectindex s.,6,70,1,3,4,50,50
54,Inflige daño de naturaleza a un enemigo cada $t@effectindex s durante $d.,Inflige daño de naturaleza cada $t@effectindex s.,6,70,1,3,8,50,50
55,Inflige daño de escarcha a un enemigo cada $t@effectindex s durante $d.,Inflige daño de escarcha cada $t@effectindex s.,6,70,1,3,16,50,50
56,Inflige daño arcano a un enemigo cada $t@effectindex s durante $d.,Inflige daño arcano cada $t@effectindex s.,6,70,1,3,64,50,50
57,Inflige daño de caos a un enemigo cada $t@effectindex s durante $d.,Inflige daño de caos cada $t@effectindex s.,6,70,1,3,127,50,50
58,Inflige $s@effectindex p. de daño físico a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño físico cada $t@effectindex s.,6,3,1,1,1,50,50
59,Inflige $s@effectindex p. de daño sagrado a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño sagrado cada $t@effectindex s.,6,3,1,1,2,50,50
60,Inflige $s@effectindex p. de daño de fuego a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de fuego cada $t@effectindex s.,6,3,1,1,4,50,50
61,Inflige $s@effectindex p. de daño de naturaleza a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de naturaleza cada $t@effectindex s.,6,3,1,1,8,50,50
62,Inflige $s@effectindex p. de daño de escarcha a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de escarcha cada $t@effectindex s.,6,3,1,1,16,50,50
63,Inflige $s@effectindex p. de daño de las sombras a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de las sombras cada $t@effectindex s.,6,3,1,1,32,50,50
64,Inflige $s@effectindex p. de daño arcano a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño arcano cada $t@effectindex s.,6,3,1,1,64,50,50
65,Inflige $s@effectindex p. de daño de caos a un enemigo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de caos cada $t@effectindex s.,6,3,1,1,127,50,50
66,Inflige daño físico a un enemigo cada $t@effectindex s durante $d.,Inflige daño físico cada $t@effectindex s.,6,70,1,1,1,50,50
67,Inflige daño sagrado a un enemigo cada $t@effectindex s durante $d.,Inflige daño sagrado cada $t@effectindex s.,6,70,1,1,2,50,50
68,Inflige daño de fuego a un enemigo cada $t@effectindex s durante $d.,Inflige daño de fuego cada $t@effectindex s.,6,70,1,1,4,50,50
69,Inflige daño de naturaleza a un enemigo cada $t@effectindex s durante $d.,Inflige daño de naturaleza cada $t@effectindex s.,6,70,1,1,8,50,50
70,Inflige daño de escarcha a un enemigo cada $t@effectindex s durante $d.,Inflige daño de escarcha cada $t@effectindex s.,6,70,1,1,16,50,50
71,Inflige daño arcano a un enemigo cada $t@effectindex s durante $d.,Inflige daño arcano cada $t@effectindex s.,6,70,1,1,64,50,50
72,Inflige daño de caos a un enemigo cada $t@effectindex s durante $d.,Inflige daño de caos cada $t@effectindex s.,6,70,1,1,127,50,50
83,Le restablece un $s@effectindex% de la salud máxima al taumaturgo cada $t@effectindex s durante $d.,Sana un $s@effectindex% de la salud máxima cada $t@effectindex s.,6,20,1,1,0,0,0
85,Sana al taumaturgo por un $s@effectindex% de su salud máxima.,,136,0,1,1,0,0,0
91,Interrumpe el lanzamiento de hechizos de todos los enemigos en un radio de $A@effectindex m durante $d.,,68,0,0,7,0,30,0
92,Interrumpe el lanzamiento de hechizos de un enemigo durante $d.,,68,0,1,3,1,30,0
93,"Silencia a un enemigo, lo que le impide lanzar hechizos durante $d.",Incapaz de lanzar hechizos.,6,27,0,3,0,30,0
94,Reduce la velocidad de ataque y lanzamiento un $s@effectindex% durante $d.,Reduce la velocidad de ataque y lanzamiento un $s@effectindex%.,6,193,2,3,0,0,0
96,Repele a un enemigo.,,98,0,1,3,0,0,0
97,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de todo el daño que reciba.,Absorbe $s@effectindex p. de daño.,6,69,1,1,127,0,0
98,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño físico.,Absorbe $s@effectindex p. de daño físico.,6,69,1,1,1,0,0
99,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño sagrado.,Absorbe $s@effectindex p. de daño sagrado.,6,69,1,1,2,0,0
100,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño de fuego.,Absorbe $s@effectindex p. de daño de fuego.,6,69,1,1,4,0,0
101,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño de naturaleza.,Absorbe $s@effectindex p. de daño de naturaleza.,6,69,1,1,8,0,0
102,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño de escarcha.,Absorbe $s@effectindex p. de daño de escarcha.,6,69,1,1,16,0,0
103,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño de las sombras.,Absorbe $s@effectindex p. de daño de las sombras.,6,69,1,1,32,0,0
104,Rodea al taumaturgo con un escudo que dura $d y puede absorber hasta $s@effectindex p. de daño arcano.,Absorbe $s@effectindex p. de daño arcano.,6,69,1,1,64,0,0
105,Aumenta la velocidad de ataque y lanzamiento del taumaturgo un $s@effectindex% durante $d.,Aumenta la velocidad de ataque y lanzamiento un $s@effectindex%.,6,193,1,1,0,10,0
106,Reduce la velocidad de ataque y lanzamiento un $s@effectindex% durante $d.,Reduce la velocidad de ataque y lanzamiento un $s@effectindex%.,6,193,2,1,0,0,0
107,Reduce la velocidad de movimiento un $s@effectindex%.,La velocidad de movimiento se reduce un $s@effectindex%.,6,33,1,1,0,0,0
108,Inflige daño físico a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,1,50,50
109,Inflige daño sagrado a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,2,50,50
110,Inflige daño de fuego a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,4,50,50
111,Inflige daño de naturaleza a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,8,50,50
112,Inflige daño de escarcha a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,16,50,50
113,Inflige daño de las sombras a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,32,50,50
114,Inflige daño arcano a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,64,50,50
115,Inflige daño de caos a todos los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,31,0,1,5,127,50,50
116,Aumenta la velocidad de movimiento del taumaturgo un $s@effectindex% durante $d.,Aumenta la velocidad de movimiento un $s@effectindex%.,6,31,1,1,0,10,0
118,Repele a todos los enemigos en un radio de $A@effectindex m del impacto.,,98,0,1,5,0,0,0
119,Inflige daño físico a todos los enemigos en un radio de $A@effectindex m.,,31,0,1,7,1,50,50
120,Inflige daño sagrado a todos los enemigos en un radio de $A@effectindex m.,,31,0,1,7,2,50,50
121,Inflige daño de fuego a todos los enemigos que estén en un radio de $A@effectindex m.,,31,0,1,7,4,50,50
122,Inflige daño de naturaleza a todos los enemigos que están en un radio de $A@effectindex m.,,31,0,1,7,8,50,50
123,Inflige daño de escarcha a todos los enemigos que están en un radio de $A@effectindex m.,,31,0,1,7,16,50,50
124,Inflige daño de las sombras a todos los enemigos en un radio de $A@effectindex m.,,31,0,1,7,32,50,50
125,Inflige daño arcano a todos los enemigos que estén en un radio de $A@effectindex m.,,31,0,1,7,64,50,50
126,Inflige daño de caos a todos los enemigos que estén en un radio de $A@effectindex m.,,31,0,1,7,127,50,50
127,Reduce un $s@effectindex% la velocidad de movimiento de todos los enemigos en un radio de $A@effectindex m durante $d.,La velocidad de movimiento se reduce un $s@effectindex%.,6,33,1,7,0,10,0
128,Inflige daño físico a todos los enemigos frente al taumaturgo.,,31,0,1,9,1,50,50
129,Inflige daño de fuego a todos los enemigos frente al taumaturgo.,,31,0,1,9,4,50,50
130,El taumaturgo inflige un $s@effectindex% más de daño.,Aumenta el daño infligido un $s@effectindex%.,6,79,1,1,127,30,30
131,Reduce la armadura de un enemigo un $s@effectindex% durante $d.,La armadura se reduce un $s@effectindex%.,6,101,2,3,1,0,0
132,Inflige daño físico a todos los enemigos en un radio de $A@effectindex m.,,165,0,1,7,1,50,50
136,Inflige $s@effectindex p. de daño de las sombras a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,32,50,50
137,Inflige $s@effectindex p. de daño físico a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,1,50,50
138,Inflige $s@effectindex p. de daño de fuego a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,4,50,50
139,Inflige $s@effectindex p. de daño sagrado a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,2,50,50
140,Inflige $s@effectindex p. de daño de naturaleza a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,8,50,50
141,Inflige $s@effectindex p. de daño de escarcha a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,16,50,50
142,Inflige $s@effectindex p. de daño arcano a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,64,50,50
143,Inflige $s@effectindex p. de daño de caos a todos los enemigos que están frente al taumaturgo.,,2,0,1,9,127,50,50
144,Hace que un enemigo reciba un $s@effectindex% más de daño físico durante $d.,Aumenta un $s@effectindex% el daño físico recibido.,6,87,1,3,1,0,0
145,Hace que un enemigo reciba un $s@effectindex% más de daño sagrado durante $d.,Aumenta un $s@effectindex% el daño sagrado recibido.,6,87,1,3,2,0,0
146,Hace que un enemigo reciba un $s@effectindex% más de daño de fuego durante $d.,Aumenta un $s@effectindex% el daño de fuego recibido.,6,87,1,3,4,0,0
147,Hace que un enemigo reciba un $s@effectindex% más de daño de naturaleza durante $d.,Aumenta un $s@effectindex% el daño de naturaleza recibido.,6,87,1,3,8,0,0
148,Hace que un enemigo reciba un $s@effectindex% más de daño de escarcha durante $d.,Aumenta un $s@effectindex% el daño de escarcha recibido.,6,87,1,3,16,0,0
149,Hace que un enemigo reciba un $s@effectindex% más de daño de las sombras durante $d.,Aumenta un $s@effectindex% el daño de las sombras recibido.,6,87,1,3,32,0,0
150,Hace que un enemigo reciba un $s@effectindex% más de daño arcano durante $d.,Aumenta un $s@effectindex% el daño arcano recibido.,6,87,1,3,64,0,0
151,Hace que un enemigo reciba un $s@effectindex% más de daño durante $d.,Aumenta un $s@effectindex% el daño recibido.,6,87,1,3,127,0,0
152,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño físico durante $d.,Aumenta un $s@effectindex% el daño físico recibido.,6,87,1,7,1,0,0
153,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño sagrado durante $d.,Aumenta un $s@effectindex% el daño sagrado recibido.,6,87,1,7,2,0,0
154,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño de fuego durante $d.,Aumenta un $s@effectindex% el daño de fuego recibido.,6,87,1,7,4,0,0
155,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño de naturaleza durante $d.,Aumenta un $s@effectindex% el daño de naturaleza recibido.,6,87,1,7,8,0,0
156,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño de escarcha durante $d.,Aumenta un $s@effectindex% el daño de escarcha recibido.,6,87,1,7,16,0,0
157,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño de las sombras durante $d.,Aumenta un $s@effectindex% el daño de las sombras recibido.,6,87,1,7,32,0,0
158,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño arcano durante $d.,Aumenta un $s@effectindex% el daño arcano recibido.,6,87,1,7,64,0,0
159,Hace que todos los enemigos en un radio de $A@effectindex m reciban un $s@effectindex% más de daño durante $d.,Aumenta un $s@effectindex% el daño recibido.,6,87,1,7,127,0,0
160,Carga contra un enemigo.,,96,0,0,3,0,1,0
161,Carga contra un enemigo.,,149,0,0,3,0,1,0
162,Carga contra un enemigo.,,149,0,0,0,0,1,0
163,Inflige daño de caos a todos los enemigos frente al taumaturgo.,,31,0,1,9,127,50,50
164,Inflige daño arcano a todos los enemigos frente al taumaturgo.,,31,0,1,9,64,50,50
165,Inflige daño de escarcha a todos los enemigos frente al taumaturgo.,,31,0,1,9,16,50,50
166,Inflige daño de naturaleza a todos los enemigos frente al taumaturgo.,,31,0,1,9,8,50,50
167,Inflige daño sagrado a todos los enemigos frente al taumaturgo.,,31,0,1,9,2,50,50
170,Inflige daño de las sombras a todos los enemigos frente al taumaturgo.,,31,0,1,9,32,50,50
171,Repele a todos los enemigos que están frente al taumaturgo.,,98,0,1,9,0,0,0
172,Hace que todos los aliados que están en un radio de $A@effectindex m inflijan un $s@effectindex% más de daño,Aumenta el daño infligido un $s@effectindex%.,6,79,1,6,127,30,30
173,Reduce un $s@effectindex% la velocidad de movimiento de todos los enemigos en un radio de $A@effectindex m durante $d.,La velocidad de movimiento se reduce un $s@effectindex%.,6,33,2,7,0,0,0
174,Reduce la velocidad de movimiento del objetivo un $s@effectindex% durante $d.,La velocidad de movimiento se reduce un $s@effectindex%.,6,33,1,3,0,0,0
175,Hace que un enemigo inflija un $s@effectindex% menos de daño durante $d.,El daño infligido se reduce un $s@effectindex%.,6,79,2,3,127,20,20
176,Drena salud del objetivo cada $t@effectindex s y la transfiere al taumaturgo.,Drena salud cada $t@effectindex s.,6,53,1,3,0,0,0
177,Reduce un $s@effectindex% la sanación recibida de todos los enemigos que están en un cono frente al taumaturgo durante $d.,La sanación recibida se reduce un $s@effectindex%.,6,118,2,9,127,0,0
178,Inflige daño de las sombras a todos los enemigos que están en un cono frente al taumaturgo.,,165,0,1,9,32,50,50
179,Inflige daño de naturaleza a todos los enemigos en un radio de $A@effectindex m.,,165,0,1,7,8,50,50
180,"Silencia a todos los enemigos en un radio de $A@effectindex m, lo que evita que lancen hechizos durante $d.",Incapaz de lanzar hechizos.,6,27,0,7,0,0,0
181,Hace que el taumaturgo reciba un $s@effectindex% menos de daño durante $d.,El daño recibido se reduce un $s@effectindex%.,6,87,2,1,127,0,0
182,Teletransporta a una ubicación.,,252,0,0,1,0,0,0
183,Inflige un $s@effectindex% de la salud máxima en forma de daño físico a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño físico cada $t@effectindex s.,6,89,1,1,1,20,20
184,Inflige un $s@effectindex% de la salud máxima en forma de daño sagrado a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño sagrado cada $t@effectindex s.,6,89,1,1,2,20,20
185,Inflige un $s@effectindex% de la salud máxima en forma de daño de fuego a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño de fuego cada $t@effectindex s.,6,89,1,1,4,20,20
186,Inflige un $s@effectindex% de la salud máxima en forma de daño de naturaleza a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño de naturaleza cada $t@effectindex s.,6,89,1,1,8,20,20
187,Inflige un $s@effectindex% de la salud máxima en forma de daño de escarcha a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño de escarcha cada $t@effectindex s.,6,89,1,1,16,20,20
188,Inflige un $s@effectindex% de la salud máxima en forma de daño de las sombras a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño de las sombras cada $t@effectindex s.,6,89,1,1,32,20,20
189,Inflige un $s@effectindex% de la salud máxima en forma de daño arcano a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño arcano cada $t@effectindex s.,6,89,1,1,64,20,20
190,Inflige un $s@effectindex% de la salud máxima en forma de daño de caos a un enemigo cada $t@effectindex s durante $d.,Inflige un $s@effectindex% de la salud máxima en forma de daño de caos cada $t@effectindex s.,6,89,1,1,127,20,20
291,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño durante $d.,Aumenta un $s@effectindex% el daño recibido.,6,87,1,5,127,10,10
292,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño arcano durante $d.,Aumenta un $s@effectindex% el daño arcano recibido.,6,87,1,5,64,10,10
293,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño de las sombras durante $d.,Aumenta un $s@effectindex% el daño de las sombras recibido.,6,87,1,5,32,10,10
294,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño de escarcha durante $d.,Aumenta un $s@effectindex% el daño de escarcha recibido.,6,87,1,5,16,10,10
295,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño de naturaleza durante $d.,Aumenta un $s@effectindex% el daño de naturaleza recibido.,6,87,1,5,8,10,10
296,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño de fuego durante $d.,Aumenta un $s@effectindex% el daño de fuego recibido.,6,87,1,5,4,10,10
297,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño sagrado durante $d.,Aumenta un $s@effectindex% el daño sagrado recibido.,6,87,1,5,2,10,10
298,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban un $s@effectindex% más de daño físico durante $d.,Aumenta un $s@effectindex% el daño físico recibido.,6,87,1,5,1,10,10
299,Hace que todos los enemigos en un radio de $A@effectindex m inflijan un $s@effectindex% más de daño durante $d.,Aumenta el daño infligido un $s@effectindex%.,6,79,1,7,127,30,30
300,Hace que un enemigo inflija un $s@effectindex% más de daño durante $d.,Aumenta el daño infligido un $s@effectindex%.,6,79,1,3,127,30,30
301,Inflige daño de golpe de hechizo a un enemigo.,,31,0,1,3,65,50,50
302,Inflige daño de fuego a los enemigos que están en un radio de $A@effectindex m del punto de impacto.,,165,0,1,5,4,50,50
303,Hace que todos los enemigos en un radio de $A@effectindex m del impacto reciban daño de fuego cada $t@effectindex s durante $d.,Inflige daño de fuego cada $t@effectindex s.,6,70,1,5,4,50,50
304,Reduce la velocidad de movimiento del objetivo un $s@effectindex% durante $d.,La velocidad de movimiento se reduce un $s@effectindex%.,6,33,2,3,0,0,0
305,Le restablece un $s@effectindex% de la salud máxima al taumaturgo y a todos los aliados en un radio de $A@effectindex m cada $t@effectindex s durante $d.,Sana un $s@effectindex% de la salud máxima cada $t@effectindex s.,6,20,1,4,0,0,0
306,Le restablece un $s@effectindex% de la salud máxima al taumaturgo y a todos los aliados en un radio de $A@effectindex m cada $t@effectindex s durante $d.,Sana un $s@effectindex% de la salud máxima cada $t@effectindex s.,6,20,1,6,0,0,0
308,Inflige daño de naturaleza a todos los enemigos en un radio de $A@effectindex m.,,2,0,1,4,8,50,50
309,Inflige daño de las sombras a todos los enemigos en un radio de $A@effectindex m cada $t@effectindex s durante $d.,Inflige daño de las sombras cada $t@effectindex s.,6,70,1,7,32,50,50
310,Inflige daño de naturaleza a todos los enemigos en un radio de $A@effectindex m cada $t@effectindex s durante $d.,Inflige daño de naturaleza cada $t@effectindex s.,6,70,1,7,8,50,50
321,Hace que el objetivo huya aterrorizado durante $d.,Huyendo despavorido.,6,407,0,3,0,0,0
322,Aumenta un $s@effectindex% la velocidad de movimiento para todos los aliados que están en un radio de $A@effectindex m durante $d.,Aumenta la velocidad de movimiento un $s@effectindex%.,6,31,1,6,0,0,0
326,test,test,244,0,0,0,0,2,0
327,Desorienta al objetivo durante $d.,Desorientado.,6,5,0,3,0,0,0
329,Inflige $s@effectindex p. de daño de las sombras a todos los enemigos en un radio de $A@effectindex m del taumaturgo cada $t@effectindex s durante $d.,Inflige $s@effectindex p. de daño de las sombras cada $t@effectindex s.,6,3,1,7,32,50,50
330,Inflige $s@effectindex p. de daño de fuego a un enemigo.,,2,0,1,1,4,50,50
331,Inflige daño de golpe de hechizo.,,2,0,1,1,65,50,50
332,Inflige $s@effectindex p. de daño de las sombras a un enemigo.,,2,0,1,1,32,50,50
333,Inflige daño físico.,,2,0,1,1,1,50,50
334,Inflige daño de naturaleza.,,2,0,1,1,8,50,50
335,Inflige daño sagrado.,,2,0,1,1,2,50,50
336,Inflige $s@effectindex p. de daño de escarcha a un enemigo.,,2,0,1,1,16,50,50
337,Inflige daño de caos.,,2,0,1,1,127,50,50
338,Inflige daño arcano.,,2,0,1,1,64,50,50
339,Inflige daño de las sombras a todos los enemigos que están frente al taumaturgo cada $t@effectindex s durante $d.,Inflige daño de las sombras cada $t@effectindex s.,6,70,1,9,32,50,50
340,Inflige daño físico a todos los enemigos que están frente al taumaturgo cada $t@effectindex s durante $d.,Inflige daño físico cada $t@effectindex s.,6,70,1,9,1,50,50
341,Inflige daño de naturaleza a todos los enemigos que están frente al taumaturgo cada $t@effectindex s durante $d.,Inflige daño de naturaleza cada $t@effectindex s.,6,70,1,9,8,50,50
342,Inflige daño sagrado a todos los enemigos que están frente al taumaturgo cada $t@effectindex s durante $d.,Inflige daño sagrado cada $t@effectindex s.,6,70,1,9,2,50,50
343,Inflige daño de escarcha a todos los enemigos que están frente al taumaturgo cada $t@effectindex s durante $d.,Inflige daño de escarcha cada $t@effectindex s.,6,70,1,9,16,50,50
