ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
49,Наносит противнику урон от тайной магии.,,31,0,1,3,64,50,50
50,Наносит противнику урон от магии Хаоса.,,31,0,1,3,127,50,50
51,Наносит противнику физический урон раз в $t@effectindex сек. в течение $d.,Физический урон раз в $t@effectindex сек.,6,70,1,3,1,50,50
52,Наносит противнику урон от светлой магии раз в $t@effectindex сек. в течение $d.,Урон от светлой магии раз в $t@effectindex сек.,6,70,1,3,2,50,50
53,Наносит противнику урон от огня раз в $t@effectindex сек. в течение $d.,Урон от огня раз в $t@effectindex сек.,6,70,1,3,4,50,50
54,Наносит противнику урон от сил природы раз в $t@effectindex сек. в течение $d.,Урон от сил природы раз в $t@effectindex сек.,6,70,1,3,8,50,50
55,Наносит противнику урон от магии льда раз в $t@effectindex сек. в течение $d.,Урон от магии льда раз в $t@effectindex сек.,6,70,1,3,16,50,50
56,Наносит противнику урон от тайной магии раз в $t@effectindex сек. в течение $d.,Урон от тайной магии раз в $t@effectindex сек.,6,70,1,3,64,50,50
57,Наносит противнику урон от магии Хаоса раз в $t@effectindex сек. в течение $d.,Урон от магии Хаоса раз в $t@effectindex сек.,6,70,1,3,127,50,50
58,Наносит противнику $s@effectindex ед. физического урона раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. физического урона раз в $t@effectindex сек.,6,3,1,1,1,50,50
59,Наносит противнику $s@effectindex ед. урона от светлой магии раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от светлой магии раз в $t@effectindex сек.,6,3,1,1,2,50,50
60,Наносит противнику $s@effectindex ед. урона от огня раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от огня раз в $t@effectindex сек.,6,3,1,1,4,50,50
61,Наносит противнику $s@effectindex ед. урона от сил природы раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от сил природы раз в $t@effectindex сек.,6,3,1,1,8,50,50
62,Наносит противнику $s@effectindex ед. урона от магии льда раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от магии льда раз в $t@effectindex сек.,6,3,1,1,16,50,50
63,Наносит противнику $s@effectindex ед. урона от темной магии раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от темной магии раз в $t@effectindex сек.,6,3,1,1,32,50,50
64,Наносит противнику $s@effectindex ед. урона от тайной магии раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от тайной магии раз в $t@effectindex сек.,6,3,1,1,64,50,50
65,Наносит противнику $s@effectindex ед. урона от магии Хаоса раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от магии Хаоса раз в $t@effectindex сек.,6,3,1,1,127,50,50
66,Наносит противнику физический урон раз в $t@effectindex сек. в течение $d.,Физический урон раз в $t@effectindex сек.,6,70,1,1,1,50,50
67,Наносит противнику урон от светлой магии раз в $t@effectindex сек. в течение $d.,Урон от светлой магии раз в $t@effectindex сек.,6,70,1,1,2,50,50
68,Наносит противнику урон от огня раз в $t@effectindex сек. в течение $d.,Урон от огня раз в $t@effectindex сек.,6,70,1,1,4,50,50
69,Наносит противнику урон от сил природы раз в $t@effectindex сек. в течение $d.,Урон от сил природы раз в $t@effectindex сек.,6,70,1,1,8,50,50
70,Наносит противнику урон от магии льда раз в $t@effectindex сек. в течение $d.,Урон от магии льда раз в $t@effectindex сек.,6,70,1,1,16,50,50
71,Наносит противнику урон от тайной магии раз в $t@effectindex сек. в течение $d.,Урон от тайной магии раз в $t@effectindex сек.,6,70,1,1,64,50,50
72,Наносит противнику урон от магии Хаоса раз в $t@effectindex сек. в течение $d.,Урон от магии Хаоса раз в $t@effectindex сек.,6,70,1,1,127,50,50
83,Восполняет $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Восстанавливает $s@effectindex% от максимального запаса здоровья раз в $t@effectindex сек.,6,20,1,1,0,0,0
85,Восполняет $s@effectindex% максимального запаса здоровья.,,136,0,1,1,0,0,0
91,Прерывает заклинания всех противников в радиусе $A@effectindex м в на $d.,,68,0,0,7,0,30,0
92,Прерывает заклинание противника на $d.,,68,0,1,3,1,30,0
93,"Вызывает у противника немоту, предотвращая применение им заклинаний в течение $d.",Невозможно применять заклинания.,6,27,0,3,0,30,0
94,Снижает скорость атаки и применения заклинаний на $s@effectindex% на $d.,Скорость атаки и применения заклинаний снижена на $s@effectindex%.,6,193,2,3,0,0,0
96,Отбрасывает противника.,,98,0,1,3,0,0,0
97,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона. Время действия – $d.",Поглощает $s@effectindex ед. урона.,6,69,1,1,127,0,0
98,"Укрывает себя щитом, поглощающим до $s@effectindex ед. физического урона за $d.",Поглощает $s@effectindex ед. физического урона.,6,69,1,1,1,0,0
99,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от светлой магии за $d.",Поглощает $s@effectindex ед. урона от светлой магии.,6,69,1,1,2,0,0
100,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от огня за $d.",Поглощает $s@effectindex ед. урона от огня.,6,69,1,1,4,0,0
101,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от сил природы за $d.",Поглощает $s@effectindex ед. урона от сил природы.,6,69,1,1,8,0,0
102,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от магии льда за $d.",Поглощает $s@effectindex ед. урона от магии льда.,6,69,1,1,16,0,0
103,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от темной магии за $d.",Поглощает $s@effectindex ед. урона от темной магии.,6,69,1,1,32,0,0
104,"Укрывает себя щитом, поглощающим до $s@effectindex ед. урона от тайной магии за $d.",Поглощает $s@effectindex ед. урона от тайной магии.,6,69,1,1,64,0,0
105,Повышает свою скорость атаки и применения заклинаний на $s@effectindex% на $d.,Скорость атаки и применения заклинаний повышена на $s@effectindex%.,6,193,1,1,0,10,0
106,Снижает скорость атаки и применения заклинаний на $s@effectindex% на $d.,Скорость атаки и применения заклинаний снижена на $s@effectindex%.,6,193,2,1,0,0,0
107,Снижает скорость передвижения на $s@effectindex%.,Скорость передвижения понижена на $s@effectindex%.,6,33,1,1,0,0,0
108,Наносит физический урон противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,1,50,50
109,Наносит урон от светлой магии противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,2,50,50
110,Наносит урон от огня противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,4,50,50
111,Наносит урон от сил природы противникам в радиусе $A@effectindex м от точки попадания.,,31,0,1,5,8,50,50
112,Наносит урон от магии льда противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,16,50,50
113,Наносит урон от темной магии противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,32,50,50
114,Наносит урон от тайной магии противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,64,50,50
115,Наносит урон от магии Хаоса противникам в радиусе $A@effectindex м от места поражения.,,31,0,1,5,127,50,50
116,Повышает скорость передвижения на $s@effectindex% на $d.,Скорость передвижения повышена на $s@effectindex%.,6,31,1,1,0,10,0
118,Отбрасывает противников в радиусе $A@effectindex м от места поражения.,,98,0,1,5,0,0,0
119,Наносит физический урон противникам в радиусе $A@effectindex м.,,31,0,1,7,1,50,50
120,Наносит урон от светлой магии противникам в радиусе $A@effectindex м.,,31,0,1,7,2,50,50
121,Наносит урон от огня противникам в радиусе $A@effectindex м.,,31,0,1,7,4,50,50
122,Наносит урон от сил природы противникам в радиусе $A@effectindex м.,,31,0,1,7,8,50,50
123,Наносит урон от магии льда противникам в радиусе $A@effectindex м.,,31,0,1,7,16,50,50
124,Наносит урон от темной магии противникам в радиусе $A@effectindex м.,,31,0,1,7,32,50,50
125,Наносит урон от тайной магии противникам в радиусе $A@effectindex м.,,31,0,1,7,64,50,50
126,Наносит урон от магии Хаоса противникам в радиусе $A@effectindex м.,,31,0,1,7,127,50,50
127,Снижает скорость передвижения противников в радиусе $A@effectindex м на $s@effectindex% на $d.,Скорость передвижения понижена на $s@effectindex%.,6,33,1,7,0,10,0
128,Наносит физический урон противникам перед собой.,,31,0,1,9,1,50,50
129,Наносит урон от огня противникам перед собой.,,31,0,1,9,4,50,50
130,Увеличивает наносимый заклинателем урон на $s@effectindex%.,Наносимый урон увеличен на $s@effectindex%.,6,79,1,1,127,30,30
131,Ослабляет броню противника на $s@effectindex% на $d.,Броня ослаблена на $s@effectindex%.,6,101,2,3,1,0,0
132,Наносит физический урон противникам в радиусе $A@effectindex м.,,165,0,1,7,1,50,50
136,Наносит $s@effectindex ед. урона от темной магии противникам перед собой.,,2,0,1,9,32,50,50
137,Наносит $s@effectindex ед. физического урона противникам перед собой.,,2,0,1,9,1,50,50
138,Наносит $s@effectindex ед. урона от огня противникам перед собой.,,2,0,1,9,4,50,50
139,Наносит $s@effectindex ед. урона от светлой магии противникам перед собой.,,2,0,1,9,2,50,50
140,Наносит $s@effectindex ед. урона от сил природы противникам перед собой.,,2,0,1,9,8,50,50
141,Наносит $s@effectindex ед. урона от магии льда противникам перед собой.,,2,0,1,9,16,50,50
142,"Наносит $s@effectindex ед. урона от тайной магии всем противникам, находящимся перед заклинателем.",,2,0,1,9,64,50,50
143,Наносит $s@effectindex ед. урона от магии Хаоса противникам перед собой.,,2,0,1,9,127,50,50
144,Увеличивает получаемый противником физический урон на $s@effectindex% на $d.,Получаемый физический урон увеличен на $s@effectindex%.,6,87,1,3,1,0,0
145,Увеличивает получаемый противником урон от светлой магии на $s@effectindex% на $d.,Получаемый урон от светлой магии увеличен на $s@effectindex%.,6,87,1,3,2,0,0
146,Увеличивает получаемый противником урон от огня на $s@effectindex% на $d.,Получаемый урон от огня увеличен на $s@effectindex%.,6,87,1,3,4,0,0
147,Увеличивает получаемый противником урон от сил природы на $s@effectindex% на $d.,Получаемый урон от сил природы увеличен на $s@effectindex%.,6,87,1,3,8,0,0
148,Увеличивает получаемый противником урон от магии льда на $s@effectindex% на $d.,Получаемый урон от магии льда увеличен на $s@effectindex%.,6,87,1,3,16,0,0
149,Увеличивает получаемый противником урон от темной магии на $s@effectindex% на $d.,Получаемый урон от темной магии увеличен на $s@effectindex%.,6,87,1,3,32,0,0
150,Увеличивает получаемый противником урон от тайной магии на $s@effectindex% на $d.,Получаемый урон от тайной магии увеличен на $s@effectindex%.,6,87,1,3,64,0,0
151,Увеличивает получаемый противником урон на $s@effectindex% на $d.,Получаемый урон увеличен на $s@effectindex%.,6,87,1,3,127,0,0
152,"Увеличивает физический урон, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый физический урон увеличен на $s@effectindex%.,6,87,1,7,1,0,0
153,"Увеличивает урон от светлой магии, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от светлой магии увеличен на $s@effectindex%.,6,87,1,7,2,0,0
154,"Увеличивает урон от огня, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от огня увеличен на $s@effectindex%.,6,87,1,7,4,0,0
155,"Увеличивает урон от сил природы, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от сил природы увеличен на $s@effectindex%.,6,87,1,7,8,0,0
156,"Увеличивает урон от магии льда, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от магии льда увеличен на $s@effectindex%.,6,87,1,7,16,0,0
157,"Увеличивает урон от темной магии, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от темной магии увеличен на $s@effectindex%.,6,87,1,7,32,0,0
158,"Увеличивает урон от тайной магии, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон от тайной магии увеличен на $s@effectindex%.,6,87,1,7,64,0,0
159,"Увеличивает урон, получаемый всеми противниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Получаемый урон увеличен на $s@effectindex%.,6,87,1,7,127,0,0
160,Рывок к противнику.,,96,0,0,3,0,1,0
161,Рывок к противнику.,,149,0,0,3,0,1,0
162,Рывок к противнику.,,149,0,0,0,0,1,0
163,Наносит урон от магии Хаоса противникам перед собой.,,31,0,1,9,127,50,50
164,Наносит урон от тайной магии противникам перед собой.,,31,0,1,9,64,50,50
165,Наносит урон от магии льда противникам перед собой.,,31,0,1,9,16,50,50
166,Наносит урон от сил природы противникам перед собой.,,31,0,1,9,8,50,50
167,Наносит урон от светлой магии противникам перед собой.,,31,0,1,9,2,50,50
170,Наносит урон от темной магии противникам перед собой.,,31,0,1,9,32,50,50
171,Отбрасывает противников перед собой.,,98,0,1,9,0,0,0
172,"Увеличивает урон, наносимый всеми союзниками в радиусе $A@effectindex м, на $s@effectindex%.",Наносимый урон увеличен на $s@effectindex%.,6,79,1,6,127,30,30
173,Снижает скорость передвижения противников в радиусе $A@effectindex м на $s@effectindex% на $d.,Скорость передвижения понижена на $s@effectindex%.,6,33,2,7,0,0,0
174,Снижает скорость передвижения цели на $s@effectindex% на $d.,Скорость передвижения понижена на $s@effectindex%.,6,33,1,3,0,0,0
175,Уменьшает наносимый противником урон на $s@effectindex% на $d.,Наносимый урон уменьшен на $s@effectindex%.,6,79,2,3,127,20,20
176,Похищает здоровье цели раз в $t@effectindex сек. и передает его заклинателю.,Вытягивает здоровье раз в $t@effectindex сек.,6,53,1,3,0,0,0
177,"Уменьшает количество здоровья, восстанавливаемого всем противникам в секторе перед заклинателем, на $s@effectindex% на $d.",Получаемое исцеление ослаблено на $s@effectindex%.,6,118,2,9,127,0,0
178,"Наносит урон от темной магии всем противникам, находящимся в секторе перед заклинателем.",,165,0,1,9,32,50,50
179,Наносит урон от сил природы противникам в радиусе $A@effectindex м.,,165,0,1,7,8,50,50
180,"Вызывает немоту у всех противников в радиусе $A@effectindex м, предотвращая применение ими заклинаний в течение $d.",Невозможно применять заклинания.,6,27,0,7,0,0,0
181,Уменьшает получаемый урон на $s@effectindex% на $d.,Получаемый урон уменьшен на $s@effectindex%.,6,87,2,1,127,0,0
182,Телепортирует в другую точку.,,252,0,0,1,0,0,0
183,Наносит цели физический урон в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Физический урон в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,1,20,20
184,Наносит цели урон от светлой магии в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от светлой магии в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,2,20,20
185,Наносит цели урон от огня в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от огня в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,4,20,20
186,Наносит цели урон от сил природы в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от сил природы в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,8,20,20
187,Наносит цели урон от магии льда в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от магии льда в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,16,20,20
188,Наносит цели урон от темной магии в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от темной магии в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,32,20,20
189,Наносит цели урон от тайной магии в размере $s@effectindex% от ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от тайной магии в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,64,20,20
190,Наносит противнику урон от магии Хаоса в объеме $s@effectindex% ее максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Урон от магии Хаоса в объеме $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек.,6,89,1,1,127,20,20
291,"Увеличивает урон, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон увеличен на $s@effectindex%.,6,87,1,5,127,10,10
292,"Увеличивает урон от тайной магии, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от тайной магии увеличен на $s@effectindex%.,6,87,1,5,64,10,10
293,"Увеличивает урон от темной магии, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от темной магии увеличен на $s@effectindex%.,6,87,1,5,32,10,10
294,"Увеличивает урон от магии льда, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от магии льда увеличен на $s@effectindex%.,6,87,1,5,16,10,10
295,"Увеличивает урон от сил природы, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от сил природы увеличен на $s@effectindex%.,6,87,1,5,8,10,10
296,"Увеличивает урон от огня, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от огня увеличен на $s@effectindex%.,6,87,1,5,4,10,10
297,"Увеличивает урон от светлой магии, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый урон от светлой магии увеличен на $s@effectindex%.,6,87,1,5,2,10,10
298,"Увеличивает физический урон, получаемый всеми противниками в радиусе $A@effectindex м от места поражения, на $s@effectindex% на $d.",Получаемый физический урон увеличен на $s@effectindex%.,6,87,1,5,1,10,10
299,"Увеличивает урон, наносимый всеми союзниками в радиусе $A@effectindex м, на $s@effectindex% на $d.",Наносимый урон увеличен на $s@effectindex%.,6,79,1,7,127,30,30
300,Увеличивает наносимый противником урон на $s@effectindex% на $d.,Наносимый урон увеличен на $s@effectindex%.,6,79,1,3,127,30,30
301,Наносит цели урон от удара магии.,,31,0,1,3,65,50,50
302,Наносит урон от огня всем противникам в радиусе $A@effectindex м от места поражения.,,165,0,1,5,4,50,50
303,Наносит урон от огня всем противникам в радиусе $A@effectindex м от места поражения раз в $t@effectindex сек. в течение $d.,Урон от огня раз в $t@effectindex сек.,6,70,1,5,4,50,50
304,Снижает скорость передвижения цели на $s@effectindex% на $d.,Скорость передвижения снижена на $s@effectindex%.,6,33,2,3,0,0,0
305,Восполняет заклинателю и союзникам в радиусе $A@effectindex м $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Восстанавливает $s@effectindex% от максимального запаса здоровья раз в $t@effectindex сек.,6,20,1,4,0,0,0
306,Восполняет заклинателю и союзникам в радиусе $A@effectindex м $s@effectindex% максимального запаса здоровья раз в $t@effectindex сек. в течение $d.,Восстанавливает $s@effectindex% от максимального запаса здоровья раз в $t@effectindex сек.,6,20,1,6,0,0,0
308,Наносит урон от сил природы противникам в радиусе $A@effectindex м.,,2,0,1,4,8,50,50
309,Наносит урон от темной магии противникам в радиусе $A@effectindex м раз в $t@effectindex сек. в течение $d.,Урон от темной магии раз в $t@effectindex сек.,6,70,1,7,32,50,50
310,Наносит урон от сил природы противникам в радиусе $A@effectindex м раз в $t@effectindex сек. в течение $d.,Урон от сил природы раз в $t@effectindex сек.,6,70,1,7,8,50,50
321,Заставляет цель убегать в страхе в течение $d.,Бежит в страхе.,6,407,0,3,0,0,0
322,Повышает скорость передвижения всех союзников в радиусе $A@effectindex м на $s@effectindex% на $d.,Скорость передвижения повышена на $s@effectindex%.,6,31,1,6,0,0,0
326,test,test,244,0,0,0,0,2,0
327,Дезориентирует цель на $d.,Дезориентация.,6,5,0,3,0,0,0
329,Наносит противникам в радиусе $A@effectindex м $s@effectindex ед. урона от темной магии раз в $t@effectindex сек. в течение $d.,$s@effectindex ед. урона от темной магии раз в $t@effectindex сек.,6,3,1,7,32,50,50
330,Наносит противнику $s@effectindex ед. урона от огня.,,2,0,1,1,4,50,50
331,Наносит урон от удара магии.,,2,0,1,1,65,50,50
332,Наносит противнику $s@effectindex ед. урона от темной магии.,,2,0,1,1,32,50,50
333,Наносит физический урон.,,2,0,1,1,1,50,50
334,Наносит урон от сил природы.,,2,0,1,1,8,50,50
335,Наносит урон от светлой магии.,,2,0,1,1,2,50,50
336,Наносит противнику $s@effectindex ед. урона от магии льда.,,2,0,1,1,16,50,50
337,Наносит урон от магии Хаоса.,,2,0,1,1,127,50,50
338,Наносит урон от тайной магии.,,2,0,1,1,64,50,50
339,Наносит урон от темной магии противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от темной магии раз в $t@effectindex сек.,6,70,1,9,32,50,50
340,Наносит физический урон противникам перед собой раз в $t@effectindex сек. в течение $d.,Физический урон раз в $t@effectindex сек.,6,70,1,9,1,50,50
341,Наносит урон от сил природы противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от сил природы раз в $t@effectindex сек.,6,70,1,9,8,50,50
342,Наносит урон от светлой магии противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от светлой магии раз в $t@effectindex сек.,6,70,1,9,2,50,50
343,Наносит урон от магии льда противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от магии льда раз в $t@effectindex сек.,6,70,1,9,16,50,50
344,Наносит урон от огня противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от огня раз в $t@effectindex сек.,6,70,1,9,4,50,50
345,Наносит урон от магии Хаоса противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от магии Хаоса раз в $t@effectindex сек.,6,70,1,9,127,50,50
346,Наносит урон от тайной магии противникам перед собой раз в $t@effectindex сек. в течение $d.,Урон от тайной магии раз в $t@effectindex сек.,6,70,1,9,64,50,50
347,Дезориентирует противников перед вами на $d.,Дезориентация.,6,5,0,9,0,0,0
348,Дезориентирует противников в радиусе $A@effectindex м от места поражения на $d.,Дезориентация.,6,5,0,5,0,0,0
349,Отбрасывает противника.,,98,0,1,1,0,0,0
350,"Оглушает противников перед собой, на $d. лишая их возможности двигаться или атаковать.",Оглушение.,6,12,0,9,0,0,0
351,Обездвиживает противников перед собой на $d.,Обездвиженность.,6,26,0,9,0,20,0
352,Обездвиживает противников в радиусе $A@effectindex м от места поражения на $d.,Обездвиженность.,6,26,0,5,0,20,0
