ID,Name_lang,Quantity,Flags
243,Малый знак отличия Армии Покорителей,1,1
244,"Малый знак отличия операции ""Заслон""",1,1
245,"Реликвии операции ""Заслон""",1,1
246,Реликвии Армии Покорителей,1,1
247,Карточка вызова,1,0
249,Омытая кровью деталь,1,1
250,Реликвии Натиска Шадо-Пан,1,1
251,Кристалл души Джин'рока,1,1
252,Кольцо Шамуру,1,1
253,Фрагмент снов Джин'рока,1,1
254,Похищенный глаз Дуруму,1,1
255,Чешуеспинная печать,1,1
256,Знак кровавого бога,1,1
257,Изуродованное щупальце Дуруму,1,1
258,Воспоминания Ро'шака,1,1
259,Кольцо чешуйчатого тирана,1,1
260,Застывший глаз василиска,1,1
261,Зловещее джуджу,1,1
262,Дыхание гидры,1,1
263,Сущность гениальности Ча-Йе,1,1
264,Хрупкий фиал кровопролития,1,1
265,Легендарное перо Цзи-Кунь,1,1
266,Стойкость зандаларов,1,1
267,Взгляд близнецов,1,1
268,Последний вздох Хорридона,1,1
269,Покрытый письменами мешок порождений гидры,1,1
270,Нарастающий ветер Цзи-Кунь,1,1
271,Заряженный молнией кубок,1,1
272,Талисман ярости Изначалия,1,1
273,Оберег души Ренатаки,1,1
274,Руна перераспределения,1,1
275,Призрачный барьер,1,1
276,Искра Зандалара,1,1
277,Украденная реликвия Зулдазара,1,1
278,Талисман жажды крови,1,1
279,Отчетливое видение Лэй Шэня,1,1
280,Последний выбор Вушулая,1,1
281,Реликвии Армии Кирин-Тора,1,1
282,Реликвии Войск Похитителей Солнца,1,1
283,Талисманы Натиска Шадо-Пан,1,1
287,Плащ добродетели,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,Выдержка Сюэня,1,1
296,Укус Юй-Лун,1,1
297,Размышления Чи-Цзи,1,1
298,Проворство Сюэня,1,1
299,Решимость Нюцзао,1,1
300,Кольцо из окаменевшей болотной мяты,1,1
301,Погасший уголек Галакраса,1,1
302,Фамильная печать Ийокука,1,1
303,Печать вечной печали,1,1
304,Печать темной ярости,1,1
305,Печать лазерного разреза,1,1
306,Печать диномантов,1,1
307,Печать скорбного пути,1,1
308,Асгорская кровавая печать,1,1
309,Печать забытых королей,1,1
310,PH,1,1
311,Кольцо Кровавого Когтя,1,1
312,Кольцо самообладания Галакронда,1,1
313,Кольцо железной гробницы,1,1
314,Кольцо дьявольского клыка,1,1
315,PH,1,1
316,Кольцо искажения реальности,1,1
317,Печать быстрого змея,1,1
318,Кольцо неусыпной энергии,1,1
319,Кольцо превращения Кил'рука,1,1
320,Утверждение последствий,1,1
321,Очищенные путы Глубиния,1,1
322,Отполированный знак отличия Назгрима,1,1
323,Источник плавкого пламени,1,1
324,Несчастливый талисман Рука,1,1
325,Фокусирующий кристалл исполина,1,1
326,Злобное око Галакраса,1,1
327,Призматическая тюрьма гордыни,1,1
328,Ядовитый тотем Кардрис,1,1
329,Талисман Харомма,1,1
330,Печать буйства,1,1
331,Разъяренный кристалл ярости,1,1
332,Изъеденный кислотой зуб Тока,1,1
333,Кончик хвоста Тока,1,1
334,Фиал живой скверны,1,1
335,Проклятие высокомерия,1,1
336,Окровавленный амулет Скира,1,1
337,Деформированный самофланж прерывистости,1,1
338,Черная кровь И'Шараджа,1,1
339,Тикающий черный детонатор,1,1
340,Горнило Черной горы,3,0
341,Созданные в Warlords of Draenor предметы,3,1
342,Предмет из инженерной мастерской,1,0
343,Фрукт гарнизона,5,0
344,Иллюзия зачарователя,1,0
345,Перстень верховного мага,1,1
346,Создано Легионом,3,1
347,Кольцо пирата-призрака,1,1
348,Глаз саблезуба,1,1
349,Гроза демонов,1,1
350,Рукодельная реликвия,1,1
351,Алый фиал,3,0
352,Отвар проворства,2,0
353,Test Item Limit Category Crafted,3,1
357,легендарная добыча дополнения Legion,1,1
358,Кольца захватчика,1,1
359,Аксессуары захватчика,1,1
360,Аметистовые печати,1,1
361,Очи гончих,1,1
362,Путь Титанов,1,1
463,Кракенов глаз,1,1
464,Кольцо с кракеновым глазом,1,1
465,Красная перфокарта,1,1
466,Желтая перфокарта,1,1
467,Синяя перфокарта,1,1
468,Левиафанов глаз,1,1
469,Кольцо с левиафановым глазом,1,1
471,Флакон безмятежности,3,0
472,Колода карт Новолуния,1,1
473,Изготовленный легендарный предмет из Темных Земель,1,1
474,Медальоны гладиатора,1,1
481,Изготовленный предмет из Темных Земель,1,1
482,Кровавый осколок Рев,1,1
483,Кровавый осколок Джас,1,1
484,Кровавый осколок Бек,1,1
486,Ледяной осколок Кор,1,1
487,Ледяной осколок Кир,1,1
488,Ледяной осколок Тел,1,1
489,Нечестивый осколок Диз,1,1
490,Нечестивый осколок От,1,1
491,Нечестивый осколок Зед,1,1
492,Персональная мелодия,1,1
493,Боевые ритмы,1,1
494,Гармония Покопока,1,1
496,Легендарный предмет Просветленных,1,1
501,Изначальный самоцвет,1,1
502,Идол Аспектов,1,1
503,Заголовок начертания,1,1
504,Сотворенный десерт,1,0
505,Набор инструментов,1,1
506,Голова,1,1
507,Средоточие зачаровывателя,1,1
508,Спина,1,1
509,Лупа,1,1
510,Грудь,1,1
511,Кисти рук,1,1
512,Украшения,2,1
513,Спина,1,1
514,Грудь,1,1
515,Кисти рук,1,1
516,Голова,1,1
517,Набор инструментов,1,1
518,Спина,1,1
519,Грудь,1,1
520,Кисти рук,1,1
521,Голова,1,1
522,Спина,1,1
523,Грудь,1,1
524,Кисти рук,1,1
525,Голова,1,1
526,Набор инструментов,1,1
527,Спина,1,1
528,Грудь,1,1
529,Кисти рук,1,1
530,Голова,1,1
531,Набор инструментов,1,1
532,Спина,1,1
533,Грудь,1,1
534,Кисти рук,1,1
535,Голова,1,1
536,Спина,1,1
537,Грудь,1,1
538,Кисти рук,1,1
539,Голова,1,1
540,Спина,1,1
541,Грудь,1,1
542,Кисти рук,1,1
543,Голова,1,1
544,Набор инструментов,1,1
545,Спина,1,1
546,Грудь,1,1
547,Кисти рук,1,1
548,Голова,1,1
549,Набор инструментов,1,1
550,Спина,1,1
551,Грудь,1,1
552,Кисти рук,1,1
553,Голова,1,1
554,Набор инструментов,1,1
555,Спина,1,1
556,Грудь,1,1
557,Кисти рук,1,1
558,Голова,1,1
559,Спина,1,1
560,Грудь,1,1
561,Кисти рук,1,1
562,Голова,1,1
563,Спина,1,1
564,Грудь,1,1
565,Кисти рук,1,1
566,Голова,1,1
567,Набор инструментов,1,1
568,Кобальтовое кольцо могущества,1,1
569,Сигнальная турель,1,1
570,Тангенциальный корректор жизненной силы,1,1
571,Дыхание Нелтариона,1,1
572,Заземленные цепи,1,1
573,Переключатель измерений,1,1
574,Усилитель полярности,1,1
575,Суперколлайдотрон,1,1
596,Кристалл моджо,1,0
597,Устойчивый к гниению котел,1,0
598,Недолговечный флакон,2,0
599,Ракеты пламени Тьмы,1,1
600,Ключ вылазки,5,0
607,Недолговечный настой,1,0
608,Недолговечное зелье,20,0
614,Алгарийский алмаз,1,1
643,Прототип,1,0
644,Ступни,1,1
645,Привязь молнии,1,1
646,Разогнанная камера СЕЛФИ,1,1
647,Доставочный бур земельников,1,1
648,Сердечный инжектор здоровья,1,1
649,Сумка для профессии,2,0
650,Нити для плетеной лески,100,0
651,Нить со свойством плетеной лески,100,0
652,Упырыба,1,0
653,Лучший друг,1,0
