ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
35,"Таверна ""Ледяные скалы""","Таверна ""Зашедшая Луна""","Приключения! Волнение в крови! Герою и его соратникам нужно и то и другое, но не забывайте и про тихий уголок, где можно отдохнуть после подвигов.",Каждую неделю вербует случайно выбранных соратников. Вы можете указать их предпочтительные особенности и способности.,2,5,230417,224806,0,2,3600,824,300,138,31,134414,1236,1235,0,3,0,0,300,1
36,"Таверна ""Ледяные скалы""","Таверна ""Зашедшая Луна""","Приключения! Волнение в крови! Герою и его соратникам нужно и то и другое, но не забывайте и про тихий уголок, где можно отдохнуть после подвигов.","Открывает доступ к особо прибыльным заданиям, связанным с ресурсами гарнизона.",2,5,230418,224807,0,3,3600,824,600,139,32,134414,1238,1237,0,5,0,0,500,1
37,Обитель духов,Башня магов,Позволяет мгновенно перемещаться в стратегически важные точки Дренора!,Позволяет собирать у огров на Дреноре их путевые камни. Эти путевые камни можно использовать для активации любых огрских путевых врат на Дреноре. Также иногда активирует руны мощи во время боя.,2,13,230419,224808,0,1,3600,824,150,148,28,975740,1240,1239,0,7,0,0,150,1
38,Обитель духов,Башня магов,Позволяет мгновенно перемещаться в стратегически важные точки Дренора!,Открывает доступ ко вторым огрским путевым вратам (максимум 2).,2,13,230420,224809,0,2,3600,824,900,149,29,975740,1242,1241,0,14,0,0,300,1
39,Обитель духов,Башня магов,Позволяет мгновенно перемещаться в стратегически важные точки Дренора!,Открывает доступ к третьим огрским путевым вратам (максимум 3).,2,13,230421,224810,0,3,3600,824,1200,150,30,975740,1244,1243,0,21,0,0,500,1
40,Лесопилка,Лесопилка,Лесопилка предоставляет доступ к различным видам древесины по всему Дренору.,Позволяет вам помечать на Дреноре небольшие деревья для рубки. Добытую древесину можно использовать для производства нужной продукции в гарнизонных мастерских.,2,4,230422,224811,0,1,3600,0,0,8,9,975739,1246,1245,0,7,0,0,300,1
41,Лесопилка,Лесопилка,Лесопилка предоставляет доступ к различным видам древесины по всему Дренору.,"Позволяет помечать средние деревья, чтобы получать дополнительную древесину.",2,4,230423,224812,0,2,3600,0,0,161,62,975739,1248,1247,0,14,0,0,500,1
42,Зверинец,Зверинец,Зверинец дает больше возможностей развить и усилить ваших питомцев.,"Привлекает элитных питомцев, с которыми можно сражаться, получая за это награды. Также позволяет 5 вашим боевым питомцам находиться в гарнизоне.",2,7,230426,224813,0,1,3600,824,50,163,100,975741,1250,1249,5,1,0,0,0,0
51,Хранилище,Хранилище,В хранилище имущество гарнизона и ваши вещи будут в сохранности.,Открывает доступ к личному банку и увеличивает общее количество текущих заказов для всех зданий на 5.,2,15,230437,224854,0,1,3600,824,50,140,71,975745,1200,1199,0,5,0,0,150,1
52,Склад утиля,Склад утиля,На складе утиля мусор превращается в сокровища.,Позволяет иногда получать утиль при выполнении заданий.,2,14,230440,224853,0,1,3600,824,50,141,64,975742,1202,1201,0,1,0,0,150,1
60,Кузница,Кузница,"В кузнице производятся базовые компоненты, которые используются кузнецами, а также доспехи и оружие.",Позволяет создавать изделия кузнеца и размещать заказы.,2,17,230448,225537,0,1,3600,824,50,5,4,4620670,1204,1203,0,7,0,0,150,1
61,Шахта Ледяных скал,Шахта Зашедшей Луны,"Эта шахта давно заброшена, но под землей все еще таятся богатства, которые можно найти.","Позволяет добывать из месторождений на Дреноре дренорский камень, который можно превращать в заказы дренорских минералов.",2,1,230466,225538,0,1,3600,824,50,160,33,4620679,1206,1205,0,7,0,0,0,0
62,Шахта Ледяных скал,Шахта Зашедшей Луны,"Эта шахта давно заброшена, но под землей все еще таятся богатства, которые можно найти.","Позволяет работать здесь соратникам со знанием горного дела, предоставляя уникальный бонус. Открывает новый шахтный ствол с новыми месторождениями руды и позволяет размещать до 14 заказов.",2,1,230467,225539,0,2,3600,824,50,160,33,4620679,1208,1207,0,14,52,0,300,1
63,Шахта Ледяных скал,Шахта Зашедшей Луны,"Эта шахта давно заброшена, но под землей все еще таятся богатства, которые можно найти.","Улучшенная шахта дает доступ к богатым месторождениям. Шахту будет патрулировать стража, охраняя ее от горенов. Позволяет размещать до 21 заказа.",2,1,230468,225540,0,3,3600,824,100,160,33,4620679,1210,1209,0,21,52,0,500,1
64,Рыбацкая хижина,Рыбацкая хижина,"Если вас интересует большой улов, в рыбацкой хижине можно найти хорошие снасти и наживку.",Позволяет ловить мелкую дренорскую рыбу в водоемах гарнизона. Также дает доступ к ежедневным рыболовным заданиям.,2,24,230984,230985,0,1,3600,824,50,134,85,4620674,1212,1211,0,1,227,0,0,0
65,Стойла,Стойла,Стойла дают весомые преимущества вашим средствам передвижения.,"Позволяют ловить и обучать особых ездовых животных на Дреноре. Также позволяют вам взаимодействовать с различными игровыми объектами, не спешиваясь. Действует на открытой местности Дренора.",2,11,230469,225577,0,1,3600,824,150,151,68,975744,1214,1213,3,1,0,0,150,1
66,Стойла,Стойла,Стойла дают весомые преимущества вашим средствам передвижения.,"Атаки противников больше не могут вызвать у вас головокружение, пока вы используете транспортное средство. Действует на открытой местности Дренора.",2,11,230470,225578,0,2,3600,824,900,152,69,975744,1216,1215,5,3,0,0,300,1
67,Стойла,Стойла,Стойла дают весомые преимущества вашим средствам передвижения.,Увеличивают скорость транспортных средств на Дреноре на 20%.,2,11,230471,225579,0,3,3600,824,1200,153,70,975744,1218,1217,7,5,0,0,500,1
76,Алхимическая лаборатория,Алхимическая лаборатория,В алхимической лаборатории создаются разные реагенты и появляются чудеса алхимии.,Позволяет создавать изделия алхимика и размещать заказы.,2,16,230443,227179,0,1,3600,824,50,23,20,4620669,1282,1281,0,7,0,0,150,1
90,Кожевня,Кожевня,"В кожевне из сырой кожи делаются прочные кожаные предметы, полезные любым игрокам.",Позволяет создавать изделия кожевника и размещать заказы.,2,22,230457,227070,0,1,3600,824,50,114,97,133611,1316,1315,0,7,0,0,150,1
91,Инженерная мастерская,Инженерная мастерская,"В мастерской можно производить массу полезных предметов для лихих механиков, а также поразительные механические устройства.",Позволяет создавать изделия инженера и размещать заказы.,2,19,230454,227072,0,1,3600,824,50,123,39,136243,1318,1317,0,7,0,0,150,1
93,Павильон наложения чар,Павильон наложения чар,В павильоне наложения чар создаются магические реагенты и полностью готовые и пригодные к использованию чары.,"Позволяет производить зачарованные предметы, а также дает возможность тем, кто не владеет наложением чар, распылять предметы. Кроме того, позволяет размещать заказы.",2,18,230451,227073,0,1,3600,824,50,126,80,4620672,1320,1319,0,7,0,0,150,1
94,Швейная лавка,Швейная лавка,В швейной лавке вы найдете любые нужные вам предметы из ткани.,Позволяет создавать изделия портного и размещать заказы.,2,23,230463,227180,0,1,3600,824,50,111,91,4620681,1322,1321,0,7,0,0,150,1
95,Мастерская начертателя,Мастерская начертателя,"В мастерской производятся магические чернила, красители и бумага. Также там можно создавать символы и другие волшебные предметы.",Позволяет создавать изделия начертателя и размещать заказы.,2,20,230427,227074,0,1,3600,824,50,120,94,4620676,1324,1323,0,7,0,0,150,1
96,Лавка самоцветов,Лавка самоцветов,В лавке самоцветов можно создавать чудесные драгоценные камни и другие ювелирные изделия.,Позволяет создавать ювелирные изделия и размещать заказы.,2,21,230460,227075,0,1,3600,824,50,117,77,4620677,1326,1325,0,7,0,0,150,1
111,Торговая лавка,Торговая лавка,Торговая лавка – это центр торговли между жителями гарнизона и обитателями Дренора.,"Каждый день в гарнизоне появляется торговец, продающий хозяйственные товары. Также позволяет обменивать предметы для ремесел на ресурсы для гарнизона.",2,6,230472,227673,0,1,3600,0,0,154,72,975746,1252,1251,0,7,0,0,300,1
117,Кузница,Кузница,"В кузнице производятся базовые компоненты, которые используются кузнецами, а также доспехи и оружие.","Позволяет работать здесь соратникам со знанием кузнечного дела, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,17,230449,227588,0,2,3600,824,100,129,83,4620670,1284,1283,0,14,55,0,300,1
118,Кузница,Кузница,"В кузнице производятся базовые компоненты, которые используются кузнецами, а также доспехи и оружие.","Открывает доступ к заданиям по кузнечному делу, позволяет размещать до 21 заказа одновременно.",2,17,230450,227589,0,3,3600,824,300,130,84,4620670,1286,1285,0,21,55,0,500,1
119,Алхимическая лаборатория,Алхимическая лаборатория,В алхимической лаборатории создаются разные реагенты и появляются чудеса алхимии.,"Позволяет работать здесь соратникам со знанием алхимии, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,16,230444,227590,0,2,3600,824,100,24,21,4620669,1288,1287,0,14,54,0,300,1
120,Алхимическая лаборатория,Алхимическая лаборатория,В алхимической лаборатории создаются разные реагенты и появляются чудеса алхимии.,"Открывает доступ к заданиям по алхимии, позволяет размещать до 21 заказа одновременно.",2,16,230445,227591,0,3,3600,824,300,25,22,4620669,1290,1289,0,21,54,0,500,1
121,Кожевня,Кожевня,"В кожевне из сырой кожи делаются прочные кожаные предметы, полезные любым игрокам.","Позволяет работать здесь соратникам со знанием кожевничества, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,22,230458,227592,0,2,3600,824,100,115,98,133611,1292,1291,0,14,60,0,300,1
122,Кожевня,Кожевня,"В кожевне из сырой кожи делаются прочные кожаные предметы, полезные любым игрокам.","Открывает доступ к заданиям по кожевничеству, позволяет размещать до 21 заказа одновременно.",2,22,230459,227593,0,3,3600,824,300,116,99,133611,1294,1293,0,21,60,0,500,1
123,Инженерная мастерская,Инженерная мастерская,"В мастерской можно производить массу полезных предметов для лихих механиков, а также поразительные механические устройства.","Позволяет работать здесь соратникам со знанием инженерного дела, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,19,230455,227594,0,2,3600,824,100,124,40,136243,1296,1295,0,14,57,0,300,1
124,Инженерная мастерская,Инженерная мастерская,"В мастерской можно производить массу полезных предметов для лихих механиков, а также поразительные механические устройства.","Открывает доступ к заданиям по инженерному делу, позволяет размещать до 21 заказа одновременно.",2,19,230456,227595,0,3,3600,824,300,125,41,136243,1298,1297,0,21,57,0,500,1
125,Павильон наложения чар,Павильон наложения чар,В павильоне наложения чар создаются магические реагенты и полностью готовые и пригодные к использованию чары.,"Позволяет работать здесь соратникам со знанием наложения чар, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,18,230452,227596,0,2,3600,824,100,127,81,4620672,1300,1299,0,14,56,0,300,1
126,Павильон наложения чар,Павильон наложения чар,В павильоне наложения чар создаются магические реагенты и полностью готовые и пригодные к использованию чары.,"Открывает доступ к заданиям по наложению чар, позволяет размещать до 21 заказа одновременно.",2,18,230453,227597,0,3,3600,824,300,128,82,4620672,1302,1301,0,21,56,0,500,1
127,Швейная лавка,Швейная лавка,В швейной лавке вы найдете любые нужные вам предметы из ткани.,"Позволяет работать здесь соратникам со знанием портняжного дела, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,23,230464,227598,0,2,3600,824,100,112,92,4620681,1304,1303,0,14,61,0,300,1
128,Швейная лавка,Швейная лавка,В швейной лавке вы найдете любые нужные вам предметы из ткани.,"Открывает доступ к заданиям по портняжному делу, позволяет размещать до 21 заказа одновременно.",2,23,230465,227599,0,3,3600,824,300,113,93,4620681,1306,1305,0,21,61,0,500,1
129,Мастерская начертателя,Мастерская начертателя,"В мастерской производятся магические чернила, красители и бумага. Также там можно создавать символы и другие волшебные предметы.","Позволяет работать здесь соратникам со знанием начертания, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,20,230430,227600,0,2,3600,824,100,121,95,4620676,1308,1307,0,14,58,0,300,1
130,Мастерская начертателя,Мастерская начертателя,"В мастерской производятся магические чернила, красители и бумага. Также там можно создавать символы и другие волшебные предметы.","Открывает доступ к заданиям по начертанию, позволяет размещать до 21 заказа одновременно.",2,20,230432,227601,0,3,3600,824,300,122,96,4620676,1310,1309,0,21,58,0,500,1
131,Лавка самоцветов,Лавка самоцветов,В лавке самоцветов можно создавать чудесные драгоценные камни и другие ювелирные изделия.,"Позволяет работать здесь соратникам со знанием ювелирного дела, предоставляя особый бонус. Также позволяет размещать до 14 заказов одновременно.",2,21,230461,227602,0,2,3600,824,100,118,78,4620677,1312,1311,0,14,59,0,300,1
132,Лавка самоцветов,Лавка самоцветов,В лавке самоцветов можно создавать чудесные драгоценные камни и другие ювелирные изделия.,"Открывает доступ к заданиям по ювелирному делу, позволяет размещать до 21 заказа одновременно.",2,21,230462,227603,0,3,3600,824,300,119,79,4620677,1314,1313,0,21,59,0,500,1
133,Хлев,Хлев,"В хлеву обитают пойманные животные – источник кожи, меха и мяса для гарнизона.","Позволяет ловить элитных зверей, дающих дикую кровь, необходимую для изготовления всего эпического оружия и доспехов.",2,3,233188,233186,0,3,3600,824,600,133,26,975737,1232,1231,0,21,62,0,500,1
134,Рыбацкая хижина,Рыбацкая хижина,"Если вас интересует большой улов, в рыбацкой хижине можно найти хорошие снасти и наживку.",Позволяет ловить среднюю дренорскую рыбу в водоемах гарнизона.,2,24,230986,230987,0,2,3600,824,50,135,86,4620674,1254,1253,0,3,227,0,300,1
135,Рыбацкая хижина,Рыбацкая хижина,"Если вас интересует большой улов, в рыбацкой хижине можно найти хорошие снасти и наживку.","Позволяет ловить огромную дренорскую рыбу в водоемах гарнизона. Также дает возможность поймать уникальную рыбу, которую можно использовать для выманивания на берег таинственных созданий.",2,24,230990,230989,0,3,3600,824,100,136,87,4620674,1256,1255,0,5,227,0,500,1
136,Травяной сад,Травяной сад,"Сад, в котором можно выращивать и собирать дренорские травы.","Позволяет работать здесь соратникам со знанием травничества, предоставляя особый бонус. Увеличивает количество растущих в саду трав и позволяет размещать до 14 заказов одновременно.",2,2,236448,235990,0,2,3600,824,50,137,59,134221,1258,1257,0,14,53,0,300,1
137,Травяной сад,Травяной сад,"Сад, в котором можно выращивать и собирать дренорские травы.","Выращивает в вашем саду уникальное дренорское фруктовое дерево, плоды которого дают положительный эффект. Позволяет размещать до 21 заказа одновременно.",2,2,236449,235991,0,3,3600,824,100,137,59,134221,1260,1259,0,21,53,0,500,1
138,Лесопилка,Лесопилка,Лесопилка предоставляет доступ к различным видам древесины по всему Дренору.,"Позволяет помечать большие деревья, чтобы получать еще больше древесины.",2,4,233266,233267,0,3,3600,0,0,162,63,975739,1262,1261,0,21,228,0,1000,1
140,Склад утиля,Склад утиля,На складе утиля мусор превращается в сокровища.,"Увеличивает шансы сбора утиля на заданиях. Кроме того, в утиле могут попадаться предметы для соратников.",2,14,230441,230475,0,2,3600,824,100,141,64,975742,1266,1265,0,3,0,0,300,1
141,Склад утиля,Склад утиля,На складе утиля мусор превращается в сокровища.,Значительно повышает вероятность нахождения утиля в ходе выполнения заданий.,2,14,230442,230476,0,3,3600,824,300,141,64,975742,1268,1267,0,5,0,0,500,1
142,Хранилище,Хранилище,В хранилище имущество гарнизона и ваши вещи будут в сохранности.,Дает доступ к гильдейскому банку.,2,15,230438,234678,0,2,3600,824,100,140,71,975745,1270,1269,0,5,0,0,300,1
143,Хранилище,Хранилище,В хранилище имущество гарнизона и ваши вещи будут в сохранности.,"Дает доступ к эфириальному торговцу, предоставляющему услуги трансмогрификации, и Хранилищу Бездны, а также увеличивает общее количество текущих заказов для всех зданий на 15.",2,15,230439,234679,0,3,3600,824,300,140,71,975745,1272,1271,0,15,0,0,500,1
144,Торговая лавка,Торговая лавка,Торговая лавка – это центр торговли между жителями гарнизона и обитателями Дренора.,"Открывает доступ к фракциям защитников Ша'тар или клана Веселого Черепа. Также дает возможность собирать на Дреноре материалы, необходимые для постройки аукционного дома.",2,6,230473,227674,0,2,3600,0,0,155,73,975746,1274,1273,0,14,0,0,500,1
145,Торговая лавка,Торговая лавка,Торговая лавка – это центр торговли между жителями гарнизона и обитателями Дренора.,Ускоряет набор репутации на Дреноре на 20%.,2,6,230474,233189,0,3,3600,0,0,156,74,975746,1276,1275,0,21,0,0,1000,1
159,Святилище гладиатора,Святилище гладиатора,"Покажите свою мощь, выступая против враждебных игроков на Дреноре, и отточите свое мастерство на залитой кровью арене. Убивайте врагов и возвращайтесь с доказательствами их смерти, за которые вы сможете получить могущественные трофеи!","Повышает скорость восстановления здоровья вне боя на Дреноре, когда вы находитесь в открытых зонах, и позволяет собирать переломанные кости побежденных противников для получения трофея покорителя.",2,25,230477,230480,0,1,3600,824,100,145,65,975743,1332,1331,0,7,0,0,150,1
160,Святилище гладиатора,Святилище гладиатора,"Покажите свою мощь, выступая против враждебных игроков на Дреноре, и отточите свое мастерство на залитой кровью арене. Убивайте врагов и возвращайтесь с доказательствами их смерти, за которые вы сможете получить могущественные трофеи!","Позволяет не получать урон при падении и дышать под водой в открытых зонах Дренора. Открывает цепочку ""Заклятый враг"", в которой вам будет нужно убивать вражеских игроков определенной расы.",2,25,230478,230486,0,2,3600,824,300,146,66,975743,1334,1333,0,14,0,0,300,1
161,Святилище гладиатора,Святилище гладиатора,"Покажите свою мощь, выступая против враждебных игроков на Дреноре, и отточите свое мастерство на залитой кровью арене. Убивайте врагов и возвращайтесь с доказательствами их смерти, за которые вы сможете получить могущественные трофеи!","Если в одной из открытых зон Дренора уровень здоровья игрока падает ниже 35%, то получаемый им урон уменьшается на 50%. Открывает доступ к гладиаторским боям в Колизее Верховного Молота.",2,25,230479,230487,0,3,3600,824,600,147,67,975743,1336,1335,0,21,0,0,500,1
162,Мастерская гоблинов,Мастерская гномов,Сокрушите врагов механической мощью!,"Открывает доступ к личному инженеру, который ежедневно генерирует различные полезные изобретения. Дело мастера боится!",2,26,230489,230492,0,1,3600,824,150,157,88,975747,1264,1263,0,0,0,0,150,1
163,Мастерская гоблинов,Мастерская гномов,Сокрушите врагов механической мощью!,Ваш инженер получает доступ к пяти новым удивительным устройствам.,2,26,230490,230493,0,2,3600,824,900,158,89,975747,1278,1277,0,0,0,0,300,1
164,Мастерская гоблинов,Мастерская гномов,Сокрушите врагов механической мощью!,Один раз в день позволяет создать осадную машину. Покорите Дренор с ее помощью!,2,26,230491,230494,0,3,3600,824,1200,159,90,975747,1280,1279,0,1,0,0,500,1
167,Зверинец,Зверинец,Зверинец дает больше возможностей развить и усилить ваших питомцев.,"Повышает вероятность попадания добычи в ловушку на Дреноре и сокращает время восстановления способности ""Воскрешение"". Также позволяет держать в гарнизоне до 10 ваших боевых питомцев.",2,7,236180,235992,0,2,3600,824,50,163,100,975741,1328,1327,10,3,0,0,300,1
168,Зверинец,Зверинец,Зверинец дает больше возможностей развить и усилить ваших питомцев.,Открывает доступ к ежедневным битвам питомцев с уникальными наградами для питомцев.,2,7,236181,235993,0,3,3600,824,100,163,100,975741,1330,1329,10,5,0,0,500,1
205,Пристань Ледяных скал,Пристань Зашедшей Луны,Стройте корабли и выполняйте задания для флота на побережье рядом с вашим гарнизоном.,,2,9,230489,230489,0,1,0,0,0,14,14,1126431,0,0,0,1,0,0,0,2
206,Пристань Ледяных скал,Пристань Зашедшей Луны,Стройте корабли и выполняйте задания для флота на побережье рядом с вашим гарнизоном.,,2,9,230489,230489,0,2,0,0,0,14,14,1126431,0,0,2,1,0,0,0,2
207,Пристань Ледяных скал,Пристань Зашедшей Луны,Стройте корабли и выполняйте задания для флота на побережье рядом с вашим гарнизоном.,,2,9,230489,230489,0,3,0,0,0,14,14,1126431,0,0,4,1,0,0,0,2
209,Оплот класса,Оплот класса,,,3,0,230489,230489,0,1,0,0,0,154,72,132093,0,0,0,1,0,0,0,0
