Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Гнедая кобыла,|cFFFFD200Торговец: |rКейти Стокс|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Сильная и выносливая. ""Лошадь, которая построила Штормград"".",18,230,0,2,6648,0,0,4,0,0
Лютый волк,|cFFFFD200Торговец:|r Огунаро Волкопас|n|cFFFFD200Зона:|r Оргриммар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Когда-то считалось, что этот вид вымер везде, кроме дальнего севера. Всякий, кто готовится к зиме, желает заполучить такого волка.",19,230,0,2,6653,0,0,4,0,0
Темно-бурый волк,|cFFFFD200Торговец: |rОгунаро Волкопас|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Вой этого волка разносится на километры вокруг.,20,230,0,2,6654,0,0,4,0,0
Серый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Самцы баранов могут часами бодаться, чтобы впечатлить самку. В этом отношении они очень похожи на дворфов.",21,230,0,2,6777,0,0,4,0,0
Черный баран,|cFFFFD200Старинное|r,"""Я не видел эту породу уже много лет, но своего упрямства она за эти годы не растеряла"". Верон Янтарлен.",22,230,64,2,6896,0,0,4,0,0
Белый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Самцы баранов могут часами бодаться, чтобы впечатлить самку. В этом отношении они очень похожи на дворфов.",24,230,0,2,6898,0,0,4,0,0
Бурый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Самцы баранов могут часами бодаться, чтобы впечатлить самку. В этом отношении они очень похожи на дворфов.",25,230,0,2,6899,0,0,4,0,0
Полосатый ледопард,|cFFFFD200Торговец: |rЛеланай|n|cFFFFD200Зона: |rДарнас|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Из-за своего ненасытного аппетита эти животные получили прозвище, которое на языке ночных эльфов означает ""драконье брюхо"".",26,230,0,2,8394,0,0,4,0,0
Изумрудный ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",27,230,0,2,8395,0,0,4,0,0
Конь-скелет,|cFFFFD200Старинное|r,"Как и большинство нежити, этот конь не сам выбирал свою судьбу.",28,230,64,2,8980,0,0,4,0,0
Пятнистый ледопард,|cFFFFD200Торговец: |rЛеланай|n|cFFFFD200Зона: |rДарнас|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"Из-за своего ненасытного аппетита эти животные получили прозвище, которое на языке ночных эльфов означает ""драконье брюхо"".",31,230,0,2,10789,0,0,4,0,0
Тигр,|cFFFFD200Старинное|r,,32,230,64,5,10790,0,0,4,0,0
Полосатый ночной саблезуб,|cFFFFD200Торговец: |rЛеланай|n|cFFFFD200Зона: |rДарнас|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Саблезубы недаром считаются одними из лучших хищников Азерота: эти ловкие охотники могут пробираться через густые леса, не издавая ни звука.",34,230,0,2,10793,0,0,4,0,0
Палевый ящер,|cFFFFD200Старинное|r,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",35,230,64,2,10795,0,0,4,0,0
Бирюзовый ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",36,230,0,2,10796,0,0,4,0,0
Фиолетовый ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",38,230,0,2,10799,0,0,4,0,0
Красный механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Террадинамические экзоплоттеры соединяются с равновесными усилителями гидравлической системой..."" – Бинджи Перосвист.",39,230,0,2,10873,0,0,4,0,0
Синий механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Террадинамические экзоплоттеры соединяются с равновесными усилителями гидравлической системой..."" – Бинджи Перосвист.",40,230,0,2,10969,0,0,4,0,0
Боевой конь,|cFFFFD200Паладин|r|n,"Скакун, обученный упорству в праведном бою.",41,230,4,1,13819,27943,0,4,0,0
Белый механодолгоног модель Б,|cFFFFD200Старинное|r,"Гномские инженеры были вынуждены снять с производства эту модель из-за поступающих жалоб на ""барахлящую дроссельную заслонку"". Дефектному прототипу присвоено кодовое название ""модель Б"".",42,230,64,2,15779,0,0,4,0,0
Зеленый механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Террадинамические экзоплоттеры соединяются с равновесными усилителями гидравлической системой..."" – Бинджи Перосвист.",43,230,64,2,15780,0,0,4,0,0
Черный ночной саблезуб,|cFFFFD200Старинное|r,"Саблезубы недаром считаются одними из лучших хищников Азерота: эти ловкие охотники могут пробираться через густые леса, не издавая ни звука.",45,230,64,2,16055,0,0,4,0,0
Древний ледопард,|cFFFFD200Старинное|r,"Отсутствие пятен или полосок на шкуре этого зверя говорит о том, что он прямой потомок древнейшей линии ледопардов.",46,230,64,2,16056,0,0,4,0,0
Рыжий волк,|cFFFFD200Старинное|r,Во всем Азероте остались единицы рыжих волков. Только ветеранам доведется увидеть этого зверя.,50,230,64,2,16080,0,0,4,0,0
Полярный волк,|cFFFFD200Старинное|r,"Этих волков, когда-то считавшихся исчезнувшими, иногда можно встретить в рядом с закаленными воинами Орды.",51,230,64,0,16081,0,0,4,0,0
Игреневый конь,|cFFFFD200Старинное|r,Аристократы долгое время отдавали предпочтение именно этой величественной породе лошадей за ее золотистый ворс и струящуюся белую гриву.,52,230,64,2,16082,0,0,4,0,0
Белый жеребец,|cFFFFD200Старинное|r,Сильный и непокорный белый жеребец часто фигурирует в мифах древних людских племен.,53,230,64,2,16083,0,0,4,0,0
Крапчатый красный ящер,|cFFFFD200Старинное|r,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",54,230,64,2,16084,0,0,4,0,0
Ледопард Зимних Ключей,"|cFFFFD200Задание: |r""Они так быстро растут""|n|cFFFFD200Зона: |rЗимние Ключи","Укрощение этой дикой породы потребует терпения, силы и огромного запаса игрушечных мышек на веревочках.",55,230,4,1,17229,0,0,4,0,0
Палевый ящер,|cFFFFD200Старинное|r,"Эта порода выведена из самых свирепых особей. Заводчики гарантируют, что они не кусаются (ну, разве что иногда).",56,230,64,2,17450,0,0,4,0,0
Зеленый механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Террадинамические экзоплоттеры соединяются с равновесными усилителями с помощью гидравлической системы..."" – Бинджи Перосвист.",57,230,0,2,17453,0,0,4,0,0
Некрашеный механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Террадинамические экзоплоттеры соединяются с равновесными усилителями гидравлической системой..."" – Бинджи Перосвист.",58,230,0,2,17454,0,0,4,0,0
Льдисто-синий механодолгоног модель А,|cFFFFD200Старинное|r,Это произведение гномской инженерии было отправлено на пенсию из-за крайне капризного гироскометра.,62,230,64,2,17459,0,0,4,0,0
Снежный баран,|cFFFFD200Старинное|r,"""Я не видел эту породу уже много лет, но своего упрямства она за эти годы не растеряла"", – Верон Янтарлен.",63,230,64,2,17460,0,0,4,0,0
Черный баран,|cFFFFD200Старинное|r,"""Я не видел эту породу уже много лет, но своего упрямства она за эти годы не растеряла"", – Верон Янтарлен.",64,230,64,2,17461,0,0,4,0,0
Красный конь-скелет,|cFFFFD200Торговец: |rЗахария Пост|n|cFFFFD200Зона: |rТирисфальские леса|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Отрекшиеся верят, что даже скитающиеся вьючные звери страдают, будучи нежитью.",65,230,0,2,17462,0,0,4,0,0
Синий конь-скелет,|cFFFFD200Торговец: |rЗахария Пост|n|cFFFFD200Зона: |rТирисфальские леса|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Отрекшиеся верят, что даже скитающиеся вьючные звери страдают, будучи нежитью.",66,230,0,2,17463,0,0,4,0,0
Гнедой конь-скелет,|cFFFFD200Торговец: |rЗахария Пост|n|cFFFFD200Зона: |rТирисфальские леса|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Отрекшиеся верят, что даже скитающиеся вьючные звери страдают, будучи нежитью.",67,230,0,2,17464,0,0,4,0,0
Зеленый боевой конь-скелет,|cFFFFD200Торговец: |rЗахария Пост|n|cFFFFD200Зона: |rТирисфальские леса|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Когда павших героев обращают в нежить, та же участь постигает и их скакунов.",68,230,0,2,17465,0,0,4,0,0
Конь смерти Ривендера,|cFFFFD200Источник:|r лорд Аурий Ривендер|n|cFFFFD200Зона:|r Стратхольм,"Когда барон Ривендер стал командиром Плети, он обрек своего любимого коня на службу ему в мире нежити.",69,230,0,0,17481,0,0,4,0,0
Верховой кодо,|cFFFFD200Старинное|r,"""Кодо – опора нашего народа. Торгует ли Орда, кочует или сражается – могучие кодо всегда с нами"", – Харб Точеное Копыто.",70,230,64,2,18363,0,0,4,0,0
Серый кодо,|cFFFFD200Торговец: |rХарб Точеное Копыто|n|cFFFFD200Зона: |rМулгор|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Кодо – опора нашего народа. Торгует ли Орда, кочует или сражается – могучие кодо всегда с нами"", – Харб Точеное Копыто.",71,230,0,2,18989,0,0,4,0,0
Бурый кодо,|cFFFFD200Торговец: |rХарб Точеное Копыто|n|cFFFFD200Зона: |rМулгор|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Кодо – опора нашего народа. Торгует ли Орда, кочует или сражается – могучие кодо всегда с нами"", – Харб Точеное Копыто.",72,230,0,2,18990,0,0,4,0,0
Зеленый кодо,|cFFFFD200Старинное|r,"Этот альфа-самец – воплощение могущества кодо, бродящих по Пустошам.",73,230,64,2,18991,0,0,4,0,0
Бирюзовый кодо,|cFFFFD200Старинное|r,"""Кодо – опора нашего народа. Торгует ли Орда, кочует или сражается – могучие кодо всегда с нами"", – Харб Точеное Копыто.",74,230,64,2,18992,0,0,4,0,0
Вороной боевой скакун,|cFFFFD200Торговец: |rлейтенант Картер|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Скакуны, обученные выдерживать самые свирепые схватки в ближнем бою.",75,230,0,2,22717,0,0,4,0,0
Черный боевой кодо,|cFFFFD200Торговец: |rналетчик Борк|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"В кор'кронских стойлах этих животных разводят исключительно из-за непредсказуемого поведения и агрессии. Топот черного боевого кодо возвещает о том, что скоро прольется кровь.",76,230,0,2,22718,0,0,4,0,0
Черный боевой механодолгоног,|cFFFFD200Торговец: |rлейтенант Картер|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"""Гном на поле боя, которому сообщено необходимое ускорение, – страшная красота"", – главный механик Меггакрут.",77,230,0,2,22719,0,0,4,0,0
Черный боевой баран,|cFFFFD200Торговец: |rлейтенант Картер|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Дворфы ценят своих верховых баранов за бесстрашие, с которым те несутся в битву.",78,230,0,2,22720,0,0,4,0,0
Черный боевой ящер,|cFFFFD200Торговец: |rналетчик Борк|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Эта порода является преемником злобных ящеров, сородичей Огана, которые принесли победу империи Гурубаши.",79,230,0,2,22721,0,0,4,0,0
Красный боевой конь-скелет,|cFFFFD200Торговец: |rналетчик Борк|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Когда павших героев обращают в нежить, та же участь постигает и их скакунов.",80,230,0,2,22722,0,0,4,0,0
Черный боевой саблезуб,|cFFFFD200Торговец: |rлейтенант Картер|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Как и их родичи ночные саблезубы, черные боевые саблезубы известны своими бритвенно-острыми когтями, невероятной ловкостью и громким мурчанием, если их почесать за ушком.",81,230,0,2,22723,0,0,4,0,0
Черный боевой волк,|cFFFFD200Торговец: |rналетчик Борк|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Эти волки ценятся стражниками Оргриммара за превосходный нюх.,82,230,0,2,22724,0,0,4,0,0
Скакун погибели,|cFFFFD200Класс: |rчернокнижник,ПРЕДУПРЕЖДЕНИЕ: жаждет только демонической энергии. Никаких яблок. Ненавидит семечки.,83,230,0,1,23161,31504,0,4,0,0
Скакун,|cFFFFD200Паладин|r,Наполненный светом и преданный вашему делу.,84,230,4,1,23214,27943,0,4,0,0
Стремительный туманный саблезуб,|cFFFFD200Торговец: |rЛеланай|n|cFFFFD200Зона: |rДарнас|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Некоторые историки считают, что эта порода получила свою туманную серую шкуру в ходе экспериментов древних высокорожденных над ночными саблезубами.",85,230,0,2,23219,0,0,4,0,0
Стремительный ледопард,|cFFFFD200Торговец:|r Леланай|n|cFFFFD200Зона:|r Дарнас|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Ночные эльфы выращивают котят ледопарда с раннего детства, создавая между наездником и зверем нерушимые узы доверия длиною в жизнь.",87,230,0,2,23221,0,0,4,0,0
Стремительный желтый механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Мы внесли множество улучшений, но они все еще основаны на чертежах Меггакрута"", – Милли Перосвист.",88,230,0,2,23222,0,0,4,0,0
Стремительный белый механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Мы внесли множество улучшений, но они все еще основаны на чертежах Меггакрута"", – Милли Перосвист.",89,230,0,2,23223,0,0,4,0,0
Стремительный зеленый механодолгоног,|cFFFFD200Торговец: |rМилли Перосвист|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Мы внесли множество улучшений, но они все еще основаны на чертежах Меггакрута"", – Милли Перосвист.",90,230,0,2,23225,0,0,4,0,0
Стремительный игреневый конь,|cFFFFD200Торговец: |rКейти Стокс|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Коневоды ценят эту породу за выдержку и стойкость.,91,230,0,2,23227,0,0,4,0,0
Стремительный белый рысак,|cFFFFD200Торговец: |rКейти Стокс|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Ветеран, закаленный в самых тяжелых боях Серебряного Авангарда.",92,230,0,2,23228,0,0,4,0,0
Стремительный гнедой рысак,|cFFFFD200Торговец: |rКейти Стокс|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Ветеран, закаленный в самых тяжелых боях Серебряного Авангарда.",93,230,0,2,23229,0,0,4,0,0
Стремительный бурый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"У баранов Барак Торола толстый череп и массивные рога, что помогает им с легкостью таранить отряды бронированных врагов.",94,230,0,2,23238,0,0,4,0,0
Стремительный серый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"У баранов Барак Торола толстый череп и массивные рога, что помогает им с легкостью таранить отряды бронированных врагов.",95,230,0,2,23239,0,0,4,0,0
Стремительный белый баран,|cFFFFD200Торговец: |rВерон Янтарлен|n|cFFFFD200Зона: |rДун Морог|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"У баранов Барак Торола толстый череп и массивные рога, что помогает им с легкостью таранить отряды бронированных врагов.",96,230,0,2,23240,0,0,4,0,0
Стремительный синий ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Давние союзники троллей, эти охотники джунглей создают особую связь со своим наездником. Они становятся не просто ездовым животным, а другом и защитником.",97,230,0,2,23241,0,0,4,0,0
Стремительный оливковый ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Давние союзники троллей, эти охотники джунглей создают особую связь со своим наездником. Они становятся не просто ездовым животным, а другом и защитником.",98,230,0,2,23242,0,0,4,0,0
Стремительный оранжевый ящер,|cFFFFD200Торговец: |rЗьольнир|n|cFFFFD200Зона: |rДуротар|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Давние союзники троллей, эти охотники джунглей создают особую связь со своим наездником. Они становятся не просто ездовым животным, а другом и защитником.",99,230,0,2,23243,0,0,4,0,0
Лиловый боевой конь-скелет,|cFFFFD200Торговец: |rЗахария Пост|n|cFFFFD200Зона: |rТирисфальские леса|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Когда павших героев обращают в нежить, та же участь постигает и их скакунов.",100,230,0,2,23246,0,0,4,0,0
Огромный белый кодо,|cFFFFD200Торговец: |rХарб Точеное Копыто|n|cFFFFD200Зона: |rМулгор|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Редкий кодо-альбинос, впервые обнаруженный в Пустошах. Кентавры считают, что белый кодо – это вестник рока.",101,230,0,2,23247,0,0,4,0,0
Огромный серый кодо,|cFFFFD200Торговец: |rХарб Точеное Копыто|n|cFFFFD200Зона: |rМулгор|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Этот альфа-самец – воплощение могущества кодо, бродящих по Пустошам.",102,230,0,2,23248,0,0,4,0,0
Огромный бурый кодо,|cFFFFD200Торговец:|r Харб Точеное Копыто|n|cFFFFD200Зона:|r Мулгор|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Этот альфа-самец – воплощение могущества кодо, бродящих по Северным степям.",103,230,0,2,23249,0,0,4,0,0
Стремительный бурый волк,|cFFFFD200Торговец: |rОгунаро Волкопас|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Волки Орды – это союзники, а не прирученные звери.",104,230,0,2,23250,0,0,4,0,0
Стремительный лесной волк,|cFFFFD200Торговец: |rОгунаро Волкопас|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Волки Орды – это союзники, а не прирученные звери.",105,230,0,2,23251,0,0,4,0,0
Стремительный серый волк,|cFFFFD200Торговец: |rОгунаро Волкопас|n|cFFFFD200Зона: |rОргриммар|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Волки Орды – это союзники, а не прирученные звери.",106,230,0,2,23252,0,0,4,0,0
Стремительный грозовой саблезуб,|cFFFFD200Торговец: |rЛеланай|n|cFFFFD200Зона: |rДарнас|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"По слухам, эта порода получила название в честь любимого заклинания шаманов.",107,230,0,2,23338,0,0,4,0,0
Верховой северный волк,|cFFFFD200Торговец: |rДжорек Железнобок|n|cFFFFD200Зона: |rпредгорья Хилсбрада|n|cFFFFD200Цена: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,"Порода волков, выращенных в Альтеракских горах кланом Северного Волка.",108,230,4,2,23509,0,0,4,0,0
Боевой скакун клана Грозовой Вершины,|cFFFFD200Торговец: |rТантальдис Снегоблеск|n|cFFFFD200Зона: |rпредгорья Хилсбрада|n|cFFFFD200Цена: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t,У учителей верховой езды клана Грозовой Вершины есть традиция: они гравируют свои имена на левом роге каждого выращенного ими барана.,109,230,4,2,23510,0,0,4,0,0
Стремительный ящер Раззаши,|cFFFFD200Источник: |rМандокир Повелитель Крови|n|cFFFFD200Зона: |rЗул'Гуруб,Единственные известные в природе ящеры Раззаши содержались в Зул'Гурубе под опекой Мандокира Повелителя Крови. Эту породу никто не видел уже много лет.,110,230,64,0,24242,0,0,4,0,0
Стремительный зульский тигр,|cFFFFD200Старинное|r,"Последние зульские тигры жили в Зул'Гурубе – под покровительством верховного жрец Текала. Говорят, что сейчас их уже истребили полностью.",111,230,64,0,24252,0,0,4,0,0
Черный киражский боевой танк,|cFFFFD200Старинное|r,"Многие виды киражских боевых танков можно найти в руинах Ан'Киража, однако самые темные особи исчезли после того, как прогремел гонг Скарабея.",116,230,64,0,25863,0,0,44,0,0
Синий киражский боевой танк,|cFFFFD200Источник: |rcлучайная добыча|n|cFFFFD200Зона: |rхрам Ан'Киража,Эти сравнительно одомашненные силитиды чувствуют себя как дома только в пустынных песках Ан'Киража.,117,241,0,0,25953,0,0,44,0,0
