Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
Стихии,Стихии,"Заклинатель, который подчиняет себе разрушительные силы природы и стихий.

Оружие: булава, кинжал и щит.",262,7,0,0,2,75,136048,0,369,168534,0
Совершенствование,Совершенствование,"Боец, использующий тотемы и разящий врагов оружием, усиленным мощью стихий.

Оружие: топоры, булавы, кистевое.",263,7,1,0,2,260,237581,2,369,77223,0
Исцеление,Исцеление,"Лекарь, который взывает к духам предков и очистительной силе воды, чтобы исцелять союзников.

Оружие: булава, кинжал и щит.",264,7,2,0,1,3,136052,0,369,77226,0
Колдовство,Колдовство,"Мастер темной магии, умеющий вытягивать из врагов силы и наносить периодический урон заклинаниями.

Оружие: посох, жезл, кинжал, меч.",265,9,0,0,2,67,136145,0,357,77215,0
Демонология,Демонология,"Повелитель демонов, подчиняющий их души, чтобы сокрушить врагов.

Оружие: посох, жезл, кинжал, меч.",266,9,1,0,2,3,136172,0,357,77219,0
Разрушение,Разрушение,"Сеет хаос с помощью пламени, опаляющего и уничтожающего врагов.

Оружие: посох, жезл, кинжал, меч.",267,9,2,0,2,3,136186,0,357,77220,0
Хмелевар,Хмелевар,"Дюжий воин, который защищает союзников и избегает ударов, пользуясь непредсказуемостью своих движений.

Оружие: посох, древковое.",268,10,0,0,0,4,608951,2,618,117906,0
Танцующий с ветром,Танцующая с ветром,"Мастер боевых искусств, обрушивающий на противников шквал ударов.

Оружие: топоры, булавы, мечи, кистевое.",269,10,2,0,2,68,608953,2,618,115636,0
Ткач туманов,Ткач туманов,"Лекарь, управляющий энергией жизни, в чем ему помогает мудрость Нефритовой Змеи.

Оружие: посох, булава, меч.",270,10,1,0,1,5,608952,0,618,117907,0
Свирепость,Свирепость,"Преследуя свою жертву с неистовым упорством, эти хищники не остановятся ни перед чем, чтобы достичь поставленной цели. Даже смерть для них – лишь временное препятствие.",535,0,0,0,2,32,236159,0,0,0,0
Хитрость,Хитрость,"Эти коварные создания способны с легкостью смягчать силу смертельных ударов, нацеленных на них самих или их союзников.",536,0,2,2,2,32,132150,0,0,0,0
Упорство,Упорство,"Эти смелые и опытные защитники без лишних сомнений подставляют под удар свои прочные шкуры и панцири, защищая союзников от любых угроз.",537,0,1,1,0,32,132121,0,0,0,0
Истребление,Истребление,"Мрачный мастер боевых клинков и разрушительной магии Скверны.

Оружие: боевые клинки, мечи, топоры, кистевое.",577,12,0,0,2,68,1247264,3,364,185164,0
Месть,Месть,"Использует силу внутреннего демона, чтобы испепелять противников и защищать союзников.

Оружие: боевые клинки, мечи, топоры, кистевое.",581,12,1,0,0,4,1247265,3,364,203747,0
Начальный,Начальный,,1444,7,4,0,2,3,136048,0,369,0,0
Начальный,Начальный,,1446,1,4,0,2,68,132355,5,0,0,0
Начальный,Начальный,,1447,11,4,0,2,331,136096,0,363,0,0
Начальный,Начальный,,1448,3,4,0,2,66,461112,2,0,0,0
Начальный,Начальный,,1449,8,4,0,2,67,135846,0,362,0,0
Начальный,Начальный,,1450,10,4,0,2,68,608953,2,618,0,0
Начальный,Начальный,,1451,2,4,0,2,68,135873,5,0,0,0
Начальный,Начальный,,1452,5,4,0,1,67,135940,0,353,0,0
Начальный,Начальный,,1453,4,4,0,2,68,236270,3,0,0,0
Начальный,Начальный,,1454,9,4,0,2,67,136145,0,357,0,0
Начальный,Начальный,,1455,6,4,0,2,68,135775,5,0,0,0
Начальный,Начальный,,1456,12,4,0,2,68,1247264,3,364,0,0
Начальный,Начальный,,1465,13,4,0,2,3,4574311,0,0,0,0
Опустошитель,Опустошительница,"Высвобождает внутреннюю силу, обрушивая на поле боя хаотичное красное пламя или точные потоки синей магии.

Оружие: посох, меч, кинжал, булава.",1467,13,0,0,2,67,4511811,0,0,362980,0
Хранитель,Хранительница,"Исцеляет жизнь, взывая к Изумрудному Сну, и защищает от вреда с помощью бронзовых песков.

Оружие: посох, меч, кинжал, булава.",1468,13,1,0,1,3,4511812,0,0,363510,0
Насыщатель,Насыщательница,"Наделяет союзников мощью черных драконов, а также склоняет в их сторону силы судьбы и времени с помощью бронзовой магии.

Оружие: посох, меч, кинжал, булава.",1473,13,2,0,2,3,5198700,0,0,406380,0
Искатель приключений,Искательница приключений,,1478,14,4,0,2,2,2055034,4,0,0,0
