TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
Пройдите эпохальные подземелья с ключом,,63,212060,91023,50,87592,0,1
Убийство рейдовых боссов,,64,212062,91023,50,87592,0,1
Заработайте очки чести,,65,212064,91023,50,87592,0,1
Выполните локальные задания,,66,214555,91023,50,87592,0,1
Завершите кампанию Midnight,Завершите кампанию Midnight.,67,212076,91022,25,0,0,0
Званый ужин у Салтерила,"Посетите званый ужин у Салтерила и выполните задание ""Укрепление рунических камней"" в лесах Вечной Песни.",68,212082,91022,25,0,0,0
Дилетант на званом ужине у Салтерила,Посетите званый ужин у Салтерила в лесах Вечной Песни и окажите еженедельные услуги гостям.,69,212089,91022,25,0,0,0
Двор Луносвета: в центре внимания,Посетите двор Луносвета и выполните общие задачи.,70,212091,91022,25,0,0,0
Подземелья Midnight,Пройдите подземелья Midnight.,71,212208,92099,75,87592,0,0
"Соберите травы, руду, шкуры или рыбу","Соберите травы, руду, шкуры или рыбу в зонах Midnight.",73,212222,91022,25,87592,0,0
Глубоководный ныряльщик,"Пройдите события ""Удильщик Бездны"" в Зул'Амане.",74,212255,92099,75,0,0,0
Изобильная эффективность,Заработайте очки изобилия за события в зонах Midnight.,75,212257,91023,50,0,0,0
Лавина изобилия,Заработайте очки изобилия за события в зонах Midnight.,76,222818,91022,25,0,75,0
Легенды хараниров,"Пройдите событие ""Легенды хараниров"" в Харандаре.",77,212261,91023,50,0,0,0
Убейте светоцветных существ,"Убейте светоцветных существ, угрожающих Азероту, в любой зоне.",78,214538,91022,25,0,0,0
Убейте светоцветных существ 2,"Убейте светоцветных существ, угрожающих Азероту, в любой зоне.",79,214541,91023,50,0,78,0
Убейте светоцветных существ 3,"Убейте светоцветных существ, угрожающих Азероту, в любой зоне.",80,214544,92099,75,0,79,0
Локальные задания: леса Вечной Песни,Выполните локальные задания в лесах Вечной Песни.,81,212066,91023,50,87592,0,0
Убейте редких существ,Убейте редких или редких элитных существ в лесах Вечной Песни,82,214557,91023,50,87592,0,0
Соберите штормарионские сердечники,Соберите штормарионские сердечники в Буре Бездны,83,214559,91023,50,0,0,0
Якорь сингулярности,Защитите якорь сингулярности в Буре Бездны,84,214561,91023,50,87592,0,0
Пассивная магическая энергия,Соберите пассивную магическую энергию в лесах Вечной Песни,85,214680,91022,25,87592,0,0
Помогите посланнику от фракции,Помогите посланнику фракции в Запретном крае.,86,214735,91024,10,0,0,0
Ежедневные задания,Выполните ежедневные задания в Запретном крае.,87,214884,91023,50,0,0,0
Двери Зкерских хранилищ,Откройте двери Зкерских хранилищ в Запретном крае,88,214992,91022,25,87592,0,0
Убейте редких существ,Убейте редких существ в Запретном крае,89,215007,91023,50,87592,0,0
Пройдите изначальные бури в Ледокаменном хранилище,Пройдите изначальные бури в Ледокаменном хранилище в Запретном крае,90,215020,91023,50,87592,0,0
"Соберите травы, руду, шкуры или рыбу","Соберите травы, руду, шкуры или рыбу в Запретном крае.",91,215423,91022,25,87592,0,0
Выполните локальное задание с битвой питомцев,"Выполните локальное задание, связанное с битвой питомцев, в Запретном крае.",92,215469,91022,25,87592,0,0
Гонки с высшим пилотажем,Пройдите гонки с высшим пилотажем в Запретном крае,93,215575,91024,10,87592,0,0
Захватите Колыбель воинов,"Выполните локальное задание ""Колыбель воинов"" в Запретном крае.",94,215577,91023,50,87592,0,0
"Убейте редкое существо, связанное с профессиями","Убейте редкое или редкое элитное существо, призванное с помощью предмета для профессии в Запретном крае.",95,215666,91739,150,0,0,0
Найдите сокровища из запечатанных свитков,Добудьте сокровища после использования запечатанных свитков из Запретного края,96,215668,91022,25,87592,0,0
Убейте существ,Убейте существ в Запретном крае.,97,215670,91022,25,87592,0,0
Соберите сокровища из запретного тайника,Соберите сокровища из запретного тайника в Запретном крае.,98,215672,91022,25,87592,0,0
Соберите ресурсы,"Соберите травы, руду, шкуры или рыбу на вершине Кунь-Лай.",100,216319,91023,50,87592,0,0
Соберите древесину,Соберите древесину на вершине Кунь-Лай.,101,216323,91023,50,87592,0,0
Победите боссов,Победите боссов в подземельях и рейдах на вершине Кунь-Лай,102,216327,91022,25,87592,0,0
Дом: съешьте ягоды кафа'коту,Съешьте ягоды кафа'коту на пике Коту или в своем районе.,103,216329,91022,25,87592,0,0
Почетные победы,Одержите почетные победы на вершине Кунь-Лай.,104,216334,91023,50,87592,0,0
Соберите древесину,Добудьте древесину в Запретном крае.,105,216352,91023,50,87592,0,0
Пройдите вылазки,,106,216354,91023,50,87592,0,1
Дом: растолкайте сонных гостей,Растолкайте сонных жителей в районе,107,216664,91022,25,87592,0,0
Дом: продайте ягоды,Продайте ягоды кафа'коту торговцу кафой в районе,108,216671,91022,25,87592,0,0
Победите Ша Злости,Победите Ша Злости на вершине Кунь-Лай.,109,216306,91022,25,87592,0,0
Дом: выполните еженедельные задания района,Выполните еженедельные задания района для гостей-драктиров,110,216872,91023,50,87592,0,0
Дом: наводим красоту,"Разместите декор в доме или на участке, чтобы впечатлить гостей из Луносвета.",111,216890,91023,50,0,0,0
Дом: наводим красоту 2,"Разместите декор в доме или на участке, чтобы впечатлить гостей из Луносвета.",112,216892,91023,50,0,111,0
Дом: наводим красоту 3,"Разместите декор в доме или на участке, чтобы впечатлить гостей из Луносвета.",113,216894,91023,50,0,112,0
Дом: получите декор,"Получите новый декор для дома или участка, чтобы впечатлить гостей из Луносвета.",114,216898,91023,50,0,0,0
Дом: переместите удачки,Переместите удачки в скалолазательный лагерь района,115,216957,91022,25,87592,0,0
Дом: сбор ягод,Соберите ягоды кафа'коту во время скалолазательной тренировки в районе,116,216959,91024,10,87592,0,0
Дом: утомите перекафаненного обитателя высот,"Утомите перекафаненного летуна, полетав на нем по району",117,216961,91024,10,87592,0,0
Дом: раненые художники,"Исцелите раненых художников, посетивших район, с помощью магии, бинтов или алхимии.",118,217031,91022,25,87592,0,0
Убейте редких существ,Убейте редких существ в Мехагоне,120,217061,91023,50,87592,0,0
Ежедневные задания,Выполните ежедневные задания в Мехагоне,121,217063,91023,50,87592,0,0
Король Мехагон,"Победите короля Мехагона в операции ""Мехагон""",122,217068,91023,50,0,0,0
Воздушный подавитель ОУ-8,"Победите воздушного подавителя ОУ-8 в операции ""Мехагон"".",123,217070,91023,50,0,0,0
Классный конструктор,Завершите инженерные проекты в Мехагоне.,124,217072,91022,25,87592,0,0
Инженерия с К0Р0ЛЕМ,Изготовьте кустарные механизмы с Паскаль-К0Р0Л6ем в Мехагоне.,125,217074,91023,50,87592,0,0
Соберите древесину,Соберите древесину в Мехагоне.,126,217076,91023,50,87592,0,0
"Соберите травы, руду, шкуры или рыбу","Соберите травы, руду, шкуры или рыбу в Мехагоне",127,217078,91022,25,87592,0,0
Ржавая узурпация,Победите Ржавого принца в Мехагоне из альтернативной реальности,128,217082,91023,50,0,0,0
Тост!,Поднимите тост за Ржавоболтское сопротивление в Мехагоне,129,217084,91024,10,0,0,0
Убейте существ,Убейте существ в Мехагоне,130,217086,91022,25,87592,0,0
Локальное задание с битвой питомцев,"Выполните локальное задание, связанное с битвой питомцев, в Мехагоне.",131,217484,91022,25,87592,0,0
Красные едут быстрее,"Покрасьте везделет ""Скивиллаг"" или механокота в другой цвет в Мехагоне.",132,217486,91023,50,0,0,0
Очистительный проект,Помогите восстановить и защитить очистительную установку в Мехагоне.,133,217489,92099,75,87592,0,0
Дом: соседям надо помогать,Совершайте добрые дела в районе.,134,214565,91023,50,87592,0,0
Дом: верните потерянных механических куриц,Найдите и верните неоткалиброванных куриц в своем районе.,135,217689,92099,75,87592,0,0
Дом: механогномский транспорт,Протестируйте механогномские воздушные клапаны в своем районе.,136,217691,91023,50,87592,0,0
Дом: утиль с побережья,Помогите утилизаторам собрать металлолом на пляжах в вашем районе.,137,218132,92099,75,0,0,0
"Соберите травы, руду, шкуры или рыбу","Соберите травы, руду, шкуры или рыбу в Запределье",138,218431,91022,25,87592,0,0
Победите Паталеона Вычислителя,Победите Паталеона Вычислителя в Механаре,139,218435,91023,50,0,0,0
Победите Узлодревня,Победите Узлодревня в Ботанике,140,218437,91023,50,0,0,0
Победите предвестника Скайрисса,Победите предвестника Скайрисса в Аркатраце.,141,218439,91023,50,0,0,0
Борьба с братством,Победите участников и союзников братства Эфириум в открытых зонах Запределья,142,218548,91023,50,87592,0,0
Соберите древесину,Соберите древесину в зонах Midnight.,143,219644,91023,50,87592,0,0
Убийство Ярости Солнца,Победите последователей Ярости Солнца в Пустоверти.,144,220010,91023,50,87592,0,0
Пора их разыскать,"Выполните задания из серии ""Разыскивается"" для Консорциума в Шаттрате.",145,220012,91023,50,87592,0,0
Победите принца Шаффара,"Победите принца Шаффара в подземелье ""Гробницы Маны"".",146,220024,91023,50,0,0,0
Победите Йора,"Победите Йора в подземелье ""Гробницы Маны"".",147,220026,91739,150,0,0,0
Повторенье – мать ученья,Выполните повторяемые задания для повышения репутации Консорциума в Запределье.,148,220115,91022,25,87592,0,0
Острие Стражи Небес,Защитите Стражу Небес в лагере Баш'ира в Острогорье. Нападение начинается каждый четный час на заставе Стражи Небес.,149,220183,91739,150,87592,0,0
Бей Баш'ира,Победите Баш'ира или одного из его командиров в лагере Баш'ира в Острогорье.,150,220206,91022,25,87592,0,0
"Соберите травы, руду, шкуры или рыбу","Соберите травы, руду, шкуры или рыбу в пещере Заралек.",151,221088,91022,25,87592,0,0
Локальные задания: пещера Заралек,Выполните локальные задания в пещере Заралек.,152,221096,91023,50,87592,0,0
Исследователи под огнем,"Пройдите событие ""Исследователи под огнем"" в пещере Заралек.",153,221098,91023,50,87592,0,0
Победите Саркарета,"Победите Саркарета в Аберрии, Затененном Горниле.",155,221104,91023,50,0,0,0
Подпольные битвы питомцев,"Выполните локальное задание, связанное с битвой питомцев в пещере Заралек, хотя бы с 1 питомцем-элементалем.",156,221164,91024,10,87592,0,0
Репутация – наше все,Улучшите отношения с лоаммскими ниффами в пещере Заралек.,157,221174,91023,50,87592,0,0
Нюхорыскание,"Получите добычу из сундуков, исследуя пещеры с Мирритом в Заралеке.",158,221179,91023,50,87592,0,0
Выжимание крови из камня,"Выменяйте у Понзо выменянную карту, а затем используйте ее в пещере Заралек.",159,221186,91023,50,0,0,0
Тише едешь – дальше будешь,Выполните ежедневное задание для Бриггуль в Мерцающем Огге в пещере Заралек.,160,221188,91022,25,87592,0,0
Убейте редких существ,Убейте редких или редких элитных существ в пещере Заралек.,161,221190,91023,50,87592,0,0
Высший пилотаж: подземные гонки,Пройдите гонки с высшим пилотажем в пещере Заралек.,162,221192,91024,10,87592,0,0
"Пахучие монеты, потрясные призы",Добудьте выкопанные ароматные монеты в пещере Заралек.,163,221268,91023,50,87592,0,0
Дом: разместите благовония,"Разместите благовония в районе, чтобы приманить пчел.",164,221576,91024,10,87592,0,0
Дом: изготовьте благовония,"Отнесите материалы из района в передвижные чаны ниффов, чтобы изготовить благовония.",165,221584,91024,10,87592,0,0
Дом: помогите нюхачам,Вылечите ниффских нюхачей в своем районе от потери обоняния.,166,221684,91024,10,87592,0,0
Дом: улиточная почта,"Помогите Большому Склизю доставить почту по району. Поговорите с Бриггуль, чтобы начать.",167,221800,91023,50,87592,0,0
Дом: опыление цветов,"Покажите пчелам, какие цветы в городском центре района надо опылить.",168,221878,91024,10,87592,0,0
Дом: чародейская акробатика,Войдите в Безграничье в своем районе и полностью пройдите курс помощника последнего архитектора. Эту задачу можно выполнять один раз в день.,169,221930,92099,75,87592,0,0
"Дом: ничего не потерялось, просто пока не нашлось",Войдите в Безграничье в своем районе и помогите соседям найти потерянные предметы местных жителей.,170,221932,91022,25,87592,0,0
Дом: установите контакт,Активируйте непривязанную связь или используйте межфазовый короткий путь в своем районе.,171,222537,91022,25,0,0,0
Дом: тройной прыжок в воздухе,"Протестируйте механогномские воздушные клапаны в своем районе три раза подряд, не коснувшись земли.",172,222540,92099,75,0,0,0
Соберите древесину,Соберите древесину в Запределье.,173,222672,91023,50,87592,0,0
Глубоководный ныряльщик,"Пройдите события ""Удильщик Бездны"" в Зул'Амане.",174,212255,91024,10,0,0,0
Тигровый тестовый нифф,Тигровый тестовый нифф,190,223750,0,10,0,0,0
