Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
Победы на арене Награнда,Победы на арене Награнда,,100,-1,-1,0,152,0,0,1,30,136243,0,836,0,0,0,0
Бои на арене Награнда,Бои на арене Награнда,,101,-1,-1,0,152,0,0,1,29,136243,0,945,0,0,0,0
Победы в Руинах Лордерона,Победы в Руинах Лордерона,,102,-1,-1,0,152,0,0,1,36,136243,0,8210,0,0,0,0
Бои на арене Острогорья,Бои на арене Острогорья,,103,-1,-1,0,152,0,0,1,13,136243,0,808,0,0,0,0
Победы на арене Острогорья,Победы на арене Острогорья,,104,-1,-1,0,152,0,0,1,14,136243,0,15892,0,0,0,0
Победы в ущелье Песни Войны,Победы в ущелье Песни Войны,,105,-1,-1,0,153,0,0,1,21,136243,0,3068,0,0,0,0
Убито существ,Убито существ,,107,-1,-1,0,135,0,0,1,1,136243,0,762,0,0,0,0
Убито животных,Убито животных,,108,-1,-1,0,135,0,0,1,4,136243,0,774,0,0,0,0
Самый часто убиваемый босс Lich King (5 игроков),Самый часто убиваемый босс Lich King (5 игроков),,110,-1,-1,0,14807,0,0,1,8,136243,0,2277,1467,0,0,0
Смерти от утопления,Смерти от утопления,,112,-1,-1,0,122,0,0,1,2,136243,0,9921,0,0,0,0
Смерти от изнеможения,Смерти от изнеможения,,113,-1,-1,0,122,0,0,1,3,136243,0,777,0,0,0,0
Смерти от падения,Смерти от падения,,114,-1,-1,0,122,0,0,1,4,136243,0,2429,0,0,0,0
Смерти от огня и лавы,Смерти от огня и лавы,,115,-1,-1,0,122,0,0,1,5,136243,0,1592,0,0,0,0
"Повысьте навык владения основной профессией в категории ""Классика"" до 150.",Подмастерье,,116,-1,-1,0,169,1,10,0,1,134327,0,65946,0,0,0,0
"Повысьте навык кулинарии в категории ""Классика"" до 150.",Повар-подмастерье,,121,-1,-1,0,170,0,10,0,1,4620671,0,5281,0,0,0,0
"Повысьте навык кулинарии в категории ""Классика"" до 225.",Повар-умелец,,122,-1,-1,121,170,0,10,0,2,4620671,0,2377,0,0,0,0
"Повысьте навык кулинарии в категории ""Классика"" до 300.",Классический повар,,123,-1,-1,122,170,0,10,0,3,4620671,0,4033,0,0,0,0
"Повысьте навык кулинарии в категории ""Запределье"" до 75.",Повар Запределья,,124,-1,-1,0,170,0,10,0,4,4620671,0,2432,0,0,0,0
"Повысьте навык кулинарии в категории ""Нордскол"" до 75.",Повар Нордскола,,125,-1,-1,0,170,0,10,0,5,4620671,0,1578,0,0,0,0
"Повысьте навык рыбной ловли в категории ""Классика"" до 150.",Рыболов-подмастерье,,126,-1,-1,0,171,0,10,0,1,4620674,0,1738,0,0,0,0
"Повысьте навык рыбной ловли в категории ""Классика"" до 225.",Рыболов-умелец,,127,-1,-1,126,171,0,10,0,4,4620674,0,3071,0,0,0,0
"Повысьте навык рыбной ловли в категории ""Классика"" до 300.",Рыболов-искусник,,128,-1,-1,127,171,0,10,0,5,4620674,0,2467,0,0,0,0
"Повысьте навык рыбной ловли в категории ""Запределье"" до 75.",Рыбак Запределья,,129,-1,-1,0,171,0,10,0,6,4620674,0,3667,0,0,0,0
"Повысьте навык рыбной ловли в категории ""Нордскол"" до 75.",Рыбак Нордскола,,130,-1,-1,0,171,0,10,0,7,4620674,0,2380,0,0,0,0
Повысьте навык оказания первой помощи до 150.,Подмастерье первой помощи,,131,-1,-1,0,172,0,0,2099200,1,135966,0,2435,0,0,0,0
Повысьте навык оказания первой помощи до 225.,Умелец оказывать первую помощь,,132,-1,-1,131,172,0,0,2099200,3,135966,0,149,0,0,0,0
Повысьте навык оказания первой помощи до 300.,Искусник оказания первой помощи,,133,-1,-1,132,172,0,0,2048,4,135966,0,1620,0,0,0,0
Повысьте навык оказания первой помощи до 375.,Мастер оказания первой помощи,,134,-1,-1,133,172,0,0,2048,6,135966,0,3355,0,0,0,0
Повысьте навык оказания первой помощи до 450.,Великий мастер первой помощи,,135,-1,-1,134,172,0,0,2048,8,135966,0,2792,0,0,0,0
Создайте 500 плотных бинтов из ледяной ткани.,Запасаемся,,137,-1,-1,0,15496,0,5,131072,14,133674,0,2804,0,0,0,0
"Перебинтуйте любого персонажа бинтами из ледяной ткани, бинтами из угольного шелка или бинтами из ветрошерсти, когда уровень его здоровья опустится ниже 5%.",Срочная перевязка,,141,-1,-1,0,15496,1,5,0,17,134470,0,6753,0,0,0,0
Выудите скрытня из глубин в Змеином святилище.,Скрытое становится явным,,144,-1,-1,0,171,0,10,0,25,132107,0,2813,0,0,0,0
Выудите что-нибудь в Оргриммаре и Штормграде.,Дипломатическая рыбалка,,150,-1,-1,0,171,0,10,131072,19,133146,0,1281,0,0,0,0
Выудите рыбу из косяка.,Старый гном и море,,153,-1,-1,0,171,1,10,0,17,236573,0,609,0,0,0,0
Выиграйте сражение в низине Арати.,Победа в низине Арати,,154,-1,-1,0,14802,0,10,0,1,236385,0,2065,0,0,0,0
Одержите 100 побед в низине Арати.,Защитник низины Арати,,155,-1,-1,154,14802,0,10,131072,2,236381,0,4715,0,0,0,0
"Выиграйте 10 сражений в низине Арати, захватив все 5 флагов.",Господство в землях Арати,,156,-1,-1,0,14802,0,10,131072,9,236386,0,117,0,0,0,0
"Защищая базы в низине Арати, 50 раз верните контроль над флагом.",На помощь!,,157,-1,-1,0,14802,0,10,131072,7,132365,0,5243,0,0,0,0
Захватите 50 флагов в низине Арати.,Ловкость рук и резвость ног,,158,-1,-1,0,14802,0,10,131072,4,236373,0,1076,0,0,0,0
Выиграйте сражение в низине Арати за 6 минут.,У нас все получится!,,159,-1,-1,0,14802,0,10,0,10,236387,0,1079,0,0,0,0
"Отстав от команды врага на 500 единиц ресурсов в низине Арати, догоните и победите противника.",Воля к победе,,161,-1,-1,0,14802,1,10,0,8,236371,0,4405,0,0,0,0
"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее.",Они нам дышали в затылок...,,162,-1,-1,0,14802,0,10,0,11,136165,0,129,0,0,0,0
Выиграйте сражение в низине Арати со счетом 1600 к 0.,Победы всухую в низине Арати,,165,-1,-1,0,14802,0,20,0,3,236348,0,881,0,0,0,0
Выиграйте сражение в ущелье Песни Войны.,Победа в ущелье Песни Войны,,166,489,-1,0,14804,0,10,0,1,236396,0,419,0,0,0,0
Одержите 100 побед в ущелье Песни Войны.,Защитник ущелья Песни Войны,,167,489,-1,166,14804,0,10,131072,2,236384,0,422,0,0,0,0
Выиграйте сражение в ущелье Песни Войны со счетом 3 к 0.,Победить всухую в ущелье,,168,489,-1,0,14804,0,10,0,8,236397,0,9102,0,0,0,0
Изучено формул наложения чар,Изучено формул наложения чар,,178,-1,-1,0,173,0,0,1,6,136243,0,1285,0,0,0,0
Количество распыленных вещей,Количество распыленных вещей,,181,-1,-1,0,173,0,0,1,8,136243,0,146,0,0,0,0
"Материалы, образовавшиеся от распыления","Материалы, образовавшиеся от распыления",,183,-1,-1,0,173,0,0,1,7,136243,0,2339,0,0,0,0
Возьмите флаг и отнесите его на свою базу в ущелье Песни Войны.,Захват флага,,199,489,-1,0,14804,0,10,0,3,236350,0,3500,0,0,0,0
"Верните 50 флагов, защищая свою базу в ущелье Песни Войны.",Неутомимый защитник,,200,489,-1,0,14804,0,10,131072,4,236355,0,2383,0,0,0,0
Одержите победу в ущелье Песни Войны менее чем за 7 минут.,Рационализация Ущелья,,201,489,-1,0,14804,0,10,0,9,236398,0,8437,0,0,0,0
Захватите флаг и отнесите его на свою базу менее чем за 75 секунд.,Быстрый захват,,202,489,1,0,14804,0,10,0,16,236353,0,2342,0,0,0,0
"В течение одного сражения в ущелье Песни Войны убейте 2 персонажей, пытающихся вынести флаг из вашей комнаты.",Только не у меня дома,,203,2106,1,0,14804,0,10,0,14,236362,0,2077,0,0,0,0
"В течение одного сражения в ущелье Песни Войны трижды захватите флаг и доставьте на свою базу, не умерев ни разу.",Железный человек,,204,489,-1,0,14804,0,10,0,10,236344,0,3655,0,0,0,0
"Убейте 100 персонажей, несущих флаг, в ущелье Песни Войны.",Лучший защитник,,206,489,1,0,14804,0,10,131072,6,236360,0,3409,0,0,0,0
"Убейте противника, который будет находиться в своей флаговой комнате с флагом вашей фракции. Флаг противника должен находиться на своем месте.",Спасти положение,,207,489,-1,0,14804,1,10,0,18,132308,0,13704,0,0,0,0
Одержите победу на Оке Бури.,Победа на Оке Бури,,208,566,-1,0,14803,0,10,0,1,236392,0,1763,0,0,0,0
Одержите 100 побед на Оке Бури.,Защитник Ока Бури,,209,566,-1,208,14803,0,10,131072,2,236383,0,1766,0,0,0,0
"Пока ваша команда удерживает 4 башни на Оке Бури, лично захватите флаг и отнесите его в одну из башен.",Да будет буря!,,211,566,-1,0,14803,0,10,0,12,236354,0,183,0,0,0,0
Возьмите флаг и отнесите его на свою базу на Оке Бури.,Вестник бури,,212,566,-1,0,14803,0,10,128,7,236349,0,5265,0,0,0,0
"В течение одного сражения на Оке Бури убейте 5 персонажей, несущих флаг.",Штурмовик,,213,566,-1,0,14803,0,10,128,6,236359,0,5778,0,0,0,0
Выиграйте сражение на Оке Бури за 6 минут.,Шквал,,214,566,-1,0,14803,0,10,0,5,236393,0,3145,0,0,0,0
"В течение одного сражения на Оке Бури трижды захватите флаг, не умерев ни разу.",И все ради славы,,216,566,-1,0,14803,0,10,0,8,135739,0,5268,0,0,0,0
Выиграйте сражение в Альтеракской долине.,Победа в Альтеракской долине,,218,30,-1,0,14801,0,10,0,1,236388,0,6278,0,0,0,0
Одержите 100 побед в Альтеракской долине.,Защитник Альтеракской долины,,219,30,-1,218,14801,0,10,131072,4,236382,0,3874,0,0,0,0
"Выиграйте сражение в Альтеракской долине, не потеряв ни одного капитана и не уступив ни одной башни. Вы должны удерживать контроль над всеми башнями Орды.",Превосходство Грозовой Вершины,,220,30,1,0,14801,0,20,0,13,133431,0,3823,0,0,0,0
50 раз захватите кладбища в Альтеракской долине.,Кладбищенский вор Альтерака,,221,30,-1,0,14801,0,10,131072,5,236399,0,186,0,0,0,0
50 раз защитите башни в Альтеракской долине.,Защита башен,,222,30,-1,0,14801,0,10,131072,6,236351,0,3358,0,0,0,0
"Убейте врага, не успевшего спешиться, на Поле брани в Альтеракской долине.",Больная газель,,223,30,-1,0,14801,0,10,131072,12,236361,0,3412,0,0,0,0
Убейте 50 персонажей в зале Северного Волка в Альтеракской долине.,Преданный защитник,,224,30,0,0,14801,0,10,131072,7,236368,0,4479,0,0,0,0
"Выиграйте сражение в Альтеракской долине, пока ваша команда удерживает контроль над обеими шахтами.",Учитывается все,,225,30,1,0,14801,0,10,0,9,236389,0,3835,0,0,0,0
Выиграйте сражение в Альтеракской долине за 6 минут.,Альтеракский блиц,,226,30,-1,0,14801,0,20,0,11,236390,0,7771,0,0,0,0
Нанесите 300000 единиц урона или восполните 300000 единиц здоровья лечением в течение одного сражения на поле боя. Объектом исцеления или нанесения урона должен быть игрок.,Контроль над повреждениями,,227,-1,-1,0,95,1,10,0,37,236374,0,990,0,0,0,0
Одержите 30 почетных побед за одно сражение на любом поле боя.,Угрюмый жнец,,229,-1,-1,0,95,1,10,0,32,136177,0,914,0,0,0,0
Заработайте указанные ниже достижения на полях боя.,Военачальник,Звание: Военачальник,230,-1,1,0,95,0,50,143360,41,236591,0,4965,0,0,0,0
"Нанесите смертельный удар 20 персонажам за время одного сражения на поле боя, ни разу не умерев.",Массовое уничтожение,,231,-1,-1,0,95,1,10,0,38,132364,0,3855,0,0,0,0
"Нанесите смертельный удар, находясь в состоянии берсерка на Оке Бури.",Кровожадный берсерк,,233,566,-1,0,14803,0,10,0,11,136012,0,5215,0,0,0,0
Одержите почетную победу в PvP.,Победа в PvP,,238,-1,-1,0,95,0,10,0,1,236647,0,5218,0,0,0,0
Одержите 25000 почетных побед.,25000 почетных побед в PvP,,239,-1,-1,509,95,0,10,135168,9,236657,0,5221,0,0,0,0
"Одержите почетную победу в PvP, убив по одному персонажу каждого класса.",Вот это класс!,,245,-1,-1,0,95,0,10,131072,14,132092,0,6934,0,0,0,0
"Одержите почетную победу в PvP, убив по одному представителю рас Орды.",Знай врага,,246,-1,1,0,95,0,10,131072,15,132155,0,6264,0,0,0,0
"Обнимите (/обнять) мертвого врага, прежде чем его душа отлетит от тела.","Занимайтесь любовью, а не войной",,247,-1,-1,0,95,0,10,0,17,135767,0,8295,0,0,0,0
Найдите белую рубашку под смокинг и черные брюки под смокинг в раскрашенных яйцах во время празднования Сада чудес.,Воскресный костюм,,248,-1,-1,0,159,0,10,0,5,135012,0,8291,0,0,0,0
Найдите элегантное платье в раскрашенных яйцах во время празднования Сада чудес.,Дорого платье к Саду чудес,,249,-1,-1,0,159,0,10,0,6,132645,0,4669,0,0,0,0
Одержите 50 почетных побед в облике Маленького Помощника с помощью Чудовольта Мороза.,С некоторой помощью моих друзей...,,252,-1,-1,0,156,0,10,131200,3,236703,0,4724,0,0,0,0
Победа над Всадником без головы до обновления праздников в 2023 г.,"Принеси мне голову... ээ, то есть...",,255,-1,-1,0,15274,0,0,2048,78,134015,0,1673,0,0,0,0
Киньте снежок в Бейна Кровавое Копыто во время празднования Зимнего Покрова.,Бука,,259,-1,0,0,156,1,10,0,4,132387,0,20082,0,0,0,0
Получите 12 чудесных браслетов-оберегов.,Чудесный оберег,,260,-1,-1,0,15274,0,0,133120,81,133334,0,2103,0,0,0,0
Убейте Ахуна в Узилище.,Заморозить Повелителя Холода,,263,-1,-1,0,161,1,10,0,1,135861,0,5612,0,0,0,0
"Потанцуйте вокруг праздничного шеста в течение 60 секунд, надев костюм праздника Солнцеворота.",Зажигательный танец у шеста,,271,-1,-1,0,161,0,10,0,2,236216,0,7608,0,0,0,0
Подбросьте 40 факелов за 15 секунд в Даларане.,Жонглер факелами,,272,-1,-1,0,161,0,10,0,45,135433,0,2097,0,0,0,0
Спасите Метцена-северного оленя.,К Метцену!,,273,-1,-1,0,156,1,10,0,1,236707,0,5556,0,0,0,0
"Добудьте яйцо Эгберта, Вилли-соню и дрессировочный ошейник элекка.",Заслуженная няня,,275,-1,-1,0,163,0,50,131072,7,134505,0,3662,0,0,0,0
Во время Зимнего Покрова наденьте 3 предмета из праздничного набора и съешьте кекс Гракку с мясом и фруктами.,Зимние деньки,,277,-1,-1,0,156,0,10,0,7,132934,0,4076,0,0,0,0
"Выполните задание, связанное с возвращением угощений ""Пастбищ Дымного Леса"", и заслужите благодарность тех, кому помогли.",Ох уж этот Гринч...,,279,-1,-1,0,156,1,10,0,9,133170,0,14224,0,0,0,0
Уровень знаний в первой помощи,Уровень знаний в первой помощи,,281,-1,-1,0,178,0,0,1,5,136243,0,458,0,0,0,0
"Испытайте действие всех волшебных палочек, меняющих внешность.",Маскарад,,283,-1,-1,0,158,0,10,131072,14,236548,0,4423,0,0,0,0
"Соберите 24 уникальные маски, указанные ниже.",Маски на все случаи жизни,,284,-1,-1,0,158,0,20,131072,8,133567,0,3964,0,0,0,0
Объешьтесь тыквовинскими сладостями и заработайте расстройство желудка.,Сыт по горло,,288,-1,-1,0,158,0,10,0,2,136182,0,9018,0,0,0,0
Выполните одно из заданий для спасения деревни от Всадника без головы.,Спаситель Тыквовина,,289,-1,-1,0,158,1,10,0,6,236545,0,3849,0,0,0,0
Наденьте тыквы на головы представителям следующих рас.,У вас что-то с головой,,291,-1,-1,0,158,0,10,131072,13,133661,0,8,0,0,0,0
Во время Тыквовина получите зловещую тыковку и Благословенный шлем из добычи или тыквовинских сладостей.,Зловещий призыв,,292,-1,-1,0,158,0,10,131072,15,236547,0,5513,0,0,0,0
"Напейтесь в стельку и, надев три предмета из набора Хмельного фестиваля, станцуйте в Даларане.",Дебошир,,293,571,-1,0,162,0,10,0,9,133696,0,448,0,0,0,0
Убейте Корена Худовара.,Фестиваль худоварева,,295,230,-1,0,162,0,10,0,8,134159,0,3232,0,0,0,0
"Получите верховое животное Хмельного фестиваля или превратите в него свое средство передвижения, используя пивные дрожжи.",С бочкой едешь – дальше будешь,,303,-1,-1,0,162,1,10,131072,10,132620,0,842,0,0,0,0
Одержите победу в состязании рыболовов в Пиратской Бухте.,Лучший рыболов Азерота,,306,-1,-1,0,171,1,20,0,20,133892,0,4432,0,0,0,0
,Смерти в стычках с вражеской фракцией,,318,-1,-1,0,21,0,0,1,2,136243,0,4712,0,0,0,0
Одержано побед в дуэлях,Одержано побед в дуэлях,,319,-1,-1,0,154,0,0,1,1,136243,0,8204,0,0,0,0
Проиграно дуэлей,Проиграно дуэлей,,320,-1,-1,0,154,0,0,1,3,136243,0,22,0,0,0,0
Получено золота в награду за задания,Получено золота в награду за задания,,326,-1,-1,0,140,0,0,1,4,136243,0,10543,0,0,0,0
Всего получено золота,Всего получено золота,,328,-1,-1,0,140,0,0,1,1,136243,0,2744,0,0,0,0
Объявлено аукционов,Объявленные аукционы,,329,-1,-1,0,140,0,0,1,6,136243,0,15895,0,0,0,0
Сделано покупок на аукционе,Сделано покупок на аукционе,,330,-1,-1,0,140,0,0,1,7,136243,0,2083,0,0,0,0
Самая большая ставка на аукционе,Самая большая ставка на аукционе,,331,-1,-1,0,140,0,0,1,8,136243,0,264,0,0,0,0
Самый дорогой лот из проданных,Самый дорогой лот из проданных,,332,-1,-1,0,140,0,0,1,9,136243,0,2750,0,0,0,0
Всего золота получено из добычи,Всего золота получено из добычи,,333,-1,-1,0,140,0,0,1,3,136243,0,2753,0,0,0,0
Максимальный запас золота,Максимальный запас золота,,334,-1,-1,0,140,0,0,1,14,136243,0,2,0,0,0,0
Количество спутников,Количество спутников,,338,-1,-1,0,15219,0,0,1,1,136243,0,5294,0,0,0,0
Количество использованных бинтов,Количество использованных бинтов,,344,-1,-1,0,145,0,0,1,1,136243,0,1930,0,0,0,0
Количество выпитых зелий здоровья,Количество выпитых зелий здоровья,,345,-1,-1,0,145,0,0,9,4,136243,0,5882,0,0,0,0
Количество выпитых напитков,Количество выпитых напитков,,346,-1,-1,0,145,0,0,1,16,136243,0,5924,0,0,0,0
Количество съеденных блюд,Количество съеденных блюд,,347,-1,-1,0,145,0,0,9,19,136243,0,15901,0,0,0,0
Совершено полетов,Совершено полетов,,349,-1,-1,0,134,0,0,1,1,136243,0,2442,0,0,0,0
Кол-во пройденных магических порталов,Кол-во пройденных магических порталов,,350,-1,-1,0,134,0,0,1,3,136243,0,921,0,0,0,0
Вы использовали камень возвращения,Вы использовали камень возвращения,,353,-1,-1,0,134,0,0,1,5,136243,0,467,0,0,0,0
Победы в команде 5 на 5,Победы в команде 5 на 5,,362,-1,-1,0,152,0,0,524289,4,136243,0,532,0,0,0,0
Сражения в команде 5 на 5,Сражения в команде 5 на 5,,363,-1,-1,0,152,0,0,524289,3,136243,0,6137,0,0,0,0
Победы в команде 3 на 3,Победы в команде 3 на 3,,364,-1,-1,0,152,0,0,1,6,136243,0,2445,0,0,0,0
Сражения в команде 3 на 3,Сражения в команде 3 на 3,,365,-1,-1,0,152,0,0,1,5,136243,0,6144,0,0,0,0
Победы в команде 2 на 2,Победы в команде 2 на 2,,366,-1,-1,0,152,0,0,1,8,136243,0,6151,0,0,0,0
Сражения в команде 2 на 2,Сражения в команде 2 на 2,,367,-1,-1,0,152,0,0,1,7,136243,0,539,0,0,0,0
,Наивысший личный рейтинг (2 на 2),,370,-1,-1,0,152,0,0,1,45,136243,0,10139,0,0,0,0
,Наивысший командный рейтинг (2 на 2),,374,-1,-1,0,152,0,0,524289,48,136243,0,4040,0,0,0,0
Почетных побед по всему миру,Почетных побед по всему миру,,381,-1,-1,0,136,0,0,1,2,136243,0,6158,0,0,0,0
Почетных побед на поле боя,Почетных побед на поле боя,,382,-1,-1,0,136,0,0,1,4,136243,0,973,0,0,0,0
Почетных побед на арене,Почетных побед на арене,,383,-1,-1,0,136,0,0,1,3,136243,0,983,0,0,0,0
Убейте 50 вражеских персонажей в любом из главных городов вашей фракции.,На страже города,,388,-1,1,0,95,0,10,131200,20,236593,0,4372,0,0,0,0
Добудьте аксессуар Повелителя Арены на арене Гурубаши.,Повелитель арены Гурубаши,,389,-1,-1,0,95,1,10,0,18,133608,0,8047,0,0,0,0
Количество защищенных башен в Альтеракской долине,Количество защищенных башен в Альтеракской долине,,393,-1,-1,0,153,0,0,1,30,136243,0,2474,0,0,0,0
Количество захваченных башен в Альтеракской долине,Количество захваченных башен в Альтеракской долине,,394,-1,-1,0,153,0,0,1,31,136243,0,9924,0,0,0,0
Количество захваченных флагов в ущелье Песни Войны,Количество захваченных флагов в ущелье Песни Войны,,395,-1,-1,0,153,0,0,1,35,136243,0,4043,0,0,0,0
"Выполните задание Коротышки Джона Мифрила, чтобы получить аксессуар великого мастера Арены.",Великий хозяин арены Гурубаши,,396,-1,-1,0,95,1,10,0,19,133599,0,7014,0,0,0,0
Одержите победу в рейтинговом бою на арене.,Ваш выход!,,397,-1,-1,0,165,0,10,0,1,236543,0,2671,0,0,0,0
Одержите победу в 100 рейтинговых боях на арене.,Безжалостность гладиатора,,398,-1,-1,397,165,0,10,131072,2,236534,0,2674,0,0,0,0
Заслужите 1550 очков личного рейтинга в команде арены 2 на 2.,Только ты и я: 1550,,399,-1,-1,0,165,0,10,0,6,236323,0,3229,0,0,0,0
Заслужите 1750 очков личного рейтинга в команде арены 2 на 2.,Только ты и я: 1750,,400,-1,-1,399,165,0,10,0,7,236326,0,3251,0,0,0,0
Заслужите 2000 очков личного рейтинга в команде арены 2 на 2.,Только ты и я: 2000,,401,-1,-1,400,165,0,10,0,8,236327,0,3744,0,0,0,0
Заслужите 1550 очков личного рейтинга в команде арены 3 на 3.,Трое – уже банда: 1550,,402,-1,-1,0,165,0,10,0,10,236330,0,2080,0,0,0,0
Заслужите 1750 очков личного рейтинга в команде арены 3 на 3.,Трое – уже банда: 1750,,403,-1,-1,402,165,0,10,0,11,236333,0,5747,0,0,0,0
