ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
778,Кобольдская кирка,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,Каменный молот гнолла,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,Боевой молот упорства,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,Топор лесника,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,Корявый ясеневый посох,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,Вязаные сандалии,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,Вязаные перчатки,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,Вязаные штаны,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,Вязаный мундир,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,Грубые кожаные сапоги,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,Грубые кожаные перчатки,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,Грубые кожаные штаны,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,Грубый кожаный жилет,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,Кровавая бритва,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,Молот Северного ветра,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,Топор Лесных чащоб,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,Светящийся посох Светлой рощи,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,Кинжальчик,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,Нарезающий клинок,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,Кожаный жилет стаи Речной Лапы,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,Грубый топор стаи Речной Лапы,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,Гибельная дубинка,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,Серебряный пояс братства Справедливости,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,Тяжелотканая броня,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,Тяжелотканые штаны,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
839,Тяжелотканые перчатки,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
840,Тяжелотканые ботинки,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
843,Сапоги из дубленой кожи,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
844,Перчатки из дубленой кожи,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
845,Штаны из дубленой кожи,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
846,Жакет из дубленой кожи,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
847,Байдана,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
848,Кольчужные штаны,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
849,Кольчужные сапоги,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
850,Кольчужные перчатки,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
851,Абордажная сабля,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
852,Палица,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
853,Секира,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
854,Укороченный посох,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
859,Тонкая матерчатая рубашка,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
860,Сапоги кавалериста,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
863,Мрачный жнец,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
864,Рыцарский длинный меч,2,0,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
865,Утяжеленная свинцом палица,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
866,Монашеский посох,2,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
867,Перчатки Священной Мощи,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
868,Ревностный хранитель,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
869,Ослепительный длинный меч,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
870,Огненная секира,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
871,Топор шквала,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
872,Камнерез,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
873,Посох Джордана,4,0,0,0,-1,0,0,0,0,22,0,8704,0,0,0,-1,-1
876,Старый деревянный кулачный щит,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
880,Посох Ужасов,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
885,Черный металлический топор,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
886,Черный металлический короткий меч,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
888,Кулачные перчатки наги,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
890,Крученый посох певчего,3,0,0,0,-1,9,0,0,0,15,0,8704,0,0,0,-1,-1
892,Перчатки гнолла-заклинателя,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
897,Наручи бешеного волка,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
899,Ядовитый паучий клык,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
911,Ветвь с железного дерева,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
914,Большой огрский плетеный доспех,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
920,Гибельная шипастая палица,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
922,Дакийский фалькс,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
923,Длинный меч,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
924,Кувалда,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
925,Окованная дубина,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
926,Боевой топор,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
927,Обоюдоострый топор,1,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
928,Длинный посох,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
934,Жнец Сталвана,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
935,Короткий меч Ночного дозора,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
936,Полночная палица,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
937,Черный посох Сумеречного леса,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
940,Одеяния прозрения,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
943,Посох тюремщика,4,0,0,0,-1,19,0,0,0,25,0,8192,0,0,0,-1,-1
944,Посох магии стихий,4,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
983,Красный льняной кушак,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1008,Видавший виды меч,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1009,Компактный молот,2,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1010,Корявый короткий посох,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1011,Острый топор,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1121,Рысьи лапы,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1131,Тотем кары,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1154,Пояс народного ополчения,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
1155,Жезл сноходца,3,0,0,0,-1,10,0,0,0,16,0,8704,0,0,0,-1,-1
1156,Щедро изукрашенное кольцо,3,0,0,0,-1,7,0,0,0,12,524288,24576,0,0,0,-1,-1
1158,Твердая металлическая дубина,2,0,0,0,-1,0,0,0,0,5,0,8704,0,0,0,-1,-1
1159,Окованный посох ополчения,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1161,Короткий меч ополчения,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1168,Щит пылающего черепа,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1169,Черночерепный щит,4,0,0,0,-1,18,0,0,0,24,0,8192,0,0,0,-1,-1
1171,Хорошо прошитое одеяние,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1172,Факел Грейсона,2,0,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
1173,Выцветшие сапоги,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1182,Украшенные латунью наручи,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1183,Эластичные нарукавники,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1190,Плащ надзирателя,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1194,Полуторный меч,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1195,Лопата кобольдского горняка,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1196,Табар,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1197,Огромная палица,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1198,Клеймор,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1200,Большой деревянный щит,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1201,Дубовый щит истопника,1,0,0,0,-1,3,0,0,0,5,0,8194,0,0,0,-1,-1
1202,Щит стены,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1203,Эгида Штормграда,3,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
1204,Зеленая башня,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
1207,Звезда Марф,2,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1211,Боевая портупея гнолла,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1213,Наручи гнолла,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1214,Дубина гнолла,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1215,Поддерживающий ремень,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1218,Тяжелая боевая дубина гнолла,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1219,Красногорское мачете,2,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
1220,Волчий топор,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1263,Мозгоруб,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1264,Головокрушитель,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1265,Жало скорпиона,3,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1270,Тонкотканый плащ,2,0,0,0,-1,0,0,0,0,8,0,8192,8388608,0,0,-1,-1
1273,Лесная кольчуга,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1275,Плетеный нагрудник делегата,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1276,Закаленный огнем кулачный щит,2,0,0,0,-1,0,0,0,0,17,0,8192,8388608,0,0,-1,-1
1280,Маскировочный плащ с капюшоном,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1282,Капюшон искристого металла,2,0,0,0,-1,0,0,0,0,19,0,8192,8388608,0,0,-1,-1
1287,Клык гигантского тарантула,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1292,Мясницкий колун,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1296,Палица Черной горы,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1297,Одеяния Темного чародея,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
1299,Малый пояс Шпиля,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1300,Малый посох Пика,2,0,0,0,-1,7,0,0,0,12,0,8704,0,0,0,-1,-1
1302,Перчатки из черного дракончика,2,0,0,0,-1,0,0,0,0,11,0,8192,8388608,0,0,-1,-1
1303,Перчатки мостового рабочего,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1304,Перчатки для верховой езды,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1306,Нарукавники волчьей гривы,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1310,Брюки кузнеца,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1314,Защитные перчатки вурдалака,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1317,Упрочненный посох из корня,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1318,Ночной разрушитель,3,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1351,Костяные наручи,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
1355,Замшевая накидка,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1359,Перчатки Львиного следа,1,0,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
1360,Латные перчатки Штормграда,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1364,Рваный кожаный жилет,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1366,Рваные кожаные штаны,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1367,Рваные кожаные сапоги,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1368,Рваные кожаные перчатки,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1369,Рваный кожаный пояс,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1370,Рваные кожаные наручи,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1372,Рваный плащ,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1374,Изношенные ботинки,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1376,Изношенный плащ,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1377,Изношенные перчатки,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1378,Изношенные штаны,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1380,Изношенное одеяние,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1382,Скальная палица,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1383,Каменный томагавк,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1384,Тупой клинок,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1386,Топор Чертополоха,1,0,0,0,-1,0,0,0,0,2,0,8192,0,0,0,-1,-1
1387,Клык вурдалака,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1388,Корявый посох,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1389,Молот кобольдского горняка,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1391,Посох мистика из стаи Речной Лапы,2,0,0,0,-1,6,0,0,0,11,0,8704,0,0,0,-1,-1
1394,Доска из сплавного леса,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1395,Штаны ученика,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1396,Штаны послушника,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1405,Пеноплюйный посох,2,0,0,0,-1,6,0,0,0,10,0,8704,0,0,0,-1,-1
1406,Инкрустированное жемчугом копье,2,0,0,0,-1,10,0,0,0,13,0,8192,0,0,0,-1,-1
1411,Иссохший посох,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1412,Грубый полуторный меч,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1413,Непрочный меч,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1414,Треснувший ручной молот,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1415,Киянка столяра,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1416,Заржавленная секира,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1417,Разбитый боевой топор,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1418,Поношенный кожаный пояс,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1419,Поношенные кожаные сапоги,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1420,Поношенные кожаные наручи,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1421,Поношенный плащ из шкуры,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1422,Поношенные кожаные перчатки,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1423,Поношенные кожаные штаны,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1425,Поношенный кожаный жилет,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1427,Лоскутные ботинки,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1429,Лоскутный плащ,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1430,Лоскутные перчатки,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1431,Лоскутные штаны,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1433,Лоскутная броня,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1436,Брюки первопроходца,2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1438,Воинский щит,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1440,Гнолльский крушитель черепов,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1445,Наплечье Черной горы,1,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1446,Сапоги орка из клана Черной горы,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1448,Рукавицы Черной горы,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1454,Топор головореза,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1455,Топор воителя клана Черной горы,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1457,Палица Темношкуров,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1458,Кувалда Темношкуров,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
