ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
372,Подкладка из синего шелка,с чертежами Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
373,Кровавая заплатка,с особыми кровавыми рецептами Драконьих островов.,0,0,0
374,Тугие бронзовые ленты,с чертежами Драконьих островов для создания эпического оружия и предметов для левой руки без украшений.,0,0,0
375,Рулон ткани стихий,,0,9,1
376,Рулон лазурного полотна,,0,117,1
377,Рулон хроноткани,,0,117,1
378,Рулон яркой ткани стихий,,0,54,1
379,Рулон ярой ткани стихий,,0,29,1
380,Катушка нити стихий,,0,4,1
388,Универсальность и искусность,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
389,Искусность и скорость,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
390,Универсальность и скорость,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
391,Критический удар и искусность,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
392,Универсальность и критический удар,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
393,Пропитанная ядом броневая пластина,с чертежами Драконьих островов для создания эпических кожаных и кольчужных доспехов без украшений.,0,0,0
394,Украшения для клыков,с чертежами Драконьих островов для создания эпического оружия и предметов для левой руки без украшений.,0,0,0
395,Пыл земли,с рецептами Драконьих островов с пылом земли.,0,5,1
396,Липучий шоколад,с рецептами блюд Драконьих островов.,0,0,2
399,Радужная руда,,0,2,1
400,10.0 Optional Reagent - Outdoor Upgrade Dungeon - All,"с рецептами Драконьих островов, позволяющими создавать редкое (синее) снаряжение.",0,0,0
401,DEPRECATED [DNT],,0,0,2
403,Невообразимо острый нож,рецептами блюд Драконьих островов на одну персону.,0,0,2
404,Свежий салат,рецептами блюд Драконьих островов на одну персону.,0,0,2
405,Цветущие чернила,,0,14,1
406,Космические чернила,,0,42,1
407,Пылающие чернила,,0,14,1
408,Спокойные чернила,,0,14,1
409,Медные чернила,,0,24,1
410,Спокойный пигмент,,0,16,1
411,Пылающий пигмент,,0,16,1
412,Цветущий пигмент,,0,16,1
413,Мерцающий пигмент,,0,6,1
414,Горсть серевитовых болтов,,0,7,1
415,Амортизирующая пружина,,0,9,1
416,Негаснущий порох,,0,13,1
417,Смазанные шестеренки,,0,26,1
418,Конденсатор дугового света,,0,51,1
419,Укрепленное механическое шасси,,0,75,1
420,Набор предохранителей,,0,19,1
422,10.0 Inscription - Optional Reagent - Azurescale Sigil,с чертежами Драконьих островов для создания коробочек с картами Новолуния.,0,0,0
424,Драконьи оружейные сапоги,,0,60,1
425,Гравитационный перемещатель,,0,20,1
426,Замерзшая руна,,0,34,1
427,Руническая витая кора,,0,46,1
429,Изобретательность,с чертежами инструментов Драконьих островов.,0,0,0
430,Специальный сжигатель существ,,0,21,1
431,Изначальный взрывпакет,,0,22,1
432,Предохранитель,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
433,Система предотвращения сбоев,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
434,Пружинный корпус конденсатора,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
435,Бритвенно-острая шестеренка,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
436,Быстро тикающая шестеренка,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
437,Тщательно настроенная шестеренка,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
438,Многофункциональная шестеренка,с инженерными чертежами Драконьих островов для эпических очков и наручей.,0,0,0
439,Наспех подключенные провода,с инженерными чертежами Драконьих островов.,0,0,2
440,Перегруженный разгонщик мощности,с инженерными чертежами Драконьих островов.,0,0,2
441,Магазин исцеляющих дротиков,с чертежами Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
442,10.0 Inscription - Optional Reagent - Emberscale Sigil,с чертежами Драконьих островов для создания коробочек с картами Новолуния.,0,0,0
443,10.0 Inscription - Optional Reagent - Bronzescale Sigil,с чертежами Драконьих островов для создания коробочек с картами Новолуния.,0,0,0
444,10.0 Inscription - Optional Reagent - Sagescale Sigil,с чертежами Драконьих островов для создания коробочек с картами Новолуния.,0,0,0
445,10.0 Inscription - Optional Reagent - Jetscale Sigil,с чертежами Драконьих островов для создания коробочек с картами Новолуния.,0,0,0
450,Находчивость,с чертежами инструментов Драконьих островов.,0,0,0
451,Перепроизводство,с чертежами инструментов Драконьих островов.,0,0,0
452,Скорость изготовления,с чертежами инструментов Драконьих островов.,0,0,0
453,Точность,с чертежами инструментов для сбора ресурсов Драконьих островов.,0,0,0
454,Внимательность,с чертежами инструментов для сбора ресурсов Драконьих островов.,0,0,0
455,Сноровка,с чертежами инструментов для сбора ресурсов Драконьих островов.,0,0,0
459,Кованая стальная субстанция,Оружие кузнечного дела Дренора.,0,0,0
460,Субстанция истинной стали,Броня кузнечного дела Дренора.,0,0,0
461,Звездочка Цепесмаза,Очки инженерного дела Дренора.,0,0,0
462,Спусковой крючок из истинного железа,Ружья инженерного дела Дренора.,0,0,0
463,Блестящая субстанция,Броня кожевничества Дренора.,0,0,0
464,Субстанция волшебной ткани,Броня портняжного дела Дренора.,0,0,0
465,Оружейный кристалл,Оружие начертания Дренора.,0,0,0
467,Универсальный полироль Жуля,с чертежами Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
468,Великий трофей завоеваний,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры пламени Тьмы.",0,0,0
469,Трофей завоеваний,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры пламени Тьмы.",0,0,0
470,Малый трофей завоеваний,"Эпическое снаряжение для шеи, спины и запястий, а также кольца, которые можно создать с помощью искры пламени Тьмы.",0,0,0
471,Великий герб чести,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры пламени Тьмы.",0,0,0
472,Герб чести,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры пламени Тьмы.",0,0,0
473,Малый герб чести,"Эпическое снаряжение для шеи, спины и запястий, а также кольца, которые можно создать с помощью искры пламени Тьмы.",0,0,0
474,10.0 Professions - Shared - Season 1 Upgrade,,2,0,0
475,10.1 Professions - Shared - Season 2 Upgrade,,2,0,0
476,10.1 Optional Reagent - Season 2 - End Game Upgrade,Чертежи Драконьих островов для создания эпического снаряжения с помощью искры пламени Тьмы.,0,0,0
477,Закаленная в пламени Тьмы броневая пластина,Чертежи Драконьих островов для создания эпического снаряжения.,0,0,0
478,Предвидение,С чертежами Драконьих островов для создания доспехов и аксессуаров.,0,0,0
479,Совершенно точно не предвидение,С чертежами Драконьих островов для создания доспехов и аксессуаров.,0,0,0
480,Затененный сплав,,0,33,1
481,Запасной парашют,Чертежи Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
483,Аптечка с эластичными бинтами,Чертежи Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
486,Бинт из ткани стихий,,0,34,1
487,Гнездо,,0,0,3
488,Гнездо,,0,0,3
489,Гнездо,,0,0,3
490,10.2 Professions - Shared - Season 3 Upgrade,,2,0,0
491,10.2 Optional Reagent - Season 3 - End Game Upgrade,Чертежи Драконьих островов для создания эпического снаряжения с помощью искры снов.,0,0,0
492,Зелье угасающей жизни,,0,21,1
493,Изумрудный проводник,Чертежи Драконьих островов для создания эпических доспехов без украшений.,0,0,0
494,Малый герб чести,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры снов.",0,0,0
495,Малый трофей завоеваний,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры снов.",0,0,0
496,Герб чести,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры снов.",0,0,0
497,Трофей завоеваний,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры снов.",0,0,0
498,Великий герб чести,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры снов.",0,0,0
499,Великий трофей завоеваний,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры снов.",0,0,0
500,Талисман хранителя Сна,Чертежи Драконьих островов для создания эпических доспехов без украшений.,0,0,0
502,,,2,0,0
503,,,2,0,0
504,,,2,0,0
505,Гнездо,,0,0,3
506,Гнездо,,0,0,3
507,Зеленые узы,Чертежи Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
508,Микоцвет,,0,3,1
509,Блесница,,0,5,1
510,Кольчатка,,0,5,1
511,Благоцвет,,0,5,1
512,Копье Аратора,,0,5,1
513,Обычная руда 01,,0,3,1
514,Редкая руда 01,,0,4,1
515,Редкая руда 02,,0,4,1
517,Профессии 11.0 – модифицирующий реагент – общий – темп прогресса – искра 1-го сезона,,2,0,0
519,11.0 Professions - Shared Reagent - Pacing - Warband - Starter - Spark,,2,0,0
520,10.2.6 Professions - Shared - Season 4 Upgrade,,2,0,0
521,10.2.6 Optional Reagent - Season 4 - End Game Upgrade,Чертежи Драконьих островов для создания эпического снаряжения с помощью искры пробуждения.,0,0,0
522,Трофей завоеваний,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры пробуждения.",0,0,0
523,Великий трофей завоеваний,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью искры пробуждения.",0,0,0
524,Малый трофей завоеваний,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры пробуждения.",0,0,0
525,Малый герб чести,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры пробуждения.",0,0,0
526,Герб чести,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры пробуждения.",0,0,0
527,Великий герб чести,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью искры пробуждения.",0,0,0
528,Позолоченный фиал,,0,29,1
529,Малый трофей завоеваний,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры снов.",0,0,0
530,Трофей завоеваний,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры снов.",0,0,0
531,Великий трофей завоеваний,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры снов.",0,0,0
532,Малый герб чести,"Эпическое снаряжение для шеи, спины и запястий, а также колец, которые можно создать с помощью искры снов.",0,0,0
533,Герб чести,"Эпическое снаряжение для плеч, кистей рук, пояса и ступней, которое можно создать с помощью искры снов.",0,0,0
534,Великий герб чести,"Эпическое снаряжение для головы, груди и ног, которое можно создать с помощью с помощью искры снов.",0,0,0
535,Гармоничное садоводство,,0,39,1
536,Заряженная бурей кожа,,0,2,1
537,Сумрачный хитин,,0,2,1
538,Громовая шкура,,0,70,1
539,Бессолнечный панцирь,,0,70,1
542,Дробленые самоцветы,,0,12,1
543,Гравированный огранщик,,0,8,1
544,Декоративная линза,,0,35,1
545,Мрамор,,0,4,1
546,Обратная призма,,0,73,1
547,Просеянный пещерный песок,со многими рецептами начертания.,0,5,2
548,Зловещий энергетический кристалл,"со многими рецептами ювелиров, не связанными с огранкой самоцветов. Инженерам тоже может пригодиться.",0,5,2
549,Стихийная фокусирующая линза,с чертежами Каз Алгара для создания снаряжения без украшений.,0,5,0
550,Призматический нуль-камень,с чертежами Каз Алгара для создания снаряжения без украшений.,0,5,0
551,Пойманный звездный свет,с чертежами Каз Алгара для создания снаряжения без украшений.,0,5,0
552,Блестящая самоцветная пыль,с чертежами Каз Алгара для огранки самоцветов.,0,0,2
553,Смертельный шифр,,0,20,1
554,Скоростной шифр,,0,20,1
555,Мастерский шифр,,0,20,1
556,Универсальный шифр,,0,20,1
557,Гнездо,,0,0,3
558,Гнездо,,0,0,3
559,Рукоять благословенного оружия,с чертежами Каз Алгара для создания оружия и предметов для левой руки без украшений.,0,0,0
560,Извивающаяся окантовка доспеха,с чертежами Каз Алгара для создания доспехов без украшений.,0,0,0
561,Хитиновая окантовка доспеха,,0,62,1
562,Укрепленная панцирем шкура,,0,105,1
563,Кристаллическая шкура,,0,97,1
564,Извивающаяся шкура,,0,97,1
565,Покрытая спорами шкура,,0,97,1
566,Силовая шкура,,0,97,1
567,Насыщенная гневом шкура,,0,85,1
568,Омытая бурей обмотка для оружия,,0,64,1
569,Штормовая пыль,,0,7,1
570,Сияющий осколок,,0,26,1
571,Сверкающий кристалл,,0,93,1
574,Взрывная печать защиты,с чертежами Каз Алгара для создания эпических доспехов без украшений.,1,10,0
580,Плетеное копейное дерево,,0,46,1
581,Шифр движения,,0,34,1
582,Солнечные чернила,,0,14,1
583,Собольи чернила,,0,42,1
584,Шифр сотрудничества,,0,34,1
585,Шифр совершенства,,0,34,1
586,Шифр живости,,0,34,1
587,"Символ Новолуния ""Сияние""",с чертежами Каз Алгара для создания оружия и предметов для левой руки без украшений.,0,34,0
588,"Символ Новолуния ""Эволюция""",с чертежами Каз Алгара для создания оружия и предметов для левой руки без украшений.,0,34,0
589,"Символ Новолуния ""Симбиоз""",с чертежами Каз Алгара для создания оружия и предметов для левой руки без украшений.,0,34,0
590,"Символ Новолуния ""Бодрость""",с чертежами Каз Алгара для создания оружия и предметов для левой руки без украшений.,0,34,0
591,11.0 Optional Reagent - Season 1 - Enchanted Crests,с чертежами Каз Алгара для создания эпического снаряжения с помощью искры Знамения.,0,0,0
594,Пригоршня висмутовых болтов,,0,8,1
595,Причудливые провода,,0,7,1
596,Вращающаяся шестеренка,,0,17,1
597,Защитное реле,,0,20,1
598,Схема хаоса,,0,26,1
599,Усилитель энтропии,,0,41,1
600,Зазубренное зубчатое колесо,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
601,Разогнанное зубчатое колесо,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
602,Безупречное зубчатое колесо,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
603,Регулируемое зубчатое колесо,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
604,Перенастроенное защитное реле,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
605,Перераспределитель вины,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
606,Перегруженная плата,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",1,10,0
607,Замысловатый блок предохранителей,"с очками и наручами, создаваемыми с помощью инженерного дела Каз Алгара.",0,10,0
608,Мешок с карманными гранатами,с чертежами Каз Алгара для создания доспехов без украшений.,0,10,0
609,Скрытый модуль хаоса,с чертежами Каз Алгара для создания снаряжения без украшений.,0,10,0
610,Маяк – распределитель энергии,с чертежами Каз Алгара для создания снаряжения без украшений.,0,10,0
649,Основной сплав,,0,27,1
650,Заряженный сплав,,0,46,1
651,Освященный сплав,,0,70,1
652,Сплав когтестали,,0,45,1
653,Печать резонирующего порыва,,0,0,0
654,Араторская броневая пластина,,0,0,0
655,Кованый каркас,с чертежами Каз Алгара для кузнечного и инженерного дела.,0,0,2
656,Регулируемый каркас,"С чертежами Каз Алгара для кузнечного и инженерного дела, начертания и кожевничества.",0,0,2
658,Зашифрованное зеленое дерево,,0,36,1
659,Безграничный шифр,,0,35,1
660,Алгарийское послание рассвета,с чертежами снаряжения из Каз Алгара.,0,0,0
661,Алгарийское послание лихорадочного света,с чертежами снаряжения из Каз Алгара.,0,0,0
662,Алгарийское послание огненной вспышки,с чертежами снаряжения из Каз Алгара.,0,0,0
663,Алгарийское послание безмятежности,с чертежами снаряжения из Каз Алгара.,0,0,0
664,Алгарийское послание бесподобия,с чертежами снаряжения из Каз Алгара.,0,0,0
665,Алгарийское послание быстрого клинка,с чертежами снаряжения из Каз Алгара.,0,0,0
666,Собольи чернила,,0,18,1
667,Соболий краситель,,0,3,1
668,Солнечные чернила,,0,17,1
669,Перламутровый краситель,,0,2,1
670,Алгарийское послание изобретательности,с чертежами инструментов Каз Алагара,0,0,0
671,Алгарийское послание находчивости,с чертежами инструментов Каз Алагара,0,0,0
672,Алгарийское послание перепроизводства,с чертежами инструментов Каз Алагара,0,0,0
673,Алгарийское послание скорости изготовления,с чертежами инструментов Каз Алагара,0,0,0
674,Алгарийское послание точности,с чертежами инструментов Каз Алагара,0,0,0
675,Алгарийское послание внимательности,с чертежами инструментов Каз Алагара,0,0,0
676,Алгарийское послание сноровки,с чертежами инструментов Каз Алагара,0,0,0
677,Катушка закатной нити,,0,13,1
678,Катушка рассветной нити,,0,13,1
679,Катушка паутинной нити,,0,3,1
680,Рулон закатного полотна,,0,41,1
681,Рулон рассветного полотна,,0,41,1
682,Рулон паутинной ткани,,0,22,1
683,Рассветная подкладка,с чертежами Каз Алгара для создания доспехов без украшений.,0,0,0
684,Закатная подкладка,с чертежами Каз Алгара для создания доспехов без украшений.,0,0,0
685,Грубое полировальное сукно,с чертежами из Каз Алгара для ювелирного дела.,0,0,2
686,Красочное полировальное сукно,с чертежами из Каз Алгара для ювелирного дела.,0,0,2
687,Вышивальная нить из паутинной ткани,с рецептами Каз Алгара для портняжного дела.,0,0,2
688,Сохраняющая вышивальная нить,с рецептами Каз Алгара для портняжного дела.,0,0,2
689,11.0 Optional Reagent - Outdoor Upgrade Dungeon - All,"с рецептами Каз Алгара, позволяющими создавать редкое (синее) снаряжение.",0,0,0
690,Концентрат концентрации,"со многими рецептами Каз Алгара, на которых можно концентрироваться.",0,0,2
691,Зеркальный порошок,"со многими рецептами Каз Алгара, по которым создаются расходуемые предметы.",0,0,2
692,Бинты из паутинной ткани,,0,22,1
693,Зелье возрожденного гепарда,,0,33,1
694,Алгарийское лечебное зелье,,0,24,1
695,Упоение обитателя пещер,,0,32,1
696,Охлажденное зелье,,0,33,1
697,Краситель из кольчатки,,0,3,1
698,Краситель из блесницы,,0,3,1
699,Краситель из благоцвета,,0,3,1
700,Рулон исключительной паутинной ткани,,0,34,1
701,Рассветная чародейская нить,,0,350,1
702,Закатная чародейская нить,,0,350,1
703,Исключительная чародейская нить,,0,232,1
704,Закаленный каркас,С чертежами Каз Алгара для кузнечного и инженерного дела и кожевничества.,0,0,2
706,Секретный соус,Кулинарные рецепты Каз Алгара,0,0,2
707,Горячие соты,Кулинарные рецепты Каз Алгара,0,0,2
708,Бренчащая мелочевка,со многими инженерными чертежами.,0,5,2
709,Гениальность в бутылке,с многими рецептами Каз Алгара для большинства профессий.,0,5,2
710,11.0 Профессии – Общее – Улучшение 1-го сезона,,2,0,0
711,Гнездо,,0,0,3
712,Гнездо,,0,0,3
713,Общий завершающий реагент 01,с чертежами из Каз Алгара для всех профессий.,0,0,2
714,Общий завершающий реагент 02,с чертежами из Каз Алгара для всех профессий.,0,0,2
715,Общий завершающий реагент 03,с чертежами из Каз Алгара для всех профессий.,0,0,2
716,Общий завершающий реагент 04,с чертежами из Каз Алгара для всех профессий.,0,0,2
717,Искра наследия,"с многими рецептами снаряжения из предыдущих дополнений, для которых нужна искра.",0,0,0
718,Паутинная ткань,,0,7,1
719,Сумеречная ткань,,0,10,1
720,Рассветная ткань,,0,10,1
721,11.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,с рецептами Каз Алгара для создания редких (синих) доспехов и аксессуаров.,0,0,0
722,11.0 Optional Reagent - Outdoor Upgrade Leveling - Heroic,с рецептами Каз Алгара для создания редкого (синего) снаряжения.,0,0,0
723,Повышение уровня предмета,с многими рецептами снаряжения из предыдущих дополнений.,0,0,0
