ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,Field_11_0_7_57361_013,Field_11_0_7_57361_014,Field_11_0_7_57361_015,Field_11_0_7_57361_016,OverrideContentTuningID,MapChallengeModeID
132,Залы Отражений (героический режим),Героический,2,0,53,98,0,0,668,2,0,5,1,0,0,0,0,0,0
133,Трон Приливов (обычный режим),Обычный,2,0,54,98,0,0,643,1,0,5,1,0,0,0,0,0,0
134,Пещеры Черной горы (обычный режим),Обычный,2,0,55,98,0,0,645,1,0,5,1,0,0,0,0,0,0
135,Грим Батол (обычный режим),Обычный,2,1,56,99,0,0,670,1,0,5,1,0,0,0,0,0,0
136,Чертоги Созидания (обычный режим),Обычный,2,0,57,98,0,0,644,1,0,5,1,0,0,0,0,0,0
137,Каменные Недра (обычный режим),Обычный,2,0,58,98,0,0,725,1,0,5,1,0,0,0,0,0,0
138,Вершина Смерча (обычный режим),Обычный,2,8,59,98,0,0,657,1,0,5,1,0,0,0,0,0,0
139,Затерянный город Тол'вир (обычный режим),Обычный,2,0,60,98,0,0,755,1,0,5,1,0,0,0,0,0,0
140,Вершина Смерча (героический режим),Героический,2,8,59,98,0,0,657,2,0,5,1,0,0,0,0,0,0
141,Каменные Недра (героический режим),Героический,2,0,58,98,0,0,725,2,0,5,1,0,0,0,0,0,0
142,Чертоги Созидания (героический режим),Героический,2,0,57,98,0,0,644,2,0,5,1,0,0,0,0,0,0
143,Грим Батол (героический режим),Героический,2,2,56,99,567,127178,670,2,0,5,1,0,0,0,0,0,0
144,Пещеры Черной горы (героический режим),Героический,2,0,55,98,0,0,645,2,0,5,1,0,0,0,0,0,0
146,Трон Приливов (героический режим),Героический,2,0,54,98,0,0,643,2,0,5,1,0,0,0,0,0,0
147,Затерянный город Тол'вир (героический режим),Героический,2,0,60,98,0,0,755,2,0,5,1,0,0,0,0,0,0
148,Мертвые копи (героический режим),Героический,2,0,5,98,0,0,36,2,0,5,1,0,0,0,0,0,0
149,Крепость Темного Клыка (героический режим),Героический,2,0,19,98,0,0,33,2,0,5,1,0,0,0,0,0,0
150,Зул'Гуруб (героический режим),Зул'Гуруб,2,0,0,98,0,0,859,2,0,5,1,0,0,0,0,0,0
151,Зул'Аман (героический режим),Зул'Аман,2,0,0,98,0,0,568,2,0,5,1,0,0,0,0,0,0
152,Конец Времен (героический режим),Конец Времен,2,0,0,98,0,0,938,2,0,5,1,0,0,0,0,0,0
153,Источник Вечности (героический режим),Источник Вечности,2,0,0,98,0,0,939,2,0,5,1,0,0,0,0,0,0
154,Время Сумерек (героический режим),Время Сумерек,2,0,0,98,0,0,940,2,0,5,1,0,0,0,0,0,0
155,Храм Нефритовой Змеи (обычный режим),Обычный,2,0,61,98,0,0,960,1,0,5,1,0,0,0,0,0,0
156,Хмелеварня Буйных Портеров (обычный режим),Обычный,2,0,62,98,0,0,961,1,0,5,1,0,0,0,0,0,0
157,Монастырь Шадо-Пан (обычный режим),Обычный,2,0,63,98,0,0,959,1,0,5,1,0,0,0,0,0,0
158,Дворец Могу'шан (обычный режим),Обычный,2,0,64,98,0,0,994,1,0,5,1,0,0,0,0,0,0
159,Осада храма Нюцзао (обычный режим),Обычный,2,0,65,98,0,0,1011,1,0,5,1,0,0,0,0,0,0
160,Врата Заходящего Солнца (обычный режим),Обычный,2,0,66,98,0,0,962,1,0,5,1,0,0,0,0,0,0
163,Храм Нефритовой Змеи (героический режим),Героический,2,0,61,98,0,0,960,2,0,5,1,0,0,0,0,0,0
164,Хмелеварня Буйных Портеров (героический режим),Героический,2,0,62,98,0,0,961,2,0,5,1,0,0,0,0,0,0
165,Монастырь Шадо-Пан (героический режим),Героический,2,0,63,98,0,0,959,2,0,5,1,0,0,0,0,0,0
166,Дворец Могу'шан (героический режим),Героический,2,0,64,98,0,0,994,2,0,5,1,0,0,0,0,0,0
167,Врата Заходящего Солнца (героический режим),Героический,2,0,66,98,0,0,962,2,0,5,1,0,0,0,0,0,0
168,Некроситет (героический режим),Героический,2,0,18,98,0,0,1007,1,0,5,1,0,0,0,0,0,0
169,Монастырь Алого ордена (героический режим),Героический,2,0,31,98,0,0,1004,2,0,5,1,0,0,0,0,0,0
170,Залы Алого ордена (героический режим),Героический,2,0,30,98,0,0,1001,2,0,5,1,0,0,0,0,0,0
171,Осада храма Нюцзао (героический режим),Героический,2,0,65,98,0,0,1011,2,0,5,1,0,0,0,0,0,0
172,Хребет Ледяного Огня,Хребет Ледяного Огня,1,0,68,258,0,0,0,0,6720,0,4,0,0,0,0,0,0
173,Долина Призрачной Луны (Дренор),Долина Призрачной Луны,1,0,68,258,0,0,0,0,6719,0,4,0,0,0,0,0,0
174,Горгронд,Горгронд,1,0,68,258,0,0,0,0,6721,0,4,0,0,0,0,0,0
175,Таладор,Таладор,1,0,68,258,0,0,0,0,6662,0,4,0,0,0,0,0,0
176,Пики Арака,Пики Арака,1,0,68,258,0,0,0,0,6722,0,4,0,0,0,0,0,0
177,Награнд (Дренор),Награнд,1,0,68,258,0,0,0,0,6755,0,4,0,0,0,0,0,0
179,Шлаковые шахты Кровавого Молота (режим испытаний),Испытание,2,4,6,99,0,5793,1175,8,0,5,1,0,0,0,0,0,0
180,Железные доки (эпохальный ключ),Эпохальный+,2,4,7,195,0,97423,1195,8,0,5,1,0,0,0,0,0,169
181,Аукиндон (режим испытаний),Испытание,2,4,8,99,0,5793,1182,8,0,5,1,0,0,0,0,0,0
182,Небесный Путь (режим испытаний),Испытание,2,4,9,99,0,5793,1209,8,0,5,1,0,0,0,0,0,0
183,Депо Мрачных Путей (эпохальный ключ),Эпохальный+,2,4,10,227,0,97423,1208,8,0,5,1,0,0,0,0,0,166
184,Вечное Цветение (эпохальный ключ),Эпохальный+,2,4,11,194,385,98030,1279,8,0,5,1,0,0,0,0,0,0
186,Верхняя часть пика Черной горы (режим испытаний),Испытание,2,4,13,99,0,5793,1358,8,0,5,1,0,0,0,0,0,0
187,Новый Город Механиков,Новый Город Механиков,1,0,2,258,0,0,0,0,6457,0,4,0,0,0,0,0,0
188,Холодная долина,Холодная долина,1,0,2,258,0,0,0,0,6176,0,4,0,0,0,0,0,0
189,Североземье,Североземье,1,0,2,258,0,0,0,0,6170,0,4,0,0,0,0,0,0
190,Гилнеас,Гилнеас,1,0,2,258,0,0,0,0,5435,0,4,0,0,0,0,0,0
191,Остров Солнечного Скитальца,Остров Солнечного Скитальца,1,0,2,258,0,0,0,0,6455,0,4,0,0,0,0,0,0
192,Похоронный Звон,Похоронный Звон,1,0,2,258,0,0,0,0,6454,0,4,0,0,0,0,0,0
193,Дун Морог,Дун Морог,1,0,2,258,0,0,0,0,1,0,4,0,0,0,0,0,0
194,Тирисфальские леса,Тирисфальские леса,1,0,2,258,0,0,0,0,85,0,4,0,0,0,0,0,0
195,Леса Вечной Песни,Леса Вечной Песни,1,0,2,258,0,0,0,0,3430,0,4,0,0,0,0,0,0
196,Элвиннский лес,Элвиннский лес,1,0,2,258,0,0,0,0,12,0,4,0,0,0,0,0,0
197,Гилнеас,Гилнеас,1,0,2,258,0,0,0,0,4714,0,4,0,0,0,0,0,0
198,Лок Модан,Лок Модан,1,0,2,258,0,0,0,0,38,0,4,0,0,0,0,0,0
199,Призрачные земли,Призрачные земли,1,0,2,258,0,0,0,0,3433,0,4,0,0,0,0,0,0
200,Серебряный бор,Серебряный бор,1,0,2,258,0,0,0,0,130,0,4,0,0,0,0,0,0
201,Руины Гилнеаса,Руины Гилнеаса,1,0,2,258,0,0,0,0,4706,0,4,0,0,0,0,0,0
202,Красногорье,Красногорье,1,0,2,258,0,0,0,0,44,0,4,0,0,0,0,0,0
203,Болотина,Болотина,1,0,2,258,0,0,0,0,11,0,4,0,0,0,0,0,0
204,Сумеречный лес,Сумеречный лес,1,0,2,258,0,0,0,0,10,0,4,0,0,0,0,0,0
205,Предгорья Хилсбрада,Предгорья Хилсбрада,1,0,2,258,0,0,0,0,267,0,4,0,0,0,0,0,0
206,Нагорье Арати,Нагорье Арати,1,0,2,258,0,0,0,0,45,0,4,0,0,0,0,0,0
207,Северная Тернистая долина,Северная Тернистая долина,1,0,2,258,0,0,0,0,33,0,4,0,0,0,0,0,0
208,Мыс Тернистой долины,Мыс Тернистой долины,1,0,2,258,0,0,0,0,5287,0,4,0,0,0,0,0,0
209,Внутренние земли,Внутренние земли,1,0,2,258,0,0,0,0,47,0,4,0,0,0,0,0,0
210,Тернистая долина,Тернистая долина,1,0,2,258,0,0,0,0,5339,0,4,0,0,0,0,0,0
211,Западные Чумные земли,Западные Чумные земли,1,0,2,258,0,0,0,0,28,0,4,0,0,0,0,0,0
212,Пылающие степи,Пылающие степи,1,0,2,258,0,0,0,0,46,0,4,0,0,0,0,0,0
213,Тлеющее ущелье,Тлеющее ущелье,1,0,2,258,0,0,0,0,51,0,4,0,0,0,0,0,0
214,Бесплодные земли,Бесплодные земли,1,0,2,258,0,0,0,0,3,0,4,0,0,0,0,0,0
215,Восточные Чумные земли,Восточные Чумные земли,1,0,2,258,0,0,0,0,139,0,4,0,0,0,0,0,0
217,Сумеречное нагорье,Сумеречное нагорье,1,0,2,258,0,0,0,0,4922,0,4,0,0,0,0,0,0
219,Вайш'ир,Вайш'ир,1,0,2,258,0,0,0,0,5146,0,4,0,0,0,0,0,0
221,Остров Кель'Данас,Остров Кель'Данас,1,0,2,258,0,0,0,0,4080,0,4,0,0,0,0,0,0
222,Выжженные земли,Выжженные земли,1,0,2,258,0,0,0,0,4,0,4,0,0,0,0,0,0
223,Чумные земли: Анклав Алого ордена,Анклав Алого ордена,1,0,2,258,0,0,0,0,4298,0,4,0,0,0,0,0,0
224,Болото Печали,Болото Печали,1,0,2,258,0,0,0,0,8,0,4,0,0,0,0,0,0
225,Перевал Мертвого Ветра,Перевал Мертвого Ветра,1,0,2,258,0,0,0,0,41,0,4,0,0,0,0,0,0
226,Черная гора,Черная гора,1,0,2,258,0,0,0,0,1445,0,4,0,0,0,0,0,0
227,Тенистая долина,Тенистая долина,1,0,3,258,0,0,0,0,6450,0,4,0,0,0,0,0,0
228,Долина Аммен,Долина Аммен,1,0,3,258,0,0,0,0,6456,0,4,0,0,0,0,0,0
229,Долина Испытаний,Долина Испытаний,1,0,3,258,0,0,0,0,6451,0,4,0,0,0,0,0,0
230,Острова Эха,Острова Эха,1,0,3,258,0,0,0,0,6453,0,4,0,0,0,0,0,0
231,Лагерь Нараче,Лагерь Нараче,1,0,3,258,0,0,0,0,6452,0,4,0,0,0,0,0,0
232,Остров Лазурной Дымки,Остров Лазурной Дымки,1,0,3,258,0,0,0,0,3524,0,4,0,0,0,0,0,0
234,Мулгор,Мулгор,1,0,3,258,0,0,0,0,215,0,4,0,0,0,0,0,0
235,Дуротар,Дуротар,1,0,3,258,0,0,0,0,14,0,4,0,0,0,0,0,0
236,Темные берега,Темные берега,1,0,3,258,0,0,0,0,148,0,4,0,0,0,0,0,0
237,Остров Кровавой Дымки,Остров Кровавой Дымки,1,0,3,258,0,0,0,0,3525,0,4,0,0,0,0,0,0
238,Северные степи,Северные степи,1,0,3,258,0,0,0,0,17,0,4,0,0,0,0,0,0
239,Танарис,Танарис,1,0,3,258,0,0,0,0,440,0,4,0,0,0,0,0,0
240,Тысяча Игл,Тысяча Игл,1,0,3,258,0,0,0,0,400,0,4,0,0,0,0,0,0
241,Фералас,Фералас,1,0,3,258,0,0,0,0,357,0,4,0,0,0,0,0,0
242,Пылевые топи,Пылевые топи,1,0,3,258,0,0,0,0,6463,0,4,0,0,0,0,0,0
243,Пустоши,Пустоши,1,0,3,258,0,0,0,0,405,0,4,0,0,0,0,0,0
244,Южные степи,Южные степи,1,0,3,258,0,0,0,0,4709,0,4,0,0,0,0,0,0
245,Когтистые горы,Когтистые горы,1,0,3,258,0,0,0,0,406,0,4,0,0,0,0,0,0
246,Ясеневый лес,Ясеневый лес,1,0,3,258,0,0,0,0,331,0,4,0,0,0,0,0,0
247,Лунная поляна,Лунная поляна,1,0,3,258,0,0,0,0,493,0,4,0,0,0,0,0,0
248,Азшара,Азшара,1,0,3,258,0,0,0,0,16,0,4,0,0,0,0,0,0
249,Огненная передовая,Огненная передовая,1,0,3,258,0,0,0,0,5733,0,4,0,0,0,0,0,0
250,Ульдум,Ульдум,1,0,3,258,0,0,0,0,5034,0,4,0,0,0,0,0,0
251,Гора Хиджал,Гора Хиджал,1,0,3,258,0,0,0,0,616,0,4,0,0,0,0,0,0
252,Силитус,Силитус,1,0,3,258,0,0,0,0,1377,0,4,0,0,0,0,0,0
253,Зимние Ключи,Зимние Ключи,1,0,3,258,0,0,0,0,618,0,4,0,0,0,0,0,0
254,Кратер Ун'Горо,Кратер Ун'Горо,1,0,3,258,0,0,0,0,490,0,4,0,0,0,0,0,0
255,Оскверненный лес,Оскверненный лес,1,0,3,258,0,0,0,0,361,0,4,0,0,0,0,0,0
256,Полуостров Адского Пламени,Полуостров Адского Пламени,1,0,69,258,0,0,0,0,3483,0,4,0,0,0,0,0,0
257,Зангартопь,Зангартопь,1,0,69,258,0,0,0,0,3521,0,4,0,0,0,0,0,0
258,Лес Тероккар,Лес Тероккар,1,0,69,258,0,0,0,0,3519,0,4,0,0,0,0,0,0
259,Награнд,Награнд,1,0,69,258,0,0,0,0,3518,0,4,0,0,0,0,0,0
260,Острогорье,Острогорье,1,0,69,258,0,0,0,0,3522,0,4,0,0,0,0,0,0
