ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
483,Боец 9-го ранга,172,8000,0
484,Макс. ранг,172,9000,0
485,State 0 - Follower,184,0,0
486,State 2 - Chapter 2,184,21000,0
487,State 1 - Chapter 1,184,45000,0
488,State 3 - Chapter 3,184,60000,0
489,Иссыхание,185,0,0
490,Стабильное состояние,185,100,0
520,Незнакомец,193,0,0
521,Знакомый,193,8400,0
522,Приятель,193,16800,0
523,Друг,193,25200,0
524,Хороший друг,193,33600,0
525,Лучший друг,193,42000,0
530,Стажер,195,0,0
531,Невысокое положение,195,1000,0
532,Высокое положение,195,2000,0
533,Спасатель,195,3000,0
534,Сытость,185,200,0
535,Сытость,181,200,0
536,Стабильное состояние,183,100,0
543,Телохранитель,198,0,0
544,Доверенный телохранитель,198,10000,0
545,Боевой товарищ,198,20000,0
546,Незнакомец,199,0,0
547,Знакомый,199,8400,0
548,Приятель,199,16800,0
550,Друг,199,25200,0
551,Хороший друг,199,33600,0
552,Незнакомец,200,0,0
553,Знакомый,200,8400,0
554,Приятель,200,16800,0
555,Хороший друг,200,33600,0
556,Лучший друг,200,42000,0
562,Незнакомец,202,0,0
563,Знакомый,202,8400,0
564,Приятель,202,16800,0
565,Хороший друг,202,33600,0
566,Лучший друг,202,42000,0
572,Незнакомец,204,0,0
573,Знакомый,204,8400,0
574,Приятель,204,16800,0
575,Хороший друг,204,33600,0
576,Лучший друг,204,42000,0
582,Незнакомец,206,0,0
583,Знакомый,206,8400,0
584,Приятель,206,16800,0
585,Хороший друг,206,33600,0
586,Лучший друг,206,42000,0
592,Незнакомец,208,0,0
593,Диковинка,208,8400,0
594,Нейтральные,208,16800,0
595,Отзывчивый друг,208,33600,0
596,Лучший друг,208,42000,0
597,Лучший друг,199,42000,0
598,Друг,200,25200,0
599,Друг,202,25200,0
600,Друг,204,25200,0
601,Друг,206,25200,0
602,Друг,208,25200,0
603,Неофит,209,0,0
604,Временной ученик,209,1000,0
605,Путешественник во времени,209,2500,0
606,Хроно-друг,209,4500,0
607,Бронзовый союзник,209,7000,0
608,Исцелитель эпохи,209,10000,0
609,Повелитель времени,209,15000,0
611,1-й уровень,210,0,0
612,2-й уровень,210,1000,0
613,3-й уровень,210,2000,0
614,4-й уровень,210,3000,0
615,5-й уровень,210,4000,0
616,6-й уровень,210,5000,0
617,7-й уровень,210,6000,0
618,8-й уровень,210,7000,0
619,9-й уровень,210,8000,0
620,Макс. ранг,210,9000,0
631,1-й уровень,212,0,0
632,2-й уровень,212,1000,0
633,3-й уровень,212,2000,0
634,4-й уровень,212,3000,0
635,5-й уровень,212,4000,0
636,6-й уровень,212,5000,0
637,7-й уровень,212,6000,0
638,8-й уровень,212,7000,0
639,9-й уровень,212,8000,0
640,Макс. ранг,212,9000,0
641,Птенец,213,0,0
642,Подросший птенец,213,5000,0
643,Почти взрослый,213,15000,0
644,Взрослый,213,30000,0
746,Птенец,315,0,0
750,1-й уровень,316,0,0
751,2-й уровень,316,300,0
752,3-й уровень,316,600,0
753,4-й уровень,316,900,0
754,1-й уровень,317,0,0
755,2-й уровень,317,300,0
756,3-й уровень,317,600,0
757,4-й уровень,317,900,0
758,1-й уровень,318,0,0
760,3-й уровень,318,600,0
761,4-й уровень,318,900,0
766,1-й уровень,320,0,0
767,2-й уровень,320,300,0
768,3-й уровень,320,600,0
769,4-й уровень,320,900,0
774,5-й уровень,316,1200,0
775,6-й уровень,316,1500,0
776,7-й уровень,316,1800,0
777,8-й уровень,316,2100,0
778,9-й уровень,316,2400,0
779,10-й уровень,316,2700,0
780,11-й уровень,316,3000,0
781,12-й уровень,316,3300,0
782,13-й уровень,316,3600,0
783,14-й уровень,316,3900,0
784,15-й уровень,316,4200,0
785,16-й уровень,316,4500,0
786,17-й уровень,316,4800,0
787,18-й уровень,316,5100,0
788,19-й уровень,316,5400,0
789,20-й уровень,316,5700,0
790,21-й уровень,316,6000,0
791,22-й уровень,316,6300,0
792,23-й уровень,316,6600,0
793,24-й уровень,316,6900,0
794,25-й уровень,316,7200,0
795,26-й уровень,316,7500,0
796,27-й уровень,316,7800,0
797,28-й уровень,316,8100,0
798,29-й уровень,316,8400,0
799,30-й уровень,316,8700,0
821,Подросший птенец,315,4000,0
822,Взрослая особь,315,8000,0
823,5-й уровень,320,1200,0
824,6-й уровень,320,1500,0
825,7-й уровень,320,1800,0
826,8-й уровень,320,2100,0
827,9-й уровень,320,2400,0
828,10-й уровень,320,2700,0
829,11-й уровень,320,3000,0
830,12-й уровень,320,3300,0
831,13-й уровень,320,3600,0
832,14-й уровень,320,3900,0
833,15-й уровень,320,4200,0
834,16-й уровень,320,4500,0
835,17-й уровень,320,4800,0
836,18-й уровень,320,5100,0
837,19-й уровень,320,5400,0
838,20-й уровень,320,5700,0
839,21-й уровень,320,6000,0
840,22-й уровень,320,6300,0
841,23-й уровень,320,6600,0
842,24-й уровень,320,6900,0
843,25-й уровень,320,7200,0
844,26-й уровень,320,7500,0
845,27-й уровень,320,7800,0
846,28-й уровень,320,8100,0
847,29-й уровень,320,8400,0
848,30-й уровень,320,8700,0
879,1-й уровень,323,0,0
880,2-й уровень,323,300,0
881,3-й уровень,323,600,0
882,4-й уровень,323,900,0
883,5-й уровень,323,1200,0
884,6-й уровень,323,1500,0
885,7-й уровень,323,1800,0
886,8-й уровень,323,2100,0
887,9-й уровень,323,2400,0
888,10-й уровень,323,2700,0
889,11-й уровень,323,3000,0
890,12-й уровень,323,3300,0
891,13-й уровень,323,3600,0
892,14-й уровень,323,3900,0
893,15-й уровень,323,4200,0
894,16-й уровень,323,4500,0
895,17-й уровень,323,4800,0
896,18-й уровень,323,5100,0
897,19-й уровень,323,5400,0
898,20-й уровень,323,5700,0
899,21-й уровень,323,6000,0
900,22-й уровень,323,6300,0
901,23-й уровень,323,6600,0
902,24-й уровень,323,6900,0
903,25-й уровень,323,7200,0
904,26-й уровень,323,7500,0
905,27-й уровень,323,7800,0
906,28-й уровень,323,8100,0
907,29-й уровень,323,8400,0
908,30-й уровень,323,8700,0
909,1-й уровень,324,0,0
910,2-й уровень,324,300,0
911,3-й уровень,324,600,0
912,4-й уровень,324,900,0
913,5-й уровень,324,1200,0
914,6-й уровень,324,1500,0
915,7-й уровень,324,1800,0
916,8-й уровень,324,2100,0
917,9-й уровень,324,2400,0
918,10-й уровень,324,2700,0
919,11-й уровень,324,3000,0
920,12-й уровень,324,3300,0
921,13-й уровень,324,3600,0
922,14-й уровень,324,3900,0
923,15-й уровень,324,4200,0
924,16-й уровень,324,4500,0
925,17-й уровень,324,4800,0
926,18-й уровень,324,5100,0
927,19-й уровень,324,5400,0
928,20-й уровень,324,5700,0
929,21-й уровень,324,6000,0
930,22-й уровень,324,6300,0
931,23-й уровень,324,6600,0
932,24-й уровень,324,6900,0
933,25-й уровень,324,7200,0
934,26-й уровень,324,7500,0
935,27-й уровень,324,7800,0
936,28-й уровень,324,8100,0
937,29-й уровень,324,8400,0
938,30-й уровень,324,8700,0
939,5-й уровень,318,1200,0
940,6-й уровень,318,1500,0
941,7-й уровень,318,1800,0
942,8-й уровень,318,2100,0
943,9-й уровень,318,2400,0
944,10-й уровень,318,2700,0
945,11-й уровень,318,3000,0
946,12-й уровень,318,3300,0
947,13-й уровень,318,3600,0
948,14-й уровень,318,3900,0
949,15-й уровень,318,4200,0
950,16-й уровень,318,4500,0
951,17-й уровень,318,4800,0
952,18-й уровень,318,5100,0
953,19-й уровень,318,5400,0
954,20-й уровень,318,5700,0
955,21-й уровень,318,6000,0
956,22-й уровень,318,6300,0
957,23-й уровень,318,6600,0
958,24-й уровень,318,6900,0
959,25-й уровень,318,7200,0
960,26-й уровень,318,7500,0
961,27-й уровень,318,7800,0
962,28-й уровень,318,8100,0
963,29-й уровень,318,8400,0
964,30-й уровень,318,8700,0
965,5-й уровень,317,1200,0
966,6-й уровень,317,1500,0
967,7-й уровень,317,1800,0
968,8-й уровень,317,2100,0
969,9-й уровень,317,2400,0
970,10-й уровень,317,2700,0
971,11-й уровень,317,3000,0
972,12-й уровень,317,3300,0
973,13-й уровень,317,3600,0
974,14-й уровень,317,3900,0
975,15-й уровень,317,4200,0
976,16-й уровень,317,4500,0
977,17-й уровень,317,4800,0
978,18-й уровень,317,5100,0
979,19-й уровень,317,5400,0
980,20-й уровень,317,5700,0
981,21-й уровень,317,6000,0
982,22-й уровень,317,6300,0
983,23-й уровень,317,6600,0
984,24-й уровень,317,6900,0
985,25-й уровень,317,7200,0
986,26-й уровень,317,7500,0
987,27-й уровень,317,7800,0
988,28-й уровень,317,8100,0
989,29-й уровень,317,8400,0
990,30-й уровень,317,8700,0
991,Куколка,325,0,0
992,Молодой,325,3500,0
993,Куколка,326,0,0
994,Молодой,326,7000,0
995,Куколка,327,0,0
996,Молодой,327,14000,0
999,1-й уровень,339,0,0
1000,2-й уровень,339,1000,0
1001,3-й уровень,339,2000,0
1002,4-й уровень,339,3000,0
1003,5-й уровень,339,4000,0
1004,6-й уровень,339,5000,0
1005,7-й уровень,339,6000,0
1006,8-й уровень,339,7000,0
1007,9-й уровень,339,8000,0
1008,Макс. уровень,339,9000,0
1009,1-й уровень,340,0,0
1010,2-й уровень,340,1000,0
1011,3-й уровень,340,2000,0
1012,4-й уровень,340,3000,0
1013,5-й уровень,340,4000,0
1014,6-й уровень,340,5000,0
1015,7-й уровень,340,6000,0
1016,8-й уровень,340,7000,0
1017,9-й уровень,340,8000,0
1018,Макс. уровень,340,9000,0
1020,Взрослая особь,327,42000,0
1021,Взрослая особь,325,10500,0
1022,Взрослая особь,326,21000,0
1024,2-й уровень,318,300,0
1088,Инкубация...,365,0,0
1089,Личинка,365,5000,0
1090,Детеныш,365,10000,0
1091,Взрослый,365,15000,0
1092,Настороженность,366,7000,0
1100,Сомнения,366,0,0
1101,Опасения,366,1000,0
1102,Безразличие,366,14000,0
1103,Сердечность,366,21000,0
1107,Признание,366,42000,0
1108,Незнакомка,367,0,0
1109,Знакомая,367,8400,0
1110,Приятельница,367,16800,0
1111,Подруга,367,25200,0
1112,Хорошая подруга,367,33600,0
1113,Лучшая подруга,367,42000,0
1114,Незнакомка,368,0,0
1115,Знакомая,368,8400,0
1116,Приятельница,368,16800,0
1117,Подруга,368,25200,0
1118,Хорошая подруга,368,33600,0
1119,Лучшая подруга,368,42000,0
1126,Незнакомец,370,0,0
1127,Знакомый,370,8400,0
1128,Приятель,370,16800,0
1129,Друг,370,25200,0
1130,Хороший друг,370,33600,0
1131,Лучший друг,370,42000,0
1132,Незнакомка,371,0,0
1133,Знакомая,371,8400,0
1134,Приятельница,371,16800,0
1135,Подруга,371,25200,0
1136,Хорошая подруга,371,33600,0
1137,Лучшая подруга,371,42000,0
1138,Незнакомец,372,0,0
1139,Знакомый,372,8400,0
1140,Приятель,372,16800,0
1141,Друг,372,25200,0
1142,Хороший друг,372,33600,0
1143,Лучший друг,372,42000,0
1144,Незнакомка,373,0,0
1145,Знакомая,373,8400,0
1146,Приятельница,373,16800,0
1147,Подруга,373,25200,0
1148,Хорошая подруга,373,33600,0
1149,Лучшая подруга,373,42000,0
1156,Незнакомец,375,0,0
1157,Знакомый,375,8400,0
1158,Приятель,375,16800,0
1159,Друг,375,25200,0
1160,Хороший друг,375,33600,0
1161,Лучший друг,375,42000,0
1162,Незнакомцы,376,0,0
1163,Знакомые,376,8400,0
1164,Приятели,376,16800,0
1165,Друзья,376,25200,0
1166,Хорошие друзья,376,33600,0
1167,Лучшие друзья,376,42000,0
1168,Незнакомец,377,0,0
1169,Знакомый,377,8400,0
1170,Приятель,377,16800,0
1171,Друг,377,25200,0
1172,Хороший друг,377,33600,0
1173,Лучший друг,377,42000,0
1180,Незнакомец,379,0,0
1181,Знакомый,379,8400,0
1182,Приятель,379,16800,0
1183,Друг,379,25200,0
1184,Хороший друг,379,33600,0
1185,Лучший друг,379,42000,0
1192,Незнакомка,381,0,0
1193,Знакомая,381,8400,0
1194,Приятельница,381,16800,0
1195,Подруга,381,25200,0
1196,Хорошая подруга,381,33600,0
1197,Лучшая подруга,381,42000,0
1198,Незнакомец,382,0,0
1199,Знакомый,382,8400,0
1200,Приятель,382,16800,0
1201,Друг,382,25200,0
1202,Хороший друг,382,33600,0
1203,Лучший друг,382,42000,0
1204,Незнакомцы,383,0,0
1205,Знакомые,383,8400,0
1206,Приятели,383,16800,0
1207,Друзья,383,25200,0
1208,Хорошие друзья,383,33600,0
1209,Лучшие друзья,383,42000,0
1210,Незнакомка,384,0,0
1211,Знакомая,384,8400,0
1212,Приятельница,384,16800,0
1213,Подруга,384,25200,0
1214,Хорошая подруга,384,33600,0
1215,Лучшая подруга,384,42000,0
1216,Незнакомец,385,0,0
1217,Знакомый,385,8400,0
1218,Приятель,385,16800,0
1219,Друг,385,25200,0
1220,Хороший друг,385,33600,0
1221,Лучший друг,385,42000,0
1228,Незнакомец,387,0,0
1229,Знакомый,387,8400,0
1230,Приятель,387,16800,0
1231,Друг,387,25200,0
1232,Хороший друг,387,33600,0
1233,Лучший друг,387,42000,0
1240,Безразличие,389,0,0
1241,Дружелюбие,389,3000,0
1242,Уважение,389,9000,0
1243,Почтение,389,21000,0
1244,Превознесение,389,42000,0
1245,Безразличие,390,0,0
1246,Дружелюбие,390,3000,0
1247,Уважение,390,9000,0
1248,Почтение,390,21000,0
1249,Превознесение,390,42000,0
1250,Безразличие,391,0,0
1251,Дружелюбие,391,3000,0
1252,Уважение,391,9000,0
1253,Почтение,391,21000,0
1254,Превознесение,391,42000,0
1255,Ноль,392,0,0
1256,Один,392,1000,0
1257,Два,392,2000,0
1258,Три,392,3000,0
1259,Четыре,392,4000,0
1260,Пять,392,5000,0
1261,Шесть,392,6000,0
1262,Семь,392,7000,0
1263,Восемь,392,8000,0
1264,Девять,392,9000,0
1265,Десять,392,10000,0
1266,Одиннадцать,392,11000,0
1267,Двенадцать,392,12000,0
1268,Тринадцать,392,13000,0
1269,Четырнадцать,392,14000,0
1270,Пятнадцать,392,15000,0
1271,1-й уровень,393,0,0
1272,2-й уровень,393,3000,0
1273,3-й уровень,393,7500,0
1274,4-й уровень,393,14000,0
1275,5-й уровень,393,25000,0
1276,6-й уровень,393,41000,0
1294,Соратник,396,8400,0
1295,Союзник,396,16800,0
1296,Клык,396,25200,0
1297,Друг,396,33600,0
1298,Настоящий друг,396,42000,0
1300,Соратник,397,8400,0
1301,Союзник,397,16800,0
1302,Клык,397,25200,0
1303,Друг,397,33600,0
1304,Настоящий друг,397,42000,0
1305,Равнодушие,398,0,0
1306,Симпатия,398,500,0
1307,Расположение,398,2500,0
1308,Признание,398,5500,0
1309,Почитание,398,12500,0
1316,Низкий,400,300,0
1317,Средний,400,1200,0
1318,Высокий,400,3600,0
1319,Максимальный,400,10000,0
1322,Пусто,400,0,0
1325,Знакомый,397,0,0
1328,Знакомый,396,0,0
1344,Новичок,408,0,0
1345,Любитель,408,700,0
1346,Знаток,408,1400,0
1347,Мастер,408,2100,0
1348,Профессионал,408,2800,0
1359,Аномалия,411,0,0
1360,Будущий друг,411,7000,0
1361,Устранитель порталов,411,14000,0
1362,Путешественник во времени,411,24000,0
1363,Легенда,411,42000,0
1364,1-й уровень,412,0,0
1392,Незнакомец,416,0,0
1393,Знакомый,416,2500,0
1394,Помощник,416,5000,0
1395,Подельник,416,7500,0
1396,Компаньон,416,10000,0
1397,Незнакомец,417,0,0
1398,Знакомый,417,2500,0
1399,Помощник,417,5000,0
1400,Подельник,417,7500,0
1401,Компаньон,417,10000,0
1402,Незнакомец,418,0,0
1403,Знакомый,418,2500,0
1404,Помощник,418,5000,0
1405,Подельник,418,7500,0
1406,Компаньон,418,10000,0
1407,Академик,419,0,0
1408,Ассистент,419,10500,0
1409,Наемник,419,21000,0
1410,Постоянный,419,32500,0
1411,Штатный,419,42000,0
1794,2-й уровень,412,1500,0
1795,3-й уровень,412,3500,0
1796,4-й уровень,412,6100,0
1797,5-й уровень,412,9400,0
1798,6-й уровень,412,13500,0
1801,7-й уровень,412,18500,0
1802,8-й уровень,412,24500,0
1803,9-й уровень,412,31600,0
1804,10-й уровень,412,39900,0
1805,11-й уровень,412,48200,0
1806,12-й уровень,412,56500,0
1807,13-й уровень,412,64800,0
1808,14-й уровень,412,73100,0
1809,15-й уровень,412,81400,0
1810,16-й уровень,412,98000,0
1811,17-й уровень,412,114600,0
1812,18-й уровень,412,131200,0
1813,19-й уровень,412,147800,0
1814,20-й уровень,412,164400,0
1815,21-й уровень,412,181000,0
1816,22-й уровень,412,197600,0
1817,23-й уровень,412,214200,0
1818,24-й уровень,412,230800,0
1819,25-й уровень,412,247400,0
1820,26-й уровень,412,280600,0
1821,27-й уровень,412,313800,0
1822,28-й уровень,412,347000,0
1823,29-й уровень,412,380200,0
1824,30-й уровень,412,413400,0
1825,31-й уровень,412,446600,0
1826,32-й уровень,412,479800,0
1827,33-й уровень,412,513000,0
1828,34-й уровень,412,546200,0
1829,35-й уровень,412,579400,0
1830,36-й уровень,412,645800,0
1831,37-й уровень,412,712200,0
1832,38-й уровень,412,778600,0
1833,39-й уровень,412,845000,0
1834,40-й уровень,412,911400,0
1835,41-й уровень,412,977800,0
1836,42-й уровень,412,1044200,0
1837,43-й уровень,412,1110600,0
1838,44-й уровень,412,1177000,0
1839,45-й уровень,412,1243400,0
1840,46-й уровень,412,1326400,0
1841,47-й уровень,412,1409400,0
1842,48-й уровень,412,1492400,0
1843,49-й уровень,412,1575400,0
1844,50-й уровень,412,1658400,0
1845,Соратник,416,12500,0
1846,Партнер,416,15000,0
1847,Заговорщик,416,17500,0
1848,Криминальный гений,416,20000,0
1849,Соратник,417,12500,0
1850,Партнер,417,15000,0
1851,Заговорщик,417,17500,0
1852,Криминальный гений,417,20000,0
1853,Соратник,418,12500,0
1854,Партнер,418,15000,0
1855,Заговорщик,418,17500,0
1856,Криминальный гений,418,20000,0
1857,51-й уровень,412,1741400,0
1858,52-й уровень,412,1824400,0
1859,53-й уровень,412,1907400,0
1860,54-й уровень,412,1990400,0
1861,55-й уровень,412,2073400,0
1862,56-й уровень,412,2197900,0
1863,57-й уровень,412,2322400,0
1864,58-й уровень,412,2446900,0
1865,59-й уровень,412,2571400,0
1866,60-й уровень,412,2695900,0
1887,Состояние 4 – глава 5,184,50000,0
2035,61-й уровень,412,2820400,0
2036,62-й уровень,412,2944900,0
2037,63-й уровень,412,3069400,0
2038,64-й уровень,412,3193900,0
2039,65-й уровень,412,3318400,0
2040,66-й уровень,412,3467800,0
2041,67-й уровень,412,3617200,0
2042,68-й уровень,412,3766600,0
2043,69-й уровень,412,3916000,0
2044,70-й уровень,412,4065400,0
2045,71-й уровень,412,4214800,0
2046,72-й уровень,412,4364200,0
2047,73-й уровень,412,4513600,0
2048,74-й уровень,412,4663000,0
2049,75-й уровень,412,4812400,0
2050,76-й уровень,412,4978400,0
2051,77-й уровень,412,5144400,0
2052,78-й уровень,412,5310400,0
2053,79-й уровень,412,5476400,0
2054,80-й уровень,412,5642400,0
2055,81-й уровень,412,5808400,0
2056,82-й уровень,412,5974400,0
2057,83-й уровень,412,6140400,0
2058,84-й уровень,412,6306400,0
2059,85-й уровень,412,6472400,0
2060,86-й уровень,412,6655000,0
2061,87-й уровень,412,6837600,0
2062,88-й уровень,412,7020200,0
2063,89-й уровень,412,7202800,0
2064,90-й уровень,412,7385400,0
2065,91-й уровень,412,7568000,0
2066,92-й уровень,412,7750600,0
2067,93-й уровень,412,7933200,0
2068,94-й уровень,412,8115800,0
2069,95-й уровень,412,8298400,0
2070,96-й уровень,412,8505900,0
2071,97-й уровень,412,8713400,0
2072,98-й уровень,412,8920900,0
2073,99-й уровень,412,9128400,0
2074,100-й уровень,412,9335900,0
