Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
Вызовите и одолейте последнего противника и получите награду у Водина.,Победите последнего противника!,142,58,21334,0,0,0,4,0,0,0
Помогите помощникам хмелевара Буфа собрать ингредиенты для куньлайского сногсшибателя.,Фестиваль Хмельнолуния!,154,63,21845,0,0,0,0,0,0,0
Остановите атаку батааров на деревню Бинан.,Атака яунголов!,155,63,21849,0,0,0,2,0,0,0
Победите Воителя Коби.,Воитель Коби,156,63,21851,0,0,0,3,0,0,0
"Осмотрите места, где были замечены яунголы.",Результаты разведки,157,63,21853,0,0,0,1,0,0,0
"Помогите Бланш сварить ее легендарный ""Громобой"".","Варка ""Громобоя""",159,65,21993,0,0,0,0,0,0,0
Проводите Бланш по дороге Громовой Лапы.,Дорога к пику Громовой Лапы,160,65,21995,0,0,0,1,0,0,0
Одолейте Борохалу Разрушителя.,Защита Укрытия Громовой Лапы,161,65,21999,0,0,0,2,0,0,0
Уничтожьте Порождение Гнева.,Уничтожьте ша,166,39,21050,0,0,0,3,0,0,0
"Убейте генерала Чжуня, вестника Властелина Грома.",Убийство генерала Чжуня,167,68,22571,0,0,0,4,0,0,0
Освободите пленных членов экспедиции Золотого Лотоса.,Спасение Золотого Лотоса,171,68,22730,0,0,0,1,0,0,0
Остановите казнь хранителя истории Фу.,Остановка казни,172,68,22732,0,0,0,2,0,0,0
Победите защитников четырех древних реликвий могу.,Захват реликвий,173,68,22737,0,0,0,3,0,0,0
[PH] Defeat the three masters.,[PH] Defeat Masters,174,70,0,0,0,0,0,0,0,0
Прорвитесь на руины Терамора через ряды противника.,К руинам,175,71,27452,0,0,0,2,0,0,0
Убейте капитанов Альянса и подготовьте бочки с порохом на всех кораблях к взрыву.,До ватерлинии!,179,72,22975,0,0,0,0,0,0,0
Сообщите подрывнику Бомбастеру об успехе операции.,Подрывник,180,72,22989,0,0,0,1,0,0,0
Убейте Бальдрука и его грифонов.,Конец грифонам,181,72,22977,0,0,0,2,0,0,0
Уничтожьте Большую Бессу и выведите из строя пустые танки.,Танкобойня,182,72,22980,0,0,0,3,0,0,0
Убейте Хедрика Ровноступа и вызволите Талена Созвучие Песни из цитадели.,"Лети, шпион!",183,72,22986,0,0,0,4,0,0,0
Уничтожьте осадную машину у западных ворот и найдите украденные штандарты.,Разрушение разрушителя,185,71,27457,0,0,0,4,0,0,0
"Защищайте Джайну, пока она открывает доступ к Радужному Средоточию.",Последняя битва,186,71,27460,0,0,0,5,0,0,0
Защитите корабль от войск Орды.,Добро пожаловать в Терамор!,193,71,27242,0,0,0,0,0,0,0
"Уничтожьте монстров, атакующих додзё Зеленой Скалы.",Спасение додзё,194,40,21061,0,0,0,1,0,0,0
Одержите победу над Ордой в гавани.,Освобождение гавани,210,71,27256,0,0,0,1,0,0,0
Очистите источник жизни от скверны ша.,Источник жизни,211,39,27197,0,0,0,1,0,0,0
Найдите Джайну в кратере мана-бомбы.,Леди Праудмур,217,71,27467,0,0,0,3,0,0,0
Исследовательница Шуэ,Судьба хранителя истории,224,68,27622,0,0,0,0,0,0,0
Найдите вход в пещеру сауроков.,Мы едем!,367,179,30884,0,0,0,1,0,0,0
"Победите сауроков, охраняющих пещеру.",Стража!,368,179,30568,0,0,0,2,0,0,0
Найдите источник происхождения сауроков.,Происхождение,369,179,30948,0,0,0,4,0,0,0
Победите праматерь Ноши.,Праматерь,370,179,30570,0,0,0,5,0,0,0
Отразите кор'кронское нападение.,Нападение!,371,179,30572,0,0,0,7,0,0,0
Разрушьте охранные сферы и проникните в крепость.,Проникнуть в древнюю крепость,372,180,30566,0,0,0,0,0,0,0
"Наберите как можно больше сокровищ, пока создание титанов не оказалось на свободе.",Украсть ради наживы,373,180,0,0,0,0,1,0,0,0
Присоединитесь к атаке на Зан'весс.,Атака на Зан'весс,374,181,30957,0,0,0,0,0,0,0
Разрушьте звуковые колонны и отключите защитный щит Зан'весса.,Защитное поле Зан'весса,375,181,30959,0,0,0,1,0,0,0
Захватите плацдарм на берегу и доберитесь до Сердца Зан'весса.,Сердце Зан'весса,376,181,30966,0,0,0,2,0,0,0
Победите адмирала Хагмана.,Победите адмирала!,377,182,30733,0,0,0,3,0,0,0
Защитите корабль! Одержите победу над абордажной командой Орды.,Абордаж!,378,182,30721,0,0,0,0,0,0,0
"Установите взрывчатку на корабле Орды, чтобы потопить его.",В щепки!,379,182,30723,0,0,0,2,0,0,0
"Поговорите с Вол'джином, чтобы приступить к поискам пещеры сауроков.",Миссия…,382,179,30886,0,0,0,0,0,0,0
Проникните вглубь пещеры.,В пещеру,383,179,30939,0,0,0,3,0,0,0
Осмотрите статуи могу.,Осмотр,384,179,30950,0,0,0,6,0,0,0
Примите в отряд Даггина Ветроборода.,Распорядитель полетов,386,184,31196,0,0,0,0,0,0,0
Победите командора Тел'врака и найдите склад оружия богомолов.,Оружие Зан'весса,387,181,30964,0,0,0,3,0,0,0
Помогите как минимум двум группам рабочих построить укрепления.,Подготовка укреплений,398,183,30997,0,0,0,0,0,0,0
Проскользните мимо стражи и проникните в Святилище Теней.,Войти в Черный храм,408,200,31008,0,0,0,0,0,0,0
Найдите след Совета Мрачной Жатвы.,Найти следы присутствия Совета Мрачной Жатвы,409,200,31010,0,0,0,1,0,0,0
Следуйте за Акамой в Святилище Потерянных Душ.,Идти за Акамой в Святилище Потерянных Душ,410,200,31012,0,0,0,2,0,0,0
Победить командира Глубокого Шрама и вернуть храм Красного Журавля.,Убить командира Глубокого Шрама,412,183,31192,0,0,0,1,0,0,0
Осмотрите Святилище Потерянных Душ.,Раскрыть план Совета,413,200,31019,0,0,0,3,0,0,0
"Заберите кристалл души, брошенный советом Мрачной Жатвы.",Победить сущность порядка,414,200,31017,0,0,0,4,0,0,0
"Отбейте атаку демонов, выпущенных Реликварием, и вернитесь к Акаме в Залы Страданий.",Бежать из Святилища Потерянных Душ,415,200,31021,0,0,0,5,0,0,0
"Соберите как можно больше сокровищ, пока не истекло время.",Ограбление Приюта Земных Наслаждений,416,200,31023,0,0,0,6,0,0,0
Отнесите заряженную сущность души в Черный Храм.,К Храмовой вершине,417,200,31034,0,0,0,7,0,0,0
"Пробейтесь к пристани, где находится адмирал Тейлор.",Смерть на пристани,419,184,31202,0,0,0,1,0,0,0
"Одержите победу над силами Орды, атакующими крепость.",Возвращение контроля над двором,420,184,31283,0,0,0,2,0,0,0
Получите информацию от команды ШРУ.,Беготня,423,184,31296,0,0,0,4,0,0,0
Защитите крепость от атаки Орды и возглавляющего ее командира.,Держать строй!,424,184,31291,0,0,0,6,0,0,0
Присоединитесь к атаке на Зан'весс.,Атака на Зан'весс,430,203,31227,0,0,0,0,0,0,0
Разрушьте звуковые колонны и отключите защитный щит Зан'весса.,Защитное поле Зан'весса,431,203,31229,0,0,0,1,0,0,0
Захватите плацдарм на берегу и доберитесь до Сердца Зан'весса.,Сердце Зан'весса,432,203,31233,0,0,0,2,0,0,0
Победите командора Тел'врака и найдите склад оружия богомолов.,Оружие Зан'весса,433,203,31236,0,0,0,3,0,0,0
Найдите Верховного маршала Двукоссу и помогите отразить нападение Орды.,Верховный маршал,434,184,31288,0,0,0,3,0,0,0
Установите орудия Салли и приготовьтесь защищать крепость!,Установка,435,184,31300,0,0,0,5,0,0,0
Примите в отряд Кромтар.,Распорядитель полетов,436,201,31475,0,0,0,0,0,0,0
Пробейтесь через горящий нефтезавод к генералу Назгриму.,А.С. на высоте,437,201,31477,0,0,0,1,0,0,0
"Разбейте силы Альянса, осаждающие крепость.",Возвращение контроля над двором,438,201,31479,0,0,0,2,0,0,0
Найдите полководца Кровавого Эфеса и помогите отразить нападение Альянса.,Полководец,439,201,31483,0,0,0,3,0,0,0
Соберите информацию о силах Орды и Альянса.,Беготня,440,201,31486,0,0,0,4,0,0,0
Установите орудия Риветта и приготовьтесь защищать крепость!,Установка,441,201,31490,0,0,0,5,0,0,0
Защитите ворота от атаки Альянса и возглавляющего ее командира.,Держать строй!,442,201,31494,0,0,0,6,0,0,0
Оседлайте Громокрыла и разведайте обстановку на Пристани Бушующих Волн с воздуха.,Разведка с воздуха,443,205,31682,0,0,0,0,0,0,0
"Сбросьте дымовые шашки на сторожевые тотемы, чтобы деактивировать их.",Путь дыма,444,205,31684,0,0,0,1,0,0,0
"Нейтрализуйте членов команды, которых отметила Таоши, и проберитесь к осадным орудиям на носу корабля.",Тени шторма,445,205,31686,0,0,0,2,0,0,0
"Прокрадитесь по пристани до вершины холма, чтобы добраться до Ху'шэня, стража врат.",Ни звука,446,205,31689,0,0,0,4,0,0,0
Убейте стража врат Ху'шэня и заберите у него сферу привратника.,Ночь полна огня,447,205,31691,0,0,0,5,0,0,0
Сядьте на кровавого ястреба Похитителей Солнца и пролетите над островом с капитаном разведчиков Эльсией.,Встреча с капитаном разведчиков Эльсией,448,206,31670,0,0,0,0,0,0,0
,Пережить нападение,449,206,31672,0,0,0,1,0,0,0
,Разрушить баррикады,450,206,31674,0,0,0,2,0,0,0
,Убить Креша Раздирателя,451,206,31676,0,0,0,3,0,0,0
,Убить ритуалиста Тула'чека и его маску духов,452,206,31679,0,0,0,4,0,0,0
Оседлайте Громокрыла!,Взлетаем!,453,207,31693,0,0,0,0,0,0,0
Зандалары заметили вас! Убейте атакующих!,Перехват!,454,207,31695,0,0,0,1,0,0,0
Хораки сбросил вас с вашего средства передвижения! Победите его!,Обуздать повелителя зверей,455,207,31697,0,0,0,2,0,0,0
"Встретьтесь с Таоши, вашей связной из Шадо-Пан.",В шахту!,456,207,31830,0,0,0,3,0,0,0
"Прикройте Таоши, пока она деактивирует замок на двери шахты, а затем победите надсмотрщика Шиаксу.",Прикрой меня!,458,207,31703,0,0,0,5,0,0,0
Помогите войскам союзников в атаке на Кровавый перекресток.,Кровавый перекресток,460,208,31844,0,0,0,0,0,0,0
Победить могу Шань-Бу и зандаларских защитников.,Подступы ко дворцу Лэй Шэня,465,208,31718,0,0,0,2,0,0,0
"Убейте стражей дворцовых врат, чтобы открыть врата.",Убить стражей дворцовых врат,472,208,31710,0,0,0,1,0,0,0
Найдите мощную взрывчатку.,Найти потерянную взрывчатку,473,204,31833,0,0,0,0,0,0,0
Подожгите фитиль мощной взрывчатки.,Взрыв,474,204,31839,0,0,0,2,0,0,0
,Убейте бога войны Ал'чуклу,475,204,31837,0,0,0,3,0,0,0
Найдите мощную взрывчатку.,Найти потерянную взрывчатку,476,209,31746,0,0,0,0,0,0,0
Подожгите запал мощной взрывчатки.,Взрыв,477,209,31768,0,0,0,2,0,0,0
,Убейте бога войны Ал'чуклу,478,209,31804,0,0,0,3,0,0,0
Поговорите с Эльсией у городской стены.,Доставить взрывчатку,479,209,31765,0,0,0,1,0,0,0
Поговорите с Верисой у городской стены.,Доставить взрывчатку,480,204,31835,0,0,0,1,0,0,0
Помогите Тажаню Чжу и Ялии убить Шань-Бу.,Победить Шань-Бу,482,208,31723,0,0,0,3,0,0,0
Проберитесь на нижние палубы и убейте капитана Халу'кала.,Мокрое дело,483,205,31806,0,0,0,3,0,0,0
"Защищайте Гневиона, пока заряжается Кузня Грома.",Зарядка,484,211,31810,0,0,0,2,0,0,0
"Защищайте Небесного кузнеца, пока он кует Копье молний.",Обнаружена скверна,485,211,31812,0,0,0,4,0,0,0
"Победите слияние ша, атакующее Кузню Грома.",Проявление осквернения,486,211,31814,0,0,0,5,0,0,0
Проберитесь к главному входу в шахту.,"Было твое, стало мое!",487,207,31841,0,0,0,4,0,0,0
"Поговорите с Гневионом, чтобы узнать, как активировать Кузню Грома.",Поговорить с Гневионом,490,211,31856,0,0,0,0,0,0,0
Поместите заряженную сущность души в демонический источник душ и победите Канретада.,Победить Канретада,491,200,31858,0,0,0,8,0,0,0
Вылейте триллий в формы и начните заряжать Кузню Грома.,Выковано из триллия,492,211,31923,0,0,0,1,0,0,0
Сядьте на гиппогрифа Серебряного Союза и вместе с командиром следопытов Верисой Ветрокрылой пролетите над островом.,Встреча с командиром следопытов Верисой Ветрокрылой,493,212,31925,0,0,0,0,0,0,0
,Пережить нападение,494,212,31928,0,0,0,1,0,0,0
,Разрушить баррикады,495,212,31930,0,0,0,2,0,0,0
,Убить Анки и заклинателя зверей Пакутеша,496,212,31932,0,0,0,3,0,0,0
,Убить ритуалиста Мара'каха и его маску духов,497,212,31934,0,0,0,4,0,0,0
"Воспользуйтесь сферой привратника, чтобы открыть врата в Кровавый перекресток.",Прорыв,498,205,31937,0,0,0,6,0,0,0
"В течение ограниченного времени соберите как можно больше сокровищ. Поговорите с Таоши, когда будете готовы начать.",Поговорить с Таоши,508,215,31993,0,0,0,0,0,0,0
"Поговорите с Гневионом, чтобы развести огонь в Кузне Грома",В кузню,509,211,32142,0,0,0,3,0,0,0
"Соберите как можно больше сокровищ и дойдите до выхода, пока не истекло время.",Добраться до выхода,510,215,32158,0,0,0,1,0,0,0
Поговорите с Гриззлом Скрипетолом.,Разговор с вожаком,511,216,32592,0,0,0,0,0,0,0
Прорвитесь в главную комнату и остановите похищения.,Проникновение,514,219,32524,0,0,0,0,0,0,0
Осмотрите главную комнату.,Разведка,515,219,32588,0,0,0,1,0,0,0
Помогите Тиккеру создать механизм для открывания следующих ворот.,Запертые ворота,516,219,32589,0,0,0,2,0,0,0
"Защитите подрывной отряд, пока Патч ищет путь к отступлению.",Задержка,533,219,32590,0,0,0,3,0,0,0
"Уничтожьте великого духа стихий, свирепствующего в приисках Пышного Цветения.",Грохот камней,535,216,32594,0,0,0,1,0,0,0
"Соберите артефакты для Скрипетола, пока его рабочие расчищают местность перед рудником.",Набить карманы,536,216,32596,0,0,0,2,0,0,0
Спуститесь в рудник Пышного Цветения и взорвите стену.,Конец рудника,537,216,32598,0,0,0,3,0,0,0
Уничтожьте Эхо И'Шараджа.,Разбитое сердце,538,216,32637,0,0,0,4,0,0,0
Поговорите с горными пехотинцами из клана Черного Железа на вершине Мерцающего хребта и узнайте способ остановить бурю.,Горная пехота,539,210,32623,0,0,0,0,0,0,0
"Спасите разведчика Камнеборода, которого пытаются поджарить тролли.",Спасение разведчика Камнеборода,540,210,32644,0,0,0,1,0,0,0
"Убейте троллей, пытающихся сварить разведчицу Резковар.",Спасение разведчицы Резковар,541,210,32648,0,0,0,2,0,0,0
"Убейте троллей, собирающихся принести в жертву разведчика Кузнебрата.",Спасение разведчика Кузнебрата,542,210,32650,0,0,0,3,0,0,0
"Убейте духа стихий в ледяной пещере, чтобы метель прекратилась.",Ледяная пещера,543,210,32652,0,0,0,4,0,0,0
"Объединитесь с силами Мойры, убейте вожака зандаларов и захватите деревню Мерзлогривов.",Победа или смерть,544,210,32654,0,0,0,5,0,0,0
Украдите взрывчатку у вражеских подрывников.,Добыть взрывчатку,545,182,32657,0,0,0,1,0,0,0
"Поговорите с Ротуном, чтобы начать испытание.",Выбор испытания,550,237,33998,0,0,0,0,0,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительная задача,551,210,32743,32898,0,0,6,3,0,0
Защитите корабль! Одержите победу над абордажной командой Альянса.,Абордаж!,556,239,32774,0,0,0,0,0,0,0
Украдите взрывчатку у вражеских подрывников.,Добыть взрывчатку,557,239,32776,0,0,0,1,0,0,0
"Установите взрывчатку на корабле Альянса, чтобы потопить его!",В щепки!,558,239,32778,0,0,0,2,0,0,0
Победите адмирала Ходжсона.,Победите адмирала!,559,239,32781,0,0,0,3,0,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительные задачи,560,182,32791,32898,0,0,4,3,0,0
"Выполните все дополнительные задачи, чтобы получить дополнительные награды.",Дополнительные задачи,561,219,32799,32898,0,0,4,3,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительная задача,565,65,32818,32898,0,0,3,3,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительная задача,566,39,32821,32898,0,0,4,3,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительные задачи,567,216,32831,32898,0,0,5,3,0,0
"Выполните дополнительную задачу, чтобы получить дополнительные награды.",Дополнительные задачи,580,239,162971,32898,559,0,4,3,0,0
Описание 1-го этапа.,1 этап,587,247,32959,0,0,0,0,0,0,0
Описание 2-го этапа.,2 этап,593,247,32961,0,0,0,1,0,0,0
Описание 3-го этапа.,3 этап,594,247,32963,0,0,0,2,0,0,0
Описание 4-го этапа.,4 этап,595,247,32965,0,0,0,3,0,0,0
Описание 5-го этапа.,5 этап,596,247,32967,0,0,0,4,0,0,0
Описание 6-го этапа.,6 этап,597,247,32969,0,0,0,5,0,0,0
Испытание вот-вот начнется.,Приготовьтесь,598,248,32993,0,0,0,0,0,0,0
,Арена испытаний,599,248,33951,0,0,0,1,0,0,0
,2 этап,607,254,0,0,0,0,2,0,0,0
,1 этап,608,254,0,0,0,0,1,0,0,0
"Уничтожьте чудовище, поселившееся в Храме Черного Быка.","Тот, У Кого Нет Жизни",615,256,33244,0,0,0,0,0,0,0
Этап 0,Тестовый этап 0,616,254,0,0,0,0,0,0,0,0
,3 этап,617,254,0,0,0,0,3,0,0,0
,4 этап,618,254,0,0,0,0,4,0,0,0
Конец!,5 этап,619,254,0,0,0,0,5,0,0,0
Победите трех чемпионов Пандарии в битвах питомцев.,Чемпионы Пандарии,620,257,33302,0,0,0,0,0,0,0
Победите всех Небожителей в битвах питомцев.,Небесные бойцы,621,257,33331,0,0,0,1,0,0,0
"Рассаживайте клиентов и обслуживайте их. Не дайте 5 клиентам уйти, не дождавшись, пока их обслужат.",Час лапши,637,269,33600,0,0,0,1,0,0,0
Научиться управляться со стойкой c лапшой.,Обучение,647,269,33924,0,0,0,0,0,0,0
"Рассаживайте клиентов и обслуживайте их. Не дайте 5 клиентам уйти, не дождавшись, пока их обслужат.",Час лапши,652,278,33926,0,0,0,0,0,0,0
Наберите по меньшей мере 30 000 очков.,Бонус: золото ждать не будет!,653,278,33928,0,0,0,1,3,0,0
Убейте всех орков в Громмаре.,Очищение Громмара,654,275,33985,0,0,0,2,0,0,0
Убейте Оррока Мастера Копья.,Врата Громмара,655,275,33994,0,0,0,1,0,0,0
Разгромите свинобразов Мертвой Головы в лабиринтах Иглошкурых.,Лабиринты Иглошкурых,680,294,34480,0,0,0,0,0,0,0
"Постарайтесь добыть как можно больше руды, пока не иссяк запас паровой мощи!",Добыча ресурсов,718,318,0,0,0,0,0,0,0,0
"Убейте Горалука Треснувшую Наковальню, главного механика морской базы.",Горалук Треснувшая Наковальня,721,320,34857,0,0,0,2,0,0,0
Убейте стражников в Каменоре.,"Убей их, убей их всех",725,322,34859,0,0,0,0,0,0,0
sendevent 36841,2 этап,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,3 этап,727,322,34863,0,0,0,2,0,0,0
Помешайте шаману душ из клана Кровавой Глазницы оживить скелет Фомора.,Прервать ритуал,728,323,34871,0,0,0,0,0,0,0
"Защищайте Тралла, пока он не пробьется во внутренние покои.",Армия душ,729,323,34875,0,0,0,1,0,0,0
Вступите в бой с Килроггом Мертвым Глазом и помешайте ему провести темный обряд.,Килрогг Мертвый Глаз,730,323,34877,0,0,0,2,0,0,0
Убейте Маггока.,Убить Маггока,731,324,34882,0,0,0,8,0,0,0
Перебейте оставшихся орков в доках и убейте командира Ворку.,Огонь с небес,732,275,34884,0,0,0,3,0,0,0
"Убивайте обитателей покоев, чтобы погасить руны.",Погасить руны,736,329,34898,0,0,0,0,0,0,0
"Защищайте Хребет Ледяного Огня, отбивая атаки Железной Орды.",Удержать теснину,737,324,34904,0,0,0,1,0,0,0
Уничтожьте железную мегапушку.,Железная мегапушка,738,324,34906,0,0,0,2,0,0,0
"Защищайте Хребет Ледяного Огня, отбивая атаки Железной Орды.",Хорошая защита,739,324,34908,0,0,0,3,0,0,0
Защищайте Дрек'Тара от бойцов Железной Орды.,Защита Дрек'Тара,740,324,34910,0,0,0,4,0,0,0
"Защищайте Хребет Ледяного Огня, отбивая атаки Железной Орды.",Железные Громоборцы,741,324,34912,0,0,0,5,0,0,0
Победите Малгрима Грозового Кулака.,Малгрим Грозовой Кулак,742,324,34914,0,0,0,6,0,0,0
"Защищайте Хребет Ледяного Огня, отбивая атаки Железной Орды.",Решающий бой,743,324,34916,0,0,0,7,0,0,0
Поговорите с Дуротаном.,Битва начинается,745,324,34921,0,0,0,0,0,0,0
Силы союзников под руководством верховного мага Кадгара готовы вступить в битву за Шаттрат.,Приготовления,747,331,34944,0,0,0,0,0,0,0
Расчистите путь в гавань с помощью железной звезды.,Союзники вступают в бой,748,331,34946,0,0,0,2,0,0,0
"Железная Орда расположила свои силы в гавани. Защищайте Кадгара, пока он подготавливает нейтрализующее заклинание.",Железная гавань,752,331,34954,0,0,0,3,0,0,0
Легендарное орудие Железной Орды в гавани. На абордаж! Ваши союзники отвлекут Чернорука на флагманском корабле.,Орудие,753,331,34956,0,0,0,4,0,0,0
Поговорите с воздаятелем Мараадом.,Избранники К'ары,754,275,34959,0,0,0,0,0,0,0
Поговорите с Дуротаном.,Поговорите с Дуротаном.,755,320,34985,0,0,0,0,0,0,0
"Сопроводите отряд на север, к машинному залу.",Добраться до машинного зала,756,320,34983,0,0,0,1,0,0,0
Доберитесь до склада.,Добраться до склада,757,320,34987,0,0,0,3,0,0,0
Отбейтесь от орков Железной Орды. Используйте в бою взрывающиеся бочки.,Пережить атаку Железной Орды,758,320,34989,0,0,0,4,0,0,0
Доберитесь до центрального дока и прыгните на борт разбивающего волны баркаса.,Добраться до центрального дока,759,320,34991,0,0,0,5,0,0,0
"Поговорите с Рокком, чтобы вас забросили на разбивающий волны баркас.",Попасть на баркас,761,320,34995,0,0,0,6,0,0,0
Уничтожьте разбивающий волны баркас.,Уничтожить разбивающий волны баркас,762,320,34997,0,0,0,7,0,0,0
Победите боссов в Непроглядной Пучине,Непроглядная Пучина,765,333,35169,35929,0,0,0,0,0,0
Победите Домину,Дополнительная задача,773,333,35183,35930,0,0,1,1,0,0
"Победите войска Железного Марша, занявшие залы пика.",Убейте боссов верхней части пика Черной горы,796,329,35686,35963,0,0,1,0,0,0
Убейте 5 парней.,Еще 5,833,323,35365,0,0,0,3,1,0,0
Убейте 10 парней.,Еще 10,834,323,35367,0,0,0,4,1,0,0
Одолейте Приверженцев Рухмар в Небесном Пути.,Небесный Путь,835,423,35369,0,0,0,0,0,0,0
Победите поработителей из клана Кровавого Молота в Шлаковых шахтах.,Шлаковые шахты Кровавого Молота,837,425,35389,0,0,0,0,0,0,0
Помешайте флоту Железной Орды.,Железные доки,838,426,35393,0,0,0,0,0,0,0
Искорените скверну в Аукиндоне.,Аукиндон,839,427,35397,0,0,0,0,0,0,0
Одолейте сектантов Призрачной Луны из темной секты Нер'зула.,Некрополь Призрачной Луны,840,428,35401,0,0,0,0,0,0,0
"Не допустите, чтобы поезд Мрачных Путей доставил свой смертельный груз.",Депо Мрачных Путей,841,429,35405,0,0,0,0,0,0,0
Исследуйте заросшую заставу Кирин-Тора.,Вечное Цветение,842,430,35409,0,0,0,0,0,0,0
"Победите войска Железного Марша, занявшие залы пика.",Верхняя часть пика Черной горы,844,432,35413,0,0,0,0,0,0,0
Пробейтесь к задним вратам и победите Арнокка Сжигателя.,Победите Арнокка Сжигателя,861,449,35587,0,0,0,0,0,0,0
Пробейтесь к гавани Карабора.,Встреча с Ирель в гавани Карабора,862,449,35589,0,0,0,1,0,0,0
"Защищайте К'ару, пока он не обретет полную силу.",Защитите К'ару от захватчиков,863,449,35591,0,0,0,2,0,0,0
Следуйте за пророком Веленом.,Видение прояснилось,864,450,35613,0,0,0,0,0,0,0
Станьте свидетелем прибытия командира Ворки.,Командир Ворка,865,450,35615,0,0,0,2,0,0,0
Победите Крулла.,Натиск врага,866,450,35628,0,0,0,1,0,0,0
Поговорите с пророком Веленом на лестнице Карабора.,Решающий бой,868,450,35631,0,0,0,3,0,0,0
Остановите бомбардировку Карабора!,Убить командира Ворку!,873,449,35704,0,0,0,3,0,0,0
Победите поработителя Кор'ула,Дополнительная задача,884,333,35745,35930,0,0,2,1,0,0
Победите Стража пучины,Дополнительная задача,885,333,35747,35930,0,0,3,1,0,0
Помогите победить Чернорука на флагмане Железной Орды.,Чернорук,895,331,36023,0,0,0,5,0,0,0
Отразите нападение горенов.,Продержаться подольше,914,499,36131,0,0,0,2,0,0,0
Победите гронна.,Оно уже рядом,915,499,36133,35914,0,0,5,0,0,0
"Отбейтесь от горенов, устроивших засаду.",Засада,920,499,36137,0,0,0,1,0,0,0
Следуйте за сержантом,Вторжение!,928,499,36157,0,0,0,0,0,0,0
"Поговорите с воздаятельницей Ирель, чтобы Альянс начал штурм Громмашара.",В атаку,929,508,37446,0,0,0,0,0,0,0
Сила клана Песни Войны – в его наездниках на волках. Атакуйте властителя стаи с фланга.,Победите властителя стаи,930,508,36375,0,0,0,2,0,0,0
Клан Громоборцев Железной Орды пленил могучего гронна Дарна Ненасытного. Убейте его.,Убейте Дарна Ненасытного,931,508,36377,0,0,0,4,0,0,0
