ID,Description_lang,Color
13707,Напор авангарда,0
13708,Ритм Фудзиэды,0
13709,Непреклонный инквизитор,0
13710,Убийца,0
13711,Воля разрушителя,0
13712,Непреклонная воля,0
13713,Карательные меры,0
13714,Стена,0
13715,Буря Светоносного,0
13716,Владыка грома,0
13717,Предсмертный вздох Мараада,0
13718,Окончательный приговор,0
13719,Безрассудный защитник,0
13720,Без тормозов,0
13721,Кривое зеркало,0
13722,Воевода,0
13723,Сейсмический отзвук,0
13724,Кольцо напоминания предков,0
13725,Каменные ботфорты глубинного землетрясения,0
13726,Шлем укоренившихся стихий,0
13727,Разрушительные цепи,0
13728,Огненное кольцо усмирителя небес,0
13729,Башмаки равновесия стихий,0
13730,Рукавицы Великого Раскола,0
13731,Плащ говорящего с ветром,0
13732,Ветра рока,0
13733,Наследие ледяной ведьмы,0
13734,Волчьи кости колдуна,0
13735,Преобразователи изначальной лавы,0
13736,Опояска природного средоточия Джоната,0
13737,Набедренники волн духостранника,0
13738,Изначальное сердце волн,0
13739,Бригантина земной гармонии,0
13740,Безотказная стратагема,0
13741,Палач,0
13742,Подготовительный удар,0
13743,Кольцо дикого зова,0
13744,Сапоги мастера ловушек Эрнестуэя,0
13745,Маска углей из Кузни душ,0
13746,Кольчужный жилет малодушной уловки,0
13747,Хауберк ужасной команды,0
13748,Башмаки огненной кобры,0
13749,"Ка'пла, эредарские боевые рукавицы",0
13750,Ботфорты охотника на рилаков,0
13751,Меткость орлиного когтя,0
13752,Талисман буйных стрел,0
13753,Кольцо хитрости ловца змей,0
13754,Повязки неусыпного бдения,0
13755,Боевое облачение дикого огня,0
13756,Покров охотника на рилаков,0
13757,Инъекторы медленного яда,0
13758,Фрагменты кости Мясника,0
13759,Печать усиленного призыва Вилфреда,0
13760,Кушак Эндерета,0
13761,Реликвия демонической синергии,0
13762,Изукрашенное одеяние Темного Портала,0
13763,Кольцо бесконечной агонии Аз'акира,0
13764,Темные туфли Сакролаш,0
13765,Плотные обмотки пагубного гнева,0
13766,Плащ яростного поглощения,0
13767,Видения взрывного потенциала,0
13768,Жуткий призыв мрачного инквизитора,0
13769,Кольцо рогатого кошмара,0
13770,Пылающие обмотки паучьей боли,0
13771,Угольный плащ Аз'акира,0
13772,Безумие Аз'Акира,0
13773,Угли дьявольского облачения,0
13774,Бриджи имирьяров,0
13775,Всеобщая тоска,0
13776,Усиление исполина,0
13777,Дар созерцателя тьмы,0
13778,Покров темнейшего часа,0
13779,Внутренние демоны,0
13780,Код хаоса,0
13781,Нестабильное ядро Скверны,0
13782,Бомбардир Скверны,0
13783,Медальон пламени тьмы,0
13784,Осквернение Разелиха,0
13785,Вьющийся жгут пламени Скверны,0
13786,Оплавленные оковы души,0
13787,Зиморожденный,-14614752
13789,Стремительность,0
13790,Метка мастера-убийцы,0
13791,Ремень ядовитых клинков,0
13792,Капюшон кровавых клыков,0
13793,Медальон темной пыли,0
13794,Лихой негодяй,0
13795,Окровавленные перчатки рокового клинка,0
13796,Учебные кандалы семейства Золдик,0
13797,Наглазная повязка Сумеречного Странника,0
13798,Фитиль Зеленямса,0
13799,Смекалка бандита,0
13800,Спрятанный мушкетон,0
13801,Завершение,0
13802,Фрагмент души Акаари,0
13803,Мастер гнили,0
13804,Губительные тени,0
13805,Декоративный эффект,-16711681
13806,Поверхность доспеха расписана рунами.,-11776
13808,,0
13809,Наплеч побежденного владыки судеб,0
13810,Вечное пламя,0
13811,Постоянное улучшение: Торгаст,-16724737
13812,Постоянное улучшение: Утроба,-16724737
13813,Путь Перерождения,-7820545
13815,Уровень 1 из 7,-16711681
13816,Уровень 2 из 7,-16711681
13817,Уровень 3 из 7,-16711681
13818,Уровень 4 из 7,-16711681
13819,Уровень 5 из 7,-16711681
13820,Уровень 6 из 7,-16711681
13821,Уровень 7 из 7,-16711681
13822,Уровень улучшения: 1/7,65535
13823,Уровень улучшения: 2/7,65535
13824,Уровень улучшения: 3/7,65535
13825,Уровень улучшения: 4/7,65535
13826,Уровень улучшения: 5/7,65535
13827,Уровень улучшения: 6/7,65535
13828,Уровень улучшения: 1/6,65535
13829,Работа со стигией,-10044417
13830,Кортийские реликвии,-7820545
13831,Усиленный,65280
13832,Бешенство поганища,0
13833,Безудержное перенаправление,0
13834,Окончательный приговор,0
13835,Неутолимый голод,0
13836,Триумф,0
13837,Греховный порыв,0
13838,Гнев природы,0
13839,Греховное потворство,0
13840,Гармоничное эхо,0
13841,Рой саранчи,0
13842,Постижение смерти,0
13843,Греховная отрада,0
13844,Связь близких душ,0
13845,Отравленный натиск,0
13846,Небесные духи,0
13847,Послушание,0
13848,Смертоносный порыв,0
13849,Легион Смерти,0
13850,Кортия,0
13851,Резонирующая ясность,0
13852,Осколок Господства,-10044417
13853,Сияющие угли,0
13854,Молот долга и служения,0
13855,Терзающий взгляд,0
13856,С печатью Утробы,-16711936
13857,Пылающая бойня,0
13858,Слепая вера,0
13859,Товары за известность,-14614752
13860,Демоническая клятва,0
13861,Сезоны изобилия,0
13862,Сделка Бвонсамди,0
13863,Слово Тьмы: Манипуляция,0
13864,Кандалы Верных Утробе освобожденного гладиатора,0
13865,Кандалы проклятия освобожденного гладиатора,0
13866,Благодатный хмель,0
13867,Расколотые стихии,0
13868,Семена буйной поросли,0
13869,Проводник стихий,0
13870,Чахлые обломки души,0
13871,Осколок аннигиляции,0
13872,Мешочек гниющих душ,0
13873,Контролируемый бесконечный взрыв,0
13874,Пакт ловцов душ,0
13875,Сумка с боеприпасами,0
13876,Осколки древних рогов,0
13877,Мешочек с осколками бритвы,0
13878,Призыв к оружию,0
13879,Пожирающий холод,0
13881,Волшебная гармония,0
13882,Test 1 Override,0
13883,Test 2 Override,0
13884,Яростный перезвон,0
13885,Зловещее учение,0
13886,Арденвельдское сердце,0
13887,Гармония сфер,0
13888,Мертвенный приказ,0
13889,Элизийская мощь,0
13890,Божественный резонанс,0
13891,Бесценный,-16711936
13892,Строительный материал,-7820545
13895,Боец II,-16711936
13896,Претендент II,-16711936
13897,Фаворит II,-16711936
13898,Модуль Прародителей,-10044417
13899,Шифры Предвечных,-10044417
13900,Применяется для:,-11776
13901,Чертежи Темных Земель для создания редких (синих) и более качественных доспехов.,-1
13902,Атака,-1
13903,Вспомогательный предмет,-1
13904,Оружие,-1
13906,Wildcard,8719357
13907,Укрепляющий,-11776
13908,Судьбоносный,1496809
13910,Расходуемый предмет,-1
13911,2-й сезон Shadowlands,65280
13912,Качество: 4 из 5,65280
13914,Протосинтез,-10044417
13915,Единство,0
13916,Шифровальное снаряжение,-10044417
13920,Охота за сокровищами,-7820545
13922,Судьбоносный,-16711936
13923,Судьбоносный (героический режим),65280
13924,Судьбоносный (эпохальный режим),65280
13925,Артефакты Драконьих островов,-7820545
13926,Манускрипт наблюдений за драконами,-10044417
13927,Компонент трапезы клыкарров,-7820545
13929,Токсичное,10405150
13932,Поиск судьбоноснго рейда,-16711936
13933,Воздушный самоцвет,14286079
13934,Огненный самоцвет,16341785
13935,Ледяной самоцвет,1872097
13936,Земной самоцвет,8411981
13937,Воздушный рубин,14286079
13938,Воздушный сапфир,14286079
13939,Воздушный изумруд,14286079
13940,Воздушный оникс,14286079
13941,Воздушный янтарь,14286079
13942,Земной рубин,8411981
13943,Земной сапфир,8411981
13944,Земной изумруд,8411981
13945,Земной оникс,8411981
13946,Земной янтарь,8411981
13947,Огненный рубин,16341785
13948,Огненный сапфир,16341785
13949,Огненный изумруд,16341785
13950,Огненный оникс,16341785
13951,Огненный янтарь,16341785
13952,Ледяной рубин,1872097
13953,Ледяной сапфир,1872097
13954,Ледяной изумруд,1872097
13955,Ледяной оникс,1872097
13956,Ледяной янтарь,1872097
13957,Охотничья экспедиция,-10044417
13958,3-й сезон Shadowlands,-16711936
13959,[PH] Radiant - Equip Limit 2,-10044417
13960,[PH] Radiant (2),-10044417
13961,Чародейские сущности Кобальтовой ассамблеи,-7820545
13962,Компонент трапезы клыкарров,65280
13963,4-й сезон Shadowlands,-16711936
13964,Бронза,65280
13965,Красный,65280
13966,Черный,65280
13967,Синий,65280
13968,Зеленый,65280
13969,Насыщение изначальным настоем,65280
13970,Материал для искарских рыболовных снастей,-10044417
13971,Припасы Драконьих островов,-7820545
13976,Насыщение изначальным настоем,-16711936
13978,Торговая лавка,-11776
13979,Изначальные бури,65280
13980,Режим войны,65280
13981,Обсидиан,65280
13982,Сабеллиан,-16711936
13983,Изумруд,65280
13984,Багрянец,65280
13985,Кобальт,65280
13986,Песчаник,65280
13987,Локальные и еженедельные задания,-14614752
13988,Подземелья,-14614752
13989,Награды за задания,-14614752
13990,Добыча в открытом мире,-14614752
13991,Профессии,-14614752
13992,Случайная добыча,65280
13993,Изготовленное,65280
13994,Модуль гаджета,-32704
13995,3-й и 4-й сезоны Shadowlands,-16711936
13996,1-й сезон Shadowlands,65280
13997,Реагент стихий,5435969
13998,Мистический,-10044417
13999,1-й сезон Dragonflight,-16711936
14000,Выдающийся,65535
14001,Удивительный,65535
14002,Усиление стихий,65280
14003,Зкерские хранилища,-10044417
14004,Изначальный камень,16755456
14005,Талисманы ремесленника,8956671
14006,Пассивный эффект,-1
14007,Для левой руки,-1
14008,2-й сезон Dragonflight,-15073511
14009,Запретный край,65280
14011,Искра искусности,-16711936
14012,Пламя Тьмы,-15073511
14014,Лазурь,130816
14015,Лиловый,65280
14016,Локальные задания и случайная добыча,65280
14017,Лагеря насыщения и PvP,65280
14018,Сокровища и необычные существа,65280
14019,Изготовлено во Сне,-15073511
14020,Руна проклятия Плети,-15073511
14021,Гроза демонов,-15073511
14022,Удар времени,-15073511
14023,Дух,-15073511
14024,10-й уровень,-12032
14025,Порталы времени,0
14026,Тайны Азерота,-7820545
14027,Различия,-16711936
14028,"Порталы времени и ""Рассвет Бесконечности""",0
14029,Рассвет Бесконечности,0
14030,Соридорми,65280
14031,3-й сезон Dragonflight,-15073511
14032,Амирдрассил,65280
14033,Наследие,65280
14034,Изумрудный дар,65280
14035,|nОсквернено пламенем Тьмы,15025839
14036,Гром,65280
14037,Уникальные существа,16754944
14038,Эластичная маска экспериментального бойца,0
14039,Эластичная маска экспериментального претендента,0
14040,Эластичная маска экспериментального гладиатора,0
14041,Цветочный бум,65466
14042,Изготовление предметов для PvP,-32704
14043,2-й сезон Dragonflight,-8355712
14044,|nУровень улучшения: искатель приключений 1/8,-8355712
14045,3-й сезон Dragonflight,-7885825
14046,|nУровень улучшения: искатель приключений 2/8,-8355712
14047,|nУровень улучшения: искатель приключений 3/8,-8355712
14048,|nУровень улучшения: искатель приключений 4/8,-8355712
14049,|nУровень улучшения: искатель приключений 5/8,-8355712
14050,|nУровень улучшения: искатель приключений 6/8,-8355712
14051,|nУровень улучшения: искатель приключений 7/8,-8355712
14052,|nУровень улучшения: искатель приключений 8/8,-8355712
14053,|nУровень улучшения: чемпион 1/8,-8355712
14054,|nУровень улучшения: чемпион 2/8,-8355712
14055,|nУровень улучшения: чемпион 3/8,-8355712
14056,|nУровень улучшения: чемпион 4/8,-8355712
14057,|nУровень улучшения: чемпион 5/8,-8355712
14058,|nУровень улучшения: чемпион 6/8,-8355712
14059,|nУровень улучшения: чемпион 7/8,-8355712
14060,|nУровень улучшения: чемпион 8/8,-8355712
14061,|nУровень улучшения: ветеран 1/8,-8355712
14062,|nУровень улучшения: ветеран 2/8,-8355712
14063,|nУровень улучшения: ветеран 3/8,-8355712
14064,|nУровень улучшения: ветеран 4/8,-8355712
14065,|nУровень улучшения: ветеран 5/8,-8355712
14066,|nУровень улучшения: ветеран 6/8,-8355712
14067,|nУровень улучшения: ветеран 7/8,-8355712
14068,|nУровень улучшения: ветеран 8/8,-8355712
14069,|nУровень улучшения: исследователь 1/8,-8355712
14070,|nУровень улучшения: исследователь 2/8,-8355712
14071,|nУровень улучшения: исследователь 3/8,-8355712
14072,|nУровень улучшения: исследователь 4/8,-8355712
14073,|nУровень улучшения: исследователь 5/8,-8355712
14074,|nУровень улучшения: исследователь 6/8,-8355712
14075,|nУровень улучшения: исследователь 7/8,-8355712
14076,|nУровень улучшения: исследователь 8/8,-8355712
