Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Гордыня Темного титана,,69,2,359,0,-1,0,38
Сущность Гул'дана,,70,3,360,0,-1,0,38
Тень Разрушителя,,71,4,362,0,-1,0,38
Ужас Легиона,,72,6,361,0,-1,1,38
Лук предводительницы следопытов,,73,4,933,0,-1,0,55
Возрождение феникса,,74,3,722,0,-1,0,55
Родная кровь,,75,2,720,0,-1,0,55
Вороний страж,,76,6,721,0,-1,1,55
Проклятая длань,,77,2,858,863,-1,0,43
Пронзатели сердец,,78,3,860,864,-1,0,43
Клинки убийцы магов,,79,4,859,865,-1,0,43
Крушители костей,,80,6,861,866,-1,1,43
Коса Элуны,,81,1,631,0,-1,0,59
Узы Древних богов,,82,2,773,957,-1,0,47
Падший клинок,,83,3,774,953,-1,0,47
Видения безумцев,,84,4,776,955,-1,0,47
Кривое зеркало,,85,5,775,954,-1,0,47
Каменные лапы,,86,2,188,638,-1,0,57
Аватара Урсола,,87,3,188,638,-1,0,57
Жертва Кошмара,,88,4,188,638,-1,0,57
Страж рощи,,89,6,188,638,-1,1,57
Альдрахийские боевые клинки,,90,1,753,759,-1,0,60
Клыки Пеплошкурой,,91,1,636,637,-1,0,58
Пожиратель крови,,92,2,701,0,-1,0,15
Костяная пасть,,93,5,702,0,-1,0,15
Жнец душ,,94,3,704,0,-1,0,15
Палач,,95,4,703,0,-1,0,15
Наследие Ледяной Скорби,,96,2,662,663,-1,0,12
Собиратели душ,,97,5,664,665,-1,0,12
Стражи могил,,98,4,700,699,-1,0,12
Ярость Синдрагосы,,99,3,667,666,-1,0,12
Вестник голода,,100,4,658,0,-1,0,16
Глашатай чумы,,101,3,661,0,-1,0,16
Нечестивая война,,102,2,659,0,-1,0,16
Костяной жнец,,103,6,660,0,-1,1,16
Символ иллидари,,104,2,901,902,-1,0,60
Костяной ужас,,105,4,903,904,-1,0,60
Укус повелителя ужаса,,106,3,905,906,-1,0,60
Железный страж,,107,6,907,908,-1,1,60
Глашатай Голдринна,,108,2,831,0,-1,0,59
Зов Луны,,109,3,832,0,-1,0,59
Наследие хранителей Солнца,,110,6,834,0,-1,1,59
Узы Кошмара,,111,4,833,0,-1,0,59
Гнев природы,,112,2,636,637,-1,0,58
Первобытный охотник,,113,3,636,637,-1,0,58
Призрак Матери стаи,,114,5,636,637,-1,0,58
Воплощение Кошмара,,115,4,636,637,-1,0,58
Мощь Титанов,,116,1,754,0,-1,0,56
Орлиный глаз,,117,2,789,0,-1,0,56
Свинобойка,,118,4,791,0,-1,0,56
Рев элекка,,119,3,790,0,-1,0,56
Укус змеи,,120,5,792,0,-1,0,56
Возрождение орла,,121,2,715,0,-1,0,34
Копье вожака,,122,3,717,0,-1,0,34
Бросок змеи,,123,4,716,0,-1,0,34
Стойкость медведя,,124,6,718,0,-1,1,34
Гордость Солнечных Скитальцев,,125,2,838,937,-1,0,54
Перерождение феникса,,126,3,840,940,-1,0,54
Магматический клинок,,127,4,839,939,-1,0,54
Меч повелителя времени,,128,5,841,941,-1,0,54
"Фу Цань, Спутник Странников",,129,1,710,0,-1,0,52
Бремя Короля обезьян,,130,2,711,0,-1,0,52
Дыхание дракона,,131,4,713,0,-1,0,52
Сердце Быка,,132,3,712,0,-1,0,52
Чаша туманов,,133,5,714,0,-1,0,52
Песнь туманов,,134,2,845,0,-1,0,51
Дыхание бессмертной змеи,,135,6,846,0,-1,1,51
Истязание Ша,,136,4,847,0,-1,0,51
Дух Чи-Цзи,,137,3,848,0,-1,0,51
Кулаки Небес,,138,1,629,630,-1,0,50
Касание Ал'акира,,139,2,691,692,-1,0,50
Острие духа,,140,3,694,693,-1,0,50
Наследие Шадо-Пан,,141,4,696,695,-1,0,50
Кулаки бури,,142,6,698,697,-1,1,50
Кулак павшего хранителя,,143,2,785,199,-1,0,48
Пламя правосудия,,144,5,788,199,-1,0,48
Страж вечного покоя,,145,4,786,199,-1,0,48
Вердикт защитника,,146,3,787,199,-1,0,48
Страж Истины,,147,1,756,755,-1,0,49
Свет титанов,,148,2,777,945,-1,0,49
Оберег темного хранителя,,149,4,780,943,-1,0,49
Герб священного огня,,150,5,778,944,-1,0,49
Оплот воздаятелей,,151,6,779,946,-1,1,49
Ярость Света,,152,1,705,0,-1,0,46
Венец искупления,,153,2,706,0,-1,0,46
Шпиль библиотекаря,,154,6,709,0,-1,1,46
Вечное служение,,155,4,708,0,-1,0,46
Чаша Света,,156,3,707,0,-1,0,46
Знамя чистоты,,157,2,950,0,-1,0,45
Хранитель Света,,158,3,948,0,-1,0,45
Память Аргуса,,159,5,949,0,-1,0,45
Объятия Бездны,,160,4,951,0,-1,0,45
Клинки Ужаса,,161,1,757,758,-1,0,44
Завет грозы морей,,162,2,868,873,-1,0,44
Поцелуй пламени,,163,3,869,874,-1,0,44
Сабли дуэлянта,,164,5,870,875,-1,0,44
Последнее слово негодяя,,165,4,871,876,-1,0,44
Хранитель бурь,,166,2,880,885,-1,0,40
Глас земли,,167,3,881,886,-1,0,40
Наследие Регара,,168,5,882,887,-1,0,40
Кулак падшего шамана,,169,4,883,888,-1,0,40
Вестник шторма,,170,2,632,0,-1,0,41
Погибель Легиона,,171,3,633,0,-1,0,41
Судьба Чернорука,,172,4,634,0,-1,0,41
Тайфун,,173,5,635,0,-1,0,41
Скипетр глубин,,174,2,801,963,-1,0,42
Творение титанов,,175,3,802,961,-1,0,42
Хранитель тотемов,,176,4,803,962,-1,0,42
Ледяное дыхание судьбы,,177,5,804,959,-1,0,42
Жнец Мертвого Ветра,,178,1,646,0,-1,0,39
Длань колдуна,,179,2,647,0,-1,0,39
Поглотитель душ,,180,3,648,0,-1,0,39
Конец времен,,181,6,649,0,-1,1,39
Десница смерти,,182,4,650,0,-1,0,39
Череп Ман'ари,,183,1,760,922,20,0,37
Взор первого призывателя,,184,2,781,927,20,0,37
Гордыня властителя преисподней,,185,3,782,926,20,0,37
Пылающие останки,,186,4,783,923,20,0,37
Забытая душа,,187,5,784,925,20,0,37
"Стром'кар, Миротворец",,188,1,641,0,-1,0,36
Месть павших,,189,2,749,0,-1,0,36
Клинок гнева,,190,4,752,0,-1,0,36
Огненный жнец,,191,3,750,0,-1,0,36
Клинок защитника небес,,192,5,751,0,-1,0,36
Боевые мечи валарьяров,,193,1,639,640,-1,0,35
Длань укротителя драконов,,194,2,761,765,-1,0,35
Дыхание шторма,,195,4,764,768,-1,0,35
Взор Хелии,,196,5,763,767,-1,0,35
Лик доблести,,197,3,762,766,-1,0,35
Крылья ветра,,200,5,934,0,-1,0,55
Дух Луны,,203,6,636,637,-1,1,58
Испепелитель,,206,1,62,0,-1,0,80
Испепелитель,,207,1,62,0,-1,0,81
Испепелитель,,208,1,62,0,-1,0,80
Удочка Темносвета,,211,1,818,0,1,0,73
Веретено судьбы,,212,6,825,0,-1,1,4
Касание посмертия,,213,6,826,0,-1,1,15
Рунные клинки Тьмы,,214,6,827,828,-1,1,12
Избавление смертью,,215,5,829,0,-1,0,16
Вестник смерти,,216,6,830,932,-1,1,3
Крылья мрака,,217,5,909,910,-1,0,60
Звездная коса,,218,5,835,0,-1,0,59
Мощь Седой Пасти,,219,5,188,638,-1,0,57
Неусыпный дозор,,220,5,67,0,-1,0,13
Меткость титанов,,221,6,836,0,-1,1,56
Страж лесов,,222,5,837,0,-1,0,34
Творение звезд,,223,6,842,938,-1,1,54
Величие магии,,224,5,843,0,-1,0,53
Наследие первых хмелеваров,,225,6,844,0,-1,1,52
Сущность покоя,,226,5,849,0,-1,0,51
Заступник Сюэня,,227,5,850,851,-1,0,50
Орудие хранителя,,228,6,852,199,-1,1,48
Божественный заступник,,229,3,853,942,-1,0,49
Оскверненная память,,230,6,854,0,-1,1,2
Страж вознесения,,231,5,855,0,-1,0,46
Венец Светорожденных,,232,6,947,0,-1,1,45
Коготь Н'Зота,,233,6,857,956,-1,1,47
Призрачные клинки,,234,5,862,867,-1,0,43
"Громовая Ярость, священный клинок Владыки Ветра",,235,6,872,877,-1,1,44
Ядовитые клыки,,236,6,878,879,-1,1,17
Гордость Амани,,237,6,884,889,-1,1,40
Надежда зандаларов,,238,6,890,0,-1,1,41
Змеиные кольца,,239,6,891,960,-1,1,42
Хребет проклятых,,240,5,892,0,-1,0,39
Лик Тал'киэля,,241,6,893,924,20,1,37
Личина очернителя,,242,5,894,0,-1,0,38
Арканитовый крушитель клинков,,243,6,895,0,-1,1,36
Клинки убийцы драконов,,244,6,896,897,-1,1,35
Каратель Легиона,,245,5,898,964,-1,0,11
