Description_lang,SortedProperty_lang,ID,ItemClass,ItemSubClass,InventoryType,OrderIndex,ParentCategory,DefaultAuctionHouseFilter,AuctionHouseExtraColumn
Инструменты,Ур. пр.,197,145,337,29,10,180,0,1
Аксессуары,Ур. пр.,198,145,337,30,20,180,0,1
Инструменты,Ур. пр.,199,145,333,29,10,181,0,1
Аксессуары,Ур. пр.,200,145,333,30,20,181,0,1
Инструменты,Ур. пр.,201,145,338,29,10,182,0,1
Аксессуары,Ур. пр.,202,145,338,30,20,182,0,1
Горное дело,Ур. пр.,203,145,334,0,90,172,0,1
Травничество,Ур. пр.,204,145,332,0,100,172,0,1
Снятие шкур,Ур. пр.,205,145,339,0,110,172,0,1
Аксессуары,Ур. пр.,206,145,334,30,20,203,0,1
Инструменты,Ур. пр.,207,145,334,29,10,203,0,1
Аксессуары,Ур. пр.,208,145,332,30,20,204,0,1
Инструменты,Ур. пр.,209,145,332,29,10,204,0,1
Аксессуары,Ур. пр.,210,145,339,30,20,205,0,1
Инструменты,Ур. пр.,211,145,339,29,10,205,0,1
Шея,Ур. пр.,212,9,188,0,45,99,0,0
Сумка с реагентами,Ячейки,215,2,344,0,15,76,0,2
Завершающие реагенты,,217,8,343,0,110,136,0,0
Декор для дома,,218,147,356,0,0,0,0,0
Меблировка,,219,147,356,0,0,218,0,0
Детали,,220,0,0,0,1,218,0,0
Украшения,,221,0,0,0,0,220,0,0
Структурные,,222,0,0,0,0,218,0,0
Освещение,,223,0,0,0,0,218,0,0
Практичные,,224,0,0,0,0,218,0,0
Природа,,225,0,0,0,0,218,0,0
Разное,,226,0,0,0,0,218,0,0
Места для сидения,,227,0,0,0,0,219,0,0
Столы и письменные столы,,228,0,0,0,0,219,0,0
Ящики и контейнеры,,229,0,0,0,0,219,0,0
Кровати,,230,0,0,0,0,219,0,0
Различная меблировка,,231,0,0,0,0,219,0,0
Еда и напитки,,232,0,0,0,0,220,0,0
Различные детали,,233,0,0,0,0,220,0,0
Двери,,234,0,0,0,0,222,0,0
Окна,,235,0,0,0,0,222,0,0
Стены и колонны,,236,0,0,0,0,222,0,0
Крупные объекты,,237,0,0,0,0,222,0,0
Структурные элементы,,238,0,0,0,0,222,0,0
Большие источники света,,239,0,0,0,0,223,0,0
Настенные источники света,,240,0,0,0,0,223,0,0
Потолочные источники света,,241,0,0,0,0,223,0,0
Небольшие источники света,,242,0,0,0,0,223,0,0
Прочие источники света,,243,0,0,0,0,223,0,0
Полезные вещи,,244,0,0,0,0,224,0,0
Витрины с предметами,,245,0,0,0,0,224,0,0
Различные практичные,,246,0,0,0,0,224,0,0
Крупная листва,,247,0,0,0,0,225,0,0
Мелкая листва,Навык,248,0,0,0,0,225,0,4
Кусты,,249,0,0,0,0,225,0,0
Ковровые растения,,250,0,0,0,0,225,0,0
Различные элементы природы,,251,0,0,0,0,225,0,0
