Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
"|cnWHITE_FONT_COLOR:Замыкательное задание|r|nБригада гномов проводит здесь свои бурильные работы, но Мрачные Минеры грозятся все испортить.",67,133769,50
|cnWHITE_FONT_COLOR:Букашки и личинки|r|nПомогите команде дезинсекторов справиться с масштабным нашествием насекомых.,68,133773,56
|cnWHITE_FONT_COLOR:Палки в колеса|r|nГоблины исправили все старые неполадки... но создали множество новых!,69,133774,52
|cnWHITE_FONT_COLOR:Помеха для Минеров|r|nГоблины из картеля Мрачных Минеров хотят разбить в этом месте свой лагерь. Не дайте им это сделать.,70,133778,63
"|cnWHITE_FONT_COLOR:Реликвии Древних богов |r|nГромилы Галливикса потревожили реликвии Древних богов. Наведите порядок, пока ситуация не вышла из-под контроля.",71,133782,64
|cnWHITE_FONT_COLOR:Сведение счетов|r|nПомогите Нимси свести счеты с сектантами из ордена Ночи.,73,133783,59
|cnWHITE_FONT_COLOR:Праздник сироты|r|nПомогите Ализе Боублейз продолжить кровавое мщение и расправиться с кобиссами.,75,133786,53
|cnWHITE_FONT_COLOR:Стороннее предприятие|r|nПомогите мадам Гойе и не позвольте Галливиксу завладеть ценной черной кровью.,76,133788,60
|cnWHITE_FONT_COLOR:Прекращение поставок|r|nПомогите Пэмзи и ее команде сорвать работы Галливикса.,77,133792,54
|cnWHITE_FONT_COLOR:С небес на землю|r|nРазрушьте гоблинские машины с помощью нерубских снарядов.,78,133850,57
"|cnWHITE_FONT_COLOR:Возвращение реликвий|r|nПомогите вернуть артефакты, которые эфириалы похищают в Лазурных архивах.",79,136927,69
"|cnWHITE_FONT_COLOR:Темные крылья|r|nСпасите синих драконов от вторгшихся эфириалов, насыщающих их энергией Бездны.",80,136928,69
"|cnWHITE_FONT_COLOR:Бей и круши|r|nОтразите натиск эфириалов, используя их технологии против них самих.",81,136929,69
"|cnWHITE_FONT_COLOR:Кулинарная катастрофа|r|nОдному гоблинскому шеф-повару пришла в голову идея, как можно использовать местные ресурсы.",82,137352,65
"|cnWHITE_FONT_COLOR:Возвращение кроколисков|r|nЗащитите кроколисков как вид, выпустив их из стоков Нижней Шахты в естественную среду обитания.",83,137516,66
|cnWHITE_FONT_COLOR:Рыцарский долг|r|nКобольды-рыцари охотятся на свирепое чудище. Помогите им найти его логово.,84,137714,65
"|cnWHITE_FONT_COLOR:Взрывная ликвидация|r|nИзбавьтесь от нестабильной взрывчатки в местных стоках, соблюдая странные местные правила безопасности.",85,138372,66
"|cnWHITE_FONT_COLOR:Кинжалы во тьме|r|nКи'веза принимает в своих покоях безрассудных смельчаков, достойных стать ее жертвой.",86,34450,70
|cnWHITE_FONT_COLOR:Путь на Тайный рынок Тазавеш|r|n|nПройдите испытания Тайного рынка и помешайте Со'лее в ее погоне за властью и силой.,107,92044,75
|cnWHITE_FONT_COLOR:Путевые интриги|r|n Восстановите сеть путевых врат и уничтожьте силы эфириалов!,118,138779,69
