ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
44,Пустоши,Доблестным воинам Орды в Пустошах требуется твоя помощь в борьбе с армиями Альянса и древними демонами.,Начать задание,,,0,33576,0,3,236742,0,28548,0,250,250,0,0,66,33614,33576,1,0
45,Южные степи,"После недавних побед, одержанных Альянсом в Степях, враг угрожает перерезать наши пути снабжения. Его нужно остановить!",Начать задание,,,0,33577,0,3,236717,0,28549,0,250,250,0,0,199,33615,33577,1,0
46,Пылевые топи,"Пылевые топи буквально кишат врагами всех мастей; кроме того, там присутствуют значительные силы Альянса.",Начать задание,,,0,33578,0,3,236758,0,28554,0,250,250,0,0,70,33616,33578,1,1
47,Ульдум,"Согласно древним текстам, в Ульдуме находятся просто несметные сокровища и богатства. Забери их именем Орды!",Начать задание,,,0,33579,0,3,409550,0,28557,0,250,250,0,0,249,33617,33579,0,0
48,Призрачные земли,Нам нужно заручиться поддержкой Отрекшихся в Призрачных землях и прогнать оттуда бесчисленные полчища Плети.,Начать задание,,,0,33580,0,3,236765,0,28560,0,250,250,0,0,95,33618,33580,1,0
49,Нагорье Арати,Силы Темной Госпожи намереваются расширить владения Орды и прогнать войска Альянса.,Начать задание,,,0,33581,0,3,236712,0,28572,0,250,250,0,0,14,33619,33581,1,1
50,Внутренние земли,"Дворфы клана Громового Молота из Внутренних земель вступили в Альянс, и мы должны примерно наказать их за это!",Начать задание,,,0,33582,0,3,236780,0,28574,0,250,250,0,0,26,33620,33582,1,1
51,Западные Чумные земли,"Силы Альянса продвигаются к разрушенному городу Андорал. Остановите их, пока они еще не успели там закрепиться!",Начать задание,,,0,33583,0,3,236851,0,28575,0,250,250,0,0,22,33621,33583,1,1
52,Восточные Чумные земли,"Серебряный Авангард укрепил свое присутствие в Восточных Чумных землях и нуждается в твоей помощи, чтобы еще более упрочить свое положение.",Начать задание,,,0,33584,0,3,236760,0,28577,0,250,250,0,0,23,33622,33584,1,1
53,Бесплодные земли,Альянс отчаянно пытается закрепиться в Бесплодных землях. Надо любой ценой помешать им это сделать!,Начать задание,,,0,33585,0,3,236716,0,28580,0,250,250,0,0,15,33623,33585,1,0
54,Тлеющее ущелье,"Изувеченная Длань сообщает, что дворфы клана Черного Железа из Тлеющего ущелья готовятся к войне.",Начать задание,,,0,33586,0,3,236815,0,28581,0,250,250,0,0,32,33624,33586,1,0
55,Пылающие степи,"Ариоку, сыну Эйтригга, нужна помощь в сдерживании безумной агрессии орков из клана Черной горы.",Начать задание,,,0,33587,0,3,236734,0,28667,0,250,250,0,0,36,33625,33587,1,0
56,Выжженные земли,"Окрилле, командующей силами Орды в форте Молота Ужаса, требуется твоя помощь. Нужно организовать оборону форта от мятежных огров.",Начать задание,,,0,33588,0,3,236720,0,28671,0,250,250,0,0,17,33629,33588,1,0
57,Болото Печали,Убедите торгового барона Сереблекса продолжать снабжать Орду всем необходимым вооружением и боеприпасами!,Начать задание,,,0,33589,0,3,236720,0,28677,0,250,250,0,0,51,33630,33589,1,0
58,Северная Тернистая долина,Командиру наших войск в Северной Тернистой долине необходима помощь в обеспечении безопасности путей снабжения.,Начать задание,,,0,33591,0,3,236844,0,28688,0,250,250,0,0,50,33631,33591,1,0
59,Мыс Тернистой долины,"Нашим силам на мысе Тернистой долины требуется твоя помощь в борьбе с пиратами и нагами, наводнившими джунгли.",Начать задание,,,0,33592,0,3,236844,0,28704,0,250,250,0,0,210,33632,33592,1,0
60,Запределье,Требуется твоя помощь в борьбе с силами Пылающего Легиона в раздробленном мире Запределья.,Начать задание,,,0,33593,0,3,236813,0,28705,0,250,250,0,0,100,33633,33593,0,0
61,Нордскол,Армии Песни Войны в Нордсколе постоянно угрожает нежить Плети. Требуется твоя помощь.,Начать задание,,,0,33594,0,3,236812,0,28711,0,250,250,0,0,114,33634,33594,0,0
62,Сумеречное нагорье,Вождю требуется помощь в подготовке наступления на Сумеречное нагорье!,Начать задание,,,0,33595,0,3,409549,0,28717,0,250,250,0,0,241,33635,33595,0,0
63,Красногорье,Силы Альянса в Красногорье слишком растянуты и нуждаются в твоей помощи.,Начать задание,,,0,33637,0,3,236814,0,28563,0,250,250,0,0,49,33638,33637,1,0
64,Внутренние земли,"Наши новые братья по Альянсу нуждаются в твоей помощи, чтобы отбить нападение Орды на их родину.",Начать задание,,,0,33639,0,3,236780,0,26542,0,250,250,0,0,26,33640,33639,1,0
65,Западный край,"Уровень преступности в Западном крае просто зашкаливает. Местные жители готовы убивать друг друга из-за куска хлеба. Если ты хочешь помочь Альянсу, то оттуда и начни.",Начать задание,,,0,33641,0,3,236852,0,28562,0,250,250,0,0,52,33642,33641,1,0
66,Сумеречный лес,Жители Сумеречного леса отчаянно нуждаются в твоей помощи!,Начать задание,,,0,33643,0,3,236757,0,28564,0,250,250,0,0,47,33644,33643,1,0
67,Вайш'ир,Недавние нападения Орды на наши торговые корабли неподалеку от порта Штормграда не должны остаться без ответа!,Начать задание,,,0,33645,0,3,409551,0,27724,0,250,250,0,0,203,33646,33645,0,0
68,Гора Хиджал,"Срочно требуется помощь у горы Хиджал. Наши братья из Круга Кенария сообщают, что прислужники Смертокрыла большими силами атакуют Древо Жизни!",Начать задание,,,0,33648,0,3,409547,0,27726,0,250,250,0,0,198,33649,33648,0,0
69,Подземье,"Служители Земли нуждаются в нашей помощи! Они утверждают, что стихии Подземья угрожают захватить наш мир и уничтожить в Азероте все живое!",Начать задание,,,0,33650,0,3,409546,0,27727,0,250,250,0,0,207,33651,33650,0,0
70,Темные берега,Жителям Лор'данела требуется помощь в обороне города от Сумеречного Молота.,Начать задание,,,0,33652,0,3,236739,0,28490,0,250,250,0,0,62,33653,33652,1,0
71,Ясеневый лес,Мы не можем оставить без внимания нападение Орды на Ясеневый лес! Нужно прогнать захватчиков из священного леса.,Начать задание,,,0,33657,0,3,236713,0,28492,0,250,250,0,0,63,33658,33657,1,1
72,Тысяча Игл,"Дозорным Тысячи Игл требуется твоя помощь. Налетчики из племени Зловещего Тотема в последнее время совсем обнаглели, и их нужно прогнать.",Начать задание,,,0,33659,0,3,236848,0,28503,0,250,250,0,0,64,33660,33659,1,1
73,Танарис,"Альянсу требуется твоя помощь в Танарисе, чтобы заключить концессионный договор с местными баронами и получить доступ к бесценным ресурсам пустыни.",Начать задание,,,0,33661,0,3,236846,0,28507,0,250,250,0,0,71,33662,33661,1,0
74,Фералас,Силам Альянса в Фераласе требуется помощь в борьбе с ненавистной Ордой и племенем Зловещего Тотема.,Начать задание,,,0,33663,0,3,236764,0,28511,0,250,250,0,0,69,33664,33663,1,1
75,Кратер Ун'Горо,"Альянс просит оказать содействие экспедиции Маршалла, исследующей секреты кратера Ун'Горо.",Начать задание,,,0,33665,0,3,236850,0,28525,0,250,250,0,0,78,33666,33665,1,0
76,Силитус,"На наших союзников из Круга Кенария в Силитусе напали значительные силы Сумеречного Молота, и им срочно требуется твоя помощь.",Начать задание,,,0,33667,0,3,236829,0,28528,0,250,250,0,0,81,33668,33667,1,0
77,Пустоши,Наши доблестные воины в Пустошах ведут неравный бой с демонами и армиями Орды. Окажи им поддержку.,Начать задание,,,0,33669,0,3,236742,0,28531,0,250,250,0,0,66,33670,33669,1,0
78,Когтистые горы,Силы Орды намереваются прорваться к Каменному Когтю. Мы не можем этого допустить!,Начать задание,,,0,33671,0,3,236742,0,28539,0,250,250,0,0,65,33672,33671,1,0
79,Оскверненный лес,Изумрудное святилище нуждается в твоей помощи. Требуется очистить Оскверненный лес от демонов.,Начать задание,,,0,33673,0,3,236763,0,28543,0,250,250,0,0,77,33675,33673,1,0
80,Зимние Ключи,"Донове Снегоноре в Зимних Ключах требуется твоя помощь в борьбе с угрозой, исходящей от фурболгов из племени Зимней Спячки.",Начать задание,,,0,33676,0,3,236854,0,28544,0,250,250,0,0,83,33677,33676,1,0
81,Южные степи,Солдаты Альянса наконец-то сумели как следует закрепиться в Южных степях. Отправляйтесь туда и помогите им упрочить свое положение!,Начать задание,,,0,33678,0,3,236717,0,28550,0,250,250,0,0,199,33679,33678,1,0
82,Пылевые топи,"Помоги Калии Гастингс из ШРУ обнаружить все потенциальные угрозы Терамору, исходящие как из самого города, так и из его окрестностей.",Начать задание,,,0,33680,0,3,236758,0,28552,0,250,250,0,0,70,33681,33680,1,1
83,Ульдум,"Будь в числе первых, кто вступит в славный Ульдум и завладеет его сокровищами во имя Альянса!",Начать задание,,,0,33682,0,3,409550,0,28558,0,250,250,0,0,249,33683,33682,0,0
84,Остров Кровавой Дымки,"Жителям острова Кровавой Дымки нужна твоя помощь в противодействии угрозам, исходящим от коварных эльфов крови и опасных существ, свободно разгуливающих по острову.",Начать задание,,,0,33684,0,3,236721,0,28559,0,250,250,0,0,106,33685,33684,1,0
85,Болотина,"После Катаклизма Болотину наводнили дикие звери, орки-мародеры и кровожадные гноллы!",Начать задание,,,0,33686,0,3,236853,0,28565,0,250,250,0,0,56,33687,33686,1,0
86,Лок Модан,Из-за разрушения Каменной Плотины силы горных пехотинцев дворфов значительно растянулись. Им срочно требуется подкрепление!,Начать задание,,,0,33688,0,3,236808,0,28567,0,250,250,0,0,48,33689,33688,1,0
87,Нагорье Арати,В нагорье Арати срочно требуется помощь. Мы должны вернуть древнему Стромгарду былую славу!,Начать задание,,,0,33690,0,3,236712,0,28573,0,250,250,0,0,14,33691,33690,1,0
88,Западные Чумные земли,После нескольких наших побед в Андорале Отрекшиеся пошли в контрнаступление. Помоги оттеснить назад силы Плети и Орды и вернуть Андорал в Западных Чумных землях.,Начать задание,,,0,33692,0,3,236851,0,28576,0,250,250,0,0,22,33693,33692,1,1
89,Восточные Чумные земли,"Серебряный Авангард собирается отбить у Плети Восточные Чумные земли, но для этого ему потребуется твоя помощь.",Начать задание,,,0,33694,0,3,236760,0,28578,0,250,250,0,0,23,33695,33694,1,0
90,Бесплодные земли,"Тебе надлежит отправиться в Бесплодные земли и оценить разрушения, причиненные Смертокрылом, а также разведать диспозицию войск Орды.",Начать задание,,,0,33696,0,3,236716,0,28579,0,250,250,0,0,15,33697,33696,1,0
91,Тлеющее ущелье,"ШРУ сообщает, что дворфы клана Черного Железа из Тлеющего ущелья готовятся к атаке! Их надо остановить, пока еще не поздно!",Начать задание,,,0,33698,0,3,236815,0,28582,0,250,250,0,0,32,33699,33698,1,0
92,Пылающие степи,В Пылающих степях требуется помощь в противостоянии оркам из клана Черной горы!,Начать задание,,,0,33700,0,3,236734,0,28666,0,250,250,0,0,36,33701,33700,1,0
93,Выжженные земли,Гарнизон Крепости Стражей Пустоты срочно нуждается в твоей помощи для сдерживания продвижения Орды в Выжженные земли!,Начать задание,,,0,33702,0,3,236720,0,28673,0,250,250,0,0,17,33703,33702,1,0
94,Болото Печали,"Силы Альянса отчаянно нуждаются в боеприпасах, которые поставляет торговый барон Сереблекс с Болота Печали! Любыми способами убеди барона и дальше продавать нашим войскам все необходимое по доступным ценам!",Начать задание,,,0,33704,0,3,236845,0,28675,0,250,250,0,0,51,33705,33704,1,0
95,Северная Тернистая долина,"Полковник Курцен предал Штормград много лет назад, но до сих пор его судьба скрыта завесой тайны. Помоги выжившим выяснить, что же сталось с полковником.",Начать задание,,,0,33706,0,3,236844,0,28699,0,250,250,0,0,224,33707,33706,1,0
96,Мыс Тернистой долины,Лиге исследователей на мысе Тернистой долины нужна твоя помощь. Тебе предстоит оборонять от мародерствующих огров место раскопок и ценные находки экспедиции.,Начать задание,,,0,33708,0,3,236844,0,28702,0,250,250,0,0,210,33709,33708,1,0
97,Запределье,"Экспедиционные силы отчаянно нуждаются в твоей помощи! Им становится все труднее противостоять армии демонов Пылающего Легиона, вторгшейся из Запределья!",Начать задание,,,0,33710,0,3,236813,0,28708,0,250,250,0,0,100,33713,33710,0,0
98,Нордскол,Экспедиции Отважных в Нордсколе нужна твоя помощь в сдерживании сил Плети и обеспечении порядка в регионе!,Начать задание,,,0,33712,0,3,236812,0,28709,0,250,250,0,0,113,33713,33712,0,0
99,Сумеречное нагорье,Королю Ринну нужен надежный и зарекомендовавший себя герой для выполнения задания чрезвычайной важности.,Начать задание,,,0,33715,0,3,409549,0,28716,0,250,250,0,0,241,33716,33715,0,0
100,Пандария,"Отправляйтесь в крепость Громмаш, чтобы принести клятву верности новому вождю!",Начать задание,,,0,33727,0,3,652174,0,29611,0,250,250,0,0,371,33728,33727,0,0
101,Долина Четырех Ветров,"Среди местных жителей ходят слухи о могучем пандарене-монахе, который направляется в долину Четырех Ветров. Было бы неплохо иметь такого союзника.",Начать задание,,,0,33730,0,3,618317,0,38935,0,250,250,0,0,376,33731,33730,0,0
102,Вершина Кунь-Лай,Выжившие в битве за Нефритовый лес добрались до вершины Кунь-Лай. Им очень нужна твоя помощь.,Начать задание,,,0,33735,0,3,617832,0,38936,0,250,250,0,0,379,33736,33735,0,0
103,Танлунские степи,"Шадо-Пан организуют поход в Танлунские степи, что раскинулись за Великой стеной. Окажите им содействие в этом смелом предприятии!",Начать задание,,,0,33738,0,3,618796,0,39127,0,250,250,0,0,388,33739,33738,0,0
104,Жуткие пустоши,"Шадо-Пан, хранители Великой стены, подверглись нападению большого войска богомолов из Жутких пустошей. Им срочно требуется твоя помощь!",Начать задание,,,0,33740,0,3,624970,0,31000,0,250,250,0,0,422,33741,33740,0,0
105,Вечноцветущий дол,"В Вечноцветущем доле идут бои. Принц Андуин Ринн призывает вас в храм Белого Тигра на вершине Кунь-Лай. Он пытается убедить народы Пандарии допустить чужеземцев в священный дол, чтобы те могли протянуть руку помощи.",Начать задание,,,0,33743,0,3,618798,0,31392,0,250,250,0,0,390,33744,33743,0,0
106,Вечноцветущий дол,В Вечноцветущем доле идут бои. Служитель Солнца Дезко призывает вас в храм Белого Тигра. Ему требуется помощь.,Начать задание,,,0,33745,0,3,618798,0,31393,0,250,250,0,0,390,33746,33745,0,0
107,Дренор,"Верховный маг Кадгар, герой Второй войны, собирает армию сильнейших воинов Азерота, исполненных решимости шагнуть в Темный портал.",Начать задание,,Помогите верховному магу Кадгару оттеснить силы Железной Орды и закрыть Темный портал в Танаанских джунглях.,0,33747,0,3,1048305,0,34398,0,250,250,0,0,577,33748,33747,0,0
108,Дренор,"Верховный маг Кадгар, герой Второй войны, собирает армию сильнейших воинов Азерота, исполненных решимости шагнуть в Темный портал.",Начать задание,,Помогите верховному магу Кадгару оттеснить силы Железной Орды и закрыть Темный портал в Танаанских джунглях.,0,34668,0,3,1048305,0,34398,0,250,250,0,0,577,33713,34668,0,0
109,Горгронд,"Дуротан с небольшим отрядом выступает в Горгронд, чтобы контратаковать там крепость Железной Орды. Ему понадобится твоя помощь, командир.",Начать задание,,,0,33751,0,3,1046803,0,35557,0,250,250,0,0,543,33752,33751,0,0
110,Горгронд,"Ирель и Мараад с небольшим отрядом выступают в Горгронд, чтобы контратаковать там крепость Железной Орды. Им понадобится помощь, командир.",Начать задание,,,0,33753,0,3,1046803,0,35556,0,250,250,0,0,543,33754,33753,0,0
111,Таладор,"Железная Орда высадилась в Таладоре и собирается захватить эту стратегически важную территорию. Срочно требуется твое вмешательство, командир.",Начать задание,,,0,33755,0,3,1060985,0,36953,0,250,250,0,0,535,33756,33755,0,0
112,Пики Арака,"На пиках Арака бушует настоящая война. Араккоа-изгои бегут оттуда толпами; возможно, они станут нашими ценными союзниками.",Начать задание,,,0,33757,0,3,1060981,0,36951,0,250,250,0,0,542,33758,33757,0,0
113,Пики Арака,"Командир, на пиках Арака бушует настоящая война. Араккоа-изгои бегут оттуда толпами; возможно, они станут нашими ценными союзниками.",Начать задание,,,0,33759,0,3,1060981,0,36951,0,250,250,0,0,542,33760,33759,0,0
114,Таладор,"Железная Орда высадилась в Таладоре и собирается захватить эту стратегически важную территорию. Срочно требуется твое вмешательство, командир.",Начать задание,,,0,33761,0,3,1060985,0,34676,0,250,250,0,0,535,33762,33761,0,0
115,Награнд,"Тралл собирается организовать плацдарм в Награнде – родной земле грозных кланов Песни Войны и Пылающего Клинка. Он призывает всех, кто может помочь ему в этом.",Начать задание,,,0,33765,0,3,1032150,0,36952,0,250,250,0,0,550,33766,33765,0,0
116,Награнд,"Воздаятельница Ирель собирается организовать плацдарм в Награнде – родной земле грозных кланов Песни Войны и Пылающего Клинка. Она призывает всех, кто может помочь ей в этом.",Начать задание,,,0,33767,0,3,1032150,0,34674,0,250,250,0,0,550,33768,33767,0,0
117,Приготовиться к вторжению!,"Вождь Вол'джин прибыл в твой гарнизон, чтобы обсудить подробности плана вторжения в Танаанские джунгли. Твои бойцы готовы выступить?",Начать задание,,"Поговорите с вождем Вол'джином в вашем гарнизоне, чтобы спланировать вторжение в Танаанские джунгли.",0,33769,0,3,1048305,0,38567,0,250,250,0,0,543,33770,33769,0,0
118,Низина Арати,Сразитесь с игроками Орды за низину Арати и выиграйте гонку за ресурсы на этом поле боя.,Вступить в бой!,,,5,33772,1,4,236712,0,0,3,10,10,0,0,0,34691,33772,1,0
119,Приготовиться к вторжению!,"Король Вариан Ринн прибыл в твой гарнизон, чтобы обсудить подробности плана вторжения в Танаанские джунгли. Твои бойцы готовы выступить?",Начать задание,,"Поговорите с королем Варианом Ринном в вашем гарнизоне, чтобы спланировать вторжение в Танаанские джунгли.",0,33771,0,3,1048305,0,38253,0,250,250,0,0,543,33773,33771,0,0
120,Непроглядная пучина,Ныне этот древний храм ночных эльфов служит пристанищем культу Сумеречного Молота. Помешайте им пробудить ужасное зло!,Вступить в группу,,,6,33775,0,1,236436,10,0,0,90,90,0,0,0,33809,33775,0,0
123,Тюрьма Штормграда,Группа заключенных пытается совершить побег из тюрьмы Штормграда. Не дай им уйти!,Вступить в группу,,,6,33806,0,1,134163,12,0,0,90,90,0,0,0,33810,33806,0,0
124,Гномреган,"Зараженный радиацией Гномреган буквально кишит троггами, лепрогномами и всякими жуткими механизмами. Отправляйся туда и перебей их!",Вступить в группу,,,6,33807,0,1,236424,14,0,0,90,90,0,0,0,33811,33807,0,0
125,Залы Алого ордена,"В Залах Алого ордена его лучшие воины собирают могучую армию. Нанеси им сокрушительный удар, пока они не успели натворить бед!",Вступить в группу,,,6,33808,0,1,133154,163,0,0,90,90,0,0,0,33813,33808,0,0
126,Монастырь Алого ордена,Напади на Монастырь Алого ордена и призови возглавляющих Алый орден фанатиков к ответу за их злодеяния!,Вступить в группу,,,6,33814,0,1,135955,164,0,0,90,90,0,0,0,33815,33814,0,0
127,Мародон,"Отправляйтесь в сверкающие пещеры Мародона, где, по слухам, обосновались демоны.",Вступить в группу,,,6,33817,0,1,136345,272,0,0,90,90,0,0,0,33818,33817,0,0
128,Лабиринты Иглошкурых,"Отправляйся в лабиринт Иглошкурых, логово и оплот грозных свинобразов.",Вступить в группу,,,6,33819,0,1,236405,16,0,0,90,90,0,0,0,33820,33819,0,0
129,Зловонная пещера,"Отправляйтесь под Зловонную пещеру, чтобы очистить Мародон от ужасной порчи.",Вступить в группу,,,6,33821,0,1,136345,26,0,0,90,90,0,0,0,33818,33821,0,0
130,Поющие водопады,"Требуется настоящий герой, чтобы очистить пещеры Мародона от порчи, принесенной принцессой Терадрас и ее прислужниками.",Вступить в группу,,,6,33822,0,1,136345,273,0,0,90,90,0,0,0,33818,33822,0,0
131,Ульдаман,"Отправляйтесь исследовать Ульдаман, разрушенный древний город титанов, где вас ожидают их неудавшиеся творения - и несметные сокровища.",Вступить в группу,,,6,33823,0,1,236401,22,0,0,90,90,0,0,0,33824,33823,0,0
132,Квартал Криводревов,Перебейте оскверненных древних и прочих обитателей восточной части развалин Забытого города.,Вступить в группу,,,6,33825,0,1,136333,34,0,0,90,90,0,0,0,33826,33825,0,0
133,Некроситет,"Некроманты Некроситета и созданная ими нежить – грозная сила. Чтобы бросить ей вызов, нужен герой!",Вступить в группу,,,6,33827,0,1,135974,2,0,0,90,90,0,0,0,33828,33827,0,0
134,Центральный сад,"Одержимые жаждой вернуть себе бессмертие, эльфы навлекли на себя темное проклятие. Отправляйтесь на развалины Забытого города и положите этому конец.",Вступить в группу,,,6,33829,0,1,136333,36,0,0,90,90,0,0,0,33830,33829,0,0
135,Курганы Иглошкурых,"В крепости свинобразов недавно была замечена нежить. Это может указывать на то, что Плеть снова пытается закрепиться в Калимдоре.",Вступить в группу,,,6,33832,0,1,236400,20,0,0,90,90,0,0,0,33831,33832,0,0
136,Палаты Гордока,"Жестокие огры из клана Гордок захватили северную часть Забытого города. Нельзя дать им воспользоваться могучей силой, таящейся среди руин.",Вступить в группу,,,6,33833,0,1,132340,38,0,0,90,90,0,0,0,33830,33833,0,0
137,Стратхольм - Главные врата,"От Стратхольма, некогда великого города людей, остались одни развалины, кишащие нежитью. Лишь самые отважные герои не побоятся пройти через его главные ворота.",Вступить в группу,,,6,33834,0,1,237511,40,0,0,90,90,0,0,0,33835,33834,0,0
138,Зул'Фаррак,"Тролли из Зул'Фаррака, некогда могущественного племени Песчаной Бури, собирают армию из нежити. Достанет ли тебе решимости дать им отпор?",Вступить в группу,,,6,33838,0,1,236406,24,0,0,90,90,0,0,0,33837,33838,0,0
139,Стратхольм - Черный ход,"Недавно был обнаружен еще один вход в разрушенный город Стратхольм. Воспользуйтесь им, чтобы атаковать обосновавшуюся там нежить Плети.",Вступить в группу,,,6,33839,0,1,237511,274,0,0,90,90,0,0,0,33840,33839,0,0
140,Тюремный блок,Дворфы из клана Черного Железа в глубинах Черной горы сотрудничают с сектантами культа Сумеречного Молота. Их нужно остановить.,Вступить в группу,,,6,33841,0,1,236410,30,0,0,90,90,0,0,0,33842,33841,0,0
141,Затонувший храм,"Отправляйтесь в Затонувший храм, перебейте зараженных порчей хранителей зеленых драконов и остановите мятежных троллей-жрецов из племени Атал'ай.",Вступить в группу,,,6,33843,0,1,236434,28,0,0,90,90,0,0,0,33844,33843,0,0
142,Глубины Черной горы,"Доберись до самого сердца столицы дворфов клана Черного Железа и дай бой их правителю, императору Тауриссану.",Вступить в группу,,,6,33845,0,1,236410,276,0,0,90,90,0,0,0,33842,33845,0,0
