ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
84,Лейтенант-командор,83,0,0,711,1,2
86,"Заслужите звание ""Рыцарь"".",0,0,4,0,0,0
87,Рыцарь,86,0,0,721,1,2
89,Хранилище тайн (вторая часть подземелий Могу'шан),0,0,4,0,0,0
90,Четыре короля,89,1,0,19113,0,16
91,Элегон,89,1,0,19767,1,16
92,Воля императора,89,1,0,19115,2,16
97,Выстрелите из 10 праздничных хлопушек за 30 секунд или менее.,0,0,4,0,0,0
98,Выстрелите из 10 праздничных хлопушек за 30 секунд или менее.,97,10,0,5755,1,1
103,Почтите огни Калимдора.,0,0,4,0,0,0
104,Ясеневый лес,103,1,0,3076,0,0
105,Остров Кровавой Дымки,103,1,0,3078,2,0
106,Пустоши,103,1,0,3080,4,0
107,Фералас,103,1,0,3082,6,0
108,Тельдрассил,103,1,0,3085,11,0
109,Танарис,103,1,0,3084,10,0
110,Пылевые топи,103,1,0,3081,5,0
111,Остров Лазурной Дымки,103,1,0,3077,1,0
112,Силитус,103,1,0,3083,7,0
113,Зимние Ключи,103,1,0,3087,13,0
114,Темные берега,103,1,0,3079,3,0
115,Южные степи,103,1,0,17016,8,0
117,"Выиграйте 10 сражений в низине Арати, захватив все 5 флагов.",0,10,5,0,0,8193
118,10 побед в низине Арати с удержанием пяти баз,117,10,0,44976,0,0
120,Убейте Синигосу в Аметистовой крепости в героическом режиме.,0,0,4,0,0,0
121,Синигоса,120,1,0,5613,1,2
123,Получите большого ледяного мамонта.,0,1,8,0,0,0
124,Большой ледяной мамонт,123,0,0,7399,3,2
125,Большой ледяной мамонт,123,0,0,7400,4,2
126,Большой ледяной мамонт,123,1,0,7397,1,2
127,Большой ледяной мамонт,123,1,0,7398,2,2
129,"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее.",0,1,8,0,0,0
130,"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее.",129,1,0,1235,0,2
132,Гордый владелец желтой кружки Хмельного фестиваля 2007.,0,1,8,0,0,0
133,Полная желтая кружка Хмельного фестиваля,132,1,0,4073,2,2
134,Полная желтая кружка Хмельного фестиваля,132,1,0,4075,4,2
135,Полная желтая кружка Хмельного фестиваля,132,1,0,4077,6,2
136,Полная желтая кружка Хмельного фестиваля,132,1,0,4076,5,2
137,Желтая кружка Хмельного фестиваля,132,1,0,4072,1,2
138,Полная желтая кружка Хмельного фестиваля,132,1,0,4074,3,2
140,Смерти в ущелье Песни Войны,0,0,4,0,0,0
141,Смерти в ущелье Песни Войны,140,0,0,107,0,0
143,Смерти от Дрек'Тара,0,0,4,0,0,0
144,Смертей от Дрек'Тара,143,0,0,456,1,0
146,Количество распыленных вещей,0,0,4,0,0,0
147,Распыленные предметы,146,0,0,4991,1,0
149,Повысьте навык оказания первой помощи до 225.,0,0,4,0,0,0
150,Повысьте навык оказания первой помощи до 225.,149,225,0,5592,1,2
152,Убейте Кил'джедена на плато Солнечного Колодца.,0,1,8,0,0,0
153,Кил'джеден,152,1,0,3261,1,2
154,Корона Датремара,152,1,0,4648,24,2
155,Шлем чистоты тайного знания,152,1,0,4650,26,2
156,Маска яростного охотника,152,1,0,4652,28,2
157,Аполион Проявитель Душ,152,1,0,4597,2,2
158,Плащ смертного греха,152,1,0,4599,4,2
159,Капюшон Аллерии,152,1,0,4600,5,2
160,Клобук Гул'дана,152,1,0,4602,7,2
161,Корона Анастериана,152,1,0,4604,9,2
162,Крест Апокалипсиса,152,1,0,4605,10,2
163,Молот посвящения,152,1,0,4609,14,2
164,Боевые рукавицы рассвета,152,1,0,4612,17,2
165,Шлем обжигающей праведности,152,1,0,4613,18,2
166,Солнечное сияние,152,1,0,4614,19,2
167,Кольчужные рукавицы кель'таласского следопыта,152,1,0,4616,21,2
168,Шлем твердости Утера,152,1,0,4651,27,2
169,Маска Двуличия,152,1,0,4607,12,2
170,Покров Урсола Мудрого,152,1,0,4601,6,2
171,Бармица Темного кудесника,152,1,0,4606,11,2
172,Потрепанная накидка Антонидаса,152,1,0,4615,20,2
173,Боевые рукавицы оскверненных миров,152,1,0,4611,16,2
174,Капюшон вождя Нер'зула,152,1,0,4653,29,2
175,Син'дорайский золотой посох,152,1,0,4608,13,2
176,Рука Искусителя,152,1,0,4610,15,2
177,"Тори'дал, Звездная Ярость",152,1,0,4617,22,2
178,Убор Урсока Могущественного,152,1,0,4647,23,2
179,Перчатки могущества Тири,152,1,0,4649,25,2
180,Боевые захваты Приграничья,152,1,0,4598,3,2
181,Клобук чистейшего света,152,1,0,4603,8,2
183,"Пока ваша команда удерживает 4 башни на Оке Бури, лично захватите флаг и отнесите его в одну из башен.",0,1,4,0,0,0
184,"Захватить флаг в то время, как союзники удерживают контроль над 4-мя базами",183,1,0,3693,0,2
186,50 раз захватите кладбища в Альтеракской долине.,0,50,5,0,0,8193
187,Захватить 50 кладбищ,186,50,0,419,0,1
189,Получите звание мстительного гладиатора.,0,0,4,0,0,0
190,Мстительный гладиатор,189,1,0,5599,1,2
192,Соберите 5 монет наследия.,0,0,4,0,0,0
193,Собрать 5 монет наследия,192,5,0,472,1,1
195,Вы были оживлены друидами,0,1,5,0,0,0
196,Оживление (уровень 7),195,1,0,3815,0,0
197,Оживление (уровень 5),195,0,0,4979,2,0
198,Оживление (уровень 4),195,0,0,4980,3,0
199,Оживление (уровень 2),195,0,0,4982,5,0
200,Оживление (уровень 6),195,0,0,4978,1,0
201,Оживление (уровень 1),195,0,0,4983,6,0
202,Оживление (уровень 3),195,0,0,4981,4,0
204,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Не откажусь"" и выбросив 100 на костях.",0,0,4,0,0,0
205,"Выбрать ""Не откажусь"" при розыгрыше вещи выше 185-го уровня и выбросить 100 очков на костях",204,1,0,2358,1,2
207,Количество сбросов талантов,0,0,4,0,0,0
208,Количество сбросов талантов,207,0,0,3359,1,0
210,Убийства Кели'дана Разрушителя (Кузня Крови),0,0,4,0,0,0
211,Кели'дан Разрушитель,210,1,0,3239,1,0
213,Поймайте рыбу во всех перечисленных местах поклевки.,0,0,4,0,0,0
214,Косяк морской рыбы,213,1,0,3623,1,0
215,Косяк луфаря,213,1,0,3624,2,0
216,Косяк ильной рыбы,213,1,0,3625,3,0
217,Косяк ершей,213,1,0,3626,4,0
218,Смешанный косяк нагорья,213,1,0,3627,5,0
219,Косяк спороуса,213,1,0,3628,6,0
221,"Убийства Великой вдовы Фарлины (Наксрамас, 25 игроков)",0,0,4,0,0,0
222,Великая вдова Фарлина,221,1,0,5126,1,0
227,"Исследуйте Борейскую тундру, открыв все ее области на карте.",0,0,4,0,0,0
228,Храмовый город Эн'кила,227,0,0,4122,1,0
229,Поле Гейзеров,227,0,0,4134,12,0
230,Лагерь Гарроша,227,0,0,4126,5,0
231,Застава Бор'горока,227,0,0,4129,8,0
232,Берег Терзающего Бича,227,0,0,4124,3,0
233,Кельи Смерти,227,0,0,4135,13,0
234,Караван Стальной Челюсти,227,0,0,4123,2,0
235,Каскала,227,0,0,4125,4,0
236,Стоянка Смерти,227,0,0,4127,6,0
237,Янтарная гряда,227,0,0,4130,9,0
238,Крепость Песни Войны,227,0,0,4131,10,0
239,Крепость Отваги,227,0,0,4132,11,0
240,Хладарра,227,0,0,4128,7,0
248,Убейте императора Даграна Тауриссана.,0,1,8,0,0,0
249,Судьба королевства,248,1,0,4262,2,2
250,Спасение принцессы,248,1,0,4263,3,2
251,Император Дагран Тауриссан,248,1,0,3266,1,2
253,Убейте темного магистра Гандлинга,0,0,4,0,0,0
255,Темный магистр Гандлинг,253,1,0,19263,0,2
257,Очистите Стратхольм от населяющих его воплощений зла.,0,0,4,0,0,0
258,Лорд Аурий Ривендер,257,1,0,18471,2,0
259,Бальназар,257,1,0,550,1,0
261,Убийства Эонуса (Открытие Темного портала),0,0,4,0,0,0
262,Эонус,261,1,0,3247,1,0
264,Самая большая ставка на аукционе,0,0,4,0,0,0
265,Максимальная ставка на аукционе,264,0,0,4222,1,8
267,Выиграйте сражение на Оке Бури со счетом 1600 к 0.,0,1,8,0,0,0
268,Победить со счетом 1600 к 0,267,1,0,1238,0,2
270,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Мне это нужно"" и выбросив 100 на костях.",0,0,4,0,0,0
271,"Выбрать ""Мне это нужно"" при розыгрыше вещи выше 185-го уровня и выбросить 100 очков на костях",270,1,0,2412,1,2
273,Убийства принца Малчезара (Каражан),0,0,4,0,0,0
274,Принц Малчезар,273,1,0,3254,1,0
276,Убийства вождя Укорза Песчаного Черепа (Зул'Фаррак),0,0,4,0,0,0
277,Вождь Укорз Песчаный Череп,276,1,0,3265,1,0
279,"Заслужите звание ""Вождь"".",0,0,4,0,0,0
280,Вождь,279,0,0,728,1,2
282,"Заслужите звание ""Генерал"".",0,0,4,0,0,0
283,Генерал,282,0,0,729,1,2
285,Статистика: выпито эликсиров,0,0,5,0,0,0
286,Эликсир львиной силы,285,0,0,4370,42,0
287,Большой эликсир ловкости,285,0,0,4371,43,0
288,Большой эликсир защиты,285,0,0,4372,44,0
289,Большой эликсир крови волшебника,285,0,0,4376,48,0
290,Большой эликсир энергии Тьмы,285,0,0,4377,49,0
291,Мощный эликсир защиты,285,0,0,4381,53,0
292,Сильный чародейский эликсир,285,0,0,4402,74,0
293,Настойка Скорпока,285,0,0,4403,75,0
294,Эликсир мудрости,285,0,0,4395,67,0
295,Эликсир мангуста,285,0,0,4396,68,0
296,Оскверненный эликсир силы,285,0,0,4399,71,0
297,"""Дар Артаса""",285,0,0,4400,72,0
298,Эликсир из кровяники,285,0,0,4342,14,0
299,Эликсир обнаружения нежити,285,0,0,4353,25,0
300,Эликсир увеличения,285,0,0,4360,32,0
301,Сильный эликсир ловкости,285,0,0,4362,34,0
302,Чародейский эликсир,285,0,0,4341,13,0
303,Эликсир мозгового штурма,285,0,0,4344,16,0
304,Мощный эликсир силы,285,0,0,4384,56,0
305,Слабый эликсир ловкости,285,0,0,4385,57,0
306,Эликсир энергии Тьмы,285,0,0,4389,61,0
307,Эликсир духа,285,0,0,4390,62,0
308,Блеск Занзы,285,0,0,4337,0,0
309,Скорость Занзы,285,0,0,4339,11,0
310,Эликсир земли,285,0,0,4345,17,0
311,Эликсир грубой силы,285,0,0,4347,19,0
312,Эликсир защиты,285,0,0,4349,21,0
313,Эликсир истребления демонов,285,0,0,4350,22,0
314,Эликсир обнаружения демонов,285,0,0,4351,23,0
315,Эликсир стойкости,285,0,0,4358,30,0
316,Эликсир силы льда,285,0,0,4359,31,0
317,Сильный эликсир огневой мощи,285,0,0,4364,36,0
318,Сильный эликсир интеллекта,285,0,0,4365,37,0
319,Крепкое зелье тролльей крови,285,0,0,8648,9,0
320,Мощный эликсир защиты,285,0,0,8062,80,0
321,Мощный эликсир разума,285,0,0,8066,81,0
322,Эликсир адепта,285,0,0,4340,12,0
323,Большой эликсир тролльей крови,285,0,0,8074,85,0
324,Мощный эликсир ловкости,285,0,0,4380,52,0
325,Слабое зелье тролльей крови,285,0,0,8076,102,0
326,Мощный эликсир тролльей крови,285,0,0,8077,101,0
327,Эликсир гнева,285,0,0,8078,100,0
328,Кровавый эликсир уклонения,285,0,0,8082,96,0
329,Эликсир теней,285,0,0,8086,92,0
330,Эликсир Дракуру,285,0,0,8087,91,0
331,Охранный эликсир Зорта,285,0,0,8089,89,0
332,Эликсир дренейской мудрости,285,0,0,4354,26,0
333,Эликсир великанов,285,0,0,4361,33,0
334,Малый эликсир ловкости,285,0,0,4369,41,0
335,Кровавый эликсир сопротивления,285,0,0,8083,95,0
336,Эликсир хождения по воде,285,0,0,4394,66,0
337,Эликсир мастерства,285,0,0,8063,110,0
338,Кристалл-хранитель,285,0,0,8068,82,0
339,Холод джуджу,285,0,0,8070,83,0
340,Побег джуджу,285,0,0,8071,105,0
341,Эликсир меткости,285,0,0,8031,87,0
342,Эликсир пробивания брони,285,0,0,8064,109,0
343,Эликсир молниеносности,285,0,0,8065,108,0
344,Жар джуджу,285,0,0,8069,106,0
345,Огненная вода Зимней Спячки,285,0,0,8073,104,0
346,Эликсир крови волшебника,285,0,0,8075,103,0
347,Эликсир силы заклинаний,285,0,0,8079,99,0
348,Эликсир из крови ворга,285,0,0,8081,97,0
349,Эликсир Видере,285,0,0,8084,94,0
350,Эликсир Ахуума,285,0,0,8085,93,0
351,Охранный эликсир Зорта,285,0,0,8088,90,0
352,Мощь джуджу,285,0,0,8072,84,0
353,Эликсир смертельных ударов,285,0,0,8032,86,0
354,Эликсир подавления,285,0,0,4356,28,0
355,Эликсир железной шкуры,285,0,0,4368,40,0
356,Эликсир силы огра,285,0,0,4388,60,0
357,"Коктейль ""Легкое дыхание""",285,0,0,4404,76,0
358,Дух Занзы,285,0,0,4338,10,0
359,Большой эликсир силы,285,0,0,4378,50,0
360,Кристалл силы духа,285,0,0,8067,107,0
361,Эликсир Гогельмогеля,285,0,0,4406,78,0
362,Эликсир из темноплевела,285,0,0,8090,88,0
363,Эликсир целительной силы,285,0,0,4367,39,0
364,Большой эликсир огневой мощи,285,0,0,4373,45,0
365,Большой эликсир силы льда,285,0,0,4375,47,0
366,Большой эликсир стойкости,285,0,0,4374,46,0
367,"Эликсир ""Кошачий глаз""",285,0,0,4343,15,0
368,Эликсир ловкости,285,0,0,4346,18,0
369,Эликсир снозрения,285,0,0,4355,27,0
370,Эликсир огневой мощи,285,0,0,4357,29,0
371,Сильный эликсир защиты,285,0,0,4363,35,0
372,Сильный эликсир подводного дыхания,285,0,0,4366,38,0
373,Эликсир маскировки,285,0,0,4348,20,0
374,Эликсир обнаружения простой невидимости,285,0,0,4352,24,0
375,Эликсир власти,285,0,0,4379,51,0
376,Мощный эликсир стойкости,285,0,0,4382,54,0
377,Мощный эликсир крови волшебника,285,0,0,4383,55,0
378,Слабый эликсир защиты,285,0,0,4386,58,0
379,Слабый эликсир стойкости,285,0,0,4387,59,0
380,Наилучший эликсир защиты,285,0,0,4391,63,0
381,Эликсир крепости,285,0,0,4392,64,0
382,Эликсир подводного дыхания,285,0,0,4393,65,0
383,Эликсир мудрецов,285,0,0,4397,69,0
384,"Эликсир ""Зоркий глаз""",285,0,0,4398,70,0
385,Зелье из потрошков,285,0,0,4401,73,0
386,С.И.Л.А.,285,0,0,4405,77,0
387,Эликсир натиска,285,0,0,4407,79,0
388,Эликсир гуру,285,0,0,8080,98,0
389,Эликсир подземных глубин,285,0,0,19156,1,0
390,Эликсир кобры,285,0,0,19157,2,0
391,Эликсир невероятной меткости,285,0,0,19158,3,0
392,Эликсир искусника,285,0,0,19159,4,0
393,Эликсир небывалой скорости,285,0,0,19160,5,0
394,Призматический эликсир,285,0,0,19161,6,0
395,Эликсир призрака,285,0,0,19162,7,0
396,Эликсир наги,285,0,0,19163,8,0
398,Сколько раз вы рассмеялись,0,0,5,0,0,0
399,Смех,398,0,0,3238,1,0
400,смешок,398,0,0,7194,5,0
401,смеяться,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,хихи,398,0,0,7197,4,0
405,"Исследуйте Тельдрассил, открыв все его области на карте.",0,0,4,0,0,0
406,Деревня Звездного Ветра,405,1,0,1305,8,0
407,Поляна Оракула,405,1,0,1306,9,0
408,Родниковое озеро,405,1,0,1307,10,0
409,Дарнас,405,1,0,1308,11,0
410,Озеро Аль'Амет,405,1,0,1303,6,0
411,Тенистая долина,405,1,0,1299,1,0
412,Лощина Бен'этиль,405,1,0,1300,4,0
413,Лагерь у Кривой Сосны,405,1,0,1302,5,0
414,Деревня Рут'теран,405,1,0,1309,12,0
415,Пруды Арлитриэна,405,1,0,1304,7,0
416,Расселина,405,1,0,14088,2,0
417,Доланаар,405,1,0,14089,3,0
419,Выиграйте сражение в ущелье Песни Войны.,0,1,8,0,0,0
420,Одержать победу в ущелье Песни Войны,419,1,0,5899,0,2
422,Одержите 100 побед в ущелье Песни Войны.,0,100,5,0,0,8193
423,Одержать 100 побед в ущелье Песни Войны,422,100,0,5899,0,1
425,Убейте Паталеона Вычислителя в героическом режиме.,0,0,4,0,0,0
426,Паталеон Вычислитель,425,1,0,3720,1,2
428,Убейте Лор'темара Терона.,0,0,4,0,0,0
429,Лор'темар Терон,428,1,0,483,1,2
431,"Добейтесь того, чтобы Древобрюхи, Спореггар и Куренай изменили отношение к вам с неприязни на превознесение.",0,0,4,0,0,0
432,Превознесение у Куренай,431,42000,0,5337,2,0
433,Превознесение в Спореггаре,431,42000,0,4757,3,0
434,Превознесение в Крепости Древобрюхов,431,42000,0,2011,1,0
436,Получите поводья скакуна Всадника без головы от Всадника без головы в Монастыре Алого ордена во время Тыквовина.,0,1,8,0,0,0
437,Скакун Всадника без головы,436,0,0,6160,1,2
439,"Заслужите звание ""Легионер"".",0,0,4,0,0,0
440,Легионер,439,0,0,733,1,2
448,"Напейтесь в стельку и, надев три предмета из набора Хмельного фестиваля, станцуйте в Даларане.",0,0,4,0,0,0
449,/танец,448,1,0,4112,1,2
451,Убейте 15 индюшек за 3 минуты.,0,0,4,0,0,0
452,15 индеек за 3 минуты,451,1,0,3821,1,2
454,Отведайте сливочное блаженство в чьей-нибудь компании на романтическом пикнике в Даларане во время Любовной лихорадки.,0,0,4,0,0,0
455,Сливочное блаженство на романтическом пикнике,454,1,0,4071,1,2
456,Романтический пикник,454,1,0,5787,2,2
458,Уровень знаний в первой помощи,0,0,4,0,0,0
459,Уровень знаний в первой помощи,458,525,0,5592,1,1
461,Посетите парикмахерскую и измените прическу.,0,0,4,0,0,0
462,Посетить парикмахерскую и оплатить услуги мастера.,461,1,0,2341,1,2
464,Запустите 10 милых фейерверков за 20 секунд или менее,0,0,4,0,0,0
465,Запустите 10 милых фейерверков за 20 секунд или менее,464,10,0,6295,0,1
467,Вы использовали камень возвращения,0,0,4,0,0,0
468,Камень возвращения,467,0,0,5008,1,0
469,Рубиновые туфли,467,0,0,11719,2,0
470,Дочь трактирщика,467,0,0,17387,3,0
472,"Исследуйте Зангартопь, открыв все ее области на карте.",0,0,4,0,0,0
473,Гряда Квагг,472,1,0,1648,6,0
474,Лагуна,472,1,0,1651,9,0
475,Телредор,472,1,0,1649,7,0
476,Кенарийский оплот,472,1,0,1611,1,0
477,Деревня Дикотопь,472,1,0,1612,3,0
478,Деревня Тенетопь,472,1,0,1653,11,0
479,Спореггар,472,1,0,1654,12,0
480,Прибежище Оребор,472,1,0,1657,15,0
481,Грибная поляна,472,1,0,1658,16,0
482,Побережье Темного Гребня,472,1,0,1667,18,0
483,Мертвая трясина,472,1,0,1650,8,0
484,Руины Двух Башен,472,1,0,1652,10,0
485,Земли Анго'рош,472,1,0,1610,2,0
486,Озеро Болотных Огоньков,472,1,0,1647,5,0
487,Крепость Анго'рош,472,1,0,1655,13,0
488,Земли Кровавой Чешуи,472,1,0,1656,14,0
489,Забра'джин,472,1,0,1659,17,0
490,Болотные вырубки,472,1,0,1613,4,0
492,"Исследуйте Седые холмы, открыв все их области на карте.",0,0,4,0,0,0
493,Волдрун,492,0,0,4187,10,0
494,Гранитные ключи,492,0,0,4182,5,0
495,Лагерь Уанква,492,0,0,4190,13,0
496,Крепость Драк'Тарон,492,0,0,4179,2,0
497,Приют Янтарной Сосны,492,0,0,4188,11,0
498,Лесозаготовки Синего Неба,492,0,0,4189,12,0
499,Крепость Завоевателей,492,0,0,4178,1,0
500,Руины Дракил'джин,492,0,0,4180,3,0
501,Дун Аргол,492,0,0,4181,4,0
502,Седая Пасть,492,0,0,4183,6,0
503,Святилище Красного Клыка,492,0,0,4184,7,0
504,Тор Модан,492,0,0,4185,8,0
505,Бухта Торговцев,492,0,0,4186,9,0
506,Лагерь дружины Западного края,492,0,0,4191,14,0
508,Заслужите 2200 очков личного рейтинга в команде арены 5 на 5.,0,0,4,0,0,0
509,Рейтинг 2200,508,2200,0,452,1,2
511,"Выиграйте сражение в Альтеракской долине, пока ваша команда удерживает контроль над обеими шахтами.",0,0,4,0,0,0
512,Захватить пещеру кобольдов,82730,1,0,3388,0,2
513,Захвачена пещера троггов,82732,1,0,3389,0,2
515,"Получите все достижения ""Хранитель огня"".",0,0,4,0,0,0
516,Хранитель огня Калимдора,515,0,0,3200,3,0
517,Хранитель огня Запределья,515,0,0,3201,5,0
518,Хранитель огня Восточных королевств,515,0,0,3199,2,0
519,Хранитель огня Cataclysm,515,0,0,18216,1,0
520,Хранитель огня Нордскола,515,0,0,18217,4,0
522,"Владелец Сульфураса, Руки Рагнароса.",0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,"Сульфурас, Рука Рагнароса",58228,1,0,318,0,2
526,"Добейтесь того, чтобы вас превозносили Всадники Песни Войны.",0,0,4,0,0,0
527,Превознесение у Всадников Песни Войны,526,42000,0,5319,1,2
529,Убейте Кели'дана Разрушителя в героическом режиме.,0,0,4,0,0,0
530,Кели'дан Разрушитель,529,1,0,3710,1,2
532,Победы в команде 5 на 5,0,0,5,0,0,0
533,Победы на арене Руин Лордерона 5x5,532,0,0,8601,2,0
534,Победы на арене Награнда 5x5,532,0,0,8600,3,0
535,Победы на арене Даларана 5x5,532,0,0,8599,4,0
536,Победы на арене Острогорья 5x5,532,0,0,5726,0,0
537,Победы на Арене Доблести 5x5,532,0,0,8602,1,0
539,Сражения в команде 2 на 2,0,0,5,0,0,0
540,Матчи на Арене Доблести 2x2,539,0,0,8614,3,0
541,Матчи на арене Руин Лордерона 2x2,539,0,0,8613,2,0
542,Матчи на арене Даларана 2x2,539,0,0,8611,4,0
543,Матчи на арене Награнда 2x2,539,0,0,8612,1,0
544,Матчи на арене Острогорья 2x2,539,0,0,5725,0,0
546,"Наибольшее количество фракций, относящихся к вам с почтением или лучше",0,0,4,0,0,0
547,"Фракции, почитающие вас",546,0,0,5299,1,0
549,Одержите 10 000 почетных побед.,0,0,4,0,0,0
550,Одержите 10 000 почетных побед,549,10000,0,13253,1,1
552,Убейте Нефариана.,0,1,8,0,0,0
553,Нефариан,552,1,0,3273,1,2
554,Цепочка Теразан,552,1,0,4564,5,2
555,Сапоги тени пламени,552,1,0,4567,8,2
556,Кираса гнева,552,1,0,4578,19,2
557,Кольцо расчетов Архимтироса,552,1,0,4565,6,2
558,Кираса здравого смысла,552,1,0,4580,21,2
559,Нагрудный доспех Ярости Бури,552,1,0,4581,22,2
560,Одеяния превосходства,552,1,0,4584,25,2
561,"Ашканди, большой меч Братства",552,1,0,4566,7,2
562,"Грул-шорук, лезвие Хаоса",552,1,0,4569,10,2
563,Владыка Черной горы,552,1,0,4447,2,2
564,Владыка Черной горы,552,1,0,4448,3,2
565,Плащ Мрачного лорда,552,1,0,4568,9,2
566,Локамир иль Роматис,552,1,0,4570,11,2
567,Слеза Нелтариона,552,1,0,4572,13,2
568,Посох Темного пламени,552,1,0,4575,16,2
569,Кираса десяти бурь,552,1,0,4577,18,2
570,Кираса охотника на драконов,552,1,0,4579,20,2
571,Поражение Нефария,552,1,0,4449,4,2
572,Нагрудник Кровавых Клыков,552,1,0,4576,17,2
573,Талисман потворства Престор,552,1,0,4573,14,2
574,Кольцо из чистого элементия,552,1,0,4574,15,2
575,Одеяния ветра Пустоты,552,1,0,4583,24,2
576,"Миш'андар, венец Мозгохлеста",552,1,0,4571,12,2
577,Одеяния возмездия,552,1,0,4582,23,2
579,Убейте Рагнароса.,0,1,8,0,0,0
580,Рагнарос,579,1,0,3272,1,2
581,Ремень Нападения,579,1,0,4544,4,2
582,Кольцо Сульфураса,579,1,0,4545,6,2
583,Колье Повелителя Огня,579,1,0,4546,7,2
584,Корона разрушения,579,1,0,4549,10,2
585,Поножи превосходства,579,1,0,4550,11,2
586,Ножные латы гнева,579,1,0,4553,14,2
587,Поножи возмездия,579,1,0,4556,17,2
588,Набедренники Ярости Бури,579,1,0,4558,19,2
589,Штаны Кровавых Клыков,579,1,0,4555,16,2
590,Набедренники охотника на драконов,579,1,0,4551,12,2
591,Ножные латы правосудия,579,1,0,4552,13,2
592,"""Драконий язык для чайников""",579,1,0,4437,3,2
593,Защита Малистара,579,1,0,4559,20,2
