ID,ZoneName_lang,AlteredFormCustomizeOffset[0],AlteredFormCustomizeOffset[1],AlteredFormCustomizeOffset[2],ChrModel_9_0_1_35522_001Override[0],ChrModel_9_0_1_35522_001Override[1],ChrModel_9_0_1_35522_001Override[2],ChrModel_9_0_1_35522_001Override_Female[0],ChrModel_9_0_1_35522_001Override_Female[1],ChrModel_9_0_1_35522_001Override_Female[2],ChrClassesID,ZoneImageAtlas,MaleCharacterCreationVisual,MaleCharacterCreationIdleVisual,FemaleCharacterCreationVisual,FemaleCharacterCreationIdleVisual,CharacterCreationIdleGroundVisual,CharacterCreationGroundVisual,AlteredFormCharacterCreationIdleVisual,AlteredFormCustomizeRotation,CharacterCreationAnimLoopWaitTimeMs,ChrRacesID
83,Долина Испытаний,0,0,0,0,0,0,0,0,0,10,12434,0,0,0,0,0,0,0,0,0,2
84,Плато Красного Облака,0,0,0,0,0,0,0,0,0,10,12436,0,0,0,0,0,0,0,0,0,6
85,Острова Эха,0,0,0,0,0,0,0,0,0,10,12437,0,0,0,0,0,0,0,0,0,8
86,Похоронный Звон,0,0,0,0,0,0,0,0,0,10,12438,0,0,0,0,0,0,0,0,0,5
87,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,10,12435,0,0,0,0,0,0,0,0,0,24
88,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,3,12435,131761,132614,0,0,133585,0,0,0,0,24
89,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,8,12435,0,0,0,0,0,0,0,0,0,24
90,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,5,12435,0,0,0,0,0,134410,0,0,0,24
91,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,4,12435,0,0,0,0,0,0,0,0,0,24
92,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,7,12435,0,0,0,0,0,132523,0,0,0,24
93,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,1,12435,0,0,0,0,0,0,0,0,0,24
94,Остров Солнечного Скитальца,0,0,0,0,0,0,0,0,0,3,12422,0,0,0,0,133579,0,0,0,0,10
95,Тенистая долина,0,0,0,0,0,0,0,0,0,5,12433,0,0,0,0,0,0,0,0,0,4
96,Долина Североземья,0,0,0,0,0,0,0,0,0,4,12427,0,0,0,0,0,0,0,0,0,1
97,Холодная долина,0,0,0,0,0,0,0,0,0,9,12423,0,0,0,0,0,0,0,0,0,3
98,Острова Эха,0,0,0,0,0,0,0,0,0,9,12437,0,0,0,0,0,0,0,0,0,8
99,Остров Солнечного Скитальца,0,0,0,0,0,0,0,0,0,1,12422,0,0,0,0,0,0,0,0,0,10
100,Гилнеас,0,0,0,0,0,0,0,0,0,9,12449,0,0,0,0,0,134079,0,0,0,22
101,Гилнеас,0,0,0,0,0,0,0,0,0,1,12449,132939,132938,0,0,0,0,0,0,0,22
102,"""Акерус: Черный оплот""",0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,9
103,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,3,12425,131761,132614,0,0,133610,0,0,0,0,9
104,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,8,12425,0,0,0,0,0,0,0,0,0,9
105,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,5,12425,0,0,0,0,0,134410,0,0,0,9
106,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,4,12425,0,133196,0,0,0,0,0,0,0,9
107,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,7,12425,0,0,0,0,0,132546,0,0,0,9
108,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,9,12425,0,0,0,0,0,0,0,0,0,9
109,Опорный пункт иллидари,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,4
110,Опорный пункт иллидари,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,10
111,Громовой Тотем,0,0,0,0,0,0,0,0,0,1,12426,0,0,0,0,0,0,0,0,0,28
112,Телогрус,0,0,0,0,0,0,0,0,0,3,12439,0,0,0,0,133614,0,0,0,0,29
113,Телогрус,0,0,0,0,0,0,0,0,0,8,12439,0,0,134112,0,0,0,0,0,0,29
114,Телогрус,0,0,0,0,0,0,0,0,0,10,12439,0,0,0,0,0,0,0,0,0,29
115,Телогрус,0,0,0,0,0,0,0,0,0,5,12439,0,0,0,0,0,0,0,0,0,29
116,Телогрус,0,0,0,0,0,0,0,0,0,4,12439,0,0,0,0,0,0,0,0,0,29
117,Телогрус,0,0,0,0,0,0,0,0,0,1,12439,0,0,0,0,0,0,0,0,0,29
118,"""Виндикар""",0,0,0,0,0,0,0,0,0,3,12429,131761,132614,0,0,133625,0,0,0,0,30
119,"""Виндикар""",0,0,0,0,0,0,0,0,0,8,12429,0,0,0,0,0,0,0,0,0,30
120,"""Виндикар""",0,0,0,0,0,0,0,0,0,1,12429,0,0,0,0,0,0,0,0,0,30
121,"""Виндикар""",0,0,0,0,0,0,0,0,0,2,12429,0,0,0,0,0,0,0,0,0,30
122,Громовой Тотем,0,0,0,0,0,0,0,0,0,3,12426,0,0,0,0,133612,0,0,0,0,28
123,Телогрус,0,0,0,0,0,0,0,0,0,9,12439,0,0,0,0,0,0,0,0,0,29
124,Цитадель Ночи,0,0,0,0,0,0,0,0,0,8,12432,0,0,0,0,0,0,0,0,0,27
125,Цитадель Ночи,0,0,0,0,0,0,0,0,0,3,12432,0,0,0,0,133627,0,0,0,0,27
126,Цитадель Ночи,0,0,0,0,0,0,0,0,0,10,12432,0,0,0,0,0,0,0,0,0,27
127,Цитадель Ночи,0,0,0,0,0,0,0,0,0,5,12432,0,0,0,0,0,134410,0,0,0,27
128,Цитадель Ночи,0,0,0,0,0,0,0,0,0,4,12432,0,133196,0,0,0,0,0,0,0,27
129,Цитадель Ночи,0,0,0,0,0,0,0,0,0,9,12432,0,0,0,0,0,0,0,0,0,27
130,Цитадель Ночи,0,0,0,0,0,0,0,0,0,1,12432,0,0,0,0,0,0,0,0,0,27
131,Громовой Тотем,0,0,0,0,0,0,0,0,0,11,12426,0,0,0,0,0,0,0,0,0,28
132,Громовой Тотем,0,0,0,0,0,0,0,0,0,7,12426,0,0,0,0,0,132560,0,0,0,28
133,Глубины Черной горы,0,0,0,0,0,0,0,0,0,4,12418,0,0,0,0,0,0,0,0,0,34
134,Аллея Чести,0,0,0,0,0,0,0,0,0,7,12430,0,0,0,0,0,132562,0,0,0,36
135,Глубины Черной горы,0,0,0,0,0,0,0,0,0,7,12418,0,0,0,0,0,132556,0,0,0,34
136,Глубины Черной горы,0,0,0,0,0,0,0,0,0,9,12418,0,0,0,0,0,0,0,0,0,34
137,Громовой Тотем,0,0,0,0,0,0,0,0,0,10,12426,0,0,0,0,0,0,0,0,0,28
138,Аллея Чести,0,0,0,0,0,0,0,0,0,1,12430,132937,132938,128667,132581,0,0,0,0,0,36
139,Глубины Черной горы,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,34
140,Аллея Чести,0,0,0,0,0,0,0,0,0,3,12430,0,0,0,0,133513,0,0,0,0,36
141,Глубины Черной горы,0,0,0,0,0,0,0,0,0,3,12418,131761,132614,0,0,133804,0,0,0,0,34
142,Глубины Черной горы,0,0,0,0,0,0,0,0,0,8,12418,0,0,0,0,0,0,0,0,0,34
143,Аллея Чести,0,0,0,0,0,0,0,0,0,8,12430,134112,0,0,0,0,0,0,0,0,36
144,Глубины Черной горы,0,0,0,0,0,0,0,0,0,10,12418,0,0,0,0,0,0,0,0,0,34
145,Аллея Чести,0,0,0,0,0,0,0,0,0,10,12430,0,0,0,0,0,0,0,0,0,36
146,Глубины Черной горы,0,0,0,0,0,0,0,0,0,2,12418,0,0,0,0,0,0,0,0,0,34
147,Аллея Чести,0,0,0,0,0,0,0,0,0,5,12430,0,0,0,0,0,134410,0,0,0,36
148,Аллея Чести,0,0,0,0,0,0,0,0,0,4,12430,0,133196,0,0,0,0,0,0,0,36
149,Дазар'алор,0,0,0,0,0,0,0,0,0,1,12450,0,0,0,0,0,0,0,0,0,31
150,Дазар'алор,0,0,0,0,0,0,0,0,0,5,12450,0,0,0,0,0,134410,0,0,0,31
151,Дазар'алор,0,0,0,0,0,0,0,0,0,11,12450,0,0,0,0,0,0,0,0,0,31
152,Дазар'алор,0,0,0,0,0,0,0,0,0,4,12450,0,133196,0,0,0,0,0,0,0,31
153,Дазар'алор,0,0,0,0,0,0,0,0,0,8,12450,0,0,0,0,0,0,0,0,0,31
154,Дазар'алор,0,0,0,0,0,0,0,0,0,7,12450,0,0,0,0,0,132559,0,0,0,31
155,Дазар'алор,0,0,0,0,0,0,0,0,0,3,12450,0,0,0,0,133632,0,0,0,0,31
156,Дазар'алор,0,0,0,0,0,0,0,0,0,2,12450,0,0,0,0,0,0,0,0,0,31
157,Дазар'алор,0,0,0,0,0,0,0,0,0,10,12450,0,0,0,0,0,0,0,0,0,31
158,Аллея Чести,0,0,0,0,0,0,0,0,0,1,12440,0,0,0,0,0,0,0,0,0,35
159,Город Мехагон,0,0,0,0,0,0,0,0,0,1,12431,0,0,0,0,0,0,0,0,0,37
160,Боралус,0,0,0,0,0,0,0,0,0,11,12428,0,0,0,0,0,0,0,0,0,32
161,Боралус,0,0,0,0,0,0,0,0,0,3,12428,0,0,0,0,133834,0,0,0,0,32
162,Боралус,0,0,0,0,0,0,0,0,0,8,12428,0,0,0,0,0,0,0,0,0,32
163,Боралус,0,0,0,0,0,0,0,0,0,10,12428,0,0,0,0,0,0,0,0,0,32
164,Боралус,0,0,0,0,0,0,0,0,0,5,12428,0,0,0,0,0,0,0,0,0,32
165,Боралус,0,0,0,0,0,0,0,0,0,4,12428,0,0,0,0,0,0,0,0,0,32
166,Боралус,0,0,0,0,0,0,0,0,0,7,12428,0,0,0,0,0,132533,0,0,0,32
167,Аллея Чести,0,0,0,0,0,0,0,0,0,4,12440,0,133196,0,0,0,0,0,0,0,35
168,Город Мехагон,0,0,0,0,0,0,0,0,0,4,12431,0,0,0,0,0,0,0,0,0,37
169,Аллея Чести,0,0,0,0,0,0,0,0,0,10,12440,0,0,0,0,0,0,0,0,0,35
170,Город Мехагон,0,0,0,0,0,0,0,0,0,10,12431,0,0,0,0,0,0,0,0,0,37
171,Аллея Чести,0,0,0,0,0,0,0,0,0,3,12440,0,0,0,0,133836,0,0,0,0,35
172,Боралус,0,0,0,0,0,0,0,0,0,1,12428,0,0,0,0,0,0,0,0,0,32
173,Город Мехагон,0,0,0,0,0,0,0,0,0,3,12431,131761,132614,0,0,133833,0,0,0,0,37
174,Аллея Чести,0,0,0,0,0,0,0,0,0,5,12440,0,0,0,0,0,134410,0,0,0,35
175,Аллея Чести,0,0,0,0,0,0,0,0,0,8,12440,0,0,0,0,0,0,0,0,0,35
176,Город Мехагон,0,0,0,0,0,0,0,0,0,8,12431,0,0,0,0,0,0,0,0,0,37
177,Аллея Чести,0,0,0,0,0,0,0,0,0,9,12440,0,0,0,0,0,0,0,0,0,35
178,Город Мехагон,0,0,0,0,0,0,0,0,0,9,12431,0,0,0,0,0,0,0,0,0,37
179,Аллея Чести,0,0,0,0,0,0,0,0,0,7,12440,0,0,0,0,0,132561,0,0,0,35
180,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,34
181,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,28
182,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,32
183,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,30
184,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,36
185,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,37
186,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,27
187,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,25
188,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,26
189,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,29
190,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,35
191,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,31
192,"""Виндикар""",0,0,0,0,0,0,0,0,0,5,12429,0,0,0,0,0,0,0,0,0,30
193,Глубины Черной горы,0,0,0,0,0,0,0,0,0,5,12418,0,0,0,0,0,0,0,0,0,34
194,Город Мехагон,0,0,0,0,0,0,0,0,0,5,12431,0,0,0,0,0,0,0,0,0,37
195,Ледяной Трон,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,24
196,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,25
197,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,26
198,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
199,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
200,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25
201,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26
202,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,25
203,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,26
204,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
205,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26
206,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,25
207,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,26
208,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25
209,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26
210,Запретный край,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,52
211,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,25
212,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,26
213,Тренировочная площадка Шан Си,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,24
214,Red Cloud Mesa,0,0,0,0,0,0,0,0,0,9,12436,0,0,0,0,0,0,0,0,0,6
215,Боралус,0,0,0,0,0,0,0,0,0,9,12428,0,0,0,0,0,0,0,0,0,32
216,"""Виндикар""",0,0,0,0,0,0,0,0,0,9,12429,0,0,0,0,0,0,0,0,0,30
217,Громовой Тотем,0,0,0,0,0,0,0,0,0,9,12426,0,0,0,0,0,0,0,0,0,28
218,Аллея Чести,0,0,0,0,0,0,0,0,0,9,12430,0,0,0,0,0,0,0,0,0,36
219,Дазар'алор,0,0,0,0,0,0,0,0,0,9,12450,0,0,0,0,0,0,0,0,0,31
220,Тенистая долина,0,0,0,0,0,0,0,0,0,9,12433,0,0,0,0,0,0,0,0,0,4
221,Плато Красного Облака,0,0,0,0,0,0,0,0,0,8,12436,134112,0,0,0,0,0,0,0,0,6
222,Долина Аммен,0,0,0,0,0,0,0,0,0,9,12417,0,0,0,0,0,0,0,0,0,11
223,Запретный край,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,70
224,Плато Красного Облака,0,0,0,0,0,0,0,0,0,4,12436,0,133196,0,0,0,0,0,0,0,6
225,Громовой Тотем,0,0,0,0,0,0,0,0,0,8,12426,134112,0,0,0,0,0,0,0,0,28
226,Громовой Тотем,0,0,0,0,0,0,0,0,0,4,12426,0,133196,0,0,0,0,0,0,0,28
227,"""Виндикар""",0,0,0,0,0,0,0,0,0,4,12429,0,0,0,0,0,0,0,0,0,30
228,Долина Аммен,0,0,0,0,0,0,0,0,0,4,12417,0,133196,0,0,0,0,0,0,0,11
229,Громовой Тотем,0,0,0,0,0,0,0,0,0,5,12426,0,0,0,0,0,0,0,0,0,28
230,Долина Испытаний,0,0,0,0,0,0,0,0,0,5,12434,0,0,0,0,0,0,0,0,0,2
231,"""Виндикар""",0,0,0,0,0,0,0,0,0,10,12429,0,0,0,0,0,0,0,0,0,30
232,Порт Трюмных Вод,0,0,0,0,0,0,0,0,0,10,12425,0,0,0,0,0,0,0,0,0,9
233,Гилнеас,0,0,0,0,0,0,0,0,0,10,12449,0,0,0,0,0,0,0,0,0,22
234,Зал Пробуждения,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,85
235,Зал Пробуждения,0,0,0,0,0,0,0,0,0,2,12418,0,0,0,0,0,0,0,0,0,85
236,Зал Пробуждения,0,0,0,0,0,0,0,0,0,3,12418,131761,132614,0,0,201585,0,0,0,0,85
237,Зал Пробуждения,0,0,0,0,0,0,0,0,0,4,12418,0,0,0,0,0,0,0,0,0,85
238,Зал Пробуждения,0,0,0,0,0,0,0,0,0,5,12418,0,0,0,0,0,0,0,0,0,85
239,Зал Пробуждения,0,0,0,0,0,0,0,0,0,7,12418,0,0,0,0,0,203498,0,0,0,85
240,Зал Пробуждения,0,0,0,0,0,0,0,0,0,8,12418,0,0,0,0,0,0,0,0,0,85
241,Зал Пробуждения,0,0,0,0,0,0,0,0,0,9,12418,0,0,0,0,0,0,0,0,0,85
242,Зал Пробуждения,0,0,0,0,0,0,0,0,0,10,12418,0,0,0,0,0,0,0,0,0,85
243,Зал Пробуждения,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,84
