Name_lang,Description_lang,ID,JournalEncounterID,CreatureDisplayInfoID,FileDataID,OrderIndex,UiModelSceneID
Интендант Зигрис,,964,393,9738,607751,0,9
Халикон,,965,394,9567,607634,0,9
Гизрул Поработитель,,966,395,9564,607615,0,9
Властитель Змейталак,,967,396,8711,607737,0,9
Зеврим Терновое Копыто,,973,402,11335,607824,0,9
Гидротварь,,974,403,5489,607653,0,9
Лефтендрис,,975,404,21012,607686,0,9
Алззин Перевертень,,976,405,14416,607533,0,9
Тендрис Криводрев,,977,406,14383,607785,0,9
Иллиана Воронья Ольха,,978,407,11270,607656,0,9
Магистр Календрис,,979,408,14384,607703,0,9
Бессмер'тер,,980,409,14173,607657,0,9
Принц Тортелдрин,,981,410,11256,607745,0,9
Стражник Мол'дар,,982,411,11561,607630,0,9
Топотун Криг,,983,412,11545,607777,0,9
Стражник Фенгус,,984,413,11561,607629,0,9
Стражник Слип'кик,,985,414,11561,607631,0,9
Капитан Давигром,,986,415,11564,607560,0,9
Чо'Раш Наблюдатель,,987,416,11537,607565,0,9
Король Гордок,,988,417,11583,607673,0,9
"""Толпогон 9-60""",,989,418,36560,607572,0,9
Грязнюк,,990,419,6533,607628,0,9
"""Электрошокер-6000""",,991,421,36558,607594,0,9
Анжинер Термоштепсель,,992,422,36563,607714,0,9
Ноксион,,993,423,11172,607728,0,9
Бритвохлест,,994,424,12389,607756,0,9
Ремонтник Гизлок,,995,425,7125,607796,0,9
Лорд Злоязыкий,,997,427,12334,607699,0,9
Келебрас Проклятый,,998,428,12350,607562,0,9
Обвал,,999,429,12293,607684,0,9
Гнилопасть,,1000,430,13589,607761,0,9
Принцесса Терадрас,,1001,431,12292,607747,0,9
Певчий Форрестен,,1011,443,10482,607637,0,9
Аку'май,Гидра,1012,444,62522,607532,0,91
Тимми Беспощадный,,1013,445,571,607795,0,9
Вилли Разбивающий Надежды,,1014,446,34480,607818,0,9
Инструктор Галфорд,,1016,448,34498,607660,0,9
Бальназар,,1017,449,34424,607551,0,9
Непрощенный,,1018,450,10771,607792,0,9
Баронесса Анастари,,1019,451,10698,607553,0,9
Неруб'энкан,,1021,452,9793,607724,0,9
Малекай Бледный,,1022,453,10546,607707,0,9
Мировой судья Бартилас,,1023,454,10433,607791,0,9
Рамштайн Ненасытный,,1024,455,12818,607752,0,9
Лорд Аурий Ривендер,,1025,456,34837,607692,0,9
Аватара Хаккара,,1026,457,8053,607548,0,9
Джаммал'ан Пророк,,1027,458,6708,607665,0,9
Жнец Снов,,1028,459,7553,608311,0,9
Тень Эраникуса,,1032,463,7806,607768,0,9
Дробитель,,1033,464,108956,4776138,0,9
Лорд Пережар,,1034,465,1204,607695,0,9
Рендольф Молох,,1035,466,35068,607753,0,9
Ревелош,,1036,467,5945,607757,0,9
"Эрик ""Быстрый""",,1037,468,5708,0,1,9
Олаф,,1038,468,5709,0,2,9
Бейлог,,1039,468,5710,607550,0,9
Иронайа,,1040,469,6089,607664,0,67
Древний каменный хранитель,,1041,470,10798,607538,0,9
Галганн Огнемолот,,1042,471,6059,607606,0,9
Гримлок,,1043,472,11165,607626,0,9
Аркедас,,1044,473,5988,607546,0,65
Леди Анакондра,,1045,474,4313,607680,0,9
Лорд Кобран,,1046,475,4213,607693,0,9
Лорд Питонас,,1047,476,4214,607696,0,9
Криг,,1048,477,5126,607676,0,9
Шкам,,1049,478,4203,607775,0,9
Лорд Серпентис,,1050,479,4215,607698,0,9
Вердан Вечноживущий,,1051,480,4256,607805,0,9
Мутанус Пожиратель,,1052,481,4088,607721,0,9
Гидромантка Велрата,,1053,482,6685,607652,0,9
Газ'рилла,,1054,483,7271,607614,0,9
Анту'сул,,1055,484,7353,607541,0,9
Тека Мученик,,1056,485,6696,607793,0,9
Знахарь Зум'ра,,1057,486,6434,607819,0,9
Некрум Кишкожуй,,1058,487,6690,607723,0,9
Рок'рел,Предводитель Семерых,1059,385,8687,607587,0,9
Вождь Укорз Песчаный Череп,,1061,489,6439,607564,0,9
Ширрак Страж Мертвых,,1098,523,18916,607771,0,9
Экзарх Маладаар,,1099,524,17715,607600,0,9
Начальник стражи Гарголмар,,1104,527,18236,607817,0,9
Омор Неодолимый,,1105,528,18237,607734,0,9
Вазруден Глашатай,,1106,529,18944,607803,0,9
Селин Огненное Сердце,,1107,530,22642,607767,0,9
Вексалиус,,1108,531,22731,607806,0,9
Жрица Делрисса,,1109,532,22596,607742,0,9
Кель'тас Солнечный Скиталец,,1110,533,22906,607669,0,9
Пандемоний,,1111,534,71757,607738,0,9
Таварок,,1112,535,19332,607782,0,9
Йор,,1113,536,14173,607822,0,9
Принц Шаффар,,1114,537,19780,607726,0,9
Лейтенант Дрейк,,1115,538,17386,607689,0,9
Капитан Скарлок,,1116,539,17387,607561,0,9
Охотник Вечности,,1117,540,19135,607596,0,9
Темнопряд Сит,,1118,541,20599,607583,0,9
Анзу,,1119,542,21492,607544,0,9
Король воронов Айкисс,,1120,543,18636,607780,0,9
Посол Гиблочрев,,1121,544,18821,607536,0,9
Черносерд Подстрекатель,,1122,545,18058,607555,0,9
Великий мастер Ворпил,,1123,546,18535,607625,0,9
Бормотун,,1124,547,18839,607720,0,9
Зерекет Бездонный,,1125,548,19882,607823,0,9
Даллия Глашатай Судьбы,,1126,549,19888,607574,0,9
Провидец Гнева Соккорат,,1127,550,19977,607820,0,9
Предвестник Скайрисс,,1128,551,19943,607635,0,9
Повелитель времени Дежа,,1129,552,20513,607566,0,9
Темпорус,,1130,553,19066,607784,0,9
Эонус,,1131,554,20510,607529,0,9
Мастер,,1132,555,18369,607789,0,9
Броггок,,1133,556,19372,607558,0,9
Кели'дан Разрушитель,,1134,557,17153,607670,0,9
Командир Сараннис,,1135,558,18929,607570,0,9
Верховный ботаник Фрейвин,,1136,559,19045,607641,0,9
Скалезуб Скорбный,,1137,560,14416,607794,0,9
Ладж,,1138,561,13109,607683,0,9
Узлодревень,,1139,562,19438,607816,0,9
Механолорд Конденсарон,,1140,563,19162,607712,0,9
Пустомант Сепетрея,,1141,564,19166,607725,0,9
Паталеон Вычислитель,,1142,565,20033,607739,0,9
Главный чернокнижник Пустоклят,,1143,566,16628,607624,0,9
О'мрогг Завоеватель,,1145,568,18031,607811,0,9
Вождь Каргат Острорук,,1146,569,19799,607812,0,9
Менну Предатель,,1147,570,17728,607715,0,9
Рокмар Трескун,,1148,571,17729,607759,0,9
Зыбун,,1149,572,18224,607750,0,9
Гидромантка Теспия,,1150,573,11268,607651,0,9
Анжинер Паропуск,,1151,574,18638,607713,0,9
Полководец Калитреш,,1152,575,20235,607815,0,9
Топеглад,,1153,576,17228,607649,0,9
Газ'ан,,1154,577,17528,607614,0,9
Владыка болот Мусел'ек,,1155,578,18570,607779,0,9
Черная Охотница,,1156,579,18194,607788,0,67
Старейшина Надокс,,1157,580,27407,607593,0,9
Принц Талдарам,,1158,581,27406,607744,0,9
Джедога Искательница Теней,,1159,582,26777,607667,0,9
Аманитар,,1160,583,28133,607534,0,9
Крик'тир Хранитель Врат,,1161,585,27394,607678,0,9
Хадронокс,,1162,586,26776,607633,0,9
Кровотролль,,1163,588,26352,607798,0,9
Новос Призыватель,,1164,589,26292,607727,0,9
Король Дред,,1165,590,5240,607672,0,9
Слад'ран,,1167,592,27422,607776,0,9
Колосс Драккари,,1168,593,26589,607589,0,9
Мураби,,1169,594,27059,607716,0,9
Эк Свирепый,,1170,595,26644,607592,0,9
Гал'дара,,1171,596,27061,607605,0,9
Генерал Бьярнгрим,,1172,597,27301,607611,0,66
Волхан,,1173,598,27071,607809,0,64
Ионар,,1174,599,27484,607663,0,9
Локен,,1175,600,27485,607690,0,66
Фалрик,,1176,601,30972,607601,0,9
Марвин,,1177,602,30973,607710,0,9
Король-лич,,1178,603,30721,607688,0,9
Кристаллус,,1179,604,20909,607679,0,9
Дева Скорби,,1180,605,26657,607706,0,67
Сьоннир Литейщик,,1181,607,27483,607772,0,66
Начальник кузни Гархлад,,1182,608,30843,607603,0,65
Ик,,1183,609,30347,607655,1,9
Крик,,1184,609,30331,607677,0,9
Повелитель Плети Тираний,,1185,610,30277,607765,0,9
Мясной Крюк,,1186,611,26579,607711,0,9
Салрамм Плоторез,,1187,612,26581,607763,0,9
Хронолорд Эпох,,1188,613,26580,607567,0,9
Мал'Ганис,,1189,614,26582,607708,0,9
Броньям,,1190,615,30226,607559,0,9
Пожиратель Душ,,1191,616,30148,607585,0,9
Командир Пивобород,,1193,617,24366,607571,0,9
Великая ведунья Телестра,,1194,618,24066,607623,0,9
Аномалус,,1195,619,26259,607540,0,9
Орморок Воспитатель Дерев,,1196,620,26298,607735,0,9
Керистраза,,1197,621,24307,607671,0,9
Дракос Дознаватель,,1198,622,27032,607590,0,9
Варос Заоблачный Странник,,1199,623,27033,607802,0,9
Маг-лорд Уром,,1200,624,25010,607702,0,9
Хранитель энергии Эрегос,,1201,625,27034,607687,0,9
Эрекем,,1202,626,27488,607597,0,9
Морагг,,1203,627,20590,607717,0,9
Гнойрон,,1204,628,27487,607654,0,9
Ксевозз,,1205,629,27486,607821,0,9
Лавантор,,1206,630,10193,607685,0,9
Зурамат Уничтожитель,,1207,631,27855,607825,0,9
Синигоса,,1208,632,27508,607573,0,9
Мокра Дробитель Черепов,,1214,634,28587,607622,0,9
Зул'тор,,1215,634,28588,0,3,9
Эрессея Певица Рассвета,,1216,634,28637,0,1,9
Рунок Буйная Грива,,1217,634,28597,0,2,9
Ловчий смерти Визери,,1218,634,28589,0,4,9
Эдрик Чистый,,1219,635,29616,607591,0,9
Исповедница Серебряного Авангарда Пейлтресс,,1220,636,29490,607547,0,9
Черный рыцарь,,1221,637,29837,607787,0,9
Принц Келесет,,1222,638,25338,607743,0,9
Скарвальд Строитель,,1223,639,24605,607774,0,65
Далронн Контролирующий,,1224,639,26349,607575,1,9
Ингвар Расхититель,,1225,640,21953,607659,0,65
Свала Вечноскорбящая,,1226,641,26096,607778,0,9
Горток Бледное Копыто,,1227,642,27419,607620,0,9
Яростный люторог,,1228,642,26284,0,1,9
Огромный йормунгар,,1229,642,24564,0,3,9
Бесноватый ворген,,1230,642,26327,0,2,9
Прожорливый фурболг,,1231,642,23999,0,4,9
Скади Безжалостный,,1232,643,27418,607773,0,67
Король Имирон,,1233,644,28019,607674,0,67
Верховный судья Мрачнокамень,,1234,372,9329,608314,0,9
Липкая муть,,1236,420,36529,607808,0,9
Восставший ружейник,,1239,446,34481,0,1,9
Жрец Тьмы Шезз'зиз,,1240,487,6441,607770,1,9
Райгонн,,1252,649,39519,630845,0,9
Воитель Гарлан,,1253,654,40293,630816,0,9
Мастер Снежный Вихрь,,1255,657,41902,630841,0,9
Лю Пламенное Сердце,,1257,658,39487,630839,0,9
Инструктор Ледяное Сердце,,1258,659,40301,630835,0,9
Джандис Барова,,1265,663,40639,607666,0,9
Громоклин,,1269,665,31092,607755,0,9
Лилиан Восс,,1270,666,40256,630838,0,9
Прыгопотам,,1273,669,40339,630832,0,9
Брат Корлофф,,1275,671,41154,630818,0,9
Командир Дюранд,,1276,674,41220,607643,1,9
Верховный инквизитор Вайтмейн,,1277,674,2043,607643,0,9
Цинь-си,,1294,677,41392,0,1,9
Цзань-си,,1295,677,41391,630836,0,9
Душелов Гара'джал,,1296,682,41256,630826,0,9
Тажань Чжу,,1305,686,41121,630852,0,9
Цян Безжалостный,Король-полководец,1308,687,41812,0,1,9
Мын Безумный,Сумасшедший король,1309,687,41813,630861,0,9
Субетай Быстрый,Вожак бандитов,1310,687,41565,0,2,9
Талнос Воздаятель Душ,,1312,688,27705,630853,0,9
Фэн Проклятый,,1313,689,41192,630824,0,9
Геккан,,1315,690,41920,630828,0,9
Ша Злости,,1316,691,41448,630847,0,9
Темный шаман Корантал,,1321,695,42101,608310,0,9
Псарь Браун,,1326,660,42264,630833,0,9
Куай Бесчеловечный,,1334,708,42058,630842,0,9
Мин Коварный,,1335,708,42059,0,1,9
Хайан Неудержимый,,1336,708,42060,0,2,9
Глашатай Волаж,,1337,584,27408,607639,0,9
Ануб'арак,,1338,587,27856,607542,0,9
Бранн Бронзобород,,1342,606,26353,607797,0,9
Адарогг,,1343,694,38759,608309,0,9
Брюхошлак,,1344,696,38391,522251,0,9
Лавовый страж Гордот,,1345,697,42100,608315,0,9
Хаззас,,1346,459,9584,0,3,9
Ткачик,,1347,459,6375,0,1,9
Морфаз,,1348,459,7975,0,2,9
Элегон,,1383,726,41399,630823,0,9
Вождь Сальис,,1385,725,42468,0,1,9
Галеон,,1386,725,42439,630819,0,9
Темный магистр Гандлинг,,1393,684,40322,607582,0,9
Кровавый страж Порунг,,1394,728,17725,607556,0,9
Ваятель янтаря Ун'сок,,1400,737,43126,630815,0,9
Янтарное чудовище,,1401,737,44140,0,1,9
Гу Небесный Удар,,1402,673,39489,630831,0,9
Лазурный змей,,1403,673,39492,0,1,9
Ткач пламени Кеглер,,1404,656,40597,630825,0,9
Гаралон,,1405,713,42368,630827,0,9
Командир Во'цзак,,1407,738,42169,630822,0,9
Лэй Ши,,1412,729,42811,630837,0,65
Великая императрица Шек'зир,,1417,743,42730,630830,0,9
Императорский визирь Зор'лок,,1421,745,42807,630834,0,9
Диверсант Кип'тилак,,1422,655,43122,630846,0,9
Обсидиановый часовой,,1423,748,5285,607729,0,9
Командир Малор,,1424,749,34463,607569,0,9
Цзыань Беспросветная Тьма,Король-чародей,1425,687,41566,0,3,9
Боец Га'док,,1428,675,43275,630851,0,9
Командир Ри'мок,,1429,676,43286,630821,0,9
Ук-Ук,,1430,668,39498,630843,0,9
Янь-Чжу Высвобожденный,,1431,670,42969,630860,0,65
Мудрый Марис,,1432,672,41125,630858,0,9
Хранитель истории Каменная Поступь,,1433,664,39506,630840,0,9
Ша Сомнения,,1434,335,45980,630848,0,9
Синь Мастер Боя,,1435,698,41987,630859,0,9
Визирь Цзинь'бак,,1439,693,43197,630855,0,9
Цулон,Ночью,1444,742,42532,630854,0,9
Цулон,Днем,1465,742,42533,0,1,9
Командующий флангом Нер'онок,,1475,727,43151,630857,0,9
Аметистовый страж,,1476,679,41892,630820,0,9
Яшмовый страж,,1477,679,42644,0,3,9
Кобальтовый страж,,1478,679,41893,0,1,9
Нефритовый страж,,1479,679,41894,0,2,9
Старейшина Асани,,1480,683,41504,0,2,9
Старейшина Регейл,,1481,683,41502,0,1,9
Защитник Каолань,,1482,683,41503,630844,0,9
Повелитель ветров Мел'джарак,,1485,741,42645,630856,0,9
Ша Жестокости,,1488,685,43283,630850,0,9
Душа Лилиан,,1489,666,43908,0,1,9
Пророк Тарон'джа,,1498,591,27072,607790,0,9
Генерал Па'валак,,1516,692,43120,630829,0,9
Повелитель клинков Та'як,,1517,744,43141,630817,0,9
Ша Страха,,1519,709,45065,630849,0,9
Налак,,1540,814,47227,796778,0,9
Кон Железный,,1544,817,46627,796775,0,9
Ро'шак,,1545,817,46628,0,1,9
Кет'цаль,,1546,817,46629,0,2,9
Дам'рен,,1547,817,46630,0,3,9
Дуруму,,1548,818,47189,796772,0,9
Изначалий,,1551,820,47009,796780,0,9
Сул Пескорыск,,1558,816,47505,0,1,9
Властелин холода Малакк,,1559,816,47506,0,2,9
Казра'джин,,1561,816,47229,796770,0,9
Хорридон,,1562,819,47325,796774,0,9
Темный Анимус,,1563,824,47527,796771,0,9
Тортос,,1564,825,46559,796781,0,9
Ундаста,,1566,826,47257,796779,0,9
Джин'рок Разрушитель,,1567,827,47552,796776,0,9
Лу'линь,,1569,829,46975,796773,0,9
Лэй Шэнь,,1572,832,46770,796777,0,9
Цзи-Кунь,,1573,828,120300,796785,0,9
Командир Колург,,1574,833,24352,607568,0,9
Маршал Якоб Алерий,,1575,834,28560,607621,0,9
Колосус,,1576,834,28736,0,4,9
Амброз Искрокрут,,1577,834,28586,0,1,9
Лана Твердомолот,,1578,834,28564,0,3,9
Джейлин Закатная Песня,,1579,834,28735,0,2,9
Ра-ден,,1580,831,47739,828452,0,9
Су'линь,,1581,829,46974,0,1,9
Верховная жрица Мар'ли,,1582,816,47730,0,3,9
Ядовитая голова,,1594,821,47416,0,1,91
Пылающая голова,,1595,821,47414,796786,0,91
Ледяная голова,,1596,821,47415,0,2,91
Малкорок,,1602,846,49070,901164,0,9
Хэ Легкая Нога,,1605,849,48917,0,1,9
Рук Каменная Ступня,,1606,849,48918,901159,0,9
Сунь Доброе Сердце,,1607,849,48919,0,2,9
Генерал Назгрим,,1608,850,48995,901158,0,9
Кор'кронский тюремщик,,1609,851,49082,0,1,9
Ток Кровожадный,,1610,851,51144,901171,0,9
Глубиний,,1611,852,49056,901160,0,9
Землелом Харомм,,1614,856,49176,901163,0,9
Покорительница волн Кардрис,,1615,856,49177,0,1,9
Чи-Цзи,,1618,857,49237,901155,0,9
Юй-лун,,1619,858,49234,901173,0,9
Нюцзао,,1620,859,49235,901165,0,9
Сюэнь,,1621,860,49236,901172,0,9
Ордос,,1623,861,49285,901167,0,9
"""Железный исполин""",,1624,864,49844,901161,0,9
Норусхен,,1625,866,48860,901166,0,66
Ша Гордыни,,1626,867,49098,901168,0,9
Галакрас,,1627,868,49337,901156,0,9
Гаррош Адский Крик,,1628,869,49585,901157,0,9
Скир Кровожадный,,1648,853,48674,901162,0,9
Хисек Хранитель Роя,,1649,853,48675,0,1,9
Ка'роз Саранча,,1650,853,48676,0,2,9
Корвен Первейший,,1651,853,48677,0,3,9
Каз'тик Манипулятор,,1652,853,48678,0,4,9
Ксарил Отравленный Разум,,1653,853,48679,0,5,9
Рик'кал Разрезатель,,1654,853,48680,0,6,9
Ийокук Проницательный,,1655,853,48681,0,7,9
Кил'рук Рассекающий Ветер,,1656,853,48682,0,8,9
Слияние порчи,,2827,866,49360,0,1,9
Мастер осады Черноплавс,,2830,865,51657,901169,0,9
Охраняемый запас пандаренских трофеев,,2831,870,51173,901170,0,9
Галакрас,,2835,881,49337,901156,0,9
Магмолат,,2845,893,52033,0,1,9
Мастер горна Гон'ду,,2846,893,52899,1044355,0,9
Слепой охотник,,2853,900,52595,1064175,0,9
Кристалл жаркого пекла,,2855,901,42641,0,2,9
Чарлга Остробок,,2856,901,31042,607563,0,9
Кристалл ядовитого выплеска,,2857,901,42643,0,3,9
Кристалл штормового потока,,2858,901,41366,0,1,9
Полководец Злоклык,,2859,899,52515,607736,0,9
Вестник смерти Джаргба,,2860,899,4756,607584,1,9
Аггем Терновое Проклятие,,2861,899,4645,607531,2,9
Следопыт из племени Иглошкурых,,2862,895,1964,0,3,9
Мечник из племени Иглошкурых,,2863,895,6109,0,1,9
Искусный охотник из племени Иглошкурых,,2864,895,1342,0,2,9
Ругуг,,2865,895,52383,607760,0,9
Охотник Костяной Бивень,,2866,896,52047,607531,0,9
Солнечный ревнитель араккоа,,2936,968,55994,0,1,9
Голем-защитник араккоа,,2938,968,56653,0,2,9
Мясник,"Колет, рубит, режет.",2939,971,53855,1044375,0,9
Ранжит,,3108,965,56015,1044362,0,9
Аракнат,,3109,966,54006,1044334,0,9
Высший мудрец Вирикс,,3111,968,56016,1044348,0,9
Прототип солнечного голема араккоа,,3112,966,56653,0,1,9
Надсмотрщик за рабами Крушто,,3125,888,52893,1044368,0,9
Крыло Ужаса,,3126,1122,53505,0,2,9
Дармак Повелитель Зверей,,3127,1122,53499,1044338,0,9
Железный крушитель,,3128,1122,53541,0,3,9
Разлом,,3129,1122,53542,0,4,9
Звероклык,,3130,1122,53511,0,1,9
Ка'граз Пламенная,,3131,1123,53471,1044344,0,9
Повелительница небес Товра,,3144,1133,55630,1044376,0,9
Каргат Острорук,,3151,1128,54674,1044352,0,9
Садана Кровавое Безумие,,3152,1139,54587,1044366,0,9
Гхаму-ра,,3155,368,52010,1064179,0,9
Домина,,3156,436,52034,1064180,0,9
Поработитель Кор'ул,,3157,426,52173,522214,0,9
Страж пучины,,3158,447,75359,1064182,0,9
Сумеречный владыка Балтиэль,,3159,437,52283,1064184,0,9
Палач Мясодел,,3160,1144,52084,1064183,0,9
Тукр,,3161,1145,52057,1064181,0,9
Оператор Тогар,,3162,1147,53519,1044357,0,9
Фем,,3163,1148,55849,0,1,65
Пол,,3164,1148,54385,1044377,0,65
Инженер Горнила,,3172,1154,53472,0,2,9
Сердце Горы,,3173,1154,53456,1044374,7,9
Управляющийся с мехами работник кузни,,3174,1154,53473,0,3,65
Шлаковый элементаль,,3175,1154,53481,0,6,9
Охранник,,3176,1154,53474,0,1,9
Повелительница изначальных стихий,,3177,1154,53475,0,4,9
Призыватель огня,,3178,1154,53477,0,5,9
Штейгер Полевой Шпат,,3179,1154,53470,1044374,0,9
Франзок,,3180,1155,53576,1044345,0,9
Ганс'гар,,3181,1155,53575,0,1,9
Нер'зул,,3190,1160,52769,1044356,0,9
Груул,,3191,1161,55050,1044346,0,9
Осадная пушка,,3195,1163,55161,0,1,9
Нитрогг Громовая Гора,,3197,1163,55162,1044339,0,9
Ролталл,,3200,887,54259,1044363,0,9
Гуг'рокк,,3226,889,52902,1044347,0,9
Дозорный Каатар,,3234,1185,58263,1044336,0,9
Стражница душ Ниами,,3235,1186,53089,1044370,0,9
