Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Лорд Годфри,Скрытный и умный лорд Годфри некогда был гилнеасским аристократом и тайным агентом Отрекшихся. Он вооружен двумя пистолетами и командует армией плотоядных вурдалаков.,0.6846315,0.3353293,100,64,1072,5,2164,315,0,0,-1
Леди Наз'жар,"Леди Наз'жар сыграла ключевую роль в отвоевании Вайш'ира у жестоких квалдиров, чем завоевала милость королевы Азшары. Недавно Наз'жар возглавила атаку на Нептулона и вместе со своими войсками оттеснила могучего повелителя элементалей в тронный зал.",0.50499004,0.21556878,101,65,1045,1,28310,323,0,0,-1
"Командир Улток, разлагающийся принц","Улток – невероятно старое существо, посланное древними богами, чтобы помочь леди Наз'жар захватить Трон Приливов. Напитанный зловещей мощью Улток командует легионами Безликих в глубоких впадинах, окружающих Вайш'ир.",0.50499004,0.42514968,102,65,1044,2,28314,323,0,0,-1
Подчиняющий разум Гур'ша,"После доблестной контратаки у Обрыва над бездной шаман Круга Земли Эрунак Говорящий с Камнем был похищен нагами и порабощен Подчиняющим разум Гур'шей. Есть опасение, что этот гнусный паразит полностью подчинил себе разум, тело и потрясающие шаманские способности Эрунака.",0.67465144,0.19311368,103,65,1046,3,28322,322,0,0,-1
Озумат,"Рассказы о чудовищном кракене, наводящем ужас на азеротских мореплавателей, считались детскими сказками... до недавних пор. С помощью темной магии наги подчинили Озумата – патриарха всех кракенов – своей злой воле и обратили его против Нептулона и его последователей.",0.3253496,0.19311368,104,65,1047,4,28318,322,0,0,-1
Ром'огг Костекрушитель,"Ром'огг Костекрушитель был одним из ""недостающих звеньев"" между гроннами и ограми Запределья. Его исключительная жестокость по отношению к другим ограм привлекла внимание Сумеречного Молота, и теперь он правит чертогом Испепеления, утоляя жажду истязания с помощью искателей приключений.",0.5,0.70209587,105,66,1040,1,2356,283,0,0,-1
Глашатай сумрака Корла,"Некогда Корла была талантливой волшебницей из ордена Кирин-Тор, но теперь она преданно служит Сумеречному Молоту. Она наделяет ревнителей культа сущностью дракона пустоты, превращая их в грозных сумеречных драконидов.",0.27045947,0.16317356,106,66,1038,2,2361,284,0,0,-1
Карш Гнущий Сталь,"Гигантский драконид Карш Гнущий Сталь кует оружие из редкой ртути в самом пекле Сумеречной кузни. Его изделия можно сломать только одним способом – раскалить до такой температуры, чтобы ртуть стала хрупкой как стекло.",0.47005993,0.6646707,107,66,1039,3,2371,284,0,0,-1
Красавица,"История Красавицы старая как мир, древняя как жизнь. После того как Чудовище был убит героями в пике Черной горы, она с четырьмя щенками перешла на службу к Сумеречному Молоту, желая только одного: отомстить убийцам своего супруга.",0.66467136,0.8443115,108,66,1037,4,2378,284,0,0,-1
Повелитель Перерожденных Обсидий,"За фанатичную преданность и склонность к жестокости могучему шаману Дессирику Порочному была дарована особая привилегия: он прошел через темный ритуал, который наделил его силой элементаля и превратил в чудовище, теперь известное под именем Повелителя Перерожденных Обсидия.",0.68962157,0.50748503,109,66,1036,5,2385,284,0,0,-1
Корбор,"Смертокрыл подчинил себе исполинского червинта Корбора и с его помощью добыл достаточно элементия, чтобы сделать себе новые доспехи. После отлета Смертокрыла Корбор вырвался на свободу и теперь мечется по Каменным Недрам в слепой ярости.",0.6297411,0.5973054,110,67,1056,1,2394,324,0,0,-1
Камнешкур,"Силой Аспекта земли, помноженной на могущество древних богов, Смертокрыл легко подчинил своей воле каменных драконов Подземья и отправил служить Сумеречному Молоту. Камнешкур, самый амбициозный из этих созданий, надеется завоевать расположение своего повелителя, уничтожая каждого, кто осмелится проникнуть в Каменные Недра.",0.3702597,0.44760478,111,67,1059,2,2401,324,0,0,-1
Озрук,"Озрук служил стражем Каменных Недр с первого дня сотворения Подземья. Неизвестно, почему он остался в Каменных Недрах и почему теперь он полагает, что противники Смертокрыла угрожают существованию Подземья, а потому должны быть уничтожены.",0.50499004,0.23053885,112,67,1058,3,2405,324,0,0,-1
Верховная жрица Азил,"Верховная жрица Азил была среди тех священнослужителей, которые уцелели после общения с жуткими предводителями культа Сумеречного Молота, но утратили при этом рассудок. Теперь она вселяет такой ужас в младших служителей культа, что они готовы не колеблясь отдать свои жизни, чтобы выполнить любой приказ своих господ.",0.5748506,0.38772452,113,67,1057,4,2411,324,0,0,-1
Великий визирь Эртан,"Эртан охраняет Вершину Смерча по приказу своего властелина, Асаада, пресекая попытки обитателей земли вторгнуться в мир воздуха. Для этого ей была дарована власть над молниями и ветрами.",0.5499004,0.44760478,114,68,1043,1,2419,325,0,0,-1
Альтаирий,"Чудовищный грозовой змей Альтаирий несет неусыпную стражу на воздушных платформах Вершины Смерча. Первобытная энергия шторма пронизывает все его существо, и он способен управлять потоками воздуха, гуляющими по крепости стихий.",0.51996017,0.8218564,115,68,1041,2,2425,325,0,0,-1
"Асаад, калиф зефиров","Грозный элементаль Асаад был назначен стражем Вершины Смерча самим Ал'акиром. Теперь, когда Сиамат находится в заключении у неферсетских тол'виров, Асаад надеется занять его место и поэтому старается выполнять свою работу как можно лучше.",0.30039954,0.3802395,116,68,1042,3,2431,325,0,0,-1
Генерал Хусам,"Сами титаны назначили генерала Хусама одним из главнейших стражей Ульдума. После того как Сиамат, повелитель южного ветра, избавил неферсетских тол'виров от проклятия плоти, Хусам поднял восстание, которое закончилось заключением элементаля.",0.3752497,0.42514968,117,69,1052,1,2437,277,0,0,-1
Зубохлоп,"Пока непокорные неферсеты поднимают восстание против Сиамата, карлик Ауг прибирает к рукам сокровища древнего города тол'виров. Соплеменники почитают Ауга не столько за его изворотливый ум, сколько за Зубохлопа – злобного кроколиска, которого ему удалось приручить.",0.674651,0.724551,118,69,1054,2,2442,277,0,0,-1
Верховный пророк Барим,"Верховный пророк Барим – возведенный в ранг святого духовный наставник неферсетов. При поддержке генерала Хусама он собрал войско неферсетов, выступил против Сиамата и пленил его. Однако, несмотря на то, что его миссия выполнена, какая-то темная воля заставляет Барима и его последователей наводить ужас на все живое в Ульдуме.",0.270459,0.657186,119,69,1053,3,2455,277,0,0,-1
Сиамат,"Избавление неферсетских тол'виров от проклятия плоти значительно ослабило яростного элементаля Сиамата. Коварные тол'виры воспользовались этим обстоятельством и заключили скованного магией Сиамата в центре своего древнего, занесенного песками города.",0.4151698,0.5523952,122,69,1055,4,2474,277,0,0,-1
Храмовый страж Ануур,"Перед тем как покинуть Чертоги Созидания, титаны наделили храмового стража Ануура силой воли, необходимой, чтобы служить Свету. С тех пор он испытывает чистоту души каждого, кто пытается пройти в Чертоги.",0.5848307,0.62724555,124,70,1080,1,2489,297,0,0,-1
Пта Ярость Земли,"Песок вокруг могилы Пта Ярости Земли усеян костями существ, ""очищенных"" Анууром. Говорят, что Пта может подчинить эти останки своей воле и заставить их нападать на тех, кто прошел первую линию обороны Чертогов Созидания.",0.5,0.49251497,125,70,1076,2,2540,298,0,0,-1
Анрафет,Устройство Анрафет было создано для защиты залов Чертогов Созидания изнутри. В случае вторжения чужеродных организмов Анрафет включает системы уничтожения захватчиков.,0.5598805,0.14071846,126,70,1075,3,2551,297,0,0,-1
"Изисет, творение Магии","Изисет контролирует энергию тайной магии, которая вырабатывается и хранится в Чертогах Созидания. Легенда гласит, что Изисет упивается своим мастерством владения тайной магией и совершенством, которым та ее якобы наделяет.",0.31037956,0.5,127,70,1077,4,2555,299,0,0,-1
"Аммунаэ, творение Жизни","Система упорядочивания Чертогов Созидания была создана для того, чтобы распылить Азерот на основные элементы и построить из этих элементов новый мир. Аммунаэ контролирует потоки жизненной энергии системы, чтобы обеспечить существование жизни на воссозданном Азероте.",0.47504994,0.74700606,128,70,1074,5,2565,299,0,0,-1
"Сетеш, творение Разрушения","Учитывая назначение Чертогов Созидания, титаны решили, что необходимо создать Сетеша – боевое создание, которое сдерживало бы энергию разрушения. Если Сетеш подчинится силам зла, последствия будут ужасны.",0.63972116,0.49251497,129,70,1079,6,2666,299,0,0,-1
"Радж, творение Солнца","Радж повелевает энергией, которая может как зародить жизнь, так и сжечь ее дотла. Он считается самым могущественным среди боевых созданий титанов. В руках Раджа – мощь, способная обрушить на Азерот ярость тысячи солнц.",0.47504994,0.25299394,130,70,1078,7,2926,299,0,0,-1
Генерал Умбрисс,"Пока герои Азерота и их союзники из рода красных драконов осаждают врата Грим Батола, коварный генерал Умбрисс руководит защитой крепости. В его распоряжении все сектанты Грим Батола и защитники из племени сумеречных драконов.",0.40518978,0.6871258,131,0,0,1,29541,293,0,0,-1
Начальник кузни Тронг,Этот исполинский эттин служит кузнецом в Сумеречном Молоте и любит применять выкованное им оружие для уничтожения чужаков.,0.515,0.3,132,0,0,2,816,293,0,0,-1
Драгх Горячий Мрак,"Этот посланник Сумеречного Молота следует по поручению из Сумеречного бастиона. Если героям удастся одолеть его прислужников, Драгх покажет защитникам Азерота, какая судьба их ожидает.",0.6946116,0.19311368,133,0,0,3,3364,293,0,0,-1
"Эрудакс, властитель недр","Смертокрыл отправил одного из своих величайших военачальников на поиски тайны, за которую несколько могучих красных драконов отдали свои жизни. Рожденный в пещерах Подземья, Безликий генерал выводит новое поколение драконов, которые уничтожат любого, кто дерзнет покуситься на Эрудакса.",0.8562618,0.74700606,134,0,0,4,3374,293,0,0,-1
Аргалот,"Не сумев удержать огромного властителя преисподней Аргалота в темнице величественной Аметистовой крепости Даларана, маги Кирин-Тора были вынуждены заключить могущественного демона под Тол Барадом.",0.8043925,0.6347306,139,75,1033,1,2602,282,0,2,15
Оку'тар,"Этот разъяренный демон вырвался из клетки и захватил западное крыло тюрьмы, сожрав всех находившихся там заключенных. К несчастью, он так обожрался, что не смог протиснуться обратно.",0.15568893,0.6317773,140,75,1250,2,2605,282,0,2,15
Конклав ветра,"Когда Сиамат, повелитель южного ветра, попал в плен неферсетов, последователи Ал'акира передрались за право заменить его в составе Конклава Ветра. Оставшиеся члены конклава – Аншал, повелитель западного ветра, чьи воздушные потоки могут отравлять врагов и исцелять союзников; Рохаш, повелитель восточного ветра и владыка бурь, способных стереть в порошок горы; и Незир, повелитель северного ветра, погубивший своими студеными бурями больше людей, чем все остальные владыки ветров.",0.47504994,0.26047897,154,74,1035,1,3166,328,0,2,15
Ал'акир,"Наделенный острым умом и хитростью Ал'акир, Владыка Ветра некогда был главным тактиком в наводящей ужас армии древних богов. Когда грянул Катаклизм, он объединился со Смертокрылом и обратил свою сверхъестественную мощь против древнейших врагов воздушных элементалей – тол'виров.",0.47504994,0.5,155,74,1034,2,3021,328,0,2,15
Халфий Змеерез,"Чо'Галл наделил эттина Халфия Змеереза невероятной силой и выносливостью, и теперь Халфий ловит драконов, которых использует в ритуалах Сумеречного Молота. В охоте на драконов ему помогает порабощенный гигантский протодракон.",0.5349303,0.19311368,156,72,1030,1,2959,294,0,2,15
Тералион и Валиона,"Валиона и Тералион должны были стать элитными представителями своего выводка сумеречных драконов и возглавить армию, которая уничтожит Азерот. Но из-за того, что их рост был искусственно ускорен с помощью магии, эти гиганты еще не повзрослели и тратят свои недюжинные силы на постоянные препирательства и ссоры.",0.53992033,0.7844312,157,72,1032,2,2994,294,0,2,15
Совет Перерожденных,"Самые преданные и могущественные сектанты Сумеречного Молота удостаиваются чести быть превращенными в элементалей, поэтому члены Совета Перерожденных уже не помнят то время, когда они были людьми. В своем темном святилище они следят за отбором новых кандидатов на перерождение.",0.42514983,0.4550898,158,72,1028,3,3109,295,0,2,15
Чо'Галл,"Под управлением Чо'Галла бывший орочий клан Сумеречного Молота превратился в одержимую убийствами секту, поклоняющуюся древним богам и их предвестнику Смертокрылу. Продолжительное общение с темным хозяином изуродовало тело и разум Чо'Галла.",0.73453194,0.7544911,167,72,1029,4,3165,295,0,2,15
Синестра,"Любимая жена Смертокрыла Синестра создала первых сумеречных драконов, и одно из этих чудовищных творений стало причиной ее гибели. Искалеченное тело Синестры с помощью хитроумных заклинаний возвратили к жизни, и теперь она следит за созданием новых кладок сумеречных драконов.",0.49001998,0.34281433,168,72,1082,5,3226,296,0,2,12
"Защитная система ""Омнитрон""","Защитная система ""Омнитрон"" некогда считалась величайшим технологическим достижением дворфов из клана Черного Железа. Когда Нефариан поселился в твердыне Крыла Тьмы, он настроил систему на уничтожение всех, кто попытается проникнуть в его лаборатории.",0.6546913,0.5748503,169,73,1027,1,3193,285,0,2,15
Магмарь,"Магмарь – это колоссальный лавовый червь, несколько веков назад призванный из Огненных Просторов прислужниками Рагнароса из клана Черного Железа. Нефариан считает Магмаря мерзким паразитом, но в последнее время он полюбил скармливать червю результаты неудавшихся экспериментов... и неугодных слуг.",0.27544948,0.5748503,170,73,1024,2,3310,285,0,2,15
Атрамед,"Атрамед (опытный образец 25463-Д) — это результат неудачного эксперимента по наделению черного дракончика обостренными чувствами. Токсичная мазь, которой обмазали дракончика, лишила его зрения, и теперь он полагается только на исключительный нюх и слух. Это была бы печальная история... если бы Атрамед не был столь свиреп и злонравен.",0.47504994,0.32784426,171,73,1022,3,3072,286,0,2,15
Химерон,Ужасный. Отвратительный. Злобный. Убейте его.,0.2455094,0.70209587,172,73,1023,4,3008,286,0,2,15
Малориак,"В своем человеческом прошлом Малори был одаренным молодым алхимиком, но Нефариан похитил его и с помощью магии вселил в тело погибшего драконида. Так появился Малориак – неуклюжий прислужник зла, наделенный лишь искрой своего былого блестящего ума.",0.7145718,0.70209587,173,73,1025,5,2929,286,0,2,15
Гибель Нефариана,"Сын Смертокрыла Нефариан прославился своими попытками создать всецветных драконов с помощью сущностей различных драконов, населяющих Азерот. После его смерти в логове Крыла Тьмы Смертокрыл воскресил сына и позволил ему продолжать ужасные опыты.",0.48003995,0.70209587,174,73,1026,6,3276,286,0,2,15
Верховный жрец Веноксис,"Веноксис был послан убить Хаккара, но был порабощен жестоким духом, а затем убит азеротскими героями. Благодаря усилиям приспешников Хаккара его вернули из мира духов и вновь поставили на стражу Зул'гуруба, где ему теперь прислуживают ядовитые змеи.",0.5099801,0.53742516,175,76,1178,1,2787,337,0,0,-1
Мандокир Повелитель Крови,"Несколько лет назад Мандокир Повелитель Крови был замучен и убит троллями Кровавого Скальпа. Но теперь по джунглям расползаются слухи, что Мандокир вновь ходит по этой земле, вселившись в тело могучего вождя Кровавого Скальпа Ган'зулаха.",0.60479087,0.7994013,176,76,1179,2,2610,337,0,0,-1
Тайник Безумия – Гри'лек,"Среди мятежных духов Тайника Безумия – Гри'лек, тролль-громила, которого лоа лишили способностей к регенерации, Ренатаки, печально известный воин-изувер, Хазза'рах – провидец, истязаемый видениями будущего, и Вушулай, могучий боец, исполненный силой бурь.",0.599801,0.462575,177,76,788,3,2504,337,0,0,-1
Тайник Безумия – Хазза'рах,"Среди мятежных духов Тайника Безумия – Гри'лек, тролль-громила, которого лоа лишили способностей к регенерации, Ренатаки, печально известный воин-изувер, Хазза'рах – провидец, истязаемый видениями будущего, и Вушулай, могучий боец, исполненный силой бурь.",0.6367,0.462575,178,76,788,4,3508,337,0,0,-1
Тайник Безумия – Ренатаки,"Среди мятежных духов Тайника Безумия – Гри'лек, тролль-громила, которого лоа лишили способностей к регенерации, Ренатаки, печально известный воин-изувер, Хазза'рах – провидец, истязаемый видениями будущего, и Вушулай, могучий боец, исполненный силой бурь.",0.599801,0.51497,179,76,788,5,2501,337,0,0,-1
Тайник Безумия – Вушулай,"Среди мятежных духов Тайника Безумия – Гри'лек, тролль-громила, которого лоа лишили способностей к регенерации, Ренатаки, печально известный воин-изувер, Хазза'рах – провидец, истязаемый видениями будущего, и Вушулай, могучий боец, исполненный силой бурь.",0.601905,0.414711,180,76,788,6,2498,337,0,0,-1
Верховная жрица Килнара,"После смерти верховной жрицы Арлокк лоа пантеры Бетекк выбрало сестру погибшей, Килнару, своей новой жрицей. Следуя соглашению, недавно заключенному между племенами Гурубаши и Зандаларами, Килнара напустила своих диких питомцев на ничего не подозревающих обитателей окружающих земель.",0.48003995,0.20059872,181,76,1180,7,2692,337,0,0,-1
Занзил,"Занзил был изгнан из племени Дробителей Черепов за то, что превращал своих сородичей в бездушных рабов, но недавно Джин'до Низвергатель Богов предложил ему стать одним из Гурубаши в обмен на усиление войск Зул'Гуруба. Все знают, что ядовитые эликсиры Занзила способны поднять даже мертвых из могил.",0.31733844,0.24550891,184,76,1181,8,2508,337,0,0,-1
Джин'до Низвергатель Богов,"Джин'до потерпел поражение и был убит в Зул'Гурубе, но дух его не мог смириться с неудачей. Недавно он нашел способ вернуться в мир живых и покорить Свежевателя Душ своей воле. Теперь, когда в его распоряжении есть невероятное могущество бога ужаса, он планирует воскресить былую славу империи Гурубаши.",0.48502997,0.39520955,185,76,1182,9,2899,337,0,0,-1
Акил'зон,"Акил'зон, бывший шаман племени Амани, обладает сверхъестественным даром управлять стихией воздуха. Его способности привлекли внимание Повелителя проклятий Малакрасса, который нашел в его лице достойное вместилище для духа орлиного бога.",0.35528967,0.23053885,186,77,1189,1,2521,333,0,0,-1
Налоракк,"Повелитель проклятий Малакрасс счел Налоракка, известного своей неукротимой яростью и дикой силой, идеальным вместилищем для сущности бога-медведя.",0.40518978,0.7739929,187,77,1190,2,2867,333,0,0,-1
Джан'алай,"Дракондоры – стремительные хищники, разрывающие жертв на куски острыми как бритва когтями. Один из искуснейших разбойников племени Амани, Джан'алай, очень ценил эти качества и даже разработал похожие приемы для своих атак.",0.55489045,0.7095809,188,77,1191,3,2621,333,0,0,-1
Халаззи,"Азеротские рыси – неукротимые охотники, полосующие жертву когтями и разрывающие зубами. Повелитель проклятий Малакрасс посчитал, что сущность бога-рыси стоит поместить в тело одного из искуснейших охотников племени.",0.5848307,0.23802388,189,77,1192,4,2804,333,0,0,-1
Повелитель проклятий Малакрасс,"Ходят слухи, что самый ужасный знахарь племени Амани, повелитель проклятий Малакрасс, совершил невозможное и заключил сущности нескольких могучих звериных богов в тела своих защитников... оставив для себя самую зловещую сущность.",0.7145718,0.5299401,190,77,1193,5,2706,333,0,0,-1
Даакара,"Чтобы заполнить пустоту, образовавшуюся после гибели прежнего вождя – Зул'джина, оставшиеся тролли племени Амани избрали лидером силача Даакару Непобедимого. Именно на него возложена великая миссия – вернуть племени былую славу.",0.90419334,0.5299401,191,77,1194,6,2875,333,0,0,-1
Бет'тилак,"Матриарх племени Пепельной Паутины Бет'тилак и ее ненасытные отпрыски утоляют голод, высасывая магму и огонь из поверженных элементалей. Чтобы обеспечить потомство едой впрок, Бет'тилак опутала все свое логово пламенной паутиной, в которую легко попадают беспечные жертвы.",0.21057922,0.32784426,192,78,1197,1,20826,367,0,0,-1
Повелитель Риолит,"Риолит – один из древнейших элементалей в мире, он родился из предвечного пламени, в котором был создан сам Азерот. Сейчас Риолит отвечает за создание новых элементалей на Огненных Просторах и до сих пор кипит от злобы при упоминании титанов, поскольку считает, что с их стороны было настоящим хамством переселить его в обитель стихий.",0.65369326,0.7500001,193,78,1204,2,20812,367,0,0,-1
Алисразор,"Когда войска Рагнароса вторглись на гору Хиджал, зеленый дракон Алисра предала своих союзников и помогла освободить мятежного друида Фэндрала Оленьего Шлема. В награду она была очищена огнем и возродилась в облике ужасающего огнеястреба.",0.6437137,0.38023955,194,78,1206,3,20817,367,0,0,-1
Шэннокс,Поджигатели – одни из самых грозных стражей-элементалей на Огненных Просторах. Шэннокс – не исключение. Он служит главным егерем и псарем Рагнароса и патрулирует обитель стихий вместе с двумя злейшими псами: Лютогрызом и Косомордом.,0.49301347,0.44311342,195,78,1205,4,20808,367,0,0,-1
"Бейлрок, привратник","Во время древних битв элементалей за Азерот Бейлрок заслужил репутацию безжалостного воина, но за время заточения в Огненных Просторах его разум помутился. Немногим элементалям хватает духа его побеспокоить, ведь никто не хочет пасть жертвой его жажды битв.",0.4950096,0.3098805,196,78,1200,5,20822,367,0,0,-1
Мажордом Фэндрал Олений Шлем,"Потеря сына Вальстанна в войне Зыбучих песков окончательно сломила дух Фэндрала Оленьего Шлема. Теперь он стал новым мажордомом Рагнароса в Огненных Просторах (заменив на этой должности погибшего мажордома Экзекутуса) и возглавил мятежных друидов пламени. Фэндрал жаждет лишь одного – уничтожить мир, который лишил его сына.",0.5099801,0.72455096,197,78,1185,6,20830,369,0,0,-1
Рагнарос,"Рагнарос, повелитель Огненных Просторов, – воплощение ярости и разрушительной силы первобытных огненных вихрей, в которых зародился Азерот. Он сгорал от желания сжечь всю планету без помех со стороны Нептулона и Теразан и теперь планирует заслужить благосклонность древних богов, уничтожив мировое древо Нордрассил.",0.507502,0.15383,198,78,1203,7,20834,369,0,0,-1
Эхо Тиранды,"Бывшая верховная жрица Элуны и предводительница ночных эльфов, ныне Тиранда Шелест Ветра – а точнее, частица ее души, потерянная в потоках времени – блуждает по пустынному Азероту будущего. Окруженная вечной полночью, она навсегда утратила свет Элуны.",0.515514,0.433775,283,184,1884,4,3667,405,0,0,-1
Эхо Джайны,"Частица измученной души Джайны Праудмур была навечно заключена в осколках ее посоха. Чтобы восстановить дороги времени, необходимо победить это эхо. Но призрак гордой правительницы Терамора не утратил даже частицы своей разрушительной магической мощи. В этом мрачном будущем она проводит свое время в бесконечном ожидании...",0.495389,0.660817,285,184,1883,2,3641,402,0,0,-1
Дорнозму,"Некогда Дорнозму, ныне живущий вне времени, был великим Аспектом, Ноздорму Вневременным. Когда титаны показали ему его собственную смерть, Ноздорму пришел в отчаяние, и древние боги, воспользовавшись этой ситуацией, уговорили его попробовать найти способ избежать смерти. Ноздорму, поддавшись им, разбил дороги времени и создал драконов Бесконечности, тем самым поставив под угрозу само будущее Азерота...",0.484811,0.323013,289,184,1271,5,3675,406,0,0,-1
Перот'арн,"Как и многие его сородичи-высокорожденные, Перот'арн принес клятву верности Ксавию, получив взамен демоническую мощь. 

Мастер дьявольской магии Перот'арн, превращенный в сатира, стоит на страже дворца Азшары, командуя силами обороны Пылающего Легиона, готовый сокрушить любого, надеющегося помешать темному титану, Саргерасу, ступить на Азерот.",0.237485,0.482577,290,185,1272,1,4164,398,0,0,-1
