ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
67,Нападение на Громоборцев,Погибель колосса,"Мы можем отправить своих лучших бойцов в атаку на аванпост клана Громоборцев у Погибели колосса! Вперед, к победе.",0,0,0,0,2,3,1,3,10,824,0,101,0,11,28566,12,90,0,3600,0,0,65,200,0,0,0,1,1,0,0
73,Чистка уборной,Туалет,Не стоит заключать с уборщиком рискованные пари.,0,0,0,0,2,6,1,1,0,824,0,101,0,28,29014,29,90,0,300,0,86400,100,0,0,0,0,0,1,0,0
86,Припасы на корабле,Причал Вечерней Зари,"Возможно, нам стоит обыскать корабль, на котором мы уплыли из Танаанских джунглей – там наверняка найдется что-нибудь полезное!",0,0,0,0,2,3,1,1,5,824,0,106,0,26,26958,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
87,Ночной дозор,Периметр гарнизона,Вокруг гарнизона следует организовать постоянное патрулирование...,0,0,0,0,2,13,1,1,5,824,0,101,0,23,28319,20,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
88,Угроза с небес,Долина Лунных Цветов,На наши караваны нападают вороны Зашедшей Луны из Долины Лунных Цветов. Нужно возобновить поставку товаров!,0,0,0,0,2,3,1,1,0,824,0,106,0,15,28564,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
89,Атака на клан Призрачной Луны,Шаз'гул,Мы можем отправить своих лучших бойцов в атаку на аванпост клана Призрачной Луны в Шаз'гуле! За Альянс!,0,0,0,0,2,3,1,3,10,824,0,106,0,11,26960,28,90,0,3600,0,0,65,200,0,0,0,1,1,0,0
90,Волшебные друзья,Мерцающая топь,Волшебные аномалии угрожают популяции волшебных дракончиков Мерцающей топи. Это неприемлемо!,0,0,0,0,2,3,1,1,10,824,0,106,0,19,28565,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
91,Спасение рангари,Шаз'гул,Клан Призрачной Луны захватил в плен нескольких рангари и бойцов Альянса. Проникните на их базу и освободите пленников!,0,0,0,0,2,3,1,1,10,824,0,106,0,11,26963,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
107,Дикарский союз,Награнд,"Гронны и огры действуют сообща, чтобы атаковать с двух сторон. Мы должны остановить их, пока они не одолели нас.",0,0,0,0,2,3,1,3,15,824,0,104,0,29,32928,30,100,0,36000,0,129600,0,1500,0,0,0,0,1,0,0
108,Промышленный шпионаж,Горгронд,"Если в боевых машинах клана Черной горы есть слабые места, мы сможем их обезвредить. Прорвитесь туда и изучите машины на предмет уязвимостей.",0,0,0,0,2,3,1,3,15,824,0,103,0,11,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
109,"И когти, и клешни, и бивни",Горгронд,"Генезотавров смело можно считать одними из самых злобных созданий Дренора. Надо сдержать их, прежде чем они разойдутся из Горгронда в другие места.",0,0,0,0,2,3,1,3,15,824,0,103,0,20,32928,30,100,0,36000,0,129600,0,1500,0,0,0,0,1,0,0
110,Богомольные птички,Пики Арака,"Мы и хотели бы не трогать злобных араккоа, но, захватив их храм на пиках Арака, получим стратегическое преимущество.",0,0,0,0,2,3,1,3,15,824,0,107,0,14,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
111,Горящий Таладор,Таладор,"Абиссалы, приспешники Саргераса, рыщут по лесам Таладора и поджигают их. Нужно уничтожить негодяев, пока весь лес не превратился в пепел.",0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
112,В логово саблеронов,Пики Арака,"Многие из спасенных пленных дренеев пропали, и мы думаем, что в этом виноваты саблероны. Нужно узнать, что случилось – но прежде вооружитесь.",0,0,0,0,2,3,1,3,15,824,0,107,0,21,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
113,Авангард Пылающего Легиона,Таладор,"В Таладор вторгаются инферналы и стражи Скверны – видно, не заставит себя ждать и остальной Пылающий Легион. Нужно расправиться с врагами и попробовать узнать, откуда они пришли.",0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
114,Круговерчение Пустоты,Долина Призрачной Луны,"Повелители Бездны и призыватели Бездны, наводнившие Долину Призрачной Луны, явно кем-то призваны. Нужно найти и убить того, кто отвечает за это.",0,0,0,0,2,3,1,3,15,824,0,106,0,19,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
115,Твердые твари,Хребет Ледяного Огня,"На шкурах как у магнаронов, так и у горенов растут каменные пластины с магическими свойствами. Нужно собрать эти пластины для нас.",0,0,0,0,2,3,1,3,10,824,0,101,0,23,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
116,Союзники Железной Орды,Хребет Ледяного Огня,"Военачальники огров сильны и многочисленны, они – весьма полезные союзники Железной Орды. Нужно убедить их уйти – если придется, то и силой.",0,0,0,0,2,3,1,3,20,824,0,101,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
117,От топота копыт,Хребет Ледяного Огня,"Чтобы ослабить клан Громоборцев, надо уничтожить его самых яростных воинов – наездников на копытнях. Нужно отправиться в их лагерь и выпустить вражеских скакунов на волю.",0,0,0,0,2,3,1,3,10,824,0,101,0,11,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
118,Порча распространяется,Долина Призрачной Луны,"Магия Скверны поразила нескольких Древних в Долине Призрачной Луны. Их надо уничтожить, чтобы положить конец их буйству.",0,0,0,0,2,3,1,3,15,824,0,106,0,26,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
119,Сердце Железной Орды,Награнд,Клан Песни Войны – символ могущества Железной Орды. Нужно поджечь его лагерь под покровом ночи. Это ослабит боевой дух врага.,0,0,0,0,2,3,1,2,15,824,0,104,0,11,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
120,Засада саблеронов,Награнд,"Патрули сообщают, что на торговцев, идущих через Награнд, нападают блуждающие стаи саблеронов. Нужно найти их и убить.",0,0,0,0,2,3,1,2,10,824,0,104,0,29,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
125,Полетят перья,Пики Арака,Жрецы Когтя араккоа начали жертвовать дренеев своему богу Терокку. Нужно остановить их ритуал и освободить пленных.,0,0,0,0,2,3,1,2,20,824,0,107,0,14,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
126,Культ Саргераса,Таладор,"На окраине Таладора небольшая группа дренеев стала поклоняться Саргерасу. Нужно уничтожить этот культ, пока он не разросся.",0,0,0,0,2,3,1,2,10,824,0,105,0,26,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
127,К свободе!,Горгронд,"Огры-рабовладельцы пленили многих дренеев, изгнанных Железной Ордой. Отправь кого-нибудь в их лагерь и освободи пленных.",0,0,0,0,2,3,1,2,15,824,0,103,0,12,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
128,Обезглавливание,Награнд,"Без предводителя атака огров, о которой предупреждали наши шпионы, закончится провалом. Отправь убийцу, который устранит военачальника огров в Награнде.",0,0,0,0,2,3,1,3,10,824,0,104,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
129,Секреты Лунного Серпа,Долина Призрачной Луны,"Прочная кора генезотавров и ботани отлично подойдет нам для укрепления доспехов. Нужно сделать то, что необходимо.",0,0,0,0,2,3,1,3,10,824,0,106,0,20,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
130,Нашествие опустошителей,Пики Арака,"Вредители! Эти опустошители уже повсюду – в наших припасах, в наших казармах! Нужно уничтожить их гнездо на пиках Арака, пока они совсем нас не одолели.",0,0,0,0,2,3,1,2,15,824,0,107,0,15,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
131,Инфернальная ярость,Таладор,"Инферналов в Таладоре увидишь нечасто. Собственно, это нас вполне устраивает. Чем больше их умрет, тем лучше.",0,0,0,0,2,3,1,2,15,824,0,105,0,16,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
132,Взгляд василиска,Пики Арака,"Василиски превратили нескольких араккоа на пиках Арака в камень. Выглядит это жутковато, но сам камень очень ценен. Нужно собрать его со всей осторожностью.",0,0,0,0,2,3,1,2,0,824,0,107,0,15,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
133,Стихийная борьба,Хребет Ледяного Огня,Группа вонственных элементалей притязает на земли у нашего пути снабжения на хребте Ледяного Огня. Нужно убить их и забрать наши потерянные припасы.,0,0,0,0,2,3,1,2,0,824,0,101,0,18,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
135,Флора и фауна,Долина Призрачной Луны,"В Долине Призрачной Луны бесчинствует темная магия, порождающая безумных, противных природе существ. Нужно избавить их от страданий.",0,0,0,0,2,3,1,1,10,824,0,106,0,15,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
136,Меч против магии,Долина Призрачной Луны,"Заклинатели из клана Призрачной Луны экспериментируют с нестабильной магией Бездны у Телуунской обсерватории. Конечно, самое место.",0,0,0,0,2,3,1,1,10,824,0,106,0,11,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
137,Газонокосилка,Долина Призрачной Луны,"Только нужно быть начеку. Они выглядят милыми лишь до тех пор, пока не запрыгнут на тебя и не начнут вгрызаться в лицо.",0,0,0,0,2,3,1,1,10,824,0,106,0,26,31532,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
138,Холодновато,Хребет Ледяного Огня,"На равнинах в последнее время холодней, чем обычно. Нужно узнать, чем вызвано похолодание, пока оно не привело к жертвам.",0,0,0,0,2,3,1,1,10,824,0,101,0,18,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
139,Морозная свежесть,Хребет Ледяного Огня,"На хребте Ледяного Огня полно элементалей. Горены любят их поедать, а все, что едят горены, передает им свою силу. Так не годится.",0,0,0,0,2,3,1,1,10,824,0,101,0,23,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
140,Владыка войны,Хребет Ледяного Огня,"Огры Кровавого Молота начали набеги на аванпосты Орды, из-за чего мы теряем бойцов и припасы. Вероятно, за этим стоит их новый военачальник.",0,0,0,0,2,3,1,1,10,824,0,101,0,12,31531,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
141,Многолетняя мука,Долина Призрачной Луны,"Пора срубить несколько древних деревьев – но только те, что испорчены демонами! Остальные можно обнять, если хочется.",0,0,0,0,2,3,1,1,10,824,0,106,0,20,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
142,Дворфы – наше все!,Долина Призрачной Луны,Войска клана Призрачной Луны похитили шамана из клана Громового Молота у Нечистых лесов. Нужно спасти нашего безрассудного союзника и покарать орков.,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
143,Воющая Бездна,Долина Призрачной Луны,"Нам сообщают, что орки из клана Призрачной Луны рыщут по Сумрачной роще, окутывая все мерзкой магией. Нужно прервать их темные ритуалы любой ценой.",0,0,0,0,2,3,1,1,10,824,0,106,0,19,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
144,Громоотвод,Хребет Ледяного Огня,Охотничьи отряды клана Громоборцев были замечены на севере. Нужно устроить засаду на утесах и показать им мощь настоящей Орды!,0,0,0,0,2,3,1,1,10,824,0,101,0,11,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
145,Тень под нами,Хребет Ледяного Огня,"Совет Теней угнездился в лабиринте пещер к западу от гарнизона. Нельзя допустить, чтобы он закрепился здесь!",0,0,0,0,2,3,1,1,10,824,0,101,0,23,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
146,Борьба с рилаками,Хребет Ледяного Огня,"Убивая взрослых рилаков, мы ничуть не уменьшили их поголовье. Нужно разыскать их гнезда и задавить угрозу в зародыше.",0,0,0,0,2,3,1,1,10,824,0,101,0,15,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
147,Бедствия Древних,Горгронд,"Странная болезнь распространяется среди Древних Горгронда и сводит их с ума. Нужно уничтожить их, пока зараза не распространилась дальше.",0,0,0,0,2,3,1,1,10,824,0,103,0,20,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
148,Черные дни Черной горы,Горгронд,"Разведчики обнаружили карту тайников клана Черной горы, скрытых по всему Горгронду. Уничтожив их, мы нанесем врагу сильнейший удар.",0,0,0,0,2,3,1,1,10,824,0,103,0,11,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
149,Жадные генезотавры,Горгронд,Горгрондские генезотавры исчерпали всю добычу на своей территории и теперь наведываются за едой в ближайшие дренейские лагеря. Нужно атаковать их и увести оттуда.,0,0,0,0,2,3,1,1,10,824,0,103,0,20,31533,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
150,Мелкая пакость,Горгронд,"Неподалеку в очень богатом карьере обосновалась группа горенов. Надо изгнать их оттуда, если мы хотим использовать этот карьер в будущем.",0,0,0,0,2,3,1,1,10,824,0,103,0,22,27786,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
151,Вредные малые гронны,Горгронд,"Малые гронны по-прежнему мешают нам закрепиться в Горгронде. Надо проредить их ряды, иначе ничего не выйдет.",0,0,0,0,2,3,1,1,10,824,0,103,0,21,27786,34,93,0,1800,0,86400,35,400,0,0,0,0,1,0,0
152,"Чем ближе, тем лучше",Горгронд,"Осадные орудия Железной Орды смертельно опасны на расстоянии, но вблизи уязвимы. Пожалуй, стоит атаковать их небольшим отрядом.",0,0,0,0,2,3,1,1,10,824,0,103,0,11,31534,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
153,Шныряющие шиваны,Таладор,"На окраинах Таладора обнаружены шиваны. Возможно, это первая волна вторжения Пылающего Легиона. Есть все основания для расследования.",0,0,0,0,2,3,1,1,10,824,0,105,0,11,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
154,Аппетит к сталактитам,Таладор,"Пещера под заселенной частью Таладора грозит обрушиться из-за неуемного аппетита обитающих в ней горенов. Надо защитить тех, кто наверху.",0,0,0,0,2,3,1,2,10,824,0,105,0,26,27787,34,94,0,1800,0,86400,35,500,0,0,0,0,1,0,0
155,Пастырь и паства,Таладор,Авторитетный верховный жрец араккоа призывает свою паству грабить ближайшие поселения во имя Терокка. Мы должны защитить союзников.,0,0,0,0,2,3,1,1,10,824,0,105,0,14,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
156,Призыв к действию,Таладор,Абсолютная власть развращает – и поэтому абсолютно необходимо устранить могущественную чернокнижницу. Ликвидировать с особой жестокостью.,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27788,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
157,"Хулиганству – ""нет!""",Таладор,"От Азерота до Дренора – хулиганы и их дружки везде одинаковы. Нужно показать нашим новым ""товарищам"", как мы поступаем с такими на Азероте.",0,0,0,0,2,3,1,1,10,824,0,105,0,12,27788,19,95,0,1800,0,86400,35,600,0,0,0,0,1,0,0
158,Останется только один,Таладор,"Огронов называют воплощением жестокости, но я слышал то же самое и о твоих союзниках. Давай выясним, чье прозвище правдивее.",0,0,0,0,2,3,1,1,10,824,0,105,0,17,31535,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
159,Боль во благо,Пики Арака,"Орки клана Изувеченной Длани приветствуют боль – по их словам, она делает их сильней. Вот и нужно сделать их очень сильными. А потом очень мертвыми.",0,0,0,0,2,3,1,1,10,824,0,107,0,11,27789,43,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
160,Смерть Бледнокожим,Пики Арака,"Бледнокожие – мерзкие, трусливые отродья, но даже падальщики могут быть опасны, если их много. Впрочем, вопрос количества легко решается, не так ли?",0,0,0,0,2,3,1,2,10,824,0,107,0,21,27789,19,96,0,2700,0,86400,35,700,0,0,0,0,1,0,0
161,Давить жуков,Пики Арака,"Опустошители быстро размножаются и пожирают все. Как сверчки. А еще они смертельно опасны, и размером с лошадей. В отличие от сверчков.",0,0,0,0,2,3,1,1,10,824,0,107,0,15,27789,19,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
162,Вороватые рилаки,Пики Арака,Наш скот пропал. Следы указывают на рилаков. Нужно расправиться с ними. И не стоит их недооценивать.,0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,5400,0,86400,35,800,0,0,0,0,1,0,0
163,Удар за ударом,Пики Арака,"Злобный крылатый змей, судя по всему, действует по приказу своего невидимого хозяина, ослабляя нашу оборону. Нужно найти злодея и уничтожить.",0,0,0,0,2,3,1,1,10,824,0,107,0,15,27790,19,97,0,2700,0,86400,35,800,0,0,0,0,1,0,0
164,Грязная игра,Пики Арака,"Похоже, наши информаторы из клана Изувеченной Длани оказались двойными агентами. Нужно организовать тайную встречу и ликвидировать их.",0,0,0,0,2,3,1,1,10,824,0,107,0,11,31536,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
165,Защита от перенапряжения,Награнд,Вытягивающие энергию духи воды – головная боль наших заклинателей. Пора бы помочь им.,0,0,0,0,2,3,1,1,10,824,0,104,0,19,27791,19,98,0,7200,0,86400,35,900,0,0,0,0,1,0,0
166,Последний ритуал,Награнд,"Наша недавняя всеобщая летаргия вызвана, судя по всему, вмешательством колдунов из клана Верховного Молота. Нужно найти их и положить конец их таинственным ритуалам.",0,0,0,0,2,3,1,2,10,824,0,104,0,12,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
167,Лебединая Песня Войны,Награнд,"Шаманы из клана Песни Войны задействовали заклинание, чтобы разверзнуть почву у нас под ногами! Нужно убить их всех, пока не истечет время в песочных часах!",0,0,0,0,2,3,1,1,10,824,0,104,0,11,31537,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
168,Огроубийство,Награнд,"Воители огров построились в боевой порядок и кричат, что ""уничтожат чужаков"". Интересно, это они про нас?",0,0,0,0,2,3,1,1,10,824,0,104,0,12,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
169,Сильное желание,Награнд,Орки клана Пылающего Клинка нападают на охотников за сокровищами в Ошу'гуне и забирают их кристаллы. Не готовятся ли они к какому-нибудь темному ритуалу?,0,0,0,0,2,3,1,2,10,824,0,104,0,26,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
170,Унесенные гроннами,Награнд,"Наши разведчики исчезли без следа! В последний раз их видели на пути в земли гроннов. Нужно узнать, что с ними случилось.",0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
171,Беспокойные духи,Долина Призрачной Луны,"Долину Призрачной Луны наводняют духи орков, полные ярости и гнева. Пока мы не успокоим их навечно, покоя не будет никому.",0,0,0,0,2,3,1,1,10,824,0,106,0,26,33098,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
172,Эффект наблюдателя,Хребет Ледяного Огня,"Орки клана Громоборцев осмелели – их разведчики следуют за отрядами Орды, почти не таясь и ничего не боясь. Такая наглость заслуживает подобающих мер.",0,0,0,0,2,3,1,1,10,824,0,101,0,11,33097,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
173,Скверные стручлинги,Долина Призрачной Луны,"Своенравные стручлинги украли у нас ящик с эликсирами роста. Нужно забрать эти зелья, пока воры их не выпили и не начали буйствовать.",0,0,0,0,2,3,1,1,0,824,0,106,0,26,33098,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
174,Разведданные клана Черной горы,Хребет Ледяного Огня,"Через эти земли идут посланники клана Черной горы. Какие бы письма они не несли, для нас они могут оказаться поистине бесценными.",0,0,0,0,2,3,1,1,0,824,0,101,0,11,33097,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
175,Оковы тяжкие падут,Горгронд,Огры-рабовладельцы угоняют наших союзников и заставляют биться на аренах. Нужно притвориться гладиатором-добровольцем и освободить пленных.,0,0,0,0,2,3,1,1,0,824,0,103,0,12,27788,19,92,0,2700,0,86400,50,300,0,0,0,0,1,0,0
176,Страшная тайна огронов,Горгронд,"Мы знаем, что скоро на нас нападут огроны – они сами нам сказали. Ну да, мозги – не их сильная сторона. Нужно остановить их, пока они не успели навредить как следует.",0,0,0,0,2,3,1,1,0,824,0,103,0,22,27788,19,93,0,2700,0,86400,35,400,0,0,0,0,1,0,0
177,"Все, что блестит",Таладор,"Если взять богатство у покойного – это не воровство. Беда в том, что один могущественный волшебник араккоа этого не знает. Нужно сообщить ему.",0,0,0,0,2,3,1,1,0,824,0,105,0,14,27788,19,94,0,2700,0,86400,35,500,0,0,0,0,1,0,0
178,Крошшеры – в крошки,Таладор,Крошшеры Железной Орды изничтожают леса Таладора. А это позволено только нам.,0,0,0,0,2,3,1,1,10,824,0,105,0,26,27788,19,95,0,2700,0,86400,35,600,0,0,0,0,1,0,0
