SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2613,0,-1,3,3326
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (110)|n|cFFFFD200Цена: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2614,0,-1,3,3328
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча|n|n|cFFFFD200Сбор: |rзалежи ресурсов,2615,0,0,0,3330
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (130)|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2616,0,-1,3,3331
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (135)|n|cFFFFD200Цена: |r35|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2617,0,-1,3,3333
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2618,0,0,0,3334
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2619,0,0,0,3336
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (125)|n|cFFFFD200Цена: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2620,0,-1,3,3337
|cFFFFD200Учитель профессии: |rклассическая алхимия (110)|n|cFFFFD200Цена: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2621,0,-1,3,3447
|cFFFFD200Учитель профессии: |rклассическая алхимия (165)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2622,0,-1,3,3448
|cFFFFD200Учитель профессии: |rклассическая алхимия (165)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2623,0,-1,3,3449
|cFFFFD200Учитель профессии: |rклассическая алхимия (175)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t55|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2624,0,-1,3,3450
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2625,0,0,0,3451
|cFFFFD200Учитель профессии: |rклассическая алхимия (160)|n|cFFFFD200Цена: |r90|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2626,0,-1,3,3452
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2627,0,0,0,3453
|cFFFFD200Торговец: |rБро'кин|n|cFFFFD200Зона: |rпредгорья Хилсбрада|n|cFFFFD200Цена: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2628,0,-1,2,3454
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (105)|n|cFFFFD200Цена: |r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2630,0,-1,3,3491
|cFFFFD200Торговец: |rторговцы в игровых зонах|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2631,0,-1,2,3492
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2632,0,0,0,3493
"|cFFFFD200Торговец: |rверховный адмирал ""Ракушечник"" Йоррик|n|cFFFFD200Зона: |rЗападный край|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Торговец: |rМууран|n|cFFFFD200Зона: |rПустоши|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",2633,0,0,2,3494
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2634,0,0,0,3495
|cFFFFD200Торговец: |rЗарена Кромвинд|n|cFFFFD200Зона: |rмыс Тернистой долины|n|cFFFFD200Цена: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2635,0,-1,2,3496
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2636,0,0,0,3497
|cFFFFD200Торговец: |rЖаклина Драмет|n|cFFFFD200Зона: |rСеверная Тернистая долина|n|cFFFFD200Цена: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Торговец: |rВхарр|n|cFFFFD200Зона: |rСеверная Тернистая долина|n|cFFFFD200Цена: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2637,0,-1,2,3498
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2638,0,0,0,3500
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (165)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2639,0,-1,3,3501
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (170)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2640,0,-1,3,3502
|cFFFFD200Торговец: |rКринкель Сталлер|n|cFFFFD200Зона: |rТанарис|n|cFFFFD200Цена: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Торговец: |rКринкель Сталлер|n|cFFFFD200Зона: |rТанарис|n|cFFFFD200Цена: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2641,0,-1,2,3503
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2642,0,0,0,3504
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2643,0,0,0,3505
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (155)|n|cFFFFD200Цена: |r77|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2644,0,-1,3,3506
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2645,0,0,0,3507
|cFFFFD200Учитель профессии: |rклассическое кузнечное дело (180)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t80|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2646,0,-1,3,3508
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2647,0,0,0,3511
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2648,0,0,0,3513
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2649,0,0,0,3515
|cFFFFD200Учитель профессии: |rклассическое горное дело (125)|n|cFFFFD200Цена: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2652,0,-1,3,3569
|cFFFFD200Учитель профессии: |rклассическое кожевничество (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2655,0,-1,3,3753
|cFFFFD200Учитель профессии: |rклассическое кожевничество (55)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2656,0,-1,3,3756
|cFFFFD200Учитель профессии: |rклассическое кожевничество (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2657,0,-1,3,3759
|cFFFFD200Учитель профессии: |rклассическое кожевничество (150)|n|cFFFFD200Цена: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2658,0,-1,3,3760
|cFFFFD200Учитель профессии: |rклассическое кожевничество (85)|n|cFFFFD200Цена: |r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2659,0,-1,3,3761
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча|n|n|cFFFFD200Сбор: |rзалежи ресурсов,2660,0,0,0,3762
|cFFFFD200Учитель профессии: |rклассическое кожевничество (80)|n|cFFFFD200Цена: |r4|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2661,0,-1,3,3763
|cFFFFD200Учитель профессии: |rклассическое кожевничество (145)|n|cFFFFD200Цена: |r52|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2662,0,-1,3,3764
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2663,0,0,0,3765
|cFFFFD200Учитель профессии: |rклассическое кожевничество (125)|n|cFFFFD200Цена: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2664,0,-1,3,3766
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча|n|n|cFFFFD200Сбор: |rзалежи ресурсов,2665,0,0,0,3767
|cFFFFD200Учитель профессии: |rклассическое кожевничество (130)|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2666,0,-1,3,3768
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2667,0,0,0,3769
|cFFFFD200Учитель профессии: |rклассическое кожевничество (135)|n|cFFFFD200Цена: |r35|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2668,0,-1,3,3770
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2669,0,0,0,3771
|cFFFFD200Торговец: |rДжордж Кандарте|n|cFFFFD200Зона: |rпредгорья Хилсбрада|n|cFFFFD200Цена: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2670,0,0,2,3772
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2671,0,0,0,3773
|cFFFFD200Учитель профессии: |rклассическое кожевничество (160)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2672,0,-1,3,3774
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2673,0,0,0,3775
|cFFFFD200Учитель профессии: |rклассическое кожевничество (180)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t80|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2674,0,-1,3,3776
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2675,0,0,0,3777
|cFFFFD200Торговец: |rРиккиз|n|cFFFFD200Зона: |rмыс Тернистой долины|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2676,0,-1,2,3778
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rслучайная добыча,2677,0,0,0,3779
|cFFFFD200Учитель профессии: |rклассическое кожевничество (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2678,0,-1,3,3816
|cFFFFD200Учитель профессии: |rклассическое кожевничество (100)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2679,0,-1,3,3817
|cFFFFD200Учитель профессии: |rклассическое кожевничество (150)|n|cFFFFD200Цена: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2680,0,-1,3,3818
|cFFFFD200Учитель профессии: |rклассическое кожевничество (150)|n|cFFFFD200Цена: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2681,0,-1,3,3780
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (10)|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2687,0,-1,3,2385
|cFFFFD200Источник: |rсущества в мире|n|n|cFFFFD200Сокровище: |rЗапределье,2688,0,0,0,2389
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (65)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2689,0,-1,3,2386
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (40)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2690,0,-1,3,2392
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2691,0,-1,3,2393
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (40)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2692,0,-1,3,2394
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (60)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2693,0,-1,3,2397
|cFFFFD200Учитель профессии: |rклассическое портняжное дело (70)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2694,0,-1,3,2395
