ID,Name_lang,Name1_lang,Mask_ID,Flags
89,Пророк %s,Пророчица %s,57,0
90,%s Тлетворный,%s Тлетворная,58,0
91,Хищник %s,Хищница %s,59,0
92,%s из Черного Клинка,%s из Черного Клинка,60,0
93,Верховный маг %s,Верховный маг %s,61,0
94,Воевода %s,Воевода %s,62,0
95,Ассасин %s,Ассасин %s,63,0
96,Великий алхимик %s,Великий алхимик %s,64,0
97,Великий кузнец %s,Великий кузнец %s,65,0
98,Великий шеф-повар %s,Великий шеф-повар %s,66,0
99,Великий зачаровыватель %s,Великая зачаровывательница %s,67,0
100,Великий инженер %s,Великий инженер %s,68,0
101,Доктор %s,Доктор %s,69,0
102,Великий рыболов %s,Великий рыболов %s,70,0
103,Великий травник %s,Великая травница %s,71,0
104,Великий начертатель %s,Великая начертательница %s,72,0
105,Великий ювелир %s,Великий ювелир %s,73,0
106,Великий кожевник %s,Великая кожевница %s,74,0
107,Великий мастер горного дела %s,Великий мастер горного дела %s,75,0
108,Великий мастер снятия шкур %s,Великий мастер снятия шкур %s,76,0
109,Великий портной %s,Великий портной %s,77,0
110,Боец %s,Боец %s,78,0
111,Ужасающий гладиатор %s,Ужасающий гладиатор %s,79,0
112,Зловещий гладиатор %s,Зловещий гладиатор %s,80,0
113,%s Гномреганский,%s Гномреганская,81,0
114,%s Львиное Сердце,%s Львиное Сердце,82,0
115,"%s, защитник Элуны","%s, защитница Элуны",83,0
116,"%s, герой Оргриммара","%s, героиня Оргриммара",84,0
117,"%s, хозяин лугов","%s, хозяйка лугов",85,0
118,%s из Черного Копья,%s из Черного Копья,86,0
119,%s Отрекшийся,%s Отрекшаяся,87,0
120,"%s, искатель магии","%s, искательница магии",88,0
121,"%s, покоритель сумрака","%s, покорительница сумрака",89,0
122,"%s, завоеватель Наксрамаса","%s, завоевательница Наксрамаса",90,0
123,"%s, герой Нордскола","%s, герой Нордскола",91,0
124,Тыквер %s,Тыквер %s,92,0
125,Хранитель мудрости %s,Хранительница мудрости %s,93,0
126,"%s, сын Альянса","%s, дочь Альянса",94,0
127,"%s, сын Орды","%s, дочь Орды",95,0
128,%s Всепобеждающий,%s Всепобеждающая,96,0
129,"%s, защитник ледяных пустошей","%s, защитница ледяных пустошей",97,0
130,Посланник %s,Посланница %s,98,0
131,"%s, Серебряный защитник","%s, Серебряная защитница",99,0
132,"%s, защитник Кенария","%s, защитница Кенария",100,0
133,Хмелевар %s,Хмелевар %s,101,0
134,Весельчак %s,Хохотушка %s,102,0
135,Безумно влюбленный %s,Безумно влюбленная %s,103,0
137,Благодетельница %s,Благодетельница %s,104,0
138,Благодетель %s,Благодетель %s,105,0
139,Покоритель Обсидианового святилища %s,Покорительница Обсидианового святилища %s,106,0
140,Сумеречный %s,Сумеречная %s,107,0
141,%s Бессмертный,%s Бессмертная,108,0
142,Неумирающий %s,Неумирающая %s,109,0
143,%s Дженкинс,%s Дженкинс,110,0
144,Адмирал Кровавого Паруса %s,Адмирал Кровавого Паруса %s,111,0
145,%s Чокнутый,%s Чокнутая,112,0
146,%s Экзодарский,%s Экзодарская,113,0
147,%s Дарнасский,%s Дарнасская,114,0
148,%s Стальгорнский,%s Стальгорнская,115,0
149,%s Штормградский,%s Штормградская,116,0
150,%s Оргриммарский,%s Оргриммарская,117,0
151,%s Сен'джинский,%s Сен'джинская,118,0
152,%s из Луносвета,%s из Луносвета,119,0
153,%s из Громового Утеса,%s из Громового Утеса,120,0
154,%s из Подгорода,%s из Подгорода,121,0
155,Чудесный %s,Чудесная %s,122,0
156,Крестоносец %s,Крестоносец %s,123,0
157,Смертоносный гладиатор %s,Смертоносный гладиатор %s,56,0
158,"%s, победивший смерть","%s, победившая смерть",124,0
159,"%s, небесный заступник","%s, небесная заступница",125,0
160,"%s, завоеватель Ульдуара","%s, завоевательница Ульдуара",126,0
161,"%s, защитник Ульдуара","%s, защитница Ульдуара",127,0
163,Покоритель %s,Покорительница %s,128,2
164,"%s, говорящий со звездами","%s, говорящая со звездами",129,0
165,"%s, звездный скиталец","%s, звездная скиталица",130,0
166,"%s, посланник титанов","%s, посланница титанов",131,0
167,Гневный гладиатор %s,Гневный гладиатор %s,132,0
168,Странник %s,Странница %s,133,0
169,Неумолимый гладиатор %s,Неумолимый гладиатор %s,134,0
170,Великий крестоносец %s,Великий крестоносец %s,135,0
171,"%s, Серебряный заступник","%s, Серебряная заступница",136,0
172,%s Терпеливый,%s Терпеливая,137,0
173,"%s, Сияние Рассвета","%s, Сияние Рассвета",138,0
174,"%s, победивший падшего Короля","%s, победившая падшего Короля",139,0
175,"%s, свергнувший Короля","%s, свергнувшая Короля",140,0
176,%s из Пепельного союза,%s из Пепельного союза,141,0
177,Разгневанный гладиатор %s,Разгневанный гладиатор %s,142,0
188,"%s, убийца глупых, неумелых и никчемных прислужников","%s, убийца глупых, неумелых и никчемных прислужников",147,0
189,Магистр %s,Магистр %s,148,0
190,Доцент %s,Доцент %s,149,0
191,Профессор %s,Профессор %s,150,0
193,"%s, ветеран Альянса","%s, ветеран Альянса",152,0
194,"%s, ветеран Орды","%s, ветеран Орды",153,0
195,Рядовой %s,Рядовой %s,154,0
196,Капрал %s,Капрал %s,155,0
197,Сержант %s,Сержант %s,156,0
198,Старший сержант %s,Старший сержант %s,157,0
199,Старшина %s,Старшина %s,158,0
200,Рыцарь %s,Рыцарь %s,159,0
201,Рыцарь-лейтенант %s,Рыцарь-лейтенант %s,160,0
202,Рыцарь-капитан %s,Рыцарь-капитан %s,161,0
203,Рыцарь-защитник %s,Рыцарь-защитник %s,162,0
204,Лейтенант-командор %s,Лейтенант-командор %s,163,0
205,Командор %s,Командор %s,164,0
206,Маршал %s,Маршал %s,165,0
207,Фельдмаршал %s,Фельдмаршал %s,166,0
208,Главнокомандующий %s,Главнокомандующий %s,167,0
209,Разведчик %s,Разведчица %s,168,0
210,Рубака %s,Рубака %s,169,0
211,Сержант %s,Сержант %s,170,0
212,Старший сержант %s,Старший сержант %s,171,0
213,Старшина %s,Старшина %s,172,0
214,Каменный страж %s,Каменный страж %s,173,0
215,Кровавый страж %s,Кровавая стражница %s,174,0
216,Легионер %s,Легионер %s,175,0
217,Центурион %s,Центурион %s,176,0
218,Защитник %s,Защитница %s,177,0
219,Генерал-лейтенант %s,Генерал-лейтенант %s,178,0
220,Генерал %s,Генерал %s,179,0
221,Полководец %s,Полководец %s,180,0
222,Верховный полководец %s,Верховный полководец %s,181,0
223,"%s, герой Альянса","%s, герой Альянса",182,0
224,"%s, герой Орды","%s, герой Орды",183,0
225,%s Кровожадный,%s Кровожадная,184,0
226,"%s, владыка Четырех Ветров","%s, владычица Четырех Ветров",151,0
227,"%s, защитник расколотого мира","%s, защитница расколотого мира",185,0
228,Истребитель драконов %s,Истребительница драконов %s,186,0
229,"%s, Гроза черных драконов","%s, Гроза черных драконов",187,0
258,"%s, погонщик верблюдов","%s, погонщица верблюдов",143,0
259,Вестник войны %s,Вестница войны %s,144,0
260,Вестник битв %s,Вестница битв %s,145,0
266,"%s, благословенный защитник Нордрассила","%s, благословенная защитница Нордрассила",146,0
267,Хиджальский мститель %s,Хиджальская мстительница %s,188,0
276,"%s, Сокрушающий пламя","%s, Сокрушающая пламя",189,0
278,Повелитель огня %s,Повелительница огня %s,190,0
279,Яростный гладиатор %s,Яростный гладиатор %s,191,0
280,Беспощадный гладиатор %s,Беспощадный гладиатор %s,192,0
281,Гладиатор Катаклизма %s,Гладиатор Катаклизма %s,193,0
285,Спаситель Азерота %s,Спасительница Азерота %s,194,0
287,"%s, Погибель Разрушителя","%s, Погибель Разрушителя",196,0
303,Фермер %s,Фермер %s,195,0
308,Обожаемый %s,Обожаемая %s,197,0
309,%s Бесстрашный,%s Бесстрашная,198,0
310,Зоолог %s,Зоолог %s,199,0
311,Охотник за сокровищами %s,Охотница за сокровищами %s,200,0
314,%s Неустрашимый,%s Неустрашимая,201,0
315,"%s, Следующий Пути","%s, Следующая Пути",202,0
316,%s Умиротворяющий,%s Умиротворяющая,203,0
317,Исследователь подземелий %s,Исследовательница подземелий %s,204,0
318,Шадо-мастер %s,Шадо-мастер %s,205,0
319,Субботолог %s,Субботолог %s,206,0
320,Укротитель %s,Укротительница %s,207,0
321,Искатель знаний %s,Искательница знаний %s,208,0
333,Боец %s,Боец %s,209,2
338,%s Пробудитель,%s Пробудительница,218,0
340,Хан %s,Хатан %s,220,0
341,"%s, остановивший бурю","%s, остановившая бурю",221,0
342,"%s, обуздавший грозу","%s, обуздавшая грозу",222,0
343,Злонравный гладиатор %s,Злонравный гладиатор %s,223,0
344,Рекрут подрывного отряда %s,Рекрут подрывного отряда %s,224,4
347,Диверсант подрывного отряда %s,Диверсант подрывного отряда %s,226,4
348,Дрессировщик %s,Дрессировщица %s,227,0
349,"%s, повстанец из Черного Копья","%s, повстанец из Черного Копья",228,0
350,Суровый %s,Суровая %s,229,0
351,"%s, расколовший Орду","%s, расколовшая Орду",230,0
354,%s Отравленный Разум,%s Отравленный Разум,231,0
355,%s Кровожадный,%s Кровожадная,232,0
356,%s Саранча,%s Саранча,233,0
357,%s Хранитель Роя,%s Хранительница Роя,234,0
358,%s Первейший,%s Первейшая,235,0
359,%s Манипулятор,%s Манипулятор,236,0
360,%s Разрезатель,%s Разрезатель,237,0
361,%s Проницательный,%s Проницательная,238,0
362,%s Рассекающий Ветер,%s Рассекающая Ветер,239,0
365,Безумный кошатник %s,Безумная кошатница %s,240,0
366,"%s, защитник Стены","%s, защитница Стены",241,0
367,Убийца могу %s,Убийца могу %s,242,0
368,Ткач пламени %s,Ткач пламени %s,243,0
369,Командир Алого ордена %s,Командир Алого ордена %s,244,0
370,Темный магистр %s,Темный магистр %s,245,0
371,Очищенный защитник %s,Очищенная защитница %s,246,0
372,Герой осады %s,Героиня осады %s,247,0
373,Буйный хмелевар %s,Буйная хмелеварша %s,248,0
374,Нефритовый защитник %s,Нефритовая защитница %s,249,0
377,Безумный кошатник %s,Безумная кошатница %s,252,0
378,Бездушный гладиатор %s,Бездушный гладиатор %s,253,0
379,Гордый гладиатор %s,Гордый гладиатор %s,254,0
382,"%s, завоеватель Оргриммара","%s, завоевательница Оргриммара",211,0
383,"%s, освободитель Оргриммара","%s, освободительница Оргриммара",212,0
384,"%s, победивший Адского Крика","%s, победившая Адского Крика",214,0
385,"%s, испытанный боец","%s, испытанный боец",215,0
386,"%s, испытанный защитник","%s, испытанный защитник",216,0
387,"%s, испытанный целитель","%s, испытанный целитель",219,0
388,Деспотичный гладиатор %s,Деспотичный гладиатор %s,225,0
389,Созерцатель огня %s,Созерцательница огня %s,251,0
390,"%s, странник туманов","%s, странница туманов",255,0
391,%s из Мрачной Жатвы,%s из Мрачной Жатвы,256,0
392,Дровосек %s,Дровосек %s,257,0
393,Дроворуб %s,Дроворуб %s,258,0
394,Боевой дровосек %s,Боевой дровосек %s,259,0
395,Архитектор %s,Архитектор %s,260,0
397,Чемпион Крови %s,Чемпионка Крови %s,261,0
398,Человекоубийца %s,Человекоубийца %s,262,0
399,Погибель гномов %s,Погибель гномов %s,263,0
400,Преследователь дворфов %s,Преследовательница дворфов %s,264,0
401,Охотник на воргенов %s,Охотница на воргенов %s,265,0
402,Бич калдорай %s,Бич калдорай %s,266,0
403,Уничтожитель дренеев %s,Уничтожительница дренеев %s,267,0
404,Ужас Тушуй %s,Ужас Тушуй %s,268,0
406,Полководец Дренора %s,Полководец Дренора %s,269,0
407,Мясник %s,Мясник %s,270,0
408,Истребитель орков %s,Истребительница орков %s,271,0
409,Ловчий смерти %s,Ловчая смерти %s,272,0
410,Разоритель Кезана %s,Разорительница Кезана %s,273,0
411,Охотник на троллей %s,Охотница на троллей %s,274,0
412,Убийца син'дорай %s,Убийца син'дорай %s,275,0
413,Кошмар Хоцзинь %s,Кошмар Хоцзинь %s,276,0
414,Смотритель стойл %s,Смотрительница стойл %s,277,0
415,Король воронов %s,Король воронов %s,278,0
416,Королева воронов %s,Королева воронов %s,279,0
417,"%s, Ужас Мельницы Таррен","%s, Ужас Мельницы Таррен",280,0
418,Рубака Южнобережья %s,Рубака Южнобережья %s,281,0
419,%s из клана Северных Волков,%s из клана Северных Волков,282,0
420,Прелат %s,Прелат %s,283,0
421,"""Борец за охрану природы"" %s","""Борец за охрану природы"" %s",284,0
422,"%s, Копье Вол'джина","%s, Копье Вол'джина",285,0
423,"%s, Меч Ринна","%s, Меч Ринна",286,0
424,Пересмешник %s,Пересмешница %s,287,0
425,Миротворец %s,Миротворица %s,288,0
426,%s из Железного Авангарда,%s из Железного Авангарда,289,0
428,Неукротимый %s,Неукротимая %s,290,0
429,Мастер горного дела %s,Мастер горного дела %s,291,0
430,Начальник порта %s,Начальница порта %s,292,0
431,Хранитель душ %s,Хранительница душ %s,293,0
432,Наследник Рухмар %s,Наследница Рухмар %s,294,0
433,Духостранник %s,Духостранница %s,295,0
434,Владыка Черной горы %s,Владыка Черной горы %s,296,0
435,Владычица Черной горы %s,Владычица Черной горы %s,297,0
436,Аметистовый страж %s,Аметистовый страж %s,298,0
437,"%s, Крушитель Мрачных Путей","%s, Крушительница Мрачных Путей",299,0
438,Свирепый герой %s,Свирепая героиня %s,300,0
439,"%s, Железная Погибель","%s, Железная Погибель",301,0
440,Владыка войны %s,Владыка войны %s,302,0
441,Владычица войны %s,Владычица войны %s,303,0
442,"%s, Сумерки Империи","%s, Сумерки Империи",304,0
443,Искусник %s,Искусница %s,305,0
444,"%s, Легенда Пандарии","%s, Легенда Пандарии",306,0
445,Полевой фотограф %s,Полевой фотограф %s,307,0
446,Необузданный гладиатор %s,Необузданный гладиатор %s,308,0
447,"%s, страж Альянса","%s, стражница Альянса",309,0
448,"%s, защитник Альянса","%s, защитница Альянса",310,0
449,"%s, солдат Альянса","%s, солдат Альянса",311,0
450,"%s, страж Орды","%s, стражница Орды",312,0
451,"%s, защитник Орды","%s, защитница Орды",313,0
452,"%s, солдат Орды","%s, солдат Орды",314,0
453,Дикий гладиатор %s,Дикий гладиатор %s,315,0
454,Воинственный гладиатор %s,Воинственный гладиатор %s,316,0
455,Капитан %s,Капитан %s,317,0
456,%s из джунглей,%s из джунглей,318,0
457,"%s, Погибель Осквернителя","%s, Погибель Осквернителя",319,0
458,Иллидари %s,Иллидари %s,344,0
462,Верховный лорд %s,Верховная леди %s,345,0
463,Истребитель %s,Истребительница %s,320,0
464,%s Достойный,%s Достойная,321,0
465,%s Прославленный,%s Прославленная,322,0
466,%s Неумолимый,%s Неумолимая,323,0
468,"%s, Связанный Честью","%s, Связанная Честью",325,0
469,"%s, Покровитель войны","%s, Покровительница войны",326,0
470,Верховный друид %s,Верховный друид %s,327,0
471,Владыка смерти %s,Владычица смерти %s,328,0
472,Великий мастер %s,Великий мастер %s,329,0
473,Мастер-убийца %s,Мастер-убийца %s,330,0
474,"%s, Властелин поводьев","%s, Владычица поводьев",331,0
475,"%s, хранитель Г'ханира","%s, хранительница Г'ханира",332,0
476,Землекоп %s,Землекоп %s,333,0
477,Стиляга %s,Стиляга %s,334,0
478,Верховный следопыт %s,Верховный следопыт %s,335,0
479,Предсказатель %s,Предсказательница %s,336,0
480,Повелитель Пустоты %s,Повелительница Пустоты %s,337,0
481,Теневой клинок %s,Теневой клинок %s,338,0
482,Верховный жрец %s,Верховная жрица %s,339,0
483,Полевой врач %s,Полевой врач %s,340,0
484,%s Дремлющий,%s Дремлющая,341,0
485,"%s, Воплощение мести","%s, Воплощение мести",342,0
486,%s Легковерный,%s Легковерная,343,0
489,"%s, Отмщение Когтя","%s, Отмщение Когтя",346,4
493,%s Избранный,%s Избранная,347,0
494,Директор %s,Директриса %s,348,2
502,Карающий гладиатор %s,Карающий гладиатор %s,353,0
503,"%s, неудержимая сила","%s, неудержимая сила",354,0
504,Бесстрашный гладиатор %s,Бесстрашный гладиатор %s,355,0
505,Стилист %s,Стилист %s,356,0
506,"%s, Несущий тьму","%s, Несущая тьму",357,0
507,Инструктор по приключениям %s,Инструктор по приключениям %s,358,4
508,Лютый гладиатор %s,Лютый гладиатор %s,359,0
509,Озлобленный гладиатор %s,Озлобленный гладиатор %s,360,0
510,Повелитель времени %s,Повелительница времени %s,361,0
511,"%s, расхититель гробниц","%s, расхитительница гробниц",362,0
512,Неудержимый гладиатор %s,Неудержимый гладиатор %s,363,0
513,"%s, повергнувший титана","%s, повергнувшая титана",364,0
514,Коллекционер %s,Коллекционер %s,365,4
515,%s Светоносный,%s Светоносная,366,0
516,Истребитель демонов %s,Истребительница демонов %s,367,0
517,Господствующий гладиатор %s,Господствующий гладиатор %s,368,0
518,Тактик %s,Тактик %s,369,0
519,Демонический гладиатор %s,Демонический гладиатор %s,370,0
520,"%s, гадкий, мерзкий, негодный похититель конфеток!","%s, гадкая, мерзкая, негодная похитительница конфеток!",371,0
521,Почтальон %s,Почтальон %s,372,0
522,Добытчик %s,Добытчица %s,373,0
524,"%s, прославленный победитель Г'ууна","%s, прославленная победительница Г'ууна",374,0
625,"%s, гроза Орды","%s, гроза Орды",375,0
626,"%s, гроза Альянса","%s, гроза Альянса",376,0
627,"%s, завоеватель Азерота","%s, завоевательница Азерота",377,0
628,Инквизитор %s,Инквизитор %s,378,0
629,Высокочтимый %s,Высокочтимая %s,379,0
630,Досточтимый %s,Досточтимая %s,380,0
631,Искоренитель %s,Искоренительница %s,381,0
632,Глава экспедиции %s,Глава экспедиции %s,382,0
633,Соперник %s,Соперница %s,383,0
634,"%s, славный покоритель Дазар'алора","%s, славная покорительница Дазар'алора",384,0
635,"%s, славный защитник Дазар'алора","%s, славная защитница Дазар'алора",385,0
636,"%s, герой Дазар'алора","%s, герой Дазар'алора",386,0
637,"%s, рыцарь смерти - ветеран","%s, рыцарь смерти - ветеран",387,0
638,"%s, охотник на демонов - ветеран","%s, охотница на демонов - ветеран",388,0
639,"%s, друид-ветеран","%s, друид-ветеран",389,0
640,"%s, охотник-ветеран","%s, охотница-ветеран",390,0
641,"%s, маг-ветеран","%s, маг-ветеран",391,0
642,"%s, монах-ветеран","%s, монахиня-ветеран",392,0
643,"%s, паладин-ветеран","%s, паладин-ветеран",393,0
644,"%s, жрец-ветеран","%s, жрица-ветеран",394,0
645,"%s, разбойник-ветеран","%s, разбойница-ветеран",395,0
646,"%s, шаман-ветеран","%s, шаманка-ветеран",396,0
647,"%s, чернокнижник-ветеран","%s, чернокнижница-ветеран",397,0
648,"%s, воин-ветеран","%s, воин-ветеран",398,0
649,"%s, любитель футболок","%s, любительница футболок",399,0
650,Хламоуправитель %s,Хламоуправительница %s,324,0
651,"%s, прославленный убийца Глашатая","%s, прославленная убийца Глашатая",400,0
654,Отъявленный гладиатор %s,Отъявленный гладиатор %s,402,0
655,Кустарь %s,Кустарь %s,403,0
656,%s вечный,%s вечная,404,0
657,%s из глубин,%s из глубин,405,0
658,Искрящий %s,Искрящая %s,406,0
659,"%s, защитник Азерот","%s, защитница Азерот",407,0
660,"Пилигрим %s, Носитель Молота","Пилигрим %s, Носительница Молота",408,0
661,"%s, прославленный победитель Азшары","%s, прославленная победительница Азшары",409,0
662,Прославленный исследователь %s,Прославленная исследовательница %s,410,0
664,"%s, ветеран Четвертой войны","%s, ветеран Четвертой войны",412,0
665,Падший гладиатор %s,Падший гладиатор %s,411,0
666,"%s, в роли самого себя","%s, в роли самой себя",413,0
667,"%s, служитель Н'Зота","%s, служительница Н'Зота",414,0
668,"%s, Ангел анархии","%s, Ангел анархии",415,0
669,"%s, прославленный победитель Н'Зота","%s, прославленная победительница Н'Зота",416,0
670,"%s, неподвластный порче","%s, неподвластная порче",417,0
671,%s Пробудившийся,%s Пробудившаяся,418,0
672,%s Безликий,%s Безликая,419,0
676,%s Хранитель склепа,%s Хранительница склепа,423,0
678,"%s, десница Архонта","%s, десница Архонта",425,0
679,Барон %s,Барон %s,426,0
680,Баронесса %s,Баронесса %s,427,0
681,"%s, посланник зимы","%s, посланница зимы",428,0
682,Граф %s,Граф %s,429,0
683,Графиня %s,Графиня %s,430,0
684,Вестник Смерти %s,Вестница Смерти %s,424,0
685,%s Гордый,%s Гордая,431,0
686,Разбиватель грехов %s,Разбивательница грехов %s,432,0
687,"%s, Глашатай вечеринки","%s, Глашатай вечеринки",433,0
688,Грешный гладиатор %s,Грешный гладиатор %s,434,0
689,Смешной парень %s,Смешная девчонка %s,435,0
690,%s Нераскаявшийся,%s Нераскаявшаяся,436,0
691,Мастер поганищ %s,Мастер поганищ %s,437,0
692,Исследователь шпилей %s,Исследовательница шпилей %s,438,0
693,%s Перерожденный,%s Перерожденная,439,0
694,"%s, прославленный убийца Денатрия","%s, прославленная убийца Денатрия",440,0
698,Освобожденный гладиатор %s,Освобожденный гладиатор %s,441,0
699,"%s, защитник чащи","%s, защитница чащи",442,0
700,"%s, меч Примаса","%s, меч Примаса",443,0
701,Пожиратель грехов %s,Пожирательница грехов %s,444,0
702,"%s, послушник храма Преданности","%s, послушница храма Преданности",445,0
703,%s Замученный,%s Замученная,446,0
704,"%s, сокрушитель оков","%s, сокрушительница оков",447,0
705,"%s, прославленный убийца королевы-банши","%s, прославленная убийца королевы-банши",448,0
708,Выживший в испытании %s,Выжившая в испытании %s,449,0
709,Исследователь Башни %s,Исследовательница Башни %s,450,0
710,"%s, истерзанный герой","%s, истерзанная героиня",451,0
712,Космический гладиатор %s,Космический гладиатор %s,452,0
713,%s the [PH] TBD Title,%s the [PH] TBD Title,453,0
714,Прославленный победитель Изгнанника %s,Прославленная победительница Изгнанника %s,454,0
715,Страж схемы %s,Страж схемы %s,455,0
716,Солист %s,Солистка %s,456,0
717,Загадочный %s,Загадочная %s,457,0
718,Загадочный герой %s,Загадочная героиня %s,458,0
719,Бесстрашный зритель %s,Бесстрашная зрительница %s,459,0
720,%s из Лордерона,%s из Лордерона,460,0
721,Вечный гладиатор %s,Вечный гладиатор %s,461,0
722,"%s, пилигрим Утробы","%s, пилигрим Утробы",462,0
723,Скиталец завесы %s,Скиталица завесы %s,463,0
724,"%s, судьбоносный герой ","%s, судьбоносная героиня",464,0
725,%s Замаскированный,%s Замаскированная,465,0
727,"%s, замаскированный герой","%s, замаскированная героиня",466,0
728,"%s, почетная дриада","%s, почетная дриада",467,0
729,Багровый гладиатор %s,Багровый гладиатор %s,468,0
730,"%s, разрушитель миров","%s, разрушительница миров",469,0
731,"%s, покоритель бурь","%s, покорительница бурь",470,0
732,Супмейстер %s,Супмейстер %s,471,0
733,Орнитолог %s,Орнитолог %s,472,0
734,Кешиктен %s,Кешиктен %s,473,0
735,"%s, союзник драконов","%s, союзница драконов",474,0
736,Отважный первопроходец %s,Отважный первопроходец %s,475,0
737,%s из Искары,%s из Искары,476,0
738,%s Раскат Грома,%s Раскат Грома,477,0
739,Островной гонщик %s,Островная гонщица %s,478,0
740,Злонравный %s,Злонравная %s,479,0
741,"%s, рыцарь Перокрас","%s, рыцарь Перокрас",480,0
742,"%s, пробудитель-ветеран","%s, пробудительница-ветеран",481,0
743,Багровая легенда %s,Багровая легенда %s,482,0
744,"%s, герой обсидиановой стаи","%s, героиня обсидиановой стаи",483,0
745,"%s, представитель Черного Принца","%s, представительница Черного Принца",484,0
746,Ремесленник-торговец %s,Ремесленница-торговка %s,485,0
747,Личный мастер %s,Личный мастер %s,486,0
748,"%s, прославленный победитель Рашагет","%s, прославленная победительница Рашагет",487,0
749,%s Пожиратель Бурь,%s Пожирательница Бурь,488,0
750,Гонщик Запретного края %s,Гонщица Запретного края %s,489,0
751,Гонщик наоборот %s,Гонщица наоборот %s,490,0
752,Легенда %s,Легенда %s,491,0
753,%s Гроза Небес,%s Гроза Небес,492,0
760,Львиный стражник %s,Львиная стражница %s,493,0
761,Мастер ключей %s,Мастер ключей %s,494,0
762,%s Запретный,%s Запретная,495,0
763,Калимдорский гонщик %s,Калимдорская гонщица %s,496,0
765,Примиритель %s,Примирительница %s,498,0
766,Обсидиановый гладиатор %s,Обсидиановый гладиатор %s,499,0
767,Обсидиановая легенда %s,Обсидиановая легенда %s,500,0
768,Пахучий %s,Пахучая %s,501,0
769,"%s, босс бартера","%s, босс бартера",502,0
770,Тлеющий %s,Тлеющая %s,503,0
771,"%s, тлеющий герой","%s, тлеющий герой",504,0
772,Наследник Бездны %s,Наследница Бездны %s,505,0
773,"%s, прославленный победитель Саркарета","%s, прославленная победительница Саркарета",506,0
774,Нюхач %s,Нюхачка %s,507,0
775,Полевой исследователь %s,Полевая исследовательница %s,508,0
776,"%s, гонщик пещеры Заралек","%s, гонщица пещеры Заралек",509,0
777,Драконья нянька %s,Драконья нянька %s,510,0
778,Ама'шан %s,Ама'шан %s,511,0
781,Несравненный %s,Несравненная %s,513,0
782,Любознательный %s,Любознательная %s,512,0
783,%s из рода Бесконечности,%s из рода Бесконечности,514,0
784,Гонщик Восточных королевств %s,Гонщица Восточных королевств %s,515,0
785,"%s, Страж Тира","%s, Страж Тира",516,0
786,%s Сновидец,%s Сновидица,517,0
787,"%s, почетный историк","%s, почетный историк",518,0
