Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Поиск подземелий,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Hlfd:|h[поиск подземелий]|h|r,,,20,90424,12015,0,15,3,0,0,397907,0,0,0,0,0,0,0
Поля боя,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Hpvpbgs:|h[поля боя]|h|r,,,21,90427,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Специализация,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Hspecpane:|h[специализации]|h|r,,,22,90428,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
Таланты,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Htalentpane:|h[таланты]|h|r,,,23,90429,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
PvP-таланты,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Htalentpanet:|h[PvP-таланты]|h|r!,,,24,90430,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Предметы для транспорта,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Hmountequipment:|h[предметы для транспорта]|h|r!,,,25,5793,12015,0,15,3,0,0,1534178,0,0,0,0,0,0,0
Локальные задания,Доступна новая особая возможность!,"Откройте карту мира, чтобы увидеть локальные задания.","Доступна новая возможность: |cffFF4E00|Hworldquest:|h[локальные задания]|h|r
Чтобы увидеть, откройте карту мира.",,,26,0,12015,0,12,3,43341,0,1064187,0,0,0,0,0,0,0
Верхний ярус,%19812w-й этаж,,,,,27,79372,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Зал Аркобана,%19812w-й этаж,,,,,28,90416,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Камера пыток: Джайна,%19812w-й этаж,,,,,29,90417,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Камера пыток: Тралл,%19812w-й этаж,,,,,30,90418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Камера пыток: Андуин,%19812w-й этаж,,,,,31,90420,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Адамантовые хранилища,%19812w-й этаж,,,,,32,0,0,5281,17,6,358253,0,0,0,0,0,0,0,0,0
Жаркие катакомбы,%19812w-й этаж,,,,,33,90422,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Оссуарий Изгнанника,%19812w-й этаж,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Завершено,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
Транспорт в Утробе,Открыто,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
1-й этаж пройден,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
Не завершено,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
Адамантовые хранилища пройдены,|cFF1eff00Дополнительные знания о Башне: %1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
Завершено,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nМаксимальное количество знаний о Башне,,,,,44,34450,0,5388,17,8,356596,0,0,511,503,0,517,0,0,0
Не завершено,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nМаксимальное количество знаний о Башне,,,,,45,34450,0,5388,17,8,356597,0,0,511,521,0,517,0,0,0
2-й этаж пройден,,,,,,47,90752,0,5388,16,6,357992,0,0,518,0,0,0,0,0,0
3-й этаж пройден,,,,,,48,90752,0,5388,16,6,357993,0,0,519,0,0,0,0,0,0
4-й этаж пройден,,,,,,49,90752,0,5388,16,6,357994,0,0,520,0,0,0,0,0,0
Безупречно!,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,50,0,0,5388,17,8,358449,0,0,511,503,0,0,183157,183155,0
,Открыто новое поле боя!,,,,,51,117398,12015,0,4,3,0,0,0,0,0,0,0,0,0,0
Безупречное прохождение,|cFFFFFFFFФинальный счет: %1921c|r |n|cFF1eff00Знания о Башне: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nМаксимальное количество знаний о Башне,,,,,52,34450,0,5388,17,8,358450,0,0,511,503,0,517,0,0,0
Боец I,Открыто улучшение PvP-снаряжения!,,,,,60,0,12015,0,20,7,2,0,2023045,0,0,0,0,0,0,0
Открыта запись,Консоль знаний,,Открыта запись в консоли знаний,,,61,0,10757,0,13,3,0,0,4238930,0,0,0,0,0,0,0
Боец II,Открыто улучшение PvP-снаряжения!,,,,,63,0,12015,0,20,7,206,0,2023045,0,0,0,0,0,0,0
Претендент I,Открыто улучшение PvP-снаряжения!,,,,,64,0,12015,0,20,7,3,0,2023047,0,0,0,0,0,0,0
Претендент II,Открыто улучшение PvP-снаряжения!,,,,,65,0,12015,0,20,7,207,0,2023047,0,0,0,0,0,0,0
Фаворит I,Открыто улучшение PvP-снаряжения!,,,,,66,0,12015,0,20,7,4,0,2023049,0,0,0,0,0,0,0
Фаворит II,Открыто улучшение PvP-снаряжения!,,,,,67,0,12015,0,20,7,208,0,2023049,0,0,0,0,0,0,0
Дуэлянт,Открыто улучшение PvP-снаряжения!,,,,,68,0,12015,0,20,7,5,0,2023051,0,0,0,0,0,0,0
Ветеран,Открыто улучшение PvP-снаряжения!,,,,,69,0,12015,0,20,7,6,0,2023053,0,0,0,0,0,0,0
Боец I,Открыто улучшение PvP-снаряжения!,,,,,70,0,12015,0,20,7,9,0,2023045,0,0,0,0,0,0,0
Боец II,Открыто улучшение PvP-снаряжения!,,,,,71,0,12015,0,20,7,209,0,2023045,0,0,0,0,0,0,0
Претендент I,Открыто улучшение PvP-снаряжения!,,,,,72,0,12015,0,20,7,11,0,2023047,0,0,0,0,0,0,0
Претендент II,Открыто улучшение PvP-снаряжения!,,,,,73,0,12015,0,20,7,210,0,2023047,0,0,0,0,0,0,0
Фаворит I,Открыто улучшение PvP-снаряжения!,,,,,74,0,12015,0,20,7,12,0,2023049,0,0,0,0,0,0,0
Фаворит II,Открыто улучшение PvP-снаряжения!,,,,,75,0,12015,0,20,7,211,0,2023049,0,0,0,0,0,0,0
Дуэлянт,Открыто улучшение PvP-снаряжения!,,,,,76,0,12015,0,20,7,13,0,2023051,0,0,0,0,0,0,0
Ветеран,Открыто улучшение PvP-снаряжения!,,,,,77,0,12015,0,20,7,14,0,2023053,0,0,0,0,0,0,0
Боец I,Открыто улучшение PvP-снаряжения!,,,,,78,0,12015,0,20,7,17,0,2023045,0,0,0,0,0,0,0
Боец II,Открыто улучшение PvP-снаряжения!,,,,,79,0,12015,0,20,7,212,0,2023045,0,0,0,0,0,0,0
Претендент I,Открыто улучшение PvP-снаряжения!,,,,,80,0,12015,0,20,7,18,0,2023047,0,0,0,0,0,0,0
Претендент II,Открыто улучшение PvP-снаряжения!,,,,,81,0,12015,0,20,7,213,0,2023047,0,0,0,0,0,0,0
Фаворит I,Открыто улучшение PvP-снаряжения!,,,,,82,0,12015,0,20,7,19,0,2023049,0,0,0,0,0,0,0
Фаворит II,Открыто улучшение PvP-снаряжения!,,,,,83,0,12015,0,20,7,214,0,2023049,0,0,0,0,0,0,0
Дуэлянт,Открыто улучшение PvP-снаряжения!,,,,,84,0,12015,0,20,7,20,0,2023051,0,0,0,0,0,0,0
Ветеран,Открыто улучшение PvP-снаряжения!,,,,,85,0,12015,0,20,7,21,0,2023053,0,0,0,0,0,0,0
Испытание Тюремщика,Этаж %19812w,|n+Фантазма|n+Благословения останков души,,,,87,95418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Победа в раунде,Победы: %55859yc,,,,,89,104070,0,5116,16,6,392795,0,0,0,0,0,0,0,0,0
Поражение в раунде,Победы: %55859yc,,,,,90,104070,0,5116,16,6,392796,0,0,0,0,0,0,0,0,0
Преобразование пустого стража,Понимание бассалимского,,,Покопок получает возможность преобразовывать пустых стражей в резонирующих стражей.,,101,0,12015,0,18,3,0,0,4239320,0,0,0,0,0,0,0
Дополнительные улучшения для покопока,Открыто понимание требалимского,,,,,102,0,12015,0,18,3,0,0,4239319,577,0,0,0,0,0,0
Победа в раунде,Победы: %55859yc,,,,,104,104069,0,5117,16,6,392795,0,0,0,0,0,0,0,0,0
Поражение в раунде,Победы: %55859yc,,,,,105,104069,0,5117,16,6,392796,0,0,0,0,0,0,0,0,0
Испытание Тюремщика,Этаж %19812w,,,,,106,95419,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Гонка завершена – Бронза,|cFFFFFFFFВремя гонки: %2016c.%2017c%2124c%2125c сек.|r|n|nСеребро: %2019c.%2037c00 сек.|nЗолото: %2020c.%2038c00 сек. |n|nЛичный рекорд: %2040c.%2041c%2131c%2132c сек. |n|n,,,,,117,0,0,5474,17,6,369996,0,0,0,0,0,0,0,0,0
Гонка завершена – Серебро,|cFFFFFFFFВремя гонки: %2016c.%2017c%2124c%2125c сек.|r|n|nЗолото: %2020c.%2038c00 сек. |n|nЛичный рекорд: %2040c.%2041c%2131c%2132c сек. |n|n,,,,,121,0,0,5474,17,6,370253,0,0,0,0,0,0,0,0,0
Гонка завершена – Золото,|cFFFFFFFFВремя гонки: %2016c.%2017c%2124c%2125c сек.|r|n|nЗолото: %2020c.%2038c00 сек. |n|nЛичный рекорд: %2040c.%2041c%2131c%2132c сек. |n|n,,,,,122,0,0,5474,17,6,370254,0,0,0,0,0,0,0,0,0
Гонка завершена,|cFFFFFFFFВремя гонки: %2016c.%2017c%2124c%2125c сек.|r|n|nЛичный рекорд: %2040c.%2041c%2131c%2132c сек. |n|n,,,,,123,0,0,5474,17,6,370255,0,0,0,0,0,0,0,0,0
Гонка завершена,|cFFFFFFFFВремя гонки: %2016c.%2017c%2124c%2125c сек.|r|n|nЛичный рекорд: %2040c.%2041c%2131c%2132c сек. |n|n,,,,,125,0,0,5474,17,6,370713,0,0,0,0,0,0,0,0,0
Расщепление,Выучено новое заклинание,,,,,127,0,0,5268,12,3,64864,0,4622451,0,0,0,0,0,0,0
Огненное дыхание,Выучено новое заклинание,,,,,128,104129,0,5268,12,3,64872,0,4622458,0,0,0,0,0,0,0
Парение,Выучено новое заклинание,,,,,129,0,0,5268,12,3,64873,0,4622485,0,0,0,0,0,0,0
Глубокий вдох,Выучено новое заклинание,,,,,130,0,0,5268,12,3,65045,0,4622450,0,0,0,0,0,0,0
Специализация,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Hspecpane:|h[специализации]|h|r,,,135,0,0,5268,12,3,65701,0,4574311,0,0,0,0,0,0,0
Таланты,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Htalentpane:|h[таланты]|h|r,,,136,0,0,5268,12,3,65101,0,4574311,0,0,0,0,0,0,0
Огненное дыхание,Выучено новое заклинание,,,,,137,92737,4690,5268,21,3,357208,0,4622458,0,0,0,0,0,0,0
Изумрудный цветок,Выучено новое заклинание,,,,,138,92737,0,5268,21,3,355913,0,4622457,0,0,0,0,0,0,0
Парение,Выучено новое заклинание,,,,,139,92737,0,5268,21,3,369536,0,4622485,0,0,0,0,0,0,0
Планирование,Выучено новое заклинание,,,,,145,0,0,5268,12,3,66324,0,4622463,0,0,0,0,0,0,0
Таланты,Доступна новая возможность!,,Доступна новая возможность: |cffFF4E00|Htalentpane:|h[таланты]|h|r,,,146,0,0,5268,12,3,65613,0,4574311,0,0,0,0,0,0,0
,,,Точность позволила вам добыть больше ресурсов:,,,147,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Внимательность позволила вам добыть больше ресурсов:,,,148,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,"Изготовив рецепт в первый раз, вы кое-чему научились:",,,152,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Ваши новые знания позволили материализовать рвение мастера:,,,154,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Открыты полеты на драконах,Взмойте в небо на|nостровных драконах,,,,,155,0,0,5474,16,6,376027,0,0,0,0,0,0,0,0,0
Доступно новое очко талантов,Ваши силы растут!,,Доступно новое |cff20ff20|Htalentpane:|h[очко талантов]|h|r!,,,156,104401,12012,0,15,3,0,0,132222,0,0,0,0,0,0,0
Ветра островов,Открыт новый навык полетов на драконах!,,,,,159,0,12014,5468,16,3,377485,0,4640500,0,0,0,0,0,0,0
Крутящий импульс,Открыт новый навык полетов на драконах!,,,,,160,0,12014,5468,16,3,377709,0,4640477,0,0,0,0,0,0,0
Бронзовый портал,Открыт новый навык полетов на драконах!,,,,,161,0,12014,5468,16,3,377404,0,134156,0,0,0,0,0,0,0
Переполненная сумка монет!,,,"Вы нашли в сундуке мешок, доверху набитый тысячами золотых монет: ",,,162,0,0,0,22,3,0,0,4549223,0,0,0,0,0,0,0
Драконий кошель!,,,Вы нашли в сундуке еще один кошелек с золотыми монетами:,,,163,0,0,0,22,3,0,0,1519428,0,0,0,0,0,0,0
,,,Вы получили предмет с уровнем выше обычного:,,,164,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Вы получили предмет с уровнем намного выше обычного:,,,165,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Сейф каравана!,,,Вы получили предмет за помощь каравану в путешествии:,"Кентавры из каравана Айлааг подарили вам сейф в награду за помощь. В нем могут лежат артефакты, ценное снаряжение и предметы для обмена.",,166,0,0,0,22,3,0,0,1603185,0,0,0,0,0,0,0
Сейф Драконьей Погибели!,,,Вы получили предмет за помощь во время штурма Драконьей Погибели:,"Вы получили трофейный сейф, в котором может лежать снаряжение, золото, припасы Драконьих островов, жетоны репутации и декоративные предметы.",,167,0,0,0,22,3,0,0,3753264,0,0,0,0,0,0,0
Трофеи великой охоты!,,,Вы получили предмет за проявленное мастерство на великой охоте:,"В награде охотника может лежать снаряжение, охотничьи трофеи, припасы Драконьих островов и декоративные предметы. ",,168,0,0,0,22,3,0,0,1519430,0,0,0,0,0,0,0
Вылазка завершена!,|cFF1eff00Получено самоцветов вылазок: %2593c |nВсего самоцветов вылазок: %2531c |TInterface\ICONS\INV_STONE_03.BLP:16:16|t|r|n|n Получено очков исследователя: %2591c|n Текущий счет исследователя: %2592c,,,,,175,0,0,5388,17,8,414849,0,0,0,843,0,0,218671,0,0
Вылазка завершена!,,,,,,177,0,12015,0,18,7,0,0,2023053,0,0,0,0,0,0,0
Очищающий бальзам,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:434855|h[Очищающий бальзам]|r.,,,178,0,12014,0,18,3,0,0,1014025,0,0,0,0,0,0,0
Щит небес,Вы получили временную неуязвимость!,,,,,179,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Молния в бутылке,Ближайших врагов поразит молния!,,,,,180,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Зелье разбойника,"Противники роняют сокровища, когда вы проходите сквозь них!",,,,,181,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Находка,Грибные гадости,,,,,182,0,0,5474,18,6,0,0,0,0,0,0,0,0,0,0
Находка,Открыта точка возрождения!,,Открыта находка:|cff71D5FF|Hspell:433110|h [точка возрождения]|r!,,,183,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
РАЗБЛОКИРОВАНА ЯЧЕЙКА ВЕЛИКОГО ХРАНИЛИЩА,,,,,,184,0,0,0,23,9,0,0,0,0,0,0,0,261305,0,0
ЯЧЕЙКА ВЕЛИКОГО ХРАНИЛИЩА УЛУЧШЕНА,,,,,,185,0,0,0,24,10,0,0,0,0,0,0,0,267289,0,0
,,,,,,188,0,0,0,25,11,0,0,0,0,0,0,0,0,0,0
ВЫ ВЫБЫВАЕТЕ,%1986c-е место,,,,,192,0,0,5559,18,2,0,0,0,1112,0,0,0,243383,0,0
ПОБЕДА,Вы заняли 1-е место,,,,,193,0,0,5560,18,2,0,0,0,1112,0,0,0,243382,0,1
Матч завершен.,Попробуйте еще раз!,,,,,194,0,0,5560,18,2,0,0,0,0,0,0,0,243383,0,1
%d уровня,Вы достигли,,,,,198,120872,0,5571,0,2,0,0,0,1110,0,0,0,0,0,0
Таланты героя,Доступна новая особая возможность!,,Доступна новая возможность: |cffFF4E00|Htalentpane:|h[таланты героя]|h|r,,,199,123009,12015,0,15,3,0,-1,132222,0,0,0,0,0,0,0
Доступно новое очко талантов героя,Ваши силы растут!,,Доступно новое |cff20ff20|Htalentpane:|h[очко таланта героя]|h|r!,,,200,123011,12012,0,15,3,0,-2,132222,0,0,0,0,0,0,0
,,,Бранн Бронзобород помог вам раздобыть кое-что еще:,,,201,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Проверка: %3199w,,Проверка транспорта,,,,203,0,0,0,16,0,452025,0,0,0,0,0,0,0,0,0
,,,Ваши новые знания позволили материализовать проницательность ремесленника:,,,204,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,,,,205,0,0,5474,18,6,0,0,0,1270,0,0,0,0,0,0
Отрыто особое поручение!,Подробности – на карте зоны.,,,,,206,0,27650,0,18,12,0,0,0,0,0,0,0,0,0,0
,,,Внимательность позволила вам добыть больше ресурсов:,,,207,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Боевые диковинки,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:456542|h[Боевые диковинки]|r.,,,208,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Неприкосновенный запас,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421395|h[Неприкосновенный запас]|r.,,,209,0,12014,0,18,3,0,0,1387611,0,0,0,0,0,0,0
Усмиряющий дротик,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421380|h[Усмиряющий дротик]|r.,,,210,0,12014,0,18,3,0,0,1633109,0,0,0,0,0,0,0
Вспомогательные диковинки,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:456543|h[Вспомогательные диковинки]|r.,,,211,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Эпическое яйцо Бранна,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421382|h[Эпическое яйцо Бранна]|r.,,,212,0,12014,0,18,3,0,0,294479,0,0,0,0,0,0,0
Реликвия Ульдума,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421376|h[Реликвия Ульдума]|r.,,,213,0,12014,0,18,3,0,0,454069,0,0,0,0,0,0,0
Эгида Стальгорна,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:434904|h[Эгида Стальгорна]|r.,,,214,0,12014,0,18,3,0,0,3155390,0,0,0,0,0,0,0
Тридцатиметровая веревка,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421378|h[Тридцатиметровая веревка]|r.,,,215,0,12014,0,18,3,0,0,1119938,0,0,0,0,0,0,0
Дневник исследователя о медицине,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:448286|h[Дневник исследователя о медицине]|r.,,,216,0,12014,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Верный хлыст,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421285|h[Верный хлыст]|r.,,,217,0,12014,0,18,3,0,0,460858,0,0,0,0,0,0,0
Древняя оружейная смазка,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:449666|h[Древняя оружейная смазка]|r.,,,218,0,12014,0,18,3,0,0,134726,0,0,0,0,0,0,0
Убийственный выстрел,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:435163|h[Убийственный выстрел]|r.,,,219,0,12014,0,18,3,0,0,236174,0,0,0,0,0,0,0
Ледяная ловушка,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421389|h[Ледяная ловушка]|r.,,,220,0,12014,0,18,3,0,0,612394,0,0,0,0,0,0,0
Поводок обезьяны,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421387|h[Поводок обезьяны]|r.,,,221,0,12014,0,18,3,0,0,1392562,0,0,0,0,0,0,0
Боевая упряжь Грифадина,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:421397|h[Боевая упряжь Грифадина]|r.,,,222,0,12014,0,18,3,0,0,773275,0,0,0,0,0,0,0
Дневник исследователя о боеприпасах,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:448287|h[Дневник исследователя о боеприпасах]|r.,,,223,0,12014,0,18,3,0,0,4624728,0,0,0,0,0,0,0
Дневник исследователя о боеприпасах,Бранн стал сильнее!,,"|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r повысил уровень заклинания: |cff71D5FF|Hspell:448287|h[""Дневник исследователя о боеприпасах""]|r.",,,224,0,12012,0,18,3,0,0,4624728,0,0,0,0,0,0,0
Дневник исследователя о медицине,Бранн стал сильнее!,,"|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r повысил уровень заклинания: |cff71D5FF|Hspell:448286|h[""Дневник исследователя о медицине""]|r.",,,225,0,12012,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Сияющие отголоски,,"Победите воспоминания, собирающиеся на Драконьем Погосте",,,,227,0,0,5623,16,6,458297,0,0,0,0,0,0,0,0,0
Сияющие отголоски,,Победите Артаса,,,,228,0,0,5623,16,6,458298,0,0,0,0,0,0,0,0,0
Сияющие отголоски,,"Победите воспоминания, собирающиеся в Тлеющем ущелье",,,,232,0,0,5623,16,6,458336,0,0,0,0,0,0,0,0,0
Сияющие отголоски,,"Победите воспоминания, собирающиеся в Пылевых топях",,,,233,0,0,5623,16,6,458331,0,0,0,0,0,0,0,0,0
Сияющие отголоски,,Победите Рагнароса,,,,234,0,0,5623,16,6,458337,0,0,0,0,0,0,0,0,0
Сияющие отголоски,,Победите Ониксию,,,,235,0,0,5623,16,6,458332,0,0,0,0,0,0,0,0,0
Открыт высший пилотаж,Каз Алгар,,,,,238,0,12014,5586,12,3,78533,0,5922053,0,0,0,0,0,0,0
Наземный транспорт,Доступна новая возможность!,,Доступна новая возможность: |cffFF4E00|Hmountequipment:|h[наземный транспорт]|h|r,,,240,126770,12015,0,15,3,0,0,132261,0,0,0,0,0,0,0
Летающий транспорт,Доступна новая возможность!,,Доступна новая возможность: |cffFF4E00|Hmountequipment:|h[летающий транспорт]|h|r,,,241,126772,12015,0,15,3,0,0,5142725,0,0,0,0,0,0,0
Спокойный полет,Доступна новая возможность!,,Теперь вы можете переключаться между режимом спокойного полета и высшего пилотажа.,,,243,126778,12015,0,15,3,0,0,5142726,0,0,0,0,0,0,0
Слух проверен,,,,,,244,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
Слух принят,,,,,,245,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
"Открыты локальные задания, слухи и тайники",Пакт: Прядильщица,,,,,246,0,0,5554,18,3,0,0,5862764,0,0,0,0,0,0,0
"Открыты локальные задания, слухи и мемориалы",Пакт: генерал,,,,,247,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
