ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
145,Знак признания ордена Пылающих Углей,Улучшает отношение ордена Пылающих Углей на %d.,200,1000000,2065572,3,0,1592
146,Знак признания ордена Пылающих Углей,Улучшает отношение ордена Пылающих Углей на %d.,200,1000000,2065572,3,0,1592
147,Знак признания адмиралтейства Праудмуров,Улучшает отношение адмиралтейства Праудмуров на %d.,200,1000000,2065573,3,0,1593
148,Знак признания ордена Возрождения Шторма,Улучшает отношение ордена Возрождения Шторма на %d.,200,1000000,2065574,3,0,1594
149,Знак признания тортолланских искателей,Улучшает отношение тортолланских искателей на %d.,300,1000000,2065576,3,0,1598
150,Знак признания империи Зандалари,Улучшает отношение империи Зандалари на %d.,200,1000000,2065579,3,0,1597
151,Знак признания экспедиции Таланджи,Улучшает отношение экспедиции Таланджи на %d.,200,1000000,2065575,3,0,1595
152,Знак признания жителей Вол'дуна,Улучшает отношение жителей Вол'дуна на %d.,200,1000000,2065577,3,0,1596
155,Знак признания перерожденных,Улучшает отношение перерожденных на %d.,1,1000000,3257748,3,0,1804
156,Знак признания Неумирающей армии,Улучшает отношение Неумирающей армии на %d.,1,1000000,3492310,3,0,1805
157,Знак признания Дикой Охоты,Улучшает отношение Дикой Охоты на %d.,1,1000000,3575389,3,0,1806
158,Знак признания Двора Жнецов,Улучшает отношение Двора Жнецов на %d.,1,1000000,3514227,3,0,1807
159,Эмблема известности,Повышает уровень известности в ковенанте на %d ед.,0,0,3726261,5,0,1822
160,Престиж при Пепельном дворе,Улучшает отношение к вам Пепельного двора на %d ед.,1,1000000,3641397,3,0,1837
161,Надушенное письмо с благодарностью от Графини,Улучшает отношение к вам Графини на %d ед.,1,1000000,1505932,3,0,1838
162,Наскоро нацарапанная записка с благодарностью от Рендла,Улучшает отношение к вам Рендла и Дуборыла на %d ед.,1,1000000,1505955,3,0,1839
163,Письмо с большим отпечатком пальца в знак одобрения,Улучшает отношение к вам Камнелба на %d ед.,1,1000000,1505957,3,0,1840
164,"Десять тезисов Каззира о том, почему прием был удачным",Улучшает отношение к вам хранителя склепа Каззира на %d ед.,1,1000000,134331,3,0,1841
165,Карточка с официальной благодарностью баронессы Вайш,Улучшает отношение к вам баронессы Вайш на %d ед.,1,1000000,133472,3,0,1842
166,"Тактичное и лаконичное ""Спасибо"" от Могрейна",Улучшает отношение к вам Александроса Могрейна на %d ед.,1,1000000,133473,3,0,1845
167,Записка с благодарностью на обратной стороне билета со ставкой,Улучшает отношение к вам великого мастера Воула на %d ед.,1,1000000,134329,3,0,1844
168,Пропитанная слизью записка с благодарностью,Улучшает отношение к вам изобретателя чумы Марилета на %d ед.,1,1000000,237246,3,0,1843
169,Восторженная благодарность на официальном пергаменте,Улучшает отношение к вам Сики на %d ед.,1,1000000,1505958,3,0,1846
170,Вдумчиво сформулированная благодарность от Пелагия,Улучшает отношение к вам Клейи и Пелагия на %d ед.,1,1000000,1505933,3,0,1847
171,Сухое и официальное письмо с благодарностью,Улучшает отношение к вам полемарха Адреста на %d ед.,1,1000000,1505935,3,0,1848
172,"Благодарность, нацарапанная на обороте незаконченного чертежа",Улучшает отношение к вам Миканикоса на %d ед.,1,1000000,134330,3,0,1849
173,Светящийся желудь Чуфы,Улучшает отношение к вам Чуфы на %d ед.,1,1000000,1052644,3,0,1850
174,Вырезанная когтем благодарность,Улучшает отношение к вам дромана Алиот на %d ед.,1,1000000,442743,3,0,1851
175,Депеша с благодарностью от капитана-егеря,Улучшает отношение к вам капитана-егеря Корейн на %d ед.,1,1000000,237247,3,0,1852
176,Зачарованная записка с благодарностью,Улучшает отношение к вам леди Лунной Ягоды на %d ед.,1,1000000,237249,3,0,1853
182,Бонус к опыту,Значительно увеличивает объем получаемого опыта.,1,9999999,1001982,3,0,1877
183,Знак признания Штопальщиков,Улучшает отношение Штопальщиков на %d.,1,1000000,3622121,3,0,1878
184,Исследование камней грехов,Улучшает отношение к вам Нераскаявшихся на %d.,1,1000000,1506458,3,0,1884
185,Знак мастера выживания в Утробе,Улучшает отношение к вам Ве'нари на %d.,1,1000000,1362656,3,0,1880
186,Знак признания Легиона Смерти,Улучшает отношение Легиона Смерти на %d ед.,1,1000000,4064729,3,0,1907
188,Том Кодекса архивариуса,Повышает репутацию с Кодексом архивариуса на %d.,1,1000000,442732,3,0,1997
189,Знак признания Просветленных,Улучшает отношение Просветленных на %d ед.,1,1000000,4226232,3,0,1982
190,Тайник с припасами Драконьих островов,"Содержит %d ед. ценных припасов, нужных разным фракциям на Драконьих островах.",25,0,1518638,3,0,2003
191,Знак признания искарских клыкарров,Улучшает отношение искарских клыкарров на %d.,1,1000000,4687629,3,0,2109
192,Знак признания Драконьей экспедиции,Улучшает отношение Драконьей экспедиции на %d.,1,1000000,4687628,3,0,2031
193,Знак признания союза Вальдраккена,Улучшает отношение союза Вальдраккена на %d.,1,1000000,4687630,3,0,2106
194,Знак признания кентавров Маруук,Улучшает отношение кентавров Маруук на %d.,1,1000000,4687627,3,0,2108
195,Мощные чары Кобальтовой ассамблеи,Улучшает отношение Кобальтовой ассамблеи на %d.,26,1000000,132860,3,0,2134
196,Обычные чары Кобальтовой ассамблеи,Улучшает отношение Кобальтовой ассамблеи на %d.,10,25,132841,2,0,2134
197,Слабые чары Кобальтовой ассамблеи,Улучшает отношение Кобальтовой ассамблеи на %d.,1,9,237551,1,0,2134
198,Знак признания лоаммских ниффов,Улучшает отношение лоаммских ниффов на %d.,1,1000000,5140835,3,0,2420
199,Знак признания Соридорми,Улучшает отношение Соридорми на %d.,1,1000000,922527,3,0,2645
201,1 гребень дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
202,2 гребня дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
203,3 гребня дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
204,4 гребня дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
205,5 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
206,6 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
207,7 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
208,8 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
209,9 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
210,10 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
211,11 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
212,12 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
213,13 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
214,14 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
215,15 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
216,16 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
217,17 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
218,18 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
219,19 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
220,20 гребней дракончика из Сна,"Можно получить за выполнение разных задач в открытом мире, а также прохождение Амирдрассила в режиме поиска рейда и подземелий с эпохальным ключом 5-го или менее высокого уровня во время 3-го сезона Dragonflight.",500,500,5309872,3,0,2715
221,1 гребень дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
222,2 гребня дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
223,3 гребня дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
224,4 гребня дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
225,5 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
226,6 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
227,7 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
228,8 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
229,9 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
230,10 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
231,11 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
232,12 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
233,13 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
234,14 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
235,15 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
236,16 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
237,17 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
238,18 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
239,19 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
240,20 гребней дракона из Сна,"Можно получить за выполнение некоторых задач в открытом мире, а также прохождение Амирдрассила в обычном режиме и подземелий с эпохальным ключом от 6-го до 10-го уровня во время 3-го сезона Dragonflight.",500,500,5309870,4,0,2716
241,15 гребней змея из Сна,Можно получить за прохождение Амирдрассила в героическом режиме и подземелий с эпохальным ключом от 11-го до 15-го уровня во время 3-го сезона Dragonflight.,500,500,5309874,4,0,2717
242,5 гребней змея из Сна,Можно получить за прохождение Амирдрассила в героическом режиме и подземелий с эпохальным ключом от 11-го до 15-го уровня во время 3-го сезона Dragonflight.,500,500,5309874,4,0,2717
243,15 гребней Аспекта из Сна,Можно получить за прохождение Амирдрассила в эпохальном режиме и подземелий с эпохальным ключом 16-го или более высокого уровня во время 3-го сезона Dragonflight.,500,500,5309868,4,0,2718
244,5 гребней Аспекта из Сна,Можно получить за прохождение Амирдрассила в эпохальном режиме и подземелий с эпохальным ключом 16-го или более высокого уровня во время 3-го сезона Dragonflight.,500,500,5309868,4,0,2718
245,Знак признания Стражей Сна,Улучшает отношение Стражей Сна на %d.,1,1000000,5244643,3,0,2652
246,Знания архивариуса,Улучшает отношение Азеротских Архивов на %d.,1,1000000,5315246,3,0,2819
248,Знак признания совета Дорногала,Улучшает отношение совета Дорногала на %1$d.,1,1000000,5891369,3,0,2897
249,Знак признания Отрезанных нитей,Улучшает отношение Отрезанных нитей на %1$d.,1,1000000,5891370,3,0,2903
250,Знак признания визиря,Улучшает отношение визиря на %1$d.,1,1000000,5862763,3,0,3004
251,Знак признания Прядильщицы,Улучшает отношение Прядильщицы на %1$d.,1,1000000,5862764,3,0,3002
252,Знак признания генерала,Улучшает отношение генерала на %1$d.,1,1000000,5862762,3,0,3003
253,Знак признания арати Тайносводья,Улучшает отношение арати Тайносводья на %1$d.,1,1000000,5891368,3,0,2899
254,Знак признания Ассамблеи глубин,Улучшает отношение Ассамблеи глубин на %1$d.,1,1000000,5891367,3,0,2902
257,Знак признания картелей Нижней Шахты,Улучшает отношение картелей Нижней Шахты на %1$d.,1,1000000,6252691,3,0,3118
258,Знак признания картеля Трюмных Вод,Улучшает отношение картеля Трюмных Вод на %1$d.,1,1000000,6439627,3,0,3169
259,Знак признания картеля Черноводья,Улучшает отношение картеля Черноводья на %1$d.,1,1000000,6439628,3,0,3171
260,Знак признания картеля Хитрой Шестеренки,Улучшает отношение картеля Хитрой Шестеренки на %1$d.,1,1000000,6439630,3,0,3173
261,Знак признания Торговой компании,Улучшает отношение Торговой компании на %1$d.,1,1000000,6439631,3,0,3176
262,"Знак признания ""Мрачных Решал""","Улучшает отношение ""Мрачных Решал"" на %1$d.",1,1000000,6439629,3,0,3177
265,"Знак признания ""Мрачных Решал""","Улучшает отношение ""Мрачных Решал"" на %1$d.",1,1000000,6439629,3,0,3178
268,Знак признания картелей гоблинов,Улучшает отношение союзного картеля гоблинов на %1$d.,1,1000000,463874,3,0,3221
269,Знак признания концерна К'ареша,Улучшает отношение концерна К'ареша на %d.,1,1000000,6937965,3,0,3129
