ID,Name_lang,Description_lang,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,MentorItemLevel,MentorCharLevel,MaxPremadeGroupSize,ContentTuningID,Flags[0],Flags[1]
22,Ульдаман,,1,1,-1,136363,0,340697,0,70,1,0,1,0,0,258,0,473,1,1,3,1,1,3,1,1,3,0,0,0,0,217,323,16
24,Зул'Фаррак,,1,1,-1,136368,0,340704,0,209,1,0,1,0,0,258,0,489,1,1,3,1,1,3,1,1,3,0,0,0,0,218,323,16
26,Мародон - Зловонная пещера,,1,1,-1,136345,0,340677,0,349,1,0,1,0,0,258,0,424,1,1,3,1,1,3,1,1,3,0,0,0,0,206,67,16
28,Затонувший храм,,1,1,-1,136360,0,340690,0,109,1,0,1,0,0,258,0,463,1,1,3,1,1,3,1,1,3,0,0,0,0,216,323,16
30,Глубины Черной горы - Тюремный блок,,1,1,-1,136326,0,340656,0,230,1,0,1,0,0,258,0,369,1,1,3,1,1,3,1,1,3,0,0,0,0,201,323,16
32,Нижняя часть пика Черной горы,,1,1,-1,136327,0,340657,0,229,1,0,1,0,0,258,0,396,1,1,3,1,1,3,1,1,3,0,0,0,0,205,323,16
34,Забытый город - квартал Криводревов,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,405,1,1,3,1,1,3,1,1,3,0,0,0,0,203,323,16
36,Забытый город - центральный сад,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,410,1,1,3,1,1,3,1,1,3,0,0,0,0,279,323,16
38,Забытый город - палаты Гордока,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,417,1,1,3,1,1,3,1,1,3,0,0,0,0,278,323,16
40,Стратхольм - Главные врата,,1,1,-1,136359,0,340689,0,329,1,0,1,0,0,258,0,449,1,1,3,1,1,3,1,1,3,0,0,0,0,214,323,16
46,Логово Ониксии,,2,2,-1,329121,0,0,2,249,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0
48,Огненные Недра,,2,2,-1,136346,0,340678,0,409,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,256,0
50,Логово Крыла Тьмы,,2,2,-1,136329,0,340659,0,469,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0
58,Элвиннский лес,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
60,Западный край,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
62,Сумеречный лес,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
64,Дун Морог,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
66,Лок Модан,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
68,Болотина,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
70,Тернистая долина,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
72,Выжженные земли,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
74,Болото Печали,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
76,Красногорье,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
78,Пылающие степи,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
80,Тлеющее ущелье,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
82,Бесплодные земли,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
84,Нагорье Арати,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
86,Предгорья Хилсбрада,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
88,Внутренние земли,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
90,Западные Чумные земли,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
92,Восточные Чумные земли,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
94,Тирисфальские леса,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
96,Серебряный бор,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
98,Альтеракские горы,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
100,Дуротар,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
102,Мулгор,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
104,Степи,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
106,Когтистые горы,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
108,Тысяча Игл,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
110,Пустоши,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
112,Фералас,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
114,Пылевые топи,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
116,Танарис,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
118,Кратер Ун'Горо,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
120,Силитус,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
122,Тельдрассил,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
124,Темные берега,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
126,Ясеневый лес,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
128,Оскверненный лес,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
130,Азшара,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
132,Зимние Ключи,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
136,Бастионы Адского Пламени,,1,1,-1,136338,0,337491,1,543,1,0,2,0,0,259,0,529,1,1,3,1,1,3,1,1,3,0,0,0,0,220,67,16
137,Кузня Крови,,1,1,-1,136338,0,337491,1,542,1,0,2,0,0,259,0,557,1,1,3,1,1,3,1,1,3,0,0,0,0,228,67,16
138,Разрушенные залы,,1,1,-1,136338,0,337491,1,540,1,0,2,0,0,259,0,569,1,1,3,1,1,3,1,1,3,0,0,0,0,231,323,16
140,Узилище,,1,1,-1,136331,0,340662,1,547,1,0,2,0,0,259,0,572,1,1,3,1,1,3,1,1,3,0,0,0,0,232,67,16
146,Нижетопь,,1,1,-1,136331,0,340662,1,546,1,0,2,0,0,259,0,579,1,1,3,1,1,3,1,1,3,0,0,0,0,234,67,16
147,Паровое подземелье,,1,1,-1,136331,0,340662,1,545,1,0,2,0,0,259,0,575,1,1,3,1,1,3,1,1,3,0,0,0,0,233,323,16
148,Гробницы маны,,1,1,-1,136323,0,340653,1,557,1,0,2,0,0,259,0,537,1,1,3,1,1,3,1,1,3,0,0,0,0,222,323,16
149,Аукенайские гробницы,,1,1,-1,136323,0,340653,1,558,1,0,2,0,0,259,0,524,1,1,3,1,1,3,1,1,3,0,0,0,0,219,323,16
150,Сетеккские залы,,1,1,-1,136323,0,340653,1,556,1,0,2,0,0,259,0,543,1,1,3,1,1,3,1,1,3,0,0,0,0,224,323,16
151,Темный лабиринт,,1,1,-1,136323,0,340653,1,555,1,0,2,0,0,259,0,547,1,1,3,1,1,3,1,1,3,0,0,0,0,225,323,16
152,Полуостров Адского Пламени,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
153,Зангартопь,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
154,Лес Тероккар,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
155,Награнд,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
156,Долина Призрачной Луны,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
157,Острогорье,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
158,Пустоверть,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
159,Наксрамас,,2,2,-1,136347,0,340679,2,533,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,256,0
160,Руины Ан'Киража,,2,2,-1,136320,0,340649,0,509,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0
161,Храм Ан'Киража,,2,2,-1,136321,0,340650,0,531,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0
163,Залы Алого ордена,,1,1,-1,136354,0,340685,0,1001,1,0,1,0,0,258,0,656,1,1,3,1,1,3,1,1,3,0,0,0,0,210,67,16
164,Монастырь Алого ордена,,1,1,-1,136354,0,340685,0,1004,1,0,1,0,0,258,0,674,1,1,3,1,1,3,1,1,3,0,0,0,0,211,67,16
166,Леса Вечной Песни,,4,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
167,Остров Лазурной Дымки,,4,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
168,Призрачные земли,,4,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
169,Остров Кровавой Дымки,,4,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
170,Побег из Дарнхольда,,1,1,-1,136330,0,340660,1,560,1,0,2,0,0,259,0,540,1,1,3,1,1,3,1,1,3,0,0,0,0,223,323,16
171,Открытие Темного портала,,1,1,-1,136330,0,340660,1,269,1,0,2,0,0,259,0,554,1,1,3,1,1,3,1,1,3,0,0,0,0,227,323,16
172,Механар,,1,1,-1,136362,0,340692,1,554,1,0,2,0,0,259,0,565,1,1,3,1,1,3,1,1,3,0,0,0,0,230,323,16
173,Ботаника,,1,1,-1,136362,0,340692,1,553,1,0,2,0,0,259,0,562,1,1,3,1,1,3,1,1,3,0,0,0,0,229,323,16
174,Аркатрац,,1,1,-1,136362,0,340692,1,552,1,0,2,0,0,259,0,551,1,1,3,1,1,3,1,1,3,0,0,0,0,226,323,16
175,Каражан,,2,2,-1,136343,0,340674,1,532,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,256,0
176,Логово Магтеридона,,2,2,-1,136340,0,340671,1,544,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0
177,Логово Груула,,2,2,-1,136337,0,340666,1,565,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0
178,Аукенайские гробницы,,1,1,-1,136323,0,340653,1,558,2,0,3,0,6154,0,0,524,1,1,3,1,1,3,1,1,3,0,0,0,0,1064,3,0
179,Гробницы маны,,1,1,-1,136323,0,340653,1,557,2,0,3,0,6154,0,0,537,1,1,3,1,1,3,1,1,3,0,0,0,0,1066,3,0
180,Сетеккские залы,,1,1,-1,136323,0,340653,1,556,2,0,3,0,6154,0,0,543,1,1,3,1,1,3,1,1,3,0,0,0,0,1068,3,0
181,Темный лабиринт,,1,1,-1,136323,0,340653,1,555,2,0,3,0,6864,0,0,547,1,1,3,1,1,3,1,1,3,0,0,0,0,1069,3,0
182,Открытие Темного портала,,1,1,-1,136330,0,340660,1,269,2,0,3,0,6147,0,0,554,1,1,3,1,1,3,1,1,3,0,0,0,0,1071,3,0
183,Побег из Дарнхольда,,1,1,-1,136330,0,340660,1,560,2,0,3,0,6147,0,0,540,1,1,3,1,1,3,1,1,3,0,0,0,0,1067,3,0
184,Узилище,,1,1,-1,136331,0,340662,1,547,2,0,3,0,6144,0,0,572,1,1,3,1,1,3,1,1,3,0,0,0,0,1076,3,0
185,Паровое подземелье,,1,1,-1,136331,0,340662,1,545,2,0,3,0,6144,0,0,575,1,1,3,1,1,3,1,1,3,0,0,0,0,1077,3,0
186,Нижетопь,,1,1,-1,136331,0,340662,1,546,2,0,3,0,6144,0,0,579,1,1,3,1,1,3,1,1,3,0,0,0,0,1078,3,0
187,Кузня Крови,,1,1,-1,136338,0,337491,1,542,2,0,3,0,6145,0,0,557,1,1,3,1,1,3,1,1,3,0,0,0,0,1072,3,0
188,Бастионы Адского Пламени,,1,1,-1,136338,0,337491,1,543,2,0,3,0,6145,0,0,0,1,1,3,1,1,3,1,1,3,0,0,0,0,1065,3,0
189,Разрушенные залы,,1,1,-1,136338,0,337491,1,540,2,0,3,0,6145,0,0,569,1,1,3,1,1,3,1,1,3,0,0,0,0,1075,3,0
190,Аркатрац,,1,1,-1,136362,0,340692,1,552,2,0,3,0,6148,0,0,551,1,1,3,1,1,3,1,1,3,0,0,0,0,1070,3,0
191,Ботаника,,1,1,-1,136362,0,340692,1,553,2,0,3,0,6148,0,0,562,1,1,3,1,1,3,1,1,3,0,0,0,0,1073,3,0
192,Механар,,1,1,-1,136362,0,340692,1,554,2,0,3,0,6148,0,0,565,1,1,3,1,1,3,1,1,3,0,0,0,0,1074,3,0
193,Крепость Бурь,,2,2,-1,136362,0,340692,1,550,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0
194,Змеиное святилище,,2,2,-1,136356,0,0,1,548,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0
195,Прошлое Хиджала,,2,2,-1,136341,0,340672,1,534,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0
196,Черный храм,,2,2,-1,136328,0,340658,1,564,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0
198,Терраса Магистров,,1,1,-1,136344,0,340675,1,585,1,0,2,0,0,259,0,533,1,1,3,1,1,3,1,1,3,0,0,0,0,221,323,16
199,Солнечный Колодец,,2,2,-1,136361,0,340691,1,580,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0
200,Остров Кель'Данас,,4,0,-1,0,0,0,1,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
201,Терраса Магистров,,1,1,-1,136344,0,340675,1,585,2,0,3,0,6728,0,0,533,1,1,3,1,1,3,1,1,3,0,0,0,0,1079,3,0
202,Крепость Утгард,,1,1,-1,237605,0,340699,2,574,1,0,4,0,0,261,0,640,1,1,3,1,1,3,1,1,3,0,0,0,0,249,67,16
203,Вершина Утгард,,1,1,-1,237606,0,340700,2,575,1,0,4,0,0,261,0,644,1,1,3,1,1,3,1,1,3,0,0,0,0,250,323,16
204,Азжол-Неруб,,1,1,-1,237593,0,340654,2,601,1,0,4,0,0,261,0,587,1,1,3,1,1,3,1,1,3,0,0,0,0,236,323,16
205,Вершина Утгард,,1,1,-1,237606,0,340700,2,575,2,0,5,0,0,0,0,644,1,1,3,1,1,3,1,1,3,0,0,0,0,1090,3,0
206,Окулус,,1,1,-1,237603,0,340695,2,578,1,0,4,0,0,261,0,625,1,1,3,1,1,3,1,1,3,0,0,0,0,246,323,16
207,Чертоги Молний,,1,1,-1,237598,0,340668,2,602,1,0,4,0,0,261,0,600,1,1,3,1,1,3,1,1,3,0,0,0,0,239,323,16
208,Чертоги Камня,,1,1,-1,237599,0,340670,2,599,1,0,4,0,0,261,0,607,1,1,3,1,1,3,1,1,3,0,0,0,0,241,323,16
209,Очищение Стратхольма,,1,1,-1,136330,0,340660,2,595,1,0,4,0,0,261,0,614,1,1,3,1,1,3,1,1,3,0,0,0,0,243,323,16
210,Очищение Стратхольма,,1,1,-1,136330,0,340660,2,595,2,0,5,0,0,0,0,614,1,1,3,1,1,3,1,1,3,0,0,0,0,1095,3,0
211,Окулус,,1,1,-1,237603,0,340695,2,578,2,0,5,0,0,0,0,625,1,1,3,1,1,3,1,1,3,0,0,0,0,1093,3,0
212,Чертоги Молний,,1,1,-1,237598,0,340668,2,602,2,0,5,0,0,0,0,600,1,1,3,1,1,3,1,1,3,0,0,0,0,1097,3,0
213,Чертоги Камня,,1,1,-1,237599,0,340670,2,599,2,0,5,0,0,0,0,607,1,1,3,1,1,3,1,1,3,0,0,0,0,1096,3,0
214,Крепость Драк'Тарон,,1,1,-1,237595,0,340664,2,600,1,0,4,0,0,261,0,591,1,1,3,1,1,3,1,1,3,0,0,0,0,237,323,16
215,Крепость Драк'Тарон,,1,1,-1,237595,0,340664,2,600,2,0,5,0,0,0,0,591,1,1,3,1,1,3,1,1,3,0,0,0,0,1099,3,0
216,Гундрак,,1,1,-1,237596,0,340667,2,604,1,0,4,0,0,261,0,596,1,1,3,1,1,3,1,1,3,0,0,0,0,238,323,16
217,Гундрак,,1,1,-1,237596,0,340667,2,604,2,0,5,0,0,0,0,596,1,1,3,1,1,3,1,1,3,0,0,0,0,1098,3,0
218,Ан'кахет: Старое Королевство,,1,1,-1,237592,0,340648,2,619,1,0,4,0,0,261,0,584,1,1,3,1,1,3,1,1,3,0,0,0,0,235,323,16
219,Ан'кахет: Старое Королевство,,1,1,-1,237592,0,340648,2,619,2,0,5,0,0,0,0,584,1,1,3,1,1,3,1,1,3,0,0,0,0,1101,3,0
220,Аметистовая крепость,,1,1,-1,237604,0,340696,2,608,1,0,4,0,0,261,0,632,1,1,3,1,1,3,1,1,3,0,0,0,0,247,323,16
221,Аметистовая крепость,,1,1,-1,237604,0,340696,2,608,2,0,5,0,0,0,0,632,1,1,3,1,1,3,1,1,3,0,0,0,0,1092,3,0
223,Око Вечности,,2,2,-1,237600,0,340676,2,616,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
224,Обсидиановое святилище,,2,2,-1,237594,0,340661,2,615,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
225,Нексус,,1,1,-1,237602,0,340694,2,576,1,0,4,0,0,261,0,621,1,1,3,1,1,3,1,1,3,0,0,0,0,245,67,16
226,Нексус,,1,1,-1,237602,0,340694,2,576,2,0,5,0,0,0,0,621,1,1,3,1,1,3,1,1,3,0,0,0,0,1094,3,0
227,Наксрамас,,2,2,-1,136347,0,340679,2,533,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0
228,Борейская тундра,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
229,Ревущий фьорд,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
230,Седые холмы,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
231,Драконий Погост,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
232,Озеро Ледяных Оков,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
233,Зул'Драк,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
234,Низина Шолазар,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
235,Грозовая гряда,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
236,Ледяная Корона,,4,0,-1,336390,0,340673,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
237,Око Вечности,,2,2,-1,237600,0,340676,2,616,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
238,Обсидиановое святилище,,2,2,-1,237594,0,340661,2,615,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
239,Хранилище Аркавона,,2,2,-1,303841,0,340701,2,624,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
240,Хранилище Аркавона,,2,2,-1,303841,0,340701,2,624,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
241,Азжол-Неруб,,1,1,-1,237593,0,340654,2,601,2,0,5,0,0,0,0,587,1,1,3,1,1,3,1,1,3,0,0,0,0,1100,3,0
242,Крепость Утгард,,1,1,-1,237605,0,340699,2,574,2,0,5,0,0,0,0,640,1,1,3,1,1,3,1,1,3,0,0,0,0,1091,3,0
243,Ульдуар,,2,2,-1,304468,0,340698,2,603,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
244,Ульдуар,,2,2,-1,304468,0,340698,2,603,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
245,Испытание чемпиона,,1,1,-1,311220,0,340651,2,650,1,0,4,0,0,0,0,637,1,1,3,1,1,3,1,1,3,0,0,0,0,248,323,0
246,Испытание крестоносца,,2,2,-1,311221,0,340652,2,649,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
247,Испытание великого крестоносца,,2,2,-1,311221,0,340652,2,649,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
248,Испытание крестоносца,,2,2,-1,311221,0,340652,2,649,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
249,Испытание чемпиона,,1,1,-1,311220,0,340651,2,650,2,0,5,0,0,0,0,637,1,1,3,1,1,3,1,1,3,0,0,0,0,1089,3,0
250,Испытание великого крестоносца,,2,2,-1,311221,0,340652,2,649,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
251,Кузня Душ,,1,1,-1,336392,0,340693,2,632,1,0,4,0,0,0,0,616,1,1,3,1,1,3,1,1,3,0,0,0,0,244,323,0
252,Кузня Душ,,1,1,-1,336392,0,340693,2,632,2,0,5,0,0,0,0,616,1,1,3,1,1,3,1,1,3,0,0,0,0,1086,3,0
253,Яма Сарона,,1,1,-1,336391,0,340681,2,658,1,0,4,0,0,0,0,610,1,1,3,1,1,3,1,1,3,0,0,0,0,242,323,0
254,Яма Сарона,,1,1,-1,336391,0,340681,2,658,2,0,5,0,8990,0,0,610,1,1,3,1,1,3,1,1,3,0,0,0,0,1087,3,0
