ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
91,Защитник Черного Пламени,120653,0,977,66660,0,0,0,0,0,0,0
92,Блестящая статуя журавля,22067,0,90,8,0,-50,0,0,0,0,0
93,Старый солехват,23564,0,89,0,0,0,0,0,0,0,0
94,Чумазик,0,0,90,0,50,50,0,0,0,0,0
95,Вонекос,120653,0,977,66660,0,0,0,0,0,0,0
96,Ра'ша,0,0,89,0,0,-50,0,0,0,0,0
97,Уилли Уайлдер,0,0,89,0,0,-50,0,0,0,0,0
98,Зандаларский военный разведчик,0,0,89,0,0,-50,0,0,0,0,0
99,Муэрта,0,0,89,0,0,-50,0,0,0,0,0
100,Кар Развязывающий Войну,0,0,89,0,0,-50,0,0,0,0,0
101,Убунти Тень,0,0,89,0,0,-50,0,0,0,0,0
102,Диша Защищающая от Страха,0,0,89,0,0,-50,0,0,0,0,0
103,Далан Разрушитель Ночи,0,0,89,0,0,-50,0,0,0,0,0
104,Мавис Хармс,0,0,89,0,0,-50,0,0,0,0,0
105,Фердинанд,0,0,89,0,0,-50,0,0,0,0,0
106,Черное Копыто,0,0,89,0,0,-50,0,0,0,0,0
107,Майор Наннерс,0,0,89,0,0,-50,0,0,0,0,0
108,Ик-Ик Проворный,0,0,89,0,0,-50,0,0,0,0,0
109,Изувой,0,0,89,0,0,-50,0,0,0,0,0
110,Шкряб,0,0,89,0,0,-50,0,0,0,0,0
111,Хмызень,0,0,89,0,0,-50,0,0,0,0,0
112,Бонобос,0,0,89,0,0,-50,0,0,0,0,0
113,Мистер Лютый,0,0,89,0,0,-50,0,0,0,0,0
114,Ай-Жань Летящее Облако,0,0,89,0,0,-50,0,0,0,0,0
115,Ай-Ли Небесное Зеркало,0,0,89,0,0,-50,0,0,0,0,0
116,Юл Дикая Лапа,0,0,89,0,0,-50,0,0,0,0,0
117,Ахон Странствующая,0,0,89,0,0,-50,0,0,0,0,0
118,Жуунь Призрачная Лапа,0,0,89,0,0,-50,0,0,0,0,0
119,Нашра Пятнистая Шкура,0,0,89,0,0,-50,0,0,0,0,0
120,Странствующий Уроби,0,0,89,0,0,-50,0,0,0,0,0
121,Молдо Одноглазый,0,0,89,0,0,-50,0,0,0,0,0
122,Омнис Гринлок,0,0,89,0,0,-50,0,0,0,0,0
123,Силстрисс Точильщик,0,0,89,0,0,-50,0,0,0,0,0
124,Нессос Прозорливый,0,0,89,0,0,-50,0,0,0,0,0
125,Арнесс Чешуйчатый,0,0,89,0,0,-50,0,0,0,0,0
126,Сальинь-разведчик,0,0,89,0,0,-50,0,0,0,0,0
127,Сарнак,0,0,89,0,0,-50,0,0,0,0,0
128,Сан Охотник Прилива,0,0,89,0,0,-50,0,0,0,0,0
129,Налаш Зеленый,0,0,89,0,0,-50,0,0,0,0,0
130,Ишилон,0,0,89,0,0,-50,0,0,0,0,0
131,Зей Изгой,0,0,89,0,0,-50,0,0,0,0,0
132,Курниф Долгоног,0,0,89,0,0,-50,0,0,0,0,0
133,Селе'на,0,0,89,0,0,-50,0,0,0,0,0
134,Этис,0,0,89,0,0,-50,0,0,0,0,0
135,Кал'тик Болезнетворный,0,0,89,0,0,-50,0,0,0,0,0
136,Гар'лок,0,0,89,0,0,-50,0,0,0,0,0
137,Лит'ик Охотник,0,0,89,0,0,-50,0,0,0,0,0
138,Ски'тик,0,0,89,0,0,-50,0,0,0,0,0
139,Торик-Этис,0,0,89,0,0,-50,0,0,0,0,0
140,Нал'лак Раздиратель,0,0,89,0,0,-50,0,0,0,0,0
141,Кракс'ик,0,0,89,0,0,-50,0,0,0,0,0
142,Урголакс,0,0,89,0,0,-50,0,0,0,0,0
143,Крол Клинок,0,0,89,0,0,-50,0,0,0,0,0
144,Ках'тир,0,0,89,0,0,-50,0,0,0,0,0
145,Хавак,0,0,89,0,0,-50,0,0,0,0,0
146,Ку'нас,0,0,89,0,0,-50,0,0,0,0,0
147,Джон-Дар,0,0,89,0,0,-50,0,0,0,0,0
148,Моргринн Треснувший Клык,0,0,89,0,0,-50,0,0,0,0,0
149,Кан Похититель Душ,0,0,89,0,0,-50,0,0,0,0,0
150,Карр Несущий Тьму,0,0,89,0,0,-50,0,0,0,0,0
151,Норлакс,0,0,89,0,0,-50,0,0,0,0,0
152,Борджинн Кулак Тьмы,0,0,89,0,0,-50,0,0,0,0,0
153,Гаарн Ядовитый,0,0,89,0,0,-50,0,0,0,0,0
154,Сулик'шор,0,0,89,0,0,-50,0,0,0,0,0
155,Кор'нас Ночной Изверг,0,0,89,0,0,-50,0,0,0,0,0
156,Йорик Острый Глаз,0,0,89,0,0,-50,0,0,0,0,0
157,Дак Крушитель,0,0,89,0,0,-50,0,0,0,0,0
158,Лонь Бык,0,0,89,0,0,-50,0,0,0,0,0
159,Корда Торрос,0,0,89,0,0,-50,0,0,0,0,0
160,Го-Кан,0,0,89,0,0,-50,0,0,0,0,0
161,Доктор Теолен Крастинов,0,0,89,0,0,-50,0,0,0,0,0
162,Мумта,0,0,977,65636,0,0,0,0,0,0,0
163,Зандаларский завоеватель,0,0,89,0,0,-50,0,0,0,0,0
164,Бог войны Дока,0,0,977,65636,0,0,0,0,0,0,0
165,Породитель,0,0,977,65636,0,0,0,0,0,0,0
166,Ку'лаи Коготь Небес,0,0,977,65636,0,0,0,0,0,0,0
167,Года,0,0,977,65636,0,0,0,0,0,0,0
168,Бог-исполин Рамук,0,0,977,65636,0,0,0,0,0,0,0
169,Ал'табим Всевидящий,0,0,977,65636,0,0,0,0,0,0,0
170,Ломатель хребтов Уру,0,0,977,65636,0,0,0,0,0,0,0
171,Лю-Бань,0,0,977,65636,0,0,0,0,0,0,0
172,Молтор,0,0,977,65636,0,0,0,0,0,0,0
173,Кракканон,0,0,89,0,0,-50,0,0,0,0,0
180,Белка-каннибал,22205,0,89,0,0,0,0,0,0,0,0
194,Убийца великанов Кул,21910,0,89,0,0,-10,0,0,0,0,0
195,Каньонная праматерь-ледолиск,22015,0,89,0,0,0,0,0,0,0,0
196,Тайник клана Громоборцев,21965,0,88,0,10,0,0,0,0,0,0
197,Магмочрев,23327,0,89,0,0,0,0,0,0,0,0
198,Искаженная временем башня,23329,0,88,32,0,0,0,0,0,0,0
199,Седовласый ветеран из клана Северного Волка,23097,0,90,0,0,0,0,0,0,0,0
200,Камень Огненной Ярости,23325,0,90,0,0,0,0,0,0,0,0
201,Великан Огненной Ярости,23325,0,89,0,0,0,0,0,0,0,0
202,Боррок Пожиратель,23344,0,90,0,0,0,0,0,0,0,0
203,Горг'ак Лавохлеб,23345,0,89,0,0,0,0,0,0,0,0
204,Желудочный камень Пожирателя,23344,0,88,0,0,0,0,0,0,0,0
205,Велосс,23565,0,89,0,0,0,0,0,0,0,0
207,Ядомрак,23567,0,89,0,0,0,0,0,0,0,0
211,Пыльный сундук,23084,0,88,0,0,0,0,0,0,0,0
212,Мастер клинка Зарук,23601,0,89,0,0,0,0,0,0,0,0
213,Future Vignette Placeholder,0,0,89,4,50,-50,0,0,0,0,0
214,Шаман Мур'ог,24280,0,89,0,0,0,0,0,0,0,0
215,Темная эманация,24373,0,89,0,0,0,0,0,0,0,0
216,Гнилорыг,24393,0,89,0,0,0,0,0,0,0,0
217,Смертоклык,24401,0,89,0,0,0,0,0,0,0,0
218,Амаюква,24402,0,89,0,0,0,0,0,0,0,0
219,Караван Железной Орды,24407,0,88,0,0,0,0,0,0,0,0
220,Железный цеп,24414,0,88,0,0,0,0,0,0,0,0
221,Призывательница теней Анга,24415,0,89,0,0,0,0,0,0,0,0
222,Каменное Копыто,24454,0,89,0,0,0,0,0,0,0,0
223,Булава Аруумеля,24556,0,88,0,0,0,0,0,0,0,0
224,Огромный бегемот матриарх,24582,0,89,0,0,0,0,0,0,0,0
225,Хладноступ Скорбящий,24591,0,89,0,0,0,0,0,0,0,0
226,Охота убийцы великанов,24592,0,89,0,0,0,0,0,0,0,0
227,Ледяной Клык,24594,0,89,0,0,0,0,0,0,0,0
228,Разведчик Ищущий Крови,24595,0,89,0,0,0,0,0,0,0,0
229,Лупцеватель,0,34133,89,0,0,0,0,0,0,0,0
230,Яджира Испепелительница,24599,0,89,0,0,0,0,0,0,0,0
231,Доктор Мрак,24620,0,89,0,0,0,0,0,0,0,0
232,Кал'рак Пропойца,24621,0,89,0,0,0,0,0,0,0,0
233,Жалохлест,24626,0,89,0,0,0,0,0,0,0,0
234,Гоблинша Никсия,24635,0,89,0,0,0,0,0,0,0,0
235,Гигантское насекомое,24637,0,89,0,0,0,0,0,0,0,0
236,Разъяренный голем,24639,0,89,0,0,0,0,0,0,0,0
237,Кро Раздиратель Плоти,24641,0,89,0,0,0,0,0,0,0,0
238,Наседка Хами,24642,0,89,0,0,0,0,0,0,0,0
239,Буреволн,24644,0,89,0,0,0,0,0,0,0,0
240,Ларвра,24646,0,89,0,0,0,0,0,0,0,0
241,Аарко,24666,0,90,0,0,0,0,0,0,0,0
242,Молотозуб,24668,0,89,0,0,0,0,0,0,0,0
243,Мерцатель,24680,0,89,0,0,0,0,0,0,0,0
244,Пулеметчик Железной Орды,24694,0,89,0,0,0,0,0,0,0,0
245,Ра'кан,24705,0,89,0,0,0,0,0,0,0,0
246,Кроволист-великан,24706,0,89,0,0,0,0,0,0,0,0
247,Ревудан,24709,0,89,0,0,0,0,0,0,0,0
248,Спасение Приюта Анахорета,24711,0,90,0,0,0,0,0,0,0,0
249,Странствующий воздаятель,24717,0,89,0,0,0,0,0,0,0,0
250,Ло'марг Дробитель Зубов,24721,0,89,0,0,0,0,0,0,0,0
251,Эхо Бормотуна,24745,34221,89,0,0,0,0,0,0,0,0
252,Огромная змея,24748,0,89,0,0,0,0,0,0,0,0
253,Охотник Железной Орды,24775,0,89,0,0,0,0,0,0,0,0
254,Костяной червь,24992,0,89,0,0,0,0,0,0,0,0
255,Праматерь Риг'ак,24995,0,89,0,0,0,0,0,0,0,0
256,Великая чернокнижница Дюресс,25024,0,89,0,0,0,0,0,0,0,0
257,Криворот,25078,0,89,0,0,0,0,0,0,0,0
258,Слякоч-повелитель,25079,0,89,0,0,0,0,0,0,0,0
259,Бледнокожий рыбоед,25156,0,89,0,0,0,0,0,0,0,0
260,Замерзшее сокровище,25169,0,90,0,0,0,0,0,0,0,0
261,Ярость Циклона,25170,0,89,0,0,0,0,0,0,0,0
262,Хараз Победоносный,31421,35219,89,0,0,0,0,0,0,0,0
263,Гальзомар,31421,35219,89,0,0,0,0,0,0,0,0
264,Азика Ледяная Колдунья,27814,0,89,0,50,-50,0,0,0,0,0
265,Калдера Макра,27814,0,89,0,50,-50,0,0,0,0,0
266,Защитник Логор,27814,0,89,0,50,-50,0,0,0,0,0
267,Кизи Остроглаз,27814,0,89,0,50,-50,0,0,0,0,0
268,Властитель земли Рогок,27814,0,89,0,50,-50,0,0,0,0,0
269,Повелитель стихий Унтра,27814,0,89,0,50,-50,0,0,0,0,0
270,Хозяйка кузни Тарга,27814,0,89,0,50,-50,0,0,0,0,0
271,Калгор Гроза Врагов,27814,0,89,0,50,-50,0,0,0,0,0
272,Дэрагг Суровый,0,0,89,0,50,-50,0,0,0,0,0
273,Лоргран Железный Кулак,27814,0,89,0,50,-50,0,0,0,0,0
274,Магмос Раскалыватель,27814,0,89,0,50,-50,0,0,0,0,0
275,Предводительница Окрилла,0,0,89,0,50,-50,0,0,0,0,0
276,Налетчица Драга,27814,0,89,0,50,-50,0,0,0,0,0
277,Зиндра Огненный Венец,27814,0,89,0,50,-50,0,0,0,0,0
278,Шрамошкур Крагор,27814,0,89,0,50,-50,0,0,0,0,0
279,Командир разведчиков Хасарк,27814,0,89,0,50,-50,0,0,0,0,0
280,Громила из племени Дробителей Черепов,27814,0,89,0,50,-50,0,0,0,0,0
281,Властительница камня Шулла,0,0,89,0,50,-50,0,0,0,0,0
282,Боевой заклинатель Баргол,27814,0,89,0,50,-50,0,0,0,0,0
283,Повелитель воргов Ракан,0,0,89,0,50,-50,0,0,0,0,0
284,Здание атакуют,0,0,120,70,50,-50,0,0,0,0,0
285,Бездыханный,25280,0,89,0,0,0,0,0,0,0,0
286,Кликкикс,0,34498,89,0,0,0,0,0,0,0,0
287,Окованный железом камнепад,27814,0,89,0,50,-50,0,0,0,0,0
288,Окованное железом адское пламя,27814,0,89,0,50,-50,0,0,0,0,0
289,Боевая машина Железной Орды,0,0,89,0,50,-50,0,0,0,0,0
290,Надсмотрщица Мугра,0,0,89,0,50,-50,0,0,0,0,0
291,Дополнительная задача: Запретный ледник,25308,0,116,64,0,0,0,0,0,0,0
292,Застывший топор,25306,0,0,0,0,0,0,0,0,0,0
293,Горум,25314,0,89,0,0,0,0,0,0,0,0
294,Дополнительная задача: Пещера Кровавых Шипов,25315,0,116,66,0,0,0,0,0,0,0
295,Кривозубень,0,0,89,0,50,-50,0,0,0,0,0
296,Штейгер Фаллоу,0,0,89,0,50,-50,0,0,0,0,0
297,Роковой Клык,0,0,89,0,50,-50,0,0,0,0,0
298,Огромный ледоклюв,25330,0,89,0,0,0,0,0,0,0,0
299,Маррук Длань Рока,0,0,89,0,50,-50,0,0,0,0,0
300,Бротокул,25337,0,90,0,104,0,0,0,0,0,0
301,Дополнительная задача: Пещера Леденящего Ветра,25340,0,116,66,0,0,0,0,0,0,0
302,Дополнительная задача: Холм Жестокого Холода,25340,0,116,66,0,0,0,0,0,0,0
303,Дополнительная задача: Земли Каменного Неистовства,25342,0,116,66,0,0,0,0,0,0,0
304,Уг'лок Ледяной,25345,0,89,0,0,0,0,0,0,0,0
305,Бротокул,25337,0,89,0,0,0,0,0,0,0,0
306,Йага Изрубцованная,25376,0,89,0,0,0,0,0,0,0,0
308,Дополнительная задача: Порубай-ка!,25460,0,116,66,0,0,0,0,0,0,0
309,Дополнительная задача: Опустошение Арууны,25472,0,116,66,0,0,0,0,0,0,0
310,Воевода Блугтол,25473,0,89,0,0,0,0,0,0,0,0
311,Бомба взорвана,0,0,118,2,50,-50,0,0,0,0,0
312,Дополнительная задача: Падение Зоркры,25494,0,116,66,0,0,0,0,0,0,0
313,Жрица Когтя Зоркра,25495,0,89,0,0,0,0,0,0,0,0
314,Ширзир,25499,0,89,0,0,0,0,0,0,0,0
315,Дополнительная задача: Лесозаготовки Мор'грана,25527,0,116,66,0,0,0,0,0,0,0
316,Дополнительная задача: Двор Душ,25528,0,116,66,0,0,0,0,0,0,0
317,Джехил Скалолаз,25553,0,89,0,0,0,0,0,0,0,0
318,Капитан Железнобород,25592,0,89,0,0,0,0,0,0,0,0
319,Дополнительная задача: Мерцающая топь,25598,0,116,66,0,0,0,0,0,0,0
320,Хрустальный клинок Торвата,25631,0,90,0,104,0,0,0,0,0,0
321,Хрустальный клинок Торвата,25631,0,88,0,104,0,0,0,0,0,0
322,Отправляйтесь сюда,0,0,60,70,50,-50,0,0,0,0,0
323,Захватчик,0,0,119,66,0,0,0,0,0,0,0
324,Дополнительная задача: Погребальные поля,25713,0,116,66,0,0,0,0,0,0,0
325,Дополнительная задача: Гавань Железного Кулака,25728,0,116,66,0,0,0,0,0,0,0
326,Вождь Громоборцев,0,0,121,6,0,0,0,0,0,0,0
327,Груук,25776,0,89,0,0,-10,0,0,0,0,0
328,Гурун,25803,0,89,0,0,-10,0,0,0,0,0
329,Саботажник,0,0,119,2,0,0,0,0,0,0,0
330,Хладноклык,25809,0,89,0,0,-10,0,0,0,0,0
331,Но'лош,0,34859,89,0,0,0,0,0,0,0,0
332,Зажечь жаровни,25855,0,89,0,0,0,0,0,0,0,0
333,Дополнительная задача: Орунайский берег,25854,0,116,66,0,0,0,0,0,0,0
334,Грутуш Погромщик,25856,0,89,0,0,-10,0,0,0,0,0
335,Геннадиан,26030,34929,89,0,0,0,0,0,0,0,0
336,Праматерь Аранея,26058,0,89,0,0,0,0,0,0,0,0
337,Смотрящий Вглубь Кровавая Шкура,26060,0,89,0,0,0,0,0,0,0,0
338,Doug Test - Vignette,0,0,0,2,0,-50,0,0,0,0,0
339,Газ'орда,26160,0,89,0,0,0,0,0,0,0,0
340,Сернеяр,28078,0,89,0,0,0,0,0,0,0,0
341,Сквернодрев,26309,0,89,0,0,0,0,0,0,0,0
342,Здание в опасности,0,0,60,70,0,0,0,0,0,0,0
343,Грибной преторианец,26550,0,89,0,0,0,0,0,0,0,0
344,Сержант,0,0,60,66,0,0,0,0,0,0,0
345,Горен,0,0,43,66,0,0,0,0,0,0,0
346,"Сиктисс, Дева Погибели",31421,35219,89,0,0,0,0,0,0,0,0
347,Смотритель,26638,0,89,0,0,0,0,0,0,0,0
348,Скэгг,26681,35244,89,0,0,0,0,0,0,0,0
349,Тернистый король Фили,22944,0,89,0,0,0,0,0,0,0,0
350,Бахаглаз,26751,0,89,0,0,0,0,0,0,0,0
351,Восставшие духи,0,0,203,1094,0,0,0,0,0,0,0
354,Яйцо Вараши,26815,0,90,0,0,0,0,0,0,0,0
355,Башиок,26816,0,89,0,0,0,0,0,0,0,0
356,Яйцо Вараши,26815,0,88,0,104,0,0,0,0,0,0
357,Vignette Placeholder,0,0,89,0,50,-50,0,0,0,0,0
358,Темный магистр Го'вид,26893,0,89,0,0,0,0,0,0,0,0
359,Сундук Низзикса,26913,0,88,0,0,0,0,0,0,0,0
360,Береговая спасательная капсула,26913,0,88,0,0,0,0,0,0,0,0
361,Чар Горящий,26922,0,89,0,0,0,0,0,0,0,0
362,Морва Исказительница Душ,26944,0,89,0,0,0,0,0,0,0,0
363,Раненая защитница,0,0,128,66,0,0,0,0,0,0,0
364,Раи'вош,26959,0,89,0,0,0,0,0,0,0,0
365,Темный Коготь,26961,0,89,0,0,0,0,0,0,0,0
366,Исказитель душ Торек,31131,0,89,0,0,0,0,0,0,0,0
367,Крон,36348,0,129,66,0,0,0,0,0,0,0
368,Фанграал,36349,0,84,66,0,0,0,0,0,0,0
369,Танцующий с клинками Эйрикс,26982,0,89,0,0,0,0,0,0,0,0
370,Исследователь Ноззанд,27019,0,89,0,0,0,0,0,0,0,0
371,Плавнома,31146,0,89,0,0,-50,0,0,0,0,0
372,Портал разрушителя душ,27039,0,90,0,0,-50,0,0,0,0,0
373,Бармагрыз,31145,0,89,0,0,-50,0,0,0,0,0
374,Тяжелень,31148,0,89,0,0,-50,0,0,0,0,0
375,Тор'горот Душеед,31143,0,89,0,0,-50,0,0,0,0,0
376,Сын Горамала,31147,0,89,0,0,-50,0,0,0,0,0
377,Тайник Кровавого Молота,0,0,88,8,0,-50,0,0,0,0,0
378,Энавра,27099,0,89,0,0,0,0,0,0,0,0
379,Обжор,0,0,108,68,0,0,0,0,0,0,0
380,Мутировавший защитник,0,0,43,68,0,0,0,0,0,0,0
381,Красноцап Свирепый,27137,0,89,0,0,0,0,0,0,0,0
382,Большое Перо,27139,0,89,0,0,-35,0,0,0,0,0
383,Волчица Гар'луа,27141,0,89,0,0,0,0,0,0,0,0
384,Кривотоп Бешеный,27143,0,89,0,0,-35,0,0,0,0,0
385,Яркочар,27729,35725,89,0,0,0,0,0,0,0,0
386,Ба'руун,0,35731,89,0,0,0,0,0,0,0,0
387,Шинри,30994,35732,89,0,0,0,0,0,0,0,0
388,Испуганный батрак,0,0,133,70,0,0,0,0,0,0,0
389,Гоблинская подрывная машинка,27185,0,90,0,0,0,0,0,0,0,0
390,Чудовищный малый гронн,0,0,43,70,0,0,0,0,0,0,0
391,Меч мастера клинка,27220,0,90,0,0,0,0,0,0,0,0
392,Седоморд,27225,0,89,0,0,0,0,0,0,0,0
393,Дополнительная задача: Охотничьи угодья Хеминга,27251,0,116,66,0,0,0,0,0,0,0
394,Пророк Бездны Калург,27294,0,89,0,0,0,0,0,0,0,0
395,Брошенная удочка,27305,0,90,0,0,0,0,0,0,0,0
396,Порождение Пустоты,27316,0,89,0,0,0,0,0,0,0,0
397,Опфис,27323,0,89,0,0,0,0,0,0,0,0
398,Призыватель ветров Кораст,27327,0,89,0,0,-35,0,0,0,0,0
399,Мать Ом'ра,0,33642,89,0,0,0,0,0,0,0,0
400,Дополнительная задача: захват руин,27340,0,116,66,0,0,0,0,0,0,0
401,Кремнешкур,27344,0,89,0,0,0,0,0,0,0,0
402,Безупречная лилия,27348,0,90,0,0,0,0,0,0,0,0
403,Безопасное место,27345,0,136,70,0,0,0,0,0,0,0
404,Ру'клаа,27349,0,89,0,0,0,0,0,0,0,0
405,"Сумасшедший ""Король"" Спореон",0,35906,89,0,0,0,0,0,0,0,0
406,Королева улья Скрикка,27353,0,89,0,0,0,0,0,0,0,0
407,Инша'тар,27360,0,89,0,0,0,0,0,0,0,0
408,Брошенный сундук,27363,0,90,0,0,0,0,0,0,0,0
409,Топотун Криго,0,35910,89,0,0,0,0,0,0,0,0
410,Тура'ака,27373,0,89,0,0,0,0,0,0,0,0
411,Охотник Чернозуб,27375,0,89,0,0,-35,0,0,0,0,0
412,Разведчик Покхар,27383,0,89,0,0,-35,0,0,0,0,0
413,Малрок Камнекрушитель,27384,0,89,0,0,0,0,0,0,0,0
414,Наездница Дурета,27399,0,89,0,0,-35,0,0,0,0,0
415,Глубокорний,31064,0,89,0,0,-50,0,0,0,0,0
416,Собрать усиленную руду,0,0,203,1094,0,0,0,0,0,0,0
417,Собрать усиленную руду,0,0,203,1094,0,0,0,0,0,0,0
418,Кольцевые гонки,0,0,203,1094,0,0,0,0,0,0,0
420,Трофеи Золотопалого,27523,0,88,0,0,0,0,0,0,0,0
421,Огневихрь Громоборцев,0,0,119,2,0,0,0,0,0,0,0
422,Кортал Душеед,0,0,89,0,50,-50,0,0,0,0,0
423,Обездвиженный воин,0,0,89,0,50,-50,0,0,0,0,0
424,Духоклык,0,36128,89,0,0,0,0,0,0,0,0
425,Наз Данберлин,0,36129,89,0,0,0,0,0,0,0,0
426,Убить горена Камнезубища,27628,0,90,0,0,0,0,0,0,0,0
427,Мандрагонстр,0,0,89,0,50,-50,0,0,0,0,0
