ID,BaseTag,TagText_lang,Flags
9698,ITEM_MOD_HEALTH,%c%s к здоровью,1
9699,ITEM_MOD_AGILITY,%c%s к ловкости,5
9700,ITEM_MOD_STRENGTH,%c%s к силе,5
9701,ITEM_MOD_SPIRIT,%c%s к духу,1
9702,ITEM_MOD_STAMINA,%c%s к выносливости,5
9703,ITEM_NO_DROP,Персональный предмет,1
9704,ITEM_PROPOSED_ENCHANT,Будет получено: %s.,1
9705,ITEM_QUALITY1_DESC,Обычное,5
9706,ITEM_QUALITY2_DESC,Необычное,5
9707,ITEM_QUALITY3_DESC,Редкое,5
9708,ITEM_QUALITY4_DESC,Эпическое,5
9709,ITEM_QUALITY5_DESC,Легендарное,5
9710,ITEM_REQ_SKILL,Требуется: %s,1
9711,ITEM_RESIST_ALL,%c%d ко всем видам сопротивления,1
9712,MORE_REAGENTS,Другие реагенты,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,Выбор цвета,1
9715,PLAYER_NOT_FOUND,Невозможно найти этого игрока.,5
9716,TRADE,Обмен,1
9717,ERR_QUEST_FAILED_WRONG_RACE,Это задание недоступно для вашей расы.,1
9718,PROFANITY_FILTER,Фильтр нецензурной лексики,1
9719,VOICEMACRO_0_Dw_0_FEMALE,Нужна помощь!,1
9720,VOICEMACRO_0_Dw_1_FEMALE,Нужна помощь!,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,"Невозможно использовать предметы, будучи в другом облике.",1
9722,BUG_CATEGORY10,Звук,1
9723,TRADE_WITH_QUESTION,Предложить обмен |3-2(%s)?,1
9724,JOINED_PARTY,%s вступает в группу.,1
9725,LEFT_PARTY,%s покидает группу.,1
9726,NOT_IN_GROUP,Вы больше не состоите в группе.,1
9727,PARTY_INVITE,Пригласить в группу,3
9728,PARTY_LEAVE,Покинуть группу,1
9729,PARTY_PROMOTE,Сделать лидером,1
9730,PARTY_UNINVITE,Исключить,1
9731,GUILD_INFO_TEMPLATE,Гильдия создана: %1$d-%2$d-%3$d. Игроков: %4$d. Уч. записей: %5$d.,1
9732,GUILD_MEMBER_TEMPLATE,"%s, %s",1
9733,GUILD_RANK0_DESC,Глава гильдии,1
9734,GUILD_RANK1_DESC,Офицер,1
9735,GUILD_RANK2_DESC,Ветеран,1
9736,GUILD_RANK3_DESC,Член гильдии,1
9737,GUILD_RANK4_DESC,Новичок,1
9738,GUILD_ROSTER_TEMPLATE,"игроков: %d, учетных записей: %d",1
9739,GUILD_TITLE_TEMPLATE,%s - %s,1
9740,PET_PASSIVE,Бездействие,1
9741,PET_DEFENSIVE,Защита,1
9742,PET_AGGRESSIVE,Агрессивность,1
9743,PET_WAIT,Стоять,1
9744,PET_FOLLOW,Следовать,1
9745,PET_ATTACK,Атаковать,5
9746,PET_ABANDON,Отпустить на волю,1
9747,PET_DISMISS,Отпустить,1
9748,PET_RENAME,Переименовать,1
9763,ERR_ONLY_ONE_QUIVER,Вы можете использовать только один колчан.,1
9764,BAGS_ONLY,Сюда можно помещать только сумки!,1
9765,CANT_AFFORD_ITEM,У вас недостаточно средств.,1
9766,CANT_USE_ITEM,Вы не можете использовать этот предмет.,1
9767,FACING_WRONG_DIRECTION,Вы повернулись в неправильном направлении!,1
9768,FOOD_TIMER,Вы слишком сыты и больше есть пока не можете.,1
9769,INSPECT_NOTIFY,%s осматривает вас.,1
9770,INVENTORY_FULL,Нет места.,1
9771,ITEM_WRONG_CLASS,Игроки вашего класса не могут использовать этот предмет!,1
9772,LEVEL_TOO_LOW,"Чтобы воспользоваться этим предметом экипировки, необходимо достичь уровня %d.",1
9775,LEVEL_UP_SKILL_POINTS,У вас сейчас %d |4свободная профессия:свободных профессии:свободных профессий;.,1
9777,LOCKED_WITH_ITEM,Требуется: %s,1
9778,LOCKED_WITH_SPELL,Требуется: %s,1
9779,LOOT_ITEM_PUSHED_SELF,Вы получили предмет: %s.,1
9780,LOOT_MONEY,%s получает: %s.,1
9781,LOOT_MONEY_SPLIT,Ваша доля добычи: %s.,1
9782,LOOT_NEXT_PAGE,Следующая страница,1
9783,LOOT_NO_DROP,"Предмет ""%s"" станет персональным, если вы его поднимете.",1
9784,NOT_ENOUGH_MANA,"У вас недостаточно маны для применения заклинания ""%s"".",1
9785,ONLY_EMPTY_BAGS,Можно брать только пустые сумки!,1
9786,RACE_CLASS_ONLY,Доступно только для: %s.,5
9787,SKILL_RANK_UP,|3-6(%s) повышается до %d.,1
9788,ABILITIES,Способности,5
9789,ACCEPT,Принять,7
9790,ARMOR,Броня,7
9791,CANCEL,Отмена,7
9792,CHARACTER,Персонаж,3
9793,CHARACTER_INFO,Информация о персонаже,1
9794,COMPLETE,Выполнено,5
9795,COPPER_AMOUNT,%d |4медная монета:медные монеты:медных монет;,1
9796,CORPSE_RED,|cffff2020Тело|r,1
9797,DAMAGE,Урон,5
9798,DEAD,цель мертва,1
9799,DECLINE,Отказаться,7
9800,ERROR_CAPS,Ошибка,1
9801,EXIT,Выйти,1
9802,INSPECT,Осмотреть,1
9803,ITEMS,Предметы,1
9804,GOLD_AMOUNT,%d |4золотая:золотые:золотых;,1
9805,GOODBYE,До встречи,1
9806,LANGUAGE,Язык,5
9807,LEVEL,Уровень,7
9808,LEVEL_REQUIRED,Требуется %d-й уровень,1
9809,MINUTES,|4минута:минуты:минут;,3
9810,NEXT,Далее,7
9811,NO,Нет,7
9812,NONE_CAPS,НЕТ,3
9813,OKAY,ОК,3
9814,PAGE_NUMBER,Стр. %d,3
9815,PREV,Назад,1
9816,SECONDS,|4секунду:секунды:секунд;,3
9817,SOCIALS,Общение,1
9818,SPEED,Скорость,7
9819,SPELLBOOK,Способности,1
9820,SPELLS,Заклинания,1
9821,UNKNOWN,Неизвестно,3
9822,XP,Опыт,5
9823,HP,HP,1
9824,MP,ОМ,1
9825,YES,Да,7
9826,YOU,Вы,1
9827,TIME_TWELVEHOURPM,%d:%02d PM,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,"%d |4день:дня:дней;, %d |4час:часа:часов;, %d |4минута:минуты:минут;, %d |4секунда:секунды:секунд;.",1
9830,DAYS_ABBR,%d д.,3
9832,HOURS_ABBR,%d ч.,3
9836,FRAMERATE_LABEL,Кадров/с:,1
9837,SCREENSHOT_SUCCESS,Скриншот сохранен.,3
9838,VIDEOOPTIONS_MENU,Изображение,3
9839,QUIT,Выйти,3
9840,CONTINUE,Продолжить,7
9841,OPTIONS_MENU,Меню настройки,1
9842,LOW,Мин.,3
9843,HIGH,Макс.,3
9844,WORLD_LOD,Уровень детализации,3
9845,INVERT_MOUSE,Инверсия мыши,1
9846,STATUS_BAR_TEXT,Текстовые индикаторы,1
9847,ENVIRONMENT_DETAIL,Детализация ландшафта,3
9848,WATER_DETAIL,Качество воды,1
9849,FARCLIP,Видимость,3
9850,TERRAIN_MIP,Детализация рельефа,3
9851,ANIMATION,Анимация,1
9852,GAMMA,Гамма,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,%s ед. маны + %s/сек.,1
9868,SPELL_DURATION_SEC,%.1f сек,1
9869,SPELL_DURATION_MIN,%.1f мин,1
9870,SPELL_DURATION_UNTIL_CANCELLED,до отмены,1
9871,SPELL_EQUIPPED_ITEM,Требуется: %s,1
9872,SPELL_REQUIRED_FORM,Требуется: %s,1
9873,SPELL_NOT_SHAPESHIFTED,"Невозможно делать это, находясь в другом облике.",1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,Требуется: %s,1
9875,SPELL_INSTANT_EFFECT,Мгновенный эффект,1
9876,SPELL_LASTING_EFFECT,Эффект: %s,1
9877,SPELL_STAT1_NAME,Сила,1
9878,SPELL_STAT4_NAME,Интеллект,1
9879,SPELL_STAT5_NAME,Дух,1
9880,SPELL_STATALL,все характеристики,1
9881,SPELL_SCHOOL0_NAME,физический,1
9882,SPELL_SCHOOL1_NAME,светлая магия,1
9883,SPELL_SCHOOL2_NAME,магия огня,1
9884,SPELL_SCHOOL3_NAME,природная магия,1
9885,SPELL_SCHOOL4_NAME,магия льда,1
9886,SPELL_SCHOOL5_NAME,темная магия,1
9887,SPELL_SCHOOLALL,все,1
9888,SPELL_SCHOOLMAGICAL,магический,1
9889,SPELL_SCHOOL0_CAP,физический,1
9890,SPELL_SCHOOL1_CAP,свет,1
9891,SPELL_SCHOOL2_CAP,огонь,1
9892,SPELL_SCHOOL3_CAP,природа,1
9893,SPELL_SCHOOL4_CAP,лед,1
9894,SPELL_SCHOOL5_CAP,тьма,1
9896,SPELL_TARGET_TEMPLATE,Цель: %s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,Цель (%s) находится на расстоянии %d м от |3-1(%s).,1
9898,SPELL_TARGET_CONE_TEMPLATE,Цель (%s) находится в радиусе %d м от |3-1(%s).,1
9899,SPELL_TARGET_TYPE1_DESC,любая,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,цель мертва,1
9901,SPELL_TARGET_TYPE2_DESC,союзник,1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,мертвый союзник,1
9903,SPELL_TARGET_TYPE3_DESC,противник,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,мертвый враг,1
9905,SPELL_TARGET_TYPE4_DESC,участник группы,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,мертвый участник группы,1
9907,SPELL_TARGET_TYPE6_DESC,Местность,1
9908,SPELL_TARGET_TYPE7_DESC,объект,1
9909,SPELL_TARGET_TYPE8_DESC,Питомец,1
9910,SPELL_TARGET_TYPE9_DESC,предмет для правой руки,1
9911,COSTS_LABEL,Цена:,1
9912,STATS_LABEL,Статистика:,1
9913,REQUIRES_LABEL,Требуется,1
9914,EFFECTS_LABEL,Дополнительные,3
9915,TRAIN,Обучиться,1
9916,TRAINER_CAST_TIME_INSTANT,Время применения: |cffffffffМгновенно|r,1
9917,TRAINER_CAST_TIME_SEC,Время применения: |cffffffff%d сек.|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,Восстановление: |cffffffffмгновенно|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,Восстановление: |cffffffff%d сек.|r,1
9920,TRAINER_MANA_COST,Расход маны: |cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,"Расход маны: |cffffffff%d, + %d/сек.|r",1
9922,TRAINER_REQ_LEVEL_RED,|cffff2020%d-й|r уровень,1
9924,TRAINER_REQ_SKILL_RANK,%s (|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s (|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r Таланты,1
9929,LOOT_ROUND_ROBIN,Добыча: по очереди,1
9930,LOOT_MASTER_LOOTER,Добыча: распределяет ответственный,1
9931,LOOT_PROMOTE,Назначить ответственным за добычу,1
9932,CHAT_EMOTE_GET,%s\32,1
9933,CHAT_EMOTE_SEND,%s\32,1
9934,CHAT_GUILD_SEND,Гильдия:\32,1
9935,CHAT_GUILD_UNINVITE_SEND,Исключить из гильдии:,1
9936,CHAT_GUILD_PROMOTE_SEND,Произвести,1
9937,CHAT_GUILD_DEMOTE_SEND,Разжаловать,1
9938,CHAT_GUILD_LEADER_SEND,Назначить главой гильдии:,1
9939,CHAT_INVITE_SEND,Пригласить в группу,3
9940,CHAT_MONSTER_SAY_GET,%s говорит:\32,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[Офицер]|h %s:\32,1
9943,CHAT_OFFICER_SEND,Офицер:\32,1
9944,CHAT_PARTY_SEND,Группа:\32,3
9945,CHAT_PROMOTE_SEND,Произвести,3
9946,CHAT_SAY_GET,%s говорит:\32,1
9947,CHAT_SAY_SEND,Сказать:\32,3
9948,CHAT_UNINVITE_SEND,Исключить,3
9949,CHAT_WHISPER_INFORM_GET,Вы шепчете |3-2(%s):\32,1
9950,CHAT_WHISPER_GET,%s шепчет:\32,1
9951,CHAT_WHISPER_SEND,Шепнуть |3-2(%s):\32,3
9952,CHAT_YELL_SEND,Крикнуть:\32,1
9953,CHAT_CHANNEL_LEAVE_GET,%s покидает канал.,1
9954,CHAT_YOU_LEFT_NOTICE,Вы покинули канал |Hchannel:%d|h[%s]|h.,3
9955,CHAT_CHANNEL_GET,%s:\32,1
9956,CHAT_CHANNEL_SEND,[%d. %s]:\32,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h\32,1
9958,CHAT_NOT_MODERATOR_NOTICE,Не модератор канала |Hchannel:%d|h[%s]|h.,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s изменяет пароль.,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h Новый владелец канала – %s.,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h Владелец канала – %s.,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h %s включает объявления в чате.,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h %s отключает модерирование канала.,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h %s получает права модератора.,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h Вам запрещено говорить.,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h %s уже в чате.,1
9967,CHAT_WRONG_FACTION_NOTICE,Неверный альянс для |3-1(%s).,1
9968,CHAT_AFK_GET,%s отсутствует:,1
9969,CHAT_FLAG_AFK,<Отсутствует>,1
9970,CHAT_FLAG_DND,<Не беспокоить>,1
9971,CHAT_FLAG_GM,<ГМ>,1
9972,CHAT_IGNORED,%s игнорирует вас.,1
9973,EMOTE_MESSAGE,Эмоция,1
9974,GUILD_MESSAGE,Канал гильдии,1
9975,PARTY_MESSAGE,Канал группы,3
9976,REPLY_MESSAGE,Ответить,3
9977,SAY_MESSAGE,Сказать,1
9978,WHISPER_MESSAGE,Шепот,3
9979,SLASH_ASSIST1,/п,1
9980,SLASH_EMOTE1,/э,1
9981,SLASH_EMOTE2,/эм,1
9982,SLASH_EMOTE3,/эмоция,1
9983,SLASH_EMOTE4,/я,1
9984,SLASH_GUILD1,/г,1
9985,SLASH_GUILD2,/ог,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/гильдия,1
9988,SLASH_GUILD_HELP1,/гпомощь,1
9989,SLASH_GUILD_HELP2,/guildhelp,1
9990,SLASH_GUILD_INVITE1,/гпригласить,1
9991,SLASH_GUILD_UNINVITE1,/гудалить,1
9992,SLASH_GUILD_UNINVITE2,/гильдияудалить,1
9993,SLASH_GUILD_PROMOTE1,/гпроизвести,1
9994,SLASH_GUILD_DEMOTE1,/гразжаловать,1
9995,SLASH_GUILD_DEMOTE2,/гильдияразжаловать,1
9996,SLASH_GUILD_ROSTER1,/гсписок,1
9997,SLASH_GUILD_DISBAND1,/гроспуск,1
9998,SLASH_GUILD_LEADER1,/гглава,1
9999,SLASH_GUILD_LEAVE1,/гвыйти,1
10000,SLASH_GUILD_LEAVE2,/гильдиявыйти,1
10001,SLASH_GUILD_MOTD1,/гсдня,1
10002,SLASH_GUILD_MOTD2,/гильдиясдня,1
10003,SLASH_HELP1,/h,1
10004,SLASH_HELP2,/help,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/ins,1
10008,SLASH_INVITE1,/inv,1
10009,SLASH_INVITE2,/пригласить,1
10010,SLASH_OFFICER1,/оф,1
10011,SLASH_OFFICER2,/офсказать,1
10012,SLASH_PARTY1,/гр,3
10013,SLASH_PARTY2,/группа,3
10014,SLASH_PLAYED1,/времяигры,1
10015,SLASH_PROMOTE1,/pr,1
10016,SLASH_PROMOTE2,/произвести,1
10017,SLASH_REPLY1,/о,3
10018,SLASH_SAY1,/с,1
10019,SLASH_TIME1,/время,1
10020,SLASH_TRADE2,/торг,1
10021,SLASH_UNINVITE1,/оп,1
10022,SLASH_UNINVITE2,/отмп,1
10023,SPELL_TARGET_TYPE10_DESC,предмет для левой руки,1
10024,SPELL_TARGET_TYPE11_DESC,группа,1
10025,SPELL_TARGET_TYPE12_DESC,все,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,все мертвы,1
10027,SPELL_TARGET_TYPE13_DESC,враги,1
10028,SPELL_TARGET_TYPE14_DESC,участники группы,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,мертвые участники группы,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,%s (труп),1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,%s (союзник),1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,%s (труп союзника),1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,%s: противник,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,%s (труп врага),1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,тип созданий: %s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,тип созданий (убитых): %s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,противник: %s,1
10039,SPELL_TARGET_CENTER_CASTER,заклинатель,1
10040,SPELL_TARGET_CENTER_LOC,местонахождение цели,1
10041,SPELL_CAST_TIME_MIN,Применение: %.2g мин.,1
10042,SPELL_PASSIVE,Пассивная,1
10043,SPELL_RECAST_TIME_MIN,Восстановление: %.2g мин.,1
10044,SPELL_RECAST_TIME_INSTANT,Мгновенное восстановление,1
10045,SPELL_TIME_REMAINING_SEC,Осталось: %d |4секунда:секунды:секунд;,1
10046,SPELL_TIME_REMAINING_MIN,Осталось: %d |4минута:минуты:минут;,1
10047,PROC_EVENT2_DESC,при атаке,1
10048,PROC_EVENT3_DESC,при атаке или когда атакуют,1
10049,ERR_CANT_EQUIP_EVER,Вы никогда не сможете использовать этот предмет.,1
10050,ERR_BAG_FULL,Эта сумка заполнена.,1
10051,ERR_NO_SLOT_AVAILABLE,Этот предмет некуда надеть.,1
10052,SPELL_TIMER,Выполнение заклинания %s невозможно. Восстановление еще не завершено.,1
10053,TIME_PLAYED_TOTAL,Общее время игры: %s,1
10054,TIME_TEMPLATE_LONG,"%d д., %d ч., %d мин., %d с.",1
10055,USE_NO_DROP,"Если вы используете этот предмет, он станет персональным.",1
10056,WRONG_SLOT_FOR_ITEM,Этот предмет не подходит к этой ячейке.,1
10057,PLAYER_LOGOUT_FAILED_ERROR,"Вы не можете выйти из системы, поскольку в данный момент не можете сесть.",1
10058,ATTACK,Атаковать,1
10061,BLOCK,Блок,3
10066,DODGE,Уклон.,3
10069,PARRIED,Парировано,1
10071,PARRY,Парир.,3
10075,INTERRUPTED,Прервано,1
10076,INTERRUPT,Прерв.,1
10078,RESIST,Сопрот.,1
10083,IMMUNE,Невоспр.,1
10086,STUNNED,Оглушение,1
10087,STUN,Оглушение,1
10088,STUN_CAPS,Оглушение,1
10089,DEATH_RELEASE,Покинуть тело,1
10090,DEATH_RELEASE_TIMER,До выхода духа из тела осталось %d %s.,1
10091,CAMP_TIMER,До выхода в меню выбора персонажа: %d %s.,1
10092,CAMP_NOW,Выйти сейчас,3
10094,SEND_SUGGEST,Отправить предложение,1
10095,SEND_BUG,Сообщение об ошибке,1
10096,SUGGESTFRAME_TITLE,Предложения и ошибки,1
10097,ASSIGNED_COLON,В данный момент выполняются:,1
10098,CLOSE_LOG,Закрыть,1
10099,COMPLETE_QUEST,Завершить,1
10100,CURRENT_QUESTS,Текущие задания,1
10101,QUEST_COMPLETE,Задание выполнено,1
10102,QUEST_DESCRIPTION,Описание,1
10103,QUEST_FAILED,Выполнить задание не удалось.,1
10104,QUEST_FAILED_TAG,- Провалено,1
10105,QUEST_HARD,(Высокий),1
10106,QUEST_LOG,Журнал заданий,1
10107,QUEST_OBJECTS_FOUND,%1$s: %2$d/%3$d,1
10108,QUEST_ITEMS_NEEDED,%1$s: %2$d/%3$d,1
10109,QUEST_OBJECTIVES,Цели задания,1
10110,QUEST_REWARDS,Награды,1
10111,QUEST_TIMERS,Время на задание,1
10112,QUESTS_COLON,Задания:,1
10113,REWARD_CHOICES,Вы сможете выбрать одну из наград:,1
10114,REWARD_ITEMS,Вы также получите:,1
10115,SORT_QUEST,Сортировка заданий,1
10116,TASKS_COLON,Задачи:,1
10117,TIME_REMAINING,Осталось:,5
10118,TURN_IN_ITEMS,Требующиеся предметы:,1
10119,ALREADY_LEARNED,Уже изучено,1
10120,ITEM_RESIST_SINGLE,%c%d к сопротивлению |3-7(%s),1
10121,ITEM_SOULBOUND,Персональный предмет,5
10122,ITEM_SPELL_CHARGES,%d |4заряд:заряда:зарядов;,1
10123,ITEM_UNIQUE,Уникальный,1
10124,ITEM_UNIQUE_MULTIPLE,Уникальный (%d),1
10125,ITEM_CONJURED,Сотворенный предмет,1
10126,LEVEL_GAINED,%d-го уровня,1
10127,PRIMARY,Основное,1
10128,PRIMARY_SKILLS,Основные навыки:,1
10129,PROFICIENCIES,Уровни мастерства:,1
10130,SECONDARY,Дополнительное,1
10131,SECONDARY_SKILLS,Вспомогательные навыки:,1
10132,SKILL_LEVEL,Уровень навыка,1
10133,SPECIAL_SKILLS,"%s, навыки:",1
10134,TRADE_SKILLS,Профессии,1
10135,HELP_TEXT_LINE12,- r или /о – ответить на последнее сообщение,1
10136,HELP_TEXT_LINE13,- /кто – получить список игроков,1
10137,CHAT_HELP_TEXT_LINE2,"/<цифра>, /c, /csay (/ксказать) – отправить текстовое сообщение в канал <номер> (напр., /1 Привет!)",3
10138,CHAT_HELP_TEXT_LINE4,"/join (/войти), /channel (/канал), /chan (/кан) – войти в канал",3
10139,CHAT_HELP_TEXT_LINE8,/owner (/владелец) <канал> [игрок] – узнать имя нынешнего владельца канала или назначить нового,3
10140,CHAT_HELP_TEXT_LINE9,"/mod, /moderator (/модератор), /unmod (/немодер), /unmoderator (/немодератор) <канал> <игрок> – изменить статус смотрителя канала для указанного игрока",3
10141,GUILD_HELP_TEXT_LINE1,"А теперь, чтобы создать гильдию, наберите ""guildcreate <название гильдии>"".",1
10142,GUILD_HELP_TEXT_LINE4,/оф <текст сообщения> – отправить сообщение всем офицерам вашей гильдии,1
10143,GUILD_HELP_TEXT_LINE5,/гпригласить <имя игрока> – пригласить указанного игрока в вашу гильдию,1
10144,GUILD_HELP_TEXT_LINE9,/гсдня <текст сообщения> – сообщение дня гильдии,1
10145,SPELL_FAILED_UNKNOWN,Причина неизвестна.,1
10146,SPELL_FAILED_ERROR,Внутренняя ошибка.,1
10147,SPELL_FAILED_BAD_TARGETS,Нельзя применить к этой цели.,1
10148,SPELL_FAILED_BAD_IMPLICIT_TARGETS,Нет цели.,1
