ID,Text_lang
55,"Эхо Нюцзао обладает силой и твердостью достаточной, чтобы выстоять даже против самых суровых врагов."
56,"Эхо Чи-Цзи исцеляет дух союзников своей прекрасной песней, наполняя их энергией и решимостью."
57,"Эхо Сюэня воплощает в себе свирепость и ловкость небесного тигра, нанося врагам огромный урон."
58,"Этот страж взывает к давно забытым энергиям битв прошлого и дарует связь со звериным естеством и циклом жизни и смерти, который управляет мирозданием."
59,"Отголоски мощи Небожителей наделяют избранных силой, свирепостью и выдающейся способностью к восстановлению."
61,"Поганища – это огромные громилы-нежить, чьи тела состоят из частей самых разных трупов. Вооруженные колунами и крюками, они готовы одним махом разорвать врага на куски."
64,"Верхом на своих ледокрылых скакунах, они обрушиваются на своих жертв с несравненной яростью и жаждой мщения. Те, кому довелось столкнуться в бою с ледяными рыцарями, как никто другой знают, сколько опасностей таит в себе небо."
65,"Возвышаясь над полем боя, эти демонические шестирукие жрицы своими клинками буквально рассекают вражеские ряды. Не стоит даже и думать о том, чтобы одолеть их в честном бою."
66,"Будущих хранителей Рощи Снов еще совсем детьми забирают из семей, дабы вырастить из них самоотверженных хранителей лесов. Со временем их связь с рощей становится настолько крепкой, что они ощущают самую натуральную физическую боль, когда их лесам что-то угрожает."
67,"Охотников среди ночнорожденных встретишь нечасто, но это настоящие мастера своего дела. Они знают все Катакомбы Сурамара как свои пять пальцев и разят без промаха, исчезая еще до того, как жертва поймет, что случилось неладное."
68,"Эти тренированные стражи Кирин-Тора – грозная сила, способная решить исход любой битвы. Они могут сокрушить самую крепкую оборону врага, нанося идеально выверенные удары по ее самым уязвимым местам."
69,"Большинство начинающих монахов сразу выбирают себе стиль одного из Небожителей, но мастера безмятежности полагают, что более сбалансированный подход поможет им скорее достичь просветления."
70,Рыцари ордена Серебряной Длани – самые элитные воины ордена. Они участвуют в самых жестоких сражениях и способны сокрушить любую оборону.
71,"Если к вам направляется прячущий лицо жрец, лучше всего развернуться и ускорить шаг. А еще лучше бежать со всех ног."
72,"Личные телохранители Черного Ворона, покидающие его особняк лишь для выполнения ""особых"" поручений."
73,"Служители Земли еще не успели толком оправиться после раскола, но сразу откликнулись на зов с Расколотых островов. Угроза, исходящая от Легиона, слишком велика, и на борьбу с ней должны подняться все до единого."
74,"Эти здоровенные громилы, движимые маниакальной жаждой разрушения, на первый взгляд кажутся совершенно безмозглыми, но на самом деле они весьма умны – для демонов, во всяком случае."
75,В ударные подразделения набирают только самых стойких и закаленных бойцов.
76,"Озаренные – незаменимые солдаты в войне против бесконечного войска Легиона. Осененные Светом и вооруженные священным огнем, эти воины без труда прорываются через полчища обычных демонов."
77,Крокулы долгое время жили на выжженном адским пламенем Аргусе и сумели приспособиться. Такого сильного инстинкта выживания не знал еще ни один мир.
78,"Сломленные Эредата избежали тлетворного влияния Скверны, но не устояли перед силами Бездны. Некоторым из меченных Бездной удалось вернуть ясность рассудка, однако они по-прежнему неразделимо связаны с Тьмой."
79,Даже на фоне своих воинственных сородичей воины-таурены из племени Зловещего Тотема отличаются свирепостью и бешеным характером. Именно из них Магата набрала свое устрашающее войско.
80,"Воины из племени Зловещего Тотема ведут нескончаемую войну с врагами тауренов. Строго говоря, Зловещий Тотем считает врагами тауренов практически все остальные расы. Но пока Магата, вождь племени, остается в Водовороте, Зловещий Тотем будет помогать Служителям Земли."
181,"Элитный отряд, нанятый по контракту."
182,"Камнешвырь обожает метать свой камень грехов. Он смеется, глядя на то, как плоть и кости врагов сминаются под тяжестью его былых преступлений."
