ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
223,Путь героя: Battle for Azeroth,"Телепортирует к входу в подземелье Battle for Azeroth, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
224,Путь героя: Legion,"Телепортирует к входу в подземелье Legion, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
225,Объекты слежения охотника,Отображает на мини-карте существа выбранного типа.,0,4,132328,-1,-1
226,Отслеживание ресурсов для ремесел,"Отображает на мини-карте ресурсы, которые вы можете собирать.",0,-1,134441,-1,-1
227,Путь героя: Dragonflight,"Телепортирует к входу в подземелье Dragonflight, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
229,Высший пилотаж,"Взлететь в небеса на транспорте с возможностью высшего пилотажа, используя дополнительные способности.",0,-1,4640486,-1,-1
230,Путь героя: Cataclysm,"Телепортирует к входу в подземелье Cataclysm, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
231,Путь героя: рейды Dragonflight,"Телепортирует к входу в рейд Dragonflight. Доступно только после получения достижения ""Эпохальный режим: пробуждение рейдов Dragonflight"".",0,-1,519384,-1,-1
232,Путь героя: The War Within,"Телепортирует к входу в подземелье The War Within, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
235,Отряды,Эти способности позволят вам добиться максимальной слаженности отряда.,0,16383,6124644,-1,-1
236,Ряды чисел,Ввести ряд чисел на терминале ближайшего устройства.,0,-1,3610509,-1,-1
237,Воздушный арсенал Извечния,"Способности, полученные от Извечния. Можно применять против некоторых противников из Легиона только во время воздушного натиска.",0,-1,1029590,-1,-1
238,Заточка ножей,Различные способы заточки ножей.,0,-1,4046656,-1,-1
239,Перегрузка трав,Различные способы перегрузки особых трав.,0,-1,4554443,-1,-1
240,Перегрузка руды,Различные способы перегрузки особых рудных жил.,0,-1,4554442,-1,-1
241,Прирожденный садовник,"Различные способы применения способности ""Прирожденный садовник"".",0,-1,348566,-1,-1
242,Путь героя: рейды The War Within,Телепортирует к входу в рейд дополнения The War Within. Требуется получить максимальный уровень известности у определенной фракции или совершить иное героическое деяние.,0,-1,519384,-1,-1
243,Полет в режиме высшего пилотажа,Изменяет режим полета.,0,-1,5145511,-1,-1
244,Путь героя: 1-й сезон Midnight,"Телепортирует к входу в сезонное подземелье, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,511651,-1,-1
245,Отрезание мяса,Различные способы срезать мясо при снятии шкур.,0,-1,1059120,-1,-1
246,Путь героя: Midnight,"Телепортирует к входу в подземелье Midnight, для которого вы получили достижение ""Герой ключей"". Время восстановления этих заклинаний сбрасывается, когда вы проходите подземелье с эпохальным ключом.",0,-1,519384,-1,-1
247,Ловушки,"Замедляют, отвлекают и всячески препятствуют искателям в поисках прячущихся.",0,0,461122,0,0
