Name_lang,ID,SecondaryID,Flags,ChrModelID,OrderIndex,ChrCustomizationCategoryID,OptionType,BarberShopCostModifier,ChrCustomizationID,Requirement,SecondaryOrderIndex,AddedInPatch
Цвет кожи,35,35,80,6,2,2,0,0,1,0,1,90001
Лицо,36,36,128,6,1,2,0,0,2,0,2,90001
Прическа,37,37,0,6,3,2,0,0,3,0,3,90001
Цвет волос,38,38,2,6,4,2,0,0,4,0,4,90001
Цвет кожи,40,40,80,7,2,2,0,0,1,0,1,90001
Лицо,41,41,128,7,1,2,0,0,2,0,2,90001
Прическа,42,42,0,7,3,2,0,0,3,0,3,90001
Цвет волос,43,43,2,7,4,2,0,0,4,0,4,90001
Борода,44,44,0,7,7,2,0,0,5,0,7,90001
Цвет татуировки,46,46,11,7,32,5,0,0,9,0,32,90001
Вид рогов,47,47,8,7,19,23,0,0,7,0,9,90001
Повязка на глаза,48,48,8,7,20,23,0,0,8,0,11,90001
Цвет кожи,49,49,80,8,2,2,0,0,1,0,1,90001
Лицо,50,50,128,8,1,2,0,0,2,0,2,90001
Прическа,51,51,0,8,3,2,0,0,3,0,3,90001
Цвет волос,52,52,2,8,4,2,0,0,4,0,4,90001
Раскраска,53,53,40,8,13,23,0,0,13,0,14,90001
Цвет татуировки,55,55,11,8,24,5,0,0,9,0,24,90001
Вид рогов,56,56,8,8,20,5,0,0,7,0,20,90001
Повязка на глаза,57,57,8,8,10,23,0,0,8,0,10,90001
Цвет кожи,58,58,16,9,3,13,0,0,1,0,1,90001
Лицо,59,59,0,9,1,13,0,0,2,0,3,90001
Прическа,60,60,0,9,4,13,0,0,3,0,4,90001
Цвет волос,61,61,2,9,5,13,0,0,4,0,5,90001
Челюсть,62,62,40,9,6,13,0,0,14,0,6,90001
Цвет кожи,63,63,16,10,3,13,0,0,1,0,1,90001
Лицо,64,64,0,10,1,13,0,0,2,0,3,90001
Прическа,65,65,0,10,4,13,0,0,3,0,4,90001
Цвет волос,66,66,2,10,5,13,0,0,4,0,5,90001
Челюсть,67,67,40,10,7,13,0,0,14,0,7,90001
Цвет кожи,68,68,80,11,2,18,0,0,165,0,1,90001
Вид рогов,71,70,0,11,3,18,0,0,16,0,3,90001
Цвет рогов,72,71,2,11,4,18,0,0,17,0,4,90001
Борода и усы,73,72,0,11,7,18,0,0,164,0,7,90001
Цвет кожи,74,73,80,12,2,18,0,0,165,0,1,90001
Вид рогов,77,75,0,12,3,18,0,0,16,0,3,90001
Цвет рогов,78,76,2,12,4,18,0,0,17,0,4,90001
Волосы,79,77,0,12,6,18,0,0,15,0,6,90001
Цвет кожи,80,78,80,13,2,2,0,0,1,0,1,90001
Лицо,81,79,128,13,1,2,0,0,2,0,2,90001
Прическа,82,80,0,13,3,2,0,0,3,0,3,90001
Цвет волос,83,81,2,13,4,2,0,0,4,0,4,90001
Борода,84,82,0,13,6,2,0,0,5,0,6,90001
Цвет кожи,85,83,80,14,2,2,0,0,1,0,1,90001
Лицо,86,84,128,14,1,2,0,0,2,0,2,90001
Прическа,87,85,0,14,3,2,0,0,3,0,3,90001
Цвет волос,88,86,2,14,4,2,0,0,4,0,4,90001
Серьги,89,87,8,14,6,2,0,0,18,0,7,90001
Цвет кожи,90,88,80,15,2,2,0,0,1,0,1,90001
Лицо,91,89,128,15,1,2,0,0,2,0,2,90001
Прическа,92,90,0,15,3,2,0,0,3,0,3,90001
Цвет волос,93,91,2,15,4,2,0,0,4,0,4,90001
Клыки,94,92,0,15,5,2,0,0,19,0,5,90001
Цвет кожи,95,93,80,16,2,2,0,0,1,0,1,90001
Лицо,96,94,128,16,1,2,0,0,2,0,2,90001
Прическа,97,95,0,16,3,2,0,0,3,0,3,90001
Цвет волос,98,96,2,16,4,2,0,0,4,0,4,90001
Клыки,99,97,0,16,5,2,0,0,19,0,5,90001
Цвет кожи,100,98,80,17,2,2,0,0,1,0,1,90001
Лицо,101,99,128,17,1,2,0,0,2,0,2,90001
Прическа,102,100,0,17,3,2,0,0,3,0,3,90001
Цвет волос,103,101,2,17,4,2,0,0,4,0,4,90001
Уши,104,102,0,17,10,3,0,0,20,0,10,90001
Цвет кожи,105,103,80,18,2,2,0,0,1,0,1,90001
Лицо,106,104,128,18,1,2,0,0,2,0,2,90001
Прическа,107,105,0,18,3,2,0,0,3,0,3,90001
Цвет волос,108,106,2,18,4,2,0,0,4,0,4,90001
Уши,109,107,0,18,10,3,0,0,20,0,10,90001
Цвет кожи,110,108,80,19,2,2,0,0,1,0,1,90001
Лицо,111,109,128,19,1,2,0,0,2,0,2,90001
Прическа,112,110,0,19,3,2,0,0,3,0,3,90001
Цвет волос,113,111,2,19,4,2,0,0,4,0,4,90001
Борода и усы,114,112,0,19,5,2,0,0,5,0,5,90001
Цвет татуировки,116,114,11,19,12,5,0,0,35,0,12,90001
Вид рогов,117,115,8,19,8,2,0,0,7,0,8,90001
Повязка на глаза,118,116,8,19,9,2,0,0,8,0,9,90001
Цвет кожи,119,117,80,20,2,2,0,0,1,0,1,90001
Лицо,120,118,128,20,1,2,0,0,2,0,2,90001
Прическа,121,119,0,20,3,2,0,0,3,0,3,90001
Цвет волос,122,120,2,20,4,2,0,0,4,0,4,90001
Серьги,123,121,72,20,12,3,0,0,21,0,12,90001
Цвет татуировки,125,123,11,20,24,5,0,0,35,0,24,90001
Вид рогов,126,124,8,20,5,2,0,0,7,0,5,90001
Повязка на глаза,127,125,8,20,7,2,0,0,8,0,8,90001
Цвет кожи,128,126,80,21,2,2,0,0,1,0,1,90001
Лицо,129,127,128,21,1,2,0,0,2,0,2,90001
Прическа,130,128,0,21,3,2,0,0,3,0,3,90001
Цвет волос,131,129,2,21,4,2,0,0,4,0,4,90001
Борода и усы,132,130,0,21,5,2,0,0,5,0,5,90001
Цвет кожи,133,131,80,22,2,2,0,0,1,0,1,90001
Лицо,134,132,128,22,1,2,0,0,2,0,2,90001
Прическа,135,133,0,22,3,2,0,0,3,0,3,90001
Цвет волос,136,134,2,22,4,2,0,0,4,0,4,90001
Вид рогов,137,135,0,22,5,2,0,0,23,0,5,90001
Цвет кожи,138,136,18,23,1,2,0,0,1,0,1,90001
Лицо,139,137,0,23,2,2,0,0,2,0,2,90001
Прическа,140,138,0,23,3,4,0,0,3,0,3,90001
Цвет волос,141,139,2,23,4,4,0,0,4,0,4,90001
Прическа,142,140,0,24,1,4,0,0,3,0,1,90001
Цвет волос,143,141,2,24,2,4,0,0,4,0,2,90001
Цвет кожи,144,142,18,25,1,2,0,0,1,0,1,90001
Прическа,145,143,0,25,2,4,0,0,3,0,2,90001
Цвет волос,146,144,2,25,3,4,0,0,4,0,3,90001
Цвет кожи,147,145,18,26,1,2,0,0,1,0,1,90001
Прическа,148,146,0,26,2,4,0,0,3,0,2,90001
Цвет волос,149,147,2,26,3,4,0,0,4,0,3,90001
Цвет кожи,150,148,18,27,1,2,0,0,1,0,1,90001
Лицо,151,149,0,27,2,2,0,0,2,0,2,90001
Прическа,152,150,0,27,3,4,0,0,3,0,3,90001
Цвет волос,153,151,2,27,4,4,0,0,4,0,4,90001
Прическа,154,152,0,28,1,4,0,0,3,0,1,90001
Цвет волос,155,153,2,28,2,4,0,0,4,0,2,90001
Цвет кожи,156,154,18,29,1,2,0,0,1,0,1,90001
Лицо,157,155,0,29,2,2,0,0,2,0,2,90001
Прическа,158,156,0,29,3,4,0,0,3,0,3,90001
Цвет волос,159,157,2,29,4,4,0,0,4,0,4,90001
Прическа,160,158,0,30,1,4,0,0,3,0,1,90001
Цвет волос,161,159,2,30,2,4,0,0,4,0,2,90001
Цвет кожи,162,160,18,31,1,2,0,0,1,0,1,90001
Лицо,163,161,0,31,2,2,0,0,2,0,2,90001
Прическа,164,162,0,31,3,4,0,0,3,0,3,90001
Цвет волос,165,163,2,31,4,4,0,0,4,0,4,90001
Борода и усы,166,164,0,31,5,4,0,0,5,0,5,90001
Прическа,167,165,0,32,1,4,0,0,3,0,1,90001
Цвет волос,168,166,2,32,2,4,0,0,4,0,2,90001
Цвет кожи,169,167,18,33,1,2,0,0,1,0,1,90001
Лицо,170,168,0,33,2,2,0,0,2,0,2,90001
Прическа,171,169,0,33,3,4,0,0,3,0,3,90001
Цвет волос,172,170,2,33,4,4,0,0,4,0,4,90001
Борода и усы,173,171,0,33,5,4,0,0,5,0,5,90001
Прическа,174,172,0,34,1,4,0,0,3,0,1,90001
Цвет волос,175,173,2,34,2,4,0,0,4,0,2,90001
Цвет кожи,176,174,18,35,1,2,0,0,1,0,1,90001
Лицо,177,175,0,35,2,2,0,0,2,0,2,90001
Прическа,178,176,0,35,3,4,0,0,3,0,3,90001
Цвет волос,179,177,2,35,4,4,0,0,4,0,4,90001
Борода и усы,180,178,0,35,5,4,0,0,5,0,5,90001
Прическа,181,179,0,36,1,4,0,0,3,0,1,90001
Цвет волос,182,180,2,36,2,4,0,0,4,0,2,90001
Цвет кожи,183,181,18,37,1,2,0,0,1,0,1,90001
Лицо,184,182,0,37,2,2,0,0,2,0,2,90001
Прическа,185,183,0,37,3,4,0,0,3,0,3,90001
Цвет волос,186,184,2,37,4,4,0,0,4,0,4,90001
Борода и усы,187,185,0,37,5,4,0,0,5,0,5,90001
Прическа,188,186,0,38,1,4,0,0,3,0,1,90001
Цвет волос,189,187,2,38,2,4,0,0,4,0,2,90001
Цвет кожи,190,188,18,39,1,2,0,0,1,0,1,90001
Прическа,191,189,0,39,2,4,0,0,3,0,2,90001
Цвет волос,192,190,2,39,3,4,0,0,4,0,3,90001
Борода и усы,193,191,0,39,4,4,0,0,5,0,4,90001
Прическа,194,192,0,40,2,4,0,0,3,0,2,90001
Цвет волос,195,193,2,40,3,4,0,0,4,0,3,90001
Цвет кожи,196,194,16,41,1,2,0,0,1,0,1,90001
Лицо,197,195,0,41,2,2,0,0,2,0,2,90001
Прическа,198,196,0,41,3,4,0,0,3,0,3,90001
Цвет волос,199,197,2,41,4,4,0,0,4,0,4,90001
Борода и усы,200,198,0,41,5,4,0,0,5,0,5,90001
Прическа,201,199,0,42,1,4,0,0,3,0,1,90001
Цвет волос,202,200,2,42,2,4,0,0,4,0,2,90001
Цвет меха,203,201,66,43,2,20,0,0,1,0,1,90001
Лицо,204,202,128,43,1,20,0,0,2,0,2,90001
Прическа,205,203,0,43,3,20,0,0,3,0,3,90001
Борода и усы,207,205,0,43,4,20,0,0,5,0,4,90001
Цвет меха,208,206,66,44,2,20,0,0,1,0,1,90001
Лицо,209,207,128,44,1,20,0,0,2,0,2,90001
Прическа,210,208,0,44,3,20,0,0,3,0,3,90001
Уши,212,210,8,44,5,20,0,0,22,0,5,90001
Цвет кожи,213,211,18,45,2,2,0,0,1,0,2,90001
Лицо,214,212,0,45,1,2,0,0,2,0,1,90001
Прическа,215,213,0,45,3,2,0,0,3,0,3,90001
Цвет волос,216,214,2,45,4,2,0,0,4,0,4,90001
Борода и усы,217,215,0,45,5,2,0,0,5,0,5,90001
Цвет кожи,218,216,18,46,2,2,0,0,1,0,2,90001
Лицо,219,217,0,46,1,2,0,0,2,0,1,90001
Прическа,220,218,0,46,3,2,0,0,3,0,3,90001
Цвет волос,221,219,2,46,4,2,0,0,4,0,4,90001
Прическа,230,227,8,48,3,14,0,0,3,0,3,90001
Цвет волос,231,228,2,48,4,14,0,0,4,0,4,90001
Серьги,232,229,8,48,6,14,0,0,26,0,7,90001
Цвет кожи,233,230,16,53,2,2,0,0,1,0,1,90001
Лицо,234,231,0,53,1,2,0,0,2,0,2,90001
Прическа,235,232,0,53,3,2,0,0,3,0,3,90001
Цвет волос,236,233,2,53,4,2,0,0,4,0,4,90001
Серьги,237,234,8,53,5,3,0,0,44,0,22,90001
Цвет кожи,239,236,16,54,2,2,0,0,1,0,1,90001
Лицо,240,237,0,54,1,2,0,0,2,0,2,90001
Прическа,241,238,0,54,3,2,0,0,3,0,3,90001
Цвет волос,242,239,2,54,4,2,0,0,4,0,4,90001
Серьги,243,240,8,54,5,3,0,0,43,0,22,90001
Вид рогов,247,244,0,55,3,3,0,0,39,0,19,90001
Знаки на рогах,248,245,2,55,4,3,1,0,40,0,21,90001
Вид рогов,254,250,0,56,5,3,0,0,39,0,20,90001
Знаки на рогах,255,251,2,56,6,3,1,0,40,0,22,90001
Волосы,256,252,0,56,3,2,0,0,38,0,4,90001
Цвет кожи,259,254,80,57,2,2,0,0,1,0,1,90001
Лицо,260,255,128,57,1,2,0,0,2,0,2,90001
Прическа,261,256,0,57,3,2,0,0,3,0,3,90001
Цвет волос,262,257,2,57,4,2,0,0,4,0,4,90001
Борода и усы,263,258,0,57,5,2,0,0,5,0,5,90001
Цвет кожи,264,259,80,58,2,2,0,0,1,0,1,90001
Лицо,265,260,128,58,1,2,0,0,2,0,2,90001
Прическа,266,261,0,58,3,2,0,0,3,0,3,90001
Цвет волос,267,262,2,58,4,2,0,0,4,0,4,90001
Серьги,268,263,8,58,6,2,0,0,41,0,7,90001
Цвет кожи,269,264,16,59,2,2,0,0,1,0,1,90001
Лицо,270,265,0,59,1,2,0,0,2,0,2,90001
Прическа,271,266,0,59,3,2,0,0,3,0,3,90001
Цвет волос,272,267,2,59,4,2,0,0,4,0,4,90001
Борода и усы,273,268,0,59,5,2,0,0,5,0,5,90001
Руна,275,270,8,59,8,2,0,0,25,0,6,90001
Цвет кожи,276,271,16,60,2,2,0,0,1,0,1,90001
Лицо,277,272,0,60,1,2,0,0,2,0,2,90001
Прическа,278,273,0,60,3,2,0,0,3,0,3,90001
Цвет волос,279,274,2,60,4,2,0,0,4,0,4,90001
Вид рогов,280,275,0,60,5,2,0,0,24,0,5,90001
Руна,282,277,8,60,7,3,0,0,25,0,21,90001
Цвет кожи,283,278,16,61,2,2,0,0,1,0,1,90001
Лицо,284,279,0,61,1,2,0,0,2,0,2,90001
Прическа,285,280,0,61,3,2,0,0,3,0,3,90001
Цвет волос,286,281,2,61,4,2,0,0,4,0,4,90001
Клыки,288,283,0,61,6,2,0,0,29,0,10,90001
Пирсинг,289,284,8,61,7,3,0,0,30,0,20,90001
Цвет кожи,290,285,16,62,2,2,0,0,1,0,1,90001
Лицо,291,286,0,62,1,2,0,0,2,0,2,90001
Прическа,292,287,0,62,3,2,0,0,3,0,3,90001
Цвет волос,293,288,2,62,4,2,0,0,4,0,4,90001
Туннели в ушах,294,289,8,62,11,3,0,0,30,0,11,90001
Клыки,296,291,0,62,5,2,0,0,29,0,8,90001
Серьги,297,292,8,62,10,3,1,0,31,0,10,90001
Цвет кожи,298,293,16,63,2,2,0,0,1,0,1,90001
Лицо,299,294,0,63,1,2,0,0,2,0,2,90001
Прическа,300,295,0,63,3,2,0,0,3,0,3,90001
Цвет волос,301,296,2,63,4,2,0,0,4,0,4,90001
Борода,302,297,8,63,6,2,0,0,5,0,6,90001
Цвет кожи,303,298,16,64,2,2,0,0,1,0,1,90001
Лицо,304,299,0,64,1,2,0,0,2,0,2,90001
Прическа,305,300,0,64,3,2,0,0,3,0,3,90001
Цвет волос,306,301,2,64,4,2,0,0,4,0,4,90001
Серьги,308,303,8,64,6,23,0,0,155,0,7,90001
Ожерелье,309,304,8,64,7,23,0,0,156,0,8,90001
Цвет кожи,310,305,18,65,1,2,0,0,1,0,1,90001
Лицо,311,306,0,65,2,2,0,0,2,0,2,90001
Прическа,312,307,0,65,3,4,0,0,3,0,3,90001
Цвет волос,313,308,2,65,4,4,0,0,4,0,4,90001
Борода и усы,314,309,0,65,5,4,0,0,5,0,5,90001
Цвет кожи,315,310,18,66,1,2,0,0,1,0,1,90001
Цвет волос,316,311,2,66,2,4,0,0,4,0,2,90001
Борода и усы,317,312,0,66,3,4,0,0,5,0,3,90001
Цвет кожи,318,313,16,67,2,16,0,0,1,0,1,90001
Лицо,319,314,0,67,1,16,0,0,2,0,2,90001
Прическа,320,315,0,67,3,16,0,0,3,0,3,90001
Цвет волос,321,316,2,67,4,16,0,0,4,0,4,90001
Борода и усы,322,317,0,67,5,16,0,0,5,0,5,90001
Татуировка,324,319,8,67,6,16,0,0,47,0,6,90001
Цвет кожи,325,320,16,68,2,2,0,0,1,0,1,90001
Лицо,326,321,0,68,1,2,0,0,2,0,2,90001
Прическа,327,322,0,68,3,2,0,0,3,0,3,90001
Цвет волос,328,323,2,68,4,2,0,0,4,0,4,90001
Цвет меха,331,326,16,69,2,2,0,0,162,0,1,90001
Уши,336,329,8,69,4,2,0,0,161,0,4,90001
Мордочка,338,331,8,69,6,2,0,0,160,0,6,90001
Цвет меха,339,332,16,70,2,2,0,0,162,0,1,90001
Уши,344,335,8,70,4,2,0,0,161,0,4,90001
Мордочка,346,337,8,70,6,2,0,0,160,0,6,90001
Цвет кожи,347,338,16,71,2,15,0,0,50,0,1,90001
Прическа,350,340,0,71,3,15,0,0,3,0,3,90001
Цвет волос,351,341,2,71,4,15,0,0,4,0,4,90001
Борода,352,342,0,71,5,15,0,0,5,0,5,90001
Сутулость,353,343,40,71,30,1,1,0,49,0,30,90001
Цвет кожи,354,344,16,72,2,15,0,0,50,0,1,90001
Прическа,357,346,0,72,3,15,0,0,3,0,3,90001
Цвет волос,358,347,2,72,4,15,0,0,4,0,4,90001
Цвет кожи,360,349,80,73,2,2,0,0,1,0,1,90001
Лицо,361,350,128,73,1,2,0,0,2,0,2,90001
Прическа,362,351,0,73,3,2,0,0,3,0,3,90001
Цвет волос,363,352,2,73,4,2,0,0,4,0,4,90001
Борода и усы,364,353,0,73,5,2,0,0,5,0,5,90001
Улучшение рук,366,355,0,73,10,1,0,0,157,0,10,90001
Улучшение ног,367,356,0,73,11,1,1,0,158,0,11,90001
Цвет кожи,368,357,80,74,2,2,0,0,1,0,1,90001
Лицо,369,358,128,74,1,2,0,0,2,0,2,90001
Прическа,370,359,0,74,3,2,0,0,3,0,3,90001
Цвет волос,371,360,2,74,4,2,0,0,4,0,4,90001
Улучшение рук,374,362,0,74,10,1,0,0,157,0,10,90001
Улучшение ног,375,363,0,74,11,1,1,0,158,0,11,90001
Татуировка,376,45,41,7,31,5,0,0,6,0,31,90001
Татуировка,377,54,41,8,23,5,0,0,6,0,23,90001
Лицо,378,69,128,11,1,18,0,0,177,0,2,90001
Лицо,379,74,128,12,1,18,0,0,177,0,2,90001
Татуировка,380,113,9,19,11,5,0,0,34,0,11,90001
Татуировка,381,122,9,20,23,5,0,0,34,0,23,90001
Пирсинг,382,220,8,46,5,3,0,0,180,0,5,90001
Цвет кожи,383,221,16,47,2,14,0,0,171,0,1,90001
Лицо,384,222,0,47,1,14,0,0,179,0,2,90001
Прическа,385,223,0,47,3,14,0,0,173,0,3,90001
Борода,386,224,0,47,5,14,0,0,172,0,5,90001
Цвет кожи,387,225,16,48,2,14,0,0,171,0,1,90001
Лицо,388,226,0,48,1,14,0,0,179,0,2,90001
Татуировка на теле,389,235,9,53,6,1,0,0,42,0,30,90001
Татуировка на теле,390,241,9,54,6,1,0,0,42,0,30,90001
Цвет кожи,391,242,16,55,2,2,0,0,169,0,1,90001
Лицо,392,243,0,55,1,2,0,0,178,0,2,90001
Борода,393,246,0,55,5,2,0,0,170,0,6,90001
Цвет раскраски на теле,394,247,11,55,9,1,0,0,37,0,31,90001
Цвет кожи,395,248,16,56,2,2,0,0,169,0,1,90001
Лицо,396,249,0,56,1,2,0,0,178,0,2,90001
Цвет раскраски на теле,397,253,11,56,10,1,0,0,37,0,31,90001
Татуировка,398,269,9,59,6,1,0,0,36,0,30,90001
Татуировка,399,276,9,60,6,1,0,0,36,0,30,90001
Татуировка,400,282,9,61,5,5,0,0,32,0,5,90001
Татуировка,401,290,9,62,20,5,0,0,32,0,20,90001
Пирсинг,403,318,8,67,7,16,0,0,52,0,7,90001
Пирсинг,404,324,8,68,6,2,0,0,167,0,6,90001
Татуировка,405,325,8,68,5,2,0,0,48,0,5,90001
Лицо,406,327,0,69,1,2,0,0,176,0,2,90001
Прическа,407,328,0,69,3,2,0,0,174,0,3,90001
Узор,408,330,9,69,20,1,0,0,153,0,20,90001
Лицо,409,333,0,70,1,2,0,0,176,0,2,90001
Прическа,410,334,0,70,3,2,0,0,174,0,3,90001
Узор,411,336,9,70,5,1,0,0,153,0,5,90001
Лицо,412,339,0,71,1,15,0,0,175,0,2,90001
Лицо,413,345,0,72,1,15,0,0,175,0,2,90001
Серьги,414,348,8,72,6,34,0,0,166,0,20,90001
Модификация,415,354,0,73,6,2,0,0,159,0,6,90001
Модификация,416,361,0,74,5,2,0,0,159,0,5,90001
Цвет глаз,463,364,2,1,11,3,0,0,2,0,11,90001
Цвет глаз,464,365,2,2,5,2,0,0,2,0,8,90001
Пирсинг,501,366,8,2,6,3,0,0,10,0,11,90001
Ожерелье,510,367,8,2,7,3,0,0,10,0,12,90001
Макияж,516,368,40,2,8,3,0,0,2,0,10,90001
Форма лица,525,369,0,1,8,2,0,0,2,0,3,90001
Форма лица,526,370,0,2,9,2,0,0,2,0,7,90001
Цвет глаз,534,371,2,9,8,13,0,0,5,0,8,90001
Цвет глаз,535,372,2,10,8,13,0,0,5,0,8,90001
Цвет глаз,544,373,2,5,7,16,0,0,2,0,7,90001
Цвет глаз,545,374,2,6,6,2,0,0,2,0,5,90001
Цвет глаз,548,375,2,13,8,2,0,0,2,0,8,90001
Цвет глаз,549,376,2,14,5,2,0,0,2,0,5,90001
Цвет глаз,552,377,2,17,6,2,0,0,2,0,6,90001
Цвет глаз,553,378,2,18,6,2,0,0,2,0,6,90001
Особенности лица,559,382,32,10,6,13,0,0,14,0,6,90001
Особенности лица,563,386,32,9,7,13,0,0,14,0,7,90001
Тип кожи,567,389,0,9,2,13,0,0,1,0,2,90001
Тип кожи,568,390,0,10,2,13,0,0,1,0,2,90001
Цвет глаз,571,391,66,19,13,2,0,0,2,0,13,90001
Цвет глаз,572,392,66,20,6,2,0,0,2,0,6,90001
Ожерелье,575,394,8,20,13,3,0,0,5,0,13,90001
Цвет глаз,578,395,66,57,6,2,0,0,2,0,6,90001
Цвет глаз,579,396,66,58,5,2,0,0,2,0,5,90001
Уши,582,397,8,19,6,2,0,0,1,0,6,90001
Уши,583,398,8,20,11,3,0,0,1,0,11,90001
Оттенок кожи,585,399,0,57,7,1,0,0,1,0,8,90001
Второй цвет волос,586,400,0,57,8,1,0,0,4,0,9,90001
Оттенок кожи,588,401,0,58,7,1,0,0,1,0,8,90001
Второй цвет волос,589,402,0,58,8,1,0,0,4,0,9,90001
Серьги,600,405,8,5,10,17,0,0,5,0,10,90001
Серьги,601,406,72,6,7,2,0,0,5,0,7,90001
Кольцо в носу,604,407,8,5,11,17,0,0,5,0,11,90001
Пирсинг,605,408,8,6,8,2,0,0,5,0,8,90001
Цвет татуировки,607,409,10,6,10,5,0,0,1,0,11,90001
Татуировка,608,410,40,6,9,5,0,0,1,0,10,90001
Цвет татуировки,610,411,10,5,21,5,0,0,1,0,21,90001
Татуировка,611,412,40,5,20,5,0,0,1,0,20,90001
Цвет глаз,614,413,2,67,8,16,0,0,2,0,8,90001
Цвет глаз,615,414,2,68,7,2,0,0,2,0,7,90001
Цвет глаз,618,415,2,21,6,2,0,0,2,0,6,90001
Цвет глаз,619,416,2,22,6,2,0,0,2,0,6,90001
Цвет глаз,622,417,2,43,6,20,0,0,2,0,6,90001
Цвет глаз,623,418,2,44,6,20,0,0,2,0,6,90001
Браслеты,631,425,9,20,27,5,0,0,5,0,27,90001
Цвет глаз,646,438,2,11,10,19,0,0,2,0,10,90001
Цвет глаз,647,439,2,12,7,18,0,0,2,0,7,90001
Серьги,649,440,8,12,12,19,0,0,5,0,12,90001
Ожерелье,651,441,8,12,14,19,0,0,5,0,14,90001
Ожерелье,653,442,8,11,14,19,0,0,5,0,15,90001
Головной убор,655,443,40,12,11,19,0,0,5,0,11,90001
Головной убор,657,444,40,11,12,19,0,0,5,0,13,90001
Кольцо в носу,659,445,8,12,13,19,0,0,5,0,13,90001
Кольцо в носу,661,446,8,11,13,19,0,0,5,0,14,90001
Раскраска на теле,662,447,8,12,20,5,0,0,1,0,20,90001
Раскраска на теле,663,448,8,11,20,5,0,0,1,0,20,90001
Раскраска на лице,666,451,40,12,10,19,0,0,1,0,10,90001
Раскраска на лице,667,452,40,11,11,19,0,0,1,0,12,90001
Цвет раскраски,668,453,10,12,21,5,0,0,1,0,21,90001
Цвет раскраски,669,454,10,11,21,5,0,0,1,0,21,90001
Волосы,671,455,0,11,6,18,0,0,164,0,6,90001
Челка,672,456,32,11,5,18,0,0,164,0,5,90001
Челка,673,457,32,12,5,18,0,0,15,0,5,90001
Уши,675,458,8,43,5,20,0,0,5,0,5,90001
Цвет глаз,682,459,66,7,24,23,0,0,2,0,12,90001
Цвет глаз,683,460,66,8,12,23,0,0,2,0,12,90001
Цвет глаз,686,461,2,63,7,2,0,0,2,0,7,90001
Цвет глаз,687,462,2,64,5,2,0,0,2,0,5,90001
Хвост,689,463,8,22,20,1,0,0,1,0,20,90001
Хвост,691,464,0,21,20,1,0,0,1,0,20,90001
Щупальца,695,465,0,21,10,3,0,0,5,0,10,90001
Щупальца,697,466,0,22,10,2,0,0,5,0,8,90001
Диадема,699,467,40,22,8,2,1,0,5,0,9,90001
Украшения в волосах,701,468,8,22,9,2,0,0,5,0,10,90001
Диадема,703,469,40,21,7,2,1,0,5,0,8,90001
Украшения на рогах,705,470,8,21,8,2,0,0,5,0,9,90001
Усы,706,471,0,63,5,2,0,0,5,0,5,90001
Серьги,708,472,8,8,16,3,0,0,5,0,17,90001
Ожерелье,710,473,8,8,18,3,0,0,5,0,19,90001
Кольцо в носу,712,474,8,8,17,3,0,0,5,0,18,90001
