ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
20,Бросок камня,"Камнешвырь бросает камень грехов, который раскалывается и наносит $s1 ед. физического урона противникам на расстоянии.",1,0,0,1,236399
21,Омолаживающие духи,"Калетар исцеляет всех союзников, восстанавливая им $s1 ед. здоровья.",4,4,0,1,1022944
22,Неуемный голод,"Айелет вытягивает аниму из ближайших противников, нанося $s1 ед. урона от темной магии мгновенно и $s2 ед. урона каждый раунд.",3,2,0,32,460700
23,DNT JasonTest Taunt Spell,Провокация,0,2,0,0,0
24,Сияющее копье,"Тэлия усиливает свое копье, нанося $s1 ед. урона от светлой магии самому дальнему противнику и восполняя $s2 ед. здоровья ближайшему союзнику.",2,0,0,2,1508065
25,Мелькающие кулаки,"Китекиос проводит серию быстрых ударов, поражая противников в ближнем бою, нанося $s1 ед. урона от светлой магии и увеличивая наносимый им урон на $s2%.",2,3,0,2,2065583
26,Зелье врачевателя,"Телетакас вливает зелье в глотку ближайшему союзнику, восполняя ему $s1 ед. здоровья и увеличивая его максимальный запас здоровья на $s2.",3,2,0,8,236882
27,XX - Test - Physical,,0,0,0,1,1059120
28,XX - Test - Melee - Holy,,0,0,0,2,0
29,XX - Test - Melee - Fire,,0,0,0,4,0
30,XX - Test - Melee - Nature,,0,0,0,8,0
31,XX - Test - Melee - Frost,,0,0,0,16,0
32,XX - Test - Melee - Shadow,,0,0,0,32,0
33,XX - Test - Melee - Arcane,,0,0,0,64,0
34,XX - Test - Ranged - Physical,,0,0,0,1,0
35,XX - Test - Ranged - Holy,,0,0,0,2,0
36,XX - Test - Ranged - Fire,,0,0,0,4,0
37,XX - Test - Ranged - Nature,,0,0,0,8,0
38,XX - Test - Ranged - Frost,,0,0,0,16,0
39,XX - Test - Ranged - Shadow,,0,0,0,32,0
40,XX - Test - Ranged - Arcane,,0,0,0,64,0
41,Удар мешком,"Контрабандист размахивает мешком, нанося урон находящимся рядом противникам.",3,0,0,1,133634
42,JasonTest Passive,,0,0,0,0,0
43,Вытягивание анимы,"Вытягивает аниму самого дальнего противника, нанося ему $s1 ед. урона от темной магии и восполняя себе $s2 ед. здоровье.",1,0,0,32,136212
44,Двойной удар,"Ночной Клинок дважды атакует находящегося рядом противника, нанося $s1 и $s2 ед. физического урона.",3,0,0,1,333546
45,Вытягивание души,Наносит $s1 ед. урона от тайной магии самому дальнему противнику и восполняет себе $s2 ед. здоровья.,2,0,0,64,136211
46,Щит грядущего дня,"Фалангит получает на 10% меньше урона и аналогичным образом защищает своих союзников, атакующих в дальнем бою.",2,1,0,2,517159
47,Защитная аура,"Дрейвен защищает крыльями себя и союзников, уменьшая получаемый урон на 20%.",0,0,0,32,2182687
48,Прогулка в тенях,Наджия скрывается от противников и восполняет $s2 ед. здоровья.,4,1,0,32,451170
49,Кровопускание,"Теотар вытягивает кровь из противников на расстоянии, увеличивая получаемый ими урон на $s1%.",4,4,0,32,999949
50,Удар алебардой,"Алебардщик наносит удар самому отдаленному противнику, нанося $s1 ед. физического урона.",3,0,0,1,135576
51,Буря костей,"Вращается на месте, нанося $s1 ед. урона от темной магии всем противникам в ближнем бою.",5,0,0,32,1535071
52,Песнь чумы,"Пронзительно кричит, нанося противникам на расстоянии $s1 ед. урона от сил природы каждый раунд в течение 4 раундов.",5,4,0,8,136147
53,Колючая ловушка,"Извивающиеся щупальца опутывают противников, каждый второй раунд нанося $s1 ед. урона от сил природы и уменьшая наносимый ими урон на 20%.",6,6,0,8,1535071
54,Рассекающие тени,"Рахель энергично рубит ближайшего противника и бросает кинжал в самого дальнего врага, нанося $s1 ед. урона от темной магии обеим целям.",3,0,0,32,1455921
55,Радушный прием,"Камнелоб вежливо улыбается и крушит всех противников в ближнем бою, нанося $s1 ед. физического урона.",4,0,0,1,236550
56,Истязающее зеркало,"Симона точно направляет свое зеркало, нанося $s1 ед. урона от тайной магии самому дальнему противнику.",1,0,0,64,458243
57,Урок этикета,"Богдан дает урок хороших манер ближайшему противнику, нанося $s1 ед. урона от темной магии в течение следующих трех ходов.",5,3,0,32,1544136
58,Черепокол,"Сибилла Потерянная сталкивает лбами всех ближайших противников, нанося $s1 ед. физического урона.",2,0,0,1,132094
59,Зеркала сожалений,"Вулка черпает силу в воспоминаниях об утраченном, нанося $s1 ед. урона от тайной магии всем противникам на расстоянии.",3,0,0,64,1020341
60,Кислотный плевок,"Плюет кислотой в самого дальнего противника, нанося $s1 ед. урона от сил природы.",2,0,0,8,136007
61,Мощный удар жвалами,"Бьет ближайшего противника, нанося $s1 ед. урона от сил природы.",4,0,0,8,1508493
62,Кровавая атака,"Колет рогами всех противников в ближнем бою, нанося $s1 ед. урона от сил природы.",3,0,0,8,454039
63,Пронзительный визг,"Издает громкий визг, нанося $s1 ед. урона от сил природы всем противникам и уменьшая наносимый ими урон на 20% на 2 хода.",5,2,0,8,133707
64,Чудовищный грохот,"Бьет панцирем оземь, нанося $s1 ед. урона от сил природы всем противникам.",2,0,0,8,451165
65,Гложущие сомнения,"Гложет ближайшего противника, нанося $s1 ед. урона от темной магии.",2,0,0,32,1398088
66,Удар голиафа,Мощный удар наносит $s1 ед. урона от темной магии ближайшему противнику и еще одной цели у него за спиной.,1,0,0,32,132323
67,Удар Хранилища,"Подпрыгивает в воздух и атакует самого дальнего противника копьем тени, нанося $s1 ед. урона от темной магии.",3,0,0,32,376832
68,Топтание светящимся копытом,"Бьет всех врагов в ближнем бою, нанося $s1 ед. урона от светлой магии и уменьшая наносимый ими урон на 80% на 1 ход.",3,1,1,2,132368
69,DNT JasonTest Ability Spell2,"DNT Test test  Effect 0 Attack points $s0, Effect 1 Attack points % $s1, Effect 2 Flat points $s2, Effect 3 Flat points % $s3",3,2,0,0,461809
70,DNT JasonTest Spell Tooltip,DNT test test test,0,0,0,0,0
71,Заживляющие лозы,Восполняет ближайшему союзнику $s1 ед. здоровья.,2,0,0,8,134413
72,Резонирующий удар,"Гала атакует ближайшего противника, нанося $s1 ед. урона от светлой магии. Сила удара вызывает ударную волну, наносящую $s2 ед. урона от светлой магии противникам на расстоянии.",4,0,0,2,135891
73,Очищающий луч,"Молако очищает противников на линии, нанося $s1 ед. урона от светлой магии.",2,0,0,2,135949
74,Перенастройка: защита,"""Озарион"" перенастраивает систему, перераспределяя ресурсы для защитных мер. Уменьшает получаемый и наносимый урон на 40% на 3 раунда.",5,3,0,2,1405810
75,Прыжок лариона,Немея приказывает своему другу-лариону атаковать самого дальнего противника (наносит $s1 ед. физического урона).,2,0,0,1,3155392
76,Вспышка анимапарда,Пелодис приказывает анимапарду атаковать самого дальнего противника (наносит $s1 ед. урона от светлой магии).,3,0,0,2,3061647
77,Зелья дополнительной силы,"Сика раздает своим боевым товарищам зелья, позволяющие наносить дополнительный урон от светлой магии в объеме $s1 ед. Время действия – 3 раунда.",5,3,0,2,134749
78,Рассекающий удар,"Клора рассекает всех противников в ближнем бою, нанося $s1 ед. урона от светлой магии.",1,0,0,2,132338
79,Кольцо Света,"Космас взрывается вспышкой Света, нанося $s1 ед. урона от светлой магии всем противникам и восполняя союзникам $s2 ед. здоровья.",2,0,0,2,135922
80,Искра рассвета,"Свет Аполона воспламеняет самого дальнего противника, нанося $s1 ед. урона от огня мгновенно и еще $s2 ед. урона от огня в течение 2 следующих раундов.",3,2,0,4,236216
81,Перенастройка: отражение,"""Брон"" перенастраивает систему, окружая себя дугами Света, в течение 3 раундов наносящими $s1 ед. урона от светлой магии всем, кто его атакует.",5,3,0,2,461858
82,Карающая булава,"Клейя крепко сжимает рукоять булавы, готовясь отвечать ударом на удар. Наносит $s1 ед. физического урона всем, кто ее атакует.",0,0,0,1,3054888
83,На острие атаки,"Клейя бросается в бой, нанося $s1 ед. физического урона всем находящимся рядом противникам.",3,0,0,1,132337
84,Искрящееся ядро дрейфующего шара,"Миканикос ослепляет всех врагов на два раунда, уменьшая наносимый ими урон на 100%. Не применяется в начале боя.",4,2,1,64,1990984
85,Прочные перья,"Миканикос усиливает броню находящегося рядом союзника, уменьшая получаемый им урон на 50% на два раунда.",3,2,1,2,1596903
86,[PH]Placeholder Punch,[PH] Powerfully punches the nearest enemy for $s1 Physical damage.,2,0,0,1,2447782
87,Отринутые сомнения,"Пелагий смотрит страху в глаза и взывает к силам Света, нанося всем противникам на расстоянии $s1 ед. урона от светлой магии.",2,0,0,2,132351
88,Боевая медитация,"Пелагий медитирует, в результате чего наносимый им урон увеличивается на 30%, и высвобождает печальное воспоминание, наносящее всем врагам $s2 ед. урона от светлой магии.",3,3,0,2,3528283
89,Острые колючки,Ловушка Нии наносит $s1 ед. урона от сил природы самому дальнему противнику каждый раунд в течение 2 раундов.,4,2,0,8,132309
90,Живительные травы,"Ния усиливает находящихся рядом союзников, увеличивая наносимый ими урон на 20%.",0,0,0,8,960671
91,Ослепляющая пыль,"Радостное Крыло изменяет урон, наносимый самым дальним противником, на $s1 на 3 раунда.",4,3,0,8,1387618
92,Пытка трикстера,Сумеречный Лист наносит $s1 ед. урона от темной магии всем противникам на расстоянии в течение 2 раундов.,2,2,0,32,1396977
93,Вытягивающее семя,"Каринвилианна вытягивает силу ближайшего противника, нанося ему $s1 ед. урона от сил природы и восполняя себе $s2 ед. здоровья.",3,0,0,8,464030
94,Копье ледяных спор,"Чалкит рассекает копьем всех врагов в ближнем бою и поражает их ледяными спорами, наносящими $s1 ед. урона от магии льда каждый раунд в течение 3 раундов.",4,3,0,16,135127
95,Удар звездного света,"Ллот'веллин взывает к звездам, нанося $s1 ед. урона от тайной магии самому дальнему противнику и $s2 ед. урона от тайной магии всем противникам на расстоянии.",3,0,0,64,651082
96,Рой насекомых,"Йира'лия призывает рой насекомых, налетающих на самого дальнего противника, нанося ему $s1 ед. урона от сил природы и уменьшая наносимый им урон на 30% на 2 раунда.",4,2,0,8,136045
97,Свистящие стрелы,"Котта обрушивает град стрел, наносящих $s1 ед. физического урона в секторе за ближайшим противником.",2,1,0,1,133580
98,Стрела анимы,"Ша'лор поражает самого дальнего противника направленным потоком анимы, нанося $s1 ед. урона от тайной магии.",1,0,0,64,1391777
99,Натиск,"Те'зан рвет плоть врагов зубами, нанося $s1 ед. урона от сил природы всем противникам в ближнем бою.",3,1,0,9,1027879
100,Сердце леса,"Кадарин исцеляет себя силами природы, восполняя $s1 ед. здоровья.",1,0,0,0,136081
101,Семя сердцехвата,"Дозорная Вечерний Цветок помещает семя в ближайшего противника, нанося $s1 ед. урона от сил природы и увеличивая получаемый целью урон на 20% на три раунда.",4,3,0,16,960689
102,Прикосновение леса,"Ветви Грооноомкроук хлещут на ветру, нанося $s1 ед. урона от сил природы противникам на линии.",2,0,0,8,133749
103,Украшение компании,"Творец Снов удваивает урон, наносимый всеми союзниками, на 2 раунда.",4,2,0,8,237573
104,Защитный стручок,"Восполняет находящемуся рядом союзнику $s1 ед. здоровья, но уменьшает урон, наносимый им в следующем раунде, на 10%.",1,1,0,8,656440
105,Дисциплина защитника,Корейн и ее союзники получают на 10% меньше урона.,0,0,0,1,136088
106,Лицом к лицу с врагами,"Корейн собирается с силами и рубит врагов, нанося $s1 ед. физического урона находящимся рядом противникам.",2,0,0,1,132344
107,Нестабильный растворитель,"Марилет обливает ближайшего противника, нанося $s1 ед. урона от темной магии мгновенно и еще $s2 ед. урона от темной магии каждый раз, когда противник становится целью атак и заклинаний в течение трех раундов.",5,3,0,32,1500943
108,Гладкое покрытие Склизя,Марилет восполняет находящемуся рядом союзнику $s1 ед. здоровья и увеличивает его максимальный запас здоровья на 10%.,4,2,0,32,3459800
109,Зазубренные наплечные клинки,"Противники, атакующие Гейрмир, получают $s1 ед. физического урона.",0,0,0,1,134427
110,Прожорливая брошь,Брошь Гейрмир восполняет ей $s1 ед. здоровья.,1,0,0,32,237519
111,Серный выброс,Газы Эмени наносят $s1 ед. урона от сил природы противникам в радиусе ближнего боя.,3,0,0,8,136182
112,Скрежещущие зубы,"Ловкость, с которой Эмени шинкует врагов, воодушевляет находящихся рядом союзников, позволяя им дополнительно наносить $s1 ед. урона от темной магии.",5,3,0,32,132103
113,Осуждение секутора,"Мевикс окатывает врагов презрением, нанося $s1 ед. урона от сил темного льда противникам в секторе перед собой.",4,0,0,48,135401
114,Воссоздание,Каждый раунд Гунн восполняет себе $s1 ед. здоровья.,1,0,0,32,1045943
115,Динамичный кулак,"Ренцисса совершает удар наотмашь, нанося $s1 ед. урона от темной магии находящимся рядом противникам.",2,0,0,32,1280877
116,Сонный рывок,"Молодой болотный олень наклоняет рога и бросается в атаку, нанося $s1 ед. урона от сил природы ближайшему противнику.",3,0,0,8,1247261
117,Стремительный удар сплеча,"Рубит противников в первом ряду, нанося $s1 ед. урона от сил природы.",2,0,0,8,1373911
118,Озорной взрыв,"Поражает самого дальнего противника, нанося $s1 ед. урона от сил природы.",4,0,1,8,136006
119,Кислотный выпад,"Поражает врагов кислотой, нанося $s1 ед. урона от сил природы всем целям в расширяющемся секторе за ближайшим противником.",2,0,0,8,136016
120,Мотивация к действию,"Трикстер подначивает случайного союзника, чтобы тот не жалел усилий.",2,2,0,8,1058933
121,Гипнотизирующая пыльца,"Трикстер дует на ладонь и осыпает всех врагов отвлекающей пыльцой, уменьшая наносимый ими урон на 50% на 1 ход.",3,1,0,64,463521
122,Капризное пламя,"Хаос и огонь! Поражает случайного противника, нанося $s1 ед. урона от огня за три хода.",2,0,0,4,463567
123,Исцеляющие ветра,Трикстер восполняет $s1 ед. здоровья союзникам в первом ряду.,4,0,0,8,136041
124,Пинок,"Бьет копытами всех противников в ближнем бою, нанося $s1 ед. урона от сил природы.",3,0,0,8,132368
125,Сумасшедший тычок,"Атакует случайного противника, нанося $s1 ед. урона от сил природы и уменьшая наносимый целью урон на 50% на один ход.",3,1,0,8,132155
126,Одержимый целитель,"Пускает в ход навыки целителя, восполняя союзникам в первом ряду $s1 ед. здоровья.",3,1,0,8,136044
127,Укус,"Пробует на зубок всех противников в ближнем бою, нанося $s1 ед. урона от сил природы.",4,1,0,8,1392547
128,Срыгивание,"Изрыгает струю желудочного сока, нанося $s1 ед. урона от сил природы всем противникам на расстоянии.",5,1,0,8,136007
129,Приказ королевы,"Приказывает подданным собраться с силами, восполняя им $s1 ед. здоровья и увеличивая их урон на $s2% на один ход.",5,1,0,8,132176
130,Шипастый панцирь,"Окружает себя барьером с шипами, которые наносят $s1 ед. урона от сил природы атакующим в течение трех ходов.",4,3,0,8,415052
131,Чародейские рога,"Рога рунического оленя осыпают противников магическими стрелами, нанося $s1 ед. урона от тайной магии всем целям на расстоянии.",3,0,0,64,236205
132,Древесный удар,"Наносит удар с силой падающего дерева, нанося $s1 ед. урона от сил природы всем противникам в ближнем бою и уменьшая наносимый ими урон на 25% на один ход.",4,1,0,8,136025
133,Невидимая сила,"Воплощение обращается к древней силе, нанося $s1 ед. урона от тайной магии всем противникам на расстоянии и восполняя себе здоровье в объеме, пропорциональном нанесенному урону.",4,0,0,64,3578232
134,Проклятие темного леса,"Проклинает противников, увеличивая получаемый ими урон на 25% на два хода.",4,2,0,32,136214
135,Власть огня,"Огненные снаряды поражают поле боя, нанося $s1 ед. урона от огня противникам на расстоянии.",3,0,0,4,1035051
136,Пылающие челюсти,"Кусает ближайшего противника огненными зубами, нанося $s1 ед. урона от огня в течение трех ходов.",4,3,0,4,236167
137,Энергичный крик,Увеличивает наносимый урон на $s1% на два хода.,4,2,0,8,132333
138,Удар хвостом,"Хлещет противников на расстоянии ближнего боя, нанося $s1 ед. урона от тайной магии.",2,0,0,64,236222
139,Голодное бешенство,"В начале боя способность недоступна, пока не пройдет время восстановления. Приходит в бешенство и атакует всех противников на расстоянии, нанося $s1 ед. урона от тайной магии.",6,0,1,64,135739
140,Веер клинков,"Кхалик бросает заряженные кинжалы во всех врагов в пределах досягаемости, нанося $s1 ед. урона от темной магии и уменьшая наносимый ими урон на 10% на 2 раунда.",4,2,0,32,135640
141,Общий иммунитет,"Делится частью оставшейся анимы, чтобы защитить свою стаю. Уменьшает получаемый союзниками урон на 50% на 2 хода.",4,2,0,64,135739
142,Чародейское исцеление,"Испускает волны концентрированной анимы, восполняя $s1 ед. здоровья целям в секторе за находящимся рядом союзником.",3,0,0,64,1717106
143,Заносчивая похвальба,"Преисполняется уверенности в своих силах, увеличивая наносимый урон на $s1% на два хода.",4,2,0,32,132333
144,Стойкая защита,"Обороняет свою позицию, уменьшая получаемый союзниками урон на 75% на два хода.",4,2,1,32,135733
145,Удар щитом,"Бьет ближайшего противника, нанося $s1 ед. урона от темной магии.",4,0,0,32,236318
146,Темный дротик,"Бросает дротик в самого дальнего противника, нанося $s1 ед. урона от темной магии.",4,0,0,32,135131
147,Плотный строй,"Претор воодушевляет раскольников, уменьшая получаемый союзниками урон на 50% на два хода.",5,2,0,32,136051
148,Божественное восстановление,"Высвобождает аниму, восполняя союзникам в первом ряду $s1 ед. здоровья.",4,1,0,32,136044
149,Атака анимапарда,"Атакует противников в первом ряду, нанося $s1 ед. урона от темной магии.",3,0,0,32,1373911
150,Крушащие когти,"Яростно атакует когтями, нанося $s1 ед. урона от темной магии оппонентам в секторе за ближайшим противником.",3,0,0,32,1508486
151,Бреющий полет,"Пикирует на ближайшего противника, нанося $s1 ед. физического урона.",2,1,0,32,3386321
152,Волна анимы,"Испускает волну чистой анимы, восполняя союзникам $s1 ед. здоровья и увеличивая их урон на $s2% на один ход.",5,1,1,8,3528289
153,Запретные исследования,"Выпускает густой поток анимы, нанося $s1 ед. урона от темной магии оппонентам в секторе за ближайшим противником.",4,0,0,32,3528286
154,Краденые обереги,"Создает отражающий щит, который наносит $s1 ед. урона от темной магии всем атакующим в течение трех ходов.",5,3,0,32,3528283
155,Оглушающий рык,"Оглушающий рык, который поражает всех противников и уменьшает наносимый ими урон на 75% на один ход.",4,1,0,32,132121
156,Проклятые знания,"Проклинает всех противников, увеличивая получаемый ими урон на $s1% на два хода.",5,2,0,32,136214
157,Неистовый взмах,"Неистово машет острыми крыльями, нанося $s1 ед. урона всем противникам в ближнем бою.",4,0,0,1,1373911
158,Взрыв темных знаний,"В начале боя способность недоступна, пока не пройдет время восстановления. Поражает всех противников на расстоянии, нанося $s1 ед. урона от темной магии.",3,0,1,32,3528287
159,Декларация сомнения,"Заставляет противников сомневаться в своих силах, уменьшая наносимый ими урон на 25% на два хода.",4,2,0,32,132333
160,Сейсмический удар,"Бьет по земле огромными кулаками, нанося всем противникам $s1 ед. урона от сил природы.",3,0,0,8,451165
161,Темная власть,"Отдает приказ своим подчиненным, восполняя им $s1 ед. здоровья и увеличивая их урон на $s2% на один ход.",4,1,0,8,458226
162,Проклятие тьмы,"Проклинает противников, уменьшая наносимый ими урон на 50% на два хода.",5,2,0,32,236287
163,Волна обличения,"В начале боя способность недоступна, пока не пройдет время восстановления. Испускает могучую волну анимы, наносящую всем противникам $s1 ед. урона от темной магии.",6,0,1,32,237510
164,Темное пламя,"Изрыгает темное пламя, нанося $s1 ед. урона в течение трех ходов в секторе за ближайшим противником.",6,3,0,32,463567
165,Атака крыльями,"Атакует ближайшего противника, нанося $s1 ед. урона от темной магии.",4,0,0,32,1373911
166,Обессиливающий укус,"Кусает случайного противника, нанося $s1 ед. урона от темной магии и восполняя себе $s2 ед. здоровья.",2,0,0,32,459148
167,Бритвенно-острые осколки,"Осыпает всех противников на расстоянии острыми каменными осколками, наносящими $s1 ед. урона от сил природы.",4,0,0,8,136018
168,Потусторонний вой,"Вселяет страх в сердце ближайшего противника, уменьшая наносимый им урон на 50% на два хода.",4,2,0,32,1033494
169,Поглощающий удар,"Бьет ближайшего противника, нанося $s1 ед. урона от темной магии мгновенно и еще $s2 ед. урона за три хода.",5,3,0,32,1398088
170,Каменный удар,Каменные кулаки наносят $s1 ед. урона от сил природы всем противникам в ближнем бою.,4,1,0,8,136025
171,Бросок валуна,"Бросает огромный валун, наносящий $s1 ед. урона от сил природы всем противникам на расстоянии.",3,1,0,8,132153
172,Жестокий удар,"Бьет всех противников в ближнем бою, нанося $s1 ед. урона от темной магии и уменьшая наносимый ими урон на 50% на два хода.",3,1,1,32,132133
173,Холодный взрыв,"Поражает самого дальнего противника, нанося ему $s1 ед. урона от магии льда и уменьшая наносимый им урон на 25% на два хода.",4,2,0,16,135849
174,Полированная ледяная преграда,"Создает ледяной отражающий щит, который наносит $s1 ед. урона от магии льда всем атакующим в течение трех ходов.",4,3,0,16,236214
175,Удар наотмашь,"Теряется на мгновение и атакует случайную цель, нанося $s1 ед. урона от темной магии.",3,0,0,32,1392547
176,Надменное отрицание,"Начинает яростно отстаивать привилегии аристократов, отвлекая противников и увеличивая получаемый ими урон на $s1%.",3,1,0,32,841384
177,Бросок вперед,"Врезается в ближайшего противника, нанося $s1 ед. урона.",3,0,0,1,413576
178,Вытягивание анимы,"Вытягивает аниму самого дальнего противника, нанося $s1 ед. урона от темной магии и восполняя себе $s2 ед. здоровья.",4,0,0,32,538040
179,Совет доктора,"Испускает исцеляющий туман, восполняющий союзникам $s1 ед. здоровья и увеличивающий их урон на $s2% на два хода.",6,2,0,2,627487
180,Атака на разум,"Показывает случайному противнику видение рока, нанося ему $s1 ед. урона от темной магии.",3,0,0,32,460687
181,Взрыв анимы,"В начале боя способность недоступна, пока не пройдет время восстановления. Поражает всех противников на расстоянии, нанося $s1 ед. урона от темной магии.",6,0,1,32,3528311
182,Обманный маневр,"Зеркальные отражения сбивают противников с толку, уменьшая наносимый ими урон на 50% на два хода.",5,2,0,32,132171
183,Темный размах,"Рвет когтями всех противников в ближнем бою, нанося $s1 ед. урона от темной магии.",3,0,0,32,236222
184,Удар анимой,Конус анимы наносит $s1 ед. урона от темной магии в секторе за ближайшим противником.,4,0,0,32,3528310
185,Приступ ярости,"Вкладывает в удар всю свою силу, нанося всем противникам $s1 ед. урона от темной магии.",4,0,0,32,236260
186,Звериное неистовство,"Исступленно рвет когтями и кусает всех врагов в ближнем бою, нанося $s1 ед. урона от темной магии. В начале боя способность недоступна до окончания времени восстановления.",5,0,1,32,132139
187,Токсичные миазмы,"Испускает волны отравляющей магии, нанося противникам $s1 ед. урона за два хода.",5,2,0,32,136160
188,Сердитый удар,"Большой Блескун атакует ближайшего противника, нанося $s1 ед. урона и уменьшая его урон на 50% на один ход.",3,1,0,1,132298
189,Сердитый тумак,"Мощно бьет ближайшего противника, нанося $s1 ед. урона.",3,0,0,1,135906
190,Волна анимы,"Поражает всех противников в ближнем бою, нанося $s1 ед. урона от темной магии.",3,0,0,32,3528313
191,Токсичный выброс,Каждый ход наносит всем противникам $s1 ед. урона от сил природы и восполняет $s2 ед. здоровья всем союзникам.,1,0,0,8,132104
192,Стрела Тьмы,"Рафан поражает самого дальнего противника, нанося $s1 ед. урона от темной магии.",2,0,0,32,135640
193,Извержение плоти,"Рукоглодка жертвует собственной плотью, нанося всем противникам в ближнем бою $s1 ед. физического урона и получая $s2 ед. урона.",2,0,0,32,134084
194,Придание силы,"Ашрака усиливает находящегося рядом союзника ценой собственной жизненной силы, позволяя ему наносить $s1 ед. дополнительного урона от темной магии и уменьшая получаемый им урон на 20% на 2 хода.",3,2,0,32,236294
195,Ползучий холод,Талефи каждый раз в течение 2 ходов наносит $s1 ед. урона от магии льда всем противникам в секторе перед собой.,4,2,0,16,135837
196,Град клинков,"Велкайн несколько раз атакует ближайшего противника, нанося $s1, $s2, $s3 и $s4 ед. физического урона.",5,0,0,1,458731
197,Воссоздание,"Зертора восстанавливает находящихся рядом союзников, восполняя им $s1 ед. здоровья.",2,0,0,32,3386320
198,Костяной щит,"Гремучина окружает себя кружащими костями, уменьшающими получаемый урон на $s1 ед. и наносящими атакующим противникам $s2 ед. урона от темной магии.",3,2,0,32,136127
199,Тяжелый удар,"Яростный удар поражает всех противников в ближнем бою, нанося $s1 ед. урона.",3,0,0,1,236316
200,Оглушающий размах,Наносит $s1 ед. урона от сил природы всем противникам в ближнем бою и уменьшает наносимый ими урон на 50% на один ход.,4,1,0,8,132105
201,Чудовищная ярость,"Приходит в бешенство и атакует противников на расстоянии, нанося $s1 ед. урона от сил природы.",4,0,0,8,136217
202,Кружащая стена,Отвлекает на себя внимание всех противников.,4,2,0,8,136018
203,Лютые ветра,"Смертоносные ветра наполненной анимой магии пронизывают противников в ближнем бою, нанося $s1 ед. урона от сил природы.",4,0,0,8,136022
204,Роковой удар,"Наносит ближайшему противнику $s1 ед. урона от темной магии, уменьшая наносимый им урон на 50% на два хода.",5,2,0,32,460686
205,Костяная пыль,Импульс некромантической энергии восполняет союзникам в первом ряду $s1 ед. здоровья.,3,0,0,8,132097
206,Чудовищный пинок,"Что это такое? Нога или копыто? На вид непонятно, по ощущениям тоже. Мощный удар наносит $s1 ед. урона ближайшему противнику.",3,0,0,1,132368
207,Свирепый выпад,"Атакует зубами и когтями, нанося противникам на линии $s1 ед. урона.",2,0,0,1,132133
208,Устрашающий рев,"Издает леденящий душу рык, вызывая случайного противника на бой и привлекая к себе его внимание.",4,2,0,8,132137
209,Ритуальное рвение,"Вдохновляет случайного союзника на жертвенный подвиг, увеличивая его урон на $s1% на один ход.",2,1,0,32,3528291
210,Волны смерти,"Испускает волну смертельной магии, наносящей $s1 ед. урона от темной магии всем противникам.",3,0,0,32,451165
211,Кислотный выброс,"Изрыгает поток токсичной субстанции, наносящей $s1 ед. урона от сил природы в секторе за ближайшим противником.",4,0,0,8,136016
212,Паническая атака,"Паникующий зверь бьет случайную цель, нанося $s1 ед. урона.",4,0,0,1,136147
213,Исцеление стаи,"Древнее существо испускает волны благотворных спор, восполняя $s1 ед. здоровья целям в секторе за находящимся рядом союзником.",3,0,0,8,628135
