ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
144,Закругленные рога,,2,0.75,11,1,1
145,Полукрулые рога,,2,0.75,11,1,2
146,Устремленные вверх рога,,2,0.75,11,1,3
147,Горизонтальные рога,,2,0.75,11,1,4
148,Изогнутые рога,,2,0.75,11,1,5
149,Короткие рога,,2,0.75,11,1,6
175,Высокий хвостик,,0,1,10,1,0
176,Удлиненная прическа,,0,1,10,1,1
177,Влажные волосы,,0,1,10,1,2
178,Непростая,,0,1,10,1,3
179,Драгоценный обруч,,0,1,10,1,4
180,Густые волосы,,0,1,10,1,5
181,Подхваченные волосы,,0,1,10,1,6
182,Узел,,0,1,10,1,7
183,Укороченная прическа,,0,1,10,1,8
184,Незамысловатая,,0,1,10,1,9
185,Скромница,,0,1,10,1,10
186,Ракель,,0,1,10,1,11
187,С завитками,,0,1,10,1,12
188,Обруч,,0,1,10,1,13
200,Рубины,,2,0.75,10,1,1
201,Кольца,,2,0.75,10,1,2
202,Колечки,,2,0.75,10,1,3
203,Изумрудные подвески,,2,0.75,10,1,4
204,Изумруды и пусеты,,2,0.75,10,1,5
205,Верхние сережки,,2,0.75,10,1,6
206,Жемчужины,,2,0.75,10,1,7
207,Рубиновые подвески,,2,0.75,10,1,8
208,Изумруд и жемчужины,,2,0.75,10,1,9
209,Изумрудная серьга,,2,0.75,10,1,10
245,Дерзкий хвост,,0,1,10,0,0
246,Метелка,,0,1,10,0,1
247,Сокол,,0,1,10,0,2
248,Лисий хвост,,0,1,10,0,3
249,Удлиненная прическа,,0,1,10,0,4
250,Колоски,,0,1,10,0,5
251,Начесанная челка,,0,1,10,0,6
252,Растрепанные перья,,0,1,10,0,7
253,Мокрые волосы,,0,1,10,0,8
254,Повязка,,0,1,10,0,9
255,Высокий хвост,,0,1,10,0,10
266,Чисто выбритый,,2,0.75,10,0,0
267,Острая бородка,,2,0.75,10,0,1
268,Эспаньолка,,2,0.75,10,0,2
269,Тонкая бородка,,2,0.75,10,0,3
270,Аккуратная бородка,,2,0.75,10,0,4
271,Гладкий подбородок,,2,0.75,10,0,5
272,Полоска,,2,0.75,10,0,6
273,Бородка клинышком,,2,0.75,10,0,7
274,Козлиная бородка,,2,0.75,10,0,8
275,Стильная бородка,,2,0.75,10,0,9
307,Грива,,0,1,4,0,0
308,Короткие самурайские косички,,0,1,4,0,1
309,Длинные волосы,,0,1,4,0,2
310,Хвост,,0,1,4,0,3
311,Самурайский хвост,,0,1,4,0,4
312,Короткий хвост,,0,1,4,0,5
313,Растрепанный,,0,1,4,0,6
322,Чисто выбритый,,2,0.75,4,0,0
323,Аккуратная борода,,2,0.75,4,0,1
324,Бородач,,2,0.75,4,0,2
325,Усач,,2,0.75,4,0,3
326,Бакены,,2,0.75,4,0,4
327,Козлиная бородка,,2,0.75,4,0,5
349,Лысина,,0,1,3,0,0
350,Длинные волосы,,0,1,3,0,1
351,Хвост,,0,1,3,0,2
352,Короткая стрижка,,0,1,3,0,3
353,Хвост на макушке,,0,1,3,0,4
354,Короткий хвост,,0,1,3,0,5
355,Метелка,,0,1,3,0,6
356,Лысеющий,,0,1,3,0,7
357,Самурайский узел,,0,1,3,0,8
358,Коса,,0,1,3,0,9
359,Короткая косица,,0,1,3,0,10
370,Окладистая борода,,2,0.75,3,0,0
371,Двоебородый,,2,0.75,3,0,1
372,Уложенная борода,,2,0.75,3,0,2
373,Короткая борода,,2,0.75,3,0,3
374,Пышные усы,,2,0.75,3,0,4
375,Косички из усов,,2,0.75,3,0,5
376,Модная борода,,2,0.75,3,0,6
377,Заостренная книзу борода,,2,0.75,3,0,7
378,Заплетенная в косу борода,,2,0.75,3,0,8
379,Накладная борода,,2,0.75,3,0,9
380,Угрюмый бородач,,2,0.75,3,0,10
413,Высокий хвост,,0,1,2,1,0
414,Хвост,,0,1,2,1,1
415,Хохолок,,0,1,2,1,2
416,Кисточки,,0,1,2,1,3
417,Кабаньи хвостики,,0,1,2,1,4
418,Рожки,,0,1,2,1,5
419,Грива,,0,1,2,1,6
420,Бритая,,0,1,2,1,7
429,Без серег,,2,0.75,2,1,0
430,Серьги,,2,0.75,2,1,1
431,Верхние серьги,,2,0.75,2,1,2
432,Кольцо в носу,,2,0.75,2,1,3
433,Кольцо в носу и серьги,,2,0.75,2,1,4
434,Кольцо в носу и верхние серьги,,2,0.75,2,1,5
435,Набор серег,,2,0.75,2,1,6
459,Две косы,,0,1,3,1,0
460,Калачики,,0,1,3,1,1
461,Коса с баранкой,,0,1,3,1,2
462,Кабаньи хвостики,,0,1,3,1,3
463,Уложенная коса,,0,1,3,1,4
464,Крендельки,,0,1,3,1,5
465,Подхваченные волосы,,0,1,3,1,6
466,Короткая стрижка,,0,1,3,1,7
467,С пробором,,0,1,3,1,8
468,Короткие косички,,0,1,3,1,9
469,Боб,,0,1,3,1,10
470,Модельная стрижка,,0,1,3,1,11
471,Челка и косички,,0,1,3,1,12
472,Подобранные волосы,,0,1,3,1,13
483,Без пирсинга,,2,0.75,3,1,0
484,Серьги,,2,0.75,3,1,1
485,Верхняя серьга,,2,0.75,3,1,2
486,Двойные серьги,,2,0.75,3,1,3
487,Кольцо в носу,,2,0.75,3,1,4
488,Маленькие сережки,,2,0.75,3,1,5
519,Башенка,,0,1,7,1,0
520,Колоски,,0,1,7,1,1
521,Кабаньи хвостики,,0,1,7,1,2
522,Задорная челка,,0,1,7,1,3
523,Мокрые волосы,,0,1,7,1,4
524,Крендельки,,0,1,7,1,5
525,Боб,,0,1,7,1,6
535,Без серег,,2,0.75,7,1,0
536,Серьги,,2,0.75,7,1,1
537,Маленькие серьги,,2,0.75,7,1,2
538,Верхние серьги,,2,0.75,7,1,3
539,Две пары серег,,2,0.75,7,1,4
540,Серьга слева,,2,0.75,7,1,5
541,Серьга справа,,2,0.75,7,1,6
565,Лысина,,0,1,7,0,0
566,Крылья,,0,1,7,0,1
567,Уложенные волосы,,0,1,7,0,2
568,Прилизанный,,0,1,7,0,3
569,Модная прическа,,0,1,7,0,4
570,Лысеющий,,0,1,7,0,5
571,Зачес,,0,1,7,0,6
581,Чисто выбритый,,2,0.75,7,0,0
582,Козлиная бородка,,2,0.75,7,0,1
583,Бакенбарды,,2,0.75,7,0,2
584,Набриолиненные усы,,2,0.75,7,0,3
585,Бородач,,2,0.75,7,0,4
586,Подкрученные усы,,2,0.75,7,0,5
587,Модные усы,,2,0.75,7,0,6
588,Усач,,2,0.75,7,0,7
613,Лысина,,0,1,5,0,0
614,Ирокез,,0,1,5,0,1
615,Косматый,,0,1,5,0,2
616,Клоки волос,,0,1,5,0,3
617,Колоски,,0,1,5,0,4
618,Дикарь,,0,1,5,0,5
619,Ученый,,0,1,5,0,6
620,Густые волосы,,0,1,5,0,7
621,Хвост на макушке,,0,1,5,0,8
622,Длинные волосы,,0,1,5,0,9
633,Нетронутая,,2,0.75,5,0,0
634,Гнилой поцелуй,,2,0.75,5,0,1
635,В ремнях,,2,0.75,5,0,2
636,Слюнтяй в ремнях,,2,0.75,5,0,3
637,Болтун в ремнях,,2,0.75,5,0,4
638,Гниющий,,2,0.75,5,0,5
639,Протухший слюнтяй,,2,0.75,5,0,6
640,Протухший болтун,,2,0.75,5,0,7
641,Костяная челюсть,,2,0.75,5,0,8
642,Окостеневший,,2,0.75,5,0,9
643,Зубастик,,2,0.75,5,0,10
644,Зубастый слюнтяй,,2,0.75,5,0,11
645,Проныра,,2,0.75,5,0,12
646,Пронырливый слюнтяй,,2,0.75,5,0,13
647,В язвах,,2,0.75,5,0,14
648,Слюнтяй в язвах,,2,0.75,5,0,15
649,Чумовой болтун,,2,0.75,5,0,16
687,Дикарка,,0,1,5,1,0
688,Небрежная прическа,,0,1,5,1,1
689,Распущенные волосы,,0,1,5,1,2
690,Растрепанный,,0,1,5,1,3
691,Длинные волосы,,0,1,5,1,4
692,Невеста,,0,1,5,1,5
693,Проказница,,0,1,5,1,6
694,Модная прическа,,0,1,5,1,7
695,Боб,,0,1,5,1,8
696,Мокрые волосы,,0,1,5,1,9
707,Нетронутая,,2,0.75,5,1,0
708,Простроченная,,2,0.75,5,1,1
709,В ремнях,,2,0.75,5,1,2
710,Гниющая,,2,0.75,5,1,3
711,Костяная челюсть,,2,0.75,5,1,4
712,Зубастая,,2,0.75,5,1,5
713,Проныра,,2,0.75,5,1,6
714,В язвах,,2,0.75,5,1,7
743,Чемпионские,,0,1,6,0,0
744,Бык,,0,1,6,0,1
745,Пробивные,,0,1,6,0,2
746,Притупленные,,0,1,6,0,3
747,Сломанный рог,,0,1,6,0,4
748,Маленькие,,0,1,6,0,5
749,Буффало,,0,1,6,0,6
750,Кровавое празднество,,0,1,6,0,7
754,Без бороды и усов,,2,0.75,6,0,0
755,Три косички,,2,0.75,6,0,1
756,Кольцо в носу,,2,0.75,6,0,2
757,Коса,,2,0.75,6,0,3
758,Бородач,,2,0.75,6,0,4
759,Две косички,,2,0.75,6,0,5
760,Кольца и косички,,2,0.75,6,0,6
779,Лысина,,0,1,2,0,0
780,Высокий хвост,,0,1,2,0,1
781,Пучок,,0,1,2,0,2
782,Гребешок,,0,1,2,0,3
783,Длинный самурайский хвост,,0,1,2,0,4
784,С косами,,0,1,2,0,5
785,Хвост,,0,1,2,0,6
794,Чисто выбритый,,2,0.75,2,0,0
795,Грубая щетина,,2,0.75,2,0,1
796,Ухоженная борода,,2,0.75,2,0,2
797,Подстриженная борода,,2,0.75,2,0,3
798,Запущенная борода,,2,0.75,2,0,4
799,Толстая коса,,2,0.75,2,0,5
800,Две косы,,2,0.75,2,0,6
801,Косы из бакенов,,2,0.75,2,0,7
802,Тонкая косица,,2,0.75,2,0,8
803,Бакены,,2,0.75,2,0,9
804,Растрепанные баки,,2,0.75,2,0,10
831,Острые,,0,1,6,1,0
832,Низкие,,0,1,6,1,1
833,Длинные,,0,1,6,1,2
834,Загнутые кверху,,0,1,6,1,3
835,Маленькие рожки,,0,1,6,1,4
836,Раскинутые,,0,1,6,1,5
837,Буффало,,0,1,6,1,6
841,Грива,,2,0.75,6,1,0
842,Косички,,2,0.75,6,1,1
843,Баранки,,2,0.75,6,1,2
844,Хвостики,,2,0.75,6,1,3
845,Кисточки,,2,0.75,6,1,4
861,Длинные волосы,,0,1,4,1,0
862,Свободный хвост,,0,1,4,1,1
863,Короткие волосы,,0,1,4,1,2
864,Высокий хвост,,0,1,4,1,3
865,Заплетенные хвостики,,0,1,4,1,4
866,Короткий хвостик,,0,1,4,1,5
867,Заплетенный хвост,,0,1,4,1,6
876,Медведица,,2,0.75,4,1,0
877,Клинки,,2,0.75,4,1,1
878,Журавли,,2,0.75,4,1,2
879,Листья,,2,0.75,4,1,3
880,Когти,,2,0.75,4,1,4
881,Крылья,,2,0.75,4,1,5
882,Змея,,2,0.75,4,1,6
883,Сова,,2,0.75,4,1,7
884,Тень,,2,0.75,4,1,8
885,Без раскраски,,2,0.75,4,1,9
911,Лысина,,0,1,8,0,0
912,Лысеющий,,0,1,8,0,1
913,Гребень,,0,1,8,0,2
914,Растрепанный,,0,1,8,0,3
915,Торчащая косичка,,0,1,8,0,4
916,Хвост,,0,1,8,0,5
927,Клыкастый,,2,0.75,8,0,0
928,Бивни,,2,0.75,8,0,1
929,Мамонт,,2,0.75,8,0,2
930,Вздетые клыки,,2,0.75,8,0,3
931,Скоба,,2,0.75,8,0,4
932,Клыкастая маска,,2,0.75,8,0,5
933,Боевая раскраска,,2,0.75,8,0,6
934,Полосатый мамонт,,2,0.75,8,0,7
935,Раскраска и вздетые клыки,,2,0.75,8,0,8
936,Раскраска и клыки скобой,,2,0.75,8,0,9
937,Пятнистый мамонт,,2,0.75,8,0,10
965,Косички,,0,1,8,1,0
966,Высокий хвост,,0,1,8,1,1
967,Приглаженные косы,,0,1,8,1,2
968,Хвост на макушке,,0,1,8,1,3
969,Гребень с косами,,0,1,8,1,4
980,Клычки,,2,0.75,8,1,0
981,Короткие клыки,,2,0.75,8,1,1
982,Прямые клыки,,2,0.75,8,1,2
983,Вздернутые клыки,,2,0.75,8,1,3
984,Длинные клыки,,2,0.75,8,1,4
985,Они,,2,0.75,8,1,5
1012,Принц,,0,1,1,0,12
1013,Дикарь,,0,1,1,0,13
1014,Метелка,,0,1,1,0,14
1015,Лисий хвост,,0,1,1,0,15
1016,Прилизанный,,0,1,1,0,16
1017,Модная,,0,1,10,1,14
1018,Сложная,,0,1,10,1,15
1019,Начес,,0,1,10,1,16
1020,Кабаньи хвостики,,0,1,10,1,17
1021,Строгая челка,,0,1,10,1,18
1022,Без серег,,2,0.75,10,1,0
1029,Грива,,0,1,10,0,11
1030,Самурайские косички,,0,1,10,0,12
1031,Хвост,,0,1,10,0,13
1032,Растрепанный,,0,1,10,0,14
1033,Самурайский хвост,,0,1,10,0,15
1034,Колоски,,0,1,11,0,9
1035,Шипастый,,0,1,11,0,10
1036,Рогатый лисий хвост,,0,1,11,0,11
1037,Хвост на макушке,,0,1,11,0,12
1038,Эмо,,0,1,11,0,13
1039,Обруч,,0,1,11,1,11
1040,Высокий начес,,0,1,11,1,12
1041,Скромница,,0,1,11,1,13
1042,Хвост на макушке,,0,1,11,1,14
1043,Мокрые волосы,,0,1,11,1,15
1044,Варвар,,0,1,3,0,11
1045,Солдат,,0,1,3,0,12
1046,Ученый,,0,1,3,0,13
1047,Лавровый венок,,0,1,3,0,14
1048,Знаменитость,,0,1,3,0,15
1049,Узел,,0,1,3,1,14
1050,Кокетливая,,0,1,3,1,15
1051,Волнистый боб,,0,1,3,1,16
1052,Хвостики-косички,,0,1,3,1,17
1053,Хвостик-косичка,,0,1,3,1,18
1054,Растрепанный,,0,1,7,0,7
1055,Косматый,,0,1,7,0,8
1056,Ирокез,,0,1,7,0,9
1057,Распущенные волосы,,0,1,7,0,10
1058,Дикарь,,0,1,7,0,11
1059,Короткая стрижка,,0,1,7,1,7
1060,Милашка,,0,1,7,1,8
1061,Хвост,,0,1,7,1,9
1062,Баранки,,0,1,7,1,10
1063,Подхваченные волосы,,0,1,7,1,11
1064,Приглаженные волосы,,0,1,1,1,19
1065,Замысловатая прическа,,0,1,1,1,20
1066,Завитые волосы,,0,1,1,1,21
1067,Ракель,,0,1,1,1,22
1068,Простая прическа,,0,1,1,1,23
1069,Короткий заплетенный хвост,,0,1,4,0,7
1070,Дикарь,,0,1,4,0,8
1071,Заплетенный хвост,,0,1,4,0,9
1072,Ирокез,,0,1,4,0,10
1073,Длинный заплетенный хвост,,0,1,4,0,11
1074,Обруч,,0,1,4,1,7
1075,Мокрые волосы,,0,1,4,1,8
1076,Проказница,,0,1,4,1,9
1077,Подобранные волосы,,0,1,4,1,10
1078,Крендельки,,0,1,4,1,11
1079,Колоски,,0,1,2,0,7
1080,Ирокез,,0,1,2,0,8
1081,Тонкий хвостик,,0,1,2,0,9
1082,Длинные волосы,,0,1,2,0,10
1083,Дикарь,,0,1,2,0,11
1084,Дикарка,,0,1,2,1,8
1085,Модная прическа,,0,1,2,1,9
1086,Проказница,,0,1,2,1,10
1087,Косой пробор,,0,1,2,1,11
1088,С наконечниками,,0,1,6,0,8
1089,Закругленные,,0,1,6,0,9
1090,Безопасные,,0,1,6,0,10
1091,Лировидные,,0,1,6,0,11
1092,Вытянутые,,0,1,6,0,12
1093,Пробивные,,0,1,6,1,7
1094,Сломанный рог,,0,1,6,1,8
1095,Закругленные,,0,1,6,1,9
1096,Близко посаженные,,0,1,6,1,10
1097,Пеньки,,0,1,6,1,11
1098,Косички,,0,1,8,0,6
1099,Султан,,0,1,8,0,7
1100,Нечесаный,,0,1,8,0,8
1101,Ирокез,,0,1,8,0,9
1102,Тропический цветок,,0,1,8,1,5
1103,Уложенная коса,,0,1,8,1,6
1104,Ирокез,,0,1,8,1,7
1105,Травушка,,0,1,8,1,8
1106,Фальшивый хохолок,,0,1,8,1,9
1107,Метелка,,0,1,5,0,10
1108,Монах,,0,1,5,0,11
1109,Под бокс,,0,1,5,0,12
1110,Варвар,,0,1,5,0,13
1111,Короткая стрижка,,0,1,5,0,14
1112,Кабаньи хвостики,,0,1,5,1,10
1113,Задорная челка,,0,1,5,1,11
1114,Короткая стрижка,,0,1,5,1,12
1115,Неухоженные волосы,,0,1,5,1,13
1116,Три хвоста,,0,1,5,1,14
1117,Длинные волосы,,0,1,2,1,12
1120,,,3,10,6,0,0
1121,,,3,10,6,0,1
1122,,,3,10,6,0,2
1123,,,3,10,6,0,3
1124,,,3,10,6,0,4
1125,,,3,10,6,0,5
1126,,,3,10,6,0,6
1127,,,3,10,6,0,7
1128,,,3,10,6,0,8
1129,,,3,10,6,0,9
1130,,,3,10,6,0,10
1131,,,3,10,6,0,11
1132,,,3,10,6,0,12
1133,,,3,10,6,0,13
1134,,,3,10,6,0,14
1135,,,3,10,6,0,15
1136,,,3,10,6,0,16
1137,,,3,10,6,0,17
1138,,,3,10,6,0,18
1139,,,3,10,6,1,0
1140,,,3,10,6,1,1
1141,,,3,10,6,1,2
1142,,,3,10,6,1,3
1143,,,3,10,6,1,4
1144,,,3,10,6,1,5
1145,,,3,10,6,1,6
1146,,,3,10,6,1,7
1147,,,3,10,6,1,8
1148,,,3,10,6,1,9
1149,,,3,10,6,1,10
1150,Хвосты с бусами,,0,1,22,0,0
1151,Дикие пряди,,0,1,22,0,1
1152,Свиные баки,,0,1,22,0,2
1153,Бакены,,0,1,22,0,3
1154,Кисточки с бусинами,,0,1,22,0,5
1155,Гладко выбритые,,2,0.75,22,0,0
1156,Грива,,0,1,22,1,0
1157,Гладко выбритые,,2,0.75,22,1,0
1158,Высокий хвост,,0,1,9,0,0
1159,Смутьян,,0,1,9,0,1
1160,Бараний хвостик,,0,1,9,0,2
1161,Бриолин,,0,1,9,0,3
1162,Корсар,,0,1,9,0,4
1163,Хвост и баки,,0,1,9,0,5
1164,Чумовик,,0,1,9,0,6
1165,Могавк,,0,1,9,0,7
1166,Ворчун,,0,1,9,0,8
1167,Самурайский узел,,0,1,9,0,9
1168,Баки с гайками,,0,1,9,0,10
1169,Гнусный,,0,1,9,0,11
1170,Управляющий,,0,1,9,0,12
1171,Нечесаный,,0,1,9,0,13
1172,Жулик,,0,1,9,0,14
1173,Гайки,,0,1,9,0,15
1174,Высокий хвост с гайками,,0,1,9,0,16
1175,Растрепанный узел,,0,1,9,0,17
1176,Лысина,,0,1,9,0,18
1177,Перепончатое кольцо,,2,0.75,9,0,0
1178,Сережки в носу,,2,0.75,9,0,1
1179,Сережка в носу,,2,0.75,9,0,2
1180,Просто,,2,0.75,9,0,3
1181,Свисающие,,2,0.75,9,0,4
1182,Высоко,,2,0.75,9,0,5
1183,Кончики вниз,,2,0.75,9,0,6
1184,Верхние кольца,,2,0.75,9,0,7
1185,Гвозди,,2,0.75,9,0,8
1186,Кольца и гвозди,,2,0.75,9,0,9
1187,Пирсинг,,2,0.75,9,0,10
1188,Кабаньи хвостики,,0,1,9,1,0
1189,Полный улет,,0,1,9,1,1
1190,Кисточки-близняшки,,0,1,9,1,2
1191,Убранные наверх,,0,1,9,1,3
1192,Милый завиток,,0,1,9,1,4
1193,Хохолок,,0,1,9,1,5
1194,Красава,,0,1,9,1,6
1195,Челка и кисточки,,0,1,9,1,7
1196,Пикабу,,0,1,9,1,8
1197,Плохая девочка,,0,1,9,1,9
1198,Подросток,,0,1,9,1,10
1199,Крутая девчонка,,0,1,9,1,11
1200,Узелок,,0,1,9,1,12
1201,Элегантно,,0,1,9,1,13
1202,Озорно,,0,1,9,1,14
1203,Тройной выигрыш,,0,1,9,1,15
1204,Прилизанный хвост,,0,1,9,1,16
1205,Высоко,,2,0.75,9,1,0
1206,Торчащие,,2,0.75,9,1,1
1207,Просто,,2,0.75,9,1,2
1208,Когти и кольца,,2,0.75,9,1,3
1209,Кольца,,2,0.75,9,1,4
1210,Кость,,2,0.75,9,1,5
1211,Клюв,,2,0.75,9,1,6
1212,Гвозди,,2,0.75,9,1,7
1213,Обруч,,2,0.75,9,1,8
1214,Череп,,2,0.75,9,1,9
1215,Большие кольца,,2,0.75,9,1,10
1223,,,3,10,6,1,11
1224,,,3,10,6,1,12
1225,,,3,10,6,1,13
1226,,,3,10,6,0,19
1227,,,3,10,6,0,20
1228,,,3,10,6,0,21
1229,Обмотанные хвосты,,0,1,22,0,4
1230,Короткие кисточки,,0,1,22,0,6
1231,Заплетеные хвостики,,0,1,22,0,7
1232,Квартет,,0,1,22,0,8
1233,Шипы,,0,1,22,0,9
1234,Длинные косы,,0,1,22,0,10
1237,С сединой,,2,0.75,22,0,1
1238,Пучок,,2,0.75,22,0,2
1239,Козлиная бородка,,2,0.75,22,0,3
1240,Бусина,,2,0.75,22,0,4
1241,Пожеванные,,2,0.75,22,0,5
1242,Рваные,,2,0.75,22,0,6
1243,Двойные кисточки,,2,0.75,22,0,7
1244,Несимметричные,,2,0.75,22,0,8
1287,Пушистые,,2,0.75,22,1,1
1288,Настороже,,2,0.75,22,1,2
1289,Острые кончики,,2,0.75,22,1,3
1290,Округлые,,2,0.75,22,1,4
1291,Большие,,2,0.75,22,1,5
1292,Широкие,,2,0.75,22,1,6
1293,С кисточками,,2,0.75,22,1,7
1294,Длинные,,2,0.75,22,1,8
1295,Мохнатые,,2,0.75,22,1,9
1296,Маленькие,,2,0.75,22,1,10
1297,Обвислые,,2,0.75,22,1,11
1299,С бусинами,,0,1,22,1,1
1300,Челка,,0,1,22,1,2
1301,Стильно,,0,1,22,1,3
1302,Хвост с мелированными прядями,,0,1,22,1,4
1303,Грива с мелированными прядями,,0,1,22,1,5
1304,Длинные косички,,0,1,22,1,6
1305,Густые волосы,,0,1,22,1,7
1306,Короткие косички,,0,1,22,1,8
1307,Тонкие косички,,0,1,22,1,9
1308,Пряди,,0,1,22,1,10
1309,Косы с прядями,,0,1,22,1,11
1310,Длинная грива,,0,1,22,1,12
1311,Хвост слева,,0,1,22,1,13
1312,Двойные хвосты,,0,1,22,1,14
1314,,,3,10,22,0,0
1315,,,3,10,22,0,1
1316,,,3,10,22,0,2
1317,,,3,10,22,0,3
1318,,,3,10,22,0,4
1319,,,3,10,22,1,0
1320,,,3,10,22,1,1
1321,,,3,10,22,1,2
1322,,,3,10,22,1,3
1323,,,3,10,22,1,4
1324,,,3,10,22,1,5
1325,,,3,10,22,1,6
1326,,,3,10,22,1,7
1327,,,3,10,22,1,8
1328,,,3,10,22,1,9
1329,,,3,10,22,1,10
1330,,,3,10,22,1,11
1331,Нечесанные косы,,0,1,22,0,11
1332,Грива,,0,1,22,0,12
1367,Короткая стрижка,,0,1,10,0,16
1368,Заплетенный хвост,,0,1,10,1,19
1369,Гладко уложенные,,0,1,11,1,16
1370,Крылья,,0,1,3,1,19
1371,Гульки с хвостиками,,0,1,3,1,20
1372,Тройной узел,,0,1,3,0,16
1373,Взъерошенные,,0,1,3,0,17
1374,Зачес,,0,1,3,0,18
1375,Челка и косички,,0,1,7,1,12
1376,Панк,,0,1,7,1,13
1377,Завиток,,0,1,7,0,12
1378,Перья,,0,1,7,0,13
1379,Хохолок,,0,1,7,0,14
1380,Гульки с хвостиками,,0,1,4,1,12
1381,Хвосты,,0,1,4,1,13
1382,Челка,,0,1,2,1,13
1384,Косички с ирокезом,,0,1,2,1,14
1385,Клин,,0,1,2,0,12
1386,Устремленные вверх,,0,1,6,1,12
1387,Омега,,0,1,6,1,13
1388,Смотрящие назад,,0,1,6,1,14
1389,Пучки с палочками,,0,1,8,1,10
1390,Ананас,,0,1,8,1,11
1391,Косички с залысиной,,0,1,8,0,10
1392,Драконий гребень,,0,1,8,0,11
1393,Хохолок набок,,0,1,8,0,12
1394,Клин,,0,1,5,0,15
1410,,,3,10,22,0,5
1411,,,3,10,22,0,6
1412,,,3,10,22,0,7
1603,Мех,,0,1,24,0,0
1605,Хвост на макушке,,0,1,24,0,18
1607,Ирокез,,0,1,24,0,1
1609,Длинные убранные назад волосы,,0,1,24,0,2
1611,Хвост с бусинами,,0,1,24,0,3
1613,Волосы дыбом,,0,1,24,0,4
1615,Грива и хвост на макушке,,0,1,24,0,6
1617,Длинный хвост,,0,1,24,0,7
1619,Зачес назад с хвостом,,0,1,24,0,8
1621,Хвост с бантом,,0,1,24,0,9
1623,Начес на макушке,,0,1,24,0,10
1625,Высокий хвост,,0,1,24,0,5
1627,Пучок,,0,1,24,0,11
1629,Начес на макушке и грива,,0,1,24,0,12
1631,Пучок,,0,1,24,0,13
1633,Уложенный хвост,,0,1,24,0,14
1635,Палочка,,0,1,24,0,15
1637,Волосы торчком,,0,1,24,0,16
1639,Мех,,2,0.75,24,0,0
1641,Борода канатом,,2,0.75,24,0,1
