DisplayName_lang,VerboseName_lang,ID,ClassID,SubClassID,AuctionHouseSortOrder,PrerequisiteProficiency,Flags,DisplayFlags,WeaponSwingSize,PostrequisiteProficiency
Голова,,48,8,0,0,-1,0,1,0,-1
Задания,,49,12,0,0,-1,0,1,0,-1
Реагент,,50,5,0,0,-1,0,1,0,-1
Постоянные,,51,14,0,0,-1,0,1,0,-1
Хлам,,52,15,0,0,-1,0,1,0,-1
Ключ,,53,13,0,0,-1,0,1,0,-1
Отмычка,,54,13,1,0,-1,0,1,0,-1
Арбалет,Арбалеты,55,2,18,0,-1,160,0,1,-1
Жезл,Жезлы,56,2,19,0,-1,256,0,1,-1
Удочка,Удочки,57,2,20,0,-1,0,0,8,-1
Devices (OBSOLETE),,77,7,3,0,-1,0,3,0,-1
Инженерное дело,,99,9,3,0,-1,0,1,0,-1
Кузнечное дело,,100,9,4,0,-1,0,1,0,-1
Кулинария,,101,9,5,10,-1,0,1,0,-1
Алхимия,,102,9,6,0,-1,0,1,0,-1
Первая помощь,,103,9,7,11,-1,0,1,0,-1
Наложение чар,,104,9,8,0,-1,0,1,0,-1
Рыбная ловля,,105,9,9,12,-1,0,1,0,-1
Ювелирное дело,,106,9,10,0,-1,0,1,0,-1
Сумка душ,,107,1,1,0,-1,0,6,0,-1
Сумка травника,,109,1,2,0,-1,0,0,0,-1
Сумка зачаровывателя,,110,1,3,0,-1,0,0,0,-1
Сумка инженера,,111,1,4,0,-1,0,0,0,-1
Манускрипт,Манускрипты,112,4,7,0,-1,0,2,0,-1
Идол,Идолы,113,4,8,0,-1,0,2,0,-1
Тотем,Тотемы,114,4,9,0,-1,0,2,0,-1
Ювелирное дело,,115,7,4,1,-1,0,1,0,-1
Сумка ювелира,,116,1,5,0,-1,0,0,0,-1
Сумка шахтера,,118,1,6,0,-1,0,0,0,-1
Ловкость,,119,3,1,2,-1,0,1,0,-1
Сила,,120,3,2,3,-1,0,1,0,-1
Выносливость,,121,3,3,4,-1,0,1,0,-1
Дух,,122,3,4,5,-1,0,3,0,-1
Критический удар,,123,3,5,6,-1,0,1,0,-1
Искусность,,124,3,6,7,-1,0,1,0,-1
Скорость,,125,3,7,8,-1,0,1,0,-1
Универсальность,,126,3,8,9,-1,0,1,0,-1
Настои и флаконы,,131,0,3,0,-1,0,1,0,-1
Scroll (OBSOLETE),,132,0,4,0,-1,0,3,0,-1
Еда и напитки,,133,0,5,0,-1,0,1,0,-1
Item Enhancement (OBSOLETE),,134,0,6,0,-1,0,3,0,-1
Бинты,,135,0,7,0,-1,0,1,0,-1
Другое,,136,0,8,10,-1,0,1,0,-1
Ткань,,137,7,5,0,-1,0,1,0,-1
Кожа,,138,7,6,0,-1,0,1,0,-1
Металл и камень,,139,7,7,0,-1,0,1,0,-1
Кулинария,,140,7,8,0,-1,0,1,0,-1
Трава,,141,7,9,0,-1,0,1,0,-1
Стихии,,142,7,10,20,-1,0,1,0,-1
Другое,,143,7,11,30,-1,0,1,0,-1
Реагенты,,144,15,1,0,-1,0,1,0,-1
Питомцы,,145,15,2,0,-1,0,1,0,-1
Праздничные предметы,,146,15,3,0,-1,0,1,0,-1
Другое,,147,15,4,30,-1,0,1,0,-1
Наложение чар,,148,7,12,0,-1,0,1,0,-1
Сумка кожевника,,149,1,7,0,-1,0,0,0,-1
Materials (OBSOLETE),,150,7,13,0,-1,0,3,0,-1
Транспорт,Транспорт,152,15,5,0,-1,0,0,0,-1
Воин,Воин,153,16,1,0,-1,0,0,0,-1
Паладин,Паладин,154,16,2,0,-1,0,0,0,-1
Охотник,Охотник,155,16,3,0,-1,0,0,0,-1
Разбойник,Разбойник,156,16,4,0,-1,0,0,0,-1
Жрец,Жрец,157,16,5,0,-1,0,0,0,-1
Шаман,Шаман,158,16,7,0,-1,0,0,0,-1
Маг,Маг,159,16,8,0,-1,0,0,0,-1
Чернокнижник,Чернокнижник,160,16,9,0,-1,0,0,0,-1
Друид,Друид,161,16,11,0,-1,0,0,0,-1
Рыцарь смерти,Рыцарь смерти,162,16,6,0,-1,0,0,0,-1
Item Enchantment (OBSOLETE),,163,7,14,0,-1,0,3,0,-1
Чары для оружия - Obsolete,Чары для оружия - Obsolete,164,7,15,0,-1,0,3,0,-1
Печать,Печати,165,4,10,0,-1,0,2,0,-1
Сумка начертателя,,167,1,8,0,-1,0,0,0,-1
Начертание,Начертание,168,9,11,0,-1,0,1,0,-1
Другое,,169,3,9,10,-1,0,1,0,-1
Различные характеристики,,170,3,10,11,-1,0,0,0,-1
Ящик для рыболовных снастей,,171,1,9,0,-1,0,0,0,-1
Реликвия,,173,4,11,0,-1,0,2,0,-1
Монах,Монах,177,16,10,0,-1,0,0,0,-1
Боевой питомец,Боевой питомец,178,17,0,0,-1,0,0,0,-1
Сумка для продуктов,Сумка для продуктов,179,1,10,0,-1,0,0,0,-1
Жетон WoW,,180,18,0,0,-1,0,0,0,-1
Краеугольный камень,,181,5,1,0,-1,0,1,0,-1
Охотник на демонов,Охотник на демонов,183,16,12,0,-1,0,0,0,-1
Вантийские руны,,184,0,9,0,-1,0,1,0,-1
Начертание,,185,7,16,0,-1,0,1,0,-1
Explosives and Devices (OBSOLETE),,186,7,17,11,-1,0,3,0,-1
Реликвия артефакта,,187,3,11,0,-1,0,1,0,-1
Шея,,188,8,1,0,-1,0,1,0,-1
Плечи,,189,8,2,0,-1,0,1,0,-1
Плащ,,190,8,3,0,-1,0,1,0,-1
Грудь,,191,8,4,0,-1,0,1,0,-1
Запястья,,192,8,5,0,-1,0,1,0,-1
Кисти рук,,193,8,6,0,-1,0,1,0,-1
Пояс,,194,8,7,0,-1,0,1,0,-1
Ноги,,195,8,8,0,-1,0,1,0,-1
Ступни,,196,8,9,0,-1,0,1,0,-1
Палец,,197,8,10,0,-1,0,1,0,-1
Оружие,,198,8,11,0,-1,0,1,0,-1
Двуручное оружие,,199,8,12,0,-1,0,1,0,-1
Щит/Левая рука,,200,8,13,0,-1,0,1,0,-1
Разное,,201,8,14,0,-1,0,1,0,-1
Предметы для транспорта,,326,15,6,0,-1,0,0,0,-1
Дополнительные реагенты,,327,7,18,25,-1,0,1,0,-1
Контекстный жетон,,328,5,2,0,-1,0,1,0,-1
Кузнечное дело,,329,19,0,0,-1,0,0,0,-1
Кожевничество,,330,19,1,0,-1,0,0,0,-1
Алхимия,,331,19,2,0,-1,0,0,0,-1
Травничество,,332,19,3,0,-1,0,0,0,-1
Кулинария,,333,19,4,0,-1,0,0,0,-1
Горное дело,,334,19,5,0,-1,0,0,0,-1
Портняжное дело,,335,19,6,0,-1,0,0,0,-1
Инженерное дело,,336,19,7,0,-1,0,0,0,-1
Наложение чар,,337,19,8,0,-1,0,0,0,-1
Рыбная ловля,,338,19,9,0,-1,0,0,0,-1
Снятие шкур,,339,19,10,0,-1,0,0,0,-1
Ювелирное дело,,340,19,11,0,-1,0,0,0,-1
Начертание,,341,19,12,0,-1,0,0,0,-1
Археология,,342,19,13,0,-1,0,0,0,-1
Завершающие реагенты,,343,7,19,25,-1,0,1,0,-1
Сумка с реагентами,,344,1,11,0,-1,0,0,0,-1
Вспомогательная диковинка,,345,0,10,0,-1,0,2,0,-1
Боевая диковинка,,346,0,11,0,-1,0,2,0,-1
Реликвия,,355,0,12,0,-1,0,1,0,-1
Декор,,356,20,0,0,-1,0,3,0,0
Краска для дома,,357,20,1,0,-1,0,0,0,0
Комната,,358,20,2,0,-1,0,0,0,0
Настройка интерьера комнаты,,359,20,3,0,-1,0,0,0,0
Настройка наружной отделки,,360,20,4,0,-1,0,0,0,0
Предмет для ремонта,,361,20,5,0,-1,0,0,0,0
