ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
15,"Островные экспедиции|n|cFFFFD200Необходимо добыть:|r доклад разведки о крови мира|n|cFFFFD200Награда:|r ""Азерит для Альянса""|n|cFFFFD200Задание принимает:|r Флинн Фэйрвинд|n|cFFFFD200Командирский стол:|r ""Поиски крови мира""|n|cFFFFD200Зона:|r доки Боралуса","Островные экспедиции|n|cFFFFD200Необходимо добыть:|r доклад разведки о крови мира|n|cFFFFD200Награда:|r ""Азерит для Альянса""|n|cFFFFD200Задание принимает:|r капитан Рез'окун|n|cFFFFD200Командирский стол:|r ""Поиски крови мира""|n|cFFFFD200Зона:|r порт Зандалара",4,3,295160,295165,299334,299333
16,"Островные экспедиции|n|cFFFFD200Задание:|r ""Азерит для Альянса""|n|cFFFFD200Задание принимает:|r Флинн Фэйрвинд|n|cFFFFD200Командирский стол:|r ""Последний сосуд крови мира""|n|cFFFFD200Зона:|r доки Боралуса|n","Островные экспедиции|n|cFFFFD200Задание:|r ""Азерит для Орды""|n|cFFFFD200Задание принимает:|r капитан Рез'окун|n|cFFFFD200Командирский стол:|r ""Последний сосуд крови мира""|n|cFFFFD200Зона:|r порт Зандалара",4,4,295210,295166,299334,299333
17,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,5,1,295258,295246,295258,295246
18,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,5,2,295262,295251,299336,299335
19,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,5,3,295263,295252,299338,299337
20,"Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r рынок Семи Ветров в Боралусе","Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r большой базар в Дазар'алоре",5,4,295264,295253,299338,299337
21,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,7,1,294926,294964,294926,294964
22,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,7,2,295307,294970,300002,300004
23,"Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r рынок Семи Ветров в Боралусе","Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r большой базар в Дазар'алоре",7,4,295306,294972,300003,300005
24,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,7,3,294945,294969,300003,300005
29,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (дружелюбие)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 1 гальванический осциллятор и 2 ящика ЗПЧСТ,,6,1,295337,295293,295337,295293
30,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (уважение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 5 гальванических осцилляторов и 10 ящиков ЗПЧСТ,,6,2,295364,295363,299345,299343
31,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (почтение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 8 гальванических осцилляторов и 20 ящиков ЗПЧСТ,,6,3,295352,295351,299347,299346
32,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт,,6,4,295358,295333,299347,299346
45,"Драконьи Аспекты|n|cFFFFD200Задание:|r ""МАТРИАРХ всегда подскажет""|n|cFFFFD200Задание дает:|r Магни Бронзобород|n|cFFFFD200Зона:|r Зал Сердца",,12,1,295373,295365,295373,295365
46,"Драконьи Аспекты|n|cFFFFD200Уровень Сердца:|r 54|n|cFFFFD200Задание:|r ""Во тьме я вижу сны""|n|cFFFFD200Задание дает:|r Кейлек|n|cFFFFD200Зона:|r Зал Сердца",,12,2,295377,295372,299349,299348
47,"Драконьи Аспекты|n|cFFFFD200Уровень Сердца:|r 60|n|cFFFFD200Задание:|r ""Разведка на нагорье""|n|cFFFFD200Задание дает:|r Кейлек|n|cFFFFD200Зона:|r Зал Сердца",,12,3,295379,295369,299353,299350
48,"Драконьи Аспекты|n|cFFFFD200Уровень Сердца:|r 70|n|cFFFFD200Задание:|r ""Сила синих драконов""|n|cFFFFD200Задание дает:|r Кейлек|n|cFFFFD200Зона:|r Зал Сердца",,12,4,295380,295381,299353,299350
49,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (дружелюбие)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 1 гальванический осциллятор и 2 ящика ЗПЧСТ,,13,1,295746,295750,295746,295750
50,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (уважение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 5 гальванических осцилляторов и 10 ящиков ЗПЧСТ,,13,2,295747,295844,300015,300018
51,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (почтение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 8 гальванических осцилляторов и 20 ящиков ЗПЧСТ,,13,3,295748,295846,300016,300020
52,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт,,13,4,295749,295845,300016,300020
53,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,14,1,295840,295834,295840,295834
54,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,14,2,295841,295836,299355,299354
55,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,14,3,295843,295837,299358,299357
56,"Рейд ""Вечный дворец""|n|cFFFFD200Источник:|r королева Азшара (эпохальный режим)",,14,4,295892,295839,299358,299357
57,"Режим войны|n|cFFFFD200Задание:|r ""Потопить Орду""|n|cFFFFD200Задание дает:|r Крафтикус Мозголом|n|cFFFFD200Зона:|r Меззамер","Режим войны|n|cFFFFD200Задание:|r ""Потопить Альянс""|n|cFFFFD200Задание дает:|r Даззериан|n|cFFFFD200Зона:|r Новый Дом",15,1,302731,302916,302731,302916
58,"Режим войны|n|cFFFFD200Достижение:|r ""Битва на два фронта""|n|cFFFFD200Торговец:|r Крафтикус Мозголом|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 20 назжатарских знаков признания","Режим войны|n|cFFFFD200Достижение:|r ""Битва на два фронта""|n|cFFFFD200Торговец:|r Даззериан|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 20 назжатарских знаков признания",15,2,302778,302957,302982,302984
59,Режим войны|n|cFFFFD200Требуется:|r отличительный знак рекрута|n|cFFFFD200Задание:|r еженедельный призыв к оружию|n|cFFFFD200Торговец:|r Крафтикус Мозголом|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 10 отличительных знаков рекрута и 50 назжатарских знаков признания,Режим войны|n|cFFFFD200Требуется:|r отличительный знак рекрута|n|cFFFFD200Задание:|r еженедельный призыв к оружию|n|cFFFFD200Торговец:|r Даззериан|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 10 отличительных знаков рекрута и 50 назжатарских знаков признания,15,3,302780,302961,302983,302985
60,"Режим войны|n|cFFFFD200Достижение:|r ""Припасы для убийц""|n|cFFFFD200Торговец:|r Крафтикус Мозголом|n|cFFFFD200Зона:|r Меззамер","Режим войны|n|cFFFFD200Достижение:|r ""Припасы для убийц""|n|cFFFFD200Торговец:|r Даззериан|n|cFFFFD200Зона:|r Новый Дом",15,4,302910,302962,302983,302985
61,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r|nпроклятые сундуки Тралла или Аллерии|n|cFFFFD200Зона:|r Зал Сердца,,16,1,296036,293030,296036,293030
62,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r зараженные сундуки в захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,16,2,296038,296031,310425,310422
63,Жуткие видения Н'Зота|n|cFFFFD200Материал:|r искра незыблемой силы |n|cFFFFD200Источник:|r зараженные сундуки в зараженных и захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,16,3,296104,296032,310442,310426
64,Назжатар|n|cFFFFD200Репутация:|r анкоа (дружелюбие)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 10 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (дружелюбие)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 10 радужных манажемчужин,17,1,296072,296050,296072,296050
65,Назжатар|n|cFFFFD200Репутация:|r анкоа (уважение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 25 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (уважение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 25 радужных манажемчужин,17,2,296074,296067,299875,299878
66,Назжатар|n|cFFFFD200Репутация:|r анкоа (почтение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 50 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (почтение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 50 радужных манажемчужин,17,3,296075,296062,299876,299879
67,"Поля боя|n|cFFFFD200Задание:|r ""Вперед, на поле боя!""|n|cFFFFD200Задание принимает:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус","Поля боя|n|cFFFFD200Задание:|r ""Вперед, на поле боя!""|n|cFFFFD200Задание принимает:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала",18,1,296094,296081,296094,296081
68,"Поля боя|n|cFFFFD200Достижение:|r ""Боевое буйство""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус|n|cFFFFD200Цена:|r 25 почетных знаков","Поля боя|n|cFFFFD200Достижение:|r ""Боевое буйство""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала|n|cFFFFD200Цена:|r 25 почетных знаков",18,2,296102,296091,299882,299885
69,"Поля боя|n|cFFFFD200Достижение:|r ""Боевая тактика""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус|n|cFFFFD200Цена:|r 25 почетных знаков","Поля боя|n|cFFFFD200Достижение:|r ""Боевая тактика""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала|n|cFFFFD200Цена:|r 25 почетных знаков",18,3,296103,296089,299883,299887
70,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (дружелюбие)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 1 гальванический осциллятор и 2 ящика ЗПЧСТ,,19,1,296197,296136,296197,296136
71,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (уважение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 5 гальванических осцилляторов и 10 ящиков ЗПЧСТ,,19,2,296200,296192,299932,299935
72,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление (почтение)|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт|n|cFFFFD200Цена:|r 8 гальванических осцилляторов и 20 ящиков ЗПЧСТ,,19,3,296201,296193,299933,299936
73,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,20,1,293032,296207,293032,296207
74,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,20,2,296220,296213,299943,299939
75,Подземелья в эпохальном режиме|n|cFFFFD200Материал:|r концентрированная сущность жизни|n|cFFFFD200Источник:|r главные боссы подземелий,,20,3,296221,296214,299944,299940
76,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,21,1,296230,303448,296230,303448
77,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,21,2,303472,303463,299958,303474
78,"Рейд ""Вечный дворец""|n|cFFFFD200Материал:|r водный реликварий|n|cFFFFD200Источник:|r Великолепие Азшары, королевский суд или королева Азшара",,21,3,296232,303460,299959,303476
79,"Операция ""Мехагон""|n|cFFFFD200Источник:|r король Мехагон",,22,1,296325,296320,296325,296320
80,"Операция ""Мехагон""|n|cFFFFD200Механика:|r чертеж ""Идеально синхронизированный дифференциал""|n|cFFFFD200Источник:|r король Мехагон",,22,2,296326,296321,299368,299367
81,"Операция ""Мехагон""|n|cFFFFD200Материал:|r колеса прогресса|n|cFFFFD200Источник:|r король Мехагон",,22,3,303342,296322,299370,299369
82,"Операция ""Мехагон"" (эпохальный режим)|n|cFFFFD200Достижение:|r ""Буря в железной пустыне""|n|cFFFFD200Разговор:|r принц Эразмин|n|cFFFFD200Зона:|r Ржавый Болт",,22,4,296328,296324,299370,299369
83,"Поля боя|n|cFFFFD200Задание:|r ""Вперед, на поле боя!""|n|cFFFFD200Задание принимает:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус","Поля боя|n|cFFFFD200Задание:|r ""Вперед, на поле боя!""|n|cFFFFD200Задание принимает:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала",23,1,297108,297147,297108,297147
84,"Поля боя|n|cFFFFD200Достижение:|r ""Боевое буйство""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус|n|cFFFFD200Цена:|r 25 почетных знаков","Поля боя|n|cFFFFD200Достижение:|r ""Боевое буйство""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала|n|cFFFFD200Цена:|r 25 почетных знаков",23,2,297120,297177,298273,298274
85,"Поля боя|n|cFFFFD200Достижение:|r ""Боевая тактика""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус|n|cFFFFD200Цена:|r 25 почетных знаков","Поля боя|n|cFFFFD200Достижение:|r ""Боевая тактика""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала|n|cFFFFD200Цена:|r 25 почетных знаков",23,3,297122,297178,298277,298275
89,"Вечноцветущий дол |n|cFFFFD200Первое задание цепочки:|r|n""Все непросто"" |n|cFFFFD200Последнее задание цепочки:|r|n""Возрожденная надежда""|n|cFFFFD200Задание дает:|r Магни Бронзобород|n|cFFFFD200Зона:|r Зал Сердца",,24,1,297375,297411,297375,297411
90,"Вечноцветущий дол |n|cFFFFD200Материал:|r дыхание вечного духа |n|cFFFFD200Задание:|r первое на неделе ежедневное задание ""Видение темной судьбы"" |n|cFFFFD200Задание дает:|r представитель Черного Когтя |n|cFFFFD200Зона:|r рядом с порталами в видения тьмы в Ульдуме или Вечноцветущем доле",,24,2,297546,297542,298309,298302
91,Вечноцветущий дол |n|cFFFFD200Репутация:|r Раджани (почтение)|n|cFFFFD200Торговец:|r Чжан Ку|n|cFFFFD200Зона:|r Тихий приют|n|cFFFFD200Цена:|r 50 зараженных реликвий,,24,3,297547,297544,298312,298304
96,Назжатар|n|cFFFFD200Репутация:|r анкоа (дружелюбие)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 10 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (дружелюбие)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 10 радужных манажемчужин,25,1,298168,298193,298168,298193
97,Назжатар|n|cFFFFD200Репутация:|r анкоа (уважение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 25 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (уважение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 25 радужных манажемчужин,25,2,298169,298351,299273,299274
98,Назжатар|n|cFFFFD200Репутация:|r анкоа (почтение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 50 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (почтение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 50 радужных манажемчужин,25,3,298174,298352,299275,299277
99,"Поля боя|n|cFFFFD200Достижение:|r ""Боевое мастерство""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус","Поля боя|n|cFFFFD200Достижение:|r ""Боевое мастерство""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала",23,4,298182,298183,298277,298275
100,Вечноцветущий дол |n|cFFFFD200Репутация:|r Раджани|n|cFFFFD200Торговец:|r Чжан Ку |n|cFFFFD200Зона:|r Тихий приют,,24,4,298184,298185,298312,298304
101,Назжатар|n|cFFFFD200Репутация:|r анкоа|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер,Назжатар|n|cFFFFD200Репутация:|r Освобожденные|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом,25,4,298186,298353,299275,299277
102,"Назжатар|n|cFFFFD200Задание:|r ""Короткая передышка""|n|cFFFFD200Задание дает:|r леди Джайна Праудмур|n|cFFFFD200Зона:|r Меззамер","Назжатар|n|cFFFFD200Задание:|r ""Вглубь Назжатара""|n|cFFFFD200Задание дает:|r Лор'темар Терон|n|cFFFFD200Зона:|r Новый Дом",27,1,298357,298268,298357,298268
103,"Назжатар|n|cFFFFD200Задание:|r ""Друзья в беде""|n|cFFFFD200Задание дает:|r леди Джайна Праудмур|n|cFFFFD200Зона:|r Меззамер","Назжатар|n|cFFFFD200Задание:|r ""Просто временные трудности""|n|cFFFFD200Задание дает:|r Лор'темар Терон|n|cFFFFD200Зона:|r Новый Дом",27,2,298376,298337,299372,299371
104,"Назжатар|n|cFFFFD200Достижение:|r ""Морская боевая подготовка""|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 50 радужных манажемчужин","Назжатар|n|cFFFFD200Достижение:|r ""Морская боевая подготовка""|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 50 радужных манажемчужин",27,3,298377,298339,299374,299373
105,"Назжатар|n|cFFFFD200Достижение:|r ""Подводный отряд универсальных солдат""|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер","Назжатар|n|cFFFFD200Достижение:|r ""Подводный отряд универсальных солдат""|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом",27,4,298405,298404,299374,299373
106,Назжатар|n|cFFFFD200Репутация:|r анкоа (дружелюбие)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 10 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (дружелюбие)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 10 радужных манажемчужин,28,1,298452,298407,298452,298407
107,Назжатар|n|cFFFFD200Репутация:|r анкоа (уважение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 25 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (уважение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 25 радужных манажемчужин,28,2,298455,298448,299376,299375
108,Назжатар|n|cFFFFD200Репутация:|r анкоа (почтение)|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер|n|cFFFFD200Цена:|r 50 радужных манажемчужин,Назжатар|n|cFFFFD200Репутация:|r Освобожденные (почтение)|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом|n|cFFFFD200Цена:|r 50 радужных манажемчужин,28,3,298456,298449,299378,299377
109,Назжатар|n|cFFFFD200Репутация:|r анкоа|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер,Назжатар|n|cFFFFD200Репутация:|r Освобожденные|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом,28,4,298457,298450,299378,299377
110,"Поля боя|n|cFFFFD200Достижение:|r ""Боевое мастерство""|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус","Поля боя|n|cFFFFD200Достижение:|r ""Боевое мастерство""|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала",18,4,299518,299519,299883,299887
