ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
1357,Отголоски торжества,Можно потратить на элитные доспехи для PvP-сражений. В конце сезона конвертируются в золото.,141,1455894,0,0,0,0,4,0,0,0,0,0,0,0,0,0,384,0
1379,"Жетон шоу ""Наденьте это немедленно!""","Дается в качестве награды за участие в шоу ""Наденьте это немедленно!"". Можно обменять на предметы для трансмогрификации в большинстве крупных городов.",1,1500867,0,0,200,0,1,0,0,0,0,0,0,0,100,0,0,0
1388,Металлолом,Добывается с трупов противников и обломков вражеских средств передвижения на фронте. Можно использовать для обучения войск и проведения исследований.,1,133614,0,0,500,0,2,0,0,0,0,0,0,0,0,0,589826,0
1401,Припасы крепости,Используются для строительства и исследований на фронтах.,1,1518640,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,2,0
1416,Монеты воздуха,Через некоторое время растворяются в воздухе.,141,988196,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,0,0
1501,Извивающаяся сущность,Используется для улучшения легендарных предметов Legion до 970-го уровня.,142,893779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1506,Путевой камень Аргуса,"С помощью таких камней слуги Саргераса открывают порталы из Аргуса в другие миры, захваченные Легионом.",142,399041,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0
1508,Дымчатый аргунит,"Этот блеклый кристалл представляет большую ценность для эфириалов-торговцев. Чудотворец Вашрин с ""Виндикара"" определенно заинтересуется им.",141,1064188,0,0,2000,0,3,0,0,0,0,0,0,0,0,0,134217730,0
1533,Пробуждающая сущность,"Используется у Чароманта Вридиэля в Даларане, что над Расколотыми островами, для улучшения легендарных предметов Legion.",141,236521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167772162,0
1534,Фрагмент артефакта зандаларов,,82,2101985,1,57,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1535,Фрагмент артефакта друстов,,82,2101971,1,58,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1540,Древесина,Добывается из деревьев и груд древесины на фронте. Используется для постройки зданий и улучшения войск.,142,135435,0,0,100,0,1,0,13,0,0,0,0,0,0,0,2,0
1541,Железо,"Добывается на фронте. Используется для постройки зданий, а также усиливает игроков и их союзников.",142,133232,0,0,200,0,1,0,9,0,0,0,0,0,0,0,2,0
1553,Азерит,"Кровь Азерот кристаллизуется, образуя залежи азерита, чрезвычайно мощного и эффективного материала.",144,2065624,0,0,0,0,6,0,0,0,77173,0,0,0,0,0,147857410,0
1559,Эссенция бури,Очень редкая. Собирается с убитых противников на фронте. Используется для получения мощных усилений у алтаря.,142,463539,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
1560,Ресурсы для войны,"Используются для вербовки отрядов, выполнения заданий и исследования улучшений для военной кампании.",143,2032600,0,0,0,0,1,0,0,0,0,0,0,0,76.92308,0,134217730,0
1565,Осколок обогащенного азерита,Немного обогащенного азерита. Можно сдать воеводе и получить награду.,143,2065624,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1579,Защитники Азерот,Улучшает отношение Защитников Азерот.,142,2032592,0,0,0,0,1,2164,0,0,0,0,0,0,0,0,8,0
1580,Печать судьбы воина,"Позволяет вмешиваться в естественный ход событий, чтобы иногда получать дополнительные сокровища в рейдах и подземельях дополнения Battle for Azeroth.",143,1416740,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0
1585,Честь отряда,Выдается за убийство врагов вашей фракции.,144,135884,0,0,0,0,1,0,14,0,0,0,0,0,0,0,21495810,0
1586,Уровень чести,Выдается за убийство множества врагов вашей фракции.,144,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17301504,0
1587,Военные припасы,Используются для подготовки войск в битве за Стромград.,143,463449,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,2,0
1592,Орден Пылающих Углей,Улучшает отношение ордена Пылающих Углей.,142,2032594,0,0,0,0,1,2161,0,0,0,0,0,0,0,0,8,0
1593,Адмиралтейство Праудмуров,Улучшает отношение к вам адмиралтейства Праудмуров.,142,2032595,0,0,0,0,1,2160,0,0,0,0,0,0,0,0,8,0
1594,Орден Возрождения Шторма,Улучшает отношение к вам ордена Возрождения Шторма.,142,2032596,0,0,0,0,1,2162,0,0,0,0,0,0,0,0,8,0
1595,Экспедиция Таланджи,Улучшает отношение к вам экспедиции Таланджи.,142,2032597,0,0,0,0,1,2156,0,0,0,0,0,0,0,0,8,0
1596,Жители Вол'дуна,Улучшает отношение жителей Вол'дуна.,142,2032599,0,0,0,0,1,2158,0,0,0,0,0,0,0,0,8,0
1597,Империя Зандалари,Улучшает отношение империи Зандалари.,142,2032601,0,0,0,0,1,2103,0,0,0,0,0,0,0,0,8,0
1598,Тортолланские искатели,Улучшает отношение тортолланских искателей.,142,2032598,0,0,0,0,1,2163,0,0,0,0,0,0,0,0,8,0
1599,7-й легион,Улучшает отношение 7-го легиона.,142,2032591,0,0,0,0,1,2159,0,0,0,0,0,0,0,0,8,0
1600,Армия Чести,Улучшает отношение Армии Чести.,142,2032593,0,0,0,0,1,2157,0,0,0,0,0,0,0,0,8,0
1602,Очки завоевания,Можно заслужить за участие в рейтинговых PvP-боях. Позволяет приобретать рейтинговое PvP-снаряжение.,2,1523630,0,0,0,0,4,0,14,0,127055,27168,0,0,0,0,2097546,1
1703,Валюта за участие в сезоне рейтинговых PvP-игр,,142,1060986,0,0,900000,0,1,0,0,0,0,0,0,0,0,0,19398656,0
1704,Осколок духа,Осколок пульсирует от переполняющей его энергии.,23,133286,0,0,200,0,1,0,0,0,0,0,0,0,0,0,3145730,0
1705,Warfronts - Personal Tracker - Iron in Chest (Hidden),,142,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1710,Дублон мореплавателя,Эта валюта в ходу у многих племен Великого Моря. Используется для покупки товаров в островных экспедициях.,143,1604167,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
1714,Warfronts - Personal Tracker - Wood in Chest (Hidden),,142,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1715,Осколок Прародителя,TEST,143,340336,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1048578,0
1716,Военная медаль Армии Чести,"Знак признания за сражения в Кул-Тирасе, Зандаларе и на действующих фронтах. Поставщик Мукра в порту Зандалара наверняка им заинтересуется. За Орду!",143,2565244,0,0,0,0,1,0,0,0,0,0,0,0,100,0,536870914,0
1717,Военная медаль 7-го легиона,"Знак признания за сражения в Кул-Тирасе, Зандаларе и на действующих фронтах. Поставщик Хмелегорн в Боралусе наверняка им заинтересуется. За Альянс!",143,2565243,0,0,0,0,1,0,0,0,0,0,0,0,100,0,268435458,0
1718,Пыль титанов,"Остатки потерявших силу азеритовых доспехов, получаемые в награду за прохождение подземелий с эпохальными ключами, а также путем утилизации или распыления азеритовых доспехов. Ценятся эфириалами-торговцами в Боралусе и Зандаларе.",143,2065602,0,0,0,0,1,0,0,0,84608,0,0,0,0,0,33554434,0
1719,Зараженные реликвии,"Фрагменты воспоминаний из жутких видений Н'Зота, которые можно проанализировать в архиве исследований титанов в Зале Сердца.",143,646678,0,0,0,0,1,0,0,0,76436,0,0,0,100,0,33554434,0
1721,Радужная манажемчужина,Переливающаяся сфера чародейской энергии из Назжатара. Вы можете обменять эти сферы на редкие предметы с мощными свойствами или усилить с их помощью бентосные доспехи.,143,463858,0,0,0,0,4,0,24,0,0,0,0,0,100,0,1207959554,0
1722,Азеритовая руда,Добывается в пределах острова. Используется для постройки зданий на заставе.,142,2032608,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0
1723,Древесина,Добывается в пределах острова. Используется для постройки зданий на заставе.,142,135437,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,Фантазма,"Угасший фрагмент анимы. Позволяет получить энергию в Торгасте.

Фантазма уничтожается, когда вы покидаете Торгаст.",142,3743737,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1048578,0
1738,Освобожденные,Улучшает отношение Освобожденных.,142,2821782,0,0,0,0,1,2373,0,0,0,0,0,0,0,0,8,0
1739,Анкоа,Улучшает отношение анкоа.,142,2909045,0,0,0,0,1,2400,0,0,0,0,0,0,0,0,8,0
1740,Ржавоболтское сопротивление (скрыто),Улучшает отношение Ржавоболтского сопротивления.,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,67108872,0
1742,Ржавоболтское сопротивление,Улучшает отношение Ржавоболтского сопротивления.,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,8,0
1743,Ложная анима за задание по выслеживанию,Примените 1813 для результата,245,134379,0,0,0,0,3,0,21,0,0,0,0,0,0,0,134217730,0
1744,Зараженная реликвия,,142,646678,0,0,0,0,1,0,8,0,0,0,0,0,0,0,33570818,0
1745,Назжатарский союзник: Нери Остроерш,Предоставляет боевой опыт Нери Остроерш.,142,894556,0,0,0,0,1,2389,0,0,0,0,0,0,0,0,8,0
1746,Назжатарский союзник: Вим Соленодух,Предоставляет боевой опыт Виму Соленодуху.,142,894556,0,0,0,0,1,2390,0,0,0,0,0,0,0,0,8,0
1747,Назжатарский союзник: Поэн Солежабрик,Предоставляет боевой опыт Поэну Солежабрику.,142,894556,0,0,0,0,1,2388,0,0,0,0,0,0,0,0,8,0
1748,Назжатарский союзник: мастер клинка Иновари,Предоставляет боевой опыт мастеру клинка Иновари.,142,894556,0,0,0,0,1,2377,0,0,0,0,0,0,0,0,8,0
1749,Назжатарский союзник: мастер охоты Акана,Предоставляет боевой опыт мастеру охоты Акане.,142,894556,0,0,0,0,1,2375,0,0,0,0,0,0,0,0,8,0
1750,Назжатарский союзник: оракул Ори,Предоставляет боевой опыт оракулу Ори.,142,894556,0,0,0,0,1,2376,0,0,0,0,0,0,0,0,8,0
1752,Улей Медокрылов,Улучшает отношение улья Медокрылов.,142,2027852,0,0,0,0,1,2395,0,0,0,0,0,0,0,0,8,0
1754,Знак признания Серебряного Авангарда,Знак признания Серебряного Авангарда за помощь в борьбе с захватчиками из Темных Земель на севере Ледяной Короны.,245,236690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1755,Сгусток видений,"Гневион может заключить сущность видений в сосуд, который позволит вам войти в жуткое видение Н'Зота.",143,1003600,0,0,0,0,1,0,8,0,0,0,0,0,100,0,2,0
1757,Ульдумский союз,Улучшает отношение Ульдумского союза.,142,3068678,0,0,0,0,1,2417,0,0,0,0,0,0,0,0,67108872,0
1758,Раджани,Улучшает отношение Раджани.,142,3068663,0,0,0,0,1,2415,0,0,0,0,0,0,0,0,67108872,0
1761,Урон противников,Dummy currency for Torghast UI,142,132147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,Здоровье противников,Dummy currency for Torghast UI,142,648207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Смерти,Dummy currency for Torghast UI,142,3450602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Стигия,Побочный эффект жестокого раскола души в Утробе.,245,3743739,0,0,0,0,1,0,0,0,0,0,0,0,100,0,134217730,0
1769,"Опыт за задания (стандартный, скрытое)",,142,1001982,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0
1792,Честь,Позволяет приобретать нерейтинговое PvP-снаряжение.,2,1455894,0,0,15000,0,3,0,10,0,0,0,0,0,80,0,2,0
1794,Анима искупления,Use 1813,142,236259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
1802,Shadowlands PvP Weekly Reward Progress,Позволяет получать награды в еженедельных сундуках в Орибосе.,245,1523631,0,0,0,0,4,0,9,0,0,20084,0,0,0,0,2,1
1803,Эхо Ни'алоты,МАТРИАРХ может использовать эту очищенную от порчи Н'Зота субстанцию для создания искусственных сущностей в Зале Сердца.,143,3069889,0,0,0,0,6,0,15,0,0,0,0,0,100,0,33554434,0
1804,Перерожденные,Улучшает отношение перерожденных.,142,3257748,0,0,0,0,1,2407,0,0,0,0,0,0,0,0,10,0
1805,Неумирающая армия,Улучшает отношение Неумирающей армии.,142,3492310,0,0,0,0,1,2410,0,0,0,0,0,0,0,0,10,0
1806,Дикая Охота,Улучшает отношение Дикой Охоты.,142,3575389,0,0,0,0,1,2465,0,0,0,0,0,0,0,0,10,0
1807,Двор Жнецов,Улучшает отношение Двора Жнецов.,142,3514227,0,0,0,0,1,2413,0,0,0,0,0,0,0,0,10,0
1808,Направленная анима,"Анима, которую нужно направить в анимаотвод для создания постоянного потока.",142,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,524288,0
1810,Очищенная душа,"Очень необычная душа, готовая помочь вам усилить обитель ковенанта.",142,1391776,0,0,100,0,3,0,21,0,0,0,0,0,0,0,2,0
1811,zzoldSanctum Architect,,245,1357814,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0
