Word,ID
Посол,1077
Заем,1078
Наем,1079
Лен,1080
Овес,1081
Пес,1082
Мать,1083
Дочь,1084
Огненная волна II,1103
Привидение Ахуна,1104
Сандарр Разоритель Барханов,1105
Призыватель Бездны из долины Призрачной Луны,1106
Призыватель Бездны из культа Темной Нити,1107
Военачальник Бича Злобы,1108
Генератор бронзовых драконидов,1109
Калестраз в драконьем облике,1110
Вождь Ренд Черная Рука в рождественском наряде,1111
Куренайский лев в стойле,1112
Куренайская пантера в стойле,1113
Кольен Ледоплет в шляпе,1114
Огненная ловушка Вазрудена,1115
Загрязненная сущность Ватуусана,1116
Орентил Шелест Ветра,1117
Любитель вечеринок Лесов Вечной Песни,1118
Очищенный дух воды,1119
Отвергнутый дух воды,1120
Очищенный дух воздуха,1121
Отвергнутый дух воздуха,1122
Безмятежный дух воздуха,1123
Дух возмездия,1124
Северный портал Врат Смерти,1125
Распорядитель времени,1126
Скелет высокорожденного,1127
Страж Гнездовья,1128
Дракончик Гнездовья,1129
Порабощенная душа Гниля,1130
Леон Сердце Гор,1131
Инициатор разрушителя Грозного Молота,1132
Глашатай Грозовой Вершины,1133
Королевский стражник Губительной Чешуи,1134
Участник дарнасского праздника,1135
Страж деревни Ночных Охотников,1136
Прародитель драконов Пустоты,1137
Дух древности,1138
Буканьер-охотник за сокровищами,1139
Пират-охотник за сокровищами,1140
Висельник-охотник за сокровищами,1141
Детеныш загадочного змеекрыла,1142
Серсея Певица Заката,1143
Грифон Заоблачного пика,1144
Маршал западной башни Северного Волка,1145
Воевода западной башни Северного Волка,1146
Беженец заставы Солнечного Источника,1147
Управляющий Затерянных во времени,1148
Дендрит Блеск Звезд,1149
Очищенный дух земли,1150
Неугомонный дух земли,1151
Отвергнутый дух земли,1152
Дух Земли Красных скал,1153
Пироман Зерно Мудрости,1154
Ведун Искатель Истины,1155
Маршал Каменного Очага,1156
Воевода Каменного Очага,1157
Детеныш камнеруба,1158
Гиена клана Гордок,1159
Капитан клана Изувеченной Длани,1160
Посланник клана Камнерогов,1161
Посланник клана Кровавого Молота,1162
Боевой ворг клана Кровавого Молота,1163
Свирепый волк клана Кровавого Молота,1164
Злой дух клана Кровавого Молота,1165
Костелап клана Маграм,1166
Костелап клана Мародин,1167
Пламя клана Потрошителей Драконов,1168
Гарпун клана Потрошителей Драконов,1169
Глава клана Потрошителей Драконов,1170
Гвардеец клана Раздробленной Руки,1171
Наблюдатель Клемми,1172
Лесогнев Клятвы Когтя,1173
Детеныш кобальтового дракона,1174
Друид-медведь,1175
Порабощенный друид-ворон,1176
Освобожденный друид-ворон,1177
Воитель Когтя Ворона,1178
Страж Когтя Ворона,1179
Слуга Когтя Ворона,1180
Капитан Когтя Смерти,1181
Драконид Когтя Смерти,1182
Огнекож Когтя Смерти,1183
Гнездовая Когтя Смерти,1184
Надзиратель Когтя Смерти,1185
Змеестраж Когтя Смерти,1186
Драконида Когтя Смерти,1187
Дух Когтя Смерти,1188
Снежескорнский разгрызатель костей,1189
Детеныш красного дракондора,1190
Генератор красных драконидов,1191
Резервист крепости Ценариона,1192
Лезвезуб Кровавого Когтя,1193
Кнутохвост Кровавого Когтя,1194
Оскверненный лезвезуб Кровавого Когтя,1195
Кнутохвост Кровавой Топи,1196
Острозуб Кровавой Топи,1197
Крикун Кровавой Топи,1198
Смертехват Кровавой Топи,1199
Хилбрадский ученик кузнеца,1200
Инфернал Кузницы Смерти,1201
Мирмидон лагеря Змеиных Колец,1202
Сторож лагеря повстанцев,1203
Горный пехотинец Ледяного туннеля,1204
Солдат Ледяных Пустошей,1205
Хранитель Лесов Вечной Песни,1206
Розовый элекк Лесов Вечной Песни,1207
Торговка летнего праздника,1208
Поставщица летнего праздника,1209
Боец Лордерона,1210
Ветеран Лордерона,1211
Военачальник лощины Песни Войны,1212
Торговец Лунного праздника,1213
Кровавый ревун Лунной Ярости,1214
Вестник Тьмы Лунной Ярости,1215
Старейшина Лунной Ярости,1216
Кожевник Лунной Ярости,1217
Дух Лунокогтя,1218
Счетчик маноотбора Солнечного Скитальца,1219
Сигнализация Мрачнобуха,1220
Хранитель мудрости Праздника,1221
Наездник на баране из клана Грозовой Вершины,1222
Наездник на волке цитадели Адского Пламени,1223
Посвященный охотник на демонов,1224
Молельщик-охотник на демонов,1225
Наездник на долгоноге,1226
Охотник на духов,1227
Командир наездников на волках клана Северного Волка,1228
Некролит Некроситета,1229
Некромант Некроситета,1230
Неофит Некроситета,1231
"Демос, надзиратель Ненависти",1232
Мстительный дух непреклонного пехотинца,1233
Оскверненный тотем огненной вспышки V,1234
Очищенный дух огня,1235
Отвергнутый дух огня,1236
Страж огня Западного Лихоземья,1237
Хранитель огня Лесов Вечной Песни,1238
Хранитель огня цитадели Адского Пламени,1239
Страж огня цитадели Адского Пламени,1240
Военачальник Ока Бури,1241
Военный атташе Ока Бури,1242
Детеныш Опаляющего дракона,1243
Лучник Оплота Чести,1244
Воздушный всадник Оплота Чести,1245
Стрелок Оплота Чести,1246
Разведчик Оплота Чести,1247
Мишень для лучников Оплота Чести,1248
Смертобег ордена Серебряного Рассвета,1249
Конь ордена Серебряного Рассвета,1250
Скакун ордена Серебряного Рассвета,1251
Ордынский лесозаготовитель,1252
Боевой разведчик Орды,1253
Потревоженный дух орка,1254
Миротворец острова Лазурной Дымки,1255
Воздаятель острова Лазурной Дымки,1256
Костолом Пиратской бухты,1257
Вестник племени Галак,1258
Гиена племени Галак,1259
Прародитель племени Древобрюхов,1260
Верховный вождь племени Зимней Спячки,1261
Верховный вождь племени Косолапов,1262
Дикий верховой элекк племени Темной Крови,1263
Верховный вождь племени Тихвой,1264
Родоначальник племени Тихвой,1265
Родоначальник племени Тихвой Варк,1266
Родоначальник племени Тихвой Йор,1267
Родоначальник племени Тихвой Ку,1268
Родоначальник племени Тихвой Тикти,1269
Посол племени Тихвой Фрасабу,1270
Прислужник племени Хаккари,1271
Ксоротианский конь погибели,1272
Ныряльщик Подземного поезда,1273
Сборщик похвальных значков из Дарнасса,1274
Сборщик похвальных значков из Оргриммара,1275
Гуляка праздника Луны,1276
Кровавый маг Призрачной Луны,1277
Вождь приливов из клана Соляной Чешуи,1278
Пленный передовой боец Протектората,1279
Мститель Протектората,1280
Защитник Протектората,1281
Легионер Протектората,1282
Восстановитель Протектората,1283
Передовой боец Протектората,1284
Истерзанный передовой боец Протектората,1285
"Вомиза, доктор псевдотехнических наук",1286
Дракон Пустоты Протектората,1287
Пленник-бродяга пустошей,1288
Раб-бродяга пустошей,1289
Рабочий-бродяга пустошей,1290
Повелитель Разрыва Времени,1291
Киражский поглотитель разума,1292
Дракондор Расколотого Солнца,1293
Талерис Созерцатель Рассвета,1294
Мастер горного дела с Заоблачного Пика,1295
Страж огня с Темных берегов,1296
Защитник святилища,1297
Пространственный разрыв святилища,1298
Боевой штандарт Северного Волка,1299
Боевой страж Северного Волка,1300
Солдат Северного Волка,1301
Страж Северного Волка,1302
Легионер Северного Волка,1303
Минер Северного Волка,1304
Гонец Северного Волка,1305
Лесошреддер Северного Волка,1306
Безумный поработитель - пират Северного моря,1307
Волк-ищейка племени Секиры Зимы,1308
Сторожевое древо Сильванаара,1309
Генератор синих драконидов,1310
Соправитель Скального гнездовья,1311
Патриарх Скального гнездовья,1312
Паритель Скального гнездовья,1313
Виверна Скального гнездовья,1314
Орк Скверны клана Изувеченной Длани из Черного Храма,1315
Пушка Скверны Легиона МКII,1316
Страж Скверны Пустоверти,1317
Преображение сломанного разрушителя Скверны,1318
Капитан служителей Смерти,1319
Ретгар Врата Смерти,1320
Скакун смерти ордена Серебряного Рассвета,1321
Послушник Смертной Тени,1322
Некромант Смертхольма,1323
Неповоротливый йети со Свирепого Утеса,1324
Крадущийся йети со Свирепого Утеса,1325
Оргриммарский стражник со щитом,1326
Следопыт Соколиного Дозора,1327
Плохой собиратель сокровищ,1328
Стальной собиратель сокровищ,1329
Селянин Солнечного Источника,1330
Дракондор Солнечного Клинка,1331
Бес Солнечного Клинка,1332
Аэльдон Озаренный Солнцем,1333
Советник Верный Солнцу,1334
Стервятник соляных равнин,1335
Спороскат Спорегарра,1336
Спасенный разведчик Спореггара,1337
Главный археолог Стальных ворот,1338
Осколок страдающей души,1339
Призрачный рабочий сцены,1340
Особь темноводного кроколиска,1341
Крепкозуб Темного берега,1342
Падший скакун Темного Терзателя,1343
Старый тигр Тернистой долины,1344
Молодой ящер Тернистой долины,1345
Молодой тигр Тернистой долины,1346
Призыватель Тьмы Некроситета,1347
Зачарованный стражник Ужаса,1348
Стражник Ужаса Кузницы Смерти,1349
Жук фьорда,1350
Краб фьорда,1351
Ворон фьорда,1352
Крыса фьорда,1353
Индюк фьорда,1354
Паук-ловец Холодного Тумана,1355
Палач Черной Стражи,1356
Караульный Черной Стражи,1357
Оружейник Черной Стражи,1358
Воин Черной Стражи,1359
Погибший пехотинец Штормграда,1360
Горожанка Штормграда,1361
Горожанин Штормграда,1362
Городской стражник Штормграда,1363
Маршал Штормграда,1364
Сирота Штормграда,1365
Королевский стражник Штормграда,1366
Счетчик бомб-вонючек Южнобережья,1367
Буканьер Южных морей,1368
Пушка Южных морей,1369
Канонир Южных морей,1370
Головорез Южных морей,1371
Похититель Южных морей,1372
Пират Южных морей,1373
Капер Южных морей,1374
Висельник Южных морей,1375
Дракон-стражник Яростного Когтя,1376
Драконид Яростного Когтя,1377
Огнедышащая драконида Яростного Когтя,1378
Огнечешуйчатая драконида Яростного Когтя,1379
Дракончик Яростного Когтя,1380
Праздничный бочонок ячменного пива,1381
"Кок ""Покорителя Горизонтов""",1382
"Матрос """"Покорителя Горизонтов""",1383
"Первый помощник """"Покорителя Горизонтов""",1384
Самонаводящийся робот OOX-22/FE,1385
Лучник Армии Калимдора,1386
Верховный маг Армии Калимдора,1387
Капитан Армии Калимдора,1388
Друид Армии Калимдора,1389
Рубака Армии Калимдора,1390
Пехотинец Армии Калимдора,1391
Лейтенант Армии Калимдора,1392
Маг Армии Калимдора,1393
Майор Армии Калимдора,1394
Маршал Армии Калимдора,1395
Жрец Армии Калимдора,1396
Целитель Армии Калимдора,1397
Сержант Армии Калимдора,1398
Шаман Армии Калимдора,1399
Рыскатель Армии Калимдора,1400
Ритуалист бастиона Вечной Скорби,1401
Тотем безветрия,1402
Создание Бездны,1403
Древняя гончая бездны,1404
Слабеющий демон Бездны,1405
Густой ужас Бездны,1406
Порабощенный демон Бездны,1407
Летающий демон Бездны,1408
Древний демон Бездны,1409
Захватчик-демон Бездны,1410
Младший демон Бездны,1411
Слабый портал Бездны,1412
Сумасшедший демон Бездны,1413
Волхв Вурден Сиянье Бездны,1414
Менара Расщепительница Бездны,1415
Малый портал Бездны,1416
Низший демон Бездны,1417
Бесплотный призыватель Бездны,1418
Разбойничающий демон Бездны,1419
Призванный демон Бездны,1420
Призывающий шторм Бездны,1421
Бездонный портал Бездны,1422
Неконтролируемый демон Бездны,1423
Вечный призрак Бездны,1424
Нестабильный демон Бездны,1425
Нестабильный призрак Бездны,1426
Зыбкий призыватель Бездны,1427
Аномалия Бездны,1428
Стержень Бездны,1429
Мерный прибор стержня Бездны,1430
Гончая Бездны,1431
Врата Бездны,1432
Страж Бездны,1433
Призыватель часовых Бездны,1434
Слуга Бездны,1435
Дите Бездны,1436
Путник Бездны,1437
Бродяга Бездны,1438
Отброс Бездны,1439
Капля отброса Бездны,1440
Портал Бездны,1441
Призыватель Бездны,1442
Существо Бездны,1443
Повелитель Бездны,1444
Крикун Бездны,1445
Отрок Бездны,1446
Демон Бездны,1447
Страж-демон Бездны,1448
Прислужник-демон Бездны,1449
Слуга-демон Бездны,1450
Призыватель демонов Бездны,1451
Наставник демонов Бездны,1452
Призрак Бездны,1453
Зритель бойцовского круга,1454
Курица в полиморфе,1455
Таракан в полиморфе,1456
Альтеракский баран в стойлах,1457
"""Отчаянный"" Джонсон в человеческом обличье",1458
Харкен Тотем Ветра,1459
Оскверненный тотем воды,1460
Дренейский тотем воды,1461
Разъяренный саженец Воронова леса,1462
Маршал восточной башни Северного Волка,1463
Воевода восточной башни Северного Волка,1464
Дельго Тотем Гнева,1465
Эту Тотем Гнева,1466
Хелен Тотем Гнева,1467
Кард Тотем Гнева,1468
Кер Тотем Гнева,1469
Руга Тотем Гнева,1470
Сарк Тотем Гнева,1471
Сунна Тотем Гнева,1472
Торм Тотем Гнева,1473
Синий драконид Губительной Чешуи,1474
Кобальтовый драконид Губительной Чешуи,1475
Огнегривый драконид Губительной Чешуи,1476
Зеленый драконид Губительной Чешуи,1477
Кошмарный драконид Губительной Чешуи,1478
Красный драконид Губительной Чешуи,1479
Капитан драконидов Губительной Чешуи,1480
Лейтенант драконидов Губительной Чешуи,1481
Бронница деревни Погребальных Костров,1482
Кожевник деревни Погребальных Костров,1483
Караульный деревни Погребальных Костров,1484
Портной деревни Погребальных Костров,1485
Дозорный деревни Погребальных Костров,1486
Старейшина деревни Погребальных Костров,1487
Воронковый паук Дикого Терна,1488
Паук-скакун Дикого Терна,1489
Ядоплюй Дикого Терна,1490
Осборн Дитя Ночи,1491
Баранина для раба Драконьей Пасти,1492
Сказитель Тотем Дождя,1493
Древний дух долины Призрачной Луны,1494
Послушник долины Призрачной Луны,1495
Адепт долины Призрачной Луны,1496
Воитель долины Призрачной Луны,1497
Павший воин долины Призрачной Луны,1498
Предвестник долины Призрачной Луны,1499
Батрак долины Призрачной Луны,1500
Разоритель долины Призрачной Луны,1501
Охранитель долины Призрачной Луны,1502
Разведчик долины Призрачной Луны,1503
Душегуб долины Призрачной Луны,1504
Солдат долины Призрачной Луны,1505
Колдун долины Призрачной Луны,1506
Душекрад долины Призрачной Луны,1507
Страж огня долины Призрачной Луны,1508
Инструктор по владению оружием долины Призрачной Луны,1509
Мстительный призрак долины Призрачной Луны,1510
Анахронос в обличье дракона,1511
Аригос в облике дракона,1512
Детеныш черного дракона,1513
Дымный мираж черного дракона,1514
Превращение тела черного дракона,1515
Порождение дракона,1516
Детеныш огнечешуйного дракона,1517
Детеныш фазового дракона,1518
Зачумленный детеныш дракона,1519
Детеныш протодракона,1520
Опаляющий малыш дракона,1521
Скелд Сын Дракона,1522
Надсмотрщик Варкул Дыхание Дракона,1523
Детеныш зеленого дракона,1524
Птенец аманийского дракондора,1525
Дух аманийского дракондора,1526
Детеныш синего дракондора,1527
Птенец дракондора,1528
Детеныш яростного дракондора,1529
Детеныш золотистого дракондора,1530
Детеныш серебрянного дракондора,1531
Детеныш дракондора лагеря Затмения,1532
Ружейник дружины Стальгорна,1533
Горный пехотинец Дун Морога,1534
Ислледователь-ветеран Железного рудника,1535
Стражник-ветеран Железного рудника,1536
Налетчик-ветеран Железного рудника,1537
Геодезист-ветеран Железного рудника,1538
Бывалый налетчик Железного рудника,1539
Бывалый геодезист Железного рудника,1540
Надзиратель за батраками,1541
Хрустальный тотем Забытого Города,1542
Тотем Завеса Шалас,1543
Синий падальщик Запределья,1544
Зеленый падальщик Запределья,1545
Оранжевый падальщик Запределья,1546
Белый падальщик Запределья,1547
Желтый падальщик Запределья,1548
Синяя гидра Запределья,1549
Зеленая гидра Запределья,1550
Оранжевая гидра Запределья,1551
Сиреневая гидра Запределья,1552
Серый бес Запределья,1553
Оранжевый бес Запределья,1554
Пурпурный бес Запределья,1555
Желтый бес Запределья,1556
Красный скат Запределья,1557
Синий ящер Запределья,1558
Зеленый ящер Запределья,1559
Красный ящер Запределья,1560
Желтый ящер Запределья,1561
Синяя астральная игуана Запределья,1562
Зеленая астральная игуана Запределья,1563
Красная астральная игуана Запределья,1564
Бирюзовая астральная игуана Запределья,1565
Белая астральная игуана Запределья,1566
Синий крылатый змей Запределья,1567
Зеленый крылатый змей Запределья,1568
Оранжевый крылатый змей Запределья,1569
Белый крылатый змей Запределья,1570
Желтый крылатый змей Запределья,1571
Гиганский василиск Запределья (желтый),1572
Гиганский василиск Запределья (зеленый),1573
Камнедер Запределья (коричнево-красный),1574
Гиганский василиск Запределья (красный),1575
Камнедер Запределья (пурпурно-красный),1576
Камнедер Запределья (серо-красный),1577
Гиганский василиск Запределья (фиолетовый),1578
"Камнедер Запределья (элитный, коричнево-красный)",1579
"Камнедер Запределья (элитный, пурпурно-красный)",1580
Злостраж Запределья зеленый,1581
Злостраж Запределья красный,1582
Злостраж Запределья розовый,1583
Злостраж Запределья черный,1584
"Горный великан Запределья, Зангартопь",1585
"Горный великан Запределья, Лезвийные горы",1586
"Горный великан Запределья, Пустоверть",1587
Пик Затмения - источник заклинания Кровавого кристалла,1588
Оскверненный тотем земли,1589
Дренейский тотем земли,1590
Пленный ревнитель из Алого ордена,1591
Аббат из Алого ордена,1592
Адепт из Алого ордена,1593
Верховный маг из Алого ордена,1594
Авгур из Алого ордена,1595
Мститель из Алого ордена,1596
Зверолов из Алого ордена,1597
Кавалерист из Алого ордена,1598
Воитель из Алого ордена,1599
Капеллан из Алого ордена,1600
Священник из Алого ордена,1601
Командир Маржан из Алого ордена,1602
Командир Могрейн из Алого ордена,1603
Окудник из Алого ордена,1604
Викарий из Алого ордена,1605
Защитник из Алого ордена,1606
Послушник из Алого ордена,1607
Гадатель из Алого ордена,1608
Зачаровыватель из Алого ордена,1609
Вызыватель из Алого ордена,1610
Палач из Алого ордена,1611
Келейник из Алого ордена,1612
Орденоносец из Алого ордена,1613
Охранник из Алого ордена,1614
Верховный священник из Алого ордена,1615
Гончая из Алого ордена,1616
Охотник из Алого ордена,1617
Инквизитор из Алого ордена,1618
Дознаватель из Алого ордена,1619
Призыватель духов из Алого ордена,1620
Судья из Алого ордена,1621
Рыцарь из Алого ордена,1622
Дровосек из Алого ордена,1623
Маг из Алого ордена,1624
Волхв из Алого ордена,1625
Медик из Алого ордена,1626
Миссионер из Алого ордена,1627
Монах из Алого ордена,1628
Мирмидон из Алого ордена,1629
Неофит из Алого ордена,1630
Паладин из Алого ордена,1631
Претор из Алого ордена,1632
Оберегатель из Алого ордена,1633
Жрец из Алого ордена,1634
Разведчик из Алого ордена,1635
Провидец из Алого ордена,1636
Караульный из Алого ордена,1637
Кузнец из Алого ордена,1638
Солдат из Алого ордена,1639
Колдун из Алого ордена,1640
Истязатель из Алого ордена,1641
Ищейка из Алого ордена,1642
Новобранец из Алого ордена,1643
Боец из Алого ордена,1644
Передовой боец из Алого ордена,1645
Воин из Алого ордена,1646
Волшебник из Алого ордена,1647
Заступник из Алого Ордена,1648
Рабочий из Алого Ордена,1649
Ревнитель из Алого Ордена,1650
Лучник из армии Расколотого Солнца,1651
Верховный маг из армии Расколотого Солнца,1652
Бомбардир из армии Расколотого Солнца,1653
Священник из армии Расколотого Солнца,1654
Маг из армии Расколотого Солнца,1655
Стрелок из армии Расколотого Солнца,1656
Миротворец из армии Расколотого Солнца,1657
Рекрут из армии Расколотого Солнца,1658
Разведчик из армии Расколотого Солнца,1659
Караульный из армии Расколотого Солнца,1660
Солдат из армии Расколотого Солнца,1661
Новобранец из армии Расколотого Солнца,1662
Ветеран из армии Расколотого Солнца,1663
Воин из армии Расколотого Солнца,1664
Боевой маг из Багрового Легиона,1665
Окудник из Багрового Легиона,1666
Курьер из Багрового Легиона,1667
Защитник из Багрового Легиона,1668
Гвардеец из Багрового Легиона,1669
Кавалер из Багрового Легиона,1670
Молотобоец из Багрового Легиона,1671
Посвященный из Багрового Легиона,1672
Инквизитор из Багрового Легиона,1673
Монах из Багрового Легиона,1674
Слизнюк из Багрового Легиона,1675
Жрец из Багрового Легиона,1676
Душитель из братства Заксис,1677
Налетчик из братства Заксис,1678
Ловчий из братства Заксис,1679
Странник нексуса из братства Разаани,1680
Налетчик из братства Разаани,1681
СОХРАНИТЬ жизнь из братства Справедливости,1682
Посланник из Братства Справедливости,1683
Душитель из Братства Справедливости,1684
Бандит из Братства Справедливости,1685
Пленник из Братства Справедливости,1686
Сопутник из Братства Справедливости,1687
Кудесник из Братства Справедливости,1688
Окудник из Братства Справедливости,1689
Каторжник из Братства Справедливости,1690
Карманник из Братства Справедливости,1691
Землекоп из Братства Справедливости,1692
Ныряльщик из Братства Справедливости,1693
Портовый начальник из Братства Справедливости,1694
Докер из Братства Справедливости,1695
Мертвяк из Братства Справедливости,1696
Зачаровыватель из Братства Справедливости,1697
Вызыватель из Братства Справедливости,1698
Преступник из Братства Справедливости,1699
Подручный из Братства Справедливости,1700
Проходимец из Братства Справедливости,1701
Заключенный из Братства Справедливости,1702
Мятежник из Братства Справедливости,1703
Кастетник из Братства Справедливости,1704
Грабитель-мародер из Братства Справедливости,1705
Вестник из Братства Справедливости,1706
Ночной клинок из Братства Справедливости,1707
Ночной гонец из Братства Справедливости,1708
Надзиратель из Братства Справедливости,1709
Налетчик из Братства Справедливости,1710
Разграбитель из Братства Справедливости,1711
Пират из Братства Справедливости,1712
Пиратка из Братства Справедливости,1713
Спекулянт из Братства Справедливости,1714
Маг-отступник из Братства Справедливости,1715
Бунтовщик из Братства Справедливости,1716
Волшебник-плут из Братства Справедливости,1717
Лихоимец из Братства Справедливости,1718
Контрабандист из Братства Справедливости,1719
Ветроплет из Братства Справедливости,1720
Горнорабочий из Братства Справедливости,1721
Надсмотрщик из Братства Справедливости,1722
Лиходей из Братства Справедливости,1723
Патрульная башни из Братства Справедливости,1724
Караульный башни из Братства Справедливости,1725
Зверолов из Братства Справедливости,1726
Сторож из Братства Справедливости,1727
Волшебник из Братства Справедливости,1728
Рабочий из Братства Справедливости,1729
