ID,Title_lang,Description_lang,UiTextureKitID,RewardQuestID,Prerequisite,Field_9_0_1_35755_007,Completed,OnlyStallIf,UiQuestDetailsThemeID,Flags,DisplayPriority,Field_10_0_2_45779_012,Field_10_0_2_46144_013
144,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
145,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
146,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
147,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
148,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
149,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
150,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
151,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
153,"9.0 кампании ковенантов, глава 2 – Торгаст","Открывает поиски Бейна и задания, ведущие к Резчику Рун",0,0,5703,5703,0,0,0,0,0,0,0
154,Пропустить сюжетную линию Торгаста,,0,0,5703,5703,0,0,0,0,0,0,0
155,"9.0 кампании ковенантов, глава 3 – Взгляд во Тьму",Завершает рассказ об Андуине и видеоролики,0,0,5703,5703,0,0,0,0,0,0,0
156,Темные Земли,,0,0,5703,5703,0,0,0,1,0,0,0
157,Шкатулка многих тайн: вступление,,0,0,5703,5703,0,0,0,0,90,0,0
158,Тайны Предвечных,"Кампания, представляющая обновление 9.2.",5408,0,94855,0,94857,0,31,0,91,105475,0
159,Пробуждение драктиров,"Стартовая зона драктиров-пробудителей, зона 0, Альянс",5467,0,99583,96647,99952,0,46,0,108,0,0
160,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
161,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
162,Начало вступления,,0,0,5703,5703,0,0,0,0,0,0,0
163,Начало вступления,,0,0,5703,5703,0,0,0,0,0,0,0
164,Переход к главе 6,,0,0,5703,5703,0,0,0,0,0,0,0
165,Драконья экспедиция,Вступление (из Орг/Шторм) лагеря в низине,5468,0,21439,21439,0,0,50,0,108,21439,0
166,Равнины Он'ары,Задания на равнине для развития персонажа,5469,0,21439,21439,0,0,48,0,106,104511,0
167,Переход к главе 5,,0,0,5703,5703,0,0,0,0,0,0,0
168,Переход к главе 7,,0,0,5703,5703,0,0,0,0,0,0,0
169,Берега Пробуждения,Задания в низинах для развития персонажа,5471,0,21439,21439,0,0,49,0,107,104511,0
173,Пробуждение драктиров,"Стартовая зона драктиров-пробудителей, зона 0, Орда",5467,0,99584,96645,99954,0,46,0,108,0,0
174,Лазурный Простор,"Повысьте уровень, чтобы перейти в зону 3.",5466,0,21439,21439,0,0,47,0,105,21439,0
189,Тальдразус,"Повысьте уровень, чтобы перейти в зону 4",5470,0,21439,21439,0,0,51,0,104,104511,0
190,Дремлющая,Зона зеленых драконов максимального уровня 2,5469,0,21439,21439,0,0,48,0,0,0,34450
191,Пропуск вводной в профессии,,0,0,5703,5703,0,0,0,0,0,0,0
192,Важная цель,"КАМПАНИЯ ТИРА, главы 1-4, макс. уровень, зона Тирхолда 4",5470,0,122671,122671,122676,0,51,0,1089,0,34450
193,Вальдраккен,,5470,0,21439,21439,0,0,51,0,0,0,0
194,Искарские клыкарры,Максимальный уровень известности – искарские клыкарры – зона 1,5471,0,21439,21439,0,0,49,0,103,0,34450
197,Драконья экспедиция,Кампания известности Драконьей экспедиции,5468,0,21439,21439,0,0,50,0,103,0,21439
198,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
199,Первый камень клятвы,10.0 - Raid Opening Quests,5470,0,21439,103947,0,0,51,0,0,0,0
200,Обсидиановая цитадель,,0,0,5703,5703,0,0,0,0,0,0,0
201,Dragonflight,Основная кампания,5468,0,131377,131377,104950,0,50,2,1099,0,0
203,Угли Нелтариона,10.0.7/10.1 Narrative Campaign,5522,0,122679,122679,123577,0,53,0,1070,0,34450
206,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
207,Лазурный Простор,Скрытая кампания,5466,0,5703,5703,5703,5703,47,0,0,5703,0
208,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
209,Синие драконы,,5468,0,21439,21439,0,0,50,0,102,0,21439
210,Зкерские хранилища,,0,0,108197,0,0,0,50,0,0,34450,0
212,Остров Изгнанников,"Кампания для новичков, действие которой развернется на острове Изгнанников.",5531,0,108830,108830,108834,0,55,0,5,0,0
213,Остров Изгнанников,"Кампания для новичков, действие которой развернется на острове Изгнанников.",5531,0,108835,108835,108834,0,55,0,5,0,0
214,Battle for Azeroth,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,109122,924,109672,0,8,2,89,0,0
215,Battle for Azeroth,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,86702,86702,108940,0,8,0,89,0,0
216,Военная кампания,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,109193,109193,109793,0,8,0,88,0,49081
217,Nazjatar,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,109210,109210,109183,0,8,0,87,0,49081
218,Мехагон,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,109180,109180,109182,0,8,0,86,0,49081
219,Видения Н'Зота,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,261,0,109211,109211,109789,0,8,0,85,0,49081
221,Battle for Azeroth,Ваш долг защитника Альянса – принять участие в военной кампании против Орды и ее новых союзников.,262,0,109810,109810,109672,0,10,2,89,0,0
222,Мехагон,,262,0,109812,109812,109182,0,10,0,86,0,49081
223,Nazjatar,,262,0,109814,109814,109183,0,10,0,87,0,49081
224,Видения Н'Зота,,262,0,109820,109820,109789,0,10,0,85,0,49081
225,Военная кампания,,262,0,109821,109821,109822,0,10,0,88,0,49081
226,Battle for Azeroth,,262,0,109832,109832,109833,0,10,0,89,0,0
227,Драконьи камни,,5468,0,0,34450,0,0,50,0,102,0,34450
228,Искра пламени Тьмы,,5522,0,0,34450,0,0,53,0,102,0,34450
229,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
230,Тестовая кампания,,5470,0,0,0,0,0,51,0,104,104511,0
231,Хранители Сна,,5542,0,122691,122691,123578,0,57,0,1060,0,34450
233,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
234,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
235,Видения Азерот,Начальные задания дополнения,5570,0,119581,119581,0,0,60,0,1104,0,0
236,Остров Дорн,Zone 1 Level-Up Questing,5578,0,119583,119583,0,0,63,0,1103,0,119582
237,Гулкие глубины,Zone 2 Level-Up Questing,5579,0,119585,119585,120831,0,61,0,1102,0,119582
238,Арати Тайносводья,Zone 3 Level-Up Questing,5580,0,119594,119594,0,0,62,0,1101,0,119582
239,Аз-Кахет,Zone 5 Level-Up Questing,5581,0,119596,119596,118153,0,64,0,1100,0,119582
240,The War Within,Задания для персонажей макс. уровня,5570,0,135146,135146,0,0,60,0,1110,0,34450
241,Наверстываем!,,0,0,5703,5703,0,0,0,0,0,0,0
242,Охота на Предвестницу,,5570,0,121891,121891,0,0,60,0,1100,34450,34450
246,Высадка,,262,0,119806,119806,119684,0,59,0,58,0,49081
247,Mists of Pandaria,После победы над Смертокрылом конфликт между Ордой и Альянсом разгорелся вновь. Как герой Орды вы должны вступить в бой.,5568,0,119683,119683,119712,0,59,0,59,0,0
248,Mists of Pandaria,После победы над Смертокрылом конфликт между Ордой и Альянсом разгорелся вновь. Как герой Альянса вы должны вступить в бой.,5568,0,119829,119829,119830,0,59,0,59,0,0
249,Высадка,,261,0,119896,119896,119900,0,59,0,58,0,49081
250,Властелин Грома,,261,0,119947,119947,119948,0,59,0,57,0,49081
251,Властелин Грома,,262,0,119956,119956,119957,0,59,0,57,0,49081
252,Эскалация,,263,0,119959,119959,119962,0,59,0,56,0,49081
253,Осада Оргриммара,,261,0,119963,119963,119964,0,59,0,56,0,49081
254,Осада Оргриммара,,262,0,119965,119965,119964,0,59,0,56,0,49081
256,Dragonflight,Главный заголовок группы в областях для развития персонажей,5468,0,122644,122644,122645,0,50,0,1099,0,0
257,Род синих драконов,,5468,0,122672,122672,122675,0,50,0,1080,0,34450
258,Род зеленых драконов,Green Dragons Ch 1+2,5468,0,122673,122673,122674,0,50,0,1090,0,34450
260,Последние тени,Пролог кампании 11.1,5644,0,126297,126297,0,0,67,1,1120,0,34450
261,Пропуск вступления дополнения,,0,0,5703,5703,0,0,0,0,0,0,0
262,(DNT) Campaign,,0,0,0,0,0,0,0,0,0,0,0
263,(DNT) Legendary,,0,0,0,0,0,0,0,0,0,0,0
264,Нижняя Шахта,Разгром в Нижней Шахте,5644,0,126435,126435,0,0,66,0,1140,0,34450
265,Судьба Кирин-Тора,Цепочка заданий Кирин-Тора,5570,0,126299,126299,0,0,60,1,1130,0,34450
266,"Экскурс в историю ""Ксал'атат""",,5683,0,128374,128374,0,0,0,6,9999,0,0
267,Возвышение Красной зари,,5707,0,131751,0,140808,0,69,0,1150,0,140842
268,"Экскурс в историю ""Эфириалы""",,5683,0,129662,129662,0,0,0,2,9999,0,0
274,"Экскурс в историю ""Эльфы""",,5683,0,131857,131857,0,0,0,6,9999,0,0
276,Остров Сирен,,0,0,5703,5703,0,0,0,0,0,0,0
279,"Экскурс в историю ""Артас""",,5683,0,132665,132665,0,0,0,6,9999,0,0
313,Остров Сирен,,0,0,5703,5703,0,0,0,0,0,0,0
314,Остров Сирен,,0,0,5703,5703,0,0,0,0,0,0,0
