ID,Description_lang,Title_lang,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
440,收集關於聯盟和部落軍隊的相關資訊。,跑腿,201,31486,0,0,0,4,0,0,0
441,準備好理弗特的武器，等著保衛要塞!,做好準備,201,31490,0,0,0,5,0,0,0
442,保衛要塞抵抗源源不絕的聯盟入侵者與他們的指揮官。,守住陣線!,201,31494,0,0,0,6,0,0,0
443,騎乘雷翅翼手龍從空中偵察狂濤港。,混入其中,205,31682,0,0,0,0,0,0,0
444,把煙霧彈扔在崗哨圖騰上來癱瘓它們。,煙霧之途,205,31684,0,0,0,1,0,0,0
445,打暈陶氏標記的船員並潛行到船頭的攻城武器旁。,風暴中的陰影,205,31686,0,0,0,2,0,0,0
446,潛過船塢，並往上前進到『門將』胡聖那裡。,保持安靜,205,31689,0,0,0,4,0,0,0
447,殺死『門將』胡聖並取得他的鑰匙。,照亮夜晚,205,31691,0,0,0,5,0,0,0
448,騎上奪日者血鷹並與斥候隊長艾爾西雅飛往島嶼。,和斥候隊長艾爾西雅會合,206,31670,0,0,0,0,0,0,0
449,,撐過敵人的埋伏,206,31672,0,0,0,1,0,0,0
450,,摧毀路障,206,31674,0,0,0,2,0,0,0
451,,殺死『撕裂者』克雷什,206,31676,0,0,0,3,0,0,0
452,,殺死秘宗圖拉切與他的靈魂面具,206,31679,0,0,0,4,0,0,0
453,騎上你的雷翅翼手龍!,動身...,207,31693,0,0,0,0,0,0,0
454,贊達拉看見你了!擊敗敵人!,攔截!,207,31695,0,0,0,1,0,0,0
455,霍拉奇將你從坐騎上擊落!打敗他!,馴服馴獸者,207,31697,0,0,0,2,0,0,0
456,與你的影潘聯絡人陶氏碰面。,進入礦坑,207,31830,0,0,0,3,0,0,0
458,在陶氏替礦坑大門開鎖時掩護她，並擊敗奴隸主夏許。,掩護我!,207,31703,0,0,0,5,0,0,0
460,與盟友們一起攻擊染血路口。,染血路口,208,31844,0,0,0,0,0,0,0
465,擊敗衫布的魔古和贊達拉防衛者。,雷神之足,208,31718,0,0,0,2,0,0,0
472,擊敗宮殿守門人來打開門鎖。,擊敗守門人,208,31710,0,0,0,1,0,0,0
473,尋找強力炸藥。,尋找遺失的炸藥,204,31833,0,0,0,0,0,0,0
474,點燃強力炸藥的引信。,引爆炸藥,204,31839,0,0,0,2,0,0,0
475,,殺死戰神阿裘卡拉,204,31837,0,0,0,3,0,0,0
476,尋找強力炸藥。,尋找遺失的炸藥,209,31746,0,0,0,0,0,0,0
477,點燃強力炸藥的引信。,引爆炸藥,209,31768,0,0,0,2,0,0,0
478,,殺死戰神阿裘卡拉,209,31804,0,0,0,3,0,0,0
479,跟在城牆外的艾爾西雅交談。,遞送炸藥,209,31765,0,0,0,1,0,0,0
480,跟在城牆外的凡蕾莎交談。,遞送炸藥,204,31835,0,0,0,1,0,0,0
482,協助塔蘭‧祝和雅里亞擊敗衫布。,擊敗衫布,208,31723,0,0,0,3,0,0,0
483,到甲板下刺殺哈魯寇船長。,刺殺任務,205,31806,0,0,0,3,0,0,0
484,在怒西昂替雷霆熔爐充能時保護他。,充能中,211,31810,0,0,0,2,0,0,0
485,在星穹鐵匠打造閃電長槍時保護他。,偵測到腐化,211,31812,0,0,0,4,0,0,0
486,擊敗襲擊雷霆熔爐的煞的融合體。,腐化現身,211,31814,0,0,0,5,0,0,0
487,想辦法前往礦坑大門。,你的礦就是我的礦!,207,31841,0,0,0,4,0,0,0
490,與怒西昂交談以想出啟動雷霆熔爐的方法。,與怒西昂交談,211,31856,0,0,0,0,0,0,0
491,把強能靈魂之核放在惡魔靈魂井中，並擊敗坎瑞薩德。,擊敗坎瑞薩德,200,31858,0,0,0,8,0,0,0
492,把延齡石倒進模子裡並開始替雷霆熔爐充能。,由延齡石打造而成,211,31923,0,0,0,1,0,0,0
493,騎上白銀誓盟角鷹獸並與遊俠將軍凡蕾莎‧風行者飛往島嶼。,和遊俠將軍凡蕾莎‧風行者會合,212,31925,0,0,0,0,0,0,0
494,,撐過敵人的埋伏,212,31928,0,0,0,1,0,0,0
495,,摧毀路障,212,31930,0,0,0,2,0,0,0
496,,殺死安奇及喚獸者帕古它許,212,31932,0,0,0,3,0,0,0
497,,殺死秘宗瑪拉卡與他的靈魂面具,212,31934,0,0,0,4,0,0,0
498,使用守門者寶珠來打開染血路口的門。,逃脫,205,31937,0,0,0,6,0,0,0
508,你只有有限的時間盡可能地收集寶藏。等你準備好開始時，跟陶氏說話。,與陶氏說話,215,31993,0,0,0,0,0,0,0
509,與怒西昂交談來啟動雷霆熔爐,進入熔爐,211,32142,0,0,0,3,0,0,0
510,盡可能地收集寶藏然後在時間結束前抵達出口。,抵達出口,215,32158,0,0,0,1,0,0,0
511,與格里斯‧輪滑交談。,與工頭交談,216,32592,0,0,0,0,0,0,0
514,攻入主室，並阻止綁架事件。,滲透,219,32524,0,0,0,0,0,0,0
515,調查主室。,偵察,219,32588,0,0,0,1,0,0,0
516,幫助提克爾製造裝置來打開下一道門。,上鎖的門,219,32589,0,0,0,2,0,0,0
533,當派奇建立逃脫路徑時保護哥布林戰隊。,抵抗,219,32590,0,0,0,3,0,0,0
535,消滅在繁花挖掘場肆虐的巨型元素。,研磨石頭,216,32594,0,0,0,1,0,0,0
536,在等待輪滑的工人清除礦坑入口時，幫忙輪滑收集文物。,經濟復甦,216,32596,0,0,0,2,0,0,0
537,深入繁花礦坑並轟開一面牆。,礦坑終點,216,32598,0,0,0,3,0,0,0
538,消滅亞煞拉懼的分身。,心碎,216,32637,0,0,0,4,0,0,0
539,聯絡閃光嶺上面的黑鐵巡山人，然後找到辦法阻止風暴。,巡山人,210,32623,0,0,0,0,0,0,0
540,從食人妖的烤肉鐵叉解救斥候石鬚。,解救斥候石鬚,210,32644,0,0,0,1,0,0,0
541,殺死要把斥候勇釀煮來吃的食人妖。,解救斥候勇釀,210,32648,0,0,0,2,0,0,0
542,殺死要把斥候鍛扈當成祭品的食人妖。,解救斥候鍛扈,210,32650,0,0,0,3,0,0,0
543,殺死冰穴裡的元素之靈來停止這場暴風雪。,冰穴,210,32652,0,0,0,4,0,0,0
544,加入茉艾拉的部隊，殺死贊達拉領袖，然後佔領霜鬃村。,不勝即亡,210,32654,0,0,0,5,0,0,0
545,從敵方爆破專家那邊偷取炸藥。,取得炸藥,182,32657,0,0,0,1,0,0,0
550,和羅通交談以開始試煉。,選擇一項試煉,237,33998,0,0,0,0,0,0,0
551,完成獎勵目標以獲取額外的勇氣點數。,獎勵目標,210,32743,32898,0,0,6,3,0,0
556,保護船隻!打敗聯盟登船小隊。,登船小隊!,239,32774,0,0,0,0,0,0,0
557,從敵方爆破專家那邊偷取炸藥。,取得炸藥,239,32776,0,0,0,1,0,0,0
558,在聯盟船隻上安置炸藥來摧毀它!,炸成碎片!,239,32778,0,0,0,2,0,0,0
559,擊敗霍森上將。,打敗上將!,239,32781,0,0,0,3,0,0,0
560,完成獎勵目標以獲得額外的勇氣點數。,獎勵目標,182,32791,32898,0,0,4,3,0,0
561,完成獎勵目標以獲取額外的勇氣點數。,獎勵目標,219,32799,32898,0,0,4,3,0,0
565,完成獎勵目標以獲取額外的勇氣點數。,獎勵目標,65,32818,32898,0,0,3,3,0,0
566,完成獎勵目標以獲取額外的勇氣點數。,獎勵目標,39,32821,32898,0,0,4,3,0,0
567,完成獎勵目標以獲取額外的勇氣點數。,獎勵目標,216,32831,32898,0,0,5,3,0,0
580,完成獎勵目標以獲得額外的勇氣點數。,獎勵目標,239,32857,32898,0,0,4,3,0,0
587,步驟1說明。,步驟1,247,32959,0,0,0,0,0,0,0
593,步驟2說明。,步驟2,247,32961,0,0,0,1,0,0,0
594,步驟3說明。,步驟3,247,32963,0,0,0,2,0,0,0
595,步驟4說明。,步驟4,247,32965,0,0,0,3,0,0,0
596,步驟5說明。,步驟5,247,32967,0,0,0,4,0,0,0
597,步驟6說明。,步驟6,247,32969,0,0,0,5,0,0,0
598,試煉即將開始。,做好準備...,248,32993,0,0,0,0,0,0,0
599,,試煉場,248,33951,0,0,0,1,0,0,0
607,,步驟2,254,0,0,0,0,2,0,0,0
608,,步驟1,254,0,0,0,0,1,0,0,0
615,消滅擾亂玄牛寺的魔物。,無魂之生者,256,33244,0,0,0,0,0,0,0
616,階段0,測試階段0,254,0,0,0,0,0,0,0,0
617,,步驟3,254,0,0,0,0,3,0,0,0
618,,步驟4,254,0,0,0,0,4,0,0,0
619,結束！,步驟5,254,0,0,0,0,5,0,0,0
620,在寵物對戰中擊敗三名潘達利亞之傑。,潘達利亞之傑,257,33302,0,0,0,0,0,0,0
621,在寵物對戰中擊敗每一名聖獸天尊。,天尊之戰,257,33331,0,0,0,1,0,0,0
637,讓登門的客人就座並送上餐點。別讓5名以上的客人還沒用餐就離開。,湯麵時刻,269,33600,0,0,0,1,0,0,0
647,學會如何經營拉麵攤。,教學導覽,269,33924,0,0,0,0,0,0,0
652,招呼與服務上門的客人。別讓還沒用餐就離開的客人超過5名。,湯麵時刻,278,33926,0,0,0,0,0,0,0
653,"獲得至少30,000點分數",獎勵目標:金牌挑戰,278,33928,0,0,0,1,3,0,0
654,殺光葛羅瑪的獸人。,葛羅瑪掃蕩行動,275,33985,0,0,0,2,0,0,0
655,殺死『戰矛大師』歐若克。,葛羅瑪大門,275,33994,0,0,0,1,0,0,0
680,在剃刀沼澤的野豬人城市中擊敗亡首野豬人勢力。,剃刀沼澤,294,34480,0,0,0,0,0,0,0
718,在蒸汽動力用完之前盡量採礦！,收集資源,318,0,0,0,0,0,0,0,0
721,殺死古拉魯克，海軍基地的機械工人。,古拉魯克,320,34857,0,0,0,2,0,0,0
725,殺死斯通納德守衛。,全部殺光,322,34859,0,0,0,0,0,0,0
726,送出事件 36841,步驟2,322,34861,0,0,0,1,0,0,0
727,送出事件 36841,步驟3,322,34863,0,0,0,2,0,0,0
728,阻止血之谷薩滿復活佛莫的骷髏。,阻止儀式,323,34871,0,0,0,0,0,0,0
729,護送索爾，直到他進入內室。,靈魂大軍,323,34875,0,0,0,1,0,0,0
730,正面迎戰基爾羅格‧亡眼並阻止黑暗儀式。,基爾羅格‧亡眼,323,34877,0,0,0,2,0,0,0
731,殺死瑪格歐克。,殺死瑪格歐克,324,34882,0,0,0,8,0,0,0
732,清光碼頭來的剩餘獸人，殺死指揮官沃爾卡。,天降大火,275,34884,0,0,0,3,0,0,0
736,殺死房內的敵人以熄滅符文。,熄滅符文,329,34898,0,0,0,0,0,0,0
737,抵擋鋼鐵部落的攻勢，守住霜火峰。,守住隘口,324,34904,0,0,0,1,0,0,0
738,摧毀鋼鐵集束砲。,鋼鐵集束砲,324,34906,0,0,0,2,0,0,0
739,抵擋鋼鐵部落的攻勢，守住霜火峰。,良好的防禦,324,34908,0,0,0,3,0,0,0
740,在鋼鐵部落的攻擊之下保護德雷克塔爾。,保護德雷克塔爾,324,34910,0,0,0,4,0,0,0
741,抵擋鋼鐵部落的攻勢，守住霜火峰。,鋼鐵雷霆王,324,34912,0,0,0,5,0,0,0
742,擊敗瑪格林‧風臂。,瑪格林‧風臂,324,34914,0,0,0,6,0,0,0
743,抵擋鋼鐵部落的攻勢，守住霜火峰。,最終防禦,324,34916,0,0,0,7,0,0,0
745,和杜洛坦交談。,大戰將至,324,34921,0,0,0,0,0,0,0
747,在大法師卡德加的帶領之下，聯盟的軍隊已經準備好進行撒塔斯的戰役。,做好準備,331,34944,0,0,0,0,0,0,0
748,用鋼鐵之星清出通到港邊的路。,盟友參戰,331,34946,0,0,0,2,0,0,0
752,鋼鐵部落已經集結在碼頭。保護卡德加，讓他能夠專心準備清理港灣的法術。,鋼鐵港灣,331,34954,0,0,0,3,0,0,0
753,鋼鐵部落的傳說武器就在港灣裡。拿下那艘旗艦，你的盟友會協助排除想阻礙你的黑手氏族。,傳說武器,331,34956,0,0,0,4,0,0,0
754,與復仇者瑪銳德交談。,卡拉的選擇,275,34959,0,0,0,0,0,0,0
755,和杜洛坦交談。,和杜洛坦交談。,320,34985,0,0,0,0,0,0,0
756,護衛你的小隊前往北方的機械室,前往機械室,320,34983,0,0,0,1,0,0,0
757,前往補給站。,前往補給站,320,34987,0,0,0,3,0,0,0
758,使用火藥桶抵擋鋼鐵部落獸人的攻擊並存活下來。,在鋼鐵部落的突襲中存活,320,34989,0,0,0,4,0,0,0
759,前往中央碼頭並登上弒浪者駁船。,前往中央碼頭,320,34991,0,0,0,5,0,0,0
761,和羅科交談，他會將你發射到弒浪者駁船上。,登上駁船。,320,34995,0,0,0,6,0,0,0
762,摧毀弒浪者駁船。,摧毀弒浪者駁船,320,34997,0,0,0,7,0,0,0
765,擊敗黑澗深淵的首領,黑澗深淵,333,35169,35929,0,0,0,0,0,0
773,擊敗朵米娜,獎勵目標,333,35183,35930,0,0,1,1,0,0
796,擊敗佔據了黑石塔上層的鋼鐵戰線部隊。,黑石塔上層,329,35686,35963,0,0,1,0,0,0
833,殺了5個敵人,5的獎勵,323,35365,0,0,0,3,1,0,0
834,殺了10個敵人,10的獎勵,323,35367,0,0,0,4,1,0,0
835,擊敗擎天峰頂的魯克馬爾擁護者,擎天峰,423,35369,0,0,0,0,0,0,0
837,擊敗營運熔渣礦場的血槌奴隸商人。,血槌熔渣礦場,425,35389,0,0,0,0,0,0,0
838,破壞鋼鐵部落的海軍部隊。,鋼鐵碼頭,426,35393,0,0,0,0,0,0,0
839,根除奧齊頓裡的腐化勢力。,奧齊頓,427,35397,0,0,0,0,0,0,0
840,擊敗耐祖奧的影月教徒,影月墓地,428,35401,0,0,0,0,0,0,0
841,阻止恐軌列車運送致命的武器。,恐軌車站,429,35405,0,0,0,0,0,0,0
842,調查永茂林的祈倫托哨站。,永茂林,430,35409,0,0,0,0,0,0,0
844,擊敗佔據了黑石塔上層的鋼鐵戰線部隊。,黑石塔上層,432,35413,0,0,0,0,0,0,0
861,殺至後門並擊敗『燃燒者』阿諾克。,擊敗『燃燒者』阿諾克,449,35587,0,0,0,0,0,0,0
862,一路殺進卡拉伯爾港,在卡拉伯爾港與伊芮爾碰面,449,35589,0,0,0,1,0,0,0
863,在卡拉完全強化之前保護它。,保護卡拉不受入侵敵軍的威脅,449,35591,0,0,0,2,0,0,0
864,跟隨預言者費倫。,揭露異象,450,35613,0,0,0,0,0,0,0
865,見證指揮官沃爾卡的到來。,指揮官沃爾卡,450,35615,0,0,0,2,0,0,0
866,擊敗克魯爾。,敵方猛攻,450,35628,0,0,0,1,0,0,0
868,在卡拉伯爾階梯與預言者費倫交談。,最終防禦,450,35631,0,0,0,3,0,0,0
873,阻止卡拉伯爾轟炸！,殺死指揮官沃爾卡！,449,35704,0,0,0,3,0,0,0
884,擊敗征服者寇烏爾,獎勵目標,333,35745,35930,0,0,2,1,0,0
885,擊敗深淵守護者,獎勵目標,333,35747,35930,0,0,3,1,0,0
895,在黑鐵部落旗艦上擊敗黑手。,黑手,331,36023,0,0,0,5,0,0,0
914,撐過戈倫的攻擊。,堅持到底,499,36131,0,0,0,2,0,0,0
915,擊敗古羅。,就在眼前,499,36133,35914,0,0,5,0,0,0
920,擊敗戈倫的伏擊,伏擊,499,36137,0,0,0,1,0,0,0
928,跟隨士官,入侵！,499,36157,0,0,0,0,0,0,0
929,和復仇者伊芮爾交談，開始聯盟對葛羅瑪夏的進攻。,開始攻擊,508,37446,0,0,0,0,0,0,0
930,戰歌氏族的力量來自於他們的狼騎兵，只要從側翼攻擊狼王就能瓦解戰歌氏族的力量核心。,擊敗狼王,508,36375,0,0,0,2,0,0,0
931,鋼鐵部落中雷霆王氏族的成員奴役了有巨大力量的古羅，『飢餓者』唐恩。殺了他。,殺死『飢餓者』唐恩,508,36377,0,0,0,4,0,0,0
932,你和復仇者伊芮爾的時機來了，迎戰卡爾洛斯‧地獄吼。,迎戰卡爾洛斯‧地獄吼酋長,508,36379,0,0,0,6,0,0,0
933,和杜洛坦交談，開始部落對葛羅瑪夏的進攻。,開始攻擊,509,37448,0,0,0,0,0,0,0
934,戰歌氏族的力量來自於他們的狼騎兵，只要從側翼攻擊狼王就能瓦解戰歌氏族的力量核心。,擊敗狼王,509,36381,0,0,0,2,0,0,0
935,鋼鐵部落中雷霆王氏族的成員奴役了有巨大力量的古羅，『飢餓者』唐恩。殺了他。,殺死『飢餓者』唐恩,509,36383,0,0,0,4,0,0,0
936,你和杜洛坦的時機來了，迎戰卡爾洛斯‧地獄吼。,迎戰卡爾洛斯‧地獄吼酋長,509,36385,0,0,0,6,0,0,0
937,返回城鎮中心。,歇息備戰,499,36202,0,0,0,4,0,0,0
938,擊敗監獄的犯人,監獄,510,36222,35288,0,0,0,0,0,0
939,擊敗怒焰裂谷的首領。,怒焰裂谷,511,36226,35287,0,0,0,0,0,0
940,擊敗哀嚎洞穴的敵人,納拉雷克斯侍徒,515,36231,0,0,0,0,0,0,0
941,擊敗克雷什,獎勵目標,515,36264,35307,0,0,2,1,0,0
942,擊敗影牙城堡的首領。,影牙城堡,516,36250,35304,0,0,0,0,0,0
946,在影牙城堡裡面擊敗席瓦萊恩男爵。,獎勵目標：擊敗席瓦萊恩男爵,516,36260,35305,0,0,1,1,0,0
947,在影牙城堡內擊敗指揮官斯普林瓦爾。,獎勵目標：指揮官斯普林瓦爾,516,36262,35305,0,0,2,1,0,0
948,當繆幽執行喚醒儀式時保護他,納拉雷克斯侍徒,515,36257,35303,0,0,1,0,0,0
949,擊敗斯卡姆,獎勵目標,515,36266,35307,0,0,3,1,0,0
956,擊敗影牙城堡的首領。,影牙城堡,523,36268,35309,0,0,0,0,0,0
957,在影牙城堡裡面擊敗席瓦萊恩男爵。,獎勵目標：擊敗席瓦萊恩男爵,523,36272,35311,0,0,1,1,0,0
958,在影牙城堡內擊敗指揮官斯普林瓦爾。,獎勵目標：指揮官斯普林瓦爾,523,36274,35311,0,0,2,1,0,0
959,擊敗圍攻怒兆寺的首領。,圍攻怒兆寺,524,36276,35312,0,0,0,0,0,0
960,擊敗圍攻怒兆寺的首領。,圍攻怒兆寺,525,36278,35461,0,0,0,0,0,0
961,擊敗落陽關的首領,落陽關,526,36280,35315,0,0,0,0,0,0
962,擊敗落陽關的首領,落陽關,527,36285,35316,0,0,0,0,0,0
963,擊敗魔古山宮的首領。,魔古山宮,528,36290,35318,0,0,0,0,0,0
966,擊敗影潘僧院的首領。,影潘僧院,531,36292,35319,0,0,0,0,0,0
