ID,Description_lang,OrderIndex,ProfTraitTreeID
54,在製作所有鍛造設計圖成品時，提高製作速度。,2,169
55,提高採集時發現的草藥數量。,2,236
56,提高採集時發現的礦石數量。,2,212
57,延長所用藥劑的持續時間。,1,84
58,在採集草藥時，提高技法的效果。,3,236
59,提高靈感和精明對所有公式的效果。,3,245
60,提高靈感和精明對所有圖樣的效果。,3,135
61,提高靈感和精明對所有配方的效果。,1,160
62,提高靈感和精明對所有配方的效果。,1,169
63,提高靈感和精明對所有技藝的效果。,3,147
64,在採集元素礦床時，提高你的純熟、技法和感知。,3,213
65,在採集元素草藥時，提高你的純熟、技法和感知。,3,234
66,在採集草藥時，提高你的純熟、技法和感知。,2,235
67,在採礦時，提高你的純熟、技法和感知。,2,211
68,在剝皮時，提高你的純熟、技法和感知。,2,143
69,在剝皮時，提高你的純熟、技法和感知。,2,145
70,提高你的分解能力，有時會額外獲得材料。,1,244
71,提高你的感知，幫助你採集更稀有的材料。,3,144
72,在誘餌中注入元素力量，讓你能採集喚醒元素。,1,145
73,發明各種不同的玩具，自娛娛人。,1,206
74,學會如何切割具備元素精華的無限鑽石。,2,129
75,在製造鑲邊背包時，提高精明。,2,161
76,將優秀品級的寶石轉化成多顆稀有寶石。,1,128
77,製造和升級龍洞產生器，以進行快速傳送！,0,206
78,製作史詩品級的護腕，並加上任何人都能使用的技工裝置插槽。,0,205
79,學會如何使用最後加工材料來強化自己的寶石切割能力。,0,129
80,學會如何製作具備特殊效果的裝備和額外材料。,0,134
81,學會如何製作強大的龍族、獻祈和喚醒附魔。,1,240
82,學會如何製作具備不同效果的各種炸彈。,0,204
83,學會如何製作新的技工裝置，可用於具備技工裝置插槽的裝備。,2,206
84,製作原始甦醒火炬和符文卡茲格羅岩節杖。,1,245
85,製作點亮的群島之柱和動能群島之柱這兩把強大的法杖。,1,148
86,提高布料的採集效率，以及找到可分解的稀有布料。,2,160
87,製作卡茲格羅岩鍛造工具箱和更高品質的工具。,0,103
88,製作各種新的強力戒指和項鍊，例如元素頸鍊。,1,131
89,製作和自訂暗月套卡盒，這是強大的暗月飾品。,1,176
90,製作具備獨特加成的護甲，例如藍龍襯肩。,1,162
91,製造魚餌，鎖定特定的魚。,1,144
92,製作烈焰之擁鎖甲。,0,124
93,製作藍織布和時織布護甲，兩款各自具備獨特的套裝加成。,0,162
94,製作命縛皮甲。,0,126
95,製作採礦和鍛造工具。,1,102
96,製作洪荒熔火武器。,0,102
97,製作雕銘師的璀璨羽毛筆。,0,148
98,製作層列勳章鑲嵌裝置，可用來在項鍊上新增插槽。,0,131
99,製作鮮亮荒紋布護甲。,0,164
100,製造大家都能用的幻象商品。,2,245
101,製造任何人都能使用的安全炸彈。,3,204
102,製造快速節流吸魂器，這是用來採集珍貴材料的重要裝置。,3,207
103,找到神秘物品，分解後可獲得材料和喚醒元素。,0,244
104,在分解稀有布料時找到喚醒元素。,0,161
105,在騎乘坐騎時採集草藥。,0,235
106,從元素礦床採集更多喚醒元素。,1,213
107,從元素草藥採集更多喚醒元素。,1,234
108,在騎乘坐騎時採集礦點。,0,211
109,粉碎覺醒元素，進入突發戰鬥並獲得製作加成。,3,244
110,粉碎附魔材料，將其變成次一級的材料。,2,244
111,書寫龍族概論，向讀者傳授專業技能知識。,3,176
112,精通製作石製強化商品，例如洪荒磨石和平衡石。,2,103
113,精通製作提供套裝加成的裝備。,1,134
114,精通製作墨水，這是雕銘師使用的主要材料。,2,147
115,精通製作附魔布甲。,2,162
116,精通製作專業技能配件和鼓。,2,135
117,精通製造基礎、額外和最後加工材料。,1,59
118,提高將草藥研磨成顏料的製造技能和效率。,1,147
119,在製造護甲片和材料時，提高製造技能。,1,135
120,每次採礦時，縮短超載元素礦床的冷卻時間。,0,213
121,每次採集時，縮短超載元素草藥的冷卻時間。,0,234
122,提高對炸彈的處理能力，降低在佈署時反被炸彈炸傷的機率。,2,204
123,降低採集元素礦床時受到的負面副作用。,2,213
124,降低採集元素草藥時受到的負面副作用。,2,234
125,將低品級草藥精煉成高品級草藥。,1,236
126,將低品級礦石精煉成高品級礦石。,1,212
127,將低品級材料精煉成高品級材料。,1,143
128,提高裝置的可靠性，降低佈署時發生意外的機率。,3,206
129,在採礦時，偶爾會找到稀有寶石或無限鑽石。,1,211
130,在製作藥劑時，提高複數製造和複數製造效果。,2,84
131,在大量製造藥水時獲得強化。,2,58
132,專精於製造遠程武器專用的瞄準鏡和彈藥。,2,205
