ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
151,塔蘭姬的遠征隊表揚,獎勵%d點塔蘭姬的遠征隊聲望。,200,1000000,2065575,3,0,1595
152,沃魯敦人表揚,獎勵%d點沃魯敦人聲望。,200,1000000,2065577,3,0,1596
155,晉升者表揚令,獎勵%d點晉升者聲望。,1,1000000,3257748,3,0,1804
156,不死軍團表揚令,獎勵%d點不死軍團聲望。,1,1000000,3492310,3,0,1805
157,曠野獵者表揚令,獎勵%d點曠野獵者聲望。,1,1000000,3575389,3,0,1806
158,收割者廷衛表揚令,獎勵%d點收割者廷衛聲望。,1,1000000,3514227,3,0,1807
159,名望紋章,使你和所屬誓盟的名望提高%d。,0,0,3726261,5,0,1822
160,餘燼宴會聲譽,使餘燼宴會的聲望提高%d點。,1,1000000,3641397,3,0,1837
161,女伯爵的薰香感謝函,使你和女伯爵的友誼提高%d點。,1,1000000,1505932,3,0,1838
162,倫德潦草的感謝字條,使你和倫德與棍臉的友誼提高%d點。,1,1000000,1505955,3,0,1839
163,有著巨大拇指印的文件,使你和岩石頭的友誼提高%d點。,1,1000000,1505957,3,0,1840
164,凱希爾的派對享受10要點,使你和墓穴守衛者凱希爾的友誼提高%d點。,1,1000000,134331,3,0,1841
165,瓦許女爵的正式感謝卡,使你和瓦許女爵的友誼提高%d點。,1,1000000,133472,3,0,1842
166,莫格萊尼得體又簡短的感謝函,使你和亞歷山卓斯‧莫格萊尼的友誼提高%d點。,1,1000000,133473,3,0,1845
167,背後寫著謝謝的簽注單,使你和沃爾大師的友誼提高%d點。,1,1000000,134329,3,0,1844
168,沾滿黏液的道謝字條,使你和瘟疫設計者瑪利雷斯的友誼提高%d點。,1,1000000,237246,3,0,1843
169,過分正式的感謝函,使你和西卡的友誼提高%d點。,1,1000000,1505958,3,0,1846
170,佩拉苟斯溫馨體貼的感謝函,使你和克蕾雅與佩拉苟斯的友誼提高%d點。,1,1000000,1505933,3,0,1847
171,死板的正式感謝函,使你和軍政官阿德雷特斯的友誼提高%d點。,1,1000000,1505935,3,0,1848
172,背後寫著謝謝的未完工藍圖,使你和米卡尼寇斯的友誼提高%d點。,1,1000000,134330,3,0,1849
173,丘發的發光橡實,使你和丘發的友誼提高%d點。,1,1000000,1052644,3,0,1850
174,爪痕刻出來的謝謝,使你和艾利歐德樹林長的友誼提高%d點。,1,1000000,442743,3,0,1851
175,狩獵隊長送來的道謝信,使你和狩獵隊長克芮恩的友誼提高%d點。,1,1000000,237247,3,0,1852
176,附上魔法的感謝字條,使你和月莓女士的友誼提高%d點。,1,1000000,237249,3,0,1853
182,經驗加成,提供玩家相當可觀的經驗值。,1,9999999,1001982,3,0,1877
183,縫合大師表揚令,獎勵%d點縫合大師聲望。,1,1000000,3622121,3,0,1878
184,罪孽石研究,使誓復者對你的聲望提高%d點。,1,1000000,1506458,3,0,1884
185,淵喉生存者徽章,使你與維娜里的聲望提高%d點。,1,1000000,1362656,3,0,1880
186,死亡先鋒軍表揚令,與死亡先鋒軍的聲望提高%d。,1,1000000,4064729,3,0,1907
188,博文者寶典集冊,使你的博文者寶典進度提高%d。,1,1000000,442732,3,0,1997
189,受啟迪者表揚令,獎勵%d點受啟迪者聲望。,1,1000000,4226232,3,0,1982
190,巨龍群島補給箱,內含%d個有價值的補給品，可以用於和巨龍群島的陣營交易。,25,0,1518638,3,0,2003
191,伊斯凱拉巨牙海民表揚,獎勵%d點伊斯凱拉巨牙海民聲望。,1,1000000,4687629,3,0,2109
192,龍鱗遠征隊表揚,獎勵%d點龍鱗遠征隊聲望。,1,1000000,4687628,3,0,2031
193,沃卓肯協調者表揚,獎勵%d點沃卓肯協調者聲望。,1,1000000,4687630,3,0,2106
194,莫魯克半人馬表揚,獎勵%d點莫魯克半人馬聲望。,1,1000000,4687627,3,0,2108
195,鈷藍集會大量秘能,獎勵%d點鈷藍集會聲望。,26,1000000,132860,3,0,2134
196,鈷藍集會中量秘能,獎勵%d點鈷藍集會聲望。,10,25,132841,2,0,2134
197,鈷藍集會少量秘能,獎勵%d點鈷藍集會聲望。,1,9,237551,1,0,2134
