Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
月莓女士將你視為%s。,,,368,2447,604882,0
米卡尼寇斯將你視為%s。,,,370,2448,604882,0
女伯爵將你視為%s。,,,371,2449,604882,0
亞歷山卓斯‧莫格萊尼將你視為%s。,,,372,2450,604882,0
狩獵隊長克芮恩將你視為%s。,,,373,2451,604882,0
軍政官阿德雷特斯將你視為%s。,,,375,2452,604882,0
倫德與棍臉認為你是個%s。,,,376,2453,604882,0
丘發將你視為%s。,,,377,2454,604882,0
墓穴守衛者凱希爾將你視為%s。,,,379,2455,604882,0
艾利歐德樹林長將你視為%s。,,,381,2456,604882,0
沃爾大師將你視為%s。,,,382,2457,604882,0
克蕾雅與佩拉苟斯將你視為%s。,,,383,2458,604882,0
西卡將你視為%s。,,,384,2459,604882,0
岩石頭將你視為%s。,,,385,2460,604882,0
瘟疫設計者瑪利雷斯將你視為%s。,,,387,2461,604882,0
你的縫合大師聲望已達到%s。,,,389,2462,604882,8
你的瑪拉茲莫斯聲望已達到%s。,,,390,2463,604882,8
你的暗夜之廷聲望已達到%s。,,,391,2464,604882,8
等級%s,碎形知識提高%d,,392,2469,3762255,24
%s研究,,,393,2472,4191562,16
Wrathion considers your Warband |5%s.,,Your Warband is now considered |5%s of Wrathion.,396,2517,604882,0
Sabellian considers your Warband |5%s.,,Your Warband is now considered |5%s of Sabellian.,397,2518,604882,0
在巨龍群島的工匠聯盟聲望已達到%s。,,,398,2544,604882,0
The Cobalt Assembly's arcane power level is: %s,鈷藍集會的秘法能量提高。,The Cobalt Assembly's arcane power level is now %s.,400,2550,4191562,0
布莉古爾將你視為%s蝸牛訓練師。,,,408,2568,604882,0
Soridormi considers your Warband |5%s.,,You are now considered |5%s by Soridormi.,411,2553,604882,0
布萊恩‧銅鬚為%s。,布萊恩‧銅鬚獲得%d點經驗值。,布萊恩‧銅鬚達到%s。,412,2640,604882,1
"Once the Royal Weaver, the Widow Arak'nai now carefully watches her former home with a critical eye. With a network of weave-rats and spies at her disposal, there is little that escapes her notice.",,Your standing with the Weaver is now %s.,416,2601,4549277,0
"Once the most renowned military leader in Azj-Kahet, Anub'azal has been passed over in favor of one of Ansurek's beloved Ascended. This simply will not stand.",,Your standing with the General is now %s.,417,2605,5480548,0
"Perched in the most dangerous position of all, Executor Nizrek spends his days as Queen Ansurek's most loyal advisor. Fortunately, Ansurek has yet to discover that the rest of his time is spent trying to end her reign.",,Your standing with the Vizier is now %s.,418,2607,4191562,4
你已晉升至%s級文物管理員。,,"You are now the rank of Archivist, %s class.",419,2615,1391545,0
