ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
256,過一陣子再回來聽聽伯瓦爾制訂的計劃。,95984,0,0,158
257,過一陣子再回來聽聽伯瓦爾制訂的計劃。,95985,1,0,158
258,過一陣子再回來聽聽伯瓦爾制訂的計劃。,95986,2,0,158
259,過一陣子再回來聽聽伯瓦爾制訂的計劃。,95987,3,0,158
261,達到名望等級58即可繼續進行戰役。,91338,7,0,138
266,,102816,0,0,189
269,,103531,0,0,174
271,,103529,1,0,174
272,,103530,2,0,174
273,,103799,0,0,165
277,,103948,0,0,199
278,,103948,0,0,201
279,達到伊斯凱拉巨牙海民的名望等級11以繼續該故事線。,105184,0,0,194
280,達到龍鱗遠征隊的名望等級13以繼續該故事線。,105181,0,0,197
281,達到龍鱗遠征隊的名望等級24以繼續該故事線。,105182,1,0,197
282,達到沃卓肯協調者的名望等級19以繼續該故事線。,99211,0,0,190
283,達到沃卓肯協調者的名望等級12以繼續該故事線。,105185,0,0,192
284,提高巨龍群島各大主要陣營的名望以繼續進行戰役。,104393,1,0,201
285,Beta測試未開放相關內容。,34450,2,0,197
286,Beta測試未開放相關內容。,34450,1,0,194
287,達到沃卓肯協調者的名望等級19以繼續該故事線。,105191,1,0,192
288,Beta測試未開放相關內容。,34450,2,0,192
289,,78570,0,0,118
