ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
374,青銅把柄裹布,巨龍群島最樸素的史詩武器與副手設計圖。,0,0,0
375,荒紋布匹,,0,9,1
376,藍織布匹,,0,117,1
377,時織布匹,,0,117,1
378,鮮亮荒紋布匹,,0,54,1
379,忿怒荒紋布匹,,0,29,1
380,荒紋線捲,,0,4,1
388,指定臨機應變和精通,許多巨龍群島裝備設計圖。,0,0,0
389,指定精通和加速,許多巨龍群島裝備設計圖。,0,0,0
390,指定臨機應變和加速,許多巨龍群島裝備設計圖。,0,0,0
391,指定致命一擊和精通,許多巨龍群島裝備設計圖。,0,0,0
392,指定臨機應變和致命一擊,許多巨龍群島裝備設計圖。,0,0,0
393,毒黏球,巨龍群島最樸素的史詩皮甲與鎖甲設計圖。,0,0,0
394,尖牙飾物,巨龍群島最樸素的史詩武器與副手設計圖。,0,0,0
395,大地的熱情,大多數巨龍群島興趣配方。,0,5,1
396,黏呼呼巧克力,巨龍群島食譜。,0,0,2
399,稜彩原礦,,0,2,1
400,10.0 Optional Reagent - Outdoor Upgrade Dungeon - All,巨龍群島最精良(藍色)的裝備設計圖。,0,0,0
401,DEPRECATED [DNT],,0,0,2
403,出奇鋒利的切割刀,巨龍群島一人份食物食譜。,0,0,2
404,配菜沙拉,巨龍群島一人份食物食譜。,0,0,2
405,繁茂墨水,,0,14,1
406,宇宙墨水,,0,42,1
407,熾炎墨水,,0,14,1
408,安寧墨水,,0,14,1
409,光潔墨水,,0,24,1
410,平靜顏料,,0,16,1
411,熾炎顏料,,0,16,1
412,繁茂顏料,,0,16,1
413,發光顏料,,0,6,1
414,一把賽若拜岩螺栓,,0,7,1
415,避震彈簧圈,,0,9,1
416,永燃火藥粉,,0,13,1
417,上油齒輪,,0,26,1
418,弧光電容器,,0,51,1
419,強化機械底盤,,0,75,1
420,混合保險絲,,0,19,1
422,10.0 Inscription - Optional Reagent - Azurescale Sigil,巨龍群島的暗月套卡盒技藝。,0,0,0
424,龍之槍靴,,0,60,1
425,重力移轉裝置,,0,20,1
426,寒冽符文,,0,34,1
427,符刻攀纏樹皮,,0,46,1
429,指定靈感,大多數巨龍群島製作工具設計圖。,0,0,0
430,生物燃灼罐,,0,21,1
431,洪荒裂解炸藥,,0,22,1
432,技工保險絲,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
433,嚴重失敗預防裝置,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
434,彈簧電容器外殼,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
435,鋒利無比的齒輪,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
436,滴答作響的齒輪,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
437,仔細調校的齒輪,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
438,一體適用的齒輪,巨龍群島史詩級護目鏡與護腕工程學結構圖。,0,0,0
439,隨意栓住的電線,大多數巨龍群島工程學結構圖。,0,0,2
440,超載的超頻裝置,大多數巨龍群島工程學結構圖。,0,0,2
441,治療鏢彈匣,巨龍群島最樸素的史詩裝備設計圖。,0,0,0
442,10.0 Inscription - Optional Reagent - Emberscale Sigil,巨龍群島的暗月套卡盒技藝。,0,0,0
443,10.0 Inscription - Optional Reagent - Bronzescale Sigil,巨龍群島的暗月套卡盒技藝。,0,0,0
444,10.0 Inscription - Optional Reagent - Sagescale Sigil,巨龍群島的暗月套卡盒技藝。,0,0,0
445,10.0 Inscription - Optional Reagent - Jetscale Sigil,巨龍群島的暗月套卡盒技藝。,0,0,0
450,指定精明,大多數巨龍群島製作工具設計圖。,0,0,0
451,指定複數製造,大多數巨龍群島製作工具設計圖。,0,0,0
452,指定製造速度,大多數巨龍群島製作工具設計圖。,0,0,0
453,指定技法,大多數巨龍群島製作工具設計圖。,0,0,0
454,指定感知,大多數巨龍群島製作工具設計圖。,0,0,0
455,指定純熟,大多數巨龍群島製作工具設計圖。,0,0,0
459,鋼鑄精華劑,德拉諾鍛造武器。,0,0,0
460,真鋼精華劑,德拉諾鍛造護甲。,0,0,0
461,上油扣鏈齒輪,德拉諾工程學護目鏡。,0,0,0
462,真鐵扳機,德拉諾工程學槍械。,0,0,0
463,光潔精華劑,德拉諾製皮護甲。,0,0,0
464,咒織精華劑,德拉諾裁縫護甲。,0,0,0
465,武器水晶,德拉諾銘文學武器。,0,0,0
467,格利夫塔的萬能美化粉,巨龍群島最樸素的史詩裝備設計圖。,0,0,0
